Малын төрөл,Бүс,Он,value
Тэмээ,       Хойд бүс,2023,4.6
Тэмээ,       Хойд бүс,2022,4.2
Тэмээ,       Хойд бүс,2021,3.9
Тэмээ,       Хойд бүс,2020,3.8
Тэмээ,       Хойд бүс,2019,3.9
Тэмээ,       Хойд бүс,2018,3.7
Тэмээ,       Хойд бүс,2017,3.6
Тэмээ,       Хойд бүс,2016,3.4
Тэмээ,       Хойд бүс,2015,3.2
Тэмээ,       Хойд бүс,2014,3.2
Тэмээ,       Хойд бүс,2013,3.2
Тэмээ,       Хойд бүс,2012,3.3
Тэмээ,       Хойд бүс,2011,3.2
Тэмээ,       Хойд бүс,2010,3.3
Тэмээ,       Хойд бүс,2009,3.4
Тэмээ,       Хойд бүс,2008,3.0
Тэмээ,       Хойд бүс,2007,2.9
Тэмээ,       Хойд бүс,2006,2.9
Тэмээ,       Хойд бүс,2005,2.9
Тэмээ,       Хойд бүс,2004,3.3
Тэмээ,       Хойд бүс,2003,3.7
Тэмээ,       Хойд бүс,2002,4.0
Тэмээ,       Хойд бүс,2001,4.4
Тэмээ,       Хойд бүс,2000,5.7
Тэмээ,       Хойд бүс,1999,6.5
Тэмээ,       Хойд бүс,1998,6.5
Тэмээ,       Хойд бүс,1997,6.5
Тэмээ,       Хойд бүс,1996,6.5
Тэмээ,       Хойд бүс,1995,6.7
Тэмээ,       Хойд бүс,1994,6.9
Тэмээ,       Хойд бүс,1993,7.1
Тэмээ,       Хойд бүс,1992,8.7
Тэмээ,       Хойд бүс,1991,10.0
Тэмээ,       Хойд бүс,1990,11.5
Тэмээ,       Хойд бүс,1989,11.4
Тэмээ,       Хойд бүс,1988,11.1
Тэмээ,       Хойд бүс,1987,10.9
Тэмээ,       Хойд бүс,1986,10.8
Тэмээ,       Хойд бүс,1985,10.8
Тэмээ,       Хойд бүс,1984,10.9
Тэмээ,       Хойд бүс,1983,10.9
Тэмээ,       Хойд бүс,1982,11.2
Тэмээ,       Хойд бүс,1981,10.8
Тэмээ,       Хойд бүс,1980,10.6
Тэмээ,       Хойд бүс,1979,11.2
Тэмээ,       Хойд бүс,1978,10.6
Тэмээ,       Хойд бүс,1977,10.4
Тэмээ,       Хойд бүс,1976,10.9
Тэмээ,       Хойд бүс,1975,11.8
Тэмээ,       Хойд бүс,1974,12.0
Тэмээ,       Хойд бүс,1973,11.8
Тэмээ,       Хойд бүс,1972,12.2
Тэмээ,       Хойд бүс,1971,12.5
Тэмээ,       Хойд бүс,1970,12.6
Тэмээ,              Булган,2024,2.3
Тэмээ,              Булган,2023,2.0
Тэмээ,              Булган,2022,1.6
Тэмээ,              Булган,2021,1.5
Тэмээ,              Булган,2020,1.4
Тэмээ,              Булган,2019,1.5
Тэмээ,              Булган,2018,1.4
Тэмээ,              Булган,2017,1.4
Тэмээ,              Булган,2016,1.3
Тэмээ,              Булган,2015,1.2
Тэмээ,              Булган,2014,1.2
Тэмээ,              Булган,2013,1.1
Тэмээ,              Булган,2012,1.0
Тэмээ,              Булган,2011,1.0
Тэмээ,              Булган,2010,0.9
Тэмээ,              Булган,2009,0.8
Тэмээ,              Булган,2008,0.5
Тэмээ,              Булган,2007,0.4
Тэмээ,              Булган,2006,0.4
Тэмээ,              Булган,2005,0.4
Тэмээ,              Булган,2004,0.5
Тэмээ,              Булган,2003,0.6
Тэмээ,              Булган,2002,0.7
Тэмээ,              Булган,2001,0.9
Тэмээ,              Булган,2000,1.0
Тэмээ,              Булган,1999,1.0
Тэмээ,              Булган,1998,1.0
Тэмээ,              Булган,1997,1.1
Тэмээ,              Булган,1996,1.1
Тэмээ,              Булган,1995,1.3
Тэмээ,              Булган,1994,1.5
Тэмээ,              Булган,1993,1.8
Тэмээ,              Булган,1992,3.1
Тэмээ,              Булган,1991,3.7
Тэмээ,              Булган,1990,4.4
Тэмээ,              Булган,1989,4.4
Тэмээ,              Булган,1988,4.2
Тэмээ,              Булган,1987,4.1
Тэмээ,              Булган,1986,4.0
Тэмээ,              Булган,1985,4.1
Тэмээ,              Булган,1984,4.2
Тэмээ,              Булган,1983,4.1
Тэмээ,              Булган,1982,4.3
Тэмээ,              Булган,1981,4.2
Тэмээ,              Булган,1980,4.1
Тэмээ,              Булган,1979,4.1
Тэмээ,              Булган,1978,4.0
Тэмээ,              Булган,1977,3.7
Тэмээ,              Булган,1976,3.9
Тэмээ,              Булган,1975,4.1
Тэмээ,              Булган,1974,4.0
Тэмээ,              Булган,1973,3.9
Тэмээ,              Булган,1972,4.1
Тэмээ,              Булган,1971,4.2
Тэмээ,              Булган,1970,4.1
Тэмээ,              Орхон,2024,0.1
Тэмээ,              Орхон,2023,0.1
Тэмээ,              Орхон,2022,0.1
Тэмээ,              Орхон,2021,0.1
Тэмээ,              Орхон,2020,0.1
Тэмээ,              Орхон,2019,0.1
Тэмээ,              Орхон,2018,0.1
Тэмээ,              Орхон,2017,0.0
Тэмээ,              Орхон,2016,0.0
Тэмээ,              Орхон,2015,0.0
Тэмээ,              Орхон,2014,0.1
Тэмээ,              Орхон,2013,0.1
Тэмээ,              Орхон,2012,0.2
Тэмээ,              Орхон,2011,0.2
Тэмээ,              Орхон,2010,0.2
Тэмээ,              Орхон,2009,0.2
Тэмээ,              Орхон,2008,0.2
Тэмээ,              Орхон,2007,0.1
Тэмээ,              Орхон,2006,0.1
Тэмээ,              Орхон,2005,0.1
Тэмээ,              Орхон,2004,0.1
Тэмээ,              Орхон,2003,0.1
Тэмээ,              Орхон,2002,0.1
Тэмээ,              Орхон,2001,0.1
Тэмээ,              Орхон,2000,0.1
Тэмээ,              Орхон,1999,0.1
Тэмээ,              Орхон,1998,0.1
Тэмээ,              Орхон,1997,0.1
Тэмээ,              Орхон,1996,0.0
Тэмээ,              Орхон,1995,0.0
Тэмээ,              Орхон,1994,0.0
Тэмээ,              Орхон,1993,0.0
Тэмээ,              Орхон,1992,0.0
Тэмээ,              Орхон,1991,
Тэмээ,              Орхон,1990,
Тэмээ,              Орхон,1989,
Тэмээ,              Орхон,1988,
Тэмээ,              Орхон,1987,
Тэмээ,              Орхон,1986,
Тэмээ,              Орхон,1985,
Тэмээ,              Орхон,1984,
Тэмээ,              Орхон,1983,
Тэмээ,              Орхон,1982,
Тэмээ,              Орхон,1981,
Тэмээ,              Орхон,1980,
Тэмээ,              Орхон,1979,0.6
Тэмээ,              Орхон,1978,
Тэмээ,              Орхон,1977,
Тэмээ,              Орхон,1976,
Тэмээ,              Орхон,1975,
Тэмээ,              Орхон,1974,
Тэмээ,              Орхон,1973,
Тэмээ,              Орхон,1972,
Тэмээ,              Орхон,1971,
Тэмээ,              Орхон,1970,
Тэмээ,              Хөвсгөл,2024,2.5
Тэмээ,              Хөвсгөл,2023,2.5
Тэмээ,              Хөвсгөл,2022,2.5
Тэмээ,              Хөвсгөл,2021,2.4
Тэмээ,              Хөвсгөл,2020,2.3
Тэмээ,              Хөвсгөл,2019,2.4
Тэмээ,              Хөвсгөл,2018,2.3
Тэмээ,              Хөвсгөл,2017,2.2
Тэмээ,              Хөвсгөл,2016,2.1
Тэмээ,              Хөвсгөл,2015,2.0
Тэмээ,              Хөвсгөл,2014,1.9
Тэмээ,              Хөвсгөл,2013,1.9
Тэмээ,              Хөвсгөл,2012,2.1
Тэмээ,              Хөвсгөл,2011,2.1
Тэмээ,              Хөвсгөл,2010,2.3
Тэмээ,              Хөвсгөл,2009,2.4
Тэмээ,              Хөвсгөл,2008,2.3
Тэмээ,              Хөвсгөл,2007,2.4
Тэмээ,              Хөвсгөл,2006,2.5
Тэмээ,              Хөвсгөл,2005,2.4
Тэмээ,              Хөвсгөл,2004,2.7
Тэмээ,              Хөвсгөл,2003,3.0
Тэмээ,              Хөвсгөл,2002,3.2
Тэмээ,              Хөвсгөл,2001,3.4
Тэмээ,              Хөвсгөл,2000,4.6
Тэмээ,              Хөвсгөл,1999,5.3
Тэмээ,              Хөвсгөл,1998,5.4
Тэмээ,              Хөвсгөл,1997,5.4
Тэмээ,              Хөвсгөл,1996,5.4
Тэмээ,              Хөвсгөл,1995,5.4
Тэмээ,              Хөвсгөл,1994,5.4
Тэмээ,              Хөвсгөл,1993,5.3
Тэмээ,              Хөвсгөл,1992,5.6
Тэмээ,              Хөвсгөл,1991,6.3
Тэмээ,              Хөвсгөл,1990,7.2
Тэмээ,              Хөвсгөл,1989,7.0
Тэмээ,              Хөвсгөл,1988,6.9
Тэмээ,              Хөвсгөл,1987,6.8
Тэмээ,              Хөвсгөл,1986,6.7
Тэмээ,              Хөвсгөл,1985,6.8
Тэмээ,              Хөвсгөл,1984,6.7
Тэмээ,              Хөвсгөл,1983,6.8
Тэмээ,              Хөвсгөл,1982,6.9
Тэмээ,              Хөвсгөл,1981,6.6
Тэмээ,              Хөвсгөл,1980,6.5
Тэмээ,              Хөвсгөл,1979,6.5
Тэмээ,              Хөвсгөл,1978,6.6
Тэмээ,              Хөвсгөл,1977,6.7
Тэмээ,              Хөвсгөл,1976,7.0
Тэмээ,              Хөвсгөл,1975,7.7
Тэмээ,              Хөвсгөл,1974,7.9
Тэмээ,              Хөвсгөл,1973,8.0
Тэмээ,              Хөвсгөл,1972,8.2
Тэмээ,              Хөвсгөл,1971,8.4
Тэмээ,              Хөвсгөл,1970,8.5
Тэмээ,       Төвийн бүс,2024,4.5
Тэмээ,       Төвийн бүс,2023,4.7
Тэмээ,       Төвийн бүс,2022,4.6
Тэмээ,       Төвийн бүс,2021,4.2
Тэмээ,       Төвийн бүс,2020,4.1
Тэмээ,       Төвийн бүс,2019,4.1
Тэмээ,       Төвийн бүс,2018,4.0
Тэмээ,       Төвийн бүс,2017,4.1
Тэмээ,       Төвийн бүс,2016,4.0
Тэмээ,       Төвийн бүс,2015,3.7
Тэмээ,       Төвийн бүс,2014,3.5
Тэмээ,       Төвийн бүс,2013,3.4
Тэмээ,       Төвийн бүс,2012,3.5
Тэмээ,       Төвийн бүс,2011,4.0
Тэмээ,       Төвийн бүс,2010,3.7
Тэмээ,       Төвийн бүс,2009,3.7
Тэмээ,       Төвийн бүс,2008,3.5
Тэмээ,       Төвийн бүс,2007,3.0
Тэмээ,       Төвийн бүс,2006,2.9
Тэмээ,       Төвийн бүс,2005,2.7
Тэмээ,       Төвийн бүс,2004,3.0
Тэмээ,       Төвийн бүс,2003,3.3
Тэмээ,       Төвийн бүс,2002,3.6
Тэмээ,       Төвийн бүс,2001,3.6
Тэмээ,       Төвийн бүс,2000,4.5
Тэмээ,       Төвийн бүс,1999,4.7
Тэмээ,       Төвийн бүс,1998,4.6
Тэмээ,       Төвийн бүс,1997,4.5
Тэмээ,       Төвийн бүс,1996,4.6
Тэмээ,       Төвийн бүс,1995,4.7
Тэмээ,       Төвийн бүс,1994,4.6
Тэмээ,       Төвийн бүс,1993,5.1
Тэмээ,       Төвийн бүс,1992,5.9
Тэмээ,       Төвийн бүс,1991,7.2
Тэмээ,       Төвийн бүс,1990,9.8
Тэмээ,       Төвийн бүс,1989,10.0
Тэмээ,       Төвийн бүс,1988,9.6
Тэмээ,       Төвийн бүс,1987,9.6
Тэмээ,       Төвийн бүс,1986,9.7
Тэмээ,       Төвийн бүс,1985,9.9
Тэмээ,       Төвийн бүс,1984,10.4
Тэмээ,       Төвийн бүс,1983,11.1
Тэмээ,       Төвийн бүс,1982,10.9
Тэмээ,       Төвийн бүс,1981,10.6
Тэмээ,       Төвийн бүс,1980,10.5
Тэмээ,       Төвийн бүс,1979,12.2
Тэмээ,       Төвийн бүс,1978,9.9
Тэмээ,       Төвийн бүс,1977,9.8
Тэмээ,       Төвийн бүс,1976,10.6
Тэмээ,       Төвийн бүс,1975,11.2
Тэмээ,       Төвийн бүс,1974,11.0
Тэмээ,       Төвийн бүс,1973,10.7
Тэмээ,       Төвийн бүс,1972,11.1
Тэмээ,       Төвийн бүс,1971,11.1
Тэмээ,       Төвийн бүс,1970,11.2
Тэмээ,              Дархан-Уул,2024,0.0
Тэмээ,              Дархан-Уул,2023,0.0
Тэмээ,              Дархан-Уул,2022,0.0
Тэмээ,              Дархан-Уул,2021,0.1
Тэмээ,              Дархан-Уул,2020,0.1
Тэмээ,              Дархан-Уул,2019,0.1
Тэмээ,              Дархан-Уул,2018,0.1
Тэмээ,              Дархан-Уул,2017,0.0
Тэмээ,              Дархан-Уул,2016,0.1
Тэмээ,              Дархан-Уул,2015,0.1
Тэмээ,              Дархан-Уул,2014,0.1
Тэмээ,              Дархан-Уул,2013,0.2
Тэмээ,              Дархан-Уул,2012,0.4
Тэмээ,              Дархан-Уул,2011,0.5
Тэмээ,              Дархан-Уул,2010,0.7
Тэмээ,              Дархан-Уул,2009,0.4
Тэмээ,              Дархан-Уул,2008,0.5
Тэмээ,              Дархан-Уул,2007,0.4
Тэмээ,              Дархан-Уул,2006,0.3
Тэмээ,              Дархан-Уул,2005,0.1
Тэмээ,              Дархан-Уул,2004,0.0
Тэмээ,              Дархан-Уул,2003,0.0
Тэмээ,              Дархан-Уул,2002,0.1
Тэмээ,              Дархан-Уул,2001,0.1
Тэмээ,              Дархан-Уул,2000,0.2
Тэмээ,              Дархан-Уул,1999,0.1
Тэмээ,              Дархан-Уул,1998,0.1
Тэмээ,              Дархан-Уул,1997,0.1
Тэмээ,              Дархан-Уул,1996,0.0
Тэмээ,              Дархан-Уул,1995,0.0
Тэмээ,              Дархан-Уул,1994,0.1
Тэмээ,              Дархан-Уул,1993,0.0
Тэмээ,              Дархан-Уул,1992,0.1
Тэмээ,              Дархан-Уул,1991,0.1
Тэмээ,              Дархан-Уул,1990,0.0
Тэмээ,              Дархан-Уул,1989,0.1
Тэмээ,              Дархан-Уул,1988,
Тэмээ,              Дархан-Уул,1987,
Тэмээ,              Дархан-Уул,1986,
Тэмээ,              Дархан-Уул,1985,
Тэмээ,              Дархан-Уул,1984,
Тэмээ,              Дархан-Уул,1983,
Тэмээ,              Дархан-Уул,1982,
Тэмээ,              Дархан-Уул,1981,
Тэмээ,              Дархан-Уул,1980,
Тэмээ,              Дархан-Уул,1979,2.0
Тэмээ,              Дархан-Уул,1978,
Тэмээ,              Дархан-Уул,1977,
Тэмээ,              Дархан-Уул,1976,
Тэмээ,              Дархан-Уул,1975,
Тэмээ,              Дархан-Уул,1974,
Тэмээ,              Дархан-Уул,1973,
Тэмээ,              Дархан-Уул,1972,
Тэмээ,              Дархан-Уул,1971,
Тэмээ,              Дархан-Уул,1970,
Тэмээ,              Сэлэнгэ,2024,0.6
Тэмээ,              Сэлэнгэ,2023,0.6
Тэмээ,              Сэлэнгэ,2022,0.6
Тэмээ,              Сэлэнгэ,2021,0.5
Тэмээ,              Сэлэнгэ,2020,0.4
Тэмээ,              Сэлэнгэ,2019,0.5
Тэмээ,              Сэлэнгэ,2018,0.5
Тэмээ,              Сэлэнгэ,2017,0.5
Тэмээ,              Сэлэнгэ,2016,0.5
Тэмээ,              Сэлэнгэ,2015,0.5
Тэмээ,              Сэлэнгэ,2014,0.5
Тэмээ,              Сэлэнгэ,2013,0.5
Тэмээ,              Сэлэнгэ,2012,0.6
Тэмээ,              Сэлэнгэ,2011,0.6
Тэмээ,              Сэлэнгэ,2010,0.8
Тэмээ,              Сэлэнгэ,2009,0.7
Тэмээ,              Сэлэнгэ,2008,0.7
Тэмээ,              Сэлэнгэ,2007,0.5
Тэмээ,              Сэлэнгэ,2006,0.5
Тэмээ,              Сэлэнгэ,2005,0.4
Тэмээ,              Сэлэнгэ,2004,0.5
Тэмээ,              Сэлэнгэ,2003,0.7
Тэмээ,              Сэлэнгэ,2002,0.8
Тэмээ,              Сэлэнгэ,2001,0.7
Тэмээ,              Сэлэнгэ,2000,0.7
Тэмээ,              Сэлэнгэ,1999,0.4
Тэмээ,              Сэлэнгэ,1998,0.4
Тэмээ,              Сэлэнгэ,1997,0.4
Тэмээ,              Сэлэнгэ,1996,0.4
Тэмээ,              Сэлэнгэ,1995,0.3
Тэмээ,              Сэлэнгэ,1994,0.3
Тэмээ,              Сэлэнгэ,1993,0.3
Тэмээ,              Сэлэнгэ,1992,0.3
Тэмээ,              Сэлэнгэ,1991,0.3
Тэмээ,              Сэлэнгэ,1990,0.3
Тэмээ,              Сэлэнгэ,1989,0.3
Тэмээ,              Сэлэнгэ,1988,0.2
Тэмээ,              Сэлэнгэ,1987,0.2
Тэмээ,              Сэлэнгэ,1986,0.2
Тэмээ,              Сэлэнгэ,1985,0.2
Тэмээ,              Сэлэнгэ,1984,0.2
Тэмээ,              Сэлэнгэ,1983,0.2
Тэмээ,              Сэлэнгэ,1982,0.2
Тэмээ,              Сэлэнгэ,1981,0.2
Тэмээ,              Сэлэнгэ,1980,0.2
Тэмээ,              Сэлэнгэ,1979,0.2
Тэмээ,              Сэлэнгэ,1978,0.2
Тэмээ,              Сэлэнгэ,1977,0.2
Тэмээ,              Сэлэнгэ,1976,0.2
Тэмээ,              Сэлэнгэ,1975,0.2
Тэмээ,              Сэлэнгэ,1974,0.2
Тэмээ,              Сэлэнгэ,1973,0.2
Тэмээ,              Сэлэнгэ,1972,0.2
Тэмээ,              Сэлэнгэ,1971,0.2
Тэмээ,              Сэлэнгэ,1970,0.2
Тэмээ,              Төв,2024,3.9
Тэмээ,              Төв,2023,4.1
Тэмээ,              Төв,2022,4.0
Тэмээ,              Төв,2021,3.7
Тэмээ,              Төв,2020,3.6
Тэмээ,              Төв,2019,3.6
Тэмээ,              Төв,2018,3.5
Тэмээ,              Төв,2017,3.5
Тэмээ,              Төв,2016,3.4
Тэмээ,              Төв,2015,3.1
Тэмээ,              Төв,2014,2.9
Тэмээ,              Төв,2013,2.7
Тэмээ,              Төв,2012,2.4
Тэмээ,              Төв,2011,2.9
Тэмээ,              Төв,2010,2.2
Тэмээ,              Төв,2009,2.6
Тэмээ,              Төв,2008,2.4
Тэмээ,              Төв,2007,2.1
Тэмээ,              Төв,2006,2.1
Тэмээ,              Төв,2005,2.2
Тэмээ,              Төв,2004,2.4
Тэмээ,              Төв,2003,2.6
Тэмээ,              Төв,2002,2.7
Тэмээ,              Төв,2001,2.9
Тэмээ,              Төв,2000,3.6
Тэмээ,              Төв,1999,4.2
Тэмээ,              Төв,1998,4.1
Тэмээ,              Төв,1997,4.1
Тэмээ,              Төв,1996,4.2
Тэмээ,              Төв,1995,4.3
Тэмээ,              Төв,1994,4.2
Тэмээ,              Төв,1993,4.8
Тэмээ,              Төв,1992,5.6
Тэмээ,              Төв,1991,6.9
Тэмээ,              Төв,1990,9.5
Тэмээ,              Төв,1989,9.7
Тэмээ,              Төв,1988,9.4
Тэмээ,              Төв,1987,9.4
Тэмээ,              Төв,1986,9.5
Тэмээ,              Төв,1985,9.7
Тэмээ,              Төв,1984,10.1
Тэмээ,              Төв,1983,10.9
Тэмээ,              Төв,1982,10.7
Тэмээ,              Төв,1981,10.5
Тэмээ,              Төв,1980,10.4
Тэмээ,              Төв,1979,10.0
Тэмээ,              Төв,1978,9.7
Тэмээ,              Төв,1977,9.6
Тэмээ,              Төв,1976,10.4
Тэмээ,              Төв,1975,11.0
Тэмээ,              Төв,1974,10.8
Тэмээ,              Төв,1973,10.6
Тэмээ,              Төв,1972,10.9
Тэмээ,              Төв,1971,11.0
Тэмээ,              Төв,1970,11.0
Тэмээ,        Зүүн бүс,2024,14.9
Тэмээ,        Зүүн бүс,2023,18.0
Тэмээ,        Зүүн бүс,2022,18.6
Тэмээ,        Зүүн бүс,2021,18.4
Тэмээ,        Зүүн бүс,2020,17.9
Тэмээ,        Зүүн бүс,2019,18.5
Тэмээ,        Зүүн бүс,2018,18.6
Тэмээ,        Зүүн бүс,2017,18.1
Тэмээ,        Зүүн бүс,2016,17.4
Тэмээ,        Зүүн бүс,2015,17.3
Тэмээ,        Зүүн бүс,2014,17.0
Тэмээ,        Зүүн бүс,2013,17.2
Тэмээ,        Зүүн бүс,2012,18.4
Тэмээ,        Зүүн бүс,2011,19.9
Тэмээ,        Зүүн бүс,2010,20.6
Тэмээ,        Зүүн бүс,2009,20.2
Тэмээ,        Зүүн бүс,2008,20.0
Тэмээ,        Зүүн бүс,2007,21.9
Тэмээ,        Зүүн бүс,2006,22.4
Тэмээ,        Зүүн бүс,2005,23.2
Тэмээ,        Зүүн бүс,2004,24.5
Тэмээ,        Зүүн бүс,2003,25.1
Тэмээ,        Зүүн бүс,2002,24.9
Тэмээ,        Зүүн бүс,2001,24.5
Тэмээ,        Зүүн бүс,2000,25.4
Тэмээ,        Зүүн бүс,1999,25.8
Тэмээ,        Зүүн бүс,1998,25.4
Тэмээ,        Зүүн бүс,1997,24.9
Тэмээ,        Зүүн бүс,1996,24.5
Тэмээ,        Зүүн бүс,1995,25.3
Тэмээ,        Зүүн бүс,1994,26.9
Тэмээ,        Зүүн бүс,1993,23.7
Тэмээ,        Зүүн бүс,1992,30.4
Тэмээ,        Зүүн бүс,1991,34.5
Тэмээ,        Зүүн бүс,1990,39.2
Тэмээ,        Зүүн бүс,1989,40.9
Тэмээ,        Зүүн бүс,1988,40.4
Тэмээ,        Зүүн бүс,1987,40.2
Тэмээ,        Зүүн бүс,1986,41.8
Тэмээ,        Зүүн бүс,1985,42.5
Тэмээ,        Зүүн бүс,1984,43.4
Тэмээ,        Зүүн бүс,1983,43.9
Тэмээ,        Зүүн бүс,1982,45.1
Тэмээ,        Зүүн бүс,1981,47.5
Тэмээ,        Зүүн бүс,1980,45.8
Тэмээ,        Зүүн бүс,1979,49.0
Тэмээ,        Зүүн бүс,1978,48.4
Тэмээ,        Зүүн бүс,1977,47.0
Тэмээ,        Зүүн бүс,1976,48.3
Тэмээ,        Зүүн бүс,1975,49.0
Тэмээ,        Зүүн бүс,1974,48.0
Тэмээ,        Зүүн бүс,1973,47.0
Тэмээ,        Зүүн бүс,1972,46.2
Тэмээ,        Зүүн бүс,1971,47.4
Тэмээ,        Зүүн бүс,1970,48.0
Тэмээ,              Дорнод,2024,5.9
Тэмээ,              Дорнод,2023,6.5
Тэмээ,              Дорнод,2022,6.5
Тэмээ,              Дорнод,2021,6.5
Тэмээ,              Дорнод,2020,6.2
Тэмээ,              Дорнод,2019,6.3
Тэмээ,              Дорнод,2018,6.1
Тэмээ,              Дорнод,2017,5.6
Тэмээ,              Дорнод,2016,5.2
Тэмээ,              Дорнод,2015,4.9
Тэмээ,              Дорнод,2014,4.6
Тэмээ,              Дорнод,2013,4.7
Тэмээ,              Дорнод,2012,5.0
Тэмээ,              Дорнод,2011,5.6
Тэмээ,              Дорнод,2010,6.0
Тэмээ,              Дорнод,2009,6.4
Тэмээ,              Дорнод,2008,6.3
Тэмээ,              Дорнод,2007,6.3
Тэмээ,              Дорнод,2006,6.0
Тэмээ,              Дорнод,2005,6.3
Тэмээ,              Дорнод,2004,6.4
Тэмээ,              Дорнод,2003,6.3
Тэмээ,              Дорнод,2002,6.2
Тэмээ,              Дорнод,2001,6.0
Тэмээ,              Дорнод,2000,5.9
Тэмээ,              Дорнод,1999,6.0
Тэмээ,              Дорнод,1998,6.1
Тэмээ,              Дорнод,1997,6.1
Тэмээ,              Дорнод,1996,6.2
Тэмээ,              Дорнод,1995,6.8
Тэмээ,              Дорнод,1994,7.7
Тэмээ,              Дорнод,1993,8.6
Тэмээ,              Дорнод,1992,9.9
Тэмээ,              Дорнод,1991,11.8
Тэмээ,              Дорнод,1990,13.3
Тэмээ,              Дорнод,1989,14.4
Тэмээ,              Дорнод,1988,14.3
Тэмээ,              Дорнод,1987,14.2
Тэмээ,              Дорнод,1986,14.4
Тэмээ,              Дорнод,1985,14.9
Тэмээ,              Дорнод,1984,15.3
Тэмээ,              Дорнод,1983,16.0
Тэмээ,              Дорнод,1982,16.0
Тэмээ,              Дорнод,1981,16.6
Тэмээ,              Дорнод,1980,15.7
Тэмээ,              Дорнод,1979,17.5
Тэмээ,              Дорнод,1978,17.3
Тэмээ,              Дорнод,1977,17.2
Тэмээ,              Дорнод,1976,17.1
Тэмээ,              Дорнод,1975,17.3
Тэмээ,              Дорнод,1974,16.6
Тэмээ,              Дорнод,1973,16.2
Тэмээ,              Дорнод,1972,15.5
Тэмээ,              Дорнод,1971,15.9
Тэмээ,              Дорнод,1970,15.6
Тэмээ,              Сүхбаатар,2024,5.7
Тэмээ,              Сүхбаатар,2023,7.6
Тэмээ,              Сүхбаатар,2022,8.0
Тэмээ,              Сүхбаатар,2021,7.7
Тэмээ,              Сүхбаатар,2020,7.6
Тэмээ,              Сүхбаатар,2019,7.9
Тэмээ,              Сүхбаатар,2018,8.2
Тэмээ,              Сүхбаатар,2017,8.3
Тэмээ,              Сүхбаатар,2016,7.9
Тэмээ,              Сүхбаатар,2015,8.3
Тэмээ,              Сүхбаатар,2014,8.6
Тэмээ,              Сүхбаатар,2013,8.9
Тэмээ,              Сүхбаатар,2012,9.8
Тэмээ,              Сүхбаатар,2011,10.7
Тэмээ,              Сүхбаатар,2010,10.9
Тэмээ,              Сүхбаатар,2009,10.1
Тэмээ,              Сүхбаатар,2008,9.6
Тэмээ,              Сүхбаатар,2007,10.8
Тэмээ,              Сүхбаатар,2006,11.3
Тэмээ,              Сүхбаатар,2005,11.8
Тэмээ,              Сүхбаатар,2004,12.6
Тэмээ,              Сүхбаатар,2003,12.9
Тэмээ,              Сүхбаатар,2002,12.4
Тэмээ,              Сүхбаатар,2001,12.1
Тэмээ,              Сүхбаатар,2000,12.2
Тэмээ,              Сүхбаатар,1999,12.5
Тэмээ,              Сүхбаатар,1998,12.1
Тэмээ,              Сүхбаатар,1997,11.8
Тэмээ,              Сүхбаатар,1996,11.2
Тэмээ,              Сүхбаатар,1995,11.4
Тэмээ,              Сүхбаатар,1994,11.9
Тэмээ,              Сүхбаатар,1993,7.9
Тэмээ,              Сүхбаатар,1992,12.7
Тэмээ,              Сүхбаатар,1991,13.9
Тэмээ,              Сүхбаатар,1990,15.9
Тэмээ,              Сүхбаатар,1989,16.8
Тэмээ,              Сүхбаатар,1988,16.6
Тэмээ,              Сүхбаатар,1987,16.9
Тэмээ,              Сүхбаатар,1986,18.2
Тэмээ,              Сүхбаатар,1985,18.3
Тэмээ,              Сүхбаатар,1984,18.2
Тэмээ,              Сүхбаатар,1983,17.8
Тэмээ,              Сүхбаатар,1982,18.4
Тэмээ,              Сүхбаатар,1981,19.6
Тэмээ,              Сүхбаатар,1980,19.0
Тэмээ,              Сүхбаатар,1979,19.8
Тэмээ,              Сүхбаатар,1978,19.4
Тэмээ,              Сүхбаатар,1977,18.6
Тэмээ,              Сүхбаатар,1976,19.5
Тэмээ,              Сүхбаатар,1975,19.1
Тэмээ,              Сүхбаатар,1974,18.4
Тэмээ,              Сүхбаатар,1973,17.9
Тэмээ,              Сүхбаатар,1972,17.7
Тэмээ,              Сүхбаатар,1971,17.4
Тэмээ,              Сүхбаатар,1970,17.8
Тэмээ,               Хэнтий,2024,3.3
Тэмээ,               Хэнтий,2023,4.0
Тэмээ,               Хэнтий,2022,4.1
Тэмээ,               Хэнтий,2021,4.1
Тэмээ,               Хэнтий,2020,4.0
Тэмээ,               Хэнтий,2019,4.3
Тэмээ,               Хэнтий,2018,4.3
Тэмээ,               Хэнтий,2017,4.2
Тэмээ,               Хэнтий,2016,4.3
Тэмээ,               Хэнтий,2015,4.0
Тэмээ,               Хэнтий,2014,3.8
Тэмээ,               Хэнтий,2013,3.6
Тэмээ,               Хэнтий,2012,3.7
Тэмээ,               Хэнтий,2011,3.7
Тэмээ,               Хэнтий,2010,3.7
Тэмээ,               Хэнтий,2009,3.7
Тэмээ,               Хэнтий,2008,4.0
Тэмээ,               Хэнтий,2007,4.8
Тэмээ,               Хэнтий,2006,5.1
Тэмээ,               Хэнтий,2005,5.1
Тэмээ,               Хэнтий,2004,5.5
Тэмээ,               Хэнтий,2003,5.9
Тэмээ,               Хэнтий,2002,6.2
Тэмээ,               Хэнтий,2001,6.4
