Малын төрөл,Бүс,Он,value
Адуу,              Сүхбаатар,1974,123.7
Адуу,              Сүхбаатар,1973,120.5
Адуу,              Сүхбаатар,1972,117.3
Адуу,              Сүхбаатар,1971,121.9
Адуу,              Сүхбаатар,1970,129.1
Адуу,               Хэнтий,2024,285.8
Адуу,               Хэнтий,2023,358.2
Адуу,               Хэнтий,2022,376.6
Адуу,               Хэнтий,2021,346.8
Адуу,               Хэнтий,2020,321.5
Адуу,               Хэнтий,2019,325.4
Адуу,               Хэнтий,2018,318.9
Адуу,               Хэнтий,2017,312.1
Адуу,               Хэнтий,2016,280.8
Адуу,               Хэнтий,2015,248.0
Адуу,               Хэнтий,2014,220.6
Адуу,               Хэнтий,2013,195.6
Адуу,               Хэнтий,2012,172.6
Адуу,               Хэнтий,2011,156.5
Адуу,               Хэнтий,2010,143.7
Адуу,               Хэнтий,2009,136.3
Адуу,               Хэнтий,2008,143.3
Адуу,               Хэнтий,2007,179.0
Адуу,               Хэнтий,2006,176.0
Адуу,               Хэнтий,2005,171.1
Адуу,               Хэнтий,2004,168.2
Адуу,               Хэнтий,2003,170.7
Адуу,               Хэнтий,2002,169.8
Адуу,               Хэнтий,2001,174.5
Адуу,               Хэнтий,2000,192.8
Адуу,               Хэнтий,1999,194.3
Адуу,               Хэнтий,1998,183.2
Адуу,               Хэнтий,1997,172.3
Адуу,               Хэнтий,1996,162.3
Адуу,               Хэнтий,1995,154.6
Адуу,               Хэнтий,1994,146.3
Адуу,               Хэнтий,1993,136.3
Адуу,               Хэнтий,1992,138.1
Адуу,               Хэнтий,1991,139.1
Адуу,               Хэнтий,1990,142.5
Адуу,               Хэнтий,1989,141.6
Адуу,               Хэнтий,1988,138.4
Адуу,               Хэнтий,1987,137.2
Адуу,               Хэнтий,1986,134.7
Адуу,               Хэнтий,1985,134.7
Адуу,               Хэнтий,1984,139.7
Адуу,               Хэнтий,1983,140.3
Адуу,               Хэнтий,1982,146.9
Адуу,               Хэнтий,1981,145.7
Адуу,               Хэнтий,1980,140.9
Адуу,               Хэнтий,1979,151.0
Адуу,               Хэнтий,1978,147.2
Адуу,               Хэнтий,1977,146.4
Адуу,               Хэнтий,1976,159.2
Адуу,               Хэнтий,1975,164.2
Адуу,               Хэнтий,1974,163.2
Адуу,               Хэнтий,1973,156.9
Адуу,               Хэнтий,1972,159.3
Адуу,               Хэнтий,1971,170.5
Адуу,               Хэнтий,1970,171.5
Адуу,         Говийн бүс,2024,371.9
Адуу,         Говийн бүс,2023,489.9
Адуу,         Говийн бүс,2022,525.5
Адуу,         Говийн бүс,2021,468.9
Адуу,         Говийн бүс,2020,464.6
Адуу,         Говийн бүс,2019,463.0
Адуу,         Говийн бүс,2018,420.0
Адуу,         Говийн бүс,2017,414.3
Адуу,         Говийн бүс,2016,361.2
Адуу,         Говийн бүс,2015,347.6
Адуу,         Говийн бүс,2014,307.3
Адуу,         Говийн бүс,2013,262.3
Адуу,         Говийн бүс,2012,227.2
Адуу,         Говийн бүс,2011,198.1
Адуу,         Говийн бүс,2010,173.2
Адуу,         Говийн бүс,2009,215.4
Адуу,         Говийн бүс,2008,209.0
Адуу,         Говийн бүс,2007,223.2
Адуу,         Говийн бүс,2006,219.0
Адуу,         Говийн бүс,2005,253.3
Адуу,         Говийн бүс,2004,260.1
Адуу,         Говийн бүс,2003,240.9
Адуу,         Говийн бүс,2002,237.7
Адуу,         Говийн бүс,2001,265.6
Адуу,         Говийн бүс,2000,343.6
Адуу,         Говийн бүс,1999,473.6
Адуу,         Говийн бүс,1998,455.7
Адуу,         Говийн бүс,1997,411.1
Адуу,         Говийн бүс,1996,377.2
Адуу,         Говийн бүс,1995,340.7
Адуу,         Говийн бүс,1994,298.3
Адуу,         Говийн бүс,1993,274.2
Адуу,         Говийн бүс,1992,292.5
Адуу,         Говийн бүс,1991,302.0
Адуу,         Говийн бүс,1990,297.5
Адуу,         Говийн бүс,1989,298.5
Адуу,         Говийн бүс,1988,280.6
Адуу,         Говийн бүс,1987,273.3
Адуу,         Говийн бүс,1986,277.8
Адуу,         Говийн бүс,1985,279.9
Адуу,         Говийн бүс,1984,286.2
Адуу,         Говийн бүс,1983,290.6
Адуу,         Говийн бүс,1982,309.6
Адуу,         Говийн бүс,1981,299.5
Адуу,         Говийн бүс,1980,319.0
Адуу,         Говийн бүс,1979,344.2
Адуу,         Говийн бүс,1978,347.9
Адуу,         Говийн бүс,1977,344.0
Адуу,         Говийн бүс,1976,368.8
Адуу,         Говийн бүс,1975,370.5
Адуу,         Говийн бүс,1974,371.9
Адуу,         Говийн бүс,1973,338.7
Адуу,         Говийн бүс,1972,356.3
Адуу,         Говийн бүс,1971,345.9
Адуу,         Говийн бүс,1970,371.9
Адуу,               Говьсүмбэр,2024,21.6
Адуу,               Говьсүмбэр,2023,30.8
Адуу,               Говьсүмбэр,2022,27.7
Адуу,               Говьсүмбэр,2021,24.3
Адуу,               Говьсүмбэр,2020,22.7
Адуу,               Говьсүмбэр,2019,22.7
Адуу,               Говьсүмбэр,2018,20.6
Адуу,               Говьсүмбэр,2017,22.3
Адуу,               Говьсүмбэр,2016,20.3
Адуу,               Говьсүмбэр,2015,18.1
Адуу,               Говьсүмбэр,2014,15.0
Адуу,               Говьсүмбэр,2013,12.1
Адуу,               Говьсүмбэр,2012,9.6
Адуу,               Говьсүмбэр,2011,8.6
Адуу,               Говьсүмбэр,2010,6.9
Адуу,               Говьсүмбэр,2009,7.0
Адуу,               Говьсүмбэр,2008,7.3
Адуу,               Говьсүмбэр,2007,11.2
Адуу,               Говьсүмбэр,2006,12.0
Адуу,               Говьсүмбэр,2005,11.9
Адуу,               Говьсүмбэр,2004,11.1
Адуу,               Говьсүмбэр,2003,10.0
Адуу,               Говьсүмбэр,2002,7.3
Адуу,               Говьсүмбэр,2001,6.4
Адуу,               Говьсүмбэр,2000,12.3
Адуу,               Говьсүмбэр,1999,14.7
Адуу,               Говьсүмбэр,1998,13.4
Адуу,               Говьсүмбэр,1997,11.8
Адуу,               Говьсүмбэр,1996,10.3
Адуу,               Говьсүмбэр,1995,8.9
Адуу,               Говьсүмбэр,1994,8.0
Адуу,               Говьсүмбэр,1993,7.0
Адуу,               Говьсүмбэр,1992,6.4
Адуу,               Говьсүмбэр,1991,6.2
Адуу,               Говьсүмбэр,1990,
Адуу,               Говьсүмбэр,1989,
Адуу,               Говьсүмбэр,1988,
Адуу,               Говьсүмбэр,1987,
Адуу,               Говьсүмбэр,1986,
Адуу,               Говьсүмбэр,1985,
Адуу,               Говьсүмбэр,1984,
Адуу,               Говьсүмбэр,1983,
Адуу,               Говьсүмбэр,1982,
Адуу,               Говьсүмбэр,1981,
Адуу,               Говьсүмбэр,1980,
Адуу,               Говьсүмбэр,1979,
Адуу,               Говьсүмбэр,1978,
Адуу,               Говьсүмбэр,1977,
Адуу,               Говьсүмбэр,1976,
Адуу,               Говьсүмбэр,1975,
Адуу,               Говьсүмбэр,1974,
Адуу,               Говьсүмбэр,1973,
Адуу,               Говьсүмбэр,1972,
Адуу,               Говьсүмбэр,1971,
Адуу,               Говьсүмбэр,1970,
Адуу,               Дорноговь,2024,107.1
Адуу,               Дорноговь,2023,171.7
Адуу,               Дорноговь,2022,202.2
Адуу,               Дорноговь,2021,183.8
Адуу,               Дорноговь,2020,165.0
Адуу,               Дорноговь,2019,152.6
Адуу,               Дорноговь,2018,140.0
Адуу,               Дорноговь,2017,133.2
Адуу,               Дорноговь,2016,118.7
Адуу,               Дорноговь,2015,131.6
Адуу,               Дорноговь,2014,120.8
Адуу,               Дорноговь,2013,107.0
Адуу,               Дорноговь,2012,95.6
Адуу,               Дорноговь,2011,86.5
Адуу,               Дорноговь,2010,77.4
Адуу,               Дорноговь,2009,72.8
Адуу,               Дорноговь,2008,64.6
Адуу,               Дорноговь,2007,60.8
Адуу,               Дорноговь,2006,57.5
Адуу,               Дорноговь,2005,79.1
Адуу,               Дорноговь,2004,87.5
Адуу,               Дорноговь,2003,83.1
Адуу,               Дорноговь,2002,74.8
Адуу,               Дорноговь,2001,81.3
Адуу,               Дорноговь,2000,118.9
Адуу,               Дорноговь,1999,123.2
Адуу,               Дорноговь,1998,110.7
Адуу,               Дорноговь,1997,102.1
Адуу,               Дорноговь,1996,95.8
Адуу,               Дорноговь,1995,89.4
Адуу,               Дорноговь,1994,81.4
Адуу,               Дорноговь,1993,76.9
Адуу,               Дорноговь,1992,78.0
Адуу,               Дорноговь,1991,77.9
Адуу,               Дорноговь,1990,82.9
Адуу,               Дорноговь,1989,85.8
Адуу,               Дорноговь,1988,82.6
Адуу,               Дорноговь,1987,82.7
Адуу,               Дорноговь,1986,83.4
Адуу,               Дорноговь,1985,88.3
Адуу,               Дорноговь,1984,90.1
Адуу,               Дорноговь,1983,91.7
Адуу,               Дорноговь,1982,97.2
Адуу,               Дорноговь,1981,95.7
Адуу,               Дорноговь,1980,98.3
Адуу,               Дорноговь,1979,105.1
Адуу,               Дорноговь,1978,105.9
Адуу,               Дорноговь,1977,102.5
Адуу,               Дорноговь,1976,108.2
Адуу,               Дорноговь,1975,110.0
Адуу,               Дорноговь,1974,112.4
Адуу,               Дорноговь,1973,108.3
Адуу,               Дорноговь,1972,103.6
Адуу,               Дорноговь,1971,100.6
Адуу,               Дорноговь,1970,94.7
Адуу,               Дундговь,2024,158.3
Адуу,               Дундговь,2023,194.6
Адуу,               Дундговь,2022,183.1
Адуу,               Дундговь,2021,158.7
Адуу,               Дундговь,2020,166.5
Адуу,               Дундговь,2019,178.2
Адуу,               Дундговь,2018,162.9
Адуу,               Дундговь,2017,160.2
Адуу,               Дундговь,2016,137.0
Адуу,               Дундговь,2015,123.7
Адуу,               Дундговь,2014,105.1
Адуу,               Дундговь,2013,85.0
Адуу,               Дундговь,2012,72.0
Адуу,               Дундговь,2011,59.7
Адуу,               Дундговь,2010,51.3
Адуу,               Дундговь,2009,82.0
Адуу,               Дундговь,2008,84.0
Адуу,               Дундговь,2007,104.7
Адуу,               Дундговь,2006,107.3
Адуу,               Дундговь,2005,119.5
Адуу,               Дундговь,2004,120.7
Адуу,               Дундговь,2003,111.1
Адуу,               Дундговь,2002,113.4
Адуу,               Дундговь,2001,112.0
Адуу,               Дундговь,2000,113.2
Адуу,               Дундговь,1999,216.8
Адуу,               Дундговь,1998,218.0
Адуу,               Дундговь,1997,195.8
Адуу,               Дундговь,1996,182.4
Адуу,               Дундговь,1995,163.8
Адуу,               Дундговь,1994,141.2
Адуу,               Дундговь,1993,131.9
Адуу,               Дундговь,1992,148.3
Адуу,               Дундговь,1991,155.3
Адуу,               Дундговь,1990,152.0
Адуу,               Дундговь,1989,144.9
Адуу,               Дундговь,1988,132.4
Адуу,               Дундговь,1987,127.3
Адуу,               Дундговь,1986,132.0
Адуу,               Дундговь,1985,126.0
Адуу,               Дундговь,1984,126.1
Адуу,               Дундговь,1983,130.0
Адуу,               Дундговь,1982,131.3
Адуу,               Дундговь,1981,122.8
Адуу,               Дундговь,1980,142.9
Адуу,               Дундговь,1979,155.2
Адуу,               Дундговь,1978,158.0
Адуу,               Дундговь,1977,159.8
Адуу,               Дундговь,1976,179.8
Адуу,               Дундговь,1975,182.9
Адуу,               Дундговь,1974,185.2
Адуу,               Дундговь,1973,163.2
Адуу,               Дундговь,1972,167.0
Адуу,               Дундговь,1971,159.0
Адуу,               Дундговь,1970,180.3
Адуу,               Өмнөговь,2024,84.9
Адуу,               Өмнөговь,2023,92.7
Адуу,               Өмнөговь,2022,112.5
Адуу,               Өмнөговь,2021,102.0
Адуу,               Өмнөговь,2020,110.4
Адуу,               Өмнөговь,2019,109.5
Адуу,               Өмнөговь,2018,96.5
Адуу,               Өмнөговь,2017,98.7
Адуу,               Өмнөговь,2016,85.3
Адуу,               Өмнөговь,2015,74.2
Адуу,               Өмнөговь,2014,66.3
Адуу,               Өмнөговь,2013,58.2
Адуу,               Өмнөговь,2012,50.1
Адуу,               Өмнөговь,2011,43.4
Адуу,               Өмнөговь,2010,37.6
Адуу,               Өмнөговь,2009,53.7
Адуу,               Өмнөговь,2008,53.0
Адуу,               Өмнөговь,2007,46.4
Адуу,               Өмнөговь,2006,42.2
Адуу,               Өмнөговь,2005,42.8
Адуу,               Өмнөговь,2004,40.9
Адуу,               Өмнөговь,2003,36.7
Адуу,               Өмнөговь,2002,42.2
Адуу,               Өмнөговь,2001,65.9
Адуу,               Өмнөговь,2000,99.2
Адуу,               Өмнөговь,1999,119.0
Адуу,               Өмнөговь,1998,113.6
Адуу,               Өмнөговь,1997,101.4
Адуу,               Өмнөговь,1996,88.7
Адуу,               Өмнөговь,1995,78.6
Адуу,               Өмнөговь,1994,67.7
Адуу,               Өмнөговь,1993,58.5
Адуу,               Өмнөговь,1992,59.9
Адуу,               Өмнөговь,1991,62.6
Адуу,               Өмнөговь,1990,62.5
Адуу,               Өмнөговь,1989,67.8
Адуу,               Өмнөговь,1988,65.6
Адуу,               Өмнөговь,1987,63.3
Адуу,               Өмнөговь,1986,62.4
Адуу,               Өмнөговь,1985,65.6
Адуу,               Өмнөговь,1984,70.1
Адуу,               Өмнөговь,1983,69.0
Адуу,               Өмнөговь,1982,81.1
Адуу,               Өмнөговь,1981,81.0
Адуу,               Өмнөговь,1980,77.9
Адуу,               Өмнөговь,1979,83.9
Адуу,               Өмнөговь,1978,84.1
Адуу,               Өмнөговь,1977,81.7
Адуу,               Өмнөговь,1976,80.8
Адуу,               Өмнөговь,1975,77.5
Адуу,               Өмнөговь,1974,74.2
Адуу,               Өмнөговь,1973,67.1
Адуу,               Өмнөговь,1972,85.7
Адуу,               Өмнөговь,1971,86.4
Адуу,               Өмнөговь,1970,97.0
Адуу,        Улаанбаатар,2024,90.2
Адуу,        Улаанбаатар,2023,78.5
Адуу,        Улаанбаатар,2022,68.9
Адуу,        Улаанбаатар,2021,62.0
Адуу,        Улаанбаатар,2020,57.6
Адуу,        Улаанбаатар,2019,48.0
Адуу,        Улаанбаатар,2018,42.8
Адуу,        Улаанбаатар,2017,43.3
Адуу,        Улаанбаатар,2016,45.2
Адуу,        Улаанбаатар,2015,36.7
Адуу,        Улаанбаатар,2014,33.9
Адуу,        Улаанбаатар,2013,30.2
Адуу,        Улаанбаатар,2012,25.8
Адуу,        Улаанбаатар,2011,22.5
Адуу,        Улаанбаатар,2010,20.8
Адуу,        Улаанбаатар,2009,22.0
Адуу,        Улаанбаатар,2008,18.7
Адуу,        Улаанбаатар,2007,19.0
Адуу,        Улаанбаатар,2006,19.5
Адуу,        Улаанбаатар,2005,16.8
Адуу,        Улаанбаатар,2004,17.6
Адуу,        Улаанбаатар,2003,17.5
Адуу,        Улаанбаатар,2002,16.2
Адуу,        Улаанбаатар,2001,18.3
Адуу,        Улаанбаатар,2000,20.1
Адуу,        Улаанбаатар,1999,21.7
Адуу,        Улаанбаатар,1998,24.0
Адуу,        Улаанбаатар,1997,23.9
Адуу,        Улаанбаатар,1996,26.8
Адуу,        Улаанбаатар,1995,27.8
Адуу,        Улаанбаатар,1994,24.5
Адуу,        Улаанбаатар,1993,24.1
Адуу,        Улаанбаатар,1992,25.5
Адуу,        Улаанбаатар,1991,22.1
Адуу,        Улаанбаатар,1990,15.3
Адуу,        Улаанбаатар,1989,11.9
Адуу,        Улаанбаатар,1988,11.0
Адуу,        Улаанбаатар,1987,10.9
Адуу,        Улаанбаатар,1986,10.0
Адуу,        Улаанбаатар,1985,10.0
Адуу,        Улаанбаатар,1984,8.5
Адуу,        Улаанбаатар,1983,8.6
Адуу,        Улаанбаатар,1982,8.3
Адуу,        Улаанбаатар,1981,8.1
Адуу,        Улаанбаатар,1980,7.3
Адуу,        Улаанбаатар,1979,27.0
Адуу,        Улаанбаатар,1978,8.1
Адуу,        Улаанбаатар,1977,9.2
Адуу,        Улаанбаатар,1976,8.8
Адуу,        Улаанбаатар,1975,9.2
Адуу,        Улаанбаатар,1974,8.1
Адуу,        Улаанбаатар,1973,8.7
Адуу,        Улаанбаатар,1972,6.8
Адуу,        Улаанбаатар,1971,7.9
Адуу,        Улаанбаатар,1970,7.4
Адуу,               Улаанбаатар,2024,90.2
Адуу,               Улаанбаатар,2023,78.5
Адуу,               Улаанбаатар,2022,68.9
Адуу,               Улаанбаатар,2021,62.0
Адуу,               Улаанбаатар,2020,57.6
Адуу,               Улаанбаатар,2019,48.0
Адуу,               Улаанбаатар,2018,42.8
Адуу,               Улаанбаатар,2017,43.3
Адуу,               Улаанбаатар,2016,45.2
Адуу,               Улаанбаатар,2015,36.7
Адуу,               Улаанбаатар,2014,33.9
Адуу,               Улаанбаатар,2013,30.2
Адуу,               Улаанбаатар,2012,25.8
Адуу,               Улаанбаатар,2011,22.5
Адуу,               Улаанбаатар,2010,20.8
Адуу,               Улаанбаатар,2009,22.0
Адуу,               Улаанбаатар,2008,18.7
Адуу,               Улаанбаатар,2007,19.0
Адуу,               Улаанбаатар,2006,19.5
Адуу,               Улаанбаатар,2005,16.8
Адуу,               Улаанбаатар,2004,17.6
Адуу,               Улаанбаатар,2003,17.5
Адуу,               Улаанбаатар,2002,16.2
Адуу,               Улаанбаатар,2001,18.3
Адуу,               Улаанбаатар,2000,20.1
Адуу,               Улаанбаатар,1999,21.7
Адуу,               Улаанбаатар,1998,24.0
Адуу,               Улаанбаатар,1997,23.9
Адуу,               Улаанбаатар,1996,26.8
Адуу,               Улаанбаатар,1995,27.8
Адуу,               Улаанбаатар,1994,24.5
Адуу,               Улаанбаатар,1993,24.1
Адуу,               Улаанбаатар,1992,25.5
Адуу,               Улаанбаатар,1991,22.1
Адуу,               Улаанбаатар,1990,15.3
Адуу,               Улаанбаатар,1989,11.9
Адуу,               Улаанбаатар,1988,11.0
Адуу,               Улаанбаатар,1987,10.9
Адуу,               Улаанбаатар,1986,10.0
Адуу,               Улаанбаатар,1985,10.0
Адуу,               Улаанбаатар,1984,8.5
Адуу,               Улаанбаатар,1983,8.6
Адуу,               Улаанбаатар,1982,8.3
Адуу,               Улаанбаатар,1981,8.1
Адуу,               Улаанбаатар,1980,7.3
Адуу,               Улаанбаатар,1979,27.0
Адуу,               Улаанбаатар,1978,8.1
Адуу,               Улаанбаатар,1977,9.2
Адуу,               Улаанбаатар,1976,8.8
Адуу,               Улаанбаатар,1975,9.2
Адуу,               Улаанбаатар,1974,8.1
Адуу,               Улаанбаатар,1973,8.7
Адуу,               Улаанбаатар,1972,6.8
Адуу,               Улаанбаатар,1971,7.9
Адуу,               Улаанбаатар,1970,7.4
Үхэр,Улсын дүн,2024,5074.6
Үхэр,Улсын дүн,2023,5350.8
Үхэр,Улсын дүн,2022,5512.8
Үхэр,Улсын дүн,2021,5022.2
Үхэр,Улсын дүн,2020,4732.0
Үхэр,Улсын дүн,2019,4753.2
Үхэр,Улсын дүн,2018,4380.9
Үхэр,Улсын дүн,2017,4388.5
Үхэр,Улсын дүн,2016,4080.9
Үхэр,Улсын дүн,2015,3780.4
Үхэр,Улсын дүн,2014,3413.9
Үхэр,Улсын дүн,2013,2909.5
Үхэр,Улсын дүн,2012,2584.6
Үхэр,Улсын дүн,2011,2339.7
Үхэр,Улсын дүн,2010,2176.0
Үхэр,Улсын дүн,2009,2599.4
Үхэр,Улсын дүн,2008,2503.4
Үхэр,Улсын дүн,2007,2425.8
Үхэр,Улсын дүн,2006,2167.9
Үхэр,Улсын дүн,2005,1963.7
Үхэр,Улсын дүн,2004,1841.6
Үхэр,Улсын дүн,2003,1792.8
Үхэр,Улсын дүн,2002,1884.3
Үхэр,Улсын дүн,2001,2069.6
Үхэр,Улсын дүн,2000,3097.6
Үхэр,Улсын дүн,1999,3824.7
Үхэр,Улсын дүн,1998,3725.8
Үхэр,Улсын дүн,1997,3612.9
Үхэр,Улсын дүн,1996,3476.3
Үхэр,Улсын дүн,1995,3317.1
Үхэр,Улсын дүн,1994,2996.7
Үхэр,Улсын дүн,1993,2658.8
Үхэр,Улсын дүн,1992,2819.2
Үхэр,Улсын дүн,1991,2822.0
Үхэр,Улсын дүн,1990,2848.7
Үхэр,Улсын дүн,1989,2692.7
Үхэр,Улсын дүн,1988,2541.3
Үхэр,Улсын дүн,1987,2526.0
Үхэр,Улсын дүн,1986,2468.5
Үхэр,Улсын дүн,1985,2408.1
Үхэр,Улсын дүн,1984,2373.9
Үхэр,Улсын дүн,1983,2373.9
Үхэр,Улсын дүн,1982,2395.5
Үхэр,Улсын дүн,1981,2376.3
Үхэр,Улсын дүн,1980,2500.1
Үхэр,Улсын дүн,1979,2454.3
Үхэр,Улсын дүн,1978,2481.2
Үхэр,Улсын дүн,1977,2389.9
Үхэр,Улсын дүн,1976,2418.4
Үхэр,Улсын дүн,1975,2427.1
Үхэр,Улсын дүн,1974,2364.0
Үхэр,Улсын дүн,1973,2234.7
Үхэр,Улсын дүн,1972,2189.4
Үхэр,Улсын дүн,1971,2176.1
Үхэр,Улсын дүн,1970,2107.8
Үхэр,     Хангайн бүс,2024,1253.8
Үхэр,     Хангайн бүс,2023,1291.5
Үхэр,     Хангайн бүс,2022,1315.1
Үхэр,     Хангайн бүс,2021,1159.8
Үхэр,     Хангайн бүс,2020,1176.6
Үхэр,     Хангайн бүс,2019,1260.1
Үхэр,     Хангайн бүс,2018,1133.3
Үхэр,     Хангайн бүс,2017,1167.4
Үхэр,     Хангайн бүс,2016,1055.0
Үхэр,     Хангайн бүс,2015,950.9
Үхэр,     Хангайн бүс,2014,856.6
Үхэр,     Хангайн бүс,2013,717.8
Үхэр,     Хангайн бүс,2012,612.9
Үхэр,     Хангайн бүс,2011,537.4
Үхэр,     Хангайн бүс,2010,479.6
Үхэр,     Хангайн бүс,2009,654.2
Үхэр,     Хангайн бүс,2008,610.0
Үхэр,     Хангайн бүс,2007,568.2
Үхэр,     Хангайн бүс,2006,501.3
Үхэр,     Хангайн бүс,2005,449.6
Үхэр,     Хангайн бүс,2004,413.5
Үхэр,     Хангайн бүс,2003,399.2
Үхэр,     Хангайн бүс,2002,411.3
Үхэр,     Хангайн бүс,2001,485.6
Үхэр,     Хангайн бүс,2000,761.5
Үхэр,     Хангайн бүс,1999,958.4
Үхэр,     Хангайн бүс,1998,907.4
Үхэр,     Хангайн бүс,1997,867.1
Үхэр,     Хангайн бүс,1996,819.1
Үхэр,     Хангайн бүс,1995,776.6
Үхэр,     Хангайн бүс,1994,696.2
Үхэр,     Хангайн бүс,1993,614.9
Үхэр,     Хангайн бүс,1992,613.7
Үхэр,     Хангайн бүс,1991,618.2
Үхэр,     Хангайн бүс,1990,623.6
Үхэр,     Хангайн бүс,1989,578.7
Үхэр,     Хангайн бүс,1988,549.1
Үхэр,     Хангайн бүс,1987,555.0
Үхэр,     Хангайн бүс,1986,543.5
Үхэр,     Хангайн бүс,1985,528.5
Үхэр,     Хангайн бүс,1984,543.7
Үхэр,     Хангайн бүс,1983,556.4
Үхэр,     Хангайн бүс,1982,575.9
Үхэр,     Хангайн бүс,1981,565.3
Үхэр,     Хангайн бүс,1980,582.8
Үхэр,     Хангайн бүс,1979,607.0
Үхэр,     Хангайн бүс,1978,608.2
Үхэр,     Хангайн бүс,1977,585.8
Үхэр,     Хангайн бүс,1976,575.0
Үхэр,     Хангайн бүс,1975,563.5
Үхэр,     Хангайн бүс,1974,541.3
Үхэр,     Хангайн бүс,1973,528.6
Үхэр,     Хангайн бүс,1972,526.0
Үхэр,     Хангайн бүс,1971,526.3
Үхэр,     Хангайн бүс,1970,521.4
Үхэр,            Архангай,2024,665.0
Үхэр,            Архангай,2023,741.0
Үхэр,            Архангай,2022,814.5
Үхэр,            Архангай,2021,722.2
Үхэр,            Архангай,2020,679.0
Үхэр,            Архангай,2019,710.1
Үхэр,            Архангай,2018,621.2
Үхэр,            Архангай,2017,628.8
Үхэр,            Архангай,2016,581.2
Үхэр,            Архангай,2015,544.2
Үхэр,            Архангай,2014,502.6
Үхэр,            Архангай,2013,427.2
Үхэр,            Архангай,2012,371.1
Үхэр,            Архангай,2011,335.9
Үхэр,            Архангай,2010,302.0
Үхэр,            Архангай,2009,385.9
Үхэр,            Архангай,2008,352.8
Үхэр,            Архангай,2007,316.3
Үхэр,            Архангай,2006,281.4
Үхэр,            Архангай,2005,253.2
Үхэр,            Архангай,2004,231.7
Үхэр,            Архангай,2003,230.9
Үхэр,            Архангай,2002,253.4
Үхэр,            Архангай,2001,277.3
Үхэр,            Архангай,2000,428.6
Үхэр,            Архангай,1999,464.0
Үхэр,            Архангай,1998,428.1
Үхэр,            Архангай,1997,403.2
Үхэр,            Архангай,1996,369.4
Үхэр,            Архангай,1995,336.1
Үхэр,            Архангай,1994,315.4
Үхэр,            Архангай,1993,284.1
Үхэр,            Архангай,1992,283.0
Үхэр,            Архангай,1991,289.5
Үхэр,            Архангай,1990,294.9
Үхэр,            Архангай,1989,272.8
Үхэр,            Архангай,1988,259.5
Үхэр,            Архангай,1987,259.1
Үхэр,            Архангай,1986,257.0
Үхэр,            Архангай,1985,249.5
Үхэр,            Архангай,1984,253.8
Үхэр,            Архангай,1983,254.0
Үхэр,            Архангай,1982,256.2
Үхэр,            Архангай,1981,249.4
Үхэр,            Архангай,1980,247.7
Үхэр,            Архангай,1979,254.8
Үхэр,            Архангай,1978,254.1
Үхэр,            Архангай,1977,241.5
Үхэр,            Архангай,1976,247.5
Үхэр,            Архангай,1975,248.5
Үхэр,            Архангай,1974,241.7
Үхэр,            Архангай,1973,232.4
Үхэр,            Архангай,1972,231.4
Үхэр,            Архангай,1971,235.0
Үхэр,            Архангай,1970,233.9
Үхэр,            Баянхонгор,2024,221.5
Үхэр,            Баянхонгор,2023,238.2
Үхэр,            Баянхонгор,2022,223.0
Үхэр,            Баянхонгор,2021,197.9
Үхэр,            Баянхонгор,2020,245.8
Үхэр,            Баянхонгор,2019,257.6
Үхэр,            Баянхонгор,2018,239.8
Үхэр,            Баянхонгор,2017,240.3
Үхэр,            Баянхонгор,2016,213.8
Үхэр,            Баянхонгор,2015,189.0
Үхэр,            Баянхонгор,2014,170.8
Үхэр,            Баянхонгор,2013,145.7
Үхэр,            Баянхонгор,2012,127.9
Үхэр,            Баянхонгор,2011,110.9
Үхэр,            Баянхонгор,2010,101.5
Үхэр,            Баянхонгор,2009,127.2
Үхэр,            Баянхонгор,2008,122.4
Үхэр,            Баянхонгор,2007,118.4
Үхэр,            Баянхонгор,2006,108.9
Үхэр,            Баянхонгор,2005,96.7
Үхэр,            Баянхонгор,2004,90.6
Үхэр,            Баянхонгор,2003,85.3
Үхэр,            Баянхонгор,2002,82.6
Үхэр,            Баянхонгор,2001,109.0
Үхэр,            Баянхонгор,2000,158.1
Үхэр,            Баянхонгор,1999,198.4
Үхэр,            Баянхонгор,1998,196.9
Үхэр,            Баянхонгор,1997,192.1
Үхэр,            Баянхонгор,1996,181.5
Үхэр,            Баянхонгор,1995,169.8
Үхэр,            Баянхонгор,1994,145.0
Үхэр,            Баянхонгор,1993,125.1
Үхэр,            Баянхонгор,1992,132.8
Үхэр,            Баянхонгор,1991,130.5
Үхэр,            Баянхонгор,1990,128.2
Үхэр,            Баянхонгор,1989,118.9
Үхэр,            Баянхонгор,1988,112.3
Үхэр,            Баянхонгор,1987,117.7
Үхэр,            Баянхонгор,1986,112.4
Үхэр,            Баянхонгор,1985,111.1
Үхэр,            Баянхонгор,1984,121.9
Үхэр,            Баянхонгор,1983,134.1
Үхэр,            Баянхонгор,1982,139.1
Үхэр,            Баянхонгор,1981,135.2
Үхэр,            Баянхонгор,1980,136.1
Үхэр,            Баянхонгор,1979,138.1
Үхэр,            Баянхонгор,1978,140.8
Үхэр,            Баянхонгор,1977,139.3
Үхэр,            Баянхонгор,1976,131.5
Үхэр,            Баянхонгор,1975,129.6
Үхэр,            Баянхонгор,1974,125.1
Үхэр,            Баянхонгор,1973,126.5
Үхэр,            Баянхонгор,1972,124.7
