date,session,scheduled_start,actual_start,timing_status,data_status,source_article_url,source_attachment_url,metric,value,unit
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Agenda items,3,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Sitting start delay,,minutes
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Officially on time,83,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Officially late,24,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,General leave,7,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Medical leave,1,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Domestic official assignments,0,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Foreign official assignments,11,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Unexplained absences,0,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Physically attended,107,count
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Physical attendance rate,84.9,percent
2025-04-24,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74573/,,Official on-time rate among appearances,77.6,percent
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Agenda items,2,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Sitting start delay,3,minutes
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Officially on time,93,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Officially late,14,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,General leave,6,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Medical leave,3,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Domestic official assignments,0,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Foreign official assignments,7,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Unexplained absences,3,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Physically attended,107,count
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Physical attendance rate,84.9,percent
2025-04-25,Spring regular session,10:00,10:03,Complete,Final,https://www.parliament.mn/nn/74606/,,Official on-time rate among appearances,86.9,percent
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Agenda items,3,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Sitting start delay,,minutes
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Officially on time,77,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Officially late,23,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,General leave,4,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Medical leave,6,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Domestic official assignments,2,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Foreign official assignments,8,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Unexplained absences,6,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Physically attended,100,count
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Physical attendance rate,79.4,percent
2025-05-01,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74668/,,Official on-time rate among appearances,77.0,percent
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Agenda items,2,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Sitting start delay,,minutes
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Officially on time,77,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Officially late,18,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,General leave,4,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Medical leave,6,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Domestic official assignments,4,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Foreign official assignments,5,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Unexplained absences,12,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Physically attended,95,count
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Physical attendance rate,75.4,percent
2025-05-02,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74688/,,Official on-time rate among appearances,81.1,percent
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Agenda items,2,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Sitting start delay,,minutes
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Officially on time,69,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Officially late,27,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,General leave,2,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Medical leave,4,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Domestic official assignments,1,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Foreign official assignments,18,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Unexplained absences,5,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Physically attended,96,count
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Physical attendance rate,76.2,percent
2025-05-08,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74750/,,Official on-time rate among appearances,71.9,percent
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Agenda items,2,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Sitting start delay,1,minutes
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Officially on time,77,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Officially late,20,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,General leave,1,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Medical leave,4,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Domestic official assignments,2,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Foreign official assignments,18,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Unexplained absences,4,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Physically attended,97,count
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Physical attendance rate,77.0,percent
2025-05-09,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74754/,,Official on-time rate among appearances,79.4,percent
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Agenda items,2,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Sitting start delay,5,minutes
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Officially on time,68,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Officially late,18,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,General leave,1,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Medical leave,1,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Domestic official assignments,9,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Foreign official assignments,26,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Unexplained absences,3,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Physically attended,86,count
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Physical attendance rate,68.3,percent
2025-05-15,Spring regular session,10:00,10:05,Complete,Final,https://www.parliament.mn/nn/74797/,,Official on-time rate among appearances,79.1,percent
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Agenda items,3,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Sitting start delay,,minutes
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Officially on time,66,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Officially late,26,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,General leave,2,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Medical leave,4,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Domestic official assignments,4,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Foreign official assignments,24,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Unexplained absences,0,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Physically attended,92,count
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Physical attendance rate,73.0,percent
2025-05-16,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74804/,,Official on-time rate among appearances,71.7,percent
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Agenda items,3,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Sitting start delay,25,minutes
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Officially on time,68,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Officially late,24,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,General leave,6,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Medical leave,3,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Domestic official assignments,2,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Foreign official assignments,9,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Unexplained absences,14,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Physically attended,92,count
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Physical attendance rate,73.0,percent
2025-05-22,Spring regular session,10:00,10:25,Complete,Final,https://www.parliament.mn/nn/74848/,,Official on-time rate among appearances,73.9,percent
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Agenda items,2,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Sitting start delay,,minutes
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Officially on time,65,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Officially late,32,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,General leave,5,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Medical leave,3,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Domestic official assignments,5,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Foreign official assignments,6,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Unexplained absences,10,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Physically attended,97,count
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Physical attendance rate,77.0,percent
2025-05-23,Spring regular session,,14:00,Actual start only,Final,https://www.parliament.mn/nn/74860/,,Official on-time rate among appearances,67.0,percent
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Agenda items,1,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Sitting start delay,20,minutes
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Officially on time,100,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Officially late,13,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,General leave,3,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Medical leave,2,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Domestic official assignments,0,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Foreign official assignments,5,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Unexplained absences,3,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Physically attended,113,count
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Physical attendance rate,89.7,percent
2025-05-26,Spring regular session,11:00,11:20,Complete,Final,https://www.parliament.mn/nn/74871/,,Official on-time rate among appearances,88.5,percent
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Agenda items,2,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Sitting start delay,,minutes
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Officially on time,71,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Officially late,37,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,General leave,5,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Medical leave,3,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Domestic official assignments,1,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Foreign official assignments,3,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Unexplained absences,6,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Physically attended,108,count
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Physical attendance rate,85.7,percent
2025-05-29,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74921/,,Official on-time rate among appearances,65.7,percent
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Agenda items,1,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Sitting start delay,1,minutes
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Officially on time,69,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Officially late,35,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,General leave,3,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Medical leave,8,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Domestic official assignments,2,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Foreign official assignments,3,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Unexplained absences,6,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Physically attended,104,count
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Physical attendance rate,82.5,percent
2025-05-30,Spring regular session,10:00,10:01,Complete,Final,https://www.parliament.mn/nn/74936/,,Official on-time rate among appearances,66.3,percent
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Agenda items,1,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Sitting start delay,224,minutes
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Officially on time,105,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Officially late,15,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,General leave,0,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Medical leave,3,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Domestic official assignments,0,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Foreign official assignments,2,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Unexplained absences,1,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Physically attended,120,count
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Physical attendance rate,95.2,percent
2025-06-02,Spring regular session,14:00,17:44,Complete,Final,https://www.parliament.mn/nn/74954/,,Official on-time rate among appearances,87.5,percent
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Agenda items,2,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Sitting start delay,,minutes
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Officially on time,70,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Officially late,25,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,General leave,1,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Medical leave,3,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Domestic official assignments,1,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Foreign official assignments,2,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Unexplained absences,24,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Physically attended,95,count
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Physical attendance rate,75.4,percent
2025-06-05,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/74977/,,Official on-time rate among appearances,73.7,percent
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Agenda items,2,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Sitting start delay,4,minutes
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Officially on time,67,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Officially late,52,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,General leave,1,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Medical leave,2,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Domestic official assignments,2,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Foreign official assignments,1,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Unexplained absences,1,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Physically attended,119,count
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Physical attendance rate,94.4,percent
2025-06-12,Spring regular session,10:00,10:04,Complete,Final,https://www.parliament.mn/nn/75018/,,Official on-time rate among appearances,56.3,percent
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Agenda items,2,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Sitting start delay,11,minutes
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Officially on time,67,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Officially late,41,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,General leave,5,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Medical leave,4,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Domestic official assignments,2,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Foreign official assignments,1,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Unexplained absences,6,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Physically attended,108,count
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Physical attendance rate,85.7,percent
2025-06-13,Spring regular session,10:00,10:11,Complete,Final,https://www.parliament.mn/nn/75031/,,Official on-time rate among appearances,62.0,percent
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Agenda items,0,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Sitting start delay,6,minutes
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Officially on time,65,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Officially late,36,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,General leave,3,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Medical leave,1,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Domestic official assignments,1,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Foreign official assignments,4,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Unexplained absences,16,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Physically attended,101,count
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Physical attendance rate,80.2,percent
2025-06-17,Spring regular session,17:00,17:06,Complete,Final,https://www.parliament.mn/nn/75066/,,Official on-time rate among appearances,64.4,percent
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Agenda items,3,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Sitting start delay,,minutes
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Officially on time,70,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Officially late,36,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,General leave,4,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Medical leave,4,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Domestic official assignments,3,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Foreign official assignments,6,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Unexplained absences,3,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Physically attended,106,count
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Physical attendance rate,84.1,percent
2025-06-19,Spring regular session,,10:00,Actual start only,Final,https://www.parliament.mn/nn/75083/,,Official on-time rate among appearances,66.0,percent
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,Agenda items,2,count
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,Sitting start delay,10,minutes
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,Officially on time,65,count
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,Officially late,33,count
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,General leave,6,count
2025-06-20,Spring regular session,10:00,10:10,Complete,Final,https://www.parliament.mn/nn/75102/,,Medical leave,6,count
