гишүүний_id,гишүүн,нам,мандат,байнгын_хороо,үзүүлэлт,утга,нэгж
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Албан ёсоор цагтаа ирсэн,89,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Албан ёсоор хоцорсон,45,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,66.4,хувь
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,91,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагт багтаж ирсэн,48,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагаас хойш ирсэн,43,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,52.7,хувь
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,7,минут
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,32.0,минут
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Тайлбаргүй тасалсан,1,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Тайлбаргүй таслалтын хувь,0.7,хувь
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Чөлөөтэй,3,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Эмнэлгийн чөлөө,1,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Орон нутгийн томилолт,1,тоо
m60,Ж.Золжаргал,ХҮН Нам,9-р тойрог,Өргөдлийн байнгын хороо,Гадаад томилолт,6,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Хуралдаан,146,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон,115,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон хувь,78.8,хувь
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Албан ёсоор цагтаа ирсэн,92,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Албан ёсоор хоцорсон,23,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,80.0,хувь
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,74,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагт багтаж ирсэн,47,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагаас хойш ирсэн,27,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагтаа ирэлтийн хувь,63.5,хувь
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,20.0,минут
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,58.7,минут
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Тайлбаргүй тасалсан,6,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Тайлбаргүй таслалтын хувь,4.1,хувь
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Чөлөөтэй,7,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Эмнэлгийн чөлөө,7,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Орон нутгийн томилолт,0,тоо
m61,Х.Ганхуяг,Монгол Ардын Нам,9-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Гадаад томилолт,11,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Хуралдаан,146,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон,83,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон хувь,56.8,хувь
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Албан ёсоор цагтаа ирсэн,82,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Албан ёсоор хоцорсон,1,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,98.8,хувь
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,50,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Товлосон цагт багтаж ирсэн,47,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Товлосон цагаас хойш ирсэн,3,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,94.0,хувь
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,3,минут
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,3,минут
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй тасалсан,10,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй таслалтын хувь,6.8,хувь
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Чөлөөтэй,5,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Эмнэлгийн чөлөө,40,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Орон нутгийн томилолт,5,тоо
m62,Ж.Ганбаатар,Монгол Ардын Нам,9-р тойрог,Төсвийн байнгын хороо,Гадаад томилолт,3,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Хуралдаан,146,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон,118,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон хувь,80.8,хувь
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Албан ёсоор цагтаа ирсэн,44,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Албан ёсоор хоцорсон,74,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,37.3,хувь
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,82,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагт багтаж ирсэн,16,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагаас хойш ирсэн,66,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагтаа ирэлтийн хувь,19.5,хувь
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,18,минут
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,65.1,минут
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Тайлбаргүй тасалсан,9,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Тайлбаргүй таслалтын хувь,6.2,хувь
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Чөлөөтэй,14,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Эмнэлгийн чөлөө,0,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Орон нутгийн томилолт,0,тоо
m63,Н.Учрал,Монгол Ардын Нам,10-р тойрог,Төрийн байгуулалтын байнгын хороо,Гадаад томилолт,5,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Хуралдаан,146,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон,128,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон хувь,87.7,хувь
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,115,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Албан ёсоор хоцорсон,13,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,89.8,хувь
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,82,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,61,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,21,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,74.4,хувь
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,31.5,минут
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,94.2,минут
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Тайлбаргүй тасалсан,6,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,4.1,хувь
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Чөлөөтэй,3,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Эмнэлгийн чөлөө,0,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Орон нутгийн томилолт,0,тоо
m64,О.Батнайрамдал,Монгол Ардын Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Гадаад томилолт,9,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Хуралдаан,146,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон,126,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон хувь,86.3,хувь
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,80,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Албан ёсоор хоцорсон,46,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,63.5,хувь
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,80,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,34,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,46,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,42.5,хувь
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,15,минут
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,22.7,минут
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Тайлбаргүй тасалсан,5,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,3.4,хувь
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Чөлөөтэй,2,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Эмнэлгийн чөлөө,7,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Орон нутгийн томилолт,0,тоо
m65,Ц.Баатархүү,Ардчилсан Нам,10-р тойрог,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",Гадаад томилолт,6,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,125,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,85.6,хувь
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,97,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,28,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,77.6,хувь
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,81,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,56,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,25,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,69.1,хувь
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,16.5,минут
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,58.3,минут
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,1,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,0.7,хувь
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,2,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,3,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,3,тоо
m66,Н.Батсүмбэрэл,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,12,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,106,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,72.6,хувь
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,30,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,76,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,28.3,хувь
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,65,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,13,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,52,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,20.0,хувь
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,34.0,минут
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,71.5,минут
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,9,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,6.2,хувь
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,4,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,2,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,0,тоо
m67,Д.Цогтбаатар,Монгол Ардын Нам,10-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,25,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Хуралдаан,146,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон,90,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон хувь,61.6,хувь
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Албан ёсоор цагтаа ирсэн,61,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Албан ёсоор хоцорсон,29,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,67.8,хувь
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,56,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Товлосон цагт багтаж ирсэн,27,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Товлосон цагаас хойш ирсэн,29,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,48.2,хувь
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,3.0,минут
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,22.2,минут
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй тасалсан,11,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй таслалтын хувь,7.5,хувь
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Чөлөөтэй,1,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Эмнэлгийн чөлөө,41,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Орон нутгийн томилолт,0,тоо
m68,Х.Болормаа,Ардчилсан Нам,10-р тойрог,Төсвийн байнгын хороо,Гадаад томилолт,3,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Хуралдаан,146,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон,132,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон хувь,90.4,хувь
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Албан ёсоор цагтаа ирсэн,93,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Албан ёсоор хоцорсон,39,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,70.5,хувь
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,87,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагт багтаж ирсэн,45,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагаас хойш ирсэн,42,тоо
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,51.7,хувь
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,10.0,минут
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,34.1,минут
m69,Э.Батшугар,Монгол Ардын Нам,11-р тойрог,Хууль зүйн байнгын хороо,Тайлбаргүй тасалсан,4,тоо
