гишүүний_id,гишүүн,нам,мандат,байнгын_хороо,үзүүлэлт,утга,нэгж
m6,Д.Ганбат,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,5.5,хувь
m6,Д.Ганбат,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,2,тоо
m6,Д.Ганбат,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,14,тоо
m6,Д.Ганбат,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,0,тоо
m6,Д.Ганбат,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,5,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,118,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,80.8,хувь
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,100,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,18,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,84.7,хувь
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,72,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,54,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,18,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,75.0,хувь
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,13,минут
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,67.8,минут
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,5,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,3.4,хувь
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,9,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,1,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,3,тоо
m7,Г.Хосбаяр,Ардчилсан Нам,1-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,10,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Хуралдаан,146,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон,114,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон хувь,78.1,хувь
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Албан ёсоор цагтаа ирсэн,37,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Албан ёсоор хоцорсон,77,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,32.5,хувь
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,70,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагт багтаж ирсэн,16,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагаас хойш ирсэн,54,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Товлосон цагтаа ирэлтийн хувь,22.9,хувь
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,32,минут
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,60.6,минут
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Тайлбаргүй тасалсан,18,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Тайлбаргүй таслалтын хувь,12.3,хувь
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Чөлөөтэй,4,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Эмнэлгийн чөлөө,0,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Орон нутгийн томилолт,7,тоо
m8,Д.Жаргалсайхан,Ардчилсан Нам,1-р тойрог,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",Гадаад томилолт,3,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Хуралдаан,146,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон,129,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон хувь,88.4,хувь
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Албан ёсоор цагтаа ирсэн,116,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Албан ёсоор хоцорсон,13,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,89.9,хувь
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,81,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Товлосон цагт багтаж ирсэн,62,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Товлосон цагаас хойш ирсэн,19,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,76.5,хувь
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,6.0,минут
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,20.8,минут
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй тасалсан,7,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй таслалтын хувь,4.8,хувь
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Чөлөөтэй,1,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Эмнэлгийн чөлөө,0,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Орон нутгийн томилолт,6,тоо
m9,Дав.Цогтбаатар,Ардчилсан Нам,1-р тойрог,Төсвийн байнгын хороо,Гадаад томилолт,3,тоо
m10,С.Бямбацогт,Монгол Ардын Нам,2-р тойрог,Төрийн байгуулалтын байнгын хороо,Хуралдаан,146,тоо
m10,С.Бямбацогт,Монгол Ардын Нам,2-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон,130,тоо
m10,С.Бямбацогт,Монгол Ардын Нам,2-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон хувь,89.0,хувь
