Бүс,Үзүүлэлт,Он,value
            Орхон,Сэргээн засахын,2023,18.0
            Орхон,Сэргээн засахын,2022,15.0
            Орхон,Сэргээн засахын,2021,21.0
            Орхон,Сэргээн засахын,2020,14.0
            Орхон,Сэргээн засахын,2019,16.0
            Орхон,Сэргээн засахын,2018,16.0
            Орхон,Сэргээн засахын,2017,9.0
            Орхон,Сэргээн засахын,2016,25.0
            Орхон,Сэргээн засахын,2015,6.0
            Орхон,Хөнгөвчлөхийн,2025,9.0
            Орхон,Хөнгөвчлөхийн,2024,10.0
            Орхон,Хөнгөвчлөхийн,2023,18.0
            Орхон,Хөнгөвчлөхийн,2022,14.0
            Орхон,Хөнгөвчлөхийн,2021,16.0
            Орхон,Хөнгөвчлөхийн,2020,15.0
            Орхон,Хөнгөвчлөхийн,2019,15.0
            Орхон,Хөнгөвчлөхийн,2018,2.0
            Орхон,Хөнгөвчлөхийн,2017,0.0
            Орхон,Хөнгөвчлөхийн,2016,0.0
            Орхон,Хөнгөвчлөхийн,2015,3.0
            Орхон,Настны,2025,
            Орхон,Настны,2024,0.0
            Орхон,Настны,2023,0.0
            Орхон,Настны,2022,0.0
            Орхон,Настны,2021,0.0
            Орхон,Настны,2020,0.0
            Орхон,Настны,2019,0.0
            Орхон,Настны,2018,0.0
            Орхон,Настны,2017,0.0
            Орхон,Настны,2016,0.0
            Орхон,Настны,2015,0.0
            Орхон,Уламжлалт анагаахын,2025,20.0
            Орхон,Уламжлалт анагаахын,2024,42.0
            Орхон,Уламжлалт анагаахын,2023,43.0
            Орхон,Уламжлалт анагаахын,2022,33.0
            Орхон,Уламжлалт анагаахын,2021,19.0
            Орхон,Уламжлалт анагаахын,2020,16.0
            Орхон,Уламжлалт анагаахын,2019,17.0
            Орхон,Уламжлалт анагаахын,2018,24.0
            Орхон,Уламжлалт анагаахын,2017,12.0
            Орхон,Уламжлалт анагаахын,2016,12.0
            Орхон,Уламжлалт анагаахын,2015,12.0
            Орхон,Нүүр амны,2025,15.0
            Орхон,Нүүр амны,2024,18.0
            Орхон,Нүүр амны,2023,18.0
            Орхон,Нүүр амны,2022,4.0
            Орхон,Нүүр амны,2021,11.0
            Орхон,Нүүр амны,2020,10.0
            Орхон,Нүүр амны,2019,10.0
            Орхон,Нүүр амны,2018,8.0
            Орхон,Нүүр амны,2017,4.0
            Орхон,Нүүр амны,2016,3.0
            Орхон,Нүүр амны,2015,2.0
            Орхон,Бусад,2025,109.0
            Орхон,Бусад,2024,101.0
            Орхон,Бусад,2023,95.0
            Орхон,Бусад,2022,36.0
            Орхон,Бусад,2021,42.0
            Орхон,Бусад,2020,47.0
            Орхон,Бусад,2019,38.0
            Орхон,Бусад,2018,17.0
            Орхон,Бусад,2017,21.0
            Орхон,Бусад,2016,25.0
            Орхон,Бусад,2015,17.0
            Өвөрхангай,Сувилагч-Бүгд,2025,440.0
            Өвөрхангай,Сувилагч-Бүгд,2024,438.0
            Өвөрхангай,Сувилагч-Бүгд,2023,406.0
            Өвөрхангай,Сувилагч-Бүгд,2022,396.0
            Өвөрхангай,Сувилагч-Бүгд,2021,414.0
            Өвөрхангай,Сувилагч-Бүгд,2020,379.0
            Өвөрхангай,Сувилагч-Бүгд,2019,349.0
            Өвөрхангай,Сувилагч-Бүгд,2018,332.0
            Өвөрхангай,Сувилагч-Бүгд,2017,328.0
            Өвөрхангай,Сувилагч-Бүгд,2016,328.0
            Өвөрхангай,Сувилагч-Бүгд,2015,323.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2025,193.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2024,188.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2023,182.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2022,175.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2021,187.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2020,179.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2019,152.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2018,159.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2017,186.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2016,193.0
            Өвөрхангай,Ерөнхий мэргэжлийн,2015,181.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2025,218.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2024,219.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2023,193.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2022,196.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2021,206.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2020,180.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2019,172.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2018,150.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2017,119.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2016,113.0
            Өвөрхангай,Үндсэн ба төрөлжсөн мэргэжлийн,2015,131.0
            Өвөрхангай,Дотрын,2025,13.0
            Өвөрхангай,Дотрын,2024,0.0
            Өвөрхангай,Дотрын,2023,0.0
            Өвөрхангай,Дотрын,2022,0.0
            Өвөрхангай,Дотрын,2021,0.0
            Өвөрхангай,Дотрын,2020,0.0
            Өвөрхангай,Дотрын,2019,0.0
            Өвөрхангай,Дотрын,2018,17.0
            Өвөрхангай,Дотрын,2017,7.0
            Өвөрхангай,Дотрын,2016,6.0
            Өвөрхангай,Дотрын,2015,13.0
            Өвөрхангай,Хүүхдийн,2025,29.0
            Өвөрхангай,Хүүхдийн,2024,28.0
            Өвөрхангай,Хүүхдийн,2023,31.0
            Өвөрхангай,Хүүхдийн,2022,30.0
            Өвөрхангай,Хүүхдийн,2021,28.0
            Өвөрхангай,Хүүхдийн,2020,27.0
            Өвөрхангай,Хүүхдийн,2019,26.0
            Өвөрхангай,Хүүхдийн,2018,30.0
            Өвөрхангай,Хүүхдийн,2017,21.0
            Өвөрхангай,Хүүхдийн,2016,16.0
            Өвөрхангай,Хүүхдийн,2015,27.0
            Өвөрхангай,Мэс заслын,2025,20.0
            Өвөрхангай,Мэс заслын,2024,21.0
            Өвөрхангай,Мэс заслын,2023,20.0
            Өвөрхангай,Мэс заслын,2022,21.0
            Өвөрхангай,Мэс заслын,2021,20.0
            Өвөрхангай,Мэс заслын,2020,16.0
            Өвөрхангай,Мэс заслын,2019,18.0
            Өвөрхангай,Мэс заслын,2018,20.0
            Өвөрхангай,Мэс заслын,2017,13.0
            Өвөрхангай,Мэс заслын,2016,12.0
            Өвөрхангай,Мэс заслын,2015,12.0
            Өвөрхангай,Гэмтлийн,2025,6.0
            Өвөрхангай,Гэмтлийн,2024,5.0
            Өвөрхангай,Гэмтлийн,2023,4.0
            Өвөрхангай,Гэмтлийн,2022,7.0
            Өвөрхангай,Гэмтлийн,2021,7.0
            Өвөрхангай,Гэмтлийн,2020,6.0
            Өвөрхангай,Гэмтлийн,2019,6.0
            Өвөрхангай,Гэмтлийн,2018,7.0
            Өвөрхангай,Гэмтлийн,2017,6.0
            Өвөрхангай,Гэмтлийн,2016,7.0
            Өвөрхангай,Гэмтлийн,2015,5.0
            Өвөрхангай,Сэхээн амьдруулахын,2025,
            Өвөрхангай,Сэхээн амьдруулахын,2024,0.0
            Өвөрхангай,Сэхээн амьдруулахын,2023,9.0
            Өвөрхангай,Сэхээн амьдруулахын,2022,9.0
            Өвөрхангай,Сэхээн амьдруулахын,2021,0.0
            Өвөрхангай,Сэхээн амьдруулахын,2020,6.0
            Өвөрхангай,Сэхээн амьдруулахын,2019,0.0
            Өвөрхангай,Сэхээн амьдруулахын,2018,6.0
            Өвөрхангай,Сэхээн амьдруулахын,2017,6.0
            Өвөрхангай,Сэхээн амьдруулахын,2016,7.0
            Өвөрхангай,Сэхээн амьдруулахын,2015,10.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2025,21.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2024,23.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2023,12.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2022,17.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2021,24.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2020,16.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2019,19.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2018,16.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2017,15.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2016,14.0
            Өвөрхангай,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2015,14.0
            Өвөрхангай,Мэдрэлийн,2025,1.0
            Өвөрхангай,Мэдрэлийн,2024,3.0
            Өвөрхангай,Мэдрэлийн,2023,2.0
            Өвөрхангай,Мэдрэлийн,2022,2.0
            Өвөрхангай,Мэдрэлийн,2021,24.0
            Өвөрхангай,Мэдрэлийн,2020,1.0
            Өвөрхангай,Мэдрэлийн,2019,0.0
            Өвөрхангай,Мэдрэлийн,2018,0.0
            Өвөрхангай,Мэдрэлийн,2017,0.0
            Өвөрхангай,Мэдрэлийн,2016,0.0
            Өвөрхангай,Мэдрэлийн,2015,3.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2025,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2024,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2023,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2022,1.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2021,2.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2020,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2019,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2018,0.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2017,6.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2016,6.0
            Өвөрхангай,Эх барих эмэгтэйчүүдийн,2015,0.0
            Өвөрхангай,Хавдрын,2025,1.0
            Өвөрхангай,Хавдрын,2024,1.0
            Өвөрхангай,Хавдрын,2023,1.0
            Өвөрхангай,Хавдрын,2022,1.0
            Өвөрхангай,Хавдрын,2021,2.0
            Өвөрхангай,Хавдрын,2020,1.0
            Өвөрхангай,Хавдрын,2019,0.0
            Өвөрхангай,Хавдрын,2018,0.0
            Өвөрхангай,Хавдрын,2017,0.0
            Өвөрхангай,Хавдрын,2016,0.0
            Өвөрхангай,Хавдрын,2015,1.0
            Өвөрхангай,Сэтгэцийн,2025,4.0
            Өвөрхангай,Сэтгэцийн,2024,4.0
            Өвөрхангай,Сэтгэцийн,2023,6.0
            Өвөрхангай,Сэтгэцийн,2022,6.0
            Өвөрхангай,Сэтгэцийн,2021,7.0
            Өвөрхангай,Сэтгэцийн,2020,7.0
            Өвөрхангай,Сэтгэцийн,2019,5.0
            Өвөрхангай,Сэтгэцийн,2018,4.0
            Өвөрхангай,Сэтгэцийн,2017,4.0
            Өвөрхангай,Сэтгэцийн,2016,4.0
            Өвөрхангай,Сэтгэцийн,2015,4.0
            Өвөрхангай,Нүдний,2025,2.0
            Өвөрхангай,Нүдний,2024,3.0
            Өвөрхангай,Нүдний,2023,3.0
            Өвөрхангай,Нүдний,2022,3.0
            Өвөрхангай,Нүдний,2021,1.0
            Өвөрхангай,Нүдний,2020,3.0
            Өвөрхангай,Нүдний,2019,3.0
            Өвөрхангай,Нүдний,2018,3.0
            Өвөрхангай,Нүдний,2017,3.0
            Өвөрхангай,Нүдний,2016,2.0
            Өвөрхангай,Нүдний,2015,1.0
            Өвөрхангай,Чих хамар хоолойн,2025,2.0
            Өвөрхангай,Чих хамар хоолойн,2024,4.0
            Өвөрхангай,Чих хамар хоолойн,2023,3.0
            Өвөрхангай,Чих хамар хоолойн,2022,2.0
            Өвөрхангай,Чих хамар хоолойн,2021,5.0
            Өвөрхангай,Чих хамар хоолойн,2020,5.0
            Өвөрхангай,Чих хамар хоолойн,2019,3.0
            Өвөрхангай,Чих хамар хоолойн,2018,5.0
            Өвөрхангай,Чих хамар хоолойн,2017,4.0
            Өвөрхангай,Чих хамар хоолойн,2016,5.0
            Өвөрхангай,Чих хамар хоолойн,2015,6.0
            Өвөрхангай,"Арьс, харшлын",2025,1.0
            Өвөрхангай,"Арьс, харшлын",2024,0.0
            Өвөрхангай,"Арьс, харшлын",2023,0.0
            Өвөрхангай,"Арьс, харшлын",2022,1.0
            Өвөрхангай,"Арьс, харшлын",2021,1.0
            Өвөрхангай,"Арьс, харшлын",2020,1.0
            Өвөрхангай,"Арьс, харшлын",2019,1.0
            Өвөрхангай,"Арьс, харшлын",2018,0.0
            Өвөрхангай,"Арьс, харшлын",2017,0.0
            Өвөрхангай,"Арьс, харшлын",2016,0.0
            Өвөрхангай,"Арьс, харшлын",2015,1.0
            Өвөрхангай,Халдвартын,2025,31.0
            Өвөрхангай,Халдвартын,2024,31.0
            Өвөрхангай,Халдвартын,2023,29.0
            Өвөрхангай,Халдвартын,2022,28.0
            Өвөрхангай,Халдвартын,2021,31.0
            Өвөрхангай,Халдвартын,2020,26.0
            Өвөрхангай,Халдвартын,2019,22.0
            Өвөрхангай,Халдвартын,2018,7.0
            Өвөрхангай,Халдвартын,2017,6.0
            Өвөрхангай,Халдвартын,2016,6.0
            Өвөрхангай,Халдвартын,2015,6.0
            Өвөрхангай,Сүрьеэгийн,2025,
            Өвөрхангай,Сүрьеэгийн,2024,0.0
            Өвөрхангай,Сүрьеэгийн,2023,0.0
            Өвөрхангай,Сүрьеэгийн,2022,0.0
            Өвөрхангай,Сүрьеэгийн,2021,0.0
            Өвөрхангай,Сүрьеэгийн,2020,0.0
            Өвөрхангай,Сүрьеэгийн,2019,0.0
            Өвөрхангай,Сүрьеэгийн,2018,1.0
            Өвөрхангай,Сүрьеэгийн,2017,1.0
            Өвөрхангай,Сүрьеэгийн,2016,0.0
            Өвөрхангай,Сүрьеэгийн,2015,5.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2025,
            Өвөрхангай,ДОХ/БЗДХ-ын/,2024,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2023,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2022,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2021,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2020,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2019,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2018,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2017,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2016,0.0
            Өвөрхангай,ДОХ/БЗДХ-ын/,2015,1.0
            Өвөрхангай,Сэргээн засахын,2025,4.0
            Өвөрхангай,Сэргээн засахын,2024,5.0
            Өвөрхангай,Сэргээн засахын,2023,4.0
            Өвөрхангай,Сэргээн засахын,2022,4.0
            Өвөрхангай,Сэргээн засахын,2021,2.0
            Өвөрхангай,Сэргээн засахын,2020,5.0
            Өвөрхангай,Сэргээн засахын,2019,7.0
            Өвөрхангай,Сэргээн засахын,2018,2.0
            Өвөрхангай,Сэргээн засахын,2017,2.0
            Өвөрхангай,Сэргээн засахын,2016,1.0
            Өвөрхангай,Сэргээн засахын,2015,6.0
            Өвөрхангай,Хөнгөвчлөхийн,2025,5.0
            Өвөрхангай,Хөнгөвчлөхийн,2024,5.0
            Өвөрхангай,Хөнгөвчлөхийн,2023,4.0
            Өвөрхангай,Хөнгөвчлөхийн,2022,3.0
            Өвөрхангай,Хөнгөвчлөхийн,2021,4.0
            Өвөрхангай,Хөнгөвчлөхийн,2020,3.0
            Өвөрхангай,Хөнгөвчлөхийн,2019,2.0
            Өвөрхангай,Хөнгөвчлөхийн,2018,3.0
            Өвөрхангай,Хөнгөвчлөхийн,2017,4.0
            Өвөрхангай,Хөнгөвчлөхийн,2016,3.0
            Өвөрхангай,Хөнгөвчлөхийн,2015,2.0
            Өвөрхангай,Настны,2025,
            Өвөрхангай,Настны,2024,0.0
            Өвөрхангай,Настны,2023,0.0
            Өвөрхангай,Настны,2022,0.0
            Өвөрхангай,Настны,2021,0.0
            Өвөрхангай,Настны,2020,0.0
            Өвөрхангай,Настны,2019,0.0
            Өвөрхангай,Настны,2018,1.0
            Өвөрхангай,Настны,2017,1.0
            Өвөрхангай,Настны,2016,0.0
            Өвөрхангай,Настны,2015,1.0
            Өвөрхангай,Уламжлалт анагаахын,2025,20.0
            Өвөрхангай,Уламжлалт анагаахын,2024,25.0
            Өвөрхангай,Уламжлалт анагаахын,2023,25.0
            Өвөрхангай,Уламжлалт анагаахын,2022,19.0
            Өвөрхангай,Уламжлалт анагаахын,2021,17.0
            Өвөрхангай,Уламжлалт анагаахын,2020,16.0
            Өвөрхангай,Уламжлалт анагаахын,2019,20.0
            Өвөрхангай,Уламжлалт анагаахын,2018,19.0
            Өвөрхангай,Уламжлалт анагаахын,2017,18.0
            Өвөрхангай,Уламжлалт анагаахын,2016,18.0
            Өвөрхангай,Уламжлалт анагаахын,2015,9.0
            Өвөрхангай,Нүүр амны,2025,9.0
            Өвөрхангай,Нүүр амны,2024,6.0
            Өвөрхангай,Нүүр амны,2023,6.0
            Өвөрхангай,Нүүр амны,2022,6.0
            Өвөрхангай,Нүүр амны,2021,4.0
            Өвөрхангай,Нүүр амны,2020,4.0
            Өвөрхангай,Нүүр амны,2019,5.0
            Өвөрхангай,Нүүр амны,2018,4.0
            Өвөрхангай,Нүүр амны,2017,4.0
            Өвөрхангай,Нүүр амны,2016,4.0
            Өвөрхангай,Нүүр амны,2015,2.0
            Өвөрхангай,Бусад,2025,78.0
            Өвөрхангай,Бусад,2024,86.0
            Өвөрхангай,Бусад,2023,65.0
            Өвөрхангай,Бусад,2022,61.0
            Өвөрхангай,Бусад,2021,72.0
            Өвөрхангай,Бусад,2020,57.0
            Өвөрхангай,Бусад,2019,60.0
            Өвөрхангай,Бусад,2018,29.0
            Өвөрхангай,Бусад,2017,21.0
            Өвөрхангай,Бусад,2016,24.0
            Өвөрхангай,Бусад,2015,19.0
            Хөвсгөл,Сувилагч-Бүгд,2025,493.0
            Хөвсгөл,Сувилагч-Бүгд,2024,518.0
            Хөвсгөл,Сувилагч-Бүгд,2023,478.0
            Хөвсгөл,Сувилагч-Бүгд,2022,483.0
            Хөвсгөл,Сувилагч-Бүгд,2021,446.0
            Хөвсгөл,Сувилагч-Бүгд,2020,418.0
            Хөвсгөл,Сувилагч-Бүгд,2019,394.0
            Хөвсгөл,Сувилагч-Бүгд,2018,397.0
            Хөвсгөл,Сувилагч-Бүгд,2017,369.0
            Хөвсгөл,Сувилагч-Бүгд,2016,359.0
            Хөвсгөл,Сувилагч-Бүгд,2015,364.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2025,190.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2024,275.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2023,276.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2022,270.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2021,261.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2020,159.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2019,204.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2018,125.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2017,141.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2016,220.0
            Хөвсгөл,Ерөнхий мэргэжлийн,2015,243.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2025,276.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2024,213.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2023,177.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2022,194.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2021,168.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2020,237.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2019,170.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2018,249.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2017,213.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2016,123.0
            Хөвсгөл,Үндсэн ба төрөлжсөн мэргэжлийн,2015,106.0
            Хөвсгөл,Дотрын,2025,6.0
            Хөвсгөл,Дотрын,2024,7.0
            Хөвсгөл,Дотрын,2023,4.0
            Хөвсгөл,Дотрын,2022,7.0
            Хөвсгөл,Дотрын,2021,6.0
            Хөвсгөл,Дотрын,2020,4.0
            Хөвсгөл,Дотрын,2019,3.0
            Хөвсгөл,Дотрын,2018,19.0
            Хөвсгөл,Дотрын,2017,22.0
            Хөвсгөл,Дотрын,2016,4.0
            Хөвсгөл,Дотрын,2015,3.0
            Хөвсгөл,Хүүхдийн,2025,55.0
            Хөвсгөл,Хүүхдийн,2024,48.0
            Хөвсгөл,Хүүхдийн,2023,42.0
            Хөвсгөл,Хүүхдийн,2022,37.0
            Хөвсгөл,Хүүхдийн,2021,35.0
            Хөвсгөл,Хүүхдийн,2020,32.0
            Хөвсгөл,Хүүхдийн,2019,23.0
            Хөвсгөл,Хүүхдийн,2018,42.0
            Хөвсгөл,Хүүхдийн,2017,48.0
            Хөвсгөл,Хүүхдийн,2016,25.0
            Хөвсгөл,Хүүхдийн,2015,25.0
            Хөвсгөл,Мэс заслын,2025,20.0
            Хөвсгөл,Мэс заслын,2024,16.0
            Хөвсгөл,Мэс заслын,2023,17.0
            Хөвсгөл,Мэс заслын,2022,14.0
            Хөвсгөл,Мэс заслын,2021,16.0
            Хөвсгөл,Мэс заслын,2020,28.0
            Хөвсгөл,Мэс заслын,2019,24.0
            Хөвсгөл,Мэс заслын,2018,24.0
            Хөвсгөл,Мэс заслын,2017,19.0
            Хөвсгөл,Мэс заслын,2016,13.0
            Хөвсгөл,Мэс заслын,2015,16.0
            Хөвсгөл,Гэмтлийн,2025,9.0
            Хөвсгөл,Гэмтлийн,2024,5.0
            Хөвсгөл,Гэмтлийн,2023,5.0
            Хөвсгөл,Гэмтлийн,2022,4.0
            Хөвсгөл,Гэмтлийн,2021,2.0
            Хөвсгөл,Гэмтлийн,2020,2.0
            Хөвсгөл,Гэмтлийн,2019,3.0
            Хөвсгөл,Гэмтлийн,2018,0.0
            Хөвсгөл,Гэмтлийн,2017,0.0
            Хөвсгөл,Гэмтлийн,2016,2.0
            Хөвсгөл,Гэмтлийн,2015,1.0
            Хөвсгөл,Сэхээн амьдруулахын,2025,
            Хөвсгөл,Сэхээн амьдруулахын,2024,0.0
            Хөвсгөл,Сэхээн амьдруулахын,2023,5.0
            Хөвсгөл,Сэхээн амьдруулахын,2022,9.0
            Хөвсгөл,Сэхээн амьдруулахын,2021,0.0
            Хөвсгөл,Сэхээн амьдруулахын,2020,6.0
            Хөвсгөл,Сэхээн амьдруулахын,2019,0.0
            Хөвсгөл,Сэхээн амьдруулахын,2018,8.0
            Хөвсгөл,Сэхээн амьдруулахын,2017,10.0
            Хөвсгөл,Сэхээн амьдруулахын,2016,10.0
            Хөвсгөл,Сэхээн амьдруулахын,2015,7.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2025,19.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2024,17.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2023,12.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2022,10.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2021,19.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2020,15.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2019,17.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2018,11.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2017,13.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2016,11.0
            Хөвсгөл,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2015,11.0
            Хөвсгөл,Мэдрэлийн,2025,10.0
            Хөвсгөл,Мэдрэлийн,2024,11.0
            Хөвсгөл,Мэдрэлийн,2023,11.0
            Хөвсгөл,Мэдрэлийн,2022,11.0
            Хөвсгөл,Мэдрэлийн,2021,19.0
            Хөвсгөл,Мэдрэлийн,2020,7.0
            Хөвсгөл,Мэдрэлийн,2019,7.0
            Хөвсгөл,Мэдрэлийн,2018,11.0
            Хөвсгөл,Мэдрэлийн,2017,9.0
            Хөвсгөл,Мэдрэлийн,2016,4.0
            Хөвсгөл,Мэдрэлийн,2015,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2025,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2024,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2023,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2022,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2021,9.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2020,1.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2019,1.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2018,7.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2017,6.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2016,0.0
            Хөвсгөл,Эх барих эмэгтэйчүүдийн,2015,0.0
            Хөвсгөл,Хавдрын,2025,4.0
            Хөвсгөл,Хавдрын,2024,4.0
            Хөвсгөл,Хавдрын,2023,4.0
            Хөвсгөл,Хавдрын,2022,2.0
            Хөвсгөл,Хавдрын,2021,3.0
            Хөвсгөл,Хавдрын,2020,2.0
            Хөвсгөл,Хавдрын,2019,1.0
            Хөвсгөл,Хавдрын,2018,1.0
            Хөвсгөл,Хавдрын,2017,1.0
            Хөвсгөл,Хавдрын,2016,2.0
            Хөвсгөл,Хавдрын,2015,0.0
            Хөвсгөл,Сэтгэцийн,2025,8.0
            Хөвсгөл,Сэтгэцийн,2024,6.0
            Хөвсгөл,Сэтгэцийн,2023,6.0
            Хөвсгөл,Сэтгэцийн,2022,5.0
            Хөвсгөл,Сэтгэцийн,2021,5.0
            Хөвсгөл,Сэтгэцийн,2020,4.0
            Хөвсгөл,Сэтгэцийн,2019,4.0
            Хөвсгөл,Сэтгэцийн,2018,8.0
            Хөвсгөл,Сэтгэцийн,2017,6.0
            Хөвсгөл,Сэтгэцийн,2016,6.0
            Хөвсгөл,Сэтгэцийн,2015,4.0
            Хөвсгөл,Нүдний,2025,2.0
            Хөвсгөл,Нүдний,2024,1.0
            Хөвсгөл,Нүдний,2023,1.0
            Хөвсгөл,Нүдний,2022,2.0
            Хөвсгөл,Нүдний,2021,3.0
            Хөвсгөл,Нүдний,2020,1.0
            Хөвсгөл,Нүдний,2019,2.0
            Хөвсгөл,Нүдний,2018,1.0
            Хөвсгөл,Нүдний,2017,1.0
            Хөвсгөл,Нүдний,2016,2.0
            Хөвсгөл,Нүдний,2015,1.0
            Хөвсгөл,Чих хамар хоолойн,2025,2.0
            Хөвсгөл,Чих хамар хоолойн,2024,1.0
