Бүс,Үзүүлэлт,Он,value
            Ховд,Гэмтлийн,2016,2.0
            Ховд,Гэмтлийн,2015,2.0
            Ховд,Сэхээн амьдруулахын,2025,
            Ховд,Сэхээн амьдруулахын,2024,0.0
            Ховд,Сэхээн амьдруулахын,2023,11.0
            Ховд,Сэхээн амьдруулахын,2022,11.0
            Ховд,Сэхээн амьдруулахын,2021,0.0
            Ховд,Сэхээн амьдруулахын,2020,5.0
            Ховд,Сэхээн амьдруулахын,2019,0.0
            Ховд,Сэхээн амьдруулахын,2018,3.0
            Ховд,Сэхээн амьдруулахын,2017,7.0
            Ховд,Сэхээн амьдруулахын,2016,14.0
            Ховд,Сэхээн амьдруулахын,2015,15.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2025,30.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2024,29.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2023,14.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2022,15.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2021,21.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2020,13.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2019,15.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2018,13.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2017,7.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2016,8.0
            Ховд,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2015,7.0
            Ховд,Мэдрэлийн,2025,6.0
            Ховд,Мэдрэлийн,2024,5.0
            Ховд,Мэдрэлийн,2023,4.0
            Ховд,Мэдрэлийн,2022,4.0
            Ховд,Мэдрэлийн,2021,21.0
            Ховд,Мэдрэлийн,2020,4.0
            Ховд,Мэдрэлийн,2019,3.0
            Ховд,Мэдрэлийн,2018,4.0
            Ховд,Мэдрэлийн,2017,6.0
            Ховд,Мэдрэлийн,2016,4.0
            Ховд,Мэдрэлийн,2015,2.0
            Ховд,Эх барих эмэгтэйчүүдийн,2025,0.0
            Ховд,Эх барих эмэгтэйчүүдийн,2024,1.0
            Ховд,Эх барих эмэгтэйчүүдийн,2023,1.0
            Ховд,Эх барих эмэгтэйчүүдийн,2022,0.0
            Ховд,Эх барих эмэгтэйчүүдийн,2021,4.0
            Ховд,Эх барих эмэгтэйчүүдийн,2020,0.0
            Ховд,Эх барих эмэгтэйчүүдийн,2019,0.0
            Ховд,Эх барих эмэгтэйчүүдийн,2018,18.0
            Ховд,Эх барих эмэгтэйчүүдийн,2017,12.0
            Ховд,Эх барих эмэгтэйчүүдийн,2016,18.0
            Ховд,Эх барих эмэгтэйчүүдийн,2015,16.0
            Ховд,Хавдрын,2025,0.0
            Ховд,Хавдрын,2024,0.0
            Ховд,Хавдрын,2023,0.0
            Ховд,Хавдрын,2022,0.0
            Ховд,Хавдрын,2021,0.0
            Ховд,Хавдрын,2020,0.0
            Ховд,Хавдрын,2019,0.0
            Ховд,Хавдрын,2018,2.0
            Ховд,Хавдрын,2017,4.0
            Ховд,Хавдрын,2016,1.0
            Ховд,Хавдрын,2015,1.0
            Ховд,Сэтгэцийн,2025,8.0
            Ховд,Сэтгэцийн,2024,7.0
            Ховд,Сэтгэцийн,2023,7.0
            Ховд,Сэтгэцийн,2022,5.0
            Ховд,Сэтгэцийн,2021,5.0
            Ховд,Сэтгэцийн,2020,5.0
            Ховд,Сэтгэцийн,2019,5.0
            Ховд,Сэтгэцийн,2018,9.0
            Ховд,Сэтгэцийн,2017,7.0
            Ховд,Сэтгэцийн,2016,6.0
            Ховд,Сэтгэцийн,2015,5.0
            Ховд,Нүдний,2025,2.0
            Ховд,Нүдний,2024,2.0
            Ховд,Нүдний,2023,2.0
            Ховд,Нүдний,2022,2.0
            Ховд,Нүдний,2021,2.0
            Ховд,Нүдний,2020,1.0
            Ховд,Нүдний,2019,1.0
            Ховд,Нүдний,2018,2.0
            Ховд,Нүдний,2017,1.0
            Ховд,Нүдний,2016,1.0
            Ховд,Нүдний,2015,1.0
            Ховд,Чих хамар хоолойн,2025,2.0
            Ховд,Чих хамар хоолойн,2024,4.0
            Ховд,Чих хамар хоолойн,2023,4.0
            Ховд,Чих хамар хоолойн,2022,4.0
            Ховд,Чих хамар хоолойн,2021,2.0
            Ховд,Чих хамар хоолойн,2020,2.0
            Ховд,Чих хамар хоолойн,2019,2.0
            Ховд,Чих хамар хоолойн,2018,2.0
            Ховд,Чих хамар хоолойн,2017,2.0
            Ховд,Чих хамар хоолойн,2016,4.0
            Ховд,Чих хамар хоолойн,2015,4.0
            Ховд,"Арьс, харшлын",2025,5.0
            Ховд,"Арьс, харшлын",2024,5.0
            Ховд,"Арьс, харшлын",2023,5.0
            Ховд,"Арьс, харшлын",2022,4.0
            Ховд,"Арьс, харшлын",2021,4.0
            Ховд,"Арьс, харшлын",2020,4.0
            Ховд,"Арьс, харшлын",2019,3.0
            Ховд,"Арьс, харшлын",2018,4.0
            Ховд,"Арьс, харшлын",2017,5.0
            Ховд,"Арьс, харшлын",2016,2.0
            Ховд,"Арьс, харшлын",2015,2.0
            Ховд,Халдвартын,2025,27.0
            Ховд,Халдвартын,2024,30.0
            Ховд,Халдвартын,2023,27.0
            Ховд,Халдвартын,2022,33.0
            Ховд,Халдвартын,2021,25.0
            Ховд,Халдвартын,2020,22.0
            Ховд,Халдвартын,2019,14.0
            Ховд,Халдвартын,2018,2.0
            Ховд,Халдвартын,2017,8.0
            Ховд,Халдвартын,2016,4.0
            Ховд,Халдвартын,2015,4.0
            Ховд,Сүрьеэгийн,2025,
            Ховд,Сүрьеэгийн,2024,0.0
            Ховд,Сүрьеэгийн,2023,0.0
            Ховд,Сүрьеэгийн,2022,0.0
            Ховд,Сүрьеэгийн,2021,0.0
            Ховд,Сүрьеэгийн,2020,0.0
            Ховд,Сүрьеэгийн,2019,0.0
            Ховд,Сүрьеэгийн,2018,0.0
            Ховд,Сүрьеэгийн,2017,0.0
            Ховд,Сүрьеэгийн,2016,0.0
            Ховд,Сүрьеэгийн,2015,0.0
            Ховд,ДОХ/БЗДХ-ын/,2025,
            Ховд,ДОХ/БЗДХ-ын/,2024,0.0
            Ховд,ДОХ/БЗДХ-ын/,2023,0.0
            Ховд,ДОХ/БЗДХ-ын/,2022,0.0
            Ховд,ДОХ/БЗДХ-ын/,2021,0.0
            Ховд,ДОХ/БЗДХ-ын/,2020,0.0
            Ховд,ДОХ/БЗДХ-ын/,2019,0.0
            Ховд,ДОХ/БЗДХ-ын/,2018,2.0
            Ховд,ДОХ/БЗДХ-ын/,2017,1.0
            Ховд,ДОХ/БЗДХ-ын/,2016,1.0
            Ховд,ДОХ/БЗДХ-ын/,2015,1.0
            Ховд,Сэргээн засахын,2025,10.0
            Ховд,Сэргээн засахын,2024,8.0
            Ховд,Сэргээн засахын,2023,10.0
            Ховд,Сэргээн засахын,2022,6.0
            Ховд,Сэргээн засахын,2021,5.0
            Ховд,Сэргээн засахын,2020,5.0
            Ховд,Сэргээн засахын,2019,5.0
            Ховд,Сэргээн засахын,2018,3.0
            Ховд,Сэргээн засахын,2017,2.0
            Ховд,Сэргээн засахын,2016,1.0
            Ховд,Сэргээн засахын,2015,1.0
            Ховд,Хөнгөвчлөхийн,2025,2.0
            Ховд,Хөнгөвчлөхийн,2024,2.0
            Ховд,Хөнгөвчлөхийн,2023,2.0
            Ховд,Хөнгөвчлөхийн,2022,4.0
            Ховд,Хөнгөвчлөхийн,2021,4.0
            Ховд,Хөнгөвчлөхийн,2020,4.0
            Ховд,Хөнгөвчлөхийн,2019,3.0
            Ховд,Хөнгөвчлөхийн,2018,1.0
            Ховд,Хөнгөвчлөхийн,2017,0.0
            Ховд,Хөнгөвчлөхийн,2016,2.0
            Ховд,Хөнгөвчлөхийн,2015,3.0
            Ховд,Настны,2025,
            Ховд,Настны,2024,0.0
            Ховд,Настны,2023,0.0
            Ховд,Настны,2022,0.0
            Ховд,Настны,2021,0.0
            Ховд,Настны,2020,0.0
            Ховд,Настны,2019,0.0
            Ховд,Настны,2018,1.0
            Ховд,Настны,2017,0.0
            Ховд,Настны,2016,2.0
            Ховд,Настны,2015,2.0
            Ховд,Уламжлалт анагаахын,2025,18.0
            Ховд,Уламжлалт анагаахын,2024,16.0
            Ховд,Уламжлалт анагаахын,2023,14.0
            Ховд,Уламжлалт анагаахын,2022,18.0
            Ховд,Уламжлалт анагаахын,2021,14.0
            Ховд,Уламжлалт анагаахын,2020,14.0
            Ховд,Уламжлалт анагаахын,2019,12.0
            Ховд,Уламжлалт анагаахын,2018,14.0
            Ховд,Уламжлалт анагаахын,2017,11.0
            Ховд,Уламжлалт анагаахын,2016,11.0
            Ховд,Уламжлалт анагаахын,2015,9.0
            Ховд,Нүүр амны,2025,6.0
            Ховд,Нүүр амны,2024,4.0
            Ховд,Нүүр амны,2023,5.0
            Ховд,Нүүр амны,2022,3.0
            Ховд,Нүүр амны,2021,5.0
            Ховд,Нүүр амны,2020,4.0
            Ховд,Нүүр амны,2019,4.0
            Ховд,Нүүр амны,2018,4.0
            Ховд,Нүүр амны,2017,4.0
            Ховд,Нүүр амны,2016,5.0
            Ховд,Нүүр амны,2015,5.0
            Ховд,Бусад,2025,62.0
            Ховд,Бусад,2024,59.0
            Ховд,Бусад,2023,48.0
            Ховд,Бусад,2022,43.0
            Ховд,Бусад,2021,33.0
            Ховд,Бусад,2020,33.0
            Ховд,Бусад,2019,29.0
            Ховд,Бусад,2018,23.0
            Ховд,Бусад,2017,17.0
            Ховд,Бусад,2016,16.0
            Ховд,Бусад,2015,16.0
            Увс,Сувилагч-Бүгд,2025,344.0
            Увс,Сувилагч-Бүгд,2024,347.0
            Увс,Сувилагч-Бүгд,2023,349.0
            Увс,Сувилагч-Бүгд,2022,328.0
            Увс,Сувилагч-Бүгд,2021,314.0
            Увс,Сувилагч-Бүгд,2020,310.0
            Увс,Сувилагч-Бүгд,2019,293.0
            Увс,Сувилагч-Бүгд,2018,284.0
            Увс,Сувилагч-Бүгд,2017,259.0
            Увс,Сувилагч-Бүгд,2016,280.0
            Увс,Сувилагч-Бүгд,2015,269.0
            Увс,Ерөнхий мэргэжлийн,2025,104.0
            Увс,Ерөнхий мэргэжлийн,2024,120.0
            Увс,Ерөнхий мэргэжлийн,2023,146.0
            Увс,Ерөнхий мэргэжлийн,2022,149.0
            Увс,Ерөнхий мэргэжлийн,2021,168.0
            Увс,Ерөнхий мэргэжлийн,2020,162.0
            Увс,Ерөнхий мэргэжлийн,2019,169.0
            Увс,Ерөнхий мэргэжлийн,2018,169.0
            Увс,Ерөнхий мэргэжлийн,2017,161.0
            Увс,Ерөнхий мэргэжлийн,2016,186.0
            Увс,Ерөнхий мэргэжлийн,2015,172.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2025,215.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2024,204.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2023,176.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2022,157.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2021,130.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2020,131.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2019,110.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2018,103.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2017,89.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2016,88.0
            Увс,Үндсэн ба төрөлжсөн мэргэжлийн,2015,93.0
            Увс,Дотрын,2025,1.0
            Увс,Дотрын,2024,1.0
            Увс,Дотрын,2023,1.0
            Увс,Дотрын,2022,1.0
            Увс,Дотрын,2021,1.0
            Увс,Дотрын,2020,0.0
            Увс,Дотрын,2019,0.0
            Увс,Дотрын,2018,2.0
            Увс,Дотрын,2017,2.0
            Увс,Дотрын,2016,2.0
            Увс,Дотрын,2015,2.0
            Увс,Хүүхдийн,2025,50.0
            Увс,Хүүхдийн,2024,45.0
            Увс,Хүүхдийн,2023,41.0
            Увс,Хүүхдийн,2022,35.0
            Увс,Хүүхдийн,2021,29.0
            Увс,Хүүхдийн,2020,29.0
            Увс,Хүүхдийн,2019,29.0
            Увс,Хүүхдийн,2018,29.0
            Увс,Хүүхдийн,2017,23.0
            Увс,Хүүхдийн,2016,27.0
            Увс,Хүүхдийн,2015,33.0
            Увс,Мэс заслын,2025,22.0
            Увс,Мэс заслын,2024,23.0
            Увс,Мэс заслын,2023,22.0
            Увс,Мэс заслын,2022,21.0
            Увс,Мэс заслын,2021,22.0
            Увс,Мэс заслын,2020,23.0
            Увс,Мэс заслын,2019,21.0
            Увс,Мэс заслын,2018,13.0
            Увс,Мэс заслын,2017,13.0
            Увс,Мэс заслын,2016,11.0
            Увс,Мэс заслын,2015,10.0
            Увс,Гэмтлийн,2025,8.0
            Увс,Гэмтлийн,2024,11.0
            Увс,Гэмтлийн,2023,12.0
            Увс,Гэмтлийн,2022,11.0
            Увс,Гэмтлийн,2021,5.0
            Увс,Гэмтлийн,2020,5.0
            Увс,Гэмтлийн,2019,7.0
            Увс,Гэмтлийн,2018,7.0
            Увс,Гэмтлийн,2017,6.0
            Увс,Гэмтлийн,2016,3.0
            Увс,Гэмтлийн,2015,4.0
            Увс,Сэхээн амьдруулахын,2025,
            Увс,Сэхээн амьдруулахын,2024,0.0
            Увс,Сэхээн амьдруулахын,2023,7.0
            Увс,Сэхээн амьдруулахын,2022,7.0
            Увс,Сэхээн амьдруулахын,2021,2.0
            Увс,Сэхээн амьдруулахын,2020,4.0
            Увс,Сэхээн амьдруулахын,2019,0.0
            Увс,Сэхээн амьдруулахын,2018,6.0
            Увс,Сэхээн амьдруулахын,2017,4.0
            Увс,Сэхээн амьдруулахын,2016,4.0
            Увс,Сэхээн амьдруулахын,2015,4.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2025,24.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2024,23.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2023,8.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2022,8.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2021,12.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2020,6.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2019,13.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2018,5.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2017,6.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2016,5.0
            Увс,"Мэдээгүйжүүлэлт, эрчимт эмчилгээний",2015,7.0
            Увс,Мэдрэлийн,2025,5.0
            Увс,Мэдрэлийн,2024,5.0
            Увс,Мэдрэлийн,2023,4.0
            Увс,Мэдрэлийн,2022,3.0
            Увс,Мэдрэлийн,2021,12.0
            Увс,Мэдрэлийн,2020,3.0
            Увс,Мэдрэлийн,2019,2.0
            Увс,Мэдрэлийн,2018,2.0
            Увс,Мэдрэлийн,2017,1.0
            Увс,Мэдрэлийн,2016,1.0
            Увс,Мэдрэлийн,2015,1.0
            Увс,Эх барих эмэгтэйчүүдийн,2025,0.0
            Увс,Эх барих эмэгтэйчүүдийн,2024,1.0
            Увс,Эх барих эмэгтэйчүүдийн,2023,2.0
            Увс,Эх барих эмэгтэйчүүдийн,2022,3.0
            Увс,Эх барих эмэгтэйчүүдийн,2021,2.0
            Увс,Эх барих эмэгтэйчүүдийн,2020,1.0
            Увс,Эх барих эмэгтэйчүүдийн,2019,4.0
            Увс,Эх барих эмэгтэйчүүдийн,2018,11.0
            Увс,Эх барих эмэгтэйчүүдийн,2017,11.0
            Увс,Эх барих эмэгтэйчүүдийн,2016,8.0
            Увс,Эх барих эмэгтэйчүүдийн,2015,9.0
            Увс,Хавдрын,2025,2.0
            Увс,Хавдрын,2024,2.0
            Увс,Хавдрын,2023,0.0
            Увс,Хавдрын,2022,0.0
            Увс,Хавдрын,2021,1.0
            Увс,Хавдрын,2020,1.0
            Увс,Хавдрын,2019,1.0
            Увс,Хавдрын,2018,1.0
            Увс,Хавдрын,2017,2.0
            Увс,Хавдрын,2016,2.0
            Увс,Хавдрын,2015,1.0
            Увс,Сэтгэцийн,2025,5.0
            Увс,Сэтгэцийн,2024,4.0
            Увс,Сэтгэцийн,2023,2.0
            Увс,Сэтгэцийн,2022,2.0
            Увс,Сэтгэцийн,2021,2.0
            Увс,Сэтгэцийн,2020,2.0
            Увс,Сэтгэцийн,2019,2.0
            Увс,Сэтгэцийн,2018,1.0
            Увс,Сэтгэцийн,2017,2.0
            Увс,Сэтгэцийн,2016,2.0
            Увс,Сэтгэцийн,2015,2.0
            Увс,Нүдний,2025,2.0
            Увс,Нүдний,2024,2.0
            Увс,Нүдний,2023,3.0
            Увс,Нүдний,2022,2.0
            Увс,Нүдний,2021,2.0
            Увс,Нүдний,2020,2.0
            Увс,Нүдний,2019,2.0
            Увс,Нүдний,2018,1.0
            Увс,Нүдний,2017,1.0
            Увс,Нүдний,2016,1.0
            Увс,Нүдний,2015,1.0
            Увс,Чих хамар хоолойн,2025,2.0
            Увс,Чих хамар хоолойн,2024,2.0
            Увс,Чих хамар хоолойн,2023,2.0
            Увс,Чих хамар хоолойн,2022,2.0
            Увс,Чих хамар хоолойн,2021,2.0
            Увс,Чих хамар хоолойн,2020,3.0
            Увс,Чих хамар хоолойн,2019,2.0
            Увс,Чих хамар хоолойн,2018,2.0
            Увс,Чих хамар хоолойн,2017,2.0
            Увс,Чих хамар хоолойн,2016,2.0
            Увс,Чих хамар хоолойн,2015,2.0
            Увс,"Арьс, харшлын",2025,5.0
            Увс,"Арьс, харшлын",2024,5.0
            Увс,"Арьс, харшлын",2023,4.0
            Увс,"Арьс, харшлын",2022,3.0
            Увс,"Арьс, харшлын",2021,1.0
            Увс,"Арьс, харшлын",2020,1.0
            Увс,"Арьс, харшлын",2019,1.0
            Увс,"Арьс, харшлын",2018,2.0
            Увс,"Арьс, харшлын",2017,2.0
            Увс,"Арьс, харшлын",2016,2.0
            Увс,"Арьс, харшлын",2015,2.0
            Увс,Халдвартын,2025,35.0
            Увс,Халдвартын,2024,29.0
            Увс,Халдвартын,2023,30.0
            Увс,Халдвартын,2022,28.0
            Увс,Халдвартын,2021,23.0
            Увс,Халдвартын,2020,20.0
            Увс,Халдвартын,2019,2.0
            Увс,Халдвартын,2018,10.0
            Увс,Халдвартын,2017,8.0
            Увс,Халдвартын,2016,9.0
            Увс,Халдвартын,2015,6.0
            Увс,Сүрьеэгийн,2025,
            Увс,Сүрьеэгийн,2024,0.0
            Увс,Сүрьеэгийн,2023,0.0
            Увс,Сүрьеэгийн,2022,0.0
            Увс,Сүрьеэгийн,2021,0.0
            Увс,Сүрьеэгийн,2020,0.0
            Увс,Сүрьеэгийн,2019,0.0
            Увс,Сүрьеэгийн,2018,5.0
            Увс,Сүрьеэгийн,2017,5.0
            Увс,Сүрьеэгийн,2016,5.0
            Увс,Сүрьеэгийн,2015,5.0
            Увс,ДОХ/БЗДХ-ын/,2025,
            Увс,ДОХ/БЗДХ-ын/,2024,0.0
            Увс,ДОХ/БЗДХ-ын/,2023,0.0
            Увс,ДОХ/БЗДХ-ын/,2022,0.0
            Увс,ДОХ/БЗДХ-ын/,2021,4.0
            Увс,ДОХ/БЗДХ-ын/,2020,0.0
            Увс,ДОХ/БЗДХ-ын/,2019,0.0
            Увс,ДОХ/БЗДХ-ын/,2018,2.0
            Увс,ДОХ/БЗДХ-ын/,2017,3.0
            Увс,ДОХ/БЗДХ-ын/,2016,4.0
            Увс,ДОХ/БЗДХ-ын/,2015,1.0
            Увс,Сэргээн засахын,2025,5.0
            Увс,Сэргээн засахын,2024,6.0
            Увс,Сэргээн засахын,2023,4.0
            Увс,Сэргээн засахын,2022,4.0
            Увс,Сэргээн засахын,2021,4.0
            Увс,Сэргээн засахын,2020,6.0
            Увс,Сэргээн засахын,2019,3.0
            Увс,Сэргээн засахын,2018,4.0
            Увс,Сэргээн засахын,2017,4.0
            Увс,Сэргээн засахын,2016,5.0
            Увс,Сэргээн засахын,2015,4.0
            Увс,Хөнгөвчлөхийн,2025,5.0
            Увс,Хөнгөвчлөхийн,2024,5.0
            Увс,Хөнгөвчлөхийн,2023,6.0
            Увс,Хөнгөвчлөхийн,2022,6.0
            Увс,Хөнгөвчлөхийн,2021,4.0
            Увс,Хөнгөвчлөхийн,2020,5.0
            Увс,Хөнгөвчлөхийн,2019,4.0
            Увс,Хөнгөвчлөхийн,2018,2.0
            Увс,Хөнгөвчлөхийн,2017,0.0
            Увс,Хөнгөвчлөхийн,2016,1.0
            Увс,Хөнгөвчлөхийн,2015,0.0
            Увс,Настны,2025,
            Увс,Настны,2024,0.0
            Увс,Настны,2023,0.0
            Увс,Настны,2022,0.0
            Увс,Настны,2021,13.0
            Увс,Настны,2020,0.0
            Увс,Настны,2019,0.0
            Увс,Настны,2018,2.0
            Увс,Настны,2017,1.0
            Увс,Настны,2016,1.0
            Увс,Настны,2015,1.0
            Увс,Уламжлалт анагаахын,2025,19.0
            Увс,Уламжлалт анагаахын,2024,17.0
            Увс,Уламжлалт анагаахын,2023,23.0
            Увс,Уламжлалт анагаахын,2022,19.0
            Увс,Уламжлалт анагаахын,2021,13.0
            Увс,Уламжлалт анагаахын,2020,13.0
            Увс,Уламжлалт анагаахын,2019,9.0
            Увс,Уламжлалт анагаахын,2018,9.0
            Увс,Уламжлалт анагаахын,2017,7.0
            Увс,Уламжлалт анагаахын,2016,4.0
            Увс,Уламжлалт анагаахын,2015,2.0
            Увс,Нүүр амны,2025,6.0
            Увс,Нүүр амны,2024,6.0
            Увс,Нүүр амны,2023,4.0
            Увс,Нүүр амны,2022,3.0
            Увс,Нүүр амны,2021,3.0
            Увс,Нүүр амны,2020,4.0
            Увс,Нүүр амны,2019,5.0
            Увс,Нүүр амны,2018,3.0
            Увс,Нүүр амны,2017,2.0
            Увс,Нүүр амны,2016,2.0
            Увс,Нүүр амны,2015,2.0
            Увс,Бусад,2025,44.0
            Увс,Бусад,2024,40.0
            Увс,Бусад,2023,28.0
            Увс,Бусад,2022,21.0
            Увс,Бусад,2021,18.0
            Увс,Бусад,2020,20.0
            Увс,Бусад,2019,17.0
            Увс,Бусад,2018,3.0
            Увс,Бусад,2017,1.0
            Увс,Бусад,2016,2.0
            Увс,Бусад,2015,4.0
    Хангайн бүс,Сувилагч-Бүгд,2025,2297.0
    Хангайн бүс,Сувилагч-Бүгд,2024,2319.0
    Хангайн бүс,Сувилагч-Бүгд,2023,2200.0
    Хангайн бүс,Сувилагч-Бүгд,2022,2167.0
    Хангайн бүс,Сувилагч-Бүгд,2021,2092.0
    Хангайн бүс,Сувилагч-Бүгд,2020,2017.0
    Хангайн бүс,Сувилагч-Бүгд,2019,1967.0
    Хангайн бүс,Сувилагч-Бүгд,2018,1940.0
    Хангайн бүс,Сувилагч-Бүгд,2017,1877.0
    Хангайн бүс,Сувилагч-Бүгд,2016,1867.0
    Хангайн бүс,Сувилагч-Бүгд,2015,1804.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2025,1050.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2024,1147.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2023,1058.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2022,1132.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2021,1060.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2020,970.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2019,1009.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2018,1011.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2017,1000.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2016,1055.0
    Хангайн бүс,Ерөнхий мэргэжлийн,2015,1099.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2025,1102.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2024,1010.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2023,988.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2022,922.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2021,934.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2020,942.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2019,840.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2018,817.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2017,777.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2016,715.0
    Хангайн бүс,Үндсэн ба төрөлжсөн мэргэжлийн,2015,625.0
    Хангайн бүс,Дотрын,2025,35.0
    Хангайн бүс,Дотрын,2024,28.0
    Хангайн бүс,Дотрын,2023,25.0
    Хангайн бүс,Дотрын,2022,29.0
    Хангайн бүс,Дотрын,2021,48.0
    Хангайн бүс,Дотрын,2020,55.0
    Хангайн бүс,Дотрын,2019,49.0
    Хангайн бүс,Дотрын,2018,62.0
    Хангайн бүс,Дотрын,2017,60.0
    Хангайн бүс,Дотрын,2016,43.0
    Хангайн бүс,Дотрын,2015,53.0
    Хангайн бүс,Хүүхдийн,2025,158.0
    Хангайн бүс,Хүүхдийн,2024,153.0
    Хангайн бүс,Хүүхдийн,2023,169.0
    Хангайн бүс,Хүүхдийн,2022,146.0
    Хангайн бүс,Хүүхдийн,2021,146.0
    Хангайн бүс,Хүүхдийн,2020,133.0
    Хангайн бүс,Хүүхдийн,2019,125.0
    Хангайн бүс,Хүүхдийн,2018,140.0
    Хангайн бүс,Хүүхдийн,2017,143.0
    Хангайн бүс,Хүүхдийн,2016,147.0
    Хангайн бүс,Хүүхдийн,2015,126.0
    Хангайн бүс,Мэс заслын,2025,98.0
    Хангайн бүс,Мэс заслын,2024,97.0
    Хангайн бүс,Мэс заслын,2023,105.0
    Хангайн бүс,Мэс заслын,2022,94.0
    Хангайн бүс,Мэс заслын,2021,103.0
    Хангайн бүс,Мэс заслын,2020,107.0
    Хангайн бүс,Мэс заслын,2019,97.0
    Хангайн бүс,Мэс заслын,2018,113.0
    Хангайн бүс,Мэс заслын,2017,96.0
    Хангайн бүс,Мэс заслын,2016,85.0
    Хангайн бүс,Мэс заслын,2015,90.0
    Хангайн бүс,Гэмтлийн,2025,28.0
    Хангайн бүс,Гэмтлийн,2024,22.0
    Хангайн бүс,Гэмтлийн,2023,21.0
    Хангайн бүс,Гэмтлийн,2022,21.0
    Хангайн бүс,Гэмтлийн,2021,21.0
    Хангайн бүс,Гэмтлийн,2020,16.0
    Хангайн бүс,Гэмтлийн,2019,19.0
    Хангайн бүс,Гэмтлийн,2018,15.0
    Хангайн бүс,Гэмтлийн,2017,20.0
    Хангайн бүс,Гэмтлийн,2016,16.0
    Хангайн бүс,Гэмтлийн,2015,13.0
    Хангайн бүс,Сэхээн амьдруулахын,2025,0.0
    Хангайн бүс,Сэхээн амьдруулахын,2024,0.0
    Хангайн бүс,Сэхээн амьдруулахын,2023,48.0
    Хангайн бүс,Сэхээн амьдруулахын,2022,55.0
    Хангайн бүс,Сэхээн амьдруулахын,2021,0.0
    Хангайн бүс,Сэхээн амьдруулахын,2020,37.0
    Хангайн бүс,Сэхээн амьдруулахын,2019,0.0
    Хангайн бүс,Сэхээн амьдруулахын,2018,45.0
    Хангайн бүс,Сэхээн амьдруулахын,2017,41.0
