Region,Indicator,Year,value
 Darkhan-Uul, Tuberculosis,2025,
 Darkhan-Uul, Tuberculosis,2024,0.0
 Darkhan-Uul, Tuberculosis,2023,0.0
 Darkhan-Uul, Tuberculosis,2022,0.0
 Darkhan-Uul, Tuberculosis,2021,0.0
 Darkhan-Uul, Tuberculosis,2020,0.0
 Darkhan-Uul, Tuberculosis,2019,0.0
 Darkhan-Uul, Tuberculosis,2018,12.0
 Darkhan-Uul, Tuberculosis,2017,15.0
 Darkhan-Uul, Tuberculosis,2016,15.0
 Darkhan-Uul, Tuberculosis,2015,15.0
 Darkhan-Uul, HIV/Venerology,2025,
 Darkhan-Uul, HIV/Venerology,2024,0.0
 Darkhan-Uul, HIV/Venerology,2023,0.0
 Darkhan-Uul, HIV/Venerology,2022,0.0
 Darkhan-Uul, HIV/Venerology,2021,0.0
 Darkhan-Uul, HIV/Venerology,2020,0.0
 Darkhan-Uul, HIV/Venerology,2019,0.0
 Darkhan-Uul, HIV/Venerology,2018,1.0
 Darkhan-Uul, HIV/Venerology,2017,1.0
 Darkhan-Uul, HIV/Venerology,2016,1.0
 Darkhan-Uul, HIV/Venerology,2015,1.0
 Darkhan-Uul, Physiotherapists,2025,26.0
 Darkhan-Uul, Physiotherapists,2024,28.0
 Darkhan-Uul, Physiotherapists,2023,24.0
 Darkhan-Uul, Physiotherapists,2022,21.0
 Darkhan-Uul, Physiotherapists,2021,19.0
 Darkhan-Uul, Physiotherapists,2020,20.0
 Darkhan-Uul, Physiotherapists,2019,23.0
 Darkhan-Uul, Physiotherapists,2018,15.0
 Darkhan-Uul, Physiotherapists,2017,10.0
 Darkhan-Uul, Physiotherapists,2016,10.0
 Darkhan-Uul, Physiotherapists,2015,10.0
 Darkhan-Uul, Palliative care,2025,7.0
 Darkhan-Uul, Palliative care,2024,6.0
 Darkhan-Uul, Palliative care,2023,3.0
 Darkhan-Uul, Palliative care,2022,3.0
 Darkhan-Uul, Palliative care,2021,4.0
 Darkhan-Uul, Palliative care,2020,2.0
 Darkhan-Uul, Palliative care,2019,2.0
 Darkhan-Uul, Palliative care,2018,2.0
 Darkhan-Uul, Palliative care,2017,2.0
 Darkhan-Uul, Palliative care,2016,2.0
 Darkhan-Uul, Palliative care,2015,2.0
 Darkhan-Uul, Elderly,2025,
 Darkhan-Uul, Elderly,2024,0.0
 Darkhan-Uul, Elderly,2023,0.0
 Darkhan-Uul, Elderly,2022,0.0
 Darkhan-Uul, Elderly,2021,0.0
 Darkhan-Uul, Elderly,2020,0.0
 Darkhan-Uul, Elderly,2019,0.0
 Darkhan-Uul, Elderly,2018,5.0
 Darkhan-Uul, Elderly,2017,5.0
 Darkhan-Uul, Elderly,2016,4.0
 Darkhan-Uul, Elderly,2015,5.0
 Darkhan-Uul, Traditional medicine doctor,2025,31.0
 Darkhan-Uul, Traditional medicine doctor,2024,35.0
 Darkhan-Uul, Traditional medicine doctor,2023,40.0
 Darkhan-Uul, Traditional medicine doctor,2022,26.0
 Darkhan-Uul, Traditional medicine doctor,2021,29.0
 Darkhan-Uul, Traditional medicine doctor,2020,30.0
 Darkhan-Uul, Traditional medicine doctor,2019,32.0
 Darkhan-Uul, Traditional medicine doctor,2018,10.0
 Darkhan-Uul, Traditional medicine doctor,2017,11.0
 Darkhan-Uul, Traditional medicine doctor,2016,11.0
 Darkhan-Uul, Traditional medicine doctor,2015,11.0
 Darkhan-Uul, Dentist & stamatologist,2025,25.0
 Darkhan-Uul, Dentist & stamatologist,2024,21.0
 Darkhan-Uul, Dentist & stamatologist,2023,24.0
 Darkhan-Uul, Dentist & stamatologist,2022,26.0
 Darkhan-Uul, Dentist & stamatologist,2021,28.0
 Darkhan-Uul, Dentist & stamatologist,2020,25.0
 Darkhan-Uul, Dentist & stamatologist,2019,24.0
 Darkhan-Uul, Dentist & stamatologist,2018,8.0
 Darkhan-Uul, Dentist & stamatologist,2017,20.0
 Darkhan-Uul, Dentist & stamatologist,2016,21.0
 Darkhan-Uul, Dentist & stamatologist,2015,21.0
 Darkhan-Uul, Other,2025,69.0
 Darkhan-Uul, Other,2024,72.0
 Darkhan-Uul, Other,2023,46.0
 Darkhan-Uul, Other,2022,57.0
 Darkhan-Uul, Other,2021,60.0
 Darkhan-Uul, Other,2020,55.0
 Darkhan-Uul, Other,2019,49.0
 Darkhan-Uul, Other,2018,48.0
 Darkhan-Uul, Other,2017,26.0
 Darkhan-Uul, Other,2016,41.0
 Darkhan-Uul, Other,2015,36.0
 Dornogovi,Nurses-Total,2025,286.0
 Dornogovi,Nurses-Total,2024,282.0
 Dornogovi,Nurses-Total,2023,253.0
 Dornogovi,Nurses-Total,2022,261.0
 Dornogovi,Nurses-Total,2021,251.0
 Dornogovi,Nurses-Total,2020,271.0
 Dornogovi,Nurses-Total,2019,236.0
 Dornogovi,Nurses-Total,2018,250.0
 Dornogovi,Nurses-Total,2017,254.0
 Dornogovi,Nurses-Total,2016,226.0
 Dornogovi,Nurses-Total,2015,208.0
 Dornogovi, General practitioners,2025,88.0
 Dornogovi, General practitioners,2024,91.0
 Dornogovi, General practitioners,2023,78.0
 Dornogovi, General practitioners,2022,79.0
 Dornogovi, General practitioners,2021,81.0
 Dornogovi, General practitioners,2020,104.0
 Dornogovi, General practitioners,2019,114.0
 Dornogovi, General practitioners,2018,132.0
 Dornogovi, General practitioners,2017,146.0
 Dornogovi, General practitioners,2016,142.0
 Dornogovi, General practitioners,2015,120.0
 Dornogovi, Basic and specialized,2025,187.0
 Dornogovi, Basic and specialized,2024,183.0
 Dornogovi, Basic and specialized,2023,113.0
 Dornogovi, Basic and specialized,2022,142.0
 Dornogovi, Basic and specialized,2021,137.0
 Dornogovi, Basic and specialized,2020,117.0
 Dornogovi, Basic and specialized,2019,111.0
 Dornogovi, Basic and specialized,2018,112.0
 Dornogovi, Basic and specialized,2017,100.0
 Dornogovi, Basic and specialized,2016,77.0
 Dornogovi, Basic and specialized,2015,81.0
 Dornogovi, Internists,2025,4.0
 Dornogovi, Internists,2024,4.0
 Dornogovi, Internists,2023,7.0
 Dornogovi, Internists,2022,7.0
 Dornogovi, Internists,2021,2.0
 Dornogovi, Internists,2020,2.0
 Dornogovi, Internists,2019,2.0
 Dornogovi, Internists,2018,2.0
 Dornogovi, Internists,2017,1.0
 Dornogovi, Internists,2016,2.0
 Dornogovi, Internists,2015,6.0
 Dornogovi, Pediatrics,2025,17.0
 Dornogovi, Pediatrics,2024,17.0
 Dornogovi, Pediatrics,2023,19.0
 Dornogovi, Pediatrics,2022,14.0
 Dornogovi, Pediatrics,2021,15.0
 Dornogovi, Pediatrics,2020,17.0
 Dornogovi, Pediatrics,2019,15.0
 Dornogovi, Pediatrics,2018,14.0
 Dornogovi, Pediatrics,2017,21.0
 Dornogovi, Pediatrics,2016,12.0
 Dornogovi, Pediatrics,2015,14.0
 Dornogovi, Surgical,2025,17.0
 Dornogovi, Surgical,2024,16.0
 Dornogovi, Surgical,2023,15.0
 Dornogovi, Surgical,2022,11.0
 Dornogovi, Surgical,2021,13.0
 Dornogovi, Surgical,2020,13.0
 Dornogovi, Surgical,2019,16.0
 Dornogovi, Surgical,2018,17.0
 Dornogovi, Surgical,2017,12.0
 Dornogovi, Surgical,2016,13.0
 Dornogovi, Surgical,2015,19.0
 Dornogovi, Traumotologists,2025,5.0
 Dornogovi, Traumotologists,2024,5.0
 Dornogovi, Traumotologists,2023,2.0
 Dornogovi, Traumotologists,2022,3.0
 Dornogovi, Traumotologists,2021,3.0
 Dornogovi, Traumotologists,2020,5.0
 Dornogovi, Traumotologists,2019,4.0
 Dornogovi, Traumotologists,2018,3.0
 Dornogovi, Traumotologists,2017,3.0
 Dornogovi, Traumotologists,2016,2.0
 Dornogovi, Traumotologists,2015,1.0
 Dornogovi, Сэхээн амьдруулахын,2025,
 Dornogovi, Сэхээн амьдруулахын,2024,0.0
 Dornogovi, Сэхээн амьдруулахын,2023,7.0
 Dornogovi, Сэхээн амьдруулахын,2022,9.0
 Dornogovi, Сэхээн амьдруулахын,2021,0.0
 Dornogovi, Сэхээн амьдруулахын,2020,6.0
 Dornogovi, Сэхээн амьдруулахын,2019,0.0
 Dornogovi, Сэхээн амьдруулахын,2018,2.0
 Dornogovi, Сэхээн амьдруулахын,2017,0.0
 Dornogovi, Сэхээн амьдруулахын,2016,0.0
 Dornogovi, Сэхээн амьдруулахын,2015,4.0
 Dornogovi, Anaesthesiologists,2025,19.0
 Dornogovi, Anaesthesiologists,2024,20.0
 Dornogovi, Anaesthesiologists,2023,5.0
 Dornogovi, Anaesthesiologists,2022,7.0
 Dornogovi, Anaesthesiologists,2021,17.0
 Dornogovi, Anaesthesiologists,2020,8.0
 Dornogovi, Anaesthesiologists,2019,12.0
 Dornogovi, Anaesthesiologists,2018,13.0
 Dornogovi, Anaesthesiologists,2017,14.0
 Dornogovi, Anaesthesiologists,2016,5.0
 Dornogovi, Anaesthesiologists,2015,6.0
 Dornogovi, Neurologists,2025,7.0
 Dornogovi, Neurologists,2024,2.0
 Dornogovi, Neurologists,2023,2.0
 Dornogovi, Neurologists,2022,4.0
 Dornogovi, Neurologists,2021,17.0
 Dornogovi, Neurologists,2020,6.0
 Dornogovi, Neurologists,2019,3.0
 Dornogovi, Neurologists,2018,2.0
 Dornogovi, Neurologists,2017,0.0
 Dornogovi, Neurologists,2016,0.0
 Dornogovi, Neurologists,2015,5.0
 Dornogovi, Obstetrics & gynecologists,2025,0.0
 Dornogovi, Obstetrics & gynecologists,2024,0.0
 Dornogovi, Obstetrics & gynecologists,2023,0.0
 Dornogovi, Obstetrics & gynecologists,2022,1.0
 Dornogovi, Obstetrics & gynecologists,2021,4.0
 Dornogovi, Obstetrics & gynecologists,2020,1.0
 Dornogovi, Obstetrics & gynecologists,2019,1.0
 Dornogovi, Obstetrics & gynecologists,2018,1.0
 Dornogovi, Obstetrics & gynecologists,2017,2.0
 Dornogovi, Obstetrics & gynecologists,2016,1.0
 Dornogovi, Obstetrics & gynecologists,2015,1.0
 Dornogovi, Oncologists,2025,1.0
 Dornogovi, Oncologists,2024,1.0
 Dornogovi, Oncologists,2023,1.0
 Dornogovi, Oncologists,2022,1.0
 Dornogovi, Oncologists,2021,0.0
 Dornogovi, Oncologists,2020,2.0
 Dornogovi, Oncologists,2019,1.0
 Dornogovi, Oncologists,2018,0.0
 Dornogovi, Oncologists,2017,0.0
 Dornogovi, Oncologists,2016,0.0
 Dornogovi, Oncologists,2015,0.0
 Dornogovi, Psychiatrists,2025,0.0
 Dornogovi, Psychiatrists,2024,0.0
 Dornogovi, Psychiatrists,2023,1.0
 Dornogovi, Psychiatrists,2022,0.0
 Dornogovi, Psychiatrists,2021,1.0
 Dornogovi, Psychiatrists,2020,0.0
 Dornogovi, Psychiatrists,2019,0.0
 Dornogovi, Psychiatrists,2018,0.0
 Dornogovi, Psychiatrists,2017,0.0
 Dornogovi, Psychiatrists,2016,0.0
 Dornogovi, Psychiatrists,2015,1.0
 Dornogovi, Ophtalmologists,2025,1.0
 Dornogovi, Ophtalmologists,2024,1.0
 Dornogovi, Ophtalmologists,2023,1.0
 Dornogovi, Ophtalmologists,2022,1.0
 Dornogovi, Ophtalmologists,2021,1.0
 Dornogovi, Ophtalmologists,2020,1.0
 Dornogovi, Ophtalmologists,2019,1.0
 Dornogovi, Ophtalmologists,2018,2.0
 Dornogovi, Ophtalmologists,2017,2.0
 Dornogovi, Ophtalmologists,2016,2.0
 Dornogovi, Ophtalmologists,2015,1.0
 Dornogovi, Otorhinolaryngologists,2025,1.0
 Dornogovi, Otorhinolaryngologists,2024,2.0
 Dornogovi, Otorhinolaryngologists,2023,1.0
 Dornogovi, Otorhinolaryngologists,2022,3.0
 Dornogovi, Otorhinolaryngologists,2021,3.0
 Dornogovi, Otorhinolaryngologists,2020,3.0
 Dornogovi, Otorhinolaryngologists,2019,2.0
 Dornogovi, Otorhinolaryngologists,2018,1.0
 Dornogovi, Otorhinolaryngologists,2017,0.0
 Dornogovi, Otorhinolaryngologists,2016,1.0
 Dornogovi, Otorhinolaryngologists,2015,1.0
 Dornogovi, Dermatologists,2025,0.0
 Dornogovi, Dermatologists,2024,1.0
 Dornogovi, Dermatologists,2023,0.0
 Dornogovi, Dermatologists,2022,0.0
 Dornogovi, Dermatologists,2021,0.0
 Dornogovi, Dermatologists,2020,0.0
 Dornogovi, Dermatologists,2019,1.0
 Dornogovi, Dermatologists,2018,1.0
 Dornogovi, Dermatologists,2017,0.0
 Dornogovi, Dermatologists,2016,0.0
 Dornogovi, Dermatologists,2015,0.0
 Dornogovi, Infections,2025,32.0
 Dornogovi, Infections,2024,30.0
 Dornogovi, Infections,2023,29.0
 Dornogovi, Infections,2022,28.0
 Dornogovi, Infections,2021,24.0
 Dornogovi, Infections,2020,17.0
 Dornogovi, Infections,2019,10.0
 Dornogovi, Infections,2018,9.0
 Dornogovi, Infections,2017,9.0
 Dornogovi, Infections,2016,7.0
 Dornogovi, Infections,2015,8.0
 Dornogovi, Tuberculosis,2025,
 Dornogovi, Tuberculosis,2024,0.0
 Dornogovi, Tuberculosis,2023,0.0
 Dornogovi, Tuberculosis,2022,0.0
 Dornogovi, Tuberculosis,2021,0.0
 Dornogovi, Tuberculosis,2020,0.0
 Dornogovi, Tuberculosis,2019,0.0
 Dornogovi, Tuberculosis,2018,3.0
 Dornogovi, Tuberculosis,2017,3.0
 Dornogovi, Tuberculosis,2016,1.0
 Dornogovi, Tuberculosis,2015,1.0
 Dornogovi, HIV/Venerology,2025,
 Dornogovi, HIV/Venerology,2024,0.0
 Dornogovi, HIV/Venerology,2023,0.0
 Dornogovi, HIV/Venerology,2022,0.0
 Dornogovi, HIV/Venerology,2021,0.0
 Dornogovi, HIV/Venerology,2020,0.0
 Dornogovi, HIV/Venerology,2019,0.0
 Dornogovi, HIV/Venerology,2018,1.0
 Dornogovi, HIV/Venerology,2017,2.0
 Dornogovi, HIV/Venerology,2016,2.0
 Dornogovi, HIV/Venerology,2015,1.0
 Dornogovi, Physiotherapists,2025,26.0
 Dornogovi, Physiotherapists,2024,24.0
 Dornogovi, Physiotherapists,2023,18.0
 Dornogovi, Physiotherapists,2022,13.0
 Dornogovi, Physiotherapists,2021,18.0
 Dornogovi, Physiotherapists,2020,12.0
 Dornogovi, Physiotherapists,2019,11.0
 Dornogovi, Physiotherapists,2018,12.0
 Dornogovi, Physiotherapists,2017,13.0
 Dornogovi, Physiotherapists,2016,12.0
 Dornogovi, Physiotherapists,2015,8.0
 Dornogovi, Palliative care,2025,6.0
 Dornogovi, Palliative care,2024,4.0
 Dornogovi, Palliative care,2023,5.0
 Dornogovi, Palliative care,2022,3.0
 Dornogovi, Palliative care,2021,2.0
 Dornogovi, Palliative care,2020,2.0
 Dornogovi, Palliative care,2019,1.0
 Dornogovi, Palliative care,2018,2.0
 Dornogovi, Palliative care,2017,2.0
 Dornogovi, Palliative care,2016,1.0
 Dornogovi, Palliative care,2015,1.0
 Dornogovi, Elderly,2025,
 Dornogovi, Elderly,2024,0.0
 Dornogovi, Elderly,2023,0.0
 Dornogovi, Elderly,2022,0.0
 Dornogovi, Elderly,2021,0.0
 Dornogovi, Elderly,2020,0.0
 Dornogovi, Elderly,2019,0.0
 Dornogovi, Elderly,2018,1.0
 Dornogovi, Elderly,2017,0.0
 Dornogovi, Elderly,2016,0.0
 Dornogovi, Elderly,2015,0.0
 Dornogovi, Traditional medicine doctor,2025,8.0
 Dornogovi, Traditional medicine doctor,2024,7.0
 Dornogovi, Traditional medicine doctor,2023,7.0
 Dornogovi, Traditional medicine doctor,2022,8.0
 Dornogovi, Traditional medicine doctor,2021,8.0
 Dornogovi, Traditional medicine doctor,2020,9.0
 Dornogovi, Traditional medicine doctor,2019,7.0
 Dornogovi, Traditional medicine doctor,2018,4.0
 Dornogovi, Traditional medicine doctor,2017,4.0
 Dornogovi, Traditional medicine doctor,2016,6.0
 Dornogovi, Traditional medicine doctor,2015,6.0
 Dornogovi, Dentist & stamatologist,2025,3.0
 Dornogovi, Dentist & stamatologist,2024,1.0
 Dornogovi, Dentist & stamatologist,2023,2.0
 Dornogovi, Dentist & stamatologist,2022,2.0
 Dornogovi, Dentist & stamatologist,2021,2.0
 Dornogovi, Dentist & stamatologist,2020,4.0
 Dornogovi, Dentist & stamatologist,2019,4.0
 Dornogovi, Dentist & stamatologist,2018,2.0
 Dornogovi, Dentist & stamatologist,2017,4.0
 Dornogovi, Dentist & stamatologist,2016,1.0
 Dornogovi, Dentist & stamatologist,2015,1.0
 Dornogovi, Other,2025,51.0
 Dornogovi, Other,2024,56.0
 Dornogovi, Other,2023,53.0
 Dornogovi, Other,2022,67.0
 Dornogovi, Other,2021,56.0
 Dornogovi, Other,2020,59.0
 Dornogovi, Other,2019,31.0
 Dornogovi, Other,2018,30.0
 Dornogovi, Other,2017,21.0
 Dornogovi, Other,2016,19.0
 Dornogovi, Other,2015,5.0
 Dundgovi,Nurses-Total,2025,154.0
 Dundgovi,Nurses-Total,2024,154.0
 Dundgovi,Nurses-Total,2023,149.0
 Dundgovi,Nurses-Total,2022,139.0
 Dundgovi,Nurses-Total,2021,166.0
 Dundgovi,Nurses-Total,2020,158.0
 Dundgovi,Nurses-Total,2019,156.0
 Dundgovi,Nurses-Total,2018,154.0
 Dundgovi,Nurses-Total,2017,149.0
 Dundgovi,Nurses-Total,2016,152.0
 Dundgovi,Nurses-Total,2015,158.0
 Dundgovi, General practitioners,2025,76.0
 Dundgovi, General practitioners,2024,82.0
 Dundgovi, General practitioners,2023,81.0
 Dundgovi, General practitioners,2022,87.0
 Dundgovi, General practitioners,2021,92.0
 Dundgovi, General practitioners,2020,100.0
 Dundgovi, General practitioners,2019,89.0
 Dundgovi, General practitioners,2018,89.0
 Dundgovi, General practitioners,2017,91.0
 Dundgovi, General practitioners,2016,96.0
 Dundgovi, General practitioners,2015,99.0
 Dundgovi, Basic and specialized,2025,72.0
 Dundgovi, Basic and specialized,2024,70.0
 Dundgovi, Basic and specialized,2023,66.0
 Dundgovi, Basic and specialized,2022,51.0
 Dundgovi, Basic and specialized,2021,69.0
 Dundgovi, Basic and specialized,2020,54.0
 Dundgovi, Basic and specialized,2019,63.0
 Dundgovi, Basic and specialized,2018,62.0
 Dundgovi, Basic and specialized,2017,54.0
 Dundgovi, Basic and specialized,2016,53.0
 Dundgovi, Basic and specialized,2015,56.0
 Dundgovi, Internists,2025,0.0
 Dundgovi, Internists,2024,4.0
 Dundgovi, Internists,2023,4.0
 Dundgovi, Internists,2022,4.0
 Dundgovi, Internists,2021,4.0
 Dundgovi, Internists,2020,0.0
 Dundgovi, Internists,2019,4.0
 Dundgovi, Internists,2018,9.0
 Dundgovi, Internists,2017,8.0
 Dundgovi, Internists,2016,10.0
 Dundgovi, Internists,2015,10.0
 Dundgovi, Pediatrics,2025,16.0
 Dundgovi, Pediatrics,2024,15.0
 Dundgovi, Pediatrics,2023,15.0
 Dundgovi, Pediatrics,2022,14.0
 Dundgovi, Pediatrics,2021,15.0
 Dundgovi, Pediatrics,2020,15.0
 Dundgovi, Pediatrics,2019,15.0
 Dundgovi, Pediatrics,2018,19.0
 Dundgovi, Pediatrics,2017,15.0
 Dundgovi, Pediatrics,2016,13.0
 Dundgovi, Pediatrics,2015,13.0
 Dundgovi, Surgical,2025,9.0
 Dundgovi, Surgical,2024,10.0
 Dundgovi, Surgical,2023,12.0
 Dundgovi, Surgical,2022,8.0
 Dundgovi, Surgical,2021,9.0
 Dundgovi, Surgical,2020,9.0
 Dundgovi, Surgical,2019,12.0
 Dundgovi, Surgical,2018,10.0
 Dundgovi, Surgical,2017,8.0
 Dundgovi, Surgical,2016,7.0
 Dundgovi, Surgical,2015,6.0
 Dundgovi, Traumotologists,2025,0.0
 Dundgovi, Traumotologists,2024,0.0
 Dundgovi, Traumotologists,2023,0.0
 Dundgovi, Traumotologists,2022,1.0
 Dundgovi, Traumotologists,2021,1.0
 Dundgovi, Traumotologists,2020,1.0
 Dundgovi, Traumotologists,2019,1.0
 Dundgovi, Traumotologists,2018,1.0
 Dundgovi, Traumotologists,2017,1.0
 Dundgovi, Traumotologists,2016,2.0
 Dundgovi, Traumotologists,2015,2.0
 Dundgovi, Сэхээн амьдруулахын,2025,
 Dundgovi, Сэхээн амьдруулахын,2024,0.0
 Dundgovi, Сэхээн амьдруулахын,2023,4.0
 Dundgovi, Сэхээн амьдруулахын,2022,4.0
 Dundgovi, Сэхээн амьдруулахын,2021,0.0
 Dundgovi, Сэхээн амьдруулахын,2020,6.0
 Dundgovi, Сэхээн амьдруулахын,2019,0.0
 Dundgovi, Сэхээн амьдруулахын,2018,4.0
 Dundgovi, Сэхээн амьдруулахын,2017,0.0
 Dundgovi, Сэхээн амьдруулахын,2016,4.0
 Dundgovi, Сэхээн амьдруулахын,2015,4.0
 Dundgovi, Anaesthesiologists,2025,9.0
 Dundgovi, Anaesthesiologists,2024,9.0
 Dundgovi, Anaesthesiologists,2023,4.0
 Dundgovi, Anaesthesiologists,2022,3.0
 Dundgovi, Anaesthesiologists,2021,9.0
 Dundgovi, Anaesthesiologists,2020,3.0
 Dundgovi, Anaesthesiologists,2019,10.0
 Dundgovi, Anaesthesiologists,2018,2.0
 Dundgovi, Anaesthesiologists,2017,6.0
 Dundgovi, Anaesthesiologists,2016,5.0
 Dundgovi, Anaesthesiologists,2015,5.0
 Dundgovi, Neurologists,2025,1.0
 Dundgovi, Neurologists,2024,1.0
 Dundgovi, Neurologists,2023,1.0
 Dundgovi, Neurologists,2022,1.0
 Dundgovi, Neurologists,2021,9.0
 Dundgovi, Neurologists,2020,4.0
 Dundgovi, Neurologists,2019,4.0
 Dundgovi, Neurologists,2018,4.0
 Dundgovi, Neurologists,2017,4.0
 Dundgovi, Neurologists,2016,0.0
 Dundgovi, Neurologists,2015,4.0
 Dundgovi, Obstetrics & gynecologists,2025,0.0
 Dundgovi, Obstetrics & gynecologists,2024,0.0
 Dundgovi, Obstetrics & gynecologists,2023,0.0
 Dundgovi, Obstetrics & gynecologists,2022,0.0
 Dundgovi, Obstetrics & gynecologists,2021,4.0
 Dundgovi, Obstetrics & gynecologists,2020,0.0
 Dundgovi, Obstetrics & gynecologists,2019,0.0
 Dundgovi, Obstetrics & gynecologists,2018,0.0
 Dundgovi, Obstetrics & gynecologists,2017,0.0
 Dundgovi, Obstetrics & gynecologists,2016,0.0
 Dundgovi, Obstetrics & gynecologists,2015,0.0
 Dundgovi, Oncologists,2025,1.0
 Dundgovi, Oncologists,2024,1.0
 Dundgovi, Oncologists,2023,0.0
 Dundgovi, Oncologists,2022,0.0
 Dundgovi, Oncologists,2021,0.0
 Dundgovi, Oncologists,2020,0.0
 Dundgovi, Oncologists,2019,0.0
 Dundgovi, Oncologists,2018,1.0
 Dundgovi, Oncologists,2017,0.0
 Dundgovi, Oncologists,2016,0.0
 Dundgovi, Oncologists,2015,0.0
 Dundgovi, Psychiatrists,2025,0.0
 Dundgovi, Psychiatrists,2024,0.0
 Dundgovi, Psychiatrists,2023,1.0
 Dundgovi, Psychiatrists,2022,1.0
 Dundgovi, Psychiatrists,2021,1.0
 Dundgovi, Psychiatrists,2020,1.0
 Dundgovi, Psychiatrists,2019,1.0
 Dundgovi, Psychiatrists,2018,1.0
 Dundgovi, Psychiatrists,2017,1.0
 Dundgovi, Psychiatrists,2016,0.0
 Dundgovi, Psychiatrists,2015,0.0
 Dundgovi, Ophtalmologists,2025,1.0
 Dundgovi, Ophtalmologists,2024,1.0
 Dundgovi, Ophtalmologists,2023,1.0
 Dundgovi, Ophtalmologists,2022,1.0
 Dundgovi, Ophtalmologists,2021,1.0
 Dundgovi, Ophtalmologists,2020,1.0
 Dundgovi, Ophtalmologists,2019,1.0
 Dundgovi, Ophtalmologists,2018,1.0
 Dundgovi, Ophtalmologists,2017,1.0
 Dundgovi, Ophtalmologists,2016,1.0
 Dundgovi, Ophtalmologists,2015,1.0
 Dundgovi, Otorhinolaryngologists,2025,0.0
 Dundgovi, Otorhinolaryngologists,2024,0.0
 Dundgovi, Otorhinolaryngologists,2023,1.0
 Dundgovi, Otorhinolaryngologists,2022,0.0
