Гол нэр төрлийн бүтээгдэхүүн,Он,value
    Тамхи /мян.блок/,1994,
    Тамхи /мян.блок/,1993,
    Тамхи /мян.блок/,1992,
    Тамхи /мян.блок/,1991,
    Тамхи /мян.блок/,1990,
    Тамхи /мян.блок/,1989,
    Ном /сая х.д.х/,2025,114.2
    Ном /сая х.д.х/,2024,151.6
    Ном /сая х.д.х/,2023,152.2
    Ном /сая х.д.х/,2022,194.7
    Ном /сая х.д.х/,2021,125.0
    Ном /сая х.д.х/,2020,136.9
    Ном /сая х.д.х/,2019,168.3
    Ном /сая х.д.х/,2018,106.5
    Ном /сая х.д.х/,2017,38.9
    Ном /сая х.д.х/,2016,53.0
    Ном /сая х.д.х/,2015,77.0
    Ном /сая х.д.х/,2014,62.5
    Ном /сая х.д.х/,2013,55.5
    Ном /сая х.д.х/,2012,60.8
    Ном /сая х.д.х/,2011,47.5
    Ном /сая х.д.х/,2010,55.5
    Ном /сая х.д.х/,2009,49.7
    Ном /сая х.д.х/,2008,42.1
    Ном /сая х.д.х/,2007,27.7
    Ном /сая х.д.х/,2006,23.6
    Ном /сая х.д.х/,2005,24.3
    Ном /сая х.д.х/,2004,34.8
    Ном /сая х.д.х/,2003,31.8
    Ном /сая х.д.х/,2002,24.6
    Ном /сая х.д.х/,2001,18.2
    Ном /сая х.д.х/,2000,18.9
    Ном /сая х.д.х/,1999,10.6
    Ном /сая х.д.х/,1998,12.4
    Ном /сая х.д.х/,1997,10.5
    Ном /сая х.д.х/,1996,17.8
    Ном /сая х.д.х/,1995,18.9
    Ном /сая х.д.х/,1994,22.2
    Ном /сая х.д.х/,1993,22.2
    Ном /сая х.д.х/,1992,22.5
    Ном /сая х.д.х/,1991,19.3
    Ном /сая х.д.х/,1990,19.9
    Ном /сая х.д.х/,1989,19.4
    Сонин /сая х.д.х/,2025,15.3
    Сонин /сая х.д.х/,2024,18.1
    Сонин /сая х.д.х/,2023,11.9
    Сонин /сая х.д.х/,2022,13.9
    Сонин /сая х.д.х/,2021,19.6
    Сонин /сая х.д.х/,2020,36.8
    Сонин /сая х.д.х/,2019,17.5
    Сонин /сая х.д.х/,2018,22.3
    Сонин /сая х.д.х/,2017,26.2
    Сонин /сая х.д.х/,2016,35.4
    Сонин /сая х.д.х/,2015,36.0
    Сонин /сая х.д.х/,2014,39.5
    Сонин /сая х.д.х/,2013,55.9
    Сонин /сая х.д.х/,2012,69.2
    Сонин /сая х.д.х/,2011,40.8
    Сонин /сая х.д.х/,2010,42.2
    Сонин /сая х.д.х/,2009,37.5
    Сонин /сая х.д.х/,2008,64.8
    Сонин /сая х.д.х/,2007,45.5
    Сонин /сая х.д.х/,2006,51.2
    Сонин /сая х.д.х/,2005,68.6
    Сонин /сая х.д.х/,2004,68.7
    Сонин /сая х.д.х/,2003,71.9
    Сонин /сая х.д.х/,2002,52.9
    Сонин /сая х.д.х/,2001,61.9
    Сонин /сая х.д.х/,2000,93.9
    Сонин /сая х.д.х/,1999,57.5
    Сонин /сая х.д.х/,1998,58.6
    Сонин /сая х.д.х/,1997,18.0
    Сонин /сая х.д.х/,1996,10.0
    Сонин /сая х.д.х/,1995,32.0
    Сонин /сая х.д.х/,1994,17.9
    Сонин /сая х.д.х/,1993,17.5
    Сонин /сая х.д.х/,1992,31.6
    Сонин /сая х.д.х/,1991,149.5
    Сонин /сая х.д.х/,1990,284.8
    Сонин /сая х.д.х/,1989,347.2
    Хүснэгт маягт /сая х.д.х/,2025,37.0
    Хүснэгт маягт /сая х.д.х/,2024,27.9
    Хүснэгт маягт /сая х.д.х/,2023,27.0
    Хүснэгт маягт /сая х.д.х/,2022,29.4
    Хүснэгт маягт /сая х.д.х/,2021,32.2
    Хүснэгт маягт /сая х.д.х/,2020,40.0
    Хүснэгт маягт /сая х.д.х/,2019,17.8
    Хүснэгт маягт /сая х.д.х/,2018,12.7
    Хүснэгт маягт /сая х.д.х/,2017,10.1
    Хүснэгт маягт /сая х.д.х/,2016,12.0
    Хүснэгт маягт /сая х.д.х/,2015,12.4
    Хүснэгт маягт /сая х.д.х/,2014,11.6
    Хүснэгт маягт /сая х.д.х/,2013,14.9
    Хүснэгт маягт /сая х.д.х/,2012,14.7
    Хүснэгт маягт /сая х.д.х/,2011,8.7
    Хүснэгт маягт /сая х.д.х/,2010,6.5
    Хүснэгт маягт /сая х.д.х/,2009,5.7
    Хүснэгт маягт /сая х.д.х/,2008,6.7
    Хүснэгт маягт /сая х.д.х/,2007,7.9
    Хүснэгт маягт /сая х.д.х/,2006,11.2
    Хүснэгт маягт /сая х.д.х/,2005,7.3
    Хүснэгт маягт /сая х.д.х/,2004,6.7
    Хүснэгт маягт /сая х.д.х/,2003,5.0
    Хүснэгт маягт /сая х.д.х/,2002,5.3
    Хүснэгт маягт /сая х.д.х/,2001,10.0
    Хүснэгт маягт /сая х.д.х/,2000,5.8
    Хүснэгт маягт /сая х.д.х/,1999,4.1
    Хүснэгт маягт /сая х.д.х/,1998,8.1
    Хүснэгт маягт /сая х.д.х/,1997,10.0
    Хүснэгт маягт /сая х.д.х/,1996,8.0
    Хүснэгт маягт /сая х.д.х/,1995,0.0
    Хүснэгт маягт /сая х.д.х/,1994,0.0
    Хүснэгт маягт /сая х.д.х/,1993,0.0
    Хүснэгт маягт /сая х.д.х/,1992,0.0
    Хүснэгт маягт /сая х.д.х/,1991,5.8
    Хүснэгт маягт /сая х.д.х/,1990,8.1
    Хүснэгт маягт /сая х.д.х/,1989,10.0
    Тарилгын эм /мян.ампул/,2025,5731.6
    Тарилгын эм /мян.ампул/,2024,5138.6
    Тарилгын эм /мян.ампул/,2023,2379.8
    Тарилгын эм /мян.ампул/,2022,1618.4
    Тарилгын эм /мян.ампул/,2021,810.6
    Тарилгын эм /мян.ампул/,2020,1105.3
    Тарилгын эм /мян.ампул/,2019,751.0
    Тарилгын эм /мян.ампул/,2018,1054.8
    Тарилгын эм /мян.ампул/,2017,354.7
    Тарилгын эм /мян.ампул/,2016,
    Тарилгын эм /мян.ампул/,2015,
    Тарилгын эм /мян.ампул/,2014,
    Тарилгын эм /мян.ампул/,2013,
    Тарилгын эм /мян.ампул/,2012,
    Тарилгын эм /мян.ампул/,2011,125.4
    Тарилгын эм /мян.ампул/,2010,3250.5
    Тарилгын эм /мян.ампул/,2009,4370.1
    Тарилгын эм /мян.ампул/,2008,7867.9
    Тарилгын эм /мян.ампул/,2007,11596.5
    Тарилгын эм /мян.ампул/,2006,2807.3
    Тарилгын эм /мян.ампул/,2005,2325.5
    Тарилгын эм /мян.ампул/,2004,1671.2
    Тарилгын эм /мян.ампул/,2003,1725.6
    Тарилгын эм /мян.ампул/,2002,1194.3
    Тарилгын эм /мян.ампул/,2001,2723.1
    Тарилгын эм /мян.ампул/,2000,3106.7
    Тарилгын эм /мян.ампул/,1999,3332.6
    Тарилгын эм /мян.ампул/,1998,3317.1
    Тарилгын эм /мян.ампул/,1997,
    Тарилгын эм /мян.ампул/,1996,
    Тарилгын эм /мян.ампул/,1995,
    Тарилгын эм /мян.ампул/,1994,
    Тарилгын эм /мян.ампул/,1993,
    Тарилгын эм /мян.ампул/,1992,
    Тарилгын эм /мян.ампул/,1991,
    Тарилгын эм /мян.ампул/,1990,
    Тарилгын эм /мян.ампул/,1989,
    Шахмал эм /мян.боодол/,2025,16339.2
    Шахмал эм /мян.боодол/,2024,18835.9
    Шахмал эм /мян.боодол/,2023,16509.9
    Шахмал эм /мян.боодол/,2022,16500.4
    Шахмал эм /мян.боодол/,2021,18570.4
    Шахмал эм /мян.боодол/,2020,14012.8
    Шахмал эм /мян.боодол/,2019,9362.0
    Шахмал эм /мян.боодол/,2018,12247.4
    Шахмал эм /мян.боодол/,2017,8823.0
    Шахмал эм /мян.боодол/,2016,5609.7
    Шахмал эм /мян.боодол/,2015,6811.6
    Шахмал эм /мян.боодол/,2014,12568.1
    Шахмал эм /мян.боодол/,2013,14318.2
    Шахмал эм /мян.боодол/,2012,13314.9
    Шахмал эм /мян.боодол/,2011,15408.8
    Шахмал эм /мян.боодол/,2010,9844.0
    Шахмал эм /мян.боодол/,2009,11205.0
    Шахмал эм /мян.боодол/,2008,8374.8
    Шахмал эм /мян.боодол/,2007,7913.2
    Шахмал эм /мян.боодол/,2006,5026.7
    Шахмал эм /мян.боодол/,2005,4374.3
    Шахмал эм /мян.боодол/,2004,4483.2
    Шахмал эм /мян.боодол/,2003,3503.6
    Шахмал эм /мян.боодол/,2002,8611.0
    Шахмал эм /мян.боодол/,2001,8892.4
    Шахмал эм /мян.боодол/,2000,4917.0
    Шахмал эм /мян.боодол/,1999,
    Шахмал эм /мян.боодол/,1998,
    Шахмал эм /мян.боодол/,1997,
    Шахмал эм /мян.боодол/,1996,
    Шахмал эм /мян.боодол/,1995,
    Шахмал эм /мян.боодол/,1994,
    Шахмал эм /мян.боодол/,1993,
    Шахмал эм /мян.боодол/,1992,
    Шахмал эм /мян.боодол/,1991,
    Шахмал эм /мян.боодол/,1990,
    Шахмал эм /мян.боодол/,1989,
    Шингэн эм /т/,2025,5187.0
    Шингэн эм /т/,2024,5094.8
    Шингэн эм /т/,2023,3552.1
    Шингэн эм /т/,2022,2708.2
    Шингэн эм /т/,2021,3094.0
    Шингэн эм /т/,2020,3190.4
    Шингэн эм /т/,2019,2622.2
    Шингэн эм /т/,2018,4008.4
    Шингэн эм /т/,2017,3694.5
    Шингэн эм /т/,2016,2645.4
    Шингэн эм /т/,2015,2935.8
    Шингэн эм /т/,2014,3159.1
    Шингэн эм /т/,2013,3699.8
    Шингэн эм /т/,2012,2579.2
    Шингэн эм /т/,2011,2426.0
    Шингэн эм /т/,2010,2001.9
    Шингэн эм /т/,2009,1311.1
    Шингэн эм /т/,2008,850.9
    Шингэн эм /т/,2007,285.1
    Шингэн эм /т/,2006,1193.6
    Шингэн эм /т/,2005,81.4
    Шингэн эм /т/,2004,56.0
    Шингэн эм /т/,2003,79.2
    Шингэн эм /т/,2002,191.6
    Шингэн эм /т/,2001,253.2
    Шингэн эм /т/,2000,67.1
    Шингэн эм /т/,1999,
    Шингэн эм /т/,1998,
    Шингэн эм /т/,1997,
    Шингэн эм /т/,1996,
    Шингэн эм /т/,1995,
    Шингэн эм /т/,1994,
    Шингэн эм /т/,1993,
    Шингэн эм /т/,1992,
    Шингэн эм /т/,1991,
    Шингэн эм /т/,1990,
    Шингэн эм /т/,1989,
    Монгол эм /мян.төг/,2025,1999232.5
    Монгол эм /мян.төг/,2024,2226148.6
    Монгол эм /мян.төг/,2023,2350933.3
    Монгол эм /мян.төг/,2022,3069018.7
    Монгол эм /мян.төг/,2021,2112537.9
    Монгол эм /мян.төг/,2020,742508.9
    Монгол эм /мян.төг/,2019,570277.8
    Монгол эм /мян.төг/,2018,571551.0
    Монгол эм /мян.төг/,2017,711707.0
    Монгол эм /мян.төг/,2016,244050.3
    Монгол эм /мян.төг/,2015,155553.6
    Монгол эм /мян.төг/,2014,127253.7
    Монгол эм /мян.төг/,2013,73554.0
    Монгол эм /мян.төг/,2012,57971.9
    Монгол эм /мян.төг/,2011,45704.9
    Монгол эм /мян.төг/,2010,29139.9
    Монгол эм /мян.төг/,2009,23466.3
    Монгол эм /мян.төг/,2008,10046.2
    Монгол эм /мян.төг/,2007,55630.2
    Монгол эм /мян.төг/,2006,53747.8
    Монгол эм /мян.төг/,2005,91383.2
    Монгол эм /мян.төг/,2004,40286.1
    Монгол эм /мян.төг/,2003,38652.5
    Монгол эм /мян.төг/,2002,73986.8
    Монгол эм /мян.төг/,2001,98004.1
    Монгол эм /мян.төг/,2000,50197.8
    Монгол эм /мян.төг/,1999,
    Монгол эм /мян.төг/,1998,
    Монгол эм /мян.төг/,1997,
    Монгол эм /мян.төг/,1996,
    Монгол эм /мян.төг/,1995,
    Монгол эм /мян.төг/,1994,
    Монгол эм /мян.төг/,1993,
    Монгол эм /мян.төг/,1992,
    Монгол эм /мян.төг/,1991,
    Монгол эм /мян.төг/,1990,
    Монгол эм /мян.төг/,1989,
    Нэг удаагийн тариур /сая ш/,2025,26.7
    Нэг удаагийн тариур /сая ш/,2024,12.5
    Нэг удаагийн тариур /сая ш/,2023,8.7
    Нэг удаагийн тариур /сая ш/,2022,11.1
    Нэг удаагийн тариур /сая ш/,2021,11.8
    Нэг удаагийн тариур /сая ш/,2020,7.0
    Нэг удаагийн тариур /сая ш/,2019,3.1
    Нэг удаагийн тариур /сая ш/,2018,14.4
    Нэг удаагийн тариур /сая ш/,2017,16.7
    Нэг удаагийн тариур /сая ш/,2016,13.0
    Нэг удаагийн тариур /сая ш/,2015,12.3
    Нэг удаагийн тариур /сая ш/,2014,5.8
    Нэг удаагийн тариур /сая ш/,2013,0.0
    Нэг удаагийн тариур /сая ш/,2012,0.0
    Нэг удаагийн тариур /сая ш/,2011,0.8
    Нэг удаагийн тариур /сая ш/,2010,4.0
    Нэг удаагийн тариур /сая ш/,2009,10.3
    Нэг удаагийн тариур /сая ш/,2008,10.9
    Нэг удаагийн тариур /сая ш/,2007,12.6
    Нэг удаагийн тариур /сая ш/,2006,21.9
    Нэг удаагийн тариур /сая ш/,2005,20.9
    Нэг удаагийн тариур /сая ш/,2004,24.4
    Нэг удаагийн тариур /сая ш/,2003,25.3
    Нэг удаагийн тариур /сая ш/,2002,22.8
    Нэг удаагийн тариур /сая ш/,2001,17.7
    Нэг удаагийн тариур /сая ш/,2000,16.3
    Нэг удаагийн тариур /сая ш/,1999,
    Нэг удаагийн тариур /сая ш/,1998,
    Нэг удаагийн тариур /сая ш/,1997,
    Нэг удаагийн тариур /сая ш/,1996,
    Нэг удаагийн тариур /сая ш/,1995,
    Нэг удаагийн тариур /сая ш/,1994,
    Нэг удаагийн тариур /сая ш/,1993,
    Нэг удаагийн тариур /сая ш/,1992,
    Нэг удаагийн тариур /сая ш/,1991,
    Нэг удаагийн тариур /сая ш/,1990,
    Нэг удаагийн тариур /сая ш/,1989,
Нэг удаагийн зүү /сая ш/,2025,0.0
Нэг удаагийн зүү /сая ш/,2024,0.0
Нэг удаагийн зүү /сая ш/,2023,0.0
Нэг удаагийн зүү /сая ш/,2022,0.0
Нэг удаагийн зүү /сая ш/,2021,0.0
Нэг удаагийн зүү /сая ш/,2020,0.0
Нэг удаагийн зүү /сая ш/,2019,
Нэг удаагийн зүү /сая ш/,2018,
Нэг удаагийн зүү /сая ш/,2017,
Нэг удаагийн зүү /сая ш/,2016,
Нэг удаагийн зүү /сая ш/,2015,0.0
Нэг удаагийн зүү /сая ш/,2014,0.0
Нэг удаагийн зүү /сая ш/,2013,0.0
Нэг удаагийн зүү /сая ш/,2012,0.0
Нэг удаагийн зүү /сая ш/,2011,0.0
Нэг удаагийн зүү /сая ш/,2010,0.8
Нэг удаагийн зүү /сая ш/,2009,0.0
Нэг удаагийн зүү /сая ш/,2008,0.0
Нэг удаагийн зүү /сая ш/,2007,2.0
Нэг удаагийн зүү /сая ш/,2006,2.0
Нэг удаагийн зүү /сая ш/,2005,5.0
Нэг удаагийн зүү /сая ш/,2004,1.6
Нэг удаагийн зүү /сая ш/,2003,
Нэг удаагийн зүү /сая ш/,2002,
Нэг удаагийн зүү /сая ш/,2001,3.0
Нэг удаагийн зүү /сая ш/,2000,3.9
Нэг удаагийн зүү /сая ш/,1999,
Нэг удаагийн зүү /сая ш/,1998,
Нэг удаагийн зүү /сая ш/,1997,
Нэг удаагийн зүү /сая ш/,1996,
Нэг удаагийн зүү /сая ш/,1995,
Нэг удаагийн зүү /сая ш/,1994,
Нэг удаагийн зүү /сая ш/,1993,
Нэг удаагийн зүү /сая ш/,1992,
Нэг удаагийн зүү /сая ш/,1991,
Нэг удаагийн зүү /сая ш/,1990,
Нэг удаагийн зүү /сая ш/,1989,
    Алт мөнгөн эдлэл /мян.ш/,2025,14.0
    Алт мөнгөн эдлэл /мян.ш/,2024,23.6
    Алт мөнгөн эдлэл /мян.ш/,2023,14.1
    Алт мөнгөн эдлэл /мян.ш/,2022,1.6
    Алт мөнгөн эдлэл /мян.ш/,2021,0.4
    Алт мөнгөн эдлэл /мян.ш/,2020,2.0
    Алт мөнгөн эдлэл /мян.ш/,2019,1.0
    Алт мөнгөн эдлэл /мян.ш/,2018,1.5
    Алт мөнгөн эдлэл /мян.ш/,2017,4.2
    Алт мөнгөн эдлэл /мян.ш/,2016,2.2
    Алт мөнгөн эдлэл /мян.ш/,2015,1.3
    Алт мөнгөн эдлэл /мян.ш/,2014,0.6
    Алт мөнгөн эдлэл /мян.ш/,2013,0.5
    Алт мөнгөн эдлэл /мян.ш/,2012,0.5
    Алт мөнгөн эдлэл /мян.ш/,2011,0.6
    Алт мөнгөн эдлэл /мян.ш/,2010,0.7
    Алт мөнгөн эдлэл /мян.ш/,2009,0.8
    Алт мөнгөн эдлэл /мян.ш/,2008,0.9
    Алт мөнгөн эдлэл /мян.ш/,2007,1.4
    Алт мөнгөн эдлэл /мян.ш/,2006,1.4
    Алт мөнгөн эдлэл /мян.ш/,2005,0.7
    Алт мөнгөн эдлэл /мян.ш/,2004,0.1
    Алт мөнгөн эдлэл /мян.ш/,2003,1.4
    Алт мөнгөн эдлэл /мян.ш/,2002,18.7
    Алт мөнгөн эдлэл /мян.ш/,2001,8.4
    Алт мөнгөн эдлэл /мян.ш/,2000,12.9
    Алт мөнгөн эдлэл /мян.ш/,1999,
    Алт мөнгөн эдлэл /мян.ш/,1998,
    Алт мөнгөн эдлэл /мян.ш/,1997,
    Алт мөнгөн эдлэл /мян.ш/,1996,
    Алт мөнгөн эдлэл /мян.ш/,1995,
    Алт мөнгөн эдлэл /мян.ш/,1994,
    Алт мөнгөн эдлэл /мян.ш/,1993,
    Алт мөнгөн эдлэл /мян.ш/,1992,
    Алт мөнгөн эдлэл /мян.ш/,1991,
    Алт мөнгөн эдлэл /мян.ш/,1990,
    Алт мөнгөн эдлэл /мян.ш/,1989,
    Лаа /мян.ш/,2025,0.0
    Лаа /мян.ш/,2024,0.0
    Лаа /мян.ш/,2023,0.0
    Лаа /мян.ш/,2022,0.0
    Лаа /мян.ш/,2021,0.1
    Лаа /мян.ш/,2020,0.3
    Лаа /мян.ш/,2019,
    Лаа /мян.ш/,2018,
    Лаа /мян.ш/,2017,
    Лаа /мян.ш/,2016,
    Лаа /мян.ш/,2015,
    Лаа /мян.ш/,2014,81.0
    Лаа /мян.ш/,2013,0.0
    Лаа /мян.ш/,2012,229.1
    Лаа /мян.ш/,2011,322.0
    Лаа /мян.ш/,2010,1422.5
    Лаа /мян.ш/,2009,4743.4
    Лаа /мян.ш/,2008,2119.5
    Лаа /мян.ш/,2007,3647.7
    Лаа /мян.ш/,2006,3470.2
    Лаа /мян.ш/,2005,5346.4
    Лаа /мян.ш/,2004,5147.6
    Лаа /мян.ш/,2003,3793.1
    Лаа /мян.ш/,2002,5087.7
    Лаа /мян.ш/,2001,4183.7
    Лаа /мян.ш/,2000,54.5
    Лаа /мян.ш/,1999,69.2
    Лаа /мян.ш/,1998,182.8
    Лаа /мян.ш/,1997,33.7
    Лаа /мян.ш/,1996,119.2
    Лаа /мян.ш/,1995,2553.3
    Лаа /мян.ш/,1994,6864.7
    Лаа /мян.ш/,1993,53.4
    Лаа /мян.ш/,1992,
    Лаа /мян.ш/,1991,
    Лаа /мян.ш/,1990,
    Лаа /мян.ш/,1989,
