Region,Year,value
 Ulaan baatar,2025,33144.0
 Ulaan baatar,2024,32123.0
 Ulaan baatar,2023,24978.0
 Ulaan baatar,2022,24310.0
 Ulaan baatar,2021,16534.0
 Ulaan baatar,2020,14633.0
 Ulaan baatar,2019,20261.0
 Ulaan baatar,2018,25652.0
 Ulaan baatar,2017,21947.0
 Ulaan baatar,2016,17909.0
 Ulaan baatar,2015,17939.0
 Ulaan baatar,2014,17205.0
 Ulaan baatar,2013,15419.0
 Ulaan baatar,2012,12910.0
 Ulaan baatar,2011,10773.0
 Ulaan baatar,2010,10863.0
 Ulaan baatar,2009,11339.0
 Ulaan baatar,2008,10901.0
 Ulaan baatar,2007,10514.0
 Ulaan baatar,2006,8540.0
 Ulaan baatar,2005,8208.0
 Ulaan baatar,2004,9180.0
 Ulaan baatar,2003,9940.0
 Ulaan baatar,2002,10718.0
 Ulaan baatar,2001,10469.0
 Ulaan baatar,2000,10360.0
 Ulaan baatar,1999,11523.0
 Ulaan baatar,1998,10712.0
 Ulaan baatar,1997,11419.0
 Ulaan baatar,1996,9917.0
 Ulaan baatar,1995,9217.0
 Ulaan baatar,1994,8567.0
 Ulaan baatar,1993,7644.0
 Ulaan baatar,1992,5441.0
 Ulaan baatar,1991,4823.0
 Ulaan baatar,1990,4150.0
 Ulaan baatar,1989,3517.0
    Bayangol,2025,
    Bayangol,2024,
    Bayangol,2023,
    Bayangol,2022,
    Bayangol,2021,
    Bayangol,2020,
    Bayangol,2019,
    Bayangol,2018,
    Bayangol,2017,
    Bayangol,2016,
    Bayangol,2015,
    Bayangol,2014,
    Bayangol,2013,
    Bayangol,2012,
    Bayangol,2011,
    Bayangol,2010,
    Bayangol,2009,
    Bayangol,2008,
    Bayangol,2007,
    Bayangol,2006,
    Bayangol,2005,
    Bayangol,2004,
    Bayangol,2003,
    Bayangol,2002,
    Bayangol,2001,
    Bayangol,2000,
    Bayangol,1999,
    Bayangol,1998,
    Bayangol,1997,
    Bayangol,1996,
    Bayangol,1995,
    Bayangol,1994,
    Bayangol,1993,
    Bayangol,1992,
    Bayangol,1991,
    Bayangol,1990,
    Bayangol,1989,0.0
    Bayanzurkh,2025,
    Bayanzurkh,2024,
    Bayanzurkh,2023,
    Bayanzurkh,2022,
    Bayanzurkh,2021,
    Bayanzurkh,2020,
    Bayanzurkh,2019,
    Bayanzurkh,2018,
    Bayanzurkh,2017,
    Bayanzurkh,2016,
    Bayanzurkh,2015,
    Bayanzurkh,2014,
    Bayanzurkh,2013,
    Bayanzurkh,2012,
    Bayanzurkh,2011,
    Bayanzurkh,2010,
    Bayanzurkh,2009,
    Bayanzurkh,2008,
    Bayanzurkh,2007,
    Bayanzurkh,2006,
    Bayanzurkh,2005,
    Bayanzurkh,2004,
    Bayanzurkh,2003,
    Bayanzurkh,2002,
    Bayanzurkh,2001,
    Bayanzurkh,2000,
    Bayanzurkh,1999,
    Bayanzurkh,1998,
    Bayanzurkh,1997,
    Bayanzurkh,1996,
    Bayanzurkh,1995,
    Bayanzurkh,1994,
    Bayanzurkh,1993,
    Bayanzurkh,1992,
    Bayanzurkh,1991,
    Bayanzurkh,1990,
    Bayanzurkh,1989,
    Sukh baatar,2025,
    Sukh baatar,2024,
    Sukh baatar,2023,
    Sukh baatar,2022,
    Sukh baatar,2021,
    Sukh baatar,2020,
    Sukh baatar,2019,
    Sukh baatar,2018,
    Sukh baatar,2017,
    Sukh baatar,2016,
    Sukh baatar,2015,
    Sukh baatar,2014,
    Sukh baatar,2013,
    Sukh baatar,2012,
    Sukh baatar,2011,
    Sukh baatar,2010,
    Sukh baatar,2009,
    Sukh baatar,2008,
    Sukh baatar,2007,
    Sukh baatar,2006,
    Sukh baatar,2005,
    Sukh baatar,2004,
    Sukh baatar,2003,
    Sukh baatar,2002,
    Sukh baatar,2001,
    Sukh baatar,2000,
    Sukh baatar,1999,
    Sukh baatar,1998,
    Sukh baatar,1997,
    Sukh baatar,1996,
    Sukh baatar,1995,
    Sukh baatar,1994,
    Sukh baatar,1993,
    Sukh baatar,1992,
    Sukh baatar,1991,
    Sukh baatar,1990,
    Sukh baatar,1989,
    Songinokhairkhan,2025,
    Songinokhairkhan,2024,
    Songinokhairkhan,2023,
    Songinokhairkhan,2022,
    Songinokhairkhan,2021,
    Songinokhairkhan,2020,
    Songinokhairkhan,2019,
    Songinokhairkhan,2018,
    Songinokhairkhan,2017,
    Songinokhairkhan,2016,
    Songinokhairkhan,2015,
    Songinokhairkhan,2014,
    Songinokhairkhan,2013,
    Songinokhairkhan,2012,
    Songinokhairkhan,2011,
    Songinokhairkhan,2010,
    Songinokhairkhan,2009,
    Songinokhairkhan,2008,
    Songinokhairkhan,2007,
    Songinokhairkhan,2006,
    Songinokhairkhan,2005,
    Songinokhairkhan,2004,
    Songinokhairkhan,2003,
    Songinokhairkhan,2002,
    Songinokhairkhan,2001,
    Songinokhairkhan,2000,
    Songinokhairkhan,1999,
    Songinokhairkhan,1998,
    Songinokhairkhan,1997,
    Songinokhairkhan,1996,
    Songinokhairkhan,1995,
    Songinokhairkhan,1994,
    Songinokhairkhan,1993,
    Songinokhairkhan,1992,
    Songinokhairkhan,1991,
    Songinokhairkhan,1990,
    Songinokhairkhan,1989,
    KhanUul,2025,
    KhanUul,2024,
    KhanUul,2023,
    KhanUul,2022,
    KhanUul,2021,
    KhanUul,2020,
    KhanUul,2019,
    KhanUul,2018,
    KhanUul,2017,
    KhanUul,2016,
    KhanUul,2015,
    KhanUul,2014,
    KhanUul,2013,
    KhanUul,2012,
    KhanUul,2011,
    KhanUul,2010,
    KhanUul,2009,
    KhanUul,2008,
    KhanUul,2007,
    KhanUul,2006,
    KhanUul,2005,
    KhanUul,2004,
    KhanUul,2003,
    KhanUul,2002,
    KhanUul,2001,
    KhanUul,2000,
    KhanUul,1999,
    KhanUul,1998,
    KhanUul,1997,
    KhanUul,1996,
    KhanUul,1995,
    KhanUul,1994,
    KhanUul,1993,
    KhanUul,1992,
    KhanUul,1991,
    KhanUul,1990,
    KhanUul,1989,
    Chingeltei,2025,
    Chingeltei,2024,
    Chingeltei,2023,
    Chingeltei,2022,
    Chingeltei,2021,
    Chingeltei,2020,
    Chingeltei,2019,
    Chingeltei,2018,
    Chingeltei,2017,
    Chingeltei,2016,
    Chingeltei,2015,
    Chingeltei,2014,
    Chingeltei,2013,
    Chingeltei,2012,
    Chingeltei,2011,
    Chingeltei,2010,
    Chingeltei,2009,
    Chingeltei,2008,
    Chingeltei,2007,
    Chingeltei,2006,
    Chingeltei,2005,
    Chingeltei,2004,
    Chingeltei,2003,
    Chingeltei,2002,
    Chingeltei,2001,
    Chingeltei,2000,
    Chingeltei,1999,
    Chingeltei,1998,
    Chingeltei,1997,
    Chingeltei,1996,
    Chingeltei,1995,
    Chingeltei,1994,
    Chingeltei,1993,
    Chingeltei,1992,
    Chingeltei,1991,
    Chingeltei,1990,
    Chingeltei,1989,
    Baganuur,2025,
    Baganuur,2024,
    Baganuur,2023,
    Baganuur,2022,
    Baganuur,2021,
    Baganuur,2020,
    Baganuur,2019,
    Baganuur,2018,
    Baganuur,2017,
    Baganuur,2016,
    Baganuur,2015,
    Baganuur,2014,
    Baganuur,2013,
    Baganuur,2012,
    Baganuur,2011,
    Baganuur,2010,
    Baganuur,2009,
    Baganuur,2008,
    Baganuur,2007,
    Baganuur,2006,
    Baganuur,2005,
    Baganuur,2004,
    Baganuur,2003,
    Baganuur,2002,
    Baganuur,2001,
    Baganuur,2000,
    Baganuur,1999,
    Baganuur,1998,
    Baganuur,1997,
    Baganuur,1996,
    Baganuur,1995,
    Baganuur,1994,
    Baganuur,1993,
    Baganuur,1992,
    Baganuur,1991,
    Baganuur,1990,
    Baganuur,1989,
    Bagakhangai,2025,
    Bagakhangai,2024,
    Bagakhangai,2023,
    Bagakhangai,2022,
    Bagakhangai,2021,
    Bagakhangai,2020,
    Bagakhangai,2019,
    Bagakhangai,2018,
    Bagakhangai,2017,
    Bagakhangai,2016,
    Bagakhangai,2015,
    Bagakhangai,2014,
    Bagakhangai,2013,
    Bagakhangai,2012,
    Bagakhangai,2011,
    Bagakhangai,2010,
    Bagakhangai,2009,
    Bagakhangai,2008,
    Bagakhangai,2007,
    Bagakhangai,2006,
    Bagakhangai,2005,
    Bagakhangai,2004,
    Bagakhangai,2003,
    Bagakhangai,2002,
    Bagakhangai,2001,
    Bagakhangai,2000,
    Bagakhangai,1999,
    Bagakhangai,1998,
    Bagakhangai,1997,
    Bagakhangai,1996,
    Bagakhangai,1995,
    Bagakhangai,1994,
    Bagakhangai,1993,
    Bagakhangai,1992,
    Bagakhangai,1991,
    Bagakhangai,1990,
    Bagakhangai,1989,
    Nalaikh,2025,
    Nalaikh,2024,
    Nalaikh,2023,
    Nalaikh,2022,
    Nalaikh,2021,
    Nalaikh,2020,
    Nalaikh,2019,
    Nalaikh,2018,
    Nalaikh,2017,
    Nalaikh,2016,
    Nalaikh,2015,
    Nalaikh,2014,
    Nalaikh,2013,
    Nalaikh,2012,
    Nalaikh,2011,
    Nalaikh,2010,
    Nalaikh,2009,
    Nalaikh,2008,
    Nalaikh,2007,
    Nalaikh,2006,
    Nalaikh,2005,
    Nalaikh,2004,
    Nalaikh,2003,
    Nalaikh,2002,
    Nalaikh,2001,
    Nalaikh,2000,
    Nalaikh,1999,
    Nalaikh,1998,
    Nalaikh,1997,
    Nalaikh,1996,
    Nalaikh,1995,
    Nalaikh,1994,
    Nalaikh,1993,
    Nalaikh,1992,
    Nalaikh,1991,
    Nalaikh,1990,
    Nalaikh,1989,
 Other*,2025,9.0
 Other*,2024,10.0
 Other*,2023,20.0
 Other*,2022,11.0
 Other*,2021,15.0
 Other*,2020,11.0
 Other*,2019,59.0
 Other*,2018,64.0
 Other*,2017,39.0
 Other*,2016,36.0
 Other*,2015,39.0
 Other*,2014,20.0
 Other*,2013,203.0
 Other*,2012,152.0
 Other*,2011,184.0
 Other*,2010,301.0
 Other*,2009,208.0
 Other*,2008,247.0
 Other*,2007,344.0
 Other*,2006,325.0
 Other*,2005,381.0
 Other*,2004,293.0
 Other*,2003,297.0
 Other*,2002,334.0
 Other*,2001,554.0
 Other*,2000,609.0
 Other*,1999,0.0
 Other*,1998,0.0
 Other*,1997,629.0
 Other*,1996,576.0
 Other*,1995,544.0
 Other*,1994,0.0
 Other*,1993,0.0
 Other*,1992,0.0
 Other*,1991,0.0
 Other*,1990,0.0
 Other*,1989,0.0
