Бүс,Он,value
            Говьсүмбэр,2017,171.0
            Говьсүмбэр,2016,207.0
            Говьсүмбэр,2015,211.0
            Говьсүмбэр,2014,217.0
            Говьсүмбэр,2013,179.0
            Говьсүмбэр,2012,160.0
            Говьсүмбэр,2011,119.0
            Говьсүмбэр,2010,119.0
            Говьсүмбэр,2009,165.0
            Говьсүмбэр,2008,161.0
            Говьсүмбэр,2007,174.0
            Говьсүмбэр,2006,172.0
            Говьсүмбэр,2005,137.0
            Говьсүмбэр,2004,141.0
            Говьсүмбэр,2003,172.0
            Говьсүмбэр,2002,183.0
            Говьсүмбэр,2001,220.0
            Говьсүмбэр,2000,228.0
            Говьсүмбэр,1999,237.0
            Говьсүмбэр,1998,254.0
            Говьсүмбэр,1997,263.0
            Говьсүмбэр,1996,273.0
            Говьсүмбэр,1995,246.0
            Говьсүмбэр,1994,205.0
            Говьсүмбэр,1993,206.0
            Говьсүмбэр,1992,163.0
            Говьсүмбэр,1991,55.0
            Говьсүмбэр,1990,0.0
            Говьсүмбэр,1989,0.0
            Дорноговь,2025,772.0
            Дорноговь,2024,828.0
            Дорноговь,2023,677.0
            Дорноговь,2022,621.0
            Дорноговь,2021,490.0
            Дорноговь,2020,318.0
            Дорноговь,2019,550.0
            Дорноговь,2018,517.0
            Дорноговь,2017,654.0
            Дорноговь,2016,665.0
            Дорноговь,2015,561.0
            Дорноговь,2014,544.0
            Дорноговь,2013,559.0
            Дорноговь,2012,582.0
            Дорноговь,2011,546.0
            Дорноговь,2010,534.0
            Дорноговь,2009,579.0
            Дорноговь,2008,528.0
            Дорноговь,2007,570.0
            Дорноговь,2006,574.0
            Дорноговь,2005,496.0
            Дорноговь,2004,629.0
            Дорноговь,2003,649.0
            Дорноговь,2002,652.0
            Дорноговь,2001,701.0
            Дорноговь,2000,613.0
            Дорноговь,1999,580.0
            Дорноговь,1998,534.0
            Дорноговь,1997,692.0
            Дорноговь,1996,548.0
            Дорноговь,1995,587.0
            Дорноговь,1994,466.0
            Дорноговь,1993,465.0
            Дорноговь,1992,353.0
            Дорноговь,1991,199.0
            Дорноговь,1990,253.0
            Дорноговь,1989,211.0
            Дундговь,2025,410.0
            Дундговь,2024,282.0
            Дундговь,2023,246.0
            Дундговь,2022,247.0
            Дундговь,2021,245.0
            Дундговь,2020,196.0
            Дундговь,2019,211.0
            Дундговь,2018,266.0
            Дундговь,2017,216.0
            Дундговь,2016,221.0
            Дундговь,2015,242.0
            Дундговь,2014,260.0
            Дундговь,2013,284.0
            Дундговь,2012,201.0
            Дундговь,2011,206.0
            Дундговь,2010,231.0
            Дундговь,2009,246.0
            Дундговь,2008,259.0
            Дундговь,2007,316.0
            Дундговь,2006,238.0
            Дундговь,2005,239.0
            Дундговь,2004,247.0
            Дундговь,2003,266.0
            Дундговь,2002,312.0
            Дундговь,2001,352.0
            Дундговь,2000,354.0
            Дундговь,1999,373.0
            Дундговь,1998,516.0
            Дундговь,1997,396.0
            Дундговь,1996,466.0
            Дундговь,1995,513.0
            Дундговь,1994,481.0
            Дундговь,1993,537.0
            Дундговь,1992,362.0
            Дундговь,1991,254.0
            Дундговь,1990,197.0
            Дундговь,1989,171.0
            Өмнөговь,2025,940.0
            Өмнөговь,2024,790.0
            Өмнөговь,2023,725.0
            Өмнөговь,2022,550.0
            Өмнөговь,2021,453.0
            Өмнөговь,2020,458.0
            Өмнөговь,2019,515.0
            Өмнөговь,2018,429.0
            Өмнөговь,2017,462.0
            Өмнөговь,2016,409.0
            Өмнөговь,2015,396.0
            Өмнөговь,2014,429.0
            Өмнөговь,2013,421.0
            Өмнөговь,2012,358.0
            Өмнөговь,2011,323.0
            Өмнөговь,2010,314.0
            Өмнөговь,2009,304.0
            Өмнөговь,2008,412.0
            Өмнөговь,2007,502.0
            Өмнөговь,2006,296.0
            Өмнөговь,2005,209.0
            Өмнөговь,2004,273.0
            Өмнөговь,2003,335.0
            Өмнөговь,2002,502.0
            Өмнөговь,2001,390.0
            Өмнөговь,2000,503.0
            Өмнөговь,1999,301.0
            Өмнөговь,1998,305.0
            Өмнөговь,1997,329.0
            Өмнөговь,1996,367.0
            Өмнөговь,1995,315.0
            Өмнөговь,1994,350.0
            Өмнөговь,1993,340.0
            Өмнөговь,1992,180.0
            Өмнөговь,1991,171.0
            Өмнөговь,1990,145.0
            Өмнөговь,1989,149.0
    Улаанбаатар,2025,33144.0
    Улаанбаатар,2024,32123.0
    Улаанбаатар,2023,24978.0
    Улаанбаатар,2022,24310.0
    Улаанбаатар,2021,16534.0
    Улаанбаатар,2020,14633.0
    Улаанбаатар,2019,20261.0
    Улаанбаатар,2018,25652.0
    Улаанбаатар,2017,21947.0
    Улаанбаатар,2016,17909.0
    Улаанбаатар,2015,17939.0
    Улаанбаатар,2014,17205.0
    Улаанбаатар,2013,15419.0
    Улаанбаатар,2012,12910.0
    Улаанбаатар,2011,10773.0
    Улаанбаатар,2010,10863.0
    Улаанбаатар,2009,11339.0
    Улаанбаатар,2008,10901.0
    Улаанбаатар,2007,10514.0
    Улаанбаатар,2006,8540.0
    Улаанбаатар,2005,8208.0
    Улаанбаатар,2004,9180.0
    Улаанбаатар,2003,9940.0
    Улаанбаатар,2002,10718.0
    Улаанбаатар,2001,10469.0
    Улаанбаатар,2000,10360.0
    Улаанбаатар,1999,11523.0
    Улаанбаатар,1998,10712.0
    Улаанбаатар,1997,11419.0
    Улаанбаатар,1996,9917.0
    Улаанбаатар,1995,9217.0
    Улаанбаатар,1994,8567.0
    Улаанбаатар,1993,7644.0
    Улаанбаатар,1992,5441.0
    Улаанбаатар,1991,4823.0
    Улаанбаатар,1990,4150.0
    Улаанбаатар,1989,3517.0
            Улаанбаатар,2025,33144.0
            Улаанбаатар,2024,32123.0
            Улаанбаатар,2023,24978.0
            Улаанбаатар,2022,24310.0
            Улаанбаатар,2021,16534.0
            Улаанбаатар,2020,14633.0
            Улаанбаатар,2019,20261.0
            Улаанбаатар,2018,25652.0
            Улаанбаатар,2017,21947.0
            Улаанбаатар,2016,17909.0
            Улаанбаатар,2015,17939.0
            Улаанбаатар,2014,17205.0
            Улаанбаатар,2013,15419.0
            Улаанбаатар,2012,12910.0
            Улаанбаатар,2011,10773.0
            Улаанбаатар,2010,10863.0
            Улаанбаатар,2009,11339.0
            Улаанбаатар,2008,10901.0
            Улаанбаатар,2007,10514.0
            Улаанбаатар,2006,8540.0
            Улаанбаатар,2005,8208.0
            Улаанбаатар,2004,9180.0
            Улаанбаатар,2003,9940.0
            Улаанбаатар,2002,10718.0
            Улаанбаатар,2001,10469.0
            Улаанбаатар,2000,10360.0
            Улаанбаатар,1999,11523.0
            Улаанбаатар,1998,10712.0
            Улаанбаатар,1997,11419.0
            Улаанбаатар,1996,9917.0
            Улаанбаатар,1995,9217.0
            Улаанбаатар,1994,8567.0
            Улаанбаатар,1993,7644.0
            Улаанбаатар,1992,5441.0
            Улаанбаатар,1991,4823.0
            Улаанбаатар,1990,4150.0
            Улаанбаатар,1989,3517.0
                Баянгол,2025,
                Баянгол,2024,
                Баянгол,2023,
                Баянгол,2022,
                Баянгол,2021,
                Баянгол,2020,
                Баянгол,2019,
                Баянгол,2018,
                Баянгол,2017,
                Баянгол,2016,
                Баянгол,2015,
                Баянгол,2014,
                Баянгол,2013,
                Баянгол,2012,
                Баянгол,2011,
                Баянгол,2010,
                Баянгол,2009,
                Баянгол,2008,
                Баянгол,2007,
                Баянгол,2006,
                Баянгол,2005,
                Баянгол,2004,
                Баянгол,2003,
                Баянгол,2002,
                Баянгол,2001,
                Баянгол,2000,
                Баянгол,1999,
                Баянгол,1998,
                Баянгол,1997,
                Баянгол,1996,
                Баянгол,1995,
                Баянгол,1994,
                Баянгол,1993,
                Баянгол,1992,
                Баянгол,1991,
                Баянгол,1990,
                Баянгол,1989,0.0
                Баянзүрх,2025,
                Баянзүрх,2024,
                Баянзүрх,2023,
                Баянзүрх,2022,
                Баянзүрх,2021,
                Баянзүрх,2020,
                Баянзүрх,2019,
                Баянзүрх,2018,
                Баянзүрх,2017,
                Баянзүрх,2016,
                Баянзүрх,2015,
                Баянзүрх,2014,
                Баянзүрх,2013,
                Баянзүрх,2012,
                Баянзүрх,2011,
                Баянзүрх,2010,
                Баянзүрх,2009,
                Баянзүрх,2008,
                Баянзүрх,2007,
                Баянзүрх,2006,
                Баянзүрх,2005,
                Баянзүрх,2004,
                Баянзүрх,2003,
                Баянзүрх,2002,
                Баянзүрх,2001,
                Баянзүрх,2000,
                Баянзүрх,1999,
                Баянзүрх,1998,
                Баянзүрх,1997,
                Баянзүрх,1996,
                Баянзүрх,1995,
                Баянзүрх,1994,
                Баянзүрх,1993,
                Баянзүрх,1992,
                Баянзүрх,1991,
                Баянзүрх,1990,
                Баянзүрх,1989,
                Сүхбаатар,2025,
                Сүхбаатар,2024,
                Сүхбаатар,2023,
                Сүхбаатар,2022,
                Сүхбаатар,2021,
                Сүхбаатар,2020,
                Сүхбаатар,2019,
                Сүхбаатар,2018,
                Сүхбаатар,2017,
                Сүхбаатар,2016,
                Сүхбаатар,2015,
                Сүхбаатар,2014,
                Сүхбаатар,2013,
                Сүхбаатар,2012,
                Сүхбаатар,2011,
                Сүхбаатар,2010,
                Сүхбаатар,2009,
                Сүхбаатар,2008,
                Сүхбаатар,2007,
                Сүхбаатар,2006,
                Сүхбаатар,2005,
                Сүхбаатар,2004,
                Сүхбаатар,2003,
                Сүхбаатар,2002,
                Сүхбаатар,2001,
                Сүхбаатар,2000,
                Сүхбаатар,1999,
                Сүхбаатар,1998,
                Сүхбаатар,1997,
                Сүхбаатар,1996,
                Сүхбаатар,1995,
                Сүхбаатар,1994,
                Сүхбаатар,1993,
                Сүхбаатар,1992,
                Сүхбаатар,1991,
                Сүхбаатар,1990,
                Сүхбаатар,1989,
                Сонгинохайрхан,2025,
                Сонгинохайрхан,2024,
                Сонгинохайрхан,2023,
                Сонгинохайрхан,2022,
                Сонгинохайрхан,2021,
                Сонгинохайрхан,2020,
                Сонгинохайрхан,2019,
                Сонгинохайрхан,2018,
                Сонгинохайрхан,2017,
                Сонгинохайрхан,2016,
                Сонгинохайрхан,2015,
                Сонгинохайрхан,2014,
                Сонгинохайрхан,2013,
                Сонгинохайрхан,2012,
                Сонгинохайрхан,2011,
                Сонгинохайрхан,2010,
                Сонгинохайрхан,2009,
                Сонгинохайрхан,2008,
                Сонгинохайрхан,2007,
                Сонгинохайрхан,2006,
                Сонгинохайрхан,2005,
                Сонгинохайрхан,2004,
                Сонгинохайрхан,2003,
                Сонгинохайрхан,2002,
                Сонгинохайрхан,2001,
                Сонгинохайрхан,2000,
                Сонгинохайрхан,1999,
                Сонгинохайрхан,1998,
                Сонгинохайрхан,1997,
                Сонгинохайрхан,1996,
                Сонгинохайрхан,1995,
                Сонгинохайрхан,1994,
                Сонгинохайрхан,1993,
                Сонгинохайрхан,1992,
                Сонгинохайрхан,1991,
                Сонгинохайрхан,1990,
                Сонгинохайрхан,1989,
                Хан-Уул,2025,
                Хан-Уул,2024,
                Хан-Уул,2023,
                Хан-Уул,2022,
                Хан-Уул,2021,
                Хан-Уул,2020,
                Хан-Уул,2019,
                Хан-Уул,2018,
                Хан-Уул,2017,
                Хан-Уул,2016,
                Хан-Уул,2015,
                Хан-Уул,2014,
                Хан-Уул,2013,
                Хан-Уул,2012,
                Хан-Уул,2011,
                Хан-Уул,2010,
                Хан-Уул,2009,
                Хан-Уул,2008,
                Хан-Уул,2007,
                Хан-Уул,2006,
                Хан-Уул,2005,
                Хан-Уул,2004,
                Хан-Уул,2003,
                Хан-Уул,2002,
                Хан-Уул,2001,
                Хан-Уул,2000,
                Хан-Уул,1999,
                Хан-Уул,1998,
                Хан-Уул,1997,
                Хан-Уул,1996,
                Хан-Уул,1995,
                Хан-Уул,1994,
                Хан-Уул,1993,
                Хан-Уул,1992,
                Хан-Уул,1991,
                Хан-Уул,1990,
                Хан-Уул,1989,
                Чингэлтэй,2025,
                Чингэлтэй,2024,
                Чингэлтэй,2023,
                Чингэлтэй,2022,
                Чингэлтэй,2021,
                Чингэлтэй,2020,
                Чингэлтэй,2019,
                Чингэлтэй,2018,
                Чингэлтэй,2017,
                Чингэлтэй,2016,
                Чингэлтэй,2015,
                Чингэлтэй,2014,
                Чингэлтэй,2013,
                Чингэлтэй,2012,
                Чингэлтэй,2011,
                Чингэлтэй,2010,
                Чингэлтэй,2009,
                Чингэлтэй,2008,
                Чингэлтэй,2007,
                Чингэлтэй,2006,
                Чингэлтэй,2005,
                Чингэлтэй,2004,
                Чингэлтэй,2003,
                Чингэлтэй,2002,
                Чингэлтэй,2001,
                Чингэлтэй,2000,
                Чингэлтэй,1999,
                Чингэлтэй,1998,
                Чингэлтэй,1997,
                Чингэлтэй,1996,
                Чингэлтэй,1995,
                Чингэлтэй,1994,
                Чингэлтэй,1993,
                Чингэлтэй,1992,
                Чингэлтэй,1991,
                Чингэлтэй,1990,
                Чингэлтэй,1989,
                Багануур,2025,
                Багануур,2024,
                Багануур,2023,
                Багануур,2022,
                Багануур,2021,
                Багануур,2020,
                Багануур,2019,
                Багануур,2018,
                Багануур,2017,
                Багануур,2016,
                Багануур,2015,
                Багануур,2014,
                Багануур,2013,
                Багануур,2012,
                Багануур,2011,
                Багануур,2010,
                Багануур,2009,
                Багануур,2008,
                Багануур,2007,
                Багануур,2006,
                Багануур,2005,
                Багануур,2004,
                Багануур,2003,
                Багануур,2002,
                Багануур,2001,
                Багануур,2000,
                Багануур,1999,
                Багануур,1998,
                Багануур,1997,
                Багануур,1996,
                Багануур,1995,
                Багануур,1994,
                Багануур,1993,
                Багануур,1992,
                Багануур,1991,
                Багануур,1990,
                Багануур,1989,
                Багахангай,2025,
                Багахангай,2024,
                Багахангай,2023,
                Багахангай,2022,
                Багахангай,2021,
                Багахангай,2020,
                Багахангай,2019,
                Багахангай,2018,
                Багахангай,2017,
                Багахангай,2016,
                Багахангай,2015,
                Багахангай,2014,
                Багахангай,2013,
                Багахангай,2012,
                Багахангай,2011,
                Багахангай,2010,
                Багахангай,2009,
                Багахангай,2008,
                Багахангай,2007,
                Багахангай,2006,
                Багахангай,2005,
                Багахангай,2004,
                Багахангай,2003,
                Багахангай,2002,
                Багахангай,2001,
                Багахангай,2000,
                Багахангай,1999,
                Багахангай,1998,
                Багахангай,1997,
                Багахангай,1996,
                Багахангай,1995,
                Багахангай,1994,
                Багахангай,1993,
                Багахангай,1992,
                Багахангай,1991,
                Багахангай,1990,
                Багахангай,1989,
                    Налайх,2025,
                    Налайх,2024,
                    Налайх,2023,
                    Налайх,2022,
                    Налайх,2021,
                    Налайх,2020,
                    Налайх,2019,
                    Налайх,2018,
                    Налайх,2017,
                    Налайх,2016,
                    Налайх,2015,
                    Налайх,2014,
                    Налайх,2013,
                    Налайх,2012,
                    Налайх,2011,
                    Налайх,2010,
                    Налайх,2009,
                    Налайх,2008,
                    Налайх,2007,
                    Налайх,2006,
                    Налайх,2005,
                    Налайх,2004,
                    Налайх,2003,
                    Налайх,2002,
                    Налайх,2001,
                    Налайх,2000,
                    Налайх,1999,
                    Налайх,1998,
                    Налайх,1997,
                    Налайх,1996,
                    Налайх,1995,
                    Налайх,1994,
                    Налайх,1993,
                    Налайх,1992,
                    Налайх,1991,
                    Налайх,1990,
                    Налайх,1989,
    Бусад*,2025,9.0
    Бусад*,2024,10.0
    Бусад*,2023,20.0
    Бусад*,2022,11.0
    Бусад*,2021,15.0
    Бусад*,2020,11.0
    Бусад*,2019,59.0
    Бусад*,2018,64.0
    Бусад*,2017,39.0
    Бусад*,2016,36.0
    Бусад*,2015,39.0
    Бусад*,2014,20.0
    Бусад*,2013,203.0
    Бусад*,2012,152.0
    Бусад*,2011,184.0
    Бусад*,2010,301.0
    Бусад*,2009,208.0
    Бусад*,2008,247.0
    Бусад*,2007,344.0
    Бусад*,2006,325.0
    Бусад*,2005,381.0
    Бусад*,2004,293.0
    Бусад*,2003,297.0
    Бусад*,2002,334.0
    Бусад*,2001,554.0
    Бусад*,2000,609.0
    Бусад*,1999,0.0
    Бусад*,1998,0.0
    Бусад*,1997,629.0
    Бусад*,1996,576.0
    Бусад*,1995,544.0
    Бусад*,1994,0.0
    Бусад*,1993,0.0
    Бусад*,1992,0.0
    Бусад*,1991,0.0
    Бусад*,1990,0.0
    Бусад*,1989,0.0
