Region,Month,value
 Govisumber,2019-01,38
 Govisumber,2018-12,37
 Govisumber,2018-11,38
 Govisumber,2018-10,39
 Govisumber,2018-09,38
 Govisumber,2018-08,31
 Govisumber,2018-07,43
 Govisumber,2018-06,37
 Govisumber,2018-05,30
 Govisumber,2018-04,46
 Govisumber,2018-03,49
 Govisumber,2018-02,38
 Govisumber,2018-01,44
 Govisumber,2017-12,32
 Govisumber,2017-11,40
 Govisumber,2017-10,34
 Govisumber,2017-09,43
 Govisumber,2017-08,36
 Govisumber,2017-07,34
 Govisumber,2017-06,42
 Govisumber,2017-05,36
 Govisumber,2017-04,24
 Govisumber,2017-03,34
 Govisumber,2017-02,30
 Govisumber,2017-01,33
 Govisumber,2016-12,28
 Govisumber,2016-11,35
 Govisumber,2016-10,33
 Govisumber,2016-09,36
 Govisumber,2016-08,37
 Govisumber,2016-07,52
 Govisumber,2016-06,44
 Govisumber,2016-05,51
 Govisumber,2016-04,31
 Govisumber,2016-03,45
 Govisumber,2016-02,28
 Govisumber,2016-01,30
 Darkhan-Uul,2026-03,134
 Darkhan-Uul,2026-02,133
 Darkhan-Uul,2026-01,137
 Darkhan-Uul,2025-12,141
 Darkhan-Uul,2025-11,142
 Darkhan-Uul,2025-10,158
 Darkhan-Uul,2025-09,158
 Darkhan-Uul,2025-08,152
 Darkhan-Uul,2025-07,145
 Darkhan-Uul,2025-06,139
 Darkhan-Uul,2025-05,129
 Darkhan-Uul,2025-04,140
 Darkhan-Uul,2025-03,169
 Darkhan-Uul,2025-02,155
 Darkhan-Uul,2025-01,172
 Darkhan-Uul,2024-12,148
 Darkhan-Uul,2024-11,134
 Darkhan-Uul,2024-10,148
 Darkhan-Uul,2024-09,163
 Darkhan-Uul,2024-08,181
 Darkhan-Uul,2024-07,138
 Darkhan-Uul,2024-06,154
 Darkhan-Uul,2024-05,144
 Darkhan-Uul,2024-04,148
 Darkhan-Uul,2024-03,162
 Darkhan-Uul,2024-02,156
 Darkhan-Uul,2024-01,141
 Darkhan-Uul,2023-12,177
 Darkhan-Uul,2023-11,147
 Darkhan-Uul,2023-10,164
 Darkhan-Uul,2023-09,183
 Darkhan-Uul,2023-08,151
 Darkhan-Uul,2023-07,184
 Darkhan-Uul,2023-06,169
 Darkhan-Uul,2023-05,159
 Darkhan-Uul,2023-04,186
 Darkhan-Uul,2023-03,180
 Darkhan-Uul,2023-02,149
 Darkhan-Uul,2023-01,168
 Darkhan-Uul,2022-12,183
 Darkhan-Uul,2022-11,205
 Darkhan-Uul,2022-10,172
 Darkhan-Uul,2022-09,175
 Darkhan-Uul,2022-08,195
 Darkhan-Uul,2022-07,188
 Darkhan-Uul,2022-06,181
 Darkhan-Uul,2022-05,159
 Darkhan-Uul,2022-04,152
 Darkhan-Uul,2022-03,167
 Darkhan-Uul,2022-02,125
 Darkhan-Uul,2022-01,101
 Darkhan-Uul,2021-12,170
 Darkhan-Uul,2021-11,152
 Darkhan-Uul,2021-10,183
 Darkhan-Uul,2021-09,181
 Darkhan-Uul,2021-08,185
 Darkhan-Uul,2021-07,204
 Darkhan-Uul,2021-06,172
 Darkhan-Uul,2021-05,197
 Darkhan-Uul,2021-04,191
 Darkhan-Uul,2021-03,207
 Darkhan-Uul,2021-02,187
 Darkhan-Uul,2021-01,165
 Darkhan-Uul,2020-12,158
 Darkhan-Uul,2020-11,182
 Darkhan-Uul,2020-10,177
 Darkhan-Uul,2020-09,192
 Darkhan-Uul,2020-08,218
 Darkhan-Uul,2020-07,203
 Darkhan-Uul,2020-06,170
 Darkhan-Uul,2020-05,186
 Darkhan-Uul,2020-04,212
 Darkhan-Uul,2020-03,194
 Darkhan-Uul,2020-02,155
 Darkhan-Uul,2020-01,199
 Darkhan-Uul,2019-12,188
 Darkhan-Uul,2019-11,190
 Darkhan-Uul,2019-10,199
 Darkhan-Uul,2019-09,202
 Darkhan-Uul,2019-08,215
 Darkhan-Uul,2019-07,212
 Darkhan-Uul,2019-06,200
 Darkhan-Uul,2019-05,200
 Darkhan-Uul,2019-04,207
 Darkhan-Uul,2019-03,206
 Darkhan-Uul,2019-02,176
 Darkhan-Uul,2019-01,195
 Darkhan-Uul,2018-12,205
 Darkhan-Uul,2018-11,181
 Darkhan-Uul,2018-10,203
 Darkhan-Uul,2018-09,191
 Darkhan-Uul,2018-08,213
 Darkhan-Uul,2018-07,188
 Darkhan-Uul,2018-06,212
 Darkhan-Uul,2018-05,214
 Darkhan-Uul,2018-04,197
 Darkhan-Uul,2018-03,204
 Darkhan-Uul,2018-02,192
 Darkhan-Uul,2018-01,208
 Darkhan-Uul,2017-12,200
 Darkhan-Uul,2017-11,226
 Darkhan-Uul,2017-10,186
 Darkhan-Uul,2017-09,187
 Darkhan-Uul,2017-08,201
 Darkhan-Uul,2017-07,204
 Darkhan-Uul,2017-06,178
 Darkhan-Uul,2017-05,179
 Darkhan-Uul,2017-04,183
 Darkhan-Uul,2017-03,209
 Darkhan-Uul,2017-02,148
 Darkhan-Uul,2017-01,159
 Darkhan-Uul,2016-12,171
 Darkhan-Uul,2016-11,209
 Darkhan-Uul,2016-10,217
 Darkhan-Uul,2016-09,219
 Darkhan-Uul,2016-08,219
 Darkhan-Uul,2016-07,242
 Darkhan-Uul,2016-06,205
 Darkhan-Uul,2016-05,194
 Darkhan-Uul,2016-04,180
 Darkhan-Uul,2016-03,212
 Darkhan-Uul,2016-02,206
 Darkhan-Uul,2016-01,212
 Dornogovi,2026-03,84
 Dornogovi,2026-02,79
 Dornogovi,2026-01,63
 Dornogovi,2025-12,72
 Dornogovi,2025-11,61
 Dornogovi,2025-10,73
 Dornogovi,2025-09,78
 Dornogovi,2025-08,79
 Dornogovi,2025-07,78
 Dornogovi,2025-06,81
 Dornogovi,2025-05,72
 Dornogovi,2025-04,60
 Dornogovi,2025-03,60
 Dornogovi,2025-02,70
 Dornogovi,2025-01,78
 Dornogovi,2024-12,74
 Dornogovi,2024-11,84
 Dornogovi,2024-10,72
 Dornogovi,2024-09,82
 Dornogovi,2024-08,98
 Dornogovi,2024-07,92
 Dornogovi,2024-06,86
 Dornogovi,2024-05,78
 Dornogovi,2024-04,78
 Dornogovi,2024-03,89
 Dornogovi,2024-02,87
 Dornogovi,2024-01,88
 Dornogovi,2023-12,98
 Dornogovi,2023-11,77
 Dornogovi,2023-10,80
 Dornogovi,2023-09,82
 Dornogovi,2023-08,100
 Dornogovi,2023-07,92
 Dornogovi,2023-06,89
 Dornogovi,2023-05,94
 Dornogovi,2023-04,79
 Dornogovi,2023-03,93
 Dornogovi,2023-02,101
 Dornogovi,2023-01,89
 Dornogovi,2022-12,117
 Dornogovi,2022-11,127
 Dornogovi,2022-10,111
 Dornogovi,2022-09,114
 Dornogovi,2022-08,116
 Dornogovi,2022-07,86
 Dornogovi,2022-06,93
 Dornogovi,2022-05,111
 Dornogovi,2022-04,95
 Dornogovi,2022-03,92
 Dornogovi,2022-02,84
 Dornogovi,2022-01,104
 Dornogovi,2021-12,111
 Dornogovi,2021-11,116
 Dornogovi,2021-10,127
 Dornogovi,2021-09,126
 Dornogovi,2021-08,104
 Dornogovi,2021-07,131
 Dornogovi,2021-06,141
 Dornogovi,2021-05,128
 Dornogovi,2021-04,95
 Dornogovi,2021-03,157
 Dornogovi,2021-02,99
 Dornogovi,2021-01,123
 Dornogovi,2020-12,136
 Dornogovi,2020-11,113
 Dornogovi,2020-10,144
 Dornogovi,2020-09,129
 Dornogovi,2020-08,108
 Dornogovi,2020-07,143
 Dornogovi,2020-06,103
 Dornogovi,2020-05,104
 Dornogovi,2020-04,120
 Dornogovi,2020-03,105
 Dornogovi,2020-02,107
 Dornogovi,2020-01,149
 Dornogovi,2019-12,139
 Dornogovi,2019-11,119
 Dornogovi,2019-10,125
 Dornogovi,2019-09,125
 Dornogovi,2019-08,100
 Dornogovi,2019-07,125
 Dornogovi,2019-06,103
 Dornogovi,2019-05,99
 Dornogovi,2019-04,109
 Dornogovi,2019-03,97
 Dornogovi,2019-02,107
 Dornogovi,2019-01,110
 Dornogovi,2018-12,112
 Dornogovi,2018-11,120
 Dornogovi,2018-10,102
 Dornogovi,2018-09,135
 Dornogovi,2018-08,110
 Dornogovi,2018-07,126
 Dornogovi,2018-06,101
 Dornogovi,2018-05,101
 Dornogovi,2018-04,112
 Dornogovi,2018-03,124
 Dornogovi,2018-02,102
 Dornogovi,2018-01,126
 Dornogovi,2017-12,121
 Dornogovi,2017-11,126
 Dornogovi,2017-10,124
 Dornogovi,2017-09,124
 Dornogovi,2017-08,103
 Dornogovi,2017-07,89
 Dornogovi,2017-06,115
 Dornogovi,2017-05,113
 Dornogovi,2017-04,102
 Dornogovi,2017-03,119
 Dornogovi,2017-02,77
 Dornogovi,2017-01,112
 Dornogovi,2016-12,84
 Dornogovi,2016-11,147
 Dornogovi,2016-10,122
 Dornogovi,2016-09,110
 Dornogovi,2016-08,117
 Dornogovi,2016-07,118
 Dornogovi,2016-06,126
 Dornogovi,2016-05,120
 Dornogovi,2016-04,119
 Dornogovi,2016-03,124
 Dornogovi,2016-02,128
 Dornogovi,2016-01,121
 Dundgovi,2026-03,37
 Dundgovi,2026-02,47
 Dundgovi,2026-01,42
 Dundgovi,2025-12,42
 Dundgovi,2025-11,42
 Dundgovi,2025-10,45
 Dundgovi,2025-09,33
 Dundgovi,2025-08,38
 Dundgovi,2025-07,36
 Dundgovi,2025-06,50
 Dundgovi,2025-05,59
 Dundgovi,2025-04,42
 Dundgovi,2025-03,51
 Dundgovi,2025-02,34
 Dundgovi,2025-01,42
 Dundgovi,2024-12,51
 Dundgovi,2024-11,34
 Dundgovi,2024-10,41
 Dundgovi,2024-09,47
 Dundgovi,2024-08,42
 Dundgovi,2024-07,52
 Dundgovi,2024-06,42
 Dundgovi,2024-05,44
 Dundgovi,2024-04,67
 Dundgovi,2024-03,37
 Dundgovi,2024-02,39
 Dundgovi,2024-01,57
 Dundgovi,2023-12,50
 Dundgovi,2023-11,58
 Dundgovi,2023-10,63
 Dundgovi,2023-09,46
 Dundgovi,2023-08,63
 Dundgovi,2023-07,57
 Dundgovi,2023-06,58
 Dundgovi,2023-05,53
 Dundgovi,2023-04,56
 Dundgovi,2023-03,63
 Dundgovi,2023-02,61
 Dundgovi,2023-01,64
 Dundgovi,2022-12,50
 Dundgovi,2022-11,69
 Dundgovi,2022-10,61
 Dundgovi,2022-09,54
 Dundgovi,2022-08,64
 Dundgovi,2022-07,50
 Dundgovi,2022-06,48
 Dundgovi,2022-05,70
 Dundgovi,2022-04,53
 Dundgovi,2022-03,53
 Dundgovi,2022-02,48
 Dundgovi,2022-01,56
 Dundgovi,2021-12,66
 Dundgovi,2021-11,64
 Dundgovi,2021-10,62
 Dundgovi,2021-09,70
 Dundgovi,2021-08,61
 Dundgovi,2021-07,65
 Dundgovi,2021-06,82
 Dundgovi,2021-05,79
 Dundgovi,2021-04,76
 Dundgovi,2021-03,102
 Dundgovi,2021-02,58
 Dundgovi,2021-01,70
 Dundgovi,2020-12,79
 Dundgovi,2020-11,73
 Dundgovi,2020-10,71
 Dundgovi,2020-09,58
 Dundgovi,2020-08,61
 Dundgovi,2020-07,88
 Dundgovi,2020-06,74
 Dundgovi,2020-05,91
 Dundgovi,2020-04,80
 Dundgovi,2020-03,80
 Dundgovi,2020-02,60
 Dundgovi,2020-01,81
 Dundgovi,2019-12,85
 Dundgovi,2019-11,91
 Dundgovi,2019-10,76
 Dundgovi,2019-09,92
 Dundgovi,2019-08,79
 Dundgovi,2019-07,83
 Dundgovi,2019-06,69
 Dundgovi,2019-05,84
 Dundgovi,2019-04,73
 Dundgovi,2019-03,65
 Dundgovi,2019-02,83
 Dundgovi,2019-01,72
 Dundgovi,2018-12,71
 Dundgovi,2018-11,68
 Dundgovi,2018-10,66
 Dundgovi,2018-09,75
 Dundgovi,2018-08,60
 Dundgovi,2018-07,92
 Dundgovi,2018-06,88
 Dundgovi,2018-05,86
 Dundgovi,2018-04,87
 Dundgovi,2018-03,64
 Dundgovi,2018-02,70
 Dundgovi,2018-01,85
 Dundgovi,2017-12,83
 Dundgovi,2017-11,69
 Dundgovi,2017-10,67
 Dundgovi,2017-09,81
 Dundgovi,2017-08,86
 Dundgovi,2017-07,64
 Dundgovi,2017-06,76
 Dundgovi,2017-05,75
 Dundgovi,2017-04,63
 Dundgovi,2017-03,82
 Dundgovi,2017-02,68
 Dundgovi,2017-01,67
 Dundgovi,2016-12,59
 Dundgovi,2016-11,78
 Dundgovi,2016-10,78
 Dundgovi,2016-09,80
 Dundgovi,2016-08,71
 Dundgovi,2016-07,74
 Dundgovi,2016-06,85
 Dundgovi,2016-05,92
 Dundgovi,2016-04,82
 Dundgovi,2016-03,87
 Dundgovi,2016-02,84
 Dundgovi,2016-01,83
 Umnugovi,2026-03,86
 Umnugovi,2026-02,87
 Umnugovi,2026-01,66
 Umnugovi,2025-12,91
 Umnugovi,2025-11,86
 Umnugovi,2025-10,98
 Umnugovi,2025-09,101
 Umnugovi,2025-08,97
 Umnugovi,2025-07,89
 Umnugovi,2025-06,88
 Umnugovi,2025-05,98
 Umnugovi,2025-04,107
 Umnugovi,2025-03,91
 Umnugovi,2025-02,76
 Umnugovi,2025-01,91
 Umnugovi,2024-12,101
 Umnugovi,2024-11,111
 Umnugovi,2024-10,91
 Umnugovi,2024-09,95
 Umnugovi,2024-08,109
 Umnugovi,2024-07,104
 Umnugovi,2024-06,101
 Umnugovi,2024-05,92
 Umnugovi,2024-04,106
 Umnugovi,2024-03,83
 Umnugovi,2024-02,102
 Umnugovi,2024-01,103
 Umnugovi,2023-12,91
 Umnugovi,2023-11,123
 Umnugovi,2023-10,116
 Umnugovi,2023-09,132
 Umnugovi,2023-08,130
 Umnugovi,2023-07,112
 Umnugovi,2023-06,129
 Umnugovi,2023-05,114
 Umnugovi,2023-04,121
 Umnugovi,2023-03,114
 Umnugovi,2023-02,104
 Umnugovi,2023-01,111
 Umnugovi,2022-12,107
 Umnugovi,2022-11,125
 Umnugovi,2022-10,118
 Umnugovi,2022-09,127
 Umnugovi,2022-08,130
 Umnugovi,2022-07,98
 Umnugovi,2022-06,97
 Umnugovi,2022-05,89
 Umnugovi,2022-04,107
 Umnugovi,2022-03,95
 Umnugovi,2022-02,81
 Umnugovi,2022-01,85
 Umnugovi,2021-12,143
 Umnugovi,2021-11,131
 Umnugovi,2021-10,129
 Umnugovi,2021-09,117
 Umnugovi,2021-08,111
 Umnugovi,2021-07,127
 Umnugovi,2021-06,140
 Umnugovi,2021-05,162
 Umnugovi,2021-04,151
 Umnugovi,2021-03,161
 Umnugovi,2021-02,130
 Umnugovi,2021-01,137
 Umnugovi,2020-12,165
 Umnugovi,2020-11,152
 Umnugovi,2020-10,121
 Umnugovi,2020-09,122
 Umnugovi,2020-08,153
 Umnugovi,2020-07,141
 Umnugovi,2020-06,138
 Umnugovi,2020-05,131
 Umnugovi,2020-04,131
 Umnugovi,2020-03,125
 Umnugovi,2020-02,145
 Umnugovi,2020-01,156
 Umnugovi,2019-12,161
 Umnugovi,2019-11,131
 Umnugovi,2019-10,149
 Umnugovi,2019-09,154
 Umnugovi,2019-08,137
 Umnugovi,2019-07,133
 Umnugovi,2019-06,139
 Umnugovi,2019-05,134
 Umnugovi,2019-04,149
 Umnugovi,2019-03,131
 Umnugovi,2019-02,116
 Umnugovi,2019-01,112
 Umnugovi,2018-12,130
 Umnugovi,2018-11,142
 Umnugovi,2018-10,136
 Umnugovi,2018-09,141
 Umnugovi,2018-08,130
 Umnugovi,2018-07,135
 Umnugovi,2018-06,118
 Umnugovi,2018-05,139
 Umnugovi,2018-04,116
 Umnugovi,2018-03,124
 Umnugovi,2018-02,118
 Umnugovi,2018-01,123
 Umnugovi,2017-12,130
 Umnugovi,2017-11,138
 Umnugovi,2017-10,124
 Umnugovi,2017-09,113
 Umnugovi,2017-08,118
 Umnugovi,2017-07,116
 Umnugovi,2017-06,86
 Umnugovi,2017-05,102
 Umnugovi,2017-04,105
 Umnugovi,2017-03,108
 Umnugovi,2017-02,69
 Umnugovi,2017-01,92
 Umnugovi,2016-12,113
 Umnugovi,2016-11,125
 Umnugovi,2016-10,115
 Umnugovi,2016-09,113
 Umnugovi,2016-08,108
 Umnugovi,2016-07,131
 Umnugovi,2016-06,130
 Umnugovi,2016-05,110
 Umnugovi,2016-04,103
 Umnugovi,2016-03,137
 Umnugovi,2016-02,107
 Umnugovi,2016-01,117
 Selenge,2026-03,69
 Selenge,2026-02,69
 Selenge,2026-01,84
 Selenge,2025-12,84
 Selenge,2025-11,84
 Selenge,2025-10,88
 Selenge,2025-09,66
 Selenge,2025-08,64
 Selenge,2025-07,93
 Selenge,2025-06,83
 Selenge,2025-05,70
 Selenge,2025-04,86
 Selenge,2025-03,82
 Selenge,2025-02,102
 Selenge,2025-01,89
 Selenge,2024-12,88
 Selenge,2024-11,64
 Selenge,2024-10,90
 Selenge,2024-09,94
 Selenge,2024-08,105
 Selenge,2024-07,116
 Selenge,2024-06,69
 Selenge,2024-05,109
 Selenge,2024-04,84
 Selenge,2024-03,86
 Selenge,2024-02,116
 Selenge,2024-01,82
 Selenge,2023-12,95
 Selenge,2023-11,120
 Selenge,2023-10,93
 Selenge,2023-09,125
 Selenge,2023-08,94
 Selenge,2023-07,96
 Selenge,2023-06,116
 Selenge,2023-05,109
 Selenge,2023-04,110
 Selenge,2023-03,120
 Selenge,2023-02,106
 Selenge,2023-01,123
 Selenge,2022-12,114
 Selenge,2022-11,107
 Selenge,2022-10,120
 Selenge,2022-09,128
 Selenge,2022-08,134
 Selenge,2022-07,118
 Selenge,2022-06,110
 Selenge,2022-05,98
 Selenge,2022-04,118
 Selenge,2022-03,125
 Selenge,2022-02,86
 Selenge,2022-01,79
 Selenge,2021-12,104
 Selenge,2021-11,132
 Selenge,2021-10,132
 Selenge,2021-09,132
 Selenge,2021-08,98
 Selenge,2021-07,164
 Selenge,2021-06,178
 Selenge,2021-05,162
 Selenge,2021-04,135
 Selenge,2021-03,144
 Selenge,2021-02,121
 Selenge,2021-01,122
 Selenge,2020-12,183
 Selenge,2020-11,57
 Selenge,2020-10,152
 Selenge,2020-09,134
 Selenge,2020-08,172
 Selenge,2020-07,137
 Selenge,2020-06,126
 Selenge,2020-05,139
 Selenge,2020-04,137
 Selenge,2020-03,150
 Selenge,2020-02,123
 Selenge,2020-01,145
 Selenge,2019-12,156
 Selenge,2019-11,113
 Selenge,2019-10,177
 Selenge,2019-09,153
 Selenge,2019-08,148
 Selenge,2019-07,137
 Selenge,2019-06,134
 Selenge,2019-05,147
 Selenge,2019-04,172
 Selenge,2019-03,160
 Selenge,2019-02,136
 Selenge,2019-01,147
 Selenge,2018-12,148
 Selenge,2018-11,122
 Selenge,2018-10,135
 Selenge,2018-09,158
 Selenge,2018-08,141
 Selenge,2018-07,140
 Selenge,2018-06,155
 Selenge,2018-05,154
 Selenge,2018-04,126
 Selenge,2018-03,142
 Selenge,2018-02,142
 Selenge,2018-01,143
 Selenge,2017-12,144
 Selenge,2017-11,152
 Selenge,2017-10,127
 Selenge,2017-09,164
 Selenge,2017-08,166
 Selenge,2017-07,162
 Selenge,2017-06,132
 Selenge,2017-05,154
 Selenge,2017-04,127
 Selenge,2017-03,181
 Selenge,2017-02,91
 Selenge,2017-01,120
 Selenge,2016-12,122
 Selenge,2016-11,149
 Selenge,2016-10,125
 Selenge,2016-09,185
 Selenge,2016-08,179
 Selenge,2016-07,157
 Selenge,2016-06,147
 Selenge,2016-05,160
 Selenge,2016-04,141
 Selenge,2016-03,171
 Selenge,2016-02,147
 Selenge,2016-01,153
 Tuv,2026-03,46
 Tuv,2026-02,40
 Tuv,2026-01,50
 Tuv,2025-12,50
 Tuv,2025-11,48
 Tuv,2025-10,63
 Tuv,2025-09,69
 Tuv,2025-08,57
 Tuv,2025-07,68
 Tuv,2025-06,44
 Tuv,2025-05,51
 Tuv,2025-04,45
 Tuv,2025-03,69
 Tuv,2025-02,43
 Tuv,2025-01,59
 Tuv,2024-12,67
 Tuv,2024-11,45
 Tuv,2024-10,72
 Tuv,2024-09,66
 Tuv,2024-08,65
 Tuv,2024-07,58
 Tuv,2024-06,60
 Tuv,2024-05,71
 Tuv,2024-04,55
 Tuv,2024-03,64
 Tuv,2024-02,65
 Tuv,2024-01,62
 Tuv,2023-12,53
 Tuv,2023-11,54
 Tuv,2023-10,53
 Tuv,2023-09,56
 Tuv,2023-08,66
 Tuv,2023-07,66
 Tuv,2023-06,59
 Tuv,2023-05,77
 Tuv,2023-04,86
 Tuv,2023-03,83
 Tuv,2023-02,71
 Tuv,2023-01,66
 Tuv,2022-12,60
 Tuv,2022-11,76
 Tuv,2022-10,75
 Tuv,2022-09,54
 Tuv,2022-08,77
 Tuv,2022-07,55
 Tuv,2022-06,81
 Tuv,2022-05,83
 Tuv,2022-04,55
 Tuv,2022-03,69
 Tuv,2022-02,62
 Tuv,2022-01,53
 Tuv,2021-12,85
 Tuv,2021-11,88
 Tuv,2021-10,89
 Tuv,2021-09,100
 Tuv,2021-08,86
 Tuv,2021-07,103
 Tuv,2021-06,79
 Tuv,2021-05,102
 Tuv,2021-04,89
 Tuv,2021-03,105
 Tuv,2021-02,96
 Tuv,2021-01,107
 Tuv,2020-12,91
 Tuv,2020-11,84
 Tuv,2020-10,69
 Tuv,2020-09,88
 Tuv,2020-08,77
 Tuv,2020-07,106
 Tuv,2020-06,101
 Tuv,2020-05,108
 Tuv,2020-04,83
 Tuv,2020-03,80
 Tuv,2020-02,101
 Tuv,2020-01,86
 Tuv,2019-12,99
 Tuv,2019-11,72
 Tuv,2019-10,110
 Tuv,2019-09,85
 Tuv,2019-08,101
 Tuv,2019-07,107
 Tuv,2019-06,78
 Tuv,2019-05,106
 Tuv,2019-04,94
 Tuv,2019-03,70
 Tuv,2019-02,81
 Tuv,2019-01,99
 Tuv,2018-12,98
 Tuv,2018-11,97
 Tuv,2018-10,80
 Tuv,2018-09,97
 Tuv,2018-08,107
 Tuv,2018-07,94
 Tuv,2018-06,88
 Tuv,2018-05,78
 Tuv,2018-04,109
 Tuv,2018-03,97
 Tuv,2018-02,90
 Tuv,2018-01,112
 Tuv,2017-12,97
 Tuv,2017-11,95
 Tuv,2017-10,111
 Tuv,2017-09,78
 Tuv,2017-08,100
 Tuv,2017-07,105
 Tuv,2017-06,100
 Tuv,2017-05,111
 Tuv,2017-04,115
 Tuv,2017-03,100
 Tuv,2017-02,83
 Tuv,2017-01,102
 Tuv,2016-12,97
 Tuv,2016-11,106
 Tuv,2016-10,87
 Tuv,2016-09,82
 Tuv,2016-08,105
 Tuv,2016-07,130
 Tuv,2016-06,92
 Tuv,2016-05,117
 Tuv,2016-04,108
 Tuv,2016-03,96
 Tuv,2016-02,84
 Tuv,2016-01,114
 Eastern region,2026-03,248
 Eastern region,2026-02,259
 Eastern region,2026-01,245
 Eastern region,2025-12,248
 Eastern region,2025-11,240
 Eastern region,2025-10,260
 Eastern region,2025-09,253
 Eastern region,2025-08,237
 Eastern region,2025-07,257
 Eastern region,2025-06,241
 Eastern region,2025-05,256
 Eastern region,2025-04,265
 Eastern region,2025-03,268
 Eastern region,2025-02,224
 Eastern region,2025-01,296
 Eastern region,2024-12,234
 Eastern region,2024-11,287
 Eastern region,2024-10,272
 Eastern region,2024-09,257
 Eastern region,2024-08,282
 Eastern region,2024-07,269
 Eastern region,2024-06,292
 Eastern region,2024-05,287
 Eastern region,2024-04,300
 Eastern region,2024-03,292
 Eastern region,2024-02,287
 Eastern region,2024-01,293
 Eastern region,2023-12,317
 Eastern region,2023-11,294
 Eastern region,2023-10,328
 Eastern region,2023-09,308
 Eastern region,2023-08,339
 Eastern region,2023-07,369
 Eastern region,2023-06,324
 Eastern region,2023-05,333
 Eastern region,2023-04,367
 Eastern region,2023-03,375
 Eastern region,2023-02,329
 Eastern region,2023-01,331
 Eastern region,2022-12,378
 Eastern region,2022-11,332
 Eastern region,2022-10,365
 Eastern region,2022-09,357
 Eastern region,2022-08,393
 Eastern region,2022-07,325
 Eastern region,2022-06,311
 Eastern region,2022-05,332
 Eastern region,2022-04,348
 Eastern region,2022-03,308
 Eastern region,2022-02,265
 Eastern region,2022-01,282
 Eastern region,2021-12,352
 Eastern region,2021-11,357
 Eastern region,2021-10,384
 Eastern region,2021-09,401
 Eastern region,2021-08,349
 Eastern region,2021-07,424
 Eastern region,2021-06,422
 Eastern region,2021-05,409
 Eastern region,2021-04,415
 Eastern region,2021-03,430
 Eastern region,2021-02,379
 Eastern region,2021-01,368
 Eastern region,2020-12,399
 Eastern region,2020-11,412
 Eastern region,2020-10,424
 Eastern region,2020-09,387
 Eastern region,2020-08,410
 Eastern region,2020-07,411
 Eastern region,2020-06,406
 Eastern region,2020-05,399
 Eastern region,2020-04,402
 Eastern region,2020-03,493
 Eastern region,2020-02,355
 Eastern region,2020-01,431
 Eastern region,2019-12,375
 Eastern region,2019-11,376
 Eastern region,2019-10,398
 Eastern region,2019-09,405
 Eastern region,2019-08,373
 Eastern region,2019-07,449
 Eastern region,2019-06,405
 Eastern region,2019-05,425
 Eastern region,2019-04,429
 Eastern region,2019-03,395
 Eastern region,2019-02,392
 Eastern region,2019-01,363
 Eastern region,2018-12,421
 Eastern region,2018-11,385
 Eastern region,2018-10,389
 Eastern region,2018-09,371
 Eastern region,2018-08,387
 Eastern region,2018-07,407
 Eastern region,2018-06,393
 Eastern region,2018-05,413
 Eastern region,2018-04,420
 Eastern region,2018-03,415
 Eastern region,2018-02,332
 Eastern region,2018-01,391
 Eastern region,2017-12,402
 Eastern region,2017-11,440
 Eastern region,2017-10,418
 Eastern region,2017-09,374
 Eastern region,2017-08,377
 Eastern region,2017-07,430
 Eastern region,2017-06,380
 Eastern region,2017-05,388
 Eastern region,2017-04,394
 Eastern region,2017-03,393
 Eastern region,2017-02,295
 Eastern region,2017-01,364
 Eastern region,2016-12,394
 Eastern region,2016-11,382
 Eastern region,2016-10,380
 Eastern region,2016-09,406
 Eastern region,2016-08,452
 Eastern region,2016-07,446
 Eastern region,2016-06,462
 Eastern region,2016-05,407
 Eastern region,2016-04,397
 Eastern region,2016-03,450
 Eastern region,2016-02,392
 Eastern region,2016-01,408
 Dornod,2026-03,102
 Dornod,2026-02,102
 Dornod,2026-01,97
 Dornod,2025-12,100
 Dornod,2025-11,109
 Dornod,2025-10,100
 Dornod,2025-09,109
 Dornod,2025-08,101
 Dornod,2025-07,95
 Dornod,2025-06,110
 Dornod,2025-05,112
 Dornod,2025-04,99
 Dornod,2025-03,95
 Dornod,2025-02,96
 Dornod,2025-01,125
 Dornod,2024-12,87
 Dornod,2024-11,133
 Dornod,2024-10,113
 Dornod,2024-09,116
 Dornod,2024-08,126
 Dornod,2024-07,104
 Dornod,2024-06,119
 Dornod,2024-05,110
 Dornod,2024-04,128
 Dornod,2024-03,120
 Dornod,2024-02,83
 Dornod,2024-01,117
 Dornod,2023-12,117
 Dornod,2023-11,115
 Dornod,2023-10,130
 Dornod,2023-09,116
 Dornod,2023-08,122
 Dornod,2023-07,146
 Dornod,2023-06,123
 Dornod,2023-05,122
 Dornod,2023-04,135
 Dornod,2023-03,132
 Dornod,2023-02,122
 Dornod,2023-01,134
 Dornod,2022-12,151
 Dornod,2022-11,141
 Dornod,2022-10,150
 Dornod,2022-09,140
 Dornod,2022-08,165
 Dornod,2022-07,130
 Dornod,2022-06,109
 Dornod,2022-05,120
 Dornod,2022-04,134
 Dornod,2022-03,128
 Dornod,2022-02,99
 Dornod,2022-01,121
 Dornod,2021-12,153
 Dornod,2021-11,136
 Dornod,2021-10,144
 Dornod,2021-09,159
 Dornod,2021-08,132
 Dornod,2021-07,158
 Dornod,2021-06,164
 Dornod,2021-05,162
 Dornod,2021-04,144
 Dornod,2021-03,154
