Region,Month,value
 Arkhangai,2026-02,67
 Arkhangai,2026-01,89
 Arkhangai,2025-12,76
 Arkhangai,2025-11,73
 Arkhangai,2025-10,79
 Arkhangai,2025-09,91
 Arkhangai,2025-08,74
 Arkhangai,2025-07,77
 Arkhangai,2025-06,84
 Arkhangai,2025-05,86
 Arkhangai,2025-04,82
 Arkhangai,2025-03,104
 Arkhangai,2025-02,85
 Arkhangai,2025-01,88
 Arkhangai,2024-12,85
 Arkhangai,2024-11,75
 Arkhangai,2024-10,101
 Arkhangai,2024-09,89
 Arkhangai,2024-08,76
 Arkhangai,2024-07,96
 Arkhangai,2024-06,84
 Arkhangai,2024-05,96
 Arkhangai,2024-04,105
 Arkhangai,2024-03,98
 Arkhangai,2024-02,76
 Arkhangai,2024-01,91
 Arkhangai,2023-12,78
 Arkhangai,2023-11,100
 Arkhangai,2023-10,95
 Arkhangai,2023-09,108
 Arkhangai,2023-08,109
 Arkhangai,2023-07,110
 Arkhangai,2023-06,96
 Arkhangai,2023-05,111
 Arkhangai,2023-04,138
 Arkhangai,2023-03,135
 Arkhangai,2023-02,112
 Arkhangai,2023-01,128
 Arkhangai,2022-12,132
 Arkhangai,2022-11,114
 Arkhangai,2022-10,124
 Arkhangai,2022-09,107
 Arkhangai,2022-08,115
 Arkhangai,2022-07,109
 Arkhangai,2022-06,89
 Arkhangai,2022-05,123
 Arkhangai,2022-04,120
 Arkhangai,2022-03,116
 Arkhangai,2022-02,97
 Arkhangai,2022-01,96
 Arkhangai,2021-12,96
 Arkhangai,2021-11,117
 Arkhangai,2021-10,147
 Arkhangai,2021-09,113
 Arkhangai,2021-08,127
 Arkhangai,2021-07,159
 Arkhangai,2021-06,152
 Arkhangai,2021-05,168
 Arkhangai,2021-04,145
 Arkhangai,2021-03,128
 Arkhangai,2021-02,159
 Arkhangai,2021-01,139
 Arkhangai,2020-12,135
 Arkhangai,2020-11,130
 Arkhangai,2020-10,124
 Arkhangai,2020-09,136
 Arkhangai,2020-08,135
 Arkhangai,2020-07,145
 Arkhangai,2020-06,148
 Arkhangai,2020-05,122
 Arkhangai,2020-04,156
 Arkhangai,2020-03,167
 Arkhangai,2020-02,127
 Arkhangai,2020-01,114
 Arkhangai,2019-12,138
 Arkhangai,2019-11,163
 Arkhangai,2019-10,149
 Arkhangai,2019-09,135
 Arkhangai,2019-08,163
 Arkhangai,2019-07,150
 Arkhangai,2019-06,119
 Arkhangai,2019-05,144
 Arkhangai,2019-04,151
 Arkhangai,2019-03,139
 Arkhangai,2019-02,124
 Arkhangai,2019-01,133
 Arkhangai,2018-12,145
 Arkhangai,2018-11,132
 Arkhangai,2018-10,157
 Arkhangai,2018-09,137
 Arkhangai,2018-08,121
 Arkhangai,2018-07,163
 Arkhangai,2018-06,154
 Arkhangai,2018-05,127
 Arkhangai,2018-04,144
 Arkhangai,2018-03,157
 Arkhangai,2018-02,126
 Arkhangai,2018-01,175
 Arkhangai,2017-12,128
 Arkhangai,2017-11,193
 Arkhangai,2017-10,121
 Arkhangai,2017-09,169
 Arkhangai,2017-08,157
 Arkhangai,2017-07,188
 Arkhangai,2017-06,151
 Arkhangai,2017-05,148
 Arkhangai,2017-04,165
 Arkhangai,2017-03,190
 Arkhangai,2017-02,134
 Arkhangai,2017-01,158
 Arkhangai,2016-12,131
 Arkhangai,2016-11,170
 Arkhangai,2016-10,173
 Arkhangai,2016-09,171
 Arkhangai,2016-08,161
 Arkhangai,2016-07,187
 Arkhangai,2016-06,175
 Arkhangai,2016-05,171
 Arkhangai,2016-04,151
 Arkhangai,2016-03,161
 Arkhangai,2016-02,152
 Arkhangai,2016-01,154
 Bayankhongor,2026-03,100
 Bayankhongor,2026-02,103
 Bayankhongor,2026-01,99
 Bayankhongor,2025-12,96
 Bayankhongor,2025-11,107
 Bayankhongor,2025-10,108
 Bayankhongor,2025-09,109
 Bayankhongor,2025-08,109
 Bayankhongor,2025-07,92
 Bayankhongor,2025-06,111
 Bayankhongor,2025-05,95
 Bayankhongor,2025-04,116
 Bayankhongor,2025-03,107
 Bayankhongor,2025-02,117
 Bayankhongor,2025-01,101
 Bayankhongor,2024-12,110
 Bayankhongor,2024-11,123
 Bayankhongor,2024-10,119
 Bayankhongor,2024-09,125
 Bayankhongor,2024-08,103
 Bayankhongor,2024-07,120
 Bayankhongor,2024-06,118
 Bayankhongor,2024-05,119
 Bayankhongor,2024-04,132
 Bayankhongor,2024-03,131
 Bayankhongor,2024-02,118
 Bayankhongor,2024-01,100
 Bayankhongor,2023-12,129
 Bayankhongor,2023-11,135
 Bayankhongor,2023-10,116
 Bayankhongor,2023-09,126
 Bayankhongor,2023-08,134
 Bayankhongor,2023-07,157
 Bayankhongor,2023-06,137
 Bayankhongor,2023-05,137
 Bayankhongor,2023-04,123
 Bayankhongor,2023-03,153
 Bayankhongor,2023-02,131
 Bayankhongor,2023-01,138
 Bayankhongor,2022-12,166
 Bayankhongor,2022-11,125
 Bayankhongor,2022-10,159
 Bayankhongor,2022-09,152
 Bayankhongor,2022-08,184
 Bayankhongor,2022-07,156
 Bayankhongor,2022-06,121
 Bayankhongor,2022-05,131
 Bayankhongor,2022-04,126
 Bayankhongor,2022-03,139
 Bayankhongor,2022-02,107
 Bayankhongor,2022-01,111
 Bayankhongor,2021-12,141
 Bayankhongor,2021-11,144
 Bayankhongor,2021-10,127
 Bayankhongor,2021-09,180
 Bayankhongor,2021-08,176
 Bayankhongor,2021-07,163
 Bayankhongor,2021-06,146
 Bayankhongor,2021-05,168
 Bayankhongor,2021-04,182
 Bayankhongor,2021-03,176
 Bayankhongor,2021-02,134
 Bayankhongor,2021-01,121
 Bayankhongor,2020-12,179
 Bayankhongor,2020-11,161
 Bayankhongor,2020-10,156
 Bayankhongor,2020-09,178
 Bayankhongor,2020-08,186
 Bayankhongor,2020-07,166
 Bayankhongor,2020-06,183
 Bayankhongor,2020-05,179
 Bayankhongor,2020-04,162
 Bayankhongor,2020-03,192
 Bayankhongor,2020-02,149
 Bayankhongor,2020-01,160
 Bayankhongor,2019-12,186
 Bayankhongor,2019-11,182
 Bayankhongor,2019-10,174
 Bayankhongor,2019-09,153
 Bayankhongor,2019-08,169
 Bayankhongor,2019-07,189
 Bayankhongor,2019-06,202
 Bayankhongor,2019-05,205
 Bayankhongor,2019-04,166
 Bayankhongor,2019-03,177
 Bayankhongor,2019-02,148
 Bayankhongor,2019-01,153
 Bayankhongor,2018-12,186
 Bayankhongor,2018-11,198
 Bayankhongor,2018-10,153
 Bayankhongor,2018-09,156
 Bayankhongor,2018-08,186
 Bayankhongor,2018-07,178
 Bayankhongor,2018-06,168
 Bayankhongor,2018-05,171
 Bayankhongor,2018-04,191
 Bayankhongor,2018-03,164
 Bayankhongor,2018-02,137
 Bayankhongor,2018-01,186
 Bayankhongor,2017-12,190
 Bayankhongor,2017-11,198
 Bayankhongor,2017-10,180
 Bayankhongor,2017-09,170
 Bayankhongor,2017-08,151
 Bayankhongor,2017-07,163
 Bayankhongor,2017-06,167
 Bayankhongor,2017-05,190
 Bayankhongor,2017-04,152
 Bayankhongor,2017-03,176
 Bayankhongor,2017-02,134
 Bayankhongor,2017-01,130
 Bayankhongor,2016-12,142
 Bayankhongor,2016-11,151
 Bayankhongor,2016-10,166
 Bayankhongor,2016-09,164
 Bayankhongor,2016-08,200
 Bayankhongor,2016-07,155
 Bayankhongor,2016-06,180
 Bayankhongor,2016-05,158
 Bayankhongor,2016-04,175
 Bayankhongor,2016-03,172
 Bayankhongor,2016-02,144
 Bayankhongor,2016-01,159
 Bulgan,2026-03,37
 Bulgan,2026-02,33
 Bulgan,2026-01,29
 Bulgan,2025-12,28
 Bulgan,2025-11,28
 Bulgan,2025-10,48
 Bulgan,2025-09,36
 Bulgan,2025-08,37
 Bulgan,2025-07,50
 Bulgan,2025-06,32
 Bulgan,2025-05,38
 Bulgan,2025-04,35
 Bulgan,2025-03,41
 Bulgan,2025-02,45
 Bulgan,2025-01,42
 Bulgan,2024-12,46
 Bulgan,2024-11,34
 Bulgan,2024-10,33
 Bulgan,2024-09,36
 Bulgan,2024-08,51
 Bulgan,2024-07,37
 Bulgan,2024-06,35
 Bulgan,2024-05,41
 Bulgan,2024-04,45
 Bulgan,2024-03,33
 Bulgan,2024-02,36
 Bulgan,2024-01,46
 Bulgan,2023-12,43
 Bulgan,2023-11,45
 Bulgan,2023-10,37
 Bulgan,2023-09,54
 Bulgan,2023-08,51
 Bulgan,2023-07,46
 Bulgan,2023-06,58
 Bulgan,2023-05,52
 Bulgan,2023-04,46
 Bulgan,2023-03,59
 Bulgan,2023-02,56
 Bulgan,2023-01,53
 Bulgan,2022-12,80
 Bulgan,2022-11,50
 Bulgan,2022-10,72
 Bulgan,2022-09,50
 Bulgan,2022-08,59
 Bulgan,2022-07,55
 Bulgan,2022-06,61
 Bulgan,2022-05,53
 Bulgan,2022-04,56
 Bulgan,2022-03,48
 Bulgan,2022-02,45
 Bulgan,2022-01,50
 Bulgan,2021-12,31
 Bulgan,2021-11,48
 Bulgan,2021-10,67
 Bulgan,2021-09,74
 Bulgan,2021-08,69
 Bulgan,2021-07,75
 Bulgan,2021-06,68
 Bulgan,2021-05,84
 Bulgan,2021-04,91
 Bulgan,2021-03,71
 Bulgan,2021-02,84
 Bulgan,2021-01,80
 Bulgan,2020-12,83
 Bulgan,2020-11,49
 Bulgan,2020-10,47
 Bulgan,2020-09,54
 Bulgan,2020-08,57
 Bulgan,2020-07,71
 Bulgan,2020-06,64
 Bulgan,2020-05,67
 Bulgan,2020-04,78
 Bulgan,2020-03,69
 Bulgan,2020-02,62
 Bulgan,2020-01,59
 Bulgan,2019-12,78
 Bulgan,2019-11,47
 Bulgan,2019-10,57
 Bulgan,2019-09,64
 Bulgan,2019-08,66
 Bulgan,2019-07,85
 Bulgan,2019-06,54
 Bulgan,2019-05,57
 Bulgan,2019-04,70
 Bulgan,2019-03,61
 Bulgan,2019-02,58
 Bulgan,2019-01,66
 Bulgan,2018-12,48
 Bulgan,2018-11,49
 Bulgan,2018-10,65
 Bulgan,2018-09,74
 Bulgan,2018-08,85
 Bulgan,2018-07,71
 Bulgan,2018-06,61
 Bulgan,2018-05,64
 Bulgan,2018-04,67
 Bulgan,2018-03,53
 Bulgan,2018-02,84
 Bulgan,2018-01,64
 Bulgan,2017-12,78
 Bulgan,2017-11,75
 Bulgan,2017-10,73
 Bulgan,2017-09,56
 Bulgan,2017-08,65
 Bulgan,2017-07,74
 Bulgan,2017-06,73
 Bulgan,2017-05,76
 Bulgan,2017-04,70
 Bulgan,2017-03,58
 Bulgan,2017-02,70
 Bulgan,2017-01,67
 Bulgan,2016-12,65
 Bulgan,2016-11,62
 Bulgan,2016-10,74
 Bulgan,2016-09,72
 Bulgan,2016-08,61
 Bulgan,2016-07,92
 Bulgan,2016-06,80
 Bulgan,2016-05,75
 Bulgan,2016-04,68
 Bulgan,2016-03,77
 Bulgan,2016-02,71
 Bulgan,2016-01,74
 Orkhon,2026-03,154
 Orkhon,2026-02,140
 Orkhon,2026-01,145
 Orkhon,2025-12,162
 Orkhon,2025-11,164
 Orkhon,2025-10,164
 Orkhon,2025-09,173
 Orkhon,2025-08,146
 Orkhon,2025-07,171
 Orkhon,2025-06,171
 Orkhon,2025-05,144
 Orkhon,2025-04,153
 Orkhon,2025-03,167
 Orkhon,2025-02,147
 Orkhon,2025-01,174
 Orkhon,2024-12,178
 Orkhon,2024-11,173
 Orkhon,2024-10,181
 Orkhon,2024-09,171
 Orkhon,2024-08,186
 Orkhon,2024-07,158
 Orkhon,2024-06,159
 Orkhon,2024-05,150
 Orkhon,2024-04,156
 Orkhon,2024-03,185
 Orkhon,2024-02,163
 Orkhon,2024-01,157
 Orkhon,2023-12,151
 Orkhon,2023-11,205
 Orkhon,2023-10,173
 Orkhon,2023-09,182
 Orkhon,2023-08,193
 Orkhon,2023-07,183
 Orkhon,2023-06,181
 Orkhon,2023-05,202
 Orkhon,2023-04,167
 Orkhon,2023-03,227
 Orkhon,2023-02,176
 Orkhon,2023-01,194
 Orkhon,2022-12,206
 Orkhon,2022-11,183
 Orkhon,2022-10,229
 Orkhon,2022-09,222
 Orkhon,2022-08,206
 Orkhon,2022-07,200
 Orkhon,2022-06,177
 Orkhon,2022-05,176
 Orkhon,2022-04,189
 Orkhon,2022-03,173
 Orkhon,2022-02,171
 Orkhon,2022-01,177
 Orkhon,2021-12,176
 Orkhon,2021-11,197
 Orkhon,2021-10,212
 Orkhon,2021-09,228
 Orkhon,2021-08,203
 Orkhon,2021-07,245
 Orkhon,2021-06,217
 Orkhon,2021-05,212
 Orkhon,2021-04,228
 Orkhon,2021-03,226
 Orkhon,2021-02,174
 Orkhon,2021-01,199
 Orkhon,2020-12,195
 Orkhon,2020-11,219
 Orkhon,2020-10,213
 Orkhon,2020-09,201
 Orkhon,2020-08,223
 Orkhon,2020-07,238
 Orkhon,2020-06,203
 Orkhon,2020-05,217
 Orkhon,2020-04,213
 Orkhon,2020-03,232
 Orkhon,2020-02,185
 Orkhon,2020-01,216
 Orkhon,2019-12,223
 Orkhon,2019-11,246
 Orkhon,2019-10,213
 Orkhon,2019-09,234
 Orkhon,2019-08,223
 Orkhon,2019-07,226
 Orkhon,2019-06,181
 Orkhon,2019-05,232
 Orkhon,2019-04,238
 Orkhon,2019-03,234
 Orkhon,2019-02,193
 Orkhon,2019-01,205
 Orkhon,2018-12,239
 Orkhon,2018-11,214
 Orkhon,2018-10,261
 Orkhon,2018-09,207
 Orkhon,2018-08,251
 Orkhon,2018-07,248
 Orkhon,2018-06,209
 Orkhon,2018-05,198
 Orkhon,2018-04,230
 Orkhon,2018-03,243
 Orkhon,2018-02,239
 Orkhon,2018-01,212
 Orkhon,2017-12,213
 Orkhon,2017-11,247
 Orkhon,2017-10,215
 Orkhon,2017-09,235
 Orkhon,2017-08,217
 Orkhon,2017-07,274
 Orkhon,2017-06,213
 Orkhon,2017-05,220
 Orkhon,2017-04,204
 Orkhon,2017-03,209
 Orkhon,2017-02,149
 Orkhon,2017-01,183
 Orkhon,2016-12,198
 Orkhon,2016-11,235
 Orkhon,2016-10,230
 Orkhon,2016-09,233
 Orkhon,2016-08,243
 Orkhon,2016-07,222
 Orkhon,2016-06,225
 Orkhon,2016-05,239
 Orkhon,2016-04,181
 Orkhon,2016-03,234
 Orkhon,2016-02,182
 Orkhon,2016-01,199
 Uvurkhangai,2026-03,130
 Uvurkhangai,2026-02,112
 Uvurkhangai,2026-01,102
 Uvurkhangai,2025-12,135
 Uvurkhangai,2025-11,132
 Uvurkhangai,2025-10,130
 Uvurkhangai,2025-09,130
 Uvurkhangai,2025-08,117
 Uvurkhangai,2025-07,142
 Uvurkhangai,2025-06,134
 Uvurkhangai,2025-05,147
 Uvurkhangai,2025-04,140
 Uvurkhangai,2025-03,149
 Uvurkhangai,2025-02,115
 Uvurkhangai,2025-01,138
 Uvurkhangai,2024-12,133
 Uvurkhangai,2024-11,160
 Uvurkhangai,2024-10,123
 Uvurkhangai,2024-09,145
 Uvurkhangai,2024-08,147
 Uvurkhangai,2024-07,149
 Uvurkhangai,2024-06,129
 Uvurkhangai,2024-05,150
 Uvurkhangai,2024-04,145
 Uvurkhangai,2024-03,146
 Uvurkhangai,2024-02,140
 Uvurkhangai,2024-01,153
 Uvurkhangai,2023-12,137
 Uvurkhangai,2023-11,161
 Uvurkhangai,2023-10,175
 Uvurkhangai,2023-09,155
 Uvurkhangai,2023-08,174
 Uvurkhangai,2023-07,163
 Uvurkhangai,2023-06,135
 Uvurkhangai,2023-05,168
 Uvurkhangai,2023-04,156
 Uvurkhangai,2023-03,207
 Uvurkhangai,2023-02,168
 Uvurkhangai,2023-01,170
 Uvurkhangai,2022-12,166
 Uvurkhangai,2022-11,170
 Uvurkhangai,2022-10,192
 Uvurkhangai,2022-09,195
 Uvurkhangai,2022-08,192
 Uvurkhangai,2022-07,188
 Uvurkhangai,2022-06,134
 Uvurkhangai,2022-05,154
 Uvurkhangai,2022-04,162
 Uvurkhangai,2022-03,149
 Uvurkhangai,2022-02,138
 Uvurkhangai,2022-01,147
 Uvurkhangai,2021-12,149
 Uvurkhangai,2021-11,199
 Uvurkhangai,2021-10,195
 Uvurkhangai,2021-09,192
 Uvurkhangai,2021-08,185
 Uvurkhangai,2021-07,211
 Uvurkhangai,2021-06,189
 Uvurkhangai,2021-05,187
 Uvurkhangai,2021-04,169
 Uvurkhangai,2021-03,201
 Uvurkhangai,2021-02,169
 Uvurkhangai,2021-01,160
 Uvurkhangai,2020-12,210
 Uvurkhangai,2020-11,182
 Uvurkhangai,2020-10,181
 Uvurkhangai,2020-09,237
 Uvurkhangai,2020-08,196
 Uvurkhangai,2020-07,225
 Uvurkhangai,2020-06,177
 Uvurkhangai,2020-05,201
 Uvurkhangai,2020-04,227
 Uvurkhangai,2020-03,213
 Uvurkhangai,2020-02,192
 Uvurkhangai,2020-01,187
 Uvurkhangai,2019-12,195
 Uvurkhangai,2019-11,206
 Uvurkhangai,2019-10,272
 Uvurkhangai,2019-09,228
 Uvurkhangai,2019-08,266
 Uvurkhangai,2019-07,246
 Uvurkhangai,2019-06,224
 Uvurkhangai,2019-05,197
 Uvurkhangai,2019-04,216
 Uvurkhangai,2019-03,192
 Uvurkhangai,2019-02,180
 Uvurkhangai,2019-01,183
 Uvurkhangai,2018-12,189
 Uvurkhangai,2018-11,231
 Uvurkhangai,2018-10,201
 Uvurkhangai,2018-09,189
 Uvurkhangai,2018-08,242
 Uvurkhangai,2018-07,213
 Uvurkhangai,2018-06,191
 Uvurkhangai,2018-05,197
 Uvurkhangai,2018-04,180
 Uvurkhangai,2018-03,214
 Uvurkhangai,2018-02,162
 Uvurkhangai,2018-01,194
 Uvurkhangai,2017-12,223
 Uvurkhangai,2017-11,225
 Uvurkhangai,2017-10,207
 Uvurkhangai,2017-09,197
 Uvurkhangai,2017-08,230
 Uvurkhangai,2017-07,230
 Uvurkhangai,2017-06,189
 Uvurkhangai,2017-05,181
 Uvurkhangai,2017-04,197
 Uvurkhangai,2017-03,197
 Uvurkhangai,2017-02,159
 Uvurkhangai,2017-01,193
 Uvurkhangai,2016-12,205
 Uvurkhangai,2016-11,210
 Uvurkhangai,2016-10,219
 Uvurkhangai,2016-09,238
 Uvurkhangai,2016-08,234
 Uvurkhangai,2016-07,243
 Uvurkhangai,2016-06,213
 Uvurkhangai,2016-05,241
 Uvurkhangai,2016-04,223
 Uvurkhangai,2016-03,225
 Uvurkhangai,2016-02,197
 Uvurkhangai,2016-01,227
 Khuvsgul,2026-03,150
 Khuvsgul,2026-02,115
 Khuvsgul,2026-01,133
 Khuvsgul,2025-12,132
 Khuvsgul,2025-11,143
 Khuvsgul,2025-10,138
 Khuvsgul,2025-09,139
 Khuvsgul,2025-08,152
 Khuvsgul,2025-07,143
 Khuvsgul,2025-06,146
 Khuvsgul,2025-05,137
 Khuvsgul,2025-04,165
 Khuvsgul,2025-03,143
 Khuvsgul,2025-02,147
 Khuvsgul,2025-01,179
 Khuvsgul,2024-12,145
 Khuvsgul,2024-11,153
 Khuvsgul,2024-10,154
 Khuvsgul,2024-09,158
 Khuvsgul,2024-08,152
 Khuvsgul,2024-07,156
 Khuvsgul,2024-06,169
 Khuvsgul,2024-05,156
 Khuvsgul,2024-04,145
 Khuvsgul,2024-03,194
 Khuvsgul,2024-02,159
 Khuvsgul,2024-01,161
 Khuvsgul,2023-12,139
 Khuvsgul,2023-11,175
 Khuvsgul,2023-10,183
 Khuvsgul,2023-09,183
 Khuvsgul,2023-08,201
 Khuvsgul,2023-07,177
 Khuvsgul,2023-06,179
 Khuvsgul,2023-05,186
 Khuvsgul,2023-04,203
 Khuvsgul,2023-03,199
 Khuvsgul,2023-02,156
 Khuvsgul,2023-01,198
 Khuvsgul,2022-12,203
 Khuvsgul,2022-11,180
 Khuvsgul,2022-10,210
 Khuvsgul,2022-09,223
 Khuvsgul,2022-08,180
 Khuvsgul,2022-07,226
 Khuvsgul,2022-06,174
 Khuvsgul,2022-05,181
 Khuvsgul,2022-04,204
 Khuvsgul,2022-03,176
 Khuvsgul,2022-02,152
 Khuvsgul,2022-01,190
 Khuvsgul,2021-12,178
 Khuvsgul,2021-11,214
 Khuvsgul,2021-10,251
 Khuvsgul,2021-09,208
 Khuvsgul,2021-08,218
 Khuvsgul,2021-07,269
 Khuvsgul,2021-06,233
 Khuvsgul,2021-05,195
 Khuvsgul,2021-04,236
 Khuvsgul,2021-03,227
 Khuvsgul,2021-02,221
 Khuvsgul,2021-01,206
 Khuvsgul,2020-12,211
 Khuvsgul,2020-11,246
 Khuvsgul,2020-10,234
 Khuvsgul,2020-09,240
 Khuvsgul,2020-08,262
 Khuvsgul,2020-07,247
 Khuvsgul,2020-06,220
 Khuvsgul,2020-05,217
 Khuvsgul,2020-04,193
 Khuvsgul,2020-03,226
 Khuvsgul,2020-02,230
 Khuvsgul,2020-01,202
 Khuvsgul,2019-12,239
 Khuvsgul,2019-11,207
 Khuvsgul,2019-10,208
 Khuvsgul,2019-09,222
 Khuvsgul,2019-08,226
 Khuvsgul,2019-07,257
 Khuvsgul,2019-06,279
 Khuvsgul,2019-05,223
 Khuvsgul,2019-04,251
 Khuvsgul,2019-03,267
 Khuvsgul,2019-02,214
 Khuvsgul,2019-01,241
 Khuvsgul,2018-12,243
 Khuvsgul,2018-11,220
 Khuvsgul,2018-10,241
 Khuvsgul,2018-09,228
 Khuvsgul,2018-08,251
 Khuvsgul,2018-07,257
 Khuvsgul,2018-06,262
 Khuvsgul,2018-05,234
 Khuvsgul,2018-04,221
 Khuvsgul,2018-03,259
 Khuvsgul,2018-02,231
 Khuvsgul,2018-01,234
 Khuvsgul,2017-12,226
 Khuvsgul,2017-11,218
 Khuvsgul,2017-10,222
 Khuvsgul,2017-09,247
 Khuvsgul,2017-08,246
 Khuvsgul,2017-07,287
 Khuvsgul,2017-06,239
 Khuvsgul,2017-05,220
 Khuvsgul,2017-04,271
 Khuvsgul,2017-03,220
 Khuvsgul,2017-02,170
 Khuvsgul,2017-01,209
 Khuvsgul,2016-12,222
 Khuvsgul,2016-11,271
 Khuvsgul,2016-10,219
 Khuvsgul,2016-09,239
 Khuvsgul,2016-08,281
 Khuvsgul,2016-07,240
 Khuvsgul,2016-06,240
 Khuvsgul,2016-05,238
 Khuvsgul,2016-04,263
 Khuvsgul,2016-03,280
 Khuvsgul,2016-02,239
 Khuvsgul,2016-01,233
 Central region,2026-03,473
 Central region,2026-02,480
 Central region,2026-01,463
 Central region,2025-12,508
 Central region,2025-11,487
 Central region,2025-10,547
 Central region,2025-09,524
 Central region,2025-08,515
 Central region,2025-07,535
 Central region,2025-06,507
 Central region,2025-05,501
 Central region,2025-04,507
 Central region,2025-03,543
 Central region,2025-02,507
 Central region,2025-01,552
 Central region,2024-12,559
 Central region,2024-11,491
 Central region,2024-10,539
 Central region,2024-09,571
 Central region,2024-08,625
 Central region,2024-07,596
 Central region,2024-06,543
 Central region,2024-05,567
 Central region,2024-04,564
 Central region,2024-03,546
 Central region,2024-02,589
 Central region,2024-01,557
 Central region,2023-12,591
 Central region,2023-11,606
 Central region,2023-10,588
 Central region,2023-09,646
 Central region,2023-08,632
 Central region,2023-07,637
 Central region,2023-06,645
 Central region,2023-05,638
 Central region,2023-04,669
 Central region,2023-03,699
 Central region,2023-02,613
 Central region,2023-01,656
 Central region,2022-12,671
 Central region,2022-11,734
 Central region,2022-10,697
 Central region,2022-09,697
 Central region,2022-08,747
 Central region,2022-07,623
 Central region,2022-06,644
 Central region,2022-05,640
 Central region,2022-04,610
 Central region,2022-03,620
 Central region,2022-02,511
 Central region,2022-01,509
 Central region,2021-12,716
 Central region,2021-11,723
 Central region,2021-10,768
 Central region,2021-09,764
 Central region,2021-08,686
 Central region,2021-07,844
 Central region,2021-06,841
 Central region,2021-05,859
 Central region,2021-04,775
 Central region,2021-03,917
 Central region,2021-02,726
 Central region,2021-01,758
 Central region,2020-12,848
 Central region,2020-11,700
 Central region,2020-10,769
 Central region,2020-09,756
 Central region,2020-08,819
 Central region,2020-07,856
 Central region,2020-06,753
 Central region,2020-05,800
 Central region,2020-04,808
 Central region,2020-03,767
 Central region,2020-02,718
 Central region,2020-01,859
 Central region,2019-12,851
 Central region,2019-11,750
 Central region,2019-10,869
 Central region,2019-09,852
 Central region,2019-08,823
 Central region,2019-07,842
 Central region,2019-06,765
 Central region,2019-05,810
 Central region,2019-04,823
 Central region,2019-03,771
 Central region,2019-02,728
 Central region,2019-01,773
 Central region,2018-12,801
 Central region,2018-11,768
 Central region,2018-10,761
 Central region,2018-09,835
 Central region,2018-08,792
 Central region,2018-07,818
 Central region,2018-06,799
 Central region,2018-05,802
 Central region,2018-04,793
 Central region,2018-03,804
 Central region,2018-02,752
 Central region,2018-01,841
 Central region,2017-12,807
 Central region,2017-11,846
 Central region,2017-10,773
 Central region,2017-09,790
 Central region,2017-08,810
 Central region,2017-07,774
 Central region,2017-06,729
 Central region,2017-05,770
 Central region,2017-04,719
 Central region,2017-03,833
 Central region,2017-02,566
 Central region,2017-01,685
 Central region,2016-12,674
 Central region,2016-11,849
 Central region,2016-10,777
 Central region,2016-09,825
 Central region,2016-08,836
 Central region,2016-07,904
 Central region,2016-06,829
 Central region,2016-05,844
 Central region,2016-04,764
 Central region,2016-03,872
 Central region,2016-02,784
 Central region,2016-01,830
 Govisumber,2026-03,17
 Govisumber,2026-02,25
 Govisumber,2026-01,21
 Govisumber,2025-12,28
 Govisumber,2025-11,24
 Govisumber,2025-10,22
 Govisumber,2025-09,19
 Govisumber,2025-08,28
 Govisumber,2025-07,26
 Govisumber,2025-06,22
 Govisumber,2025-05,22
 Govisumber,2025-04,27
 Govisumber,2025-03,21
 Govisumber,2025-02,27
 Govisumber,2025-01,21
 Govisumber,2024-12,30
 Govisumber,2024-11,19
 Govisumber,2024-10,25
 Govisumber,2024-09,24
 Govisumber,2024-08,25
 Govisumber,2024-07,36
 Govisumber,2024-06,31
 Govisumber,2024-05,29
 Govisumber,2024-04,26
 Govisumber,2024-03,25
 Govisumber,2024-02,24
 Govisumber,2024-01,24
 Govisumber,2023-12,27
 Govisumber,2023-11,27
 Govisumber,2023-10,19
 Govisumber,2023-09,22
 Govisumber,2023-08,28
 Govisumber,2023-07,30
 Govisumber,2023-06,25
 Govisumber,2023-05,32
 Govisumber,2023-04,31
 Govisumber,2023-03,46
 Govisumber,2023-02,21
 Govisumber,2023-01,35
 Govisumber,2022-12,40
 Govisumber,2022-11,25
 Govisumber,2022-10,40
 Govisumber,2022-09,45
 Govisumber,2022-08,31
 Govisumber,2022-07,28
 Govisumber,2022-06,34
 Govisumber,2022-05,30
 Govisumber,2022-04,30
 Govisumber,2022-03,19
 Govisumber,2022-02,25
 Govisumber,2022-01,31
 Govisumber,2021-12,37
 Govisumber,2021-11,40
 Govisumber,2021-10,46
 Govisumber,2021-09,38
 Govisumber,2021-08,41
 Govisumber,2021-07,50
 Govisumber,2021-06,49
 Govisumber,2021-05,29
 Govisumber,2021-04,38
 Govisumber,2021-03,41
 Govisumber,2021-02,35
 Govisumber,2021-01,34
 Govisumber,2020-12,36
 Govisumber,2020-11,39
 Govisumber,2020-10,35
 Govisumber,2020-09,33
 Govisumber,2020-08,30
 Govisumber,2020-07,38
 Govisumber,2020-06,41
 Govisumber,2020-05,41
 Govisumber,2020-04,45
 Govisumber,2020-03,33
 Govisumber,2020-02,27
 Govisumber,2020-01,43
 Govisumber,2019-12,23
 Govisumber,2019-11,34
 Govisumber,2019-10,33
 Govisumber,2019-09,41
 Govisumber,2019-08,43
 Govisumber,2019-07,45
 Govisumber,2019-06,42
 Govisumber,2019-05,40
 Govisumber,2019-04,19
 Govisumber,2019-03,42
 Govisumber,2019-02,29
