Reference year,Group,Month,value
2020=100," Health, medical care and services",2014-07,
2020=100," Health, medical care and services",2014-06,
2020=100," Health, medical care and services",2014-05,
2020=100," Health, medical care and services",2014-04,
2020=100," Health, medical care and services",2014-03,
2020=100," Health, medical care and services",2014-02,
2020=100," Health, medical care and services",2014-01,
2020=100," Health, medical care and services",2013-12,
2020=100," Health, medical care and services",2013-11,
2020=100," Health, medical care and services",2013-10,
2020=100," Health, medical care and services",2013-09,
2020=100," Health, medical care and services",2013-08,
2020=100," Health, medical care and services",2013-07,
2020=100," Health, medical care and services",2013-06,
2020=100," Health, medical care and services",2013-05,
2020=100," Health, medical care and services",2013-04,
2020=100," Health, medical care and services",2013-03,
2020=100," Health, medical care and services",2013-02,
2020=100," Health, medical care and services",2013-01,
2020=100," Health, medical care and services",2012-12,
2020=100," Health, medical care and services",2012-11,
2020=100," Health, medical care and services",2012-10,
2020=100," Health, medical care and services",2012-09,
2020=100," Health, medical care and services",2012-08,
2020=100," Health, medical care and services",2012-07,
2020=100," Health, medical care and services",2012-06,
2020=100," Health, medical care and services",2012-05,
2020=100," Health, medical care and services",2012-04,
2020=100," Health, medical care and services",2012-03,
2020=100," Health, medical care and services",2012-02,
2020=100," Health, medical care and services",2012-01,
2020=100," Health, medical care and services",2011-12,
2020=100," Health, medical care and services",2011-11,
2020=100," Health, medical care and services",2011-10,
2020=100," Health, medical care and services",2011-09,
2020=100," Health, medical care and services",2011-08,
2020=100," Health, medical care and services",2011-07,
2020=100," Health, medical care and services",2011-06,
2020=100," Health, medical care and services",2011-05,
2020=100," Health, medical care and services",2011-04,
2020=100," Health, medical care and services",2011-03,
2020=100," Health, medical care and services",2011-02,
2020=100," Health, medical care and services",2011-01,
2020=100," Health, medical care and services",2010-12,
2020=100," Health, medical care and services",2010-11,
2020=100," Health, medical care and services",2010-10,
2020=100," Health, medical care and services",2010-09,
2020=100," Health, medical care and services",2010-08,
2020=100," Health, medical care and services",2010-07,
2020=100," Health, medical care and services",2010-06,
2020=100," Health, medical care and services",2010-05,
2020=100," Health, medical care and services",2010-04,
2020=100," Health, medical care and services",2010-03,
2020=100," Health, medical care and services",2010-02,
2020=100," Health, medical care and services",2010-01,
2020=100," Health, medical care and services",2009-12,
2020=100," Health, medical care and services",2009-11,
2020=100," Health, medical care and services",2009-10,
2020=100," Health, medical care and services",2009-09,
2020=100," Health, medical care and services",2009-08,
2020=100," Health, medical care and services",2009-07,
2020=100," Health, medical care and services",2009-06,
2020=100," Health, medical care and services",2009-05,
2020=100," Health, medical care and services",2009-04,
2020=100," Health, medical care and services",2009-03,
2020=100," Health, medical care and services",2009-02,
2020=100," Health, medical care and services",2009-01,
2020=100," Health, medical care and services",2008-12,
2020=100," Health, medical care and services",2008-11,
2020=100," Health, medical care and services",2008-10,
2020=100," Health, medical care and services",2008-09,
2020=100," Health, medical care and services",2008-08,
2020=100," Health, medical care and services",2008-07,
2020=100," Health, medical care and services",2008-06,
2020=100," Health, medical care and services",2008-05,
2020=100," Health, medical care and services",2008-04,
2020=100," Health, medical care and services",2008-03,
2020=100," Health, medical care and services",2008-02,
2020=100," Health, medical care and services",2008-01,
2020=100," Health, medical care and services",2007-12,
2020=100," Health, medical care and services",2007-11,
2020=100," Health, medical care and services",2007-10,
2020=100," Health, medical care and services",2007-09,
2020=100," Health, medical care and services",2007-08,
2020=100," Health, medical care and services",2007-07,
2020=100," Health, medical care and services",2007-06,
2020=100," Health, medical care and services",2007-05,
2020=100," Health, medical care and services",2007-04,
2020=100," Health, medical care and services",2007-03,
2020=100," Health, medical care and services",2007-02,
2020=100," Health, medical care and services",2007-01,
2020=100," Health, medical care and services",2006-12,
2020=100," Health, medical care and services",2006-11,
2020=100," Health, medical care and services",2006-10,
2020=100," Health, medical care and services",2006-09,
2020=100," Health, medical care and services",2006-08,
2020=100," Health, medical care and services",2006-07,
2020=100," Health, medical care and services",2006-06,
2020=100," Health, medical care and services",2006-05,
2020=100," Health, medical care and services",2006-04,
2020=100," Health, medical care and services",2006-03,
2020=100," Health, medical care and services",2006-02,
2020=100," Health, medical care and services",2006-01,
2020=100," Health, medical care and services",2005-12,
2020=100," Health, medical care and services",2005-11,
2020=100," Health, medical care and services",2005-10,
2020=100," Health, medical care and services",2005-09,
2020=100," Health, medical care and services",2005-08,
2020=100," Health, medical care and services",2005-07,
2020=100," Health, medical care and services",2005-06,
2020=100," Health, medical care and services",2005-05,
2020=100," Health, medical care and services",2005-04,
2020=100," Health, medical care and services",2005-03,
2020=100," Health, medical care and services",2005-02,
2020=100," Health, medical care and services",2005-01,
2020=100," Health, medical care and services",2004-12,
2020=100," Health, medical care and services",2004-11,
2020=100," Health, medical care and services",2004-10,
2020=100," Health, medical care and services",2004-09,
2020=100," Health, medical care and services",2004-08,
2020=100," Health, medical care and services",2004-07,
2020=100," Health, medical care and services",2004-06,
2020=100," Health, medical care and services",2004-05,
2020=100," Health, medical care and services",2004-04,
2020=100," Health, medical care and services",2004-03,
2020=100," Health, medical care and services",2004-02,
2020=100," Health, medical care and services",2004-01,
2020=100," Health, medical care and services",2003-12,
2020=100," Health, medical care and services",2003-11,
2020=100," Health, medical care and services",2003-10,
2020=100," Health, medical care and services",2003-09,
2020=100," Health, medical care and services",2003-08,
2020=100," Health, medical care and services",2003-07,
2020=100," Health, medical care and services",2003-06,
2020=100," Health, medical care and services",2003-05,
2020=100," Health, medical care and services",2003-04,
2020=100," Health, medical care and services",2003-03,
2020=100," Health, medical care and services",2003-02,
2020=100," Health, medical care and services",2003-01,
2020=100," Health, medical care and services",2002-12,
2020=100," Health, medical care and services",2002-11,
2020=100," Health, medical care and services",2002-10,
2020=100," Health, medical care and services",2002-09,
2020=100," Health, medical care and services",2002-08,
2020=100," Health, medical care and services",2002-07,
2020=100," Health, medical care and services",2002-06,
2020=100," Health, medical care and services",2002-05,
2020=100," Health, medical care and services",2002-04,
2020=100," Health, medical care and services",2002-03,
2020=100," Health, medical care and services",2002-02,
2020=100," Health, medical care and services",2002-01,
2020=100," Health, medical care and services",2001-12,
2020=100," Health, medical care and services",2001-11,
2020=100," Health, medical care and services",2001-10,
2020=100," Health, medical care and services",2001-09,
2020=100," Health, medical care and services",2001-08,
2020=100," Health, medical care and services",2001-07,
2020=100," Health, medical care and services",2001-06,
2020=100," Health, medical care and services",2001-05,
2020=100," Health, medical care and services",2001-04,
2020=100," Health, medical care and services",2001-03,
2020=100," Health, medical care and services",2001-02,
2020=100," Health, medical care and services",2001-01,
2020=100, Transport,2025-11,
2020=100, Transport,2025-10,
2020=100, Transport,2025-09,
2020=100, Transport,2025-08,
2020=100, Transport,2025-07,
2020=100, Transport,2025-06,
2020=100, Transport,2025-05,
2020=100, Transport,2025-04,
2020=100, Transport,2025-03,
2020=100, Transport,2025-02,
2020=100, Transport,2025-01,0.1
2020=100, Transport,2024-12,1.9
2020=100, Transport,2024-11,0.9
2020=100, Transport,2024-10,1.0
2020=100, Transport,2024-09,-0.5
2020=100, Transport,2024-08,0.8
2020=100, Transport,2024-07,0.0
2020=100, Transport,2024-06,0.3
2020=100, Transport,2024-05,-1.3
2020=100, Transport,2024-04,0.0
2020=100, Transport,2024-03,0.0
2020=100, Transport,2024-02,-0.5
2020=100, Transport,2024-01,0.0
2020=100, Transport,2023-12,0.0
2020=100, Transport,2023-11,0.5
2020=100, Transport,2023-10,0.3
2020=100, Transport,2023-09,0.0
2020=100, Transport,2023-08,0.1
2020=100, Transport,2023-07,-0.7
2020=100, Transport,2023-06,0.2
2020=100, Transport,2023-05,-0.3
2020=100, Transport,2023-04,-0.3
