малын_төрөл,бүс,он,утга
Бүгд,Хэнтий,1996,1150.46
Бүгд,Хэнтий,1995,1100.91
Бүгд,Хэнтий,1994,1104.03
Бүгд,Хэнтий,1993,1183.44
Бүгд,Хэнтий,1992,1352.68
Бүгд,Хэнтий,1991,1380.39
Бүгд,Хэнтий,1990,1498.65
Бүгд,Хэнтий,1989,1423.27
Бүгд,Хэнтий,1988,1297.3
Бүгд,Хэнтий,1987,1262.47
Бүгд,Хэнтий,1986,1241.99
Бүгд,Хэнтий,1985,1241.99
Бүгд,Хэнтий,1984,1308.1
Бүгд,Хэнтий,1983,1363.34
Бүгд,Хэнтий,1982,1453.88
Бүгд,Хэнтий,1981,1447.27
Бүгд,Хэнтий,1980,1345.32
Бүгд,Хэнтий,1979,1431.81
Бүгд,Хэнтий,1978,1387.16
Бүгд,Хэнтий,1977,1266.52
Бүгд,Хэнтий,1976,1334.21
Бүгд,Хэнтий,1975,1403.82
Бүгд,Хэнтий,1974,1397.22
Бүгд,Хэнтий,1973,1316.38
Бүгд,Хэнтий,1972,1324.33
Бүгд,Хэнтий,1971,1331.04
Бүгд,Хэнтий,1970,1316.16
Бүгд,Говийн бүс,2025,7811.15
Бүгд,Говийн бүс,2024,7098.45
Бүгд,Говийн бүс,2023,8448.07
Бүгд,Говийн бүс,2022,9637.69
Бүгд,Говийн бүс,2021,8823.28
Бүгд,Говийн бүс,2020,9624.42
Бүгд,Говийн бүс,2019,9949.68
Бүгд,Говийн бүс,2018,8999.97
Бүгд,Говийн бүс,2017,8687.42
Бүгд,Говийн бүс,2016,7524.65
Бүгд,Говийн бүс,2015,7000.79
Бүгд,Говийн бүс,2014,6311.01
Бүгд,Говийн бүс,2013,5438.66
Бүгд,Говийн бүс,2012,4645.23
Бүгд,Говийн бүс,2011,3969.18
Бүгд,Говийн бүс,2010,3331.84
Бүгд,Говийн бүс,2009,5147.91
Бүгд,Говийн бүс,2008,4829.07
Бүгд,Говийн бүс,2007,4513.04
Бүгд,Говийн бүс,2006,3943.46
Бүгд,Говийн бүс,2005,4077.5
Бүгд,Говийн бүс,2004,3998.93
Бүгд,Говийн бүс,2003,3538.93
Бүгд,Говийн бүс,2002,3289.94
Бүгд,Говийн бүс,2001,3510.17
Бүгд,Говийн бүс,2000,3921.56
Бүгд,Говийн бүс,1999,4960.83
Бүгд,Говийн бүс,1998,4970.11
Бүгд,Говийн бүс,1997,4615.08
Бүгд,Говийн бүс,1996,4198.97
Бүгд,Говийн бүс,1995,3907.15
Бүгд,Говийн бүс,1994,3488.5
Бүгд,Говийн бүс,1993,3307.94
Бүгд,Говийн бүс,1992,3461.83
Бүгд,Говийн бүс,1991,3484.27
Бүгд,Говийн бүс,1990,3359.99
Бүгд,Говийн бүс,1989,3322.18
Бүгд,Говийн бүс,1988,3014.18
Бүгд,Говийн бүс,1987,2983.07
Бүгд,Говийн бүс,1986,3066.73
Бүгд,Говийн бүс,1985,3054.36
Бүгд,Говийн бүс,1984,3140.01
Бүгд,Говийн бүс,1983,3186.51
Бүгд,Говийн бүс,1982,3328.1
Бүгд,Говийн бүс,1981,3156.8
Бүгд,Говийн бүс,1980,3190.13
Бүгд,Говийн бүс,1979,3424.15
Бүгд,Говийн бүс,1978,3445.06
Бүгд,Говийн бүс,1977,3254.21
Бүгд,Говийн бүс,1976,3374.21
Бүгд,Говийн бүс,1975,3317.85
Бүгд,Говийн бүс,1974,3253.99
Бүгд,Говийн бүс,1973,2987.95
Бүгд,Говийн бүс,1972,3031.46
Бүгд,Говийн бүс,1971,2859.35
Бүгд,Говийн бүс,1970,3024.18
Бүгд,Говьсүмбэр,2025,324.27
Бүгд,Говьсүмбэр,2024,290.66
Бүгд,Говьсүмбэр,2023,450.14
Бүгд,Говьсүмбэр,2022,464.29
Бүгд,Говьсүмбэр,2021,432.2
Бүгд,Говьсүмбэр,2020,451.0
Бүгд,Говьсүмбэр,2019,452.0
Бүгд,Говьсүмбэр,2018,427.46
Бүгд,Говьсүмбэр,2017,438.41
Бүгд,Говьсүмбэр,2016,397.91
Бүгд,Говьсүмбэр,2015,379.48
Бүгд,Говьсүмбэр,2014,339.44
Бүгд,Говьсүмбэр,2013,272.76
Бүгд,Говьсүмбэр,2012,226.1
Бүгд,Говьсүмбэр,2011,189.65
Бүгд,Говьсүмбэр,2010,153.22
Бүгд,Говьсүмбэр,2009,168.72
Бүгд,Говьсүмбэр,2008,170.86
Бүгд,Говьсүмбэр,2007,188.69
Бүгд,Говьсүмбэр,2006,170.25
Бүгд,Говьсүмбэр,2005,155.87
Бүгд,Говьсүмбэр,2004,129.43
Бүгд,Говьсүмбэр,2003,107.0
Бүгд,Говьсүмбэр,2002,80.04
Бүгд,Говьсүмбэр,2001,64.97
Бүгд,Говьсүмбэр,2000,112.53
Бүгд,Говьсүмбэр,1999,136.51
Бүгд,Говьсүмбэр,1998,135.69
Бүгд,Говьсүмбэр,1997,117.78
Бүгд,Говьсүмбэр,1996,110.74
Бүгд,Говьсүмбэр,1995,103.11
Бүгд,Говьсүмбэр,1994,97.79
Бүгд,Говьсүмбэр,1993,105.32
Бүгд,Говьсүмбэр,1992,99.96
Бүгд,Говьсүмбэр,1991,93.77
Бүгд,Говьсүмбэр,1990,
Бүгд,Говьсүмбэр,1989,
Бүгд,Говьсүмбэр,1988,
Бүгд,Говьсүмбэр,1987,
Бүгд,Говьсүмбэр,1986,
Бүгд,Говьсүмбэр,1985,
Бүгд,Говьсүмбэр,1984,
Бүгд,Говьсүмбэр,1983,
Бүгд,Говьсүмбэр,1982,
Бүгд,Говьсүмбэр,1981,
Бүгд,Говьсүмбэр,1980,
Бүгд,Говьсүмбэр,1979,
Бүгд,Говьсүмбэр,1978,
Бүгд,Говьсүмбэр,1977,
Бүгд,Говьсүмбэр,1976,
Бүгд,Говьсүмбэр,1975,
Бүгд,Говьсүмбэр,1974,
Бүгд,Говьсүмбэр,1973,
Бүгд,Говьсүмбэр,1972,
Бүгд,Говьсүмбэр,1971,
Бүгд,Говьсүмбэр,1970,
Бүгд,Дорноговь,2025,1643.97
Бүгд,Дорноговь,2024,1452.22
Бүгд,Дорноговь,2023,2294.82
Бүгд,Дорноговь,2022,2909.7
Бүгд,Дорноговь,2021,2706.8
Бүгд,Дорноговь,2020,2551.55
Бүгд,Дорноговь,2019,2404.25
Бүгд,Дорноговь,2018,2148.13
Бүгд,Дорноговь,2017,2001.64
Бүгд,Дорноговь,2016,1752.92
Бүгд,Дорноговь,2015,1801.18
Бүгд,Дорноговь,2014,1686.79
Бүгд,Дорноговь,2013,1516.37
Бүгд,Дорноговь,2012,1327.93
Бүгд,Дорноговь,2011,1207.38
Бүгд,Дорноговь,2010,1056.78
Бүгд,Дорноговь,2009,1076.91
Бүгд,Дорноговь,2008,932.68
Бүгд,Дорноговь,2007,814.72
Бүгд,Дорноговь,2006,712.38
Бүгд,Дорноговь,2005,971.05
Бүгд,Дорноговь,2004,1018.51
Бүгд,Дорноговь,2003,926.45
Бүгд,Дорноговь,2002,825.77
Бүгд,Дорноговь,2001,838.26
Бүгд,Дорноговь,2000,1036.59
Бүгд,Дорноговь,1999,1110.23
Бүгд,Дорноговь,1998,1017.86
Бүгд,Дорноговь,1997,963.18
Бүгд,Дорноговь,1996,922.57
Бүгд,Дорноговь,1995,886.22
Бүгд,Дорноговь,1994,824.26
Бүгд,Дорноговь,1993,810.44
Бүгд,Дорноговь,1992,870.86
Бүгд,Дорноговь,1991,890.88
Бүгд,Дорноговь,1990,943.54
Бүгд,Дорноговь,1989,962.36
Бүгд,Дорноговь,1988,892.15
Бүгд,Дорноговь,1987,877.85
Бүгд,Дорноговь,1986,891.3
Бүгд,Дорноговь,1985,896.61
Бүгд,Дорноговь,1984,888.01
Бүгд,Дорноговь,1983,883.99
Бүгд,Дорноговь,1982,920.93
Бүгд,Дорноговь,1981,869.52
Бүгд,Дорноговь,1980,875.3
Бүгд,Дорноговь,1979,907.54
Бүгд,Дорноговь,1978,903.08
Бүгд,Дорноговь,1977,859.66
Бүгд,Дорноговь,1976,908.91
Бүгд,Дорноговь,1975,918.67
Бүгд,Дорноговь,1974,928.21
Бүгд,Дорноговь,1973,860.51
Бүгд,Дорноговь,1972,842.11
Бүгд,Дорноговь,1971,804.51
Бүгд,Дорноговь,1970,767.47
Бүгд,Дундговь,2025,3547.69
Бүгд,Дундговь,2024,3385.44
Бүгд,Дундговь,2023,3661.12
Бүгд,Дундговь,2022,3626.37
Бүгд,Дундговь,2021,3170.48
Бүгд,Дундговь,2020,3741.11
Бүгд,Дундговь,2019,4093.12
Бүгд,Дундговь,2018,3825.94
Бүгд,Дундговь,2017,3592.98
Бүгд,Дундговь,2016,3059.86
Бүгд,Дундговь,2015,2764.37
Бүгд,Дундговь,2014,2435.74
Бүгд,Дундговь,2013,1996.26
Бүгд,Дундговь,2012,1671.95
Бүгд,Дундговь,2011,1348.69
Бүгд,Дундговь,2010,1111.51
Бүгд,Дундговь,2009,2147.06
Бүгд,Дундговь,2008,2040.59
Бүгд,Дундговь,2007,2109.63
Бүгд,Дундговь,2006,1905.08
Бүгд,Дундговь,2005,1829.06
Бүгд,Дундговь,2004,1780.93
Бүгд,Дундговь,2003,1598.12
Бүгд,Дундговь,2002,1475.0
Бүгд,Дундговь,2001,1397.37
Бүгд,Дундговь,2000,1282.83
Бүгд,Дундговь,1999,2105.22
Бүгд,Дундговь,1998,2212.76
Бүгд,Дундговь,1997,2025.7
Бүгд,Дундговь,1996,1844.82
Бүгд,Дундговь,1995,1714.35
Бүгд,Дундговь,1994,1521.93
Бүгд,Дундговь,1993,1483.84
Бүгд,Дундговь,1992,1591.05
Бүгд,Дундговь,1991,1571.68
Бүгд,Дундговь,1990,1505.54
Бүгд,Дундговь,1989,1406.75
Бүгд,Дундговь,1988,1226.36
Бүгд,Дундговь,1987,1233.94
Бүгд,Дундговь,1986,1335.62
Бүгд,Дундговь,1985,1302.01
Бүгд,Дундговь,1984,1315.08
Бүгд,Дундговь,1983,1408.39
Бүгд,Дундговь,1982,1394.31
Бүгд,Дундговь,1981,1288.44
Бүгд,Дундговь,1980,1351.9
Бүгд,Дундговь,1979,1464.63
Бүгд,Дундговь,1978,1475.89
Бүгд,Дундговь,1977,1365.38
Бүгд,Дундговь,1976,1473.38
Бүгд,Дундговь,1975,1435.98
Бүгд,Дундговь,1974,1461.94
Бүгд,Дундговь,1973,1362.93
Бүгд,Дундговь,1972,1322.34
Бүгд,Дундговь,1971,1186.56
Бүгд,Дундговь,1970,1339.25
Бүгд,Өмнөговь,2025,2295.22
Бүгд,Өмнөговь,2024,1970.13
Бүгд,Өмнөговь,2023,2042.0
Бүгд,Өмнөговь,2022,2637.33
Бүгд,Өмнөговь,2021,2513.8
Бүгд,Өмнөговь,2020,2880.77
Бүгд,Өмнөговь,2019,3000.3
Бүгд,Өмнөговь,2018,2598.44
Бүгд,Өмнөговь,2017,2654.39
Бүгд,Өмнөговь,2016,2313.96
Бүгд,Өмнөговь,2015,2055.77
Бүгд,Өмнөговь,2014,1849.04
Бүгд,Өмнөговь,2013,1653.26
Бүгд,Өмнөговь,2012,1419.25
Бүгд,Өмнөговь,2011,1223.46
Бүгд,Өмнөговь,2010,1010.33
Бүгд,Өмнөговь,2009,1755.22
Бүгд,Өмнөговь,2008,1684.94
Бүгд,Өмнөговь,2007,1400.0
Бүгд,Өмнөговь,2006,1155.75
Бүгд,Өмнөговь,2005,1121.52
Бүгд,Өмнөговь,2004,1070.06
Бүгд,Өмнөговь,2003,907.36
Бүгд,Өмнөговь,2002,909.13
Бүгд,Өмнөговь,2001,1209.57
Бүгд,Өмнөговь,2000,1489.61
Бүгд,Өмнөговь,1999,1608.87
Бүгд,Өмнөговь,1998,1603.8
Бүгд,Өмнөговь,1997,1508.42
Бүгд,Өмнөговь,1996,1320.84
Бүгд,Өмнөговь,1995,1203.47
Бүгд,Өмнөговь,1994,1044.52
Бүгд,Өмнөговь,1993,908.34
Бүгд,Өмнөговь,1992,899.96
Бүгд,Өмнөговь,1991,927.94
Бүгд,Өмнөговь,1990,910.91
Бүгд,Өмнөговь,1989,953.07
Бүгд,Өмнөговь,1988,895.67
Бүгд,Өмнөговь,1987,871.28
Бүгд,Өмнөговь,1986,839.81
Бүгд,Өмнөговь,1985,855.74
Бүгд,Өмнөговь,1984,936.92
Бүгд,Өмнөговь,1983,894.13
Бүгд,Өмнөговь,1982,1012.86
Бүгд,Өмнөговь,1981,998.84
Бүгд,Өмнөговь,1980,962.93
Бүгд,Өмнөговь,1979,1051.98
Бүгд,Өмнөговь,1978,1066.09
Бүгд,Өмнөговь,1977,1029.17
Бүгд,Өмнөговь,1976,991.92
Бүгд,Өмнөговь,1975,963.2
Бүгд,Өмнөговь,1974,863.84
Бүгд,Өмнөговь,1973,764.51
Бүгд,Өмнөговь,1972,867.01
Бүгд,Өмнөговь,1971,868.28
Бүгд,Өмнөговь,1970,917.46
Бүгд,Улаанбаатар,2025,423.59
Бүгд,Улаанбаатар,2024,412.85
Бүгд,Улаанбаатар,2023,427.18
Бүгд,Улаанбаатар,2022,442.84
Бүгд,Улаанбаатар,2021,443.32
Бүгд,Улаанбаатар,2020,468.69
Бүгд,Улаанбаатар,2019,444.89
Бүгд,Улаанбаатар,2018,411.78
Бүгд,Улаанбаатар,2017,423.64
Бүгд,Улаанбаатар,2016,438.33
Бүгд,Улаанбаатар,2015,403.66
Бүгд,Улаанбаатар,2014,385.36
Бүгд,Улаанбаатар,2013,329.09
Бүгд,Улаанбаатар,2012,308.46
Бүгд,Улаанбаатар,2011,278.92
Бүгд,Улаанбаатар,2010,262.88
Бүгд,Улаанбаатар,2009,400.83
Бүгд,Улаанбаатар,2008,384.82
Бүгд,Улаанбаатар,2007,331.22
Бүгд,Улаанбаатар,2006,321.97
Бүгд,Улаанбаатар,2005,247.11
Бүгд,Улаанбаатар,2004,226.36
Бүгд,Улаанбаатар,2003,243.25
Бүгд,Улаанбаатар,2002,233.46
Бүгд,Улаанбаатар,2001,221.42
Бүгд,Улаанбаатар,2000,230.64
Бүгд,Улаанбаатар,1999,239.35
Бүгд,Улаанбаатар,1998,300.96
Бүгд,Улаанбаатар,1997,301.18
Бүгд,Улаанбаатар,1996,305.79
Бүгд,Улаанбаатар,1995,294.31
Бүгд,Улаанбаатар,1994,247.76
Бүгд,Улаанбаатар,1993,266.26
Бүгд,Улаанбаатар,1992,275.14
Бүгд,Улаанбаатар,1991,206.35
Бүгд,Улаанбаатар,1990,143.55
Бүгд,Улаанбаатар,1989,118.29
Бүгд,Улаанбаатар,1988,99.64
Бүгд,Улаанбаатар,1987,93.71
Бүгд,Улаанбаатар,1986,80.19
Бүгд,Улаанбаатар,1985,80.19
Бүгд,Улаанбаатар,1984,75.12
Бүгд,Улаанбаатар,1983,72.53
Бүгд,Улаанбаатар,1982,60.83
Бүгд,Улаанбаатар,1981,55.78
Бүгд,Улаанбаатар,1980,52.0
Бүгд,Улаанбаатар,1979,
Бүгд,Улаанбаатар,1978,59.3
Бүгд,Улаанбаатар,1977,65.1
Бүгд,Улаанбаатар,1976,65.3
Бүгд,Улаанбаатар,1975,63.2
Бүгд,Улаанбаатар,1974,57.9
Бүгд,Улаанбаатар,1973,53.5
Бүгд,Улаанбаатар,1972,41.2
Бүгд,Улаанбаатар,1971,38.57
Бүгд,Улаанбаатар,1970,31.95
Адуу,Улсын дүн,2025,5128.67
Адуу,Улсын дүн,2024,4683.23
Адуу,Улсын дүн,2023,4829.69
Адуу,Улсын дүн,2022,4821.07
Адуу,Улсын дүн,2021,4324.44
Адуу,Улсын дүн,2020,4093.86
Адуу,Улсын дүн,2019,4214.82
Адуу,Улсын дүн,2018,3940.09
Адуу,Улсын дүн,2017,3939.81
Адуу,Улсын дүн,2016,3635.49
Адуу,Улсын дүн,2015,3295.34
Адуу,Улсын дүн,2014,2995.75
Адуу,Улсын дүн,2013,2619.38
Адуу,Улсын дүн,2012,2330.43
Адуу,Улсын дүн,2011,2112.94
Адуу,Улсын дүн,2010,1920.34
Адуу,Улсын дүн,2009,2221.33
Адуу,Улсын дүн,2008,2186.95
Адуу,Улсын дүн,2007,2239.5
Адуу,Улсын дүн,2006,2114.77
Адуу,Улсын дүн,2005,2029.09
Адуу,Улсын дүн,2004,2005.28
Адуу,Улсын дүн,2003,1968.91
Адуу,Улсын дүн,2002,1988.9
Адуу,Улсын дүн,2001,2191.87
Адуу,Улсын дүн,2000,2660.74
Адуу,Улсын дүн,1999,3163.46
Адуу,Улсын дүн,1998,3059.06
Адуу,Улсын дүн,1997,2893.16
Адуу,Улсын дүн,1996,2770.48
Адуу,Улсын дүн,1995,2648.43
Адуу,Улсын дүн,1994,2407.06
Адуу,Улсын дүн,1993,2135.46
Адуу,Улсын дүн,1992,2200.18
Адуу,Улсын дүн,1991,2259.35
Адуу,Улсын дүн,1990,2262.05
Адуу,Улсын дүн,1989,2199.61
Адуу,Улсын дүн,1988,2102.97
Адуу,Улсын дүн,1987,2047.15
Адуу,Улсын дүн,1986,2017.63
Адуу,Улсын дүн,1985,1971.05
Адуу,Улсын дүн,1984,1960.86
Адуу,Улсын дүн,1983,1959.55
Адуу,Улсын дүн,1982,2027.87
Адуу,Улсын дүн,1981,1991.16
Адуу,Улсын дүн,1980,1985.42
Адуу,Улсын дүн,1979,2079.88
Адуу,Улсын дүн,1978,2078.49
Адуу,Улсын дүн,1977,2102.71
Адуу,Улсын дүн,1976,2204.66
Адуу,Улсын дүн,1975,2254.62
Адуу,Улсын дүн,1974,2264.94
Адуу,Улсын дүн,1973,2185.36
Адуу,Улсын дүн,1972,2239.39
Адуу,Улсын дүн,1971,2269.52
Адуу,Улсын дүн,1970,2315.02
Адуу,Хангайн бүс,2025,1131.95
Адуу,Хангайн бүс,2024,1026.19
Адуу,Хангайн бүс,2023,975.21
Адуу,Хангайн бүс,2022,948.49
Адуу,Хангайн бүс,2021,822.51
Адуу,Хангайн бүс,2020,831.13
Адуу,Хангайн бүс,2019,964.32
Адуу,Хангайн бүс,2018,878.02
Адуу,Хангайн бүс,2017,925.26
Адуу,Хангайн бүс,2016,839.35
Адуу,Хангайн бүс,2015,745.69
Адуу,Хангайн бүс,2014,677.19
Адуу,Хангайн бүс,2013,582.07
Адуу,Хангайн бүс,2012,502.66
Адуу,Хангайн бүс,2011,441.92
Адуу,Хангайн бүс,2010,384.24
Адуу,Хангайн бүс,2009,524.21
Адуу,Хангайн бүс,2008,500.84
Адуу,Хангайн бүс,2007,480.63
Адуу,Хангайн бүс,2006,434.9
Адуу,Хангайн бүс,2005,401.81
Адуу,Хангайн бүс,2004,390.41
Адуу,Хангайн бүс,2003,378.09
Адуу,Хангайн бүс,2002,366.94
Адуу,Хангайн бүс,2001,443.0
Адуу,Хангайн бүс,2000,593.24
Адуу,Хангайн бүс,1999,745.67
Адуу,Хангайн бүс,1998,708.02
Адуу,Хангайн бүс,1997,660.43
Адуу,Хангайн бүс,1996,631.24
Адуу,Хангайн бүс,1995,610.37
Адуу,Хангайн бүс,1994,547.64
Адуу,Хангайн бүс,1993,480.5
Адуу,Хангайн бүс,1992,468.54
Адуу,Хангайн бүс,1991,492.36
Адуу,Хангайн бүс,1990,494.56
Адуу,Хангайн бүс,1989,471.54
Адуу,Хангайн бүс,1988,453.93
Адуу,Хангайн бүс,1987,455.4
Адуу,Хангайн бүс,1986,456.86
Адуу,Хангайн бүс,1985,446.16
Адуу,Хангайн бүс,1984,463.59
Адуу,Хангайн бүс,1983,471.4
Адуу,Хангайн бүс,1982,490.4
Адуу,Хангайн бүс,1981,475.96
Адуу,Хангайн бүс,1980,481.27
Адуу,Хангайн бүс,1979,504.3
Адуу,Хангайн бүс,1978,508.22
Адуу,Хангайн бүс,1977,515.04
Адуу,Хангайн бүс,1976,512.26
Адуу,Хангайн бүс,1975,511.63
Адуу,Хангайн бүс,1974,510.09
Адуу,Хангайн бүс,1973,500.56
Адуу,Хангайн бүс,1972,524.06
Адуу,Хангайн бүс,1971,530.64
Адуу,Хангайн бүс,1970,572.23
Адуу,Архангай,2025,492.57
Адуу,Архангай,2024,444.92
Адуу,Архангай,2023,448.52
Адуу,Архангай,2022,467.97
Адуу,Архангай,2021,416.32
Адуу,Архангай,2020,387.76
Адуу,Архангай,2019,425.94
Адуу,Архангай,2018,378.45
Адуу,Архангай,2017,381.12
Адуу,Архангай,2016,356.84
Адуу,Архангай,2015,324.15
Адуу,Архангай,2014,303.93
Адуу,Архангай,2013,268.15
Адуу,Архангай,2012,238.62
Адуу,Архангай,2011,218.74
Адуу,Архангай,2010,196.09
Адуу,Архангай,2009,251.16
Адуу,Архангай,2008,236.22
Адуу,Архангай,2007,219.72
Адуу,Архангай,2006,205.2
Адуу,Архангай,2005,194.39
Адуу,Архангай,2004,191.23
Адуу,Архангай,2003,192.58
Адуу,Архангай,2002,197.69
Адуу,Архангай,2001,216.72
Адуу,Архангай,2000,273.27
Адуу,Архангай,1999,298.08
Адуу,Архангай,1998,271.58
Адуу,Архангай,1997,252.56
Адуу,Архангай,1996,239.79
Адуу,Архангай,1995,223.37
Адуу,Архангай,1994,210.56
Адуу,Архангай,1993,189.36
Адуу,Архангай,1992,184.33
Адуу,Архангай,1991,192.44
Адуу,Архангай,1990,194.39
Адуу,Архангай,1989,186.21
Адуу,Архангай,1988,183.55
Адуу,Архангай,1987,180.53
Адуу,Архангай,1986,181.32
Адуу,Архангай,1985,176.31
Адуу,Архангай,1984,179.81
Адуу,Архангай,1983,176.45
Адуу,Архангай,1982,180.88
Адуу,Архангай,1981,174.26
Адуу,Архангай,1980,170.05
Адуу,Архангай,1979,173.52
Адуу,Архангай,1978,175.85
Адуу,Архангай,1977,179.76
Адуу,Архангай,1976,186.36
Адуу,Архангай,1975,192.13
Адуу,Архангай,1974,189.91
Адуу,Архангай,1973,185.23
Адуу,Архангай,1972,193.5
Адуу,Архангай,1971,199.56
Адуу,Архангай,1970,205.32
Адуу,Баянхонгор,2025,192.86
Адуу,Баянхонгор,2024,176.92
Адуу,Баянхонгор,2023,177.3
Адуу,Баянхонгор,2022,160.37
Адуу,Баянхонгор,2021,136.63
Адуу,Баянхонгор,2020,163.26
Адуу,Баянхонгор,2019,189.49
Адуу,Баянхонгор,2018,175.94
Адуу,Баянхонгор,2017,180.13
Адуу,Баянхонгор,2016,159.14
Адуу,Баянхонгор,2015,141.34
Адуу,Баянхонгор,2014,126.31
Адуу,Баянхонгор,2013,108.04
Адуу,Баянхонгор,2012,93.51
Адуу,Баянхонгор,2011,82.08
Адуу,Баянхонгор,2010,74.35
Адуу,Баянхонгор,2009,89.63
Адуу,Баянхонгор,2008,91.64
Адуу,Баянхонгор,2007,85.96
Адуу,Баянхонгор,2006,78.38
Адуу,Баянхонгор,2005,70.78
Адуу,Баянхонгор,2004,66.24
Адуу,Баянхонгор,2003,61.72
Адуу,Баянхонгор,2002,54.1
Адуу,Баянхонгор,2001,85.31
Адуу,Баянхонгор,2000,141.9
Адуу,Баянхонгор,1999,159.64
Адуу,Баянхонгор,1998,157.39
Адуу,Баянхонгор,1997,149.22
Адуу,Баянхонгор,1996,140.8
Адуу,Баянхонгор,1995,132.56
Адуу,Баянхонгор,1994,114.92
Адуу,Баянхонгор,1993,99.88
Адуу,Баянхонгор,1992,103.45
Адуу,Баянхонгор,1991,103.84
Адуу,Баянхонгор,1990,103.91
Адуу,Баянхонгор,1989,99.64
Адуу,Баянхонгор,1988,95.8
Адуу,Баянхонгор,1987,108.73
Адуу,Баянхонгор,1986,107.69
Адуу,Баянхонгор,1985,108.69
Адуу,Баянхонгор,1984,119.7
Адуу,Баянхонгор,1983,131.95
Адуу,Баянхонгор,1982,135.46
Адуу,Баянхонгор,1981,130.06
Адуу,Баянхонгор,1980,127.82
Адуу,Баянхонгор,1979,128.37
Адуу,Баянхонгор,1978,130.29
Адуу,Баянхонгор,1977,132.3
Адуу,Баянхонгор,1976,130.33
Адуу,Баянхонгор,1975,130.88
Адуу,Баянхонгор,1974,131.66
Адуу,Баянхонгор,1973,131.36
Адуу,Баянхонгор,1972,134.93
Адуу,Баянхонгор,1971,134.62
Адуу,Баянхонгор,1970,143.79
Адуу,Өвөрхангай,2025,446.52
Адуу,Өвөрхангай,2024,404.35
Адуу,Өвөрхангай,2023,349.39
Адуу,Өвөрхангай,2022,320.15
Адуу,Өвөрхангай,2021,269.56
Адуу,Өвөрхангай,2020,280.11
Адуу,Өвөрхангай,2019,348.89
Адуу,Өвөрхангай,2018,323.63
Адуу,Өвөрхангай,2017,364.02
Адуу,Өвөрхангай,2016,323.36
Адуу,Өвөрхангай,2015,280.2
Адуу,Өвөрхангай,2014,246.94
Адуу,Өвөрхангай,2013,205.88
Адуу,Өвөрхангай,2012,170.54
Адуу,Өвөрхангай,2011,141.1
Адуу,Өвөрхангай,2010,113.8
Адуу,Өвөрхангай,2009,183.42
Адуу,Өвөрхангай,2008,172.98
Адуу,Өвөрхангай,2007,174.95
Адуу,Өвөрхангай,2006,151.32
Адуу,Өвөрхангай,2005,136.64
Адуу,Өвөрхангай,2004,132.94
Адуу,Өвөрхангай,2003,123.79
Адуу,Өвөрхангай,2002,115.15
Адуу,Өвөрхангай,2001,140.97
Адуу,Өвөрхангай,2000,178.07
Адуу,Өвөрхангай,1999,287.95
Адуу,Өвөрхангай,1998,279.05
Адуу,Өвөрхангай,1997,258.65
Адуу,Өвөрхангай,1996,250.65
Адуу,Өвөрхангай,1995,254.44
Адуу,Өвөрхангай,1994,222.16
Адуу,Өвөрхангай,1993,191.26
Адуу,Өвөрхангай,1992,180.76
Адуу,Өвөрхангай,1991,196.08
Адуу,Өвөрхангай,1990,196.26
Адуу,Өвөрхангай,1989,185.69
Адуу,Өвөрхангай,1988,174.58
Адуу,Өвөрхангай,1987,166.14
Адуу,Өвөрхангай,1986,167.85
Адуу,Өвөрхангай,1985,161.16
Адуу,Өвөрхангай,1984,164.08
Адуу,Өвөрхангай,1983,163.0
Адуу,Өвөрхангай,1982,174.06
Адуу,Өвөрхангай,1981,171.64
Адуу,Өвөрхангай,1980,183.4
Адуу,Өвөрхангай,1979,202.41
Адуу,Өвөрхангай,1978,202.08
Адуу,Өвөрхангай,1977,202.98
Адуу,Өвөрхангай,1976,195.57
Адуу,Өвөрхангай,1975,188.62
Адуу,Өвөрхангай,1974,188.52
Адуу,Өвөрхангай,1973,183.97
Адуу,Өвөрхангай,1972,195.63
Адуу,Өвөрхангай,1971,196.46
Адуу,Өвөрхангай,1970,223.12
Адуу,Баруун бүс,2025,833.07
Адуу,Баруун бүс,2024,814.09
Адуу,Баруун бүс,2023,795.26
Адуу,Баруун бүс,2022,831.71
Адуу,Баруун бүс,2021,785.3
Адуу,Баруун бүс,2020,729.5
Адуу,Баруун бүс,2019,734.54
Адуу,Баруун бүс,2018,700.21
Адуу,Баруун бүс,2017,676.12
Адуу,Баруун бүс,2016,607.17
Адуу,Баруун бүс,2015,534.4
Адуу,Баруун бүс,2014,478.38
Адуу,Баруун бүс,2013,414.57
Адуу,Баруун бүс,2012,369.46
Адуу,Баруун бүс,2011,332.69
Адуу,Баруун бүс,2010,299.97
Адуу,Баруун бүс,2009,397.57
Адуу,Баруун бүс,2008,431.12
Адуу,Баруун бүс,2007,441.48
Адуу,Баруун бүс,2006,403.31
Адуу,Баруун бүс,2005,363.49
Адуу,Баруун бүс,2004,347.54
Адуу,Баруун бүс,2003,327.62
Адуу,Баруун бүс,2002,313.22
Адуу,Баруун бүс,2001,390.47
Адуу,Баруун бүс,2000,474.12
Адуу,Баруун бүс,1999,598.77
Адуу,Баруун бүс,1998,623.11
Адуу,Баруун бүс,1997,630.89
Адуу,Баруун бүс,1996,633.42
Адуу,Баруун бүс,1995,610.11
Адуу,Баруун бүс,1994,549.09
