малын_төрөл,бүс,он,утга
Бүгд,Баянхонгор,1994,1995.16
Бүгд,Баянхонгор,1993,1713.47
Бүгд,Баянхонгор,1992,1761.9
Бүгд,Баянхонгор,1991,1674.52
Бүгд,Баянхонгор,1990,1599.11
Бүгд,Баянхонгор,1989,1475.44
Бүгд,Баянхонгор,1988,1339.63
Бүгд,Баянхонгор,1987,1453.82
Бүгд,Баянхонгор,1986,1416.31
Бүгд,Баянхонгор,1985,1399.9
Бүгд,Баянхонгор,1984,1486.9
Бүгд,Баянхонгор,1983,1847.05
Бүгд,Баянхонгор,1982,1938.4
Бүгд,Баянхонгор,1981,1887.81
Бүгд,Баянхонгор,1980,1832.71
Бүгд,Баянхонгор,1979,1790.58
Бүгд,Баянхонгор,1978,1821.28
Бүгд,Баянхонгор,1977,1783.51
Бүгд,Баянхонгор,1976,1694.58
Бүгд,Баянхонгор,1975,1721.49
Бүгд,Баянхонгор,1974,1686.55
Бүгд,Баянхонгор,1973,1664.39
Бүгд,Баянхонгор,1972,1669.96
Бүгд,Баянхонгор,1971,1593.35
Бүгд,Баянхонгор,1970,1593.38
Бүгд,Өвөрхангай,2025,5064.48
Бүгд,Өвөрхангай,2024,5137.95
Бүгд,Өвөрхангай,2023,4734.69
Бүгд,Өвөрхангай,2022,4590.41
Бүгд,Өвөрхангай,2021,4022.69
Бүгд,Өвөрхангай,2020,4479.06
Бүгд,Өвөрхангай,2019,5625.46
Бүгд,Өвөрхангай,2018,5461.35
Бүгд,Өвөрхангай,2017,5743.53
Бүгд,Өвөрхангай,2016,5208.58
Бүгд,Өвөрхангай,2015,4510.99
Бүгд,Өвөрхангай,2014,4111.52
Бүгд,Өвөрхангай,2013,3486.04
Бүгд,Өвөрхангай,2012,2970.69
Бүгд,Өвөрхангай,2011,2425.65
Бүгд,Өвөрхангай,2010,2010.56
Бүгд,Өвөрхангай,2009,3620.17
Бүгд,Өвөрхангай,2008,3449.75
Бүгд,Өвөрхангай,2007,3190.19
Бүгд,Өвөрхангай,2006,2623.26
Бүгд,Өвөрхангай,2005,2301.15
Бүгд,Өвөрхангай,2004,2155.45
Бүгд,Өвөрхангай,2003,1918.83
Бүгд,Өвөрхангай,2002,1665.36
Бүгд,Өвөрхангай,2001,1869.09
Бүгд,Өвөрхангай,2000,2159.04
Бүгд,Өвөрхангай,1999,2956.64
Бүгд,Өвөрхангай,1998,2921.52
Бүгд,Өвөрхангай,1997,2718.23
Бүгд,Өвөрхангай,1996,2550.13
Бүгд,Өвөрхангай,1995,2594.98
Бүгд,Өвөрхангай,1994,2346.22
Бүгд,Өвөрхангай,1993,2106.03
Бүгд,Өвөрхангай,1992,2045.96
Бүгд,Өвөрхангай,1991,2022.31
Бүгд,Өвөрхангай,1990,2061.61
Бүгд,Өвөрхангай,1989,1937.6
Бүгд,Өвөрхангай,1988,1777.57
Бүгд,Өвөрхангай,1987,1749.34
Бүгд,Өвөрхангай,1986,1726.08
Бүгд,Өвөрхангай,1985,1675.68
Бүгд,Өвөрхангай,1984,1736.04
Бүгд,Өвөрхангай,1983,1739.83
Бүгд,Өвөрхангай,1982,2009.96
Бүгд,Өвөрхангай,1981,1928.89
Бүгд,Өвөрхангай,1980,1933.9
Бүгд,Өвөрхангай,1979,2023.21
Бүгд,Өвөрхангай,1978,2016.82
Бүгд,Өвөрхангай,1977,1953.34
Бүгд,Өвөрхангай,1976,1914.48
Бүгд,Өвөрхангай,1975,1875.19
Бүгд,Өвөрхангай,1974,1820.08
Бүгд,Өвөрхангай,1973,1733.06
Бүгд,Өвөрхангай,1972,1713.78
Бүгд,Өвөрхангай,1971,1652.08
Бүгд,Өвөрхангай,1970,1707.77
Бүгд,Баруун бүс,2025,13777.17
Бүгд,Баруун бүс,2024,14655.26
Бүгд,Баруун бүс,2023,14316.24
Бүгд,Баруун бүс,2022,16131.03
Бүгд,Баруун бүс,2021,16448.05
Бүгд,Баруун бүс,2020,15845.18
Бүгд,Баруун бүс,2019,16004.3
Бүгд,Баруун бүс,2018,15557.38
Бүгд,Баруун бүс,2017,16201.58
Бүгд,Баруун бүс,2016,15135.83
Бүгд,Баруун бүс,2015,13711.18
Бүгд,Баруун бүс,2014,12544.51
Бүгд,Баруун бүс,2013,10832.75
Бүгд,Баруун бүс,2012,9670.83
Бүгд,Баруун бүс,2011,8525.37
Бүгд,Баруун бүс,2010,7418.46
Бүгд,Баруун бүс,2009,10888.37
Бүгд,Баруун бүс,2008,12157.44
Бүгд,Баруун бүс,2007,12301.86
Бүгд,Баруун бүс,2006,10914.92
Бүгд,Баруун бүс,2005,9241.85
Бүгд,Баруун бүс,2004,8524.74
Бүгд,Баруун бүс,2003,7410.78
Бүгд,Баруун бүс,2002,6482.24
Бүгд,Баруун бүс,2001,7587.28
Бүгд,Баруун бүс,2000,8702.4
Бүгд,Баруун бүс,1999,9665.36
Бүгд,Баруун бүс,1998,9798.66
Бүгд,Баруун бүс,1997,9971.22
Бүгд,Баруун бүс,1996,9687.39
Бүгд,Баруун бүс,1995,9683.03
Бүгд,Баруун бүс,1994,8989.71
Бүгд,Баруун бүс,1993,8227.63
Бүгд,Баруун бүс,1992,8178.9
Бүгд,Баруун бүс,1991,8158.19
Бүгд,Баруун бүс,1990,8499.71
Бүгд,Баруун бүс,1989,8159.18
Бүгд,Баруун бүс,1988,7801.24
Бүгд,Баруун бүс,1987,7659.06
Бүгд,Баруун бүс,1986,7448.66
Бүгд,Баруун бүс,1985,7319.57
Бүгд,Баруун бүс,1984,6945.97
Бүгд,Баруун бүс,1983,7350.64
Бүгд,Баруун бүс,1982,7657.02
Бүгд,Баруун бүс,1981,7571.29
Бүгд,Баруун бүс,1980,7584.59
Бүгд,Баруун бүс,1979,7546.63
Бүгд,Баруун бүс,1978,7413.02
Бүгд,Баруун бүс,1977,7169.72
Бүгд,Баруун бүс,1976,7510.51
Бүгд,Баруун бүс,1975,7630.7
Бүгд,Баруун бүс,1974,7760.01
Бүгд,Баруун бүс,1973,7856.79
Бүгд,Баруун бүс,1972,7600.46
Бүгд,Баруун бүс,1971,7570.68
Бүгд,Баруун бүс,1970,7246.47
Бүгд,Баян-Өлгий,2025,1918.95
Бүгд,Баян-Өлгий,2024,2125.12
Бүгд,Баян-Өлгий,2023,2046.1
Бүгд,Баян-Өлгий,2022,2255.8
Бүгд,Баян-Өлгий,2021,2379.01
Бүгд,Баян-Өлгий,2020,2224.68
Бүгд,Баян-Өлгий,2019,2192.76
Бүгд,Баян-Өлгий,2018,2166.92
Бүгд,Баян-Өлгий,2017,2226.15
Бүгд,Баян-Өлгий,2016,2167.35
Бүгд,Баян-Өлгий,2015,2021.05
Бүгд,Баян-Өлгий,2014,1883.61
Бүгд,Баян-Өлгий,2013,1604.08
Бүгд,Баян-Өлгий,2012,1410.61
Бүгд,Баян-Өлгий,2011,1302.79
Бүгд,Баян-Өлгий,2010,1126.86
Бүгд,Баян-Өлгий,2009,1301.46
Бүгд,Баян-Өлгий,2008,1529.56
Бүгд,Баян-Өлгий,2007,1597.34
Бүгд,Баян-Өлгий,2006,1470.25
Бүгд,Баян-Өлгий,2005,1320.49
Бүгд,Баян-Өлгий,2004,1346.65
Бүгд,Баян-Өлгий,2003,1315.6
Бүгд,Баян-Өлгий,2002,1234.16
Бүгд,Баян-Өлгий,2001,1297.83
Бүгд,Баян-Өлгий,2000,1310.39
Бүгд,Баян-Өлгий,1999,1362.42
Бүгд,Баян-Өлгий,1998,1345.97
Бүгд,Баян-Өлгий,1997,1519.36
Бүгд,Баян-Өлгий,1996,1405.82
Бүгд,Баян-Өлгий,1995,1354.23
Бүгд,Баян-Өлгий,1994,1156.62
Бүгд,Баян-Өлгий,1993,1005.39
Бүгд,Баян-Өлгий,1992,1033.51
Бүгд,Баян-Өлгий,1991,1159.89
Бүгд,Баян-Өлгий,1990,1318.39
Бүгд,Баян-Өлгий,1989,1284.03
Бүгд,Баян-Өлгий,1988,1235.4
Бүгд,Баян-Өлгий,1987,1241.16
Бүгд,Баян-Өлгий,1986,1235.95
Бүгд,Баян-Өлгий,1985,1198.58
Бүгд,Баян-Өлгий,1984,1161.42
Бүгд,Баян-Өлгий,1983,1137.88
Бүгд,Баян-Өлгий,1982,1171.06
Бүгд,Баян-Өлгий,1981,1135.24
Бүгд,Баян-Өлгий,1980,1105.81
Бүгд,Баян-Өлгий,1979,1078.7
Бүгд,Баян-Өлгий,1978,1019.36
Бүгд,Баян-Өлгий,1977,1025.22
Бүгд,Баян-Өлгий,1976,1101.8
Бүгд,Баян-Өлгий,1975,1092.51
Бүгд,Баян-Өлгий,1974,1155.01
Бүгд,Баян-Өлгий,1973,1178.38
Бүгд,Баян-Өлгий,1972,1107.42
Бүгд,Баян-Өлгий,1971,1106.38
Бүгд,Баян-Өлгий,1970,1073.85
Бүгд,Говь-Алтай,2025,3035.73
Бүгд,Говь-Алтай,2024,3095.25
Бүгд,Говь-Алтай,2023,3013.21
Бүгд,Говь-Алтай,2022,3167.47
Бүгд,Говь-Алтай,2021,2990.51
Бүгд,Говь-Алтай,2020,3310.83
Бүгд,Говь-Алтай,2019,3597.7
Бүгд,Говь-Алтай,2018,3513.37
Бүгд,Говь-Алтай,2017,3801.65
Бүгд,Говь-Алтай,2016,3497.49
Бүгд,Говь-Алтай,2015,2922.57
Бүгд,Говь-Алтай,2014,2578.12
Бүгд,Говь-Алтай,2013,2223.19
Бүгд,Говь-Алтай,2012,1911.05
Бүгд,Говь-Алтай,2011,1613.34
Бүгд,Говь-Алтай,2010,1315.49
Бүгд,Говь-Алтай,2009,2171.81
Бүгд,Говь-Алтай,2008,2505.88
Бүгд,Говь-Алтай,2007,2486.63
Бүгд,Говь-Алтай,2006,2199.16
Бүгд,Говь-Алтай,2005,1834.24
Бүгд,Говь-Алтай,2004,1539.57
Бүгд,Говь-Алтай,2003,1261.21
Бүгд,Говь-Алтай,2002,1010.53
Бүгд,Говь-Алтай,2001,1714.73
Бүгд,Говь-Алтай,2000,2035.1
Бүгд,Говь-Алтай,1999,2113.19
Бүгд,Говь-Алтай,1998,2113.14
Бүгд,Говь-Алтай,1997,2112.51
Бүгд,Говь-Алтай,1996,2087.21
Бүгд,Говь-Алтай,1995,2102.51
Бүгд,Говь-Алтай,1994,1973.37
Бүгд,Говь-Алтай,1993,1766.94
Бүгд,Говь-Алтай,1992,1775.25
Бүгд,Говь-Алтай,1991,1696.58
Бүгд,Говь-Алтай,1990,1693.57
Бүгд,Говь-Алтай,1989,1636.02
Бүгд,Говь-Алтай,1988,1561.56
Бүгд,Говь-Алтай,1987,1543.83
Бүгд,Говь-Алтай,1986,1477.66
Бүгд,Говь-Алтай,1985,1458.44
Бүгд,Говь-Алтай,1984,1321.29
Бүгд,Говь-Алтай,1983,1500.25
Бүгд,Говь-Алтай,1982,1549.71
Бүгд,Говь-Алтай,1981,1571.92
Бүгд,Говь-Алтай,1980,1582.04
Бүгд,Говь-Алтай,1979,1579.76
Бүгд,Говь-Алтай,1978,1590.23
Бүгд,Говь-Алтай,1977,1564.18
Бүгд,Говь-Алтай,1976,1524.01
Бүгд,Говь-Алтай,1975,1497.76
Бүгд,Говь-Алтай,1974,1451.57
Бүгд,Говь-Алтай,1973,1453.64
Бүгд,Говь-Алтай,1972,1395.3
Бүгд,Говь-Алтай,1971,1414.88
Бүгд,Говь-Алтай,1970,1342.49
Бүгд,Завхан,2025,3028.08
Бүгд,Завхан,2024,3008.25
Бүгд,Завхан,2023,3067.55
Бүгд,Завхан,2022,3721.06
Бүгд,Завхан,2021,3755.16
Бүгд,Завхан,2020,3607.84
Бүгд,Завхан,2019,3849.91
Бүгд,Завхан,2018,3555.41
Бүгд,Завхан,2017,3597.28
Бүгд,Завхан,2016,3406.21
Бүгд,Завхан,2015,3133.02
Бүгд,Завхан,2014,2895.89
Бүгд,Завхан,2013,2539.01
Бүгд,Завхан,2012,2280.0
Бүгд,Завхан,2011,2006.12
Бүгд,Завхан,2010,1717.7
Бүгд,Завхан,2009,2827.6
Бүгд,Завхан,2008,3135.97
Бүгд,Завхан,2007,3000.01
Бүгд,Завхан,2006,2550.79
Бүгд,Завхан,2005,2102.15
Бүгд,Завхан,2004,1901.8
Бүгд,Завхан,2003,1628.61
Бүгд,Завхан,2002,1443.22
Бүгд,Завхан,2001,1486.71
Бүгд,Завхан,2000,1941.32
Бүгд,Завхан,1999,2432.02
Бүгд,Завхан,1998,2603.62
Бүгд,Завхан,1997,2556.54
Бүгд,Завхан,1996,2474.54
Бүгд,Завхан,1995,2401.44
Бүгд,Завхан,1994,2246.84
Бүгд,Завхан,1993,2003.83
Бүгд,Завхан,1992,2085.01
Бүгд,Завхан,1991,2079.85
Бүгд,Завхан,1990,2133.4
Бүгд,Завхан,1989,1987.32
Бүгд,Завхан,1988,1834.6
Бүгд,Завхан,1987,1804.2
Бүгд,Завхан,1986,1744.61
Бүгд,Завхан,1985,1703.93
Бүгд,Завхан,1984,1690.81
Бүгд,Завхан,1983,1795.56
Бүгд,Завхан,1982,1864.13
Бүгд,Завхан,1981,1777.74
Бүгд,Завхан,1980,1875.89
Бүгд,Завхан,1979,1842.19
Бүгд,Завхан,1978,1832.01
Бүгд,Завхан,1977,1713.04
Бүгд,Завхан,1976,1867.61
Бүгд,Завхан,1975,1837.52
Бүгд,Завхан,1974,1786.86
Бүгд,Завхан,1973,1811.15
Бүгд,Завхан,1972,1821.65
Бүгд,Завхан,1971,1781.6
Бүгд,Завхан,1970,1686.63
Бүгд,Увс,2025,2611.34
Бүгд,Увс,2024,2935.54
Бүгд,Увс,2023,2994.49
Бүгд,Увс,2022,3513.85
Бүгд,Увс,2021,3726.4
Бүгд,Увс,2020,3409.25
Бүгд,Увс,2019,3279.6
Бүгд,Увс,2018,3175.28
Бүгд,Увс,2017,3129.88
Бүгд,Увс,2016,2784.14
Бүгд,Увс,2015,2729.11
Бүгд,Увс,2014,2561.32
Бүгд,Увс,2013,2225.14
Бүгд,Увс,2012,2030.7
Бүгд,Увс,2011,1831.83
Бүгд,Увс,2010,1619.31
Бүгд,Увс,2009,2319.11
Бүгд,Увс,2008,2499.33
Бүгд,Увс,2007,2653.53
Бүгд,Увс,2006,2400.92
Бүгд,Увс,2005,2021.26
Бүгд,Увс,2004,1948.25
Бүгд,Увс,2003,1664.36
Бүгд,Увс,2002,1470.41
Бүгд,Увс,2001,1575.62
Бүгд,Увс,2000,1579.32
Бүгд,Увс,1999,1889.82
Бүгд,Увс,1998,1940.08
Бүгд,Увс,1997,1856.34
Бүгд,Увс,1996,1764.93
Бүгд,Увс,1995,1754.23
Бүгд,Увс,1994,1707.91
Бүгд,Увс,1993,1628.47
Бүгд,Увс,1992,1596.56
Бүгд,Увс,1991,1585.27
Бүгд,Увс,1990,1666.65
Бүгд,Увс,1989,1614.08
Бүгд,Увс,1988,1561.57
Бүгд,Увс,1987,1515.69
Бүгд,Увс,1986,1488.76
Бүгд,Увс,1985,1470.06
Бүгд,Увс,1984,1420.78
Бүгд,Увс,1983,1417.94
Бүгд,Увс,1982,1494.82
Бүгд,Увс,1981,1445.09
Бүгд,Увс,1980,1481.27
Бүгд,Увс,1979,1486.78
Бүгд,Увс,1978,1427.5
Бүгд,Увс,1977,1394.44
Бүгд,Увс,1976,1415.68
Бүгд,Увс,1975,1609.99
Бүгд,Увс,1974,1714.61
Бүгд,Увс,1973,1737.77
Бүгд,Увс,1972,1697.69
Бүгд,Увс,1971,1711.73
Бүгд,Увс,1970,1679.8
Бүгд,Ховд,2025,3183.06
Бүгд,Ховд,2024,3491.1
Бүгд,Ховд,2023,3194.9
Бүгд,Ховд,2022,3472.85
Бүгд,Ховд,2021,3596.97
Бүгд,Ховд,2020,3292.58
Бүгд,Ховд,2019,3084.33
Бүгд,Ховд,2018,3146.41
Бүгд,Ховд,2017,3446.62
Бүгд,Ховд,2016,3280.64
Бүгд,Ховд,2015,2905.44
Бүгд,Ховд,2014,2625.58
Бүгд,Ховд,2013,2241.32
Бүгд,Ховд,2012,2038.49
Бүгд,Ховд,2011,1771.29
Бүгд,Ховд,2010,1639.1
Бүгд,Ховд,2009,2268.39
Бүгд,Ховд,2008,2486.7
Бүгд,Ховд,2007,2564.35
Бүгд,Ховд,2006,2293.8
Бүгд,Ховд,2005,1963.71
Бүгд,Ховд,2004,1788.47
Бүгд,Ховд,2003,1541.0
Бүгд,Ховд,2002,1323.92
Бүгд,Ховд,2001,1512.39
Бүгд,Ховд,2000,1836.27
Бүгд,Ховд,1999,1867.91
Бүгд,Ховд,1998,1795.85
Бүгд,Ховд,1997,1926.47
Бүгд,Ховд,1996,1954.89
Бүгд,Ховд,1995,2070.62
Бүгд,Ховд,1994,1904.97
Бүгд,Ховд,1993,1823.0
Бүгд,Ховд,1992,1688.57
Бүгд,Ховд,1991,1636.6
Бүгд,Ховд,1990,1687.7
Бүгд,Ховд,1989,1637.73
Бүгд,Ховд,1988,1608.11
Бүгд,Ховд,1987,1554.18
Бүгд,Ховд,1986,1501.68
Бүгд,Ховд,1985,1488.56
Бүгд,Ховд,1984,1351.67
Бүгд,Ховд,1983,1499.01
Бүгд,Ховд,1982,1577.3
Бүгд,Ховд,1981,1641.3
Бүгд,Ховд,1980,1539.58
Бүгд,Ховд,1979,1559.2
Бүгд,Ховд,1978,1543.92
Бүгд,Ховд,1977,1472.84
Бүгд,Ховд,1976,1601.41
Бүгд,Ховд,1975,1592.92
Бүгд,Ховд,1974,1651.96
Бүгд,Ховд,1973,1675.85
Бүгд,Ховд,1972,1578.4
Бүгд,Ховд,1971,1556.09
Бүгд,Ховд,1970,1463.7
Бүгд,Хойд бүс,2025,8463.31
Бүгд,Хойд бүс,2024,8377.82
Бүгд,Хойд бүс,2023,9460.21
Бүгд,Хойд бүс,2022,10316.88
Бүгд,Хойд бүс,2021,9720.05
Бүгд,Хойд бүс,2020,9033.53
Бүгд,Хойд бүс,2019,9809.08
Бүгд,Хойд бүс,2018,9130.21
Бүгд,Хойд бүс,2017,8781.78
Бүгд,Хойд бүс,2016,8709.2
Бүгд,Хойд бүс,2015,7741.64
Бүгд,Хойд бүс,2014,7413.21
Бүгд,Хойд бүс,2013,6545.32
Бүгд,Хойд бүс,2012,6364.8
Бүгд,Хойд бүс,2011,5824.67
Бүгд,Хойд бүс,2010,5563.76
Бүгд,Хойд бүс,2009,6792.3
Бүгд,Хойд бүс,2008,6498.74
Бүгд,Хойд бүс,2007,5643.47
Бүгд,Хойд бүс,2006,4820.43
Бүгд,Хойд бүс,2005,4040.87
Бүгд,Хойд бүс,2004,3623.55
Бүгд,Хойд бүс,2003,3276.22
Бүгд,Хойд бүс,2002,3448.23
Бүгд,Хойд бүс,2001,3396.48
Бүгд,Хойд бүс,2000,3960.93
Бүгд,Хойд бүс,1999,4191.36
Бүгд,Хойд бүс,1998,3887.01
Бүгд,Хойд бүс,1997,3582.49
Бүгд,Хойд бүс,1996,3302.58
Бүгд,Хойд бүс,1995,3121.73
Бүгд,Хойд бүс,1994,2977.75
Бүгд,Хойд бүс,1993,2822.11
Бүгд,Хойд бүс,1992,2905.65
Бүгд,Хойд бүс,1991,2882.39
Бүгд,Хойд бүс,1990,2923.6
Бүгд,Хойд бүс,1989,2789.0
Бүгд,Хойд бүс,1988,2665.81
Бүгд,Хойд бүс,1987,2595.11
