Бүс,Сар,value
Хангайн бүс,2023-09,21.0
Хангайн бүс,2023-08,7.0
Хангайн бүс,2023-07,8.0
Хангайн бүс,2023-06,11.0
Хангайн бүс,2023-05,7.0
Хангайн бүс,2023-04,14.0
Хангайн бүс,2023-03,5.0
Хангайн бүс,2023-02,14.0
Хангайн бүс,2023-01,17.0
Хангайн бүс,2022-12,15.0
Хангайн бүс,2022-11,10.0
Хангайн бүс,2022-10,10.0
Хангайн бүс,2022-09,18.0
Хангайн бүс,2022-08,16.0
Хангайн бүс,2022-07,10.0
Хангайн бүс,2022-06,15.0
Хангайн бүс,2022-05,7.0
Хангайн бүс,2022-04,13.0
Хангайн бүс,2022-03,8.0
Хангайн бүс,2022-02,15.0
Хангайн бүс,2022-01,8.0
Хангайн бүс,2021-12,12.0
Хангайн бүс,2021-11,6.0
Хангайн бүс,2021-10,9.0
Хангайн бүс,2021-09,12.0
Хангайн бүс,2021-08,11.0
Хангайн бүс,2021-07,14.0
Хангайн бүс,2021-06,10.0
Хангайн бүс,2021-05,15.0
Хангайн бүс,2021-04,14.0
Хангайн бүс,2021-03,10.0
Хангайн бүс,2021-02,15.0
Хангайн бүс,2021-01,10.0
Хангайн бүс,2020-12,12.0
Хангайн бүс,2020-11,14.0
Хангайн бүс,2020-10,18.0
Хангайн бүс,2020-09,7.0
Хангайн бүс,2020-08,5.0
Хангайн бүс,2020-07,10.0
Хангайн бүс,2020-06,8.0
Хангайн бүс,2020-05,10.0
Хангайн бүс,2020-04,9.0
Хангайн бүс,2020-03,15.0
Хангайн бүс,2020-02,11.0
Хангайн бүс,2020-01,10.0
Хангайн бүс,2019-12,9.0
Хангайн бүс,2019-11,10.0
Хангайн бүс,2019-10,21.0
Хангайн бүс,2019-09,21.0
Хангайн бүс,2019-08,11.0
Хангайн бүс,2019-07,12.0
Хангайн бүс,2019-06,12.0
Хангайн бүс,2019-05,13.0
Хангайн бүс,2019-04,7.0
Хангайн бүс,2019-03,15.0
Хангайн бүс,2019-02,19.0
Хангайн бүс,2019-01,21.0
Хангайн бүс,2018-12,16.0
Хангайн бүс,2018-11,15.0
Хангайн бүс,2018-10,16.0
Хангайн бүс,2018-09,13.0
Хангайн бүс,2018-08,10.0
Хангайн бүс,2018-07,10.0
Хангайн бүс,2018-06,16.0
Хангайн бүс,2018-05,14.0
Хангайн бүс,2018-04,14.0
Хангайн бүс,2018-03,10.0
Хангайн бүс,2018-02,16.0
Хангайн бүс,2018-01,18.0
Хангайн бүс,2017-12,11.0
Хангайн бүс,2017-11,14.0
Хангайн бүс,2017-10,23.0
Хангайн бүс,2017-09,9.0
Хангайн бүс,2017-08,10.0
Хангайн бүс,2017-07,16.0
Хангайн бүс,2017-06,17.0
Хангайн бүс,2017-05,17.0
Хангайн бүс,2017-04,15.0
Хангайн бүс,2017-03,16.0
Хангайн бүс,2017-02,16.0
Хангайн бүс,2017-01,15.0
Хангайн бүс,2016-12,31.0
Хангайн бүс,2016-11,38.0
Хангайн бүс,2016-10,24.0
Хангайн бүс,2016-09,22.0
Хангайн бүс,2016-08,17.0
Хангайн бүс,2016-07,15.0
Хангайн бүс,2016-06,13.0
Хангайн бүс,2016-05,9.0
Хангайн бүс,2016-04,13.0
Хангайн бүс,2016-03,21.0
Хангайн бүс,2016-02,20.0
Хангайн бүс,2016-01,24.0
Архангай,2025-12,39.0
Архангай,2025-11,14.0
Архангай,2025-10,13.0
Архангай,2025-09,22.0
Архангай,2025-08,41.0
Архангай,2025-07,0.0
Архангай,2025-06,24.0
Архангай,2025-05,0.0
Архангай,2025-04,12.0
Архангай,2025-03,10.0
Архангай,2025-02,24.0
Архангай,2025-01,0.0
Архангай,2024-12,12.0
Архангай,2024-11,27.0
Архангай,2024-10,30.0
Архангай,2024-09,11.0
Архангай,2024-08,26.0
Архангай,2024-07,21.0
Архангай,2024-06,0.0
Архангай,2024-05,0.0
Архангай,2024-04,29.0
Архангай,2024-03,31.0
Архангай,2024-02,13.0
Архангай,2024-01,22.0
Архангай,2023-12,7.0
Архангай,2023-11,0.0
Архангай,2023-10,9.0
Архангай,2023-09,13.0
Архангай,2023-08,20.0
Архангай,2023-07,21.0
Архангай,2023-06,9.0
Архангай,2023-05,9.0
Архангай,2023-04,27.0
Архангай,2023-03,0.0
Архангай,2023-02,0.0
Архангай,2023-01,16.0
Архангай,2022-12,33.0
Архангай,2022-11,9.0
Архангай,2022-10,21.0
Архангай,2022-09,23.0
Архангай,2022-08,18.0
Архангай,2022-07,0.0
Архангай,2022-06,9.0
Архангай,2022-05,17.0
Архангай,2022-04,9.0
Архангай,2022-03,0.0
Архангай,2022-02,8.0
Архангай,2022-01,10.0
Архангай,2021-12,7.0
Архангай,2021-11,16.0
Архангай,2021-10,6.0
Архангай,2021-09,31.0
Архангай,2021-08,9.0
Архангай,2021-07,0.0
Архангай,2021-06,9.0
Архангай,2021-05,8.0
Архангай,2021-04,19.0
Архангай,2021-03,13.0
Архангай,2021-02,6.0
Архангай,2021-01,0.0
Архангай,2020-12,19.0
Архангай,2020-11,24.0
Архангай,2020-10,8.0
Архангай,2020-09,22.0
Архангай,2020-08,0.0
Архангай,2020-07,16.0
Архангай,2020-06,7.0
Архангай,2020-05,15.0
Архангай,2020-04,14.0
Архангай,2020-03,7.0
Архангай,2020-02,0.0
Архангай,2020-01,26.0
Архангай,2019-12,0.0
Архангай,2019-11,7.0
Архангай,2019-10,8.0
Архангай,2019-09,7.0
Архангай,2019-08,25.0
Архангай,2019-07,0.0
Архангай,2019-06,22.0
Архангай,2019-05,12.0
Архангай,2019-04,13.0
Архангай,2019-03,34.0
Архангай,2019-02,28.0
Архангай,2019-01,30.0
Архангай,2018-12,28.0
Архангай,2018-11,6.0
Архангай,2018-10,24.0
Архангай,2018-09,28.0
Архангай,2018-08,0.0
Архангай,2018-07,13.0
Архангай,2018-06,22.0
Архангай,2018-05,17.0
Архангай,2018-04,25.0
Архангай,2018-03,13.0
Архангай,2018-02,31.0
Архангай,2018-01,29.0
Архангай,2017-12,6.0
Архангай,2017-11,16.0
Архангай,2017-10,22.0
Архангай,2017-09,8.0
Архангай,2017-08,10.0
Архангай,2017-07,8.0
Архангай,2017-06,24.0
Архангай,2017-05,13.0
Архангай,2017-04,16.0
Архангай,2017-03,40.0
Архангай,2017-02,34.0
Архангай,2017-01,6.0
Архангай,2016-12,33.0
Архангай,2016-11,68.0
Архангай,2016-10,13.0
Архангай,2016-09,31.0
Архангай,2016-08,12.0
Архангай,2016-07,23.0
Архангай,2016-06,0.0
Архангай,2016-05,6.0
Архангай,2016-04,5.0
Архангай,2016-03,11.0
Архангай,2016-02,6.0
Архангай,2016-01,26.0
Баянхонгор,2025-12,21.0
Баянхонгор,2025-11,0.0
Баянхонгор,2025-10,0.0
Баянхонгор,2025-09,9.0
Баянхонгор,2025-08,0.0
Баянхонгор,2025-07,22.0
Баянхонгор,2025-06,0.0
Баянхонгор,2025-05,11.0
Баянхонгор,2025-04,9.0
Баянхонгор,2025-03,0.0
Баянхонгор,2025-02,9.0
Баянхонгор,2025-01,0.0
Баянхонгор,2024-12,18.0
Баянхонгор,2024-11,0.0
Баянхонгор,2024-10,8.0
Баянхонгор,2024-09,8.0
Баянхонгор,2024-08,29.0
Баянхонгор,2024-07,17.0
Баянхонгор,2024-06,17.0
Баянхонгор,2024-05,25.0
Баянхонгор,2024-04,8.0
Баянхонгор,2024-03,8.0
Баянхонгор,2024-02,0.0
Баянхонгор,2024-01,10.0
Баянхонгор,2023-12,16.0
Баянхонгор,2023-11,13.0
Баянхонгор,2023-10,8.0
Баянхонгор,2023-09,16.0
Баянхонгор,2023-08,0.0
Баянхонгор,2023-07,9.0
Баянхонгор,2023-06,0.0
Баянхонгор,2023-05,0.0
Баянхонгор,2023-04,13.0
Баянхонгор,2023-03,0.0
Баянхонгор,2023-02,7.0
Баянхонгор,2023-01,14.0
Баянхонгор,2022-12,24.0
Баянхонгор,2022-11,0.0
Баянхонгор,2022-10,0.0
Баянхонгор,2022-09,0.0
Баянхонгор,2022-08,8.0
Баянхонгор,2022-07,6.0
Баянхонгор,2022-06,13.0
Баянхонгор,2022-05,11.0
Баянхонгор,2022-04,6.0
Баянхонгор,2022-03,8.0
Баянхонгор,2022-02,31.0
Баянхонгор,2022-01,9.0
Баянхонгор,2021-12,0.0
Баянхонгор,2021-11,0.0
Баянхонгор,2021-10,7.0
Баянхонгор,2021-09,14.0
Баянхонгор,2021-08,7.0
Баянхонгор,2021-07,31.0
Баянхонгор,2021-06,11.0
Баянхонгор,2021-05,0.0
Баянхонгор,2021-04,0.0
Баянхонгор,2021-03,14.0
Баянхонгор,2021-02,18.0
Баянхонгор,2021-01,8.0
Баянхонгор,2020-12,6.0
Баянхонгор,2020-11,16.0
Баянхонгор,2020-10,20.0
Баянхонгор,2020-09,6.0
Баянхонгор,2020-08,0.0
Баянхонгор,2020-07,0.0
Баянхонгор,2020-06,6.0
Баянхонгор,2020-05,5.0
Баянхонгор,2020-04,12.0
Баянхонгор,2020-03,11.0
Баянхонгор,2020-02,6.0
Баянхонгор,2020-01,19.0
Баянхонгор,2019-12,6.0
Баянхонгор,2019-11,28.0
Баянхонгор,2019-10,14.0
Баянхонгор,2019-09,5.0
Баянхонгор,2019-08,0.0
Баянхонгор,2019-07,11.0
Баянхонгор,2019-06,20.0
Баянхонгор,2019-05,41.0
Баянхонгор,2019-04,0.0
Баянхонгор,2019-03,0.0
Баянхонгор,2019-02,24.0
Баянхонгор,2019-01,7.0
Баянхонгор,2018-12,10.0
Баянхонгор,2018-11,12.0
Баянхонгор,2018-10,15.0
Баянхонгор,2018-09,5.0
Баянхонгор,2018-08,10.0
Баянхонгор,2018-07,13.0
Баянхонгор,2018-06,26.0
Баянхонгор,2018-05,5.0
Баянхонгор,2018-04,6.0
Баянхонгор,2018-03,12.0
Баянхонгор,2018-02,6.0
Баянхонгор,2018-01,22.0
Баянхонгор,2017-12,13.0
Баянхонгор,2017-11,28.0
Баянхонгор,2017-10,22.0
Баянхонгор,2017-09,21.0
Баянхонгор,2017-08,10.0
Баянхонгор,2017-07,17.0
Баянхонгор,2017-06,12.0
Баянхонгор,2017-05,0.0
Баянхонгор,2017-04,12.0
Баянхонгор,2017-03,18.0
Баянхонгор,2017-02,11.0
Баянхонгор,2017-01,23.0
Баянхонгор,2016-12,46.0
Баянхонгор,2016-11,52.0
Баянхонгор,2016-10,28.0
Баянхонгор,2016-09,14.0
Баянхонгор,2016-08,26.0
Баянхонгор,2016-07,0.0
Баянхонгор,2016-06,24.0
Баянхонгор,2016-05,5.0
Баянхонгор,2016-04,13.0
Баянхонгор,2016-03,11.0
Баянхонгор,2016-02,32.0
Баянхонгор,2016-01,38.0
Булган,2025-12,0.0
Булган,2025-11,0.0
Булган,2025-10,21.0
Булган,2025-09,28.0
Булган,2025-08,0.0
Булган,2025-07,0.0
Булган,2025-06,63.0
Булган,2025-05,26.0
Булган,2025-04,0.0
Булган,2025-03,24.0
Булган,2025-02,0.0
Булган,2025-01,24.0
Булган,2024-12,22.0
Булган,2024-11,29.0
Булган,2024-10,0.0
Булган,2024-09,0.0
Булган,2024-08,20.0
Булган,2024-07,0.0
Булган,2024-06,0.0
Булган,2024-05,0.0
Булган,2024-04,0.0
Булган,2024-03,0.0
Булган,2024-02,28.0
Булган,2024-01,22.0
Булган,2023-12,0.0
Булган,2023-11,17.0
Булган,2023-10,18.0
Булган,2023-09,23.0
Булган,2023-08,0.0
Булган,2023-07,27.0
Булган,2023-06,0.0
Булган,2023-05,20.0
Булган,2023-04,43.0
Булган,2023-03,0.0
Булган,2023-02,58.0
Булган,2023-01,19.0
Булган,2022-12,0.0
Булган,2022-11,42.0
Булган,2022-10,0.0
Булган,2022-09,13.0
Булган,2022-08,60.0
Булган,2022-07,14.0
Булган,2022-06,20.0
Булган,2022-05,0.0
Булган,2022-04,18.0
Булган,2022-03,16.0
Булган,2022-02,0.0
Булган,2022-01,0.0
Булган,2021-12,44.0
Булган,2021-11,0.0
Булган,2021-10,0.0
Булган,2021-09,32.0
Булган,2021-08,21.0
Булган,2021-07,0.0
Булган,2021-06,0.0
Булган,2021-05,14.0
Булган,2021-04,40.0
Булган,2021-03,0.0
Булган,2021-02,24.0
Булган,2021-01,0.0
Булган,2020-12,26.0
Булган,2020-11,0.0
Булган,2020-10,32.0
Булган,2020-09,0.0
Булган,2020-08,20.0
Булган,2020-07,0.0
Булган,2020-06,37.0
Булган,2020-05,18.0
Булган,2020-04,14.0
Булган,2020-03,16.0
Булган,2020-02,15.0
Булган,2020-01,0.0
Булган,2019-12,14.0
Булган,2019-11,0.0
Булган,2019-10,52.0
Булган,2019-09,38.0
Булган,2019-08,21.0
Булган,2019-07,0.0
Булган,2019-06,0.0
Булган,2019-05,30.0
Булган,2019-04,0.0
Булган,2019-03,0.0
Булган,2019-02,18.0
Булган,2019-01,45.0
Булган,2018-12,45.0
Булган,2018-11,19.0
Булган,2018-10,36.0
Булган,2018-09,21.0
Булган,2018-08,0.0
Булган,2018-07,0.0
Булган,2018-06,0.0
Булган,2018-05,0.0
Булган,2018-04,42.0
Булган,2018-03,16.0
Булган,2018-02,0.0
Булган,2018-01,16.0
Булган,2017-12,14.0
Булган,2017-11,17.0
Булган,2017-10,14.0
Булган,2017-09,0.0
Булган,2017-08,13.0
Булган,2017-07,27.0
Булган,2017-06,18.0
Булган,2017-05,0.0
Булган,2017-04,14.0
Булган,2017-03,14.0
Булган,2017-02,0.0
Булган,2017-01,0.0
Булган,2016-12,15.0
Булган,2016-11,26.0
Булган,2016-10,0.0
Булган,2016-09,31.0
Булган,2016-08,48.0
Булган,2016-07,0.0
Булган,2016-06,0.0
Булган,2016-05,0.0
Булган,2016-04,22.0
Булган,2016-03,0.0
Булган,2016-02,13.0
Булган,2016-01,14.0
Орхон,2025-12,19.0
Орхон,2025-11,0.0
Орхон,2025-10,6.0
Орхон,2025-09,0.0
Орхон,2025-08,0.0
Орхон,2025-07,6.0
Орхон,2025-06,12.0
Орхон,2025-05,0.0
Орхон,2025-04,20.0
Орхон,2025-03,12.0
Орхон,2025-02,20.0
Орхон,2025-01,0.0
Орхон,2024-12,11.0
Орхон,2024-11,6.0
Орхон,2024-10,22.0
Орхон,2024-09,12.0
Орхон,2024-08,5.0
Орхон,2024-07,6.0
Орхон,2024-06,13.0
Орхон,2024-05,13.0
Орхон,2024-04,13.0
Орхон,2024-03,11.0
Орхон,2024-02,6.0
Орхон,2024-01,0.0
Орхон,2023-12,6.0
Орхон,2023-11,4.0
Орхон,2023-10,0.0
Орхон,2023-09,7.0
Орхон,2023-08,0.0
Орхон,2023-07,6.0
Орхон,2023-06,16.0
Орхон,2023-05,10.0
Орхон,2023-04,5.0
Орхон,2023-03,0.0
Орхон,2023-02,10.0
Орхон,2023-01,31.0
Орхон,2022-12,0.0
Орхон,2022-11,6.0
Орхон,2022-10,0.0
Орхон,2022-09,29.0
Орхон,2022-08,5.0
Орхон,2022-07,9.0
Орхон,2022-06,5.0
Орхон,2022-05,0.0
Орхон,2022-04,10.0
Орхон,2022-03,11.0
Орхон,2022-02,0.0
Орхон,2022-01,0.0
Орхон,2021-12,4.0
Орхон,2021-11,4.0
Орхон,2021-10,11.0
Орхон,2021-09,11.0
Орхон,2021-08,10.0
Орхон,2021-07,24.0
Орхон,2021-06,18.0
Орхон,2021-05,30.0
Орхон,2021-04,24.0
Орхон,2021-03,5.0
Орхон,2021-02,0.0
Орхон,2021-01,5.0
Орхон,2020-12,9.0
Орхон,2020-11,13.0
Орхон,2020-10,16.0
Орхон,2020-09,0.0
Орхон,2020-08,5.0
Орхон,2020-07,9.0
Орхон,2020-06,10.0
Орхон,2020-05,9.0
Орхон,2020-04,4.0
Орхон,2020-03,10.0
Орхон,2020-02,14.0
Орхон,2020-01,5.0
Орхон,2019-12,4.0
Орхон,2019-11,9.0
Орхон,2019-10,10.0
Орхон,2019-09,4.0
Орхон,2019-08,4.0
Орхон,2019-07,9.0
Орхон,2019-06,9.0
Орхон,2019-05,0.0
Орхон,2019-04,9.0
Орхон,2019-03,17.0
Орхон,2019-02,13.0
Орхон,2019-01,15.0
Орхон,2018-12,13.0
Орхон,2018-11,12.0
Орхон,2018-10,4.0
Орхон,2018-09,0.0
Орхон,2018-08,5.0
Орхон,2018-07,8.0
Орхон,2018-06,15.0
Орхон,2018-05,4.0
Орхон,2018-04,8.0
Орхон,2018-03,5.0
Орхон,2018-02,0.0
Орхон,2018-01,5.0
Орхон,2017-12,5.0
Орхон,2017-11,5.0
Орхон,2017-10,7.0
Орхон,2017-09,9.0
Орхон,2017-08,4.0
Орхон,2017-07,5.0
Орхон,2017-06,0.0
Орхон,2017-05,9.0
Орхон,2017-04,7.0
Орхон,2017-03,5.0
Орхон,2017-02,0.0
Орхон,2017-01,5.0
Орхон,2016-12,0.0
Орхон,2016-11,9.0
Орхон,2016-10,16.0
Орхон,2016-09,20.0
Орхон,2016-08,9.0
Орхон,2016-07,0.0
Орхон,2016-06,13.0
Орхон,2016-05,12.0
Орхон,2016-04,9.0
Орхон,2016-03,13.0
Орхон,2016-02,21.0
Орхон,2016-01,30.0
Өвөрхангай,2025-12,7.0
Өвөрхангай,2025-11,23.0
Өвөрхангай,2025-10,8.0
Өвөрхангай,2025-09,15.0
Өвөрхангай,2025-08,9.0
Өвөрхангай,2025-07,14.0
Өвөрхангай,2025-06,37.0
Өвөрхангай,2025-05,34.0
Өвөрхангай,2025-04,14.0
Өвөрхангай,2025-03,7.0
Өвөрхангай,2025-02,26.0
Өвөрхангай,2025-01,14.0
Өвөрхангай,2024-12,15.0
Өвөрхангай,2024-11,6.0
Өвөрхангай,2024-10,24.0
Өвөрхангай,2024-09,7.0
Өвөрхангай,2024-08,14.0
Өвөрхангай,2024-07,0.0
Өвөрхангай,2024-06,0.0
Өвөрхангай,2024-05,13.0
Өвөрхангай,2024-04,21.0
Өвөрхангай,2024-03,14.0
Өвөрхангай,2024-02,14.0
Өвөрхангай,2024-01,26.0
Өвөрхангай,2023-12,6.0
Өвөрхангай,2023-11,10.0
Өвөрхангай,2023-10,24.0
Өвөрхангай,2023-09,22.0
Өвөрхангай,2023-08,19.0
Өвөрхангай,2023-07,6.0
Өвөрхангай,2023-06,13.0
Өвөрхангай,2023-05,6.0
Өвөрхангай,2023-04,12.0
Өвөрхангай,2023-03,30.0
Өвөрхангай,2023-02,24.0
Өвөрхангай,2023-01,6.0
Өвөрхангай,2022-12,19.0
Өвөрхангай,2022-11,13.0
Өвөрхангай,2022-10,22.0
Өвөрхангай,2022-09,24.0
Өвөрхангай,2022-08,12.0
Өвөрхангай,2022-07,10.0
Өвөрхангай,2022-06,15.0
Өвөрхангай,2022-05,5.0
Өвөрхангай,2022-04,16.0
Өвөрхангай,2022-03,7.0
Өвөрхангай,2022-02,19.0
Өвөрхангай,2022-01,14.0
Өвөрхангай,2021-12,12.0
Өвөрхангай,2021-11,5.0
Өвөрхангай,2021-10,6.0
Өвөрхангай,2021-09,7.0
Өвөрхангай,2021-08,10.0
Өвөрхангай,2021-07,5.0
Өвөрхангай,2021-06,10.0
Өвөрхангай,2021-05,16.0
Өвөрхангай,2021-04,14.0
Өвөрхангай,2021-03,11.0
Өвөрхангай,2021-02,11.0
Өвөрхангай,2021-01,25.0
Өвөрхангай,2020-12,9.0
Өвөрхангай,2020-11,5.0
Өвөрхангай,2020-10,16.0
Өвөрхангай,2020-09,10.0
Өвөрхангай,2020-08,5.0
Өвөрхангай,2020-07,6.0
Өвөрхангай,2020-06,0.0
Өвөрхангай,2020-05,15.0
Өвөрхангай,2020-04,0.0
Өвөрхангай,2020-03,23.0
Өвөрхангай,2020-02,15.0
Өвөрхангай,2020-01,0.0
Өвөрхангай,2019-12,19.0
Өвөрхангай,2019-11,5.0
Өвөрхангай,2019-10,28.0
Өвөрхангай,2019-09,31.0
Өвөрхангай,2019-08,15.0
Өвөрхангай,2019-07,15.0
Өвөрхангай,2019-06,0.0
Өвөрхангай,2019-05,8.0
Өвөрхангай,2019-04,0.0
Өвөрхангай,2019-03,22.0
Өвөрхангай,2019-02,15.0
Өвөрхангай,2019-01,27.0
Өвөрхангай,2018-12,17.0
Өвөрхангай,2018-11,23.0
Өвөрхангай,2018-10,19.0
Өвөрхангай,2018-09,5.0
Өвөрхангай,2018-08,9.0
Өвөрхангай,2018-07,10.0
Өвөрхангай,2018-06,21.0
Өвөрхангай,2018-05,17.0
Өвөрхангай,2018-04,5.0
Өвөрхангай,2018-03,0.0
Өвөрхангай,2018-02,25.0
Өвөрхангай,2018-01,31.0
Өвөрхангай,2017-12,20.0
Өвөрхангай,2017-11,15.0
Өвөрхангай,2017-10,13.0
Өвөрхангай,2017-09,0.0
Өвөрхангай,2017-08,9.0
Өвөрхангай,2017-07,19.0
Өвөрхангай,2017-06,25.0
Өвөрхангай,2017-05,17.0
Өвөрхангай,2017-04,17.0
Өвөрхангай,2017-03,11.0
Өвөрхангай,2017-02,28.0
Өвөрхангай,2017-01,21.0
Өвөрхангай,2016-12,45.0
Өвөрхангай,2016-11,40.0
Өвөрхангай,2016-10,30.0
Өвөрхангай,2016-09,15.0
Өвөрхангай,2016-08,19.0
Өвөрхангай,2016-07,18.0
Өвөрхангай,2016-06,17.0
Өвөрхангай,2016-05,9.0
Өвөрхангай,2016-04,12.0
Өвөрхангай,2016-03,33.0
Өвөрхангай,2016-02,8.0
Өвөрхангай,2016-01,4.0
Хөвсгөл,2025-12,15.0
Хөвсгөл,2025-11,14.0
Хөвсгөл,2025-10,22.0
Хөвсгөл,2025-09,36.0
Хөвсгөл,2025-08,20.0
Хөвсгөл,2025-07,14.0
Хөвсгөл,2025-06,21.0
Хөвсгөл,2025-05,36.0
Хөвсгөл,2025-04,6.0
Хөвсгөл,2025-03,28.0
Хөвсгөл,2025-02,14.0
Хөвсгөл,2025-01,0.0
Хөвсгөл,2024-12,48.0
Хөвсгөл,2024-11,7.0
Хөвсгөл,2024-10,19.0
Хөвсгөл,2024-09,13.0
Хөвсгөл,2024-08,7.0
Хөвсгөл,2024-07,26.0
Хөвсгөл,2024-06,12.0
Хөвсгөл,2024-05,19.0
Хөвсгөл,2024-04,41.0
Хөвсгөл,2024-03,15.0
Хөвсгөл,2024-02,0.0
Хөвсгөл,2024-01,12.0
Хөвсгөл,2023-12,0.0
Хөвсгөл,2023-11,20.0
Хөвсгөл,2023-10,6.0
Хөвсгөл,2023-09,43.0
Хөвсгөл,2023-08,6.0
Хөвсгөл,2023-07,0.0
Хөвсгөл,2023-06,16.0
Хөвсгөл,2023-05,5.0
Хөвсгөл,2023-04,11.0
Хөвсгөл,2023-03,0.0
Хөвсгөл,2023-02,11.0
Хөвсгөл,2023-01,15.0
Хөвсгөл,2022-12,15.0
Хөвсгөл,2022-11,11.0
Хөвсгөл,2022-10,13.0
Хөвсгөл,2022-09,15.0
Хөвсгөл,2022-08,22.0
Хөвсгөл,2022-07,19.0
Хөвсгөл,2022-06,27.0
Хөвсгөл,2022-05,11.0
Хөвсгөл,2022-04,18.0
Хөвсгөл,2022-03,6.0
Хөвсгөл,2022-02,22.0
Хөвсгөл,2022-01,11.0
Хөвсгөл,2021-12,21.0
Хөвсгөл,2021-11,9.0
Хөвсгөл,2021-10,14.0
Хөвсгөл,2021-09,0.0
Хөвсгөл,2021-08,14.0
Хөвсгөл,2021-07,16.0
Хөвсгөл,2021-06,5.0
Хөвсгөл,2021-05,18.0
Хөвсгөл,2021-04,4.0
Хөвсгөл,2021-03,13.0
Хөвсгөл,2021-02,36.0
Хөвсгөл,2021-01,15.0
Хөвсгөл,2020-12,10.0
Хөвсгөл,2020-11,18.0
Хөвсгөл,2020-10,22.0
Хөвсгөл,2020-09,5.0
Хөвсгөл,2020-08,8.0
Хөвсгөл,2020-07,21.0
Хөвсгөл,2020-06,8.0
Хөвсгөл,2020-05,8.0
Хөвсгөл,2020-04,16.0
Хөвсгөл,2020-03,23.0
Хөвсгөл,2020-02,14.0
Хөвсгөл,2020-01,10.0
Хөвсгөл,2019-12,12.0
Хөвсгөл,2019-11,7.0
Хөвсгөл,2019-10,28.0
Хөвсгөл,2019-09,42.0
Хөвсгөл,2019-08,14.0
Хөвсгөл,2019-07,24.0
Хөвсгөл,2019-06,18.0
Хөвсгөл,2019-05,4.0
Хөвсгөл,2019-04,16.0
Хөвсгөл,2019-03,14.0
Хөвсгөл,2019-02,18.0
Хөвсгөл,2019-01,21.0
Хөвсгөл,2018-12,9.0
Хөвсгөл,2018-11,15.0
Хөвсгөл,2018-10,17.0
Хөвсгөл,2018-09,29.0
Хөвсгөл,2018-08,23.0
Хөвсгөл,2018-07,12.0
Хөвсгөл,2018-06,9.0
Хөвсгөл,2018-05,32.0
Хөвсгөл,2018-04,19.0
Хөвсгөл,2018-03,15.0
Хөвсгөл,2018-02,26.0
Хөвсгөл,2018-01,9.0
Хөвсгөл,2017-12,11.0
Хөвсгөл,2017-11,9.0
Хөвсгөл,2017-10,53.0
Хөвсгөл,2017-09,9.0
Хөвсгөл,2017-08,18.0
Хөвсгөл,2017-07,23.0
Хөвсгөл,2017-06,24.0
Хөвсгөл,2017-05,41.0
Хөвсгөл,2017-04,21.0
Хөвсгөл,2017-03,17.0
Хөвсгөл,2017-02,23.0
Хөвсгөл,2017-01,24.0
Хөвсгөл,2016-12,34.0
Хөвсгөл,2016-11,39.0
Хөвсгөл,2016-10,38.0
Хөвсгөл,2016-09,27.0
Хөвсгөл,2016-08,15.0
Хөвсгөл,2016-07,37.0
Хөвсгөл,2016-06,13.0
Хөвсгөл,2016-05,14.0
Хөвсгөл,2016-04,21.0
Хөвсгөл,2016-03,38.0
Хөвсгөл,2016-02,38.0
Хөвсгөл,2016-01,30.0
Төвийн бүс,2025-12,16.0
Төвийн бүс,2025-11,18.0
Төвийн бүс,2025-10,7.0
Төвийн бүс,2025-09,19.0
Төвийн бүс,2025-08,14.0
Төвийн бүс,2025-07,7.0
Төвийн бүс,2025-06,10.0
Төвийн бүс,2025-05,8.0
Төвийн бүс,2025-04,18.0
Төвийн бүс,2025-03,11.0
Төвийн бүс,2025-02,10.0
Төвийн бүс,2025-01,9.0
Төвийн бүс,2024-12,11.0
Төвийн бүс,2024-11,14.0
Төвийн бүс,2024-10,6.0
Төвийн бүс,2024-09,11.0
Төвийн бүс,2024-08,10.0
Төвийн бүс,2024-07,7.0
Төвийн бүс,2024-06,15.0
Төвийн бүс,2024-05,9.0
Төвийн бүс,2024-04,16.0
Төвийн бүс,2024-03,9.0
Төвийн бүс,2024-02,7.0
Төвийн бүс,2024-01,11.0
Төвийн бүс,2023-12,7.0
Төвийн бүс,2023-11,7.0
Төвийн бүс,2023-10,8.0
Төвийн бүс,2023-09,8.0
Төвийн бүс,2023-08,13.0
Төвийн бүс,2023-07,2.0
Төвийн бүс,2023-06,11.0
Төвийн бүс,2023-05,13.0
Төвийн бүс,2023-04,14.0
Төвийн бүс,2023-03,14.0
Төвийн бүс,2023-02,13.0
Төвийн бүс,2023-01,14.0
Төвийн бүс,2022-12,7.0
Төвийн бүс,2022-11,15.0
Төвийн бүс,2022-10,20.0
Төвийн бүс,2022-09,15.0
Төвийн бүс,2022-08,14.0
Төвийн бүс,2022-07,10.0
Төвийн бүс,2022-06,7.0
Төвийн бүс,2022-05,3.0
Төвийн бүс,2022-04,13.0
Төвийн бүс,2022-03,14.0
Төвийн бүс,2022-02,17.0
Төвийн бүс,2022-01,18.0
Төвийн бүс,2021-12,12.0
Төвийн бүс,2021-11,7.0
Төвийн бүс,2021-10,6.0
Төвийн бүс,2021-09,10.0
Төвийн бүс,2021-08,14.0
Төвийн бүс,2021-07,12.0
Төвийн бүс,2021-06,8.0
Төвийн бүс,2021-05,13.0
Төвийн бүс,2021-04,15.0
