Дэд салбар,Сар,value
"        Тавилгаас бусад мод болон модон бүтээгдэхүүн үйлдвэрлэл; сүрэл, дэрсэн эдлэл үйлдвэрлэл",2017-10,1455.7
"        Тавилгаас бусад мод болон модон бүтээгдэхүүн үйлдвэрлэл; сүрэл, дэрсэн эдлэл үйлдвэрлэл",2017-09,1719.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2026-03,6454.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2026-02,6360.7
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2026-01,6909.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-12,8733.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-11,7210.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-10,7982.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-09,8464.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-08,6899.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-07,6960.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-06,8953.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-05,7892.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-04,8186.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-03,6404.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-02,8087.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2025-01,7721.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-12,7354.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-11,7051.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-10,7347.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-09,7191.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-08,8482.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-07,8020.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-06,8484.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-05,9013.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-04,8106.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-03,8002.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-02,7248.7
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2024-01,7274.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-12,7543.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-11,7400.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-10,7062.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-09,7137.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-08,7894.7
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-07,6354.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-06,7419.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-05,7219.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-04,6251.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-03,8160.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-02,5887.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2023-01,7449.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-12,7594.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-11,7292.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-10,8646.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-09,7588.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-08,7612.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-07,9691.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-06,8381.7
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-05,6212.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-04,7125.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-03,5212.0
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-02,4764.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2022-01,7822.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-12,6024.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-11,5227.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-10,4071.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-09,4116.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-08,3789.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-07,3804.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-06,4202.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-05,4727.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-04,2846.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-03,4087.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-02,3857.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2021-01,4728.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-12,3977.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-11,4005.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-10,4317.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-09,3922.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-08,4433.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-07,4342.6
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-06,4848.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-05,4331.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-04,3411.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-03,4086.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-02,4112.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2020-01,4175.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-12,3861.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-11,3203.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-10,3163.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-09,2523.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-08,3083.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-07,2627.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-06,2442.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-05,2693.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-04,2777.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-03,2610.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-02,2460.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2019-01,2800.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-12,2400.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-11,2466.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-10,1838.3
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-09,1582.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-08,1682.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-07,1604.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-06,1432.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-05,1434.5
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-04,1217.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-03,1385.1
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-02,1663.9
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2018-01,1611.2
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2017-12,1357.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2017-11,2785.8
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2017-10,2168.4
        Цаас болон цаасан бүтээгдэхүүн үйлдвэрлэл,2017-09,1821.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2026-03,4779.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2026-02,3660.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2026-01,3813.9
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-12,7155.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-11,4445.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-10,3692.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-09,5704.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-08,5143.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-07,4899.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-06,5666.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-05,5431.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-04,4452.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-03,3389.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-02,3778.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2025-01,4409.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-12,6214.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-11,4777.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-10,5262.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-09,5557.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-08,4984.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-07,5506.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-06,8775.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-05,8084.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-04,3928.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-03,3755.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-02,3005.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2024-01,4860.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-12,5906.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-11,4667.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-10,3765.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-09,6632.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-08,5086.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-07,4360.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-06,5056.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-05,5258.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-04,4096.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-03,4140.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-02,3530.9
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2023-01,4961.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-12,7088.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-11,6111.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-10,4874.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-09,5621.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-08,5555.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-07,3576.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-06,7845.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-05,4951.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-04,3920.9
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-03,4691.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-02,2918.9
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2022-01,3317.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-12,4217.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-11,3659.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-10,3588.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-09,4503.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-08,4258.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-07,3400.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-06,4019.9
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-05,3900.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-04,1586.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-03,3266.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-02,2208.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2021-01,3287.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-12,2636.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-11,2608.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-10,4681.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-09,4995.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-08,4419.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-07,4220.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-06,7600.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-05,4708.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-04,3005.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-03,2568.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-02,3050.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2020-01,4871.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-12,4299.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-11,3834.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-10,5212.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-09,3351.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-08,4566.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-07,5737.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-06,4319.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-05,5652.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-04,3456.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-03,2238.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-02,1868.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2019-01,2897.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-12,3205.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-11,2683.5
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-10,3743.2
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-09,2574.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-08,8831.3
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-07,3071.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-06,3077.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-05,3008.7
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-04,2106.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-03,3142.4
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-02,1847.6
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2018-01,2485.1
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2017-12,3975.0
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2017-11,1074.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2017-10,947.8
"        Хэвлэх, дуу бичлэгийг хувилах, дахин үйлдвэрлэх үйл ажиллагаа",2017-09,1149.4
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2026-03,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2026-02,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2026-01,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-12,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-11,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-10,7258.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-09,15820.6
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-08,13144.6
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-07,1616.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-06,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-05,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-04,3121.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-03,16161.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-02,26129.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2025-01,36034.6
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-12,33443.4
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-11,34228.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-10,35363.2
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-09,27109.2
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-08,11841.4
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-07,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-06,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-05,15763.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-04,22051.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-03,30326.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-02,25129.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2024-01,30175.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-12,30009.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-11,32695.9
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-10,27547.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-09,26340.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-08,21794.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-07,2205.9
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-06,15098.3
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-05,17127.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-04,13715.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-03,19657.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-02,19312.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2023-01,29367.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-12,24220.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-11,22988.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-10,18973.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-09,17083.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-08,10135.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-07,6986.9
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-06,6529.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-05,7252.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-04,7024.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-03,20376.9
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-02,26041.8
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2022-01,38879.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-12,23460.2
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-11,20709.3
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-10,14109.7
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-09,10229.1
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-08,6168.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-07,0.0
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-06,904.5
        Кокс болон газрын түүхий тосны боловсруулсан бүтээгдэхүүн үйлдвэрлэл,2021-05,845.9
