Дэд салбар,Сар,value
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-12,2745.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-11,2269.7
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-10,2227.6
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-09,1627.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-08,2262.8
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-07,1264.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-06,1811.9
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-05,2646.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-04,1815.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-03,2032.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-02,3425.8
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2021-01,3104.4
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-12,5374.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-11,4517.9
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-10,2078.8
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-09,1558.6
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-08,3772.4
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-07,1644.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-06,1623.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-05,1678.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-04,1984.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-03,2182.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-02,2493.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2020-01,2583.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-12,2516.9
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-11,2308.7
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-10,2595.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-09,2481.6
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-08,2080.8
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-07,722.2
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-06,1236.2
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-05,1335.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-04,1675.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-03,2692.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-02,1296.2
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2019-01,1333.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-12,1187.4
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-11,1300.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-10,1312.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-09,1017.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-08,1267.1
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-07,889.7
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-06,1477.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-05,1472.8
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-04,1466.7
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-03,1290.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-02,1153.5
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2018-01,1423.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2017-12,1258.0
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2017-11,562.2
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2017-10,488.3
"            Жимс болон төмс, хүнсний ногоо боловсруулалт, хадгалалт",2017-09,511.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2026-03,69143.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2026-02,44683.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2026-01,53281.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-12,45664.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-11,51955.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-10,46711.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-09,44573.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-08,49828.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-07,38126.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-06,38282.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-05,35319.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-04,45060.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-03,36233.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-02,48896.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2025-01,39163.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-12,43597.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-11,45579.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-10,43178.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-09,47670.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-08,45741.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-07,40130.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-06,45372.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-05,47781.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-04,43763.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-03,38517.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-02,35567.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2024-01,39996.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-12,40156.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-11,37949.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-10,37385.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-09,41545.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-08,39306.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-07,35483.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-06,37301.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-05,41795.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-04,37521.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-03,32574.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-02,32607.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2023-01,28459.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-12,35347.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-11,28975.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-10,31223.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-09,29886.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-08,32979.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-07,28338.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-06,34788.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-05,31957.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-04,30459.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-03,26701.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-02,16806.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2022-01,24869.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-12,31818.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-11,28511.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-10,27100.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-09,22866.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-08,21944.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-07,25315.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-06,30934.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-05,31871.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-04,30896.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-03,23143.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-02,22402.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2021-01,22879.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-12,22204.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-11,21149.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-10,19412.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-09,18868.5
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-08,16496.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-07,16147.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-06,16210.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-05,19808.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-04,18685.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-03,17140.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-02,16855.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2020-01,17863.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-12,20335.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-11,18685.7
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-10,19139.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-09,17437.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-08,16396.8
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-07,14518.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-06,16094.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-05,18288.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-04,20388.2
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-03,17945.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-02,14499.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2019-01,17692.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-12,16289.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-11,15724.1
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-10,15768.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-09,10928.9
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-08,13842.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-07,12081.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-06,16142.0
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-05,17919.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-04,16492.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-03,13502.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-02,11596.4
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2018-01,12454.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2017-12,8011.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2017-11,10046.6
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2017-10,10333.3
            Сүүн бүтээгдэхүүн үйлдвэрлэл,2017-09,10493.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2026-03,27328.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2026-02,19559.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2026-01,36945.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-12,39186.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-11,32237.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-10,43199.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-09,36416.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-08,34090.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-07,18670.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-06,36101.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-05,33866.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-04,22714.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-03,22404.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-02,24413.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2025-01,38523.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-12,27356.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-11,37001.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-10,20949.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-09,23858.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-08,23683.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-07,15573.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-06,22495.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-05,21458.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-04,19170.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-03,32053.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-02,23635.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2024-01,47257.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-12,49264.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-11,40148.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-10,40468.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-09,31413.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-08,32474.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-07,21487.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-06,32490.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-05,30851.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-04,27356.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-03,31680.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-02,17732.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2023-01,40479.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-12,37601.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-11,35316.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-10,28525.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-09,23068.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-08,27513.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-07,13941.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-06,26187.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-05,21901.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-04,15245.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-03,20932.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-02,11958.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2022-01,18283.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-12,27817.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-11,25219.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-10,24380.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-09,16861.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-08,12159.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-07,13099.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-06,16686.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-05,25890.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-04,29094.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-03,19721.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-02,18307.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2021-01,37973.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-12,32127.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-11,33678.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-10,23640.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-09,13231.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-08,17211.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-07,14907.6
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-06,16762.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-05,19598.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-04,20496.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-03,16547.4
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-02,16607.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2020-01,21492.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-12,24896.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-11,21651.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-10,21561.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-09,13523.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-08,14578.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-07,12583.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-06,16313.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-05,15607.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-04,16121.2
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-03,15027.0
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-02,10511.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2019-01,24468.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-12,24869.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-11,23628.9
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-10,18535.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-09,16650.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-08,18785.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-07,13146.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-06,16708.7
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-05,19555.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-04,14723.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-03,16472.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-02,12118.8
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2018-01,21645.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2017-12,26086.3
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2017-11,19118.1
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2017-10,13624.5
"            Yр тарианы гурлын болон цардуул, цардууллаг бүтээгдэхүүн үйлдвэрлэл",2017-09,16991.8
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2026-03,58963.7
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2026-02,53952.6
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2026-01,68184.1
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-12,84097.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-11,61449.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-10,65468.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-09,64429.2
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-08,63320.6
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-07,52481.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-06,60258.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-05,62510.3
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-04,55953.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-03,41124.0
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-02,61812.3
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2025-01,53993.0
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-12,60474.9
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-11,50654.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-10,54103.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-09,52077.7
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-08,53068.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-07,44397.2
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-06,47871.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-05,54584.3
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-04,46310.8
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-03,46689.0
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-02,37813.9
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2024-01,50391.8
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-12,56003.4
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-11,48764.7
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-10,49823.8
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-09,47036.6
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-08,49265.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-07,45338.5
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-06,47840.3
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-05,50245.8
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-04,41050.9
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-03,36705.2
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-02,36080.0
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2023-01,39778.1
            Хүнсний бусад бүтээгдэхүүн үйлдвэрлэл,2022-12,47976.4
