year,region_code,region_en,region_mn,animal_code,animal_en,animal_mn,losses_thousand,starting_herd_thousand,loss_rate_percent,loss_status,herd_status
1971,264,Bayankhongor,Баянхонгор,1,Horse,Адуу,11,143.8,7.649513,,
1971,264,Bayankhongor,Баянхонгор,2,Cattle,Үхэр,5.7,119.8,4.75793,,
1971,264,Bayankhongor,Баянхонгор,3,Camel,Тэмээ,4.6,57.6,7.986111,,
1971,264,Bayankhongor,Баянхонгор,4,Sheep,Хонь,48.7,807.6,6.030213,,
1971,264,Bayankhongor,Баянхонгор,5,Goat,Ямаа,20.2,464.6,4.347826,,
1971,265,Arkhangai,Архангай,0,Total,Бүгд,87.1,1479.3,5.88792,,
1971,265,Arkhangai,Архангай,1,Horse,Адуу,15.3,205.3,7.452509,,
1971,265,Arkhangai,Архангай,2,Cattle,Үхэр,13.3,233.9,5.686191,,
1971,265,Arkhangai,Архангай,3,Camel,Тэмээ,0.2,3.1,6.451613,,
1971,265,Arkhangai,Архангай,4,Sheep,Хонь,49.8,871.4,5.714941,,
1971,265,Arkhangai,Архангай,5,Goat,Ямаа,8.4,165.6,5.072464,,
1971,267,Khuvsgul,Хөвсгөл,0,Total,Бүгд,75.8,1599.6,4.738685,,
1971,267,Khuvsgul,Хөвсгөл,1,Horse,Адуу,6.7,147,4.557823,,
1971,267,Khuvsgul,Хөвсгөл,2,Cattle,Үхэр,7.4,220.9,3.349932,,
1971,267,Khuvsgul,Хөвсгөл,3,Camel,Тэмээ,0.5,8.5,5.882353,,
1971,267,Khuvsgul,Хөвсгөл,4,Sheep,Хонь,50.4,990.9,5.086285,,
1971,267,Khuvsgul,Хөвсгөл,5,Goat,Ямаа,10.8,232.4,4.64716,,
1971,341,Tuv,Төв,0,Total,Бүгд,89.4,1323.2,6.756348,,
1971,341,Tuv,Төв,1,Horse,Адуу,11.3,180.8,6.25,,
1971,341,Tuv,Төв,2,Cattle,Үхэр,11.1,165.1,6.723198,,
1971,341,Tuv,Төв,3,Camel,Тэмээ,0.9,11,8.181818,,
1971,341,Tuv,Төв,4,Sheep,Хонь,54.5,810,6.728395,,
1971,341,Tuv,Төв,5,Goat,Ямаа,11.6,156.3,7.421625,,
1971,342,Govisumber,Говьсүмбэр,0,Total,Бүгд,,,,..,..
1971,342,Govisumber,Говьсүмбэр,1,Horse,Адуу,,,,..,..
1971,342,Govisumber,Говьсүмбэр,2,Cattle,Үхэр,,,,..,..
1971,342,Govisumber,Говьсүмбэр,3,Camel,Тэмээ,,,,..,..
1971,342,Govisumber,Говьсүмбэр,4,Sheep,Хонь,,,,..,..
1971,342,Govisumber,Говьсүмбэр,5,Goat,Ямаа,,,,..,..
1971,343,Selenge,Сэлэнгэ,0,Total,Бүгд,28.3,349,8.108883,,
1971,343,Selenge,Сэлэнгэ,1,Horse,Адуу,1.5,17.9,8.379888,,
1971,343,Selenge,Сэлэнгэ,2,Cattle,Үхэр,3.8,60,6.333333,,
1971,343,Selenge,Сэлэнгэ,3,Camel,Тэмээ,,0.2,,..,
1971,343,Selenge,Сэлэнгэ,4,Sheep,Хонь,21.5,251.3,8.555511,,
1971,343,Selenge,Сэлэнгэ,5,Goat,Ямаа,1.6,19.7,8.121827,,
1971,344,Dornogovi,Дорноговь,0,Total,Бүгд,38.7,767.5,5.042345,,
1971,344,Dornogovi,Дорноговь,1,Horse,Адуу,5.7,94.7,6.019007,,
1971,344,Dornogovi,Дорноговь,2,Cattle,Үхэр,1,41.1,2.43309,,
1971,344,Dornogovi,Дорноговь,3,Camel,Тэмээ,4.6,75.5,6.092715,,
1971,344,Dornogovi,Дорноговь,4,Sheep,Хонь,20.3,409.4,4.958476,,
1971,344,Dornogovi,Дорноговь,5,Goat,Ямаа,7.2,146.8,4.904632,,
1971,345,Darkhan-Uul,Дархан-Уул,0,Total,Бүгд,0.1,4.3,2.325581,,
1971,345,Darkhan-Uul,Дархан-Уул,1,Horse,Адуу,0,0.8,0.0,,
1971,345,Darkhan-Uul,Дархан-Уул,2,Cattle,Үхэр,0,2.2,0.0,,
1971,345,Darkhan-Uul,Дархан-Уул,3,Camel,Тэмээ,,,,..,..
1971,345,Darkhan-Uul,Дархан-Уул,4,Sheep,Хонь,0,0.3,0.0,,
1971,345,Darkhan-Uul,Дархан-Уул,5,Goat,Ямаа,0,0.9,0.0,,
1971,346,Umnugovi,Өмнөговь,0,Total,Бүгд,67.7,917.5,7.378747,,
1971,346,Umnugovi,Өмнөговь,1,Horse,Адуу,11,97,11.340206,,
1971,346,Umnugovi,Өмнөговь,2,Cattle,Үхэр,1.2,16.5,7.272727,,
1971,346,Umnugovi,Өмнөговь,3,Camel,Тэмээ,13.3,152.7,8.709889,,
1971,346,Umnugovi,Өмнөговь,4,Sheep,Хонь,21.2,296.8,7.142857,,
1971,346,Umnugovi,Өмнөговь,5,Goat,Ямаа,20.9,354.5,5.895628,,
1971,348,Dundgovi,Дундговь,0,Total,Бүгд,180.9,1339.3,13.507056,,
1971,348,Dundgovi,Дундговь,1,Horse,Адуу,22.2,180.3,12.312812,,
1971,348,Dundgovi,Дундговь,2,Cattle,Үхэр,14.9,64.3,23.172628,,
1971,348,Dundgovi,Дундговь,3,Camel,Тэмээ,8.2,64.7,12.673879,,
1971,348,Dundgovi,Дундговь,4,Sheep,Хонь,94.9,709,13.385049,,
1971,348,Dundgovi,Дундговь,5,Goat,Ямаа,40.6,320.9,12.651916,,
1971,421,Dornod,Дорнод,0,Total,Бүгд,45.5,992.1,4.586231,,
1971,421,Dornod,Дорнод,1,Horse,Адуу,5,98.3,5.08647,,
1971,421,Dornod,Дорнод,2,Cattle,Үхэр,3.5,96.8,3.615702,,
1971,421,Dornod,Дорнод,3,Camel,Тэмээ,1.2,15.6,7.692308,,
1971,421,Dornod,Дорнод,4,Sheep,Хонь,32.8,726.6,4.514176,,
1971,421,Dornod,Дорнод,5,Goat,Ямаа,3.1,54.8,5.656934,,
1971,422,Sukhbaatar,Сүхбаатар,0,Total,Бүгд,105,1001.4,10.485321,,
1971,422,Sukhbaatar,Сүхбаатар,1,Horse,Адуу,12.1,129.1,9.372579,,
1971,422,Sukhbaatar,Сүхбаатар,2,Cattle,Үхэр,9,98.1,9.174312,,
1971,422,Sukhbaatar,Сүхбаатар,3,Camel,Тэмээ,2.1,17.8,11.797753,,
1971,422,Sukhbaatar,Сүхбаатар,4,Sheep,Хонь,69.4,636.8,10.898241,,
1971,422,Sukhbaatar,Сүхбаатар,5,Goat,Ямаа,12.4,119.6,10.367893,,
1971,423,Khentii,Хэнтий,0,Total,Бүгд,73.4,1316.2,5.57666,,
1971,423,Khentii,Хэнтий,1,Horse,Адуу,11.1,171.5,6.472303,,
1971,423,Khentii,Хэнтий,2,Cattle,Үхэр,6.7,177.6,3.772523,,
1971,423,Khentii,Хэнтий,3,Camel,Тэмээ,1.4,14.5,9.655172,,
1971,423,Khentii,Хэнтий,4,Sheep,Хонь,47.5,837.9,5.668934,,
1971,423,Khentii,Хэнтий,5,Goat,Ямаа,6.7,114.7,5.841325,,
1971,511,Ulaanbaatar,Улаанбаатар,0,Total,Бүгд,1.8,32,5.625,,
1971,511,Ulaanbaatar,Улаанбаатар,1,Horse,Адуу,0.9,7.4,12.162162,,
1971,511,Ulaanbaatar,Улаанбаатар,2,Cattle,Үхэр,0.7,13.8,5.072464,,
1971,511,Ulaanbaatar,Улаанбаатар,3,Camel,Тэмээ,,,,..,..
1971,511,Ulaanbaatar,Улаанбаатар,4,Sheep,Хонь,0.1,4.2,2.380952,,
1971,511,Ulaanbaatar,Улаанбаатар,5,Goat,Ямаа,0.1,6.5,1.538462,,
1972,0,Total,Улсын дүн,0,Total,Бүгд,1150.2,22692.6,5.068613,,
1972,0,Total,Улсын дүн,1,Horse,Адуу,134.6,2269.5,5.930822,,
1972,0,Total,Улсын дүн,2,Cattle,Үхэр,89.9,2176.1,4.131244,,
1972,0,Total,Улсын дүн,3,Camel,Тэмээ,37.9,632,5.996835,,
1972,0,Total,Улсын дүн,4,Sheep,Хонь,718.2,13420.2,5.351634,,
1972,0,Total,Улсын дүн,5,Goat,Ямаа,169.6,4194.8,4.043101,,
1972,181,Zavkhan,Завхан,0,Total,Бүгд,63.1,1781.6,3.54176,,
1972,181,Zavkhan,Завхан,1,Horse,Адуу,4.7,149.4,3.145917,,
1972,181,Zavkhan,Завхан,2,Cattle,Үхэр,4.2,150.9,2.7833,,
1972,181,Zavkhan,Завхан,3,Camel,Тэмээ,1,22.7,4.405286,,
1972,181,Zavkhan,Завхан,4,Sheep,Хонь,44.4,1167.3,3.803649,,
1972,181,Zavkhan,Завхан,5,Goat,Ямаа,8.8,291.3,3.020941,,
1972,182,Govi-Altai,Говь-Алтай,0,Total,Бүгд,47.7,1414.9,3.371263,,
1972,182,Govi-Altai,Говь-Алтай,1,Horse,Адуу,2.9,88,3.295455,,
1972,182,Govi-Altai,Говь-Алтай,2,Cattle,Үхэр,2.1,74.3,2.82638,,
1972,182,Govi-Altai,Говь-Алтай,3,Camel,Тэмээ,1.7,52.7,3.225806,,
1972,182,Govi-Altai,Говь-Алтай,4,Sheep,Хонь,25.1,763.8,3.286201,,
1972,182,Govi-Altai,Говь-Алтай,5,Goat,Ямаа,15.9,436.2,3.645117,,
1972,183,Bayan-Ulgii,Баян-Өлгий,0,Total,Бүгд,53.8,1106.4,4.862617,,
1972,183,Bayan-Ulgii,Баян-Өлгий,1,Horse,Адуу,2.1,69.3,3.030303,,
1972,183,Bayan-Ulgii,Баян-Өлгий,2,Cattle,Үхэр,5,85.1,5.875441,,
1972,183,Bayan-Ulgii,Баян-Өлгий,3,Camel,Тэмээ,0.5,14.5,3.448276,,
1972,183,Bayan-Ulgii,Баян-Өлгий,4,Sheep,Хонь,33.5,646.6,5.180946,,
1972,183,Bayan-Ulgii,Баян-Өлгий,5,Goat,Ямаа,12.7,290.8,4.367263,,
1972,184,Khovd,Ховд,0,Total,Бүгд,72.3,1556.1,4.646231,,
1972,184,Khovd,Ховд,1,Horse,Адуу,4.2,101.3,4.146101,,
1972,184,Khovd,Ховд,2,Cattle,Үхэр,2.9,102.8,2.821012,,
1972,184,Khovd,Ховд,3,Camel,Тэмээ,1.6,41.5,3.855422,,
1972,184,Khovd,Ховд,4,Sheep,Хонь,47.7,872.8,5.46517,,
1972,184,Khovd,Ховд,5,Goat,Ямаа,15.9,437.8,3.631795,,
1972,185,Uvs,Увс,0,Total,Бүгд,104.7,1711.7,6.116726,,
1972,185,Uvs,Увс,1,Horse,Адуу,8.8,127.9,6.880375,,
1972,185,Uvs,Увс,2,Cattle,Үхэр,9.1,131.1,6.941266,,
1972,185,Uvs,Увс,3,Camel,Тэмээ,2.9,41.7,6.954436,,
1972,185,Uvs,Увс,4,Sheep,Хонь,66.5,1131.7,5.876116,,
1972,185,Uvs,Увс,5,Goat,Ямаа,17.4,279.4,6.227631,,
1972,261,Orkhon,Орхон,0,Total,Бүгд,,,,..,..
1972,261,Orkhon,Орхон,1,Horse,Адуу,,,,..,..
1972,261,Orkhon,Орхон,2,Cattle,Үхэр,,,,..,..
1972,261,Orkhon,Орхон,3,Camel,Тэмээ,,,,..,..
1972,261,Orkhon,Орхон,4,Sheep,Хонь,,,,..,..
1972,261,Orkhon,Орхон,5,Goat,Ямаа,,,,..,..
1972,262,Uvurkhangai,Өвөрхангай,0,Total,Бүгд,93.7,1652.1,5.67157,,
1972,262,Uvurkhangai,Өвөрхангай,1,Horse,Адуу,10.1,196.5,5.139949,,
1972,262,Uvurkhangai,Өвөрхангай,2,Cattle,Үхэр,7.1,167.5,4.238806,,
1972,262,Uvurkhangai,Өвөрхангай,3,Camel,Тэмээ,1.5,36.7,4.087193,,
1972,262,Uvurkhangai,Өвөрхангай,4,Sheep,Хонь,63.7,971.3,6.558221,,
1972,262,Uvurkhangai,Өвөрхангай,5,Goat,Ямаа,11.3,280.2,4.032834,,
1972,263,Bulgan,Булган,0,Total,Бүгд,52.3,947,5.522703,,
1972,263,Bulgan,Булган,1,Horse,Адуу,10.3,105.9,9.726157,,
1972,263,Bulgan,Булган,2,Cattle,Үхэр,5,131.6,3.799392,,
1972,263,Bulgan,Булган,3,Camel,Тэмээ,0.3,4.2,7.142857,,
1972,263,Bulgan,Булган,4,Sheep,Хонь,32.6,612.1,5.325927,,
1972,263,Bulgan,Булган,5,Goat,Ямаа,4.1,93.2,4.399142,,
1972,264,Bayankhongor,Баянхонгор,0,Total,Бүгд,71.3,1593.4,4.474708,,
1972,264,Bayankhongor,Баянхонгор,1,Horse,Адуу,5.9,134.6,4.383358,,
1972,264,Bayankhongor,Баянхонгор,2,Cattle,Үхэр,5.3,123.8,4.281099,,
1972,264,Bayankhongor,Баянхонгор,3,Camel,Тэмээ,1.8,54.9,3.278689,,
1972,264,Bayankhongor,Баянхонгор,4,Sheep,Хонь,43.7,816.5,5.352113,,
1972,264,Bayankhongor,Баянхонгор,5,Goat,Ямаа,14.6,463.6,3.149267,,
1972,265,Arkhangai,Архангай,0,Total,Бүгд,99.6,1511,6.591661,,
1972,265,Arkhangai,Архангай,1,Horse,Адуу,13.8,199.6,6.913828,,
1972,265,Arkhangai,Архангай,2,Cattle,Үхэр,10,235,4.255319,,
1972,265,Arkhangai,Архангай,3,Camel,Тэмээ,0.3,3,10.0,,
1972,265,Arkhangai,Архангай,4,Sheep,Хонь,66.1,904.2,7.31033,,
1972,265,Arkhangai,Архангай,5,Goat,Ямаа,9.4,169.2,5.555556,,
1972,267,Khuvsgul,Хөвсгөл,0,Total,Бүгд,86,1607.8,5.348924,,
1972,267,Khuvsgul,Хөвсгөл,1,Horse,Адуу,6.1,149.8,4.072096,,
1972,267,Khuvsgul,Хөвсгөл,2,Cattle,Үхэр,6.6,228.9,2.883355,,
1972,267,Khuvsgul,Хөвсгөл,3,Camel,Тэмээ,0.5,8.4,5.952381,,
1972,267,Khuvsgul,Хөвсгөл,4,Sheep,Хонь,61.9,989.6,6.255053,,
1972,267,Khuvsgul,Хөвсгөл,5,Goat,Ямаа,10.9,231.2,4.714533,,
1972,341,Tuv,Төв,0,Total,Бүгд,57.9,1304.7,4.437802,,
1972,341,Tuv,Төв,1,Horse,Адуу,10.4,179,5.810056,,
1972,341,Tuv,Төв,2,Cattle,Үхэр,6.4,164.8,3.883495,,
1972,341,Tuv,Төв,3,Camel,Тэмээ,0.9,11,8.181818,,
1972,341,Tuv,Төв,4,Sheep,Хонь,34.2,800.6,4.271796,,
1972,341,Tuv,Төв,5,Goat,Ямаа,6,149.4,4.016064,,
1972,342,Govisumber,Говьсүмбэр,0,Total,Бүгд,,,,..,..
1972,342,Govisumber,Говьсүмбэр,1,Horse,Адуу,,,,..,..
1972,342,Govisumber,Говьсүмбэр,2,Cattle,Үхэр,,,,..,..
1972,342,Govisumber,Говьсүмбэр,3,Camel,Тэмээ,,,,..,..
1972,342,Govisumber,Говьсүмбэр,4,Sheep,Хонь,,,,..,..
1972,342,Govisumber,Говьсүмбэр,5,Goat,Ямаа,,,,..,..
1972,343,Selenge,Сэлэнгэ,0,Total,Бүгд,31.3,352.1,8.88952,,
1972,343,Selenge,Сэлэнгэ,1,Horse,Адуу,1.5,18.6,8.064516,,
1972,343,Selenge,Сэлэнгэ,2,Cattle,Үхэр,2.4,60.1,3.993344,,
1972,343,Selenge,Сэлэнгэ,3,Camel,Тэмээ,,0.2,,..,
1972,343,Selenge,Сэлэнгэ,4,Sheep,Хонь,25.8,252.8,10.205696,,
1972,343,Selenge,Сэлэнгэ,5,Goat,Ямаа,1.6,20.5,7.804878,,
1972,344,Dornogovi,Дорноговь,0,Total,Бүгд,35.3,804.5,4.387819,,
1972,344,Dornogovi,Дорноговь,1,Horse,Адуу,4.8,100.6,4.771372,,
1972,344,Dornogovi,Дорноговь,2,Cattle,Үхэр,0.9,46.1,1.952278,,
1972,344,Dornogovi,Дорноговь,3,Camel,Тэмээ,5,79.9,6.257822,,
1972,344,Dornogovi,Дорноговь,4,Sheep,Хонь,17.3,421.5,4.104389,,
1972,344,Dornogovi,Дорноговь,5,Goat,Ямаа,7.3,156.5,4.664537,,
1972,345,Darkhan-Uul,Дархан-Уул,0,Total,Бүгд,0.1,8.4,1.190476,,
1972,345,Darkhan-Uul,Дархан-Уул,1,Horse,Адуу,0,0.8,0.0,,
1972,345,Darkhan-Uul,Дархан-Уул,2,Cattle,Үхэр,0.1,4,2.5,,
1972,345,Darkhan-Uul,Дархан-Уул,3,Camel,Тэмээ,,,,..,..
1972,345,Darkhan-Uul,Дархан-Уул,4,Sheep,Хонь,0,2.5,0.0,,
1972,345,Darkhan-Uul,Дархан-Уул,5,Goat,Ямаа,0,1.1,0.0,,
1972,346,Umnugovi,Өмнөговь,0,Total,Бүгд,38.5,868.3,4.433951,,
1972,346,Umnugovi,Өмнөговь,1,Horse,Адуу,4.8,86.4,5.555556,,
1972,346,Umnugovi,Өмнөговь,2,Cattle,Үхэр,0.8,16.2,4.938272,,
1972,346,Umnugovi,Өмнөговь,3,Camel,Тэмээ,11.5,148.9,7.723304,,
1972,346,Umnugovi,Өмнөговь,4,Sheep,Хонь,9,276.3,3.257329,,
1972,346,Umnugovi,Өмнөговь,5,Goat,Ямаа,12.4,340.5,3.641703,,
1972,348,Dundgovi,Дундговь,0,Total,Бүгд,31.7,1186.6,2.671498,,
1972,348,Dundgovi,Дундговь,1,Horse,Адуу,5.4,159,3.396226,,
1972,348,Dundgovi,Дундговь,2,Cattle,Үхэр,1.4,55.8,2.508961,,
1972,348,Dundgovi,Дундговь,3,Camel,Тэмээ,2.8,64.4,4.347826,,
1972,348,Dundgovi,Дундговь,4,Sheep,Хонь,15.6,635.5,2.45476,,
1972,348,Dundgovi,Дундговь,5,Goat,Ямаа,6.5,271.8,2.391464,,
1972,421,Dornod,Дорнод,0,Total,Бүгд,72.1,1015.2,7.102049,,
1972,421,Dornod,Дорнод,1,Horse,Адуу,6.8,103,6.601942,,
1972,421,Dornod,Дорнод,2,Cattle,Үхэр,6.6,101.7,6.489676,,
1972,421,Dornod,Дорнод,3,Camel,Тэмээ,1.4,15.9,8.805031,,
1972,421,Dornod,Дорнод,4,Sheep,Хонь,52.7,737.2,7.148671,,
1972,421,Dornod,Дорнод,5,Goat,Ямаа,4.6,57.4,8.013937,,
1972,422,Sukhbaatar,Сүхбаатар,0,Total,Бүгд,50.5,901.4,5.602396,,
1972,422,Sukhbaatar,Сүхбаатар,1,Horse,Адуу,13.8,121.9,11.320755,,
1972,422,Sukhbaatar,Сүхбаатар,2,Cattle,Үхэр,5,95.9,5.213764,,
1972,422,Sukhbaatar,Сүхбаатар,3,Camel,Тэмээ,1.8,17.4,10.344828,,
1972,422,Sukhbaatar,Сүхбаатар,4,Sheep,Хонь,26.1,565.5,4.615385,,
1972,422,Sukhbaatar,Сүхбаатар,5,Goat,Ямаа,3.8,100.8,3.769841,,
1972,423,Khentii,Хэнтий,0,Total,Бүгд,87.1,1331,6.543952,,
1972,423,Khentii,Хэнтий,1,Horse,Адуу,17.7,170.5,10.381232,,
1972,423,Khentii,Хэнтий,2,Cattle,Үхэр,8.7,184.8,4.707792,,
1972,423,Khentii,Хэнтий,3,Camel,Тэмээ,2.4,14.2,16.901408,,
1972,423,Khentii,Хэнтий,4,Sheep,Хонь,52.1,845.2,6.164221,,
1972,423,Khentii,Хэнтий,5,Goat,Ямаа,6.2,116.4,5.32646,,
1972,511,Ulaanbaatar,Улаанбаатар,0,Total,Бүгд,1.2,38.6,3.108808,,
1972,511,Ulaanbaatar,Улаанбаатар,1,Horse,Адуу,0.5,7.9,6.329114,,
1972,511,Ulaanbaatar,Улаанбаатар,2,Cattle,Үхэр,0.3,15.6,1.923077,,
1972,511,Ulaanbaatar,Улаанбаатар,3,Camel,Тэмээ,,,,..,..
1972,511,Ulaanbaatar,Улаанбаатар,4,Sheep,Хонь,0.2,7.5,2.666667,,
1972,511,Ulaanbaatar,Улаанбаатар,5,Goat,Ямаа,0.2,7.6,2.631579,,
1973,0,Total,Улсын дүн,0,Total,Бүгд,1186.4,23108.1,5.13413,,
1973,0,Total,Улсын дүн,1,Horse,Адуу,149.9,2239.4,6.693757,,
1973,0,Total,Улсын дүн,2,Cattle,Үхэр,92.4,2189.4,4.220334,,
1973,0,Total,Улсын дүн,3,Camel,Тэмээ,63.7,625,10.192,,
1973,0,Total,Улсын дүн,4,Sheep,Хонь,686.3,13715.8,5.003718,,
1973,0,Total,Улсын дүн,5,Goat,Ямаа,194.1,4338.4,4.474,,
1973,181,Zavkhan,Завхан,0,Total,Бүгд,103.3,1821.7,5.670528,,
1973,181,Zavkhan,Завхан,1,Horse,Адуу,8.6,149,5.771812,,
1973,181,Zavkhan,Завхан,2,Cattle,Үхэр,8.7,150.4,5.784574,,
1973,181,Zavkhan,Завхан,3,Camel,Тэмээ,1.4,21.8,6.422018,,
1973,181,Zavkhan,Завхан,4,Sheep,Хонь,70.2,1203.7,5.832018,,
1973,181,Zavkhan,Завхан,5,Goat,Ямаа,14.4,296.8,4.851752,,
1973,182,Govi-Altai,Говь-Алтай,0,Total,Бүгд,48.9,1395.3,3.504623,,
1973,182,Govi-Altai,Говь-Алтай,1,Horse,Адуу,3.8,92,4.130435,,
1973,182,Govi-Altai,Говь-Алтай,2,Cattle,Үхэр,3.9,80.9,4.820766,,
1973,182,Govi-Altai,Говь-Алтай,3,Camel,Тэмээ,2.1,52.9,3.969754,,
1973,182,Govi-Altai,Говь-Алтай,4,Sheep,Хонь,25.4,746.3,3.403457,,
1973,182,Govi-Altai,Говь-Алтай,5,Goat,Ямаа,13.7,423.3,3.236475,,
1973,183,Bayan-Ulgii,Баян-Өлгий,0,Total,Бүгд,35.9,1107.4,3.241828,,
1973,183,Bayan-Ulgii,Баян-Өлгий,1,Horse,Адуу,2.4,70.5,3.404255,,
1973,183,Bayan-Ulgii,Баян-Өлгий,2,Cattle,Үхэр,2.5,84.2,2.969121,,
1973,183,Bayan-Ulgii,Баян-Өлгий,3,Camel,Тэмээ,0.5,14.4,3.472222,,
1973,183,Bayan-Ulgii,Баян-Өлгий,4,Sheep,Хонь,21.9,648.4,3.377545,,
1973,183,Bayan-Ulgii,Баян-Өлгий,5,Goat,Ямаа,8.6,290,2.965517,,
1973,184,Khovd,Ховд,0,Total,Бүгд,69.2,1578.4,4.384187,,
1973,184,Khovd,Ховд,1,Horse,Адуу,6.5,105.9,6.137866,,
1973,184,Khovd,Ховд,2,Cattle,Үхэр,3.2,110.6,2.893309,,
1973,184,Khovd,Ховд,3,Camel,Тэмээ,1.9,42,4.52381,,
1973,184,Khovd,Ховд,4,Sheep,Хонь,41.9,878.1,4.771666,,
1973,184,Khovd,Ховд,5,Goat,Ямаа,15.7,441.7,3.554449,,
1973,185,Uvs,Увс,0,Total,Бүгд,79,1697.7,4.653355,,
