Бүс,Насны бүлэг,Хүйс,Он,value
Архангай,40-44,Эмэгтэй,2022,93.0
Архангай,40-44,Эмэгтэй,2021,87.5
Архангай,40-44,Эмэгтэй,2020,92.5
Архангай,40-44,Эмэгтэй,2019,93.0
Архангай,40-44,Эмэгтэй,2018,91.9
Архангай,40-44,Эмэгтэй,2017,93.6
Архангай,40-44,Эмэгтэй,2016,96.0
Архангай,40-44,Эмэгтэй,2015,95.2
Архангай,40-44,Эмэгтэй,2014,98.2
Архангай,40-44,Эмэгтэй,2013,98.9
Архангай,40-44,Эмэгтэй,2012,93.0
Архангай,40-44,Эмэгтэй,2011,100.0
Архангай,40-44,Эмэгтэй,2010,97.4
Архангай,40-44,Эмэгтэй,2009,97.4
Архангай,45-49,Нийт,2025,95.4
Архангай,45-49,Нийт,2024,90.6
Архангай,45-49,Нийт,2023,98.4
Архангай,45-49,Нийт,2022,95.6
Архангай,45-49,Нийт,2021,90.8
Архангай,45-49,Нийт,2020,95.3
Архангай,45-49,Нийт,2019,96.3
Архангай,45-49,Нийт,2018,97.8
Архангай,45-49,Нийт,2017,89.0
Архангай,45-49,Нийт,2016,97.1
Архангай,45-49,Нийт,2015,95.3
Архангай,45-49,Нийт,2014,95.8
Архангай,45-49,Нийт,2013,98.3
Архангай,45-49,Нийт,2012,95.1
Архангай,45-49,Нийт,2011,92.7
Архангай,45-49,Нийт,2010,96.7
Архангай,45-49,Нийт,2009,97.3
Архангай,45-49,Эрэгтэй,2025,98.9
Архангай,45-49,Эрэгтэй,2024,94.2
Архангай,45-49,Эрэгтэй,2023,96.5
Архангай,45-49,Эрэгтэй,2022,98.3
Архангай,45-49,Эрэгтэй,2021,96.4
Архангай,45-49,Эрэгтэй,2020,97.1
Архангай,45-49,Эрэгтэй,2019,100.0
Архангай,45-49,Эрэгтэй,2018,98.4
Архангай,45-49,Эрэгтэй,2017,88.9
Архангай,45-49,Эрэгтэй,2016,97.0
Архангай,45-49,Эрэгтэй,2015,95.6
Архангай,45-49,Эрэгтэй,2014,94.3
Архангай,45-49,Эрэгтэй,2013,98.3
Архангай,45-49,Эрэгтэй,2012,93.2
Архангай,45-49,Эрэгтэй,2011,95.5
Архангай,45-49,Эрэгтэй,2010,98.6
Архангай,45-49,Эрэгтэй,2009,96.0
Архангай,45-49,Эмэгтэй,2025,91.1
Архангай,45-49,Эмэгтэй,2024,86.2
Архангай,45-49,Эмэгтэй,2023,100.0
Архангай,45-49,Эмэгтэй,2022,93.1
Архангай,45-49,Эмэгтэй,2021,83.0
Архангай,45-49,Эмэгтэй,2020,93.5
Архангай,45-49,Эмэгтэй,2019,93.1
Архангай,45-49,Эмэгтэй,2018,97.3
Архангай,45-49,Эмэгтэй,2017,89.1
Архангай,45-49,Эмэгтэй,2016,97.2
Архангай,45-49,Эмэгтэй,2015,94.9
Архангай,45-49,Эмэгтэй,2014,97.0
Архангай,45-49,Эмэгтэй,2013,98.3
Архангай,45-49,Эмэгтэй,2012,97.1
Архангай,45-49,Эмэгтэй,2011,89.9
Архангай,45-49,Эмэгтэй,2010,94.5
Архангай,45-49,Эмэгтэй,2009,100.0
Архангай,50-54,Нийт,2025,94.8
Архангай,50-54,Нийт,2024,76.0
Архангай,50-54,Нийт,2023,88.1
Архангай,50-54,Нийт,2022,85.6
Архангай,50-54,Нийт,2021,97.6
Архангай,50-54,Нийт,2020,85.5
Архангай,50-54,Нийт,2019,73.4
Архангай,50-54,Нийт,2018,86.6
Архангай,50-54,Нийт,2017,88.4
Архангай,50-54,Нийт,2016,90.8
Архангай,50-54,Нийт,2015,85.7
Архангай,50-54,Нийт,2014,86.1
Архангай,50-54,Нийт,2013,88.8
Архангай,50-54,Нийт,2012,81.4
Архангай,50-54,Нийт,2011,91.5
Архангай,50-54,Нийт,2010,86.0
Архангай,50-54,Нийт,2009,88.7
Архангай,50-54,Эрэгтэй,2025,100.0
Архангай,50-54,Эрэгтэй,2024,93.0
Архангай,50-54,Эрэгтэй,2023,87.7
Архангай,50-54,Эрэгтэй,2022,98.4
Архангай,50-54,Эрэгтэй,2021,98.5
Архангай,50-54,Эрэгтэй,2020,92.0
Архангай,50-54,Эрэгтэй,2019,79.1
Архангай,50-54,Эрэгтэй,2018,88.2
Архангай,50-54,Эрэгтэй,2017,91.8
Архангай,50-54,Эрэгтэй,2016,98.1
Архангай,50-54,Эрэгтэй,2015,89.1
Архангай,50-54,Эрэгтэй,2014,87.5
Архангай,50-54,Эрэгтэй,2013,92.8
Архангай,50-54,Эрэгтэй,2012,80.3
Архангай,50-54,Эрэгтэй,2011,91.2
Архангай,50-54,Эрэгтэй,2010,97.4
Архангай,50-54,Эрэгтэй,2009,94.7
Архангай,50-54,Эмэгтэй,2025,90.9
Архангай,50-54,Эмэгтэй,2024,63.6
Архангай,50-54,Эмэгтэй,2023,88.3
Архангай,50-54,Эмэгтэй,2022,79.2
Архангай,50-54,Эмэгтэй,2021,96.9
Архангай,50-54,Эмэгтэй,2020,79.5
Архангай,50-54,Эмэгтэй,2019,65.8
Архангай,50-54,Эмэгтэй,2018,84.8
Архангай,50-54,Эмэгтэй,2017,85.6
Архангай,50-54,Эмэгтэй,2016,83.2
Архангай,50-54,Эмэгтэй,2015,81.2
Архангай,50-54,Эмэгтэй,2014,84.3
Архангай,50-54,Эмэгтэй,2013,84.8
Архангай,50-54,Эмэгтэй,2012,82.3
Архангай,50-54,Эмэгтэй,2011,91.7
Архангай,50-54,Эмэгтэй,2010,74.5
Архангай,50-54,Эмэгтэй,2009,82.2
Архангай,55-59,Нийт,2025,64.8
Архангай,55-59,Нийт,2024,54.4
Архангай,55-59,Нийт,2023,46.2
Архангай,55-59,Нийт,2022,58.7
Архангай,55-59,Нийт,2021,57.7
Архангай,55-59,Нийт,2020,76.8
Архангай,55-59,Нийт,2019,69.8
Архангай,55-59,Нийт,2018,76.0
Архангай,55-59,Нийт,2017,66.3
Архангай,55-59,Нийт,2016,71.5
Архангай,55-59,Нийт,2015,59.2
Архангай,55-59,Нийт,2014,67.7
Архангай,55-59,Нийт,2013,57.1
Архангай,55-59,Нийт,2012,77.8
Архангай,55-59,Нийт,2011,74.6
Архангай,55-59,Нийт,2010,62.8
Архангай,55-59,Нийт,2009,53.1
Архангай,55-59,Эрэгтэй,2025,90.3
Архангай,55-59,Эрэгтэй,2024,76.1
Архангай,55-59,Эрэгтэй,2023,57.4
Архангай,55-59,Эрэгтэй,2022,81.7
Архангай,55-59,Эрэгтэй,2021,87.1
Архангай,55-59,Эрэгтэй,2020,92.8
Архангай,55-59,Эрэгтэй,2019,84.4
Архангай,55-59,Эрэгтэй,2018,89.1
Архангай,55-59,Эрэгтэй,2017,76.0
Архангай,55-59,Эрэгтэй,2016,84.5
Архангай,55-59,Эрэгтэй,2015,86.2
Архангай,55-59,Эрэгтэй,2014,71.8
Архангай,55-59,Эрэгтэй,2013,78.0
Архангай,55-59,Эрэгтэй,2012,85.1
Архангай,55-59,Эрэгтэй,2011,92.1
Архангай,55-59,Эрэгтэй,2010,87.1
Архангай,55-59,Эрэгтэй,2009,65.3
Архангай,55-59,Эмэгтэй,2025,44.7
Архангай,55-59,Эмэгтэй,2024,43.1
Архангай,55-59,Эмэгтэй,2023,38.8
Архангай,55-59,Эмэгтэй,2022,40.1
Архангай,55-59,Эмэгтэй,2021,29.4
Архангай,55-59,Эмэгтэй,2020,56.6
Архангай,55-59,Эмэгтэй,2019,57.5
Архангай,55-59,Эмэгтэй,2018,63.8
Архангай,55-59,Эмэгтэй,2017,57.5
Архангай,55-59,Эмэгтэй,2016,62.8
Архангай,55-59,Эмэгтэй,2015,44.3
Архангай,55-59,Эмэгтэй,2014,64.6
Архангай,55-59,Эмэгтэй,2013,43.6
Архангай,55-59,Эмэгтэй,2012,72.1
Архангай,55-59,Эмэгтэй,2011,57.6
Архангай,55-59,Эмэгтэй,2010,49.0
Архангай,55-59,Эмэгтэй,2009,44.5
Архангай,60-64,Нийт,2025,37.3
Архангай,60-64,Нийт,2024,39.2
Архангай,60-64,Нийт,2023,34.1
Архангай,60-64,Нийт,2022,39.3
Архангай,60-64,Нийт,2021,18.7
Архангай,60-64,Нийт,2020,25.6
Архангай,60-64,Нийт,2019,55.8
Архангай,60-64,Нийт,2018,53.6
Архангай,60-64,Нийт,2017,43.4
Архангай,60-64,Нийт,2016,45.5
Архангай,60-64,Нийт,2015,50.0
Архангай,60-64,Нийт,2014,45.5
Архангай,60-64,Нийт,2013,31.1
Архангай,60-64,Нийт,2012,43.5
Архангай,60-64,Нийт,2011,42.0
Архангай,60-64,Нийт,2010,53.8
Архангай,60-64,Нийт,2009,33.1
Архангай,60-64,Эрэгтэй,2025,34.8
Архангай,60-64,Эрэгтэй,2024,42.5
Архангай,60-64,Эрэгтэй,2023,49.6
Архангай,60-64,Эрэгтэй,2022,40.6
Архангай,60-64,Эрэгтэй,2021,16.7
Архангай,60-64,Эрэгтэй,2020,16.3
Архангай,60-64,Эрэгтэй,2019,63.0
Архангай,60-64,Эрэгтэй,2018,66.5
Архангай,60-64,Эрэгтэй,2017,48.1
Архангай,60-64,Эрэгтэй,2016,63.7
Архангай,60-64,Эрэгтэй,2015,56.1
Архангай,60-64,Эрэгтэй,2014,53.4
Архангай,60-64,Эрэгтэй,2013,29.7
Архангай,60-64,Эрэгтэй,2012,61.1
Архангай,60-64,Эрэгтэй,2011,65.4
Архангай,60-64,Эрэгтэй,2010,55.3
Архангай,60-64,Эрэгтэй,2009,33.9
Архангай,60-64,Эмэгтэй,2025,40.4
Архангай,60-64,Эмэгтэй,2024,35.4
Архангай,60-64,Эмэгтэй,2023,24.2
Архангай,60-64,Эмэгтэй,2022,37.8
Архангай,60-64,Эмэгтэй,2021,20.4
Архангай,60-64,Эмэгтэй,2020,33.3
Архангай,60-64,Эмэгтэй,2019,46.6
Архангай,60-64,Эмэгтэй,2018,40.2
Архангай,60-64,Эмэгтэй,2017,36.9
Архангай,60-64,Эмэгтэй,2016,20.9
Архангай,60-64,Эмэгтэй,2015,43.3
Архангай,60-64,Эмэгтэй,2014,36.9
Архангай,60-64,Эмэгтэй,2013,33.0
Архангай,60-64,Эмэгтэй,2012,15.4
Архангай,60-64,Эмэгтэй,2011,26.9
Архангай,60-64,Эмэгтэй,2010,51.3
Архангай,60-64,Эмэгтэй,2009,32.2
Архангай,65-69,Нийт,2025,20.3
Архангай,65-69,Нийт,2024,23.3
Архангай,65-69,Нийт,2023,24.1
Архангай,65-69,Нийт,2022,27.8
Архангай,65-69,Нийт,2021,6.9
Архангай,65-69,Нийт,2020,43.9
Архангай,65-69,Нийт,2019,27.5
Архангай,65-69,Нийт,2018,31.6
Архангай,65-69,Нийт,2017,43.1
Архангай,65-69,Нийт,2016,24.6
Архангай,65-69,Нийт,2015,32.4
Архангай,65-69,Нийт,2014,31.7
Архангай,65-69,Нийт,2013,32.9
Архангай,65-69,Нийт,2012,21.6
Архангай,65-69,Нийт,2011,7.7
Архангай,65-69,Нийт,2010,37.4
Архангай,65-69,Нийт,2009,36.2
Архангай,65-69,Эрэгтэй,2025,26.2
Архангай,65-69,Эрэгтэй,2024,31.1
Архангай,65-69,Эрэгтэй,2023,31.3
Архангай,65-69,Эрэгтэй,2022,38.3
Архангай,65-69,Эрэгтэй,2021,2.4
Архангай,65-69,Эрэгтэй,2020,43.0
Архангай,65-69,Эрэгтэй,2019,23.3
Архангай,65-69,Эрэгтэй,2018,28.3
Архангай,65-69,Эрэгтэй,2017,66.5
Архангай,65-69,Эрэгтэй,2016,12.0
Архангай,65-69,Эрэгтэй,2015,37.4
Архангай,65-69,Эрэгтэй,2014,30.7
Архангай,65-69,Эрэгтэй,2013,24.2
Архангай,65-69,Эрэгтэй,2012,29.9
Архангай,65-69,Эрэгтэй,2011,7.9
Архангай,65-69,Эрэгтэй,2010,45.2
Архангай,65-69,Эрэгтэй,2009,41.3
Архангай,65-69,Эмэгтэй,2025,14.8
Архангай,65-69,Эмэгтэй,2024,16.9
Архангай,65-69,Эмэгтэй,2023,17.6
Архангай,65-69,Эмэгтэй,2022,11.1
Архангай,65-69,Эмэгтэй,2021,11.2
Архангай,65-69,Эмэгтэй,2020,44.6
Архангай,65-69,Эмэгтэй,2019,100.0
Архангай,65-69,Эмэгтэй,2018,33.7
Архангай,65-69,Эмэгтэй,2017,27.7
Архангай,65-69,Эмэгтэй,2016,31.5
Архангай,65-69,Эмэгтэй,2015,27.5
Архангай,65-69,Эмэгтэй,2014,32.7
Архангай,65-69,Эмэгтэй,2013,39.8
Архангай,65-69,Эмэгтэй,2012,16.7
Архангай,65-69,Эмэгтэй,2011,7.4
Архангай,65-69,Эмэгтэй,2010,28.0
Архангай,65-69,Эмэгтэй,2009,22.8
Архангай,70+,Нийт,2025,6.5
Архангай,70+,Нийт,2024,3.5
Архангай,70+,Нийт,2023,13.4
Архангай,70+,Нийт,2022,0.0
Архангай,70+,Нийт,2021,16.8
Архангай,70+,Нийт,2020,10.3
Архангай,70+,Нийт,2019,0.0
Архангай,70+,Нийт,2018,21.8
Архангай,70+,Нийт,2017,8.3
Архангай,70+,Нийт,2016,12.3
Архангай,70+,Нийт,2015,22.3
Архангай,70+,Нийт,2014,12.1
Архангай,70+,Нийт,2013,21.6
Архангай,70+,Нийт,2012,12.8
Архангай,70+,Нийт,2011,8.3
Архангай,70+,Нийт,2010,21.2
Архангай,70+,Нийт,2009,15.2
Архангай,70+,Эрэгтэй,2025,8.7
Архангай,70+,Эрэгтэй,2024,8.7
Архангай,70+,Эрэгтэй,2023,14.6
Архангай,70+,Эрэгтэй,2022,0.0
Архангай,70+,Эрэгтэй,2021,20.9
Архангай,70+,Эрэгтэй,2020,11.0
Архангай,70+,Эрэгтэй,2019,0.0
Архангай,70+,Эрэгтэй,2018,24.6
Архангай,70+,Эрэгтэй,2017,5.3
Архангай,70+,Эрэгтэй,2016,22.3
Архангай,70+,Эрэгтэй,2015,33.0
Архангай,70+,Эрэгтэй,2014,25.1
Архангай,70+,Эрэгтэй,2013,30.4
Архангай,70+,Эрэгтэй,2012,15.3
Архангай,70+,Эрэгтэй,2011,13.3
Архангай,70+,Эрэгтэй,2010,27.8
Архангай,70+,Эрэгтэй,2009,13.2
Архангай,70+,Эмэгтэй,2025,4.9
Архангай,70+,Эмэгтэй,2024,2.2
Архангай,70+,Эмэгтэй,2023,12.4
Архангай,70+,Эмэгтэй,2022,0.0
Архангай,70+,Эмэгтэй,2021,13.9
Архангай,70+,Эмэгтэй,2020,9.8
Архангай,70+,Эмэгтэй,2019,0.0
Архангай,70+,Эмэгтэй,2018,18.6
Архангай,70+,Эмэгтэй,2017,12.7
Архангай,70+,Эмэгтэй,2016,6.5
Архангай,70+,Эмэгтэй,2015,12.0
Архангай,70+,Эмэгтэй,2014,0.0
Архангай,70+,Эмэгтэй,2013,15.9
Архангай,70+,Эмэгтэй,2012,10.4
Архангай,70+,Эмэгтэй,2011,4.8
Архангай,70+,Эмэгтэй,2010,15.2
Архангай,70+,Эмэгтэй,2009,16.5
Баянхонгор,Бүгд,Нийт,2025,66.6
Баянхонгор,Бүгд,Нийт,2024,71.0
Баянхонгор,Бүгд,Нийт,2023,72.4
Баянхонгор,Бүгд,Нийт,2022,71.1
Баянхонгор,Бүгд,Нийт,2021,71.1
Баянхонгор,Бүгд,Нийт,2020,67.6
Баянхонгор,Бүгд,Нийт,2019,64.0
Баянхонгор,Бүгд,Нийт,2018,60.5
Баянхонгор,Бүгд,Нийт,2017,65.1
Баянхонгор,Бүгд,Нийт,2016,71.7
Баянхонгор,Бүгд,Нийт,2015,67.1
Баянхонгор,Бүгд,Нийт,2014,68.7
Баянхонгор,Бүгд,Нийт,2013,66.3
Баянхонгор,Бүгд,Нийт,2012,73.7
Баянхонгор,Бүгд,Нийт,2011,69.4
Баянхонгор,Бүгд,Нийт,2010,68.0
Баянхонгор,Бүгд,Нийт,2009,68.7
Баянхонгор,Бүгд,Эрэгтэй,2025,68.4
Баянхонгор,Бүгд,Эрэгтэй,2024,78.1
Баянхонгор,Бүгд,Эрэгтэй,2023,79.3
Баянхонгор,Бүгд,Эрэгтэй,2022,76.4
Баянхонгор,Бүгд,Эрэгтэй,2021,75.4
Баянхонгор,Бүгд,Эрэгтэй,2020,70.7
Баянхонгор,Бүгд,Эрэгтэй,2019,70.2
Баянхонгор,Бүгд,Эрэгтэй,2018,67.7
Баянхонгор,Бүгд,Эрэгтэй,2017,70.6
Баянхонгор,Бүгд,Эрэгтэй,2016,76.9
Баянхонгор,Бүгд,Эрэгтэй,2015,74.2
Баянхонгор,Бүгд,Эрэгтэй,2014,74.9
Баянхонгор,Бүгд,Эрэгтэй,2013,68.3
Баянхонгор,Бүгд,Эрэгтэй,2012,79.6
Баянхонгор,Бүгд,Эрэгтэй,2011,73.1
Баянхонгор,Бүгд,Эрэгтэй,2010,72.9
Баянхонгор,Бүгд,Эрэгтэй,2009,70.5
Баянхонгор,Бүгд,Эмэгтэй,2025,65.0
Баянхонгор,Бүгд,Эмэгтэй,2024,64.4
Баянхонгор,Бүгд,Эмэгтэй,2023,66.0
Баянхонгор,Бүгд,Эмэгтэй,2022,65.6
Баянхонгор,Бүгд,Эмэгтэй,2021,67.4
Баянхонгор,Бүгд,Эмэгтэй,2020,64.7
Баянхонгор,Бүгд,Эмэгтэй,2019,58.6
Баянхонгор,Бүгд,Эмэгтэй,2018,53.9
Баянхонгор,Бүгд,Эмэгтэй,2017,59.9
Баянхонгор,Бүгд,Эмэгтэй,2016,66.8
Баянхонгор,Бүгд,Эмэгтэй,2015,60.8
Баянхонгор,Бүгд,Эмэгтэй,2014,63.3
Баянхонгор,Бүгд,Эмэгтэй,2013,64.3
Баянхонгор,Бүгд,Эмэгтэй,2012,68.2
Баянхонгор,Бүгд,Эмэгтэй,2011,66.1
Баянхонгор,Бүгд,Эмэгтэй,2010,63.5
Баянхонгор,Бүгд,Эмэгтэй,2009,66.9
Баянхонгор,15-19,Нийт,2025,12.0
Баянхонгор,15-19,Нийт,2024,24.7
Баянхонгор,15-19,Нийт,2023,24.7
Баянхонгор,15-19,Нийт,2022,18.0
Баянхонгор,15-19,Нийт,2021,16.5
Баянхонгор,15-19,Нийт,2020,23.6
Баянхонгор,15-19,Нийт,2019,16.6
Баянхонгор,15-19,Нийт,2018,16.5
Баянхонгор,15-19,Нийт,2017,23.6
Баянхонгор,15-19,Нийт,2016,24.6
Баянхонгор,15-19,Нийт,2015,13.1
Баянхонгор,15-19,Нийт,2014,14.6
Баянхонгор,15-19,Нийт,2013,23.9
Баянхонгор,15-19,Нийт,2012,57.2
Баянхонгор,15-19,Нийт,2011,32.5
Баянхонгор,15-19,Нийт,2010,29.6
Баянхонгор,15-19,Нийт,2009,33.1
Баянхонгор,15-19,Эрэгтэй,2025,13.0
Баянхонгор,15-19,Эрэгтэй,2024,28.3
Баянхонгор,15-19,Эрэгтэй,2023,38.3
Баянхонгор,15-19,Эрэгтэй,2022,22.9
Баянхонгор,15-19,Эрэгтэй,2021,15.1
Баянхонгор,15-19,Эрэгтэй,2020,33.7
Баянхонгор,15-19,Эрэгтэй,2019,21.5
Баянхонгор,15-19,Эрэгтэй,2018,21.7
