Indicator,Month,value
             Debit,2012-09,747.636
             Debit,2012-08,912.218
             Debit,2012-07,877.728
             Debit,2012-06,756.312
             Debit,2012-05,881.375
             Debit,2012-04,745.487
             Debit,2012-03,743.682
             Debit,2012-02,634.229
             Debit,2012-01,659.66
             Debit,2011-12,782.443
             Debit,2011-11,757.739
             Debit,2011-10,667.414
             Debit,2011-09,796.663
             Debit,2011-08,895.092
             Debit,2011-07,834.333
             Debit,2011-06,722.54
             Debit,2011-05,658.268
             Debit,2011-04,601.32
             Debit,2011-03,580.436
             Debit,2011-02,343.937
             Debit,2011-01,454.756
             Debit,2010-12,407.767
             Debit,2010-11,402.206
             Debit,2010-10,347.762
             Debit,2010-09,342.546
             Debit,2010-08,367.39
             Debit,2010-07,369.654
             Debit,2010-06,361.868
             Debit,2010-05,279.635
             Debit,2010-04,291.591
             Debit,2010-03,321.466
             Debit,2010-02,196.288
             Debit,2010-01,177.026
             Debit,2009-12,276.925
             Debit,2009-11,251.151
             Debit,2009-10,261.037
             Debit,2009-09,261.678
             Debit,2009-08,232.731
             Debit,2009-07,238.127
             Debit,2009-06,236.284
             Debit,2009-05,214.276
             Debit,2009-04,179.736
             Debit,2009-03,220.419
             Debit,2009-02,100.885
             Debit,2009-01,155.87
            1. Goods,2026-05,261.113
            1. Goods,2026-04,827.769
            1. Goods,2026-03,945.209
            1. Goods,2026-02,719.51
            1. Goods,2026-01,841.381
            1. Goods,2025-12,907.09
            1. Goods,2025-11,673.97
            1. Goods,2025-10,632.55
            1. Goods,2025-09,567.06
            1. Goods,2025-08,407.15
            1. Goods,2025-07,103.91
            1. Goods,2025-06,177.53
            1. Goods,2025-05,137.5
            1. Goods,2025-04,146.29
            1. Goods,2025-03,71.26
            1. Goods,2025-02,193.46
            1. Goods,2025-01,-5.36
            1. Goods,2024-12,20.983
            1. Goods,2024-11,348.719
            1. Goods,2024-10,347.614
            1. Goods,2024-09,-60.778
            1. Goods,2024-08,228.8
            1. Goods,2024-07,253.691
            1. Goods,2024-06,498.081
            1. Goods,2024-05,389.88
            1. Goods,2024-04,109.667
            1. Goods,2024-03,566.482
            1. Goods,2024-02,157.27
            1. Goods,2024-01,221.047
            1. Goods,2023-12,367.395
            1. Goods,2023-11,428.672
            1. Goods,2023-10,254.375
            1. Goods,2023-09,385.848
            1. Goods,2023-08,329.242
            1. Goods,2023-07,342.608
            1. Goods,2023-06,328.987
            1. Goods,2023-05,244.053
            1. Goods,2023-04,464.068
            1. Goods,2023-03,509.648
            1. Goods,2023-02,576.883
            1. Goods,2023-01,316.875
            1. Goods,2022-12,278.798
            1. Goods,2022-11,352.702
            1. Goods,2022-10,138.186
            1. Goods,2022-09,331.692
            1. Goods,2022-08,187.62
            1. Goods,2022-07,62.604
            1. Goods,2022-06,37.021
            1. Goods,2022-05,85.151
            1. Goods,2022-04,-84.472
            1. Goods,2022-03,-91.166
            1. Goods,2022-02,40.226
            1. Goods,2022-01,-105.845
            1. Goods,2021-12,-328.35
            1. Goods,2021-11,733.375
            1. Goods,2021-10,522.186
            1. Goods,2021-09,61.91
            1. Goods,2021-08,124.766
            1. Goods,2021-07,-38.911
            1. Goods,2021-06,-20.312
            1. Goods,2021-05,38.838
            1. Goods,2021-04,-72.572
            1. Goods,2021-03,100.266
            1. Goods,2021-02,94.297
            1. Goods,2021-01,154.132
            1. Goods,2020-12,256.246
            1. Goods,2020-11,393.867
            1. Goods,2020-10,237.639
            1. Goods,2020-09,117.333
            1. Goods,2020-08,157.891
            1. Goods,2020-07,447.506
            1. Goods,2020-06,354.465
            1. Goods,2020-05,210.864
            1. Goods,2020-04,-123.433
            1. Goods,2020-03,-185.039
            1. Goods,2020-02,-12.622
            1. Goods,2020-01,-99.159
            1. Goods,2019-12,0.181
            1. Goods,2019-11,-22.143
            1. Goods,2019-10,49.652
            1. Goods,2019-09,21.705
            1. Goods,2019-08,180.352
            1. Goods,2019-07,-26.683
            1. Goods,2019-06,97.546
            1. Goods,2019-05,168.218
            1. Goods,2019-04,225.104
            1. Goods,2019-03,184.485
            1. Goods,2019-02,130.699
            1. Goods,2019-01,148.997
            1. Goods,2018-12,18.201
            1. Goods,2018-11,31.877
            1. Goods,2018-10,47.231
            1. Goods,2018-09,38.112
            1. Goods,2018-08,-48.568
            1. Goods,2018-07,-5.335
            1. Goods,2018-06,86.487
            1. Goods,2018-05,94.992
            1. Goods,2018-04,173.964
            1. Goods,2018-03,208.059
            1. Goods,2018-02,-30.646
            1. Goods,2018-01,61.135
            1. Goods,2017-12,67.723
            1. Goods,2017-11,76.244
            1. Goods,2017-10,177.533
            1. Goods,2017-09,83.872
            1. Goods,2017-08,161.396
            1. Goods,2017-07,-29.015
            1. Goods,2017-06,111.616
            1. Goods,2017-05,224.214
            1. Goods,2017-04,194.755
            1. Goods,2017-03,137.239
            1. Goods,2017-02,178.729
            1. Goods,2017-01,109.364
            1. Goods,2016-12,351.005
            1. Goods,2016-11,232.28
            1. Goods,2016-10,22.537
            1. Goods,2016-09,63.466
            1. Goods,2016-08,53.279
            1. Goods,2016-07,-6.543
            1. Goods,2016-06,85.015
            1. Goods,2016-05,54.158
            1. Goods,2016-04,109.149
            1. Goods,2016-03,134.008
            1. Goods,2016-02,152.002
            1. Goods,2016-01,87.427
            1. Goods,2015-12,119.44
            1. Goods,2015-11,-78.849
            1. Goods,2015-10,24.923
            1. Goods,2015-09,-7.195
            1. Goods,2015-08,83.084
            1. Goods,2015-07,21.89
            1. Goods,2015-06,71.523
            1. Goods,2015-05,-93.767
            1. Goods,2015-04,37.311
            1. Goods,2015-03,115.609
            1. Goods,2015-02,139.472
            1. Goods,2015-01,129.162
            1. Goods,2014-12,152.678
            1. Goods,2014-11,185.036
            1. Goods,2014-10,120.792
            1. Goods,2014-09,-46.182
            1. Goods,2014-08,140.565
            1. Goods,2014-07,-83.998
            1. Goods,2014-06,11.869
            1. Goods,2014-05,-98.559
            1. Goods,2014-04,-106.431
            1. Goods,2014-03,-26.337
            1. Goods,2014-02,-25.136
            1. Goods,2014-01,-46.585
            1. Goods,2013-12,-123.274
            1. Goods,2013-11,-141.255
            1. Goods,2013-10,-181.709
            1. Goods,2013-09,-233.821
            1. Goods,2013-08,-283.594
            1. Goods,2013-07,-310.01
            1. Goods,2013-06,-275.507
            1. Goods,2013-05,-355.349
            1. Goods,2013-04,-208.756
            1. Goods,2013-03,-128.71
            1. Goods,2013-02,-119.15
            1. Goods,2013-01,-246.967
            1. Goods,2012-12,-154.221
            1. Goods,2012-11,-192.646
            1. Goods,2012-10,-111.932
            1. Goods,2012-09,-239.374
            1. Goods,2012-08,-406.755
            1. Goods,2012-07,-425.351
            1. Goods,2012-06,-120.583
            1. Goods,2012-05,-335.415
            1. Goods,2012-04,-263.726
            1. Goods,2012-03,-245.316
            1. Goods,2012-02,-234.711
            1. Goods,2012-01,-299.776
            1. Goods,2011-12,-177.553
            1. Goods,2011-11,-222.749
            1. Goods,2011-10,-172.653
            1. Goods,2011-09,-277.361
            1. Goods,2011-08,-328.609
            1. Goods,2011-07,-429.488
            1. Goods,2011-06,-269.171
            1. Goods,2011-05,-213.013
            1. Goods,2011-04,-160.62
            1. Goods,2011-03,-173.252
            1. Goods,2011-02,-73.644
            1. Goods,2011-01,-171.043
            1. Goods,2010-12,43.27
            1. Goods,2010-11,-49.985
            1. Goods,2010-10,-21.016
            1. Goods,2010-09,-40.944
            1. Goods,2010-08,-30.347
            1. Goods,2010-07,-72.584
            1. Goods,2010-06,23.083
            1. Goods,2010-05,41.402
            1. Goods,2010-04,-7.271
            1. Goods,2010-03,-83.816
            1. Goods,2010-02,-10.732
            1. Goods,2010-01,36.927
            1. Goods,2009-12,18.492
            1. Goods,2009-11,-8.968
            1. Goods,2009-10,-20.382
            1. Goods,2009-09,-24.039
            1. Goods,2009-08,-19.124
            1. Goods,2009-07,-29.128
            1. Goods,2009-06,-23.588
            1. Goods,2009-05,-3.925
            1. Goods,2009-04,-16.932
            1. Goods,2009-03,-87.921
            1. Goods,2009-02,-12.023
            1. Goods,2009-01,49.341
                  1.1 Export FOB (credit),2026-05,1474.986
                  1.1 Export FOB (credit),2026-04,1990.524
                  1.1 Export FOB (credit),2026-03,1829.138
                  1.1 Export FOB (credit),2026-02,1431.327
                  1.1 Export FOB (credit),2026-01,1677.313
                  1.1 Export FOB (credit),2025-12,2065.29
                  1.1 Export FOB (credit),2025-11,1495.43
                  1.1 Export FOB (credit),2025-10,1499.32
                  1.1 Export FOB (credit),2025-09,1615.5
                  1.1 Export FOB (credit),2025-08,1367.15
                  1.1 Export FOB (credit),2025-07,1062.48
                  1.1 Export FOB (credit),2025-06,1140.28
                  1.1 Export FOB (credit),2025-05,1099.88
                  1.1 Export FOB (credit),2025-04,1158.66
                  1.1 Export FOB (credit),2025-03,908.5
                  1.1 Export FOB (credit),2025-02,954.51
                  1.1 Export FOB (credit),2025-01,978.76
                  1.1 Export FOB (credit),2024-12,1038.267
                  1.1 Export FOB (credit),2024-11,1326.564
                  1.1 Export FOB (credit),2024-10,1321.304
                  1.1 Export FOB (credit),2024-09,1026.348
                  1.1 Export FOB (credit),2024-08,1316.524
                  1.1 Export FOB (credit),2024-07,1277.666
                  1.1 Export FOB (credit),2024-06,1482.182
                  1.1 Export FOB (credit),2024-05,1337.973
                  1.1 Export FOB (credit),2024-04,1192.079
                  1.1 Export FOB (credit),2024-03,1430.747
                  1.1 Export FOB (credit),2024-02,832.863
                  1.1 Export FOB (credit),2024-01,1167.357
                  1.1 Export FOB (credit),2023-12,1266.778
                  1.1 Export FOB (credit),2023-11,1271.606
                  1.1 Export FOB (credit),2023-10,1060.419
                  1.1 Export FOB (credit),2023-09,1209.219
                  1.1 Export FOB (credit),2023-08,1270.707
                  1.1 Export FOB (credit),2023-07,1097.37
                  1.1 Export FOB (credit),2023-06,1141.921
                  1.1 Export FOB (credit),2023-05,1054.991
                  1.1 Export FOB (credit),2023-04,1192.779
                  1.1 Export FOB (credit),2023-03,1252.772
                  1.1 Export FOB (credit),2023-02,1090.479
                  1.1 Export FOB (credit),2023-01,1005.255
                  1.1 Export FOB (credit),2022-12,1094.335
                  1.1 Export FOB (credit),2022-11,1071.55
                  1.1 Export FOB (credit),2022-10,915.799
                  1.1 Export FOB (credit),2022-09,1070.712
                  1.1 Export FOB (credit),2022-08,1007.339
                  1.1 Export FOB (credit),2022-07,851.948
                  1.1 Export FOB (credit),2022-06,835.48
                  1.1 Export FOB (credit),2022-05,868.378
                  1.1 Export FOB (credit),2022-04,572.782
                  1.1 Export FOB (credit),2022-03,566.027
                  1.1 Export FOB (credit),2022-02,538.335
                  1.1 Export FOB (credit),2022-01,461.517
                  1.1 Export FOB (credit),2021-12,331.447
                  1.1 Export FOB (credit),2021-11,1277.65
                  1.1 Export FOB (credit),2021-10,1039.088
                  1.1 Export FOB (credit),2021-09,711.0
                  1.1 Export FOB (credit),2021-08,748.756
                  1.1 Export FOB (credit),2021-07,524.545
                  1.1 Export FOB (credit),2021-06,635.018
                  1.1 Export FOB (credit),2021-05,675.81
                  1.1 Export FOB (credit),2021-04,363.99
                  1.1 Export FOB (credit),2021-03,683.413
                  1.1 Export FOB (credit),2021-02,546.649
                  1.1 Export FOB (credit),2021-01,598.374
                  1.1 Export FOB (credit),2020-12,664.307
                  1.1 Export FOB (credit),2020-11,841.089
                  1.1 Export FOB (credit),2020-10,739.368
                  1.1 Export FOB (credit),2020-09,586.432
                  1.1 Export FOB (credit),2020-08,663.942
                  1.1 Export FOB (credit),2020-07,921.862
                  1.1 Export FOB (credit),2020-06,814.575
                  1.1 Export FOB (credit),2020-05,611.237
                  1.1 Export FOB (credit),2020-04,293.833
                  1.1 Export FOB (credit),2020-03,218.01
                  1.1 Export FOB (credit),2020-02,259.883
                  1.1 Export FOB (credit),2020-01,376.125
                  1.1 Export FOB (credit),2019-12,541.738
                  1.1 Export FOB (credit),2019-11,497.268
                  1.1 Export FOB (credit),2019-10,515.076
                  1.1 Export FOB (credit),2019-09,528.754
                  1.1 Export FOB (credit),2019-08,767.703
                  1.1 Export FOB (credit),2019-07,582.426
                  1.1 Export FOB (credit),2019-06,656.942
                  1.1 Export FOB (credit),2019-05,689.605
                  1.1 Export FOB (credit),2019-04,706.774
                  1.1 Export FOB (credit),2019-03,634.151
                  1.1 Export FOB (credit),2019-02,440.007
                  1.1 Export FOB (credit),2019-01,622.401
                  1.1 Export FOB (credit),2018-12,521.607
                  1.1 Export FOB (credit),2018-11,528.825
                  1.1 Export FOB (credit),2018-10,571.881
                  1.1 Export FOB (credit),2018-09,586.82
                  1.1 Export FOB (credit),2018-08,496.602
                  1.1 Export FOB (credit),2018-07,498.274
                  1.1 Export FOB (credit),2018-06,664.366
                  1.1 Export FOB (credit),2018-05,694.573
                  1.1 Export FOB (credit),2018-04,622.561
                  1.1 Export FOB (credit),2018-03,614.25
                  1.1 Export FOB (credit),2018-02,330.848
                  1.1 Export FOB (credit),2018-01,425.937
                  1.1 Export FOB (credit),2017-12,494.576
                  1.1 Export FOB (credit),2017-11,450.489
                  1.1 Export FOB (credit),2017-10,576.138
                  1.1 Export FOB (credit),2017-09,460.809
                  1.1 Export FOB (credit),2017-08,583.952
                  1.1 Export FOB (credit),2017-07,376.032
                  1.1 Export FOB (credit),2017-06,539.93
                  1.1 Export FOB (credit),2017-05,604.753
                  1.1 Export FOB (credit),2017-04,537.867
                  1.1 Export FOB (credit),2017-03,417.249
                  1.1 Export FOB (credit),2017-02,397.911
