Үзүүлэлт,Эдийн засгийн салбар,Он,value
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2005,256726.38
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2004,198897.01
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2003,166101.25
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2002,149765.41
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2001,118884.88
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2000,92556.51
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1999,70804.25
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1998,64110.6
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1997,53652.08
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1996,40001.14
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1995,29924.29
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1994,24327.46
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1993,11467.04
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1992,2139.98
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1991,1057.85
"ДНБ, оны үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1990,1044.8
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2024,943888.61
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2023,753519.08
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2022,533650.75
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2021,383080.13
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2020,321437.6
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2019,399649.85
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2018,344523.29
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2017,277562.35
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2016,262722.28
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2015,220586.27
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2014,196564.8
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2013,205536.5
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2012,186231.84
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2011,94304.58
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2010,52631.01
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2009,43680.76
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2008,38971.38
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2007,28806.45
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2006,22994.25
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2005,19341.73
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2004,15024.03
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2003,12633.13
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2002,12085.5
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2001,11275.07
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2000,10766.78
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1999,12702.3
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1998,9879.45
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1997,9039.3
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1996,6024.88
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1995,3997.63
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1994,2019.6
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1993,1067.02
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1992,386.36
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1991,182.89
"ДНБ, оны үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1990,66.38
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2024,1645120.23
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2023,1354597.73
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2022,1064948.82
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2021,915445.17
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2020,716561.2
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2019,666048.03
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2018,571713.89
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2017,505351.9
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2016,505614.26
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2015,476929.48
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2014,492124.3
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2013,413946.4
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2012,379560.92
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2011,290259.87
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2010,255691.23
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2009,215504.03
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2008,221338.95
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2007,166189.04
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2006,100501.96
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2005,96261.09
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2004,75269.91
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2003,62869.21
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2002,56627.69
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2001,44550.03
"ДНБ, оны үнээр","Мэдээлэл, холбоо",2000,34563.93
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1999,26790.68
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1998,24198.94
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1997,20394.54
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1996,15080.68
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1995,11366.29
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1994,8929.74
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1993,4232.02
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1992,811.0
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1991,397.53
"ДНБ, оны үнээр","Мэдээлэл, холбоо",1990,381.7
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2024,4246731.93
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2023,3258459.17
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2022,2556872.94
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2021,2059826.24
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2020,1690125.0
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2019,1561497.33
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2018,1274357.68
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2017,1103919.61
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2016,904982.42
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2015,823238.19
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2014,1041781.8
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2013,782311.6
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2012,583528.62
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2011,381098.01
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2010,239607.2
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2009,212723.99
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2008,236327.42
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2007,155198.13
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2006,116016.01
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2005,112278.77
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2004,97562.45
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2003,74166.01
"ДНБ, оны үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2002,49892.1
