Products,Region,Time,value
"Mutton, kg",Western region,2026-08-31,
"Mutton, kg",Western region,2026-08-24,
"Mutton, kg",Western region,2026-08-17,
"Mutton, kg",Western region,2026-8-10,
"Mutton, kg",Western region,2026-08-03,
"Mutton, kg",Western region,2026-07-20,
"Mutton, kg",Western region,2026-07-20,
"Mutton, kg",Western region,2026-07-06,
"Mutton, kg",Western region,2026-06-29,
"Mutton, kg",Western region,2026-06-22,
"Mutton, kg",Western region,2026-06-15,
"Mutton, kg",Western region,2026-06-08,
"Mutton, kg",Western region,2026-06-02,
"Mutton, kg",Western region,2026-05-25,
"Mutton, kg",Western region,2026-05-18,
"Mutton, kg",Western region,2026-05-11,
"Mutton, kg",Western region,2026-05-04,
"Mutton, kg",Western region,2026-04-28,
"Mutton, kg",Western region,2026-04-20,
"Mutton, kg",Western region,2026-04-13,
"Mutton, kg",Western region,2026-04-07,
"Mutton, kg",Western region,2026-03-30,
"Mutton, kg",Western region,2026-03-23,
"Mutton, kg",Western region,2026-03-16,
"Mutton, kg",Western region,2026-03-09,
"Mutton, kg",Western region,2026-03-02,
"Mutton, kg",Western region,2026-02-23,
"Mutton, kg",Western region,2026-02-09,
"Mutton, kg",Western region,2026-02-02,
"Mutton, kg",Western region,2026-01-26,
"Mutton, kg",Western region,2026-01-19,
"Mutton, kg",Western region,2026-01-12,
"Mutton, kg",Western region,2026-01-05,
"Mutton, kg",Western region,2025-12-30,
"Mutton, kg",Western region,2025-12-22,
"Mutton, kg",Western region,2025-12-15,
"Mutton, kg",Western region,2025-12-08,
"Mutton, kg",Western region,2025-12-01,
"Mutton, kg",Western region,2025-11-24,
"Mutton, kg",Western region,2025-11-17,
"Mutton, kg",Western region,2025-11-10,
"Mutton, kg",Western region,2025-11-03,
"Mutton, kg",Western region,2025-10-27,
"Mutton, kg",Western region,2025-10-20,
"Mutton, kg",Western region,2025-10-13,
"Mutton, kg",Western region,2025-10-06,
"Mutton, kg",Western region,2025-09-29,
"Mutton, kg",Western region,2025-09-22,
"Mutton, kg",Western region,2025-09-15,
"Mutton, kg",Western region,2025-09-08,
"Mutton, kg",Western region,2025-09-01,
"Mutton, kg",Western region,2025-08-25,
"Mutton, kg",Western region,2025-08-18,
"Mutton, kg",Western region,2025-08-11,
"Mutton, kg",Western region,2025-08-04,
"Mutton, kg",Western region,2025-07-28,
"Mutton, kg",Western region,2025-07-21,
"Mutton, kg",Western region,2025-07-07,
"Mutton, kg",Western region,2025-06-30,
"Mutton, kg",Western region,2025-06-23,
"Mutton, kg",Western region,2025-06-16,
"Mutton, kg",Western region,2025-06-09,
"Mutton, kg",Western region,2025-06-02,
"Mutton, kg",Western region,2025-05-26,
"Mutton, kg",Western region,2025-05-19,
"Mutton, kg",Western region,2025-05-12,
"Mutton, kg",Western region,2025-05-05,
"Mutton, kg",Western region,2025-04-28,
"Mutton, kg",Western region,2025-04-21,
"Mutton, kg",Western region,2025-04-14,
"Mutton, kg",Western region,2025-04-07,
"Mutton, kg",Western region,2025-03-31,
"Mutton, kg",Western region,2025-03-24,
"Mutton, kg",Western region,2025-03-17,
"Mutton, kg",Western region,2025-03-10,
"Mutton, kg",Western region,2025-02-24,
"Mutton, kg",Western region,2025-02-17,
"Mutton, kg",Western region,2025-02-10,
"Mutton, kg",Western region,2025-02-03,
"Mutton, kg",Western region,2025-01-27,
"Mutton, kg",Western region,2025-01-20,
"Mutton, kg",Western region,2025-01-13,
"Mutton, kg",Western region,2025-01-06,
"Mutton, kg",Western region,2024-12-30,
"Mutton, kg",Western region,2024-12-23,
"Mutton, kg",Western region,2024-12-16,
"Mutton, kg",Western region,2024-12-09,
"Mutton, kg",Western region,2024-12-02,
"Mutton, kg",Western region,2024-11-25,
"Mutton, kg",Western region,2024-11-18,
"Mutton, kg",Western region,2024-11-12,
"Mutton, kg",Western region,2024-11-04,
"Mutton, kg",Western region,2024-10-28,
"Mutton, kg",Western region,2024-10-21,
"Mutton, kg",Western region,2024-10-14,
"Mutton, kg",Western region,2024-10-07,
"Mutton, kg",Western region,2024-09-30,
"Mutton, kg",Western region,2024-09-23,
"Mutton, kg",Western region,2024-09-16,
"Mutton, kg",Western region,2024-09-09,
"Mutton, kg",Western region,2024-09-02,
"Mutton, kg",Western region,2024-08-26,
"Mutton, kg",Western region,2024-08-19,
"Mutton, kg",Western region,2024-08-12,
"Mutton, kg",Western region,2024-08-05,
"Mutton, kg",Western region,2024-07-29,
"Mutton, kg",Western region,2024-07-22,
"Mutton, kg",Western region,2024-07-08,
"Mutton, kg",Western region,2024-07-01,
"Mutton, kg",Western region,2024-06-24,
"Mutton, kg",Western region,2024-06-17,
"Mutton, kg",Western region,2024-06-10,
"Mutton, kg",Western region,2024-06-03,
"Mutton, kg",Western region,2024-05-27,
"Mutton, kg",Western region,2024-05-20,
"Mutton, kg",Western region,2024-05-13,
"Mutton, kg",Western region,2024-05-06,
"Mutton, kg",Western region,2024-04-29,
"Mutton, kg",Western region,2024-04-22,
"Mutton, kg",Western region,2024-04-15,
"Mutton, kg",Western region,2024-04-08,
"Mutton, kg",Western region,2024-04-01,
"Mutton, kg",Western region,2024-03-25,
"Mutton, kg",Western region,2024-03-18,
"Mutton, kg",Western region,2024-03-11,
"Mutton, kg",Western region,2024-03-04,
"Mutton, kg",Western region,2024-02-26,
"Mutton, kg",Western region,2024-02-19,
"Mutton, kg",Western region,2024-02-05,
"Mutton, kg",Western region,2024-01-29,
"Mutton, kg",Western region,2024-01-22,
"Mutton, kg",Western region,2024-01-15,
"Mutton, kg",Western region,2024-01-08,
"Mutton, kg",Western region,2024-01-02,
"Mutton, kg",Bayan-Ulgii,2026-08-31,25000.0
"Mutton, kg",Bayan-Ulgii,2026-08-24,25329.0
"Mutton, kg",Bayan-Ulgii,2026-08-17,24662.0
"Mutton, kg",Bayan-Ulgii,2026-8-10,24662.0
"Mutton, kg",Bayan-Ulgii,2026-08-03,25000.0
"Mutton, kg",Bayan-Ulgii,2026-07-20,28000.0
"Mutton, kg",Bayan-Ulgii,2026-07-20,28000.0
"Mutton, kg",Bayan-Ulgii,2026-07-06,28000.0
"Mutton, kg",Bayan-Ulgii,2026-06-29,28329.0
"Mutton, kg",Bayan-Ulgii,2026-06-22,27478.0
"Mutton, kg",Bayan-Ulgii,2026-06-15,27952.0
"Mutton, kg",Bayan-Ulgii,2026-06-08,27952.0
"Mutton, kg",Bayan-Ulgii,2026-06-02,27952.0
"Mutton, kg",Bayan-Ulgii,2026-05-25,24987.0
"Mutton, kg",Bayan-Ulgii,2026-05-18,24649.0
"Mutton, kg",Bayan-Ulgii,2026-05-11,23314.0
"Mutton, kg",Bayan-Ulgii,2026-05-04,23314.0
"Mutton, kg",Bayan-Ulgii,2026-04-28,21939.0
"Mutton, kg",Bayan-Ulgii,2026-04-20,20646.0
"Mutton, kg",Bayan-Ulgii,2026-04-13,19328.0
"Mutton, kg",Bayan-Ulgii,2026-04-07,19328.0
"Mutton, kg",Bayan-Ulgii,2026-03-30,19328.0
"Mutton, kg",Bayan-Ulgii,2026-03-23,19328.0
"Mutton, kg",Bayan-Ulgii,2026-03-16,19328.0
"Mutton, kg",Bayan-Ulgii,2026-03-09,18000.0
"Mutton, kg",Bayan-Ulgii,2026-03-02,18000.0
"Mutton, kg",Bayan-Ulgii,2026-02-23,18000.0
"Mutton, kg",Bayan-Ulgii,2026-02-09,18000.0
"Mutton, kg",Bayan-Ulgii,2026-02-02,17660.0
"Mutton, kg",Bayan-Ulgii,2026-01-26,17660.0
"Mutton, kg",Bayan-Ulgii,2026-01-19,17660.0
"Mutton, kg",Bayan-Ulgii,2026-01-12,17660.0
"Mutton, kg",Bayan-Ulgii,2026-01-05,17327.0
"Mutton, kg",Bayan-Ulgii,2025-12-30,17327.0
"Mutton, kg",Bayan-Ulgii,2025-12-22,17327.0
"Mutton, kg",Bayan-Ulgii,2025-12-15,17327.0
"Mutton, kg",Bayan-Ulgii,2025-12-08,15659.0
"Mutton, kg",Bayan-Ulgii,2025-12-01,15326.0
"Mutton, kg",Bayan-Ulgii,2025-11-24,13665.0
"Mutton, kg",Bayan-Ulgii,2025-11-17,13665.0
"Mutton, kg",Bayan-Ulgii,2025-11-10,13665.0
"Mutton, kg",Bayan-Ulgii,2025-11-03,13665.0
"Mutton, kg",Bayan-Ulgii,2025-10-27,13167.0
"Mutton, kg",Bayan-Ulgii,2025-10-20,13167.0
"Mutton, kg",Bayan-Ulgii,2025-10-13,13167.0
"Mutton, kg",Bayan-Ulgii,2025-10-06,13167.0
"Mutton, kg",Bayan-Ulgii,2025-09-29,13167.0
"Mutton, kg",Bayan-Ulgii,2025-09-22,13333.0
"Mutton, kg",Bayan-Ulgii,2025-09-15,13333.0
"Mutton, kg",Bayan-Ulgii,2025-09-08,13333.0
"Mutton, kg",Bayan-Ulgii,2025-09-01,14333.0
"Mutton, kg",Bayan-Ulgii,2025-08-25,14333.0
"Mutton, kg",Bayan-Ulgii,2025-08-18,14333.0
"Mutton, kg",Bayan-Ulgii,2025-08-11,14500.0
"Mutton, kg",Bayan-Ulgii,2025-08-04,14500.0
"Mutton, kg",Bayan-Ulgii,2025-07-28,14883.0
"Mutton, kg",Bayan-Ulgii,2025-07-21,14833.0
"Mutton, kg",Bayan-Ulgii,2025-07-07,14833.0
"Mutton, kg",Bayan-Ulgii,2025-06-30,15167.0
"Mutton, kg",Bayan-Ulgii,2025-06-23,15167.0
"Mutton, kg",Bayan-Ulgii,2025-06-16,16000.0
"Mutton, kg",Bayan-Ulgii,2025-06-09,16000.0
"Mutton, kg",Bayan-Ulgii,2025-06-02,16667.0
"Mutton, kg",Bayan-Ulgii,2025-05-26,16667.0
"Mutton, kg",Bayan-Ulgii,2025-05-19,16667.0
"Mutton, kg",Bayan-Ulgii,2025-05-12,15833.0
"Mutton, kg",Bayan-Ulgii,2025-05-05,15666.0
"Mutton, kg",Bayan-Ulgii,2025-04-28,15333.0
"Mutton, kg",Bayan-Ulgii,2025-04-21,15000.0
"Mutton, kg",Bayan-Ulgii,2025-04-14,15000.0
"Mutton, kg",Bayan-Ulgii,2025-04-07,15000.0
"Mutton, kg",Bayan-Ulgii,2025-03-31,15000.0
"Mutton, kg",Bayan-Ulgii,2025-03-24,14500.0
"Mutton, kg",Bayan-Ulgii,2025-03-17,14500.0
"Mutton, kg",Bayan-Ulgii,2025-03-10,14500.0
"Mutton, kg",Bayan-Ulgii,2025-02-24,13500.0
"Mutton, kg",Bayan-Ulgii,2025-02-17,13500.0
"Mutton, kg",Bayan-Ulgii,2025-02-10,14000.0
"Mutton, kg",Bayan-Ulgii,2025-02-03,14000.0
"Mutton, kg",Bayan-Ulgii,2025-01-27,13500.0
"Mutton, kg",Bayan-Ulgii,2025-01-20,13500.0
"Mutton, kg",Bayan-Ulgii,2025-01-13,13000.0
"Mutton, kg",Bayan-Ulgii,2025-01-06,13000.0
"Mutton, kg",Bayan-Ulgii,2024-12-30,13000.0
"Mutton, kg",Bayan-Ulgii,2024-12-23,13000.0
"Mutton, kg",Bayan-Ulgii,2024-12-16,13000.0
"Mutton, kg",Bayan-Ulgii,2024-12-09,13000.0
"Mutton, kg",Bayan-Ulgii,2024-12-02,13000.0
"Mutton, kg",Bayan-Ulgii,2024-11-25,11333.0
"Mutton, kg",Bayan-Ulgii,2024-11-18,11333.0
"Mutton, kg",Bayan-Ulgii,2024-11-12,11333.0
"Mutton, kg",Bayan-Ulgii,2024-11-04,11333.0
"Mutton, kg",Bayan-Ulgii,2024-10-28,11333.0
"Mutton, kg",Bayan-Ulgii,2024-10-21,11000.0
"Mutton, kg",Bayan-Ulgii,2024-10-14,11000.0
"Mutton, kg",Bayan-Ulgii,2024-10-07,11000.0
"Mutton, kg",Bayan-Ulgii,2024-09-30,11000.0
"Mutton, kg",Bayan-Ulgii,2024-09-23,11000.0
"Mutton, kg",Bayan-Ulgii,2024-09-16,11667.0
"Mutton, kg",Bayan-Ulgii,2024-09-09,11833.0
"Mutton, kg",Bayan-Ulgii,2024-09-02,12000.0
"Mutton, kg",Bayan-Ulgii,2024-08-26,12000.0
"Mutton, kg",Bayan-Ulgii,2024-08-19,12000.0
"Mutton, kg",Bayan-Ulgii,2024-08-12,12000.0
"Mutton, kg",Bayan-Ulgii,2024-08-05,13000.0
"Mutton, kg",Bayan-Ulgii,2024-07-29,13000.0
"Mutton, kg",Bayan-Ulgii,2024-07-22,13333.0
"Mutton, kg",Bayan-Ulgii,2024-07-08,13167.0
"Mutton, kg",Bayan-Ulgii,2024-07-01,14000.0
"Mutton, kg",Bayan-Ulgii,2024-06-24,14000.0
"Mutton, kg",Bayan-Ulgii,2024-06-17,15000.0
"Mutton, kg",Bayan-Ulgii,2024-06-10,15333.0
"Mutton, kg",Bayan-Ulgii,2024-06-03,16000.0
"Mutton, kg",Bayan-Ulgii,2024-05-27,13167.0
"Mutton, kg",Bayan-Ulgii,2024-05-20,13000.0
"Mutton, kg",Bayan-Ulgii,2024-05-13,13000.0
"Mutton, kg",Bayan-Ulgii,2024-05-06,13000.0
"Mutton, kg",Bayan-Ulgii,2024-04-29,13333.0
"Mutton, kg",Bayan-Ulgii,2024-04-22,13333.0
"Mutton, kg",Bayan-Ulgii,2024-04-15,13000.0
"Mutton, kg",Bayan-Ulgii,2024-04-08,13000.0
"Mutton, kg",Bayan-Ulgii,2024-04-01,13000.0
"Mutton, kg",Bayan-Ulgii,2024-03-25,12667.0
"Mutton, kg",Bayan-Ulgii,2024-03-18,12667.0
"Mutton, kg",Bayan-Ulgii,2024-03-11,11667.0
"Mutton, kg",Bayan-Ulgii,2024-03-04,11667.0
"Mutton, kg",Bayan-Ulgii,2024-02-26,12000.0
"Mutton, kg",Bayan-Ulgii,2024-02-19,11500.0
"Mutton, kg",Bayan-Ulgii,2024-02-05,11000.0
"Mutton, kg",Bayan-Ulgii,2024-01-29,11000.0
"Mutton, kg",Bayan-Ulgii,2024-01-22,11000.0
"Mutton, kg",Bayan-Ulgii,2024-01-15,11000.0
"Mutton, kg",Bayan-Ulgii,2024-01-08,10667.0
"Mutton, kg",Bayan-Ulgii,2024-01-02,10667.0
"Mutton, kg",Govi-Altai,2026-08-31,18000.0
"Mutton, kg",Govi-Altai,2026-08-24,18000.0
"Mutton, kg",Govi-Altai,2026-08-17,18643.0
"Mutton, kg",Govi-Altai,2026-8-10,19328.0
"Mutton, kg",Govi-Altai,2026-08-03,19328.0
"Mutton, kg",Govi-Altai,2026-07-20,19000.0
"Mutton, kg",Govi-Altai,2026-07-20,19332.0
"Mutton, kg",Govi-Altai,2026-07-06,19832.0
"Mutton, kg",Govi-Altai,2026-06-29,20328.0
"Mutton, kg",Govi-Altai,2026-06-22,20333.0
"Mutton, kg",Govi-Altai,2026-06-15,20333.0
"Mutton, kg",Govi-Altai,2026-06-08,21500.0
"Mutton, kg",Govi-Altai,2026-06-02,22500.0
"Mutton, kg",Govi-Altai,2026-05-25,22000.0
"Mutton, kg",Govi-Altai,2026-05-18,22000.0
"Mutton, kg",Govi-Altai,2026-05-11,21167.0
"Mutton, kg",Govi-Altai,2026-05-04,19667.0
"Mutton, kg",Govi-Altai,2026-04-28,19167.0
"Mutton, kg",Govi-Altai,2026-04-20,19167.0
"Mutton, kg",Govi-Altai,2026-04-13,18000.0
"Mutton, kg",Govi-Altai,2026-04-07,18000.0
"Mutton, kg",Govi-Altai,2026-03-30,18000.0
"Mutton, kg",Govi-Altai,2026-03-23,18000.0
"Mutton, kg",Govi-Altai,2026-03-16,18000.0
"Mutton, kg",Govi-Altai,2026-03-09,16000.0
"Mutton, kg",Govi-Altai,2026-03-02,15000.0
"Mutton, kg",Govi-Altai,2026-02-23,15000.0
"Mutton, kg",Govi-Altai,2026-02-09,15000.0
"Mutton, kg",Govi-Altai,2026-02-02,15000.0
"Mutton, kg",Govi-Altai,2026-01-26,15000.0
"Mutton, kg",Govi-Altai,2026-01-19,15000.0
"Mutton, kg",Govi-Altai,2026-01-12,13500.0
"Mutton, kg",Govi-Altai,2026-01-05,13000.0
"Mutton, kg",Govi-Altai,2025-12-30,13000.0
"Mutton, kg",Govi-Altai,2025-12-22,13000.0
"Mutton, kg",Govi-Altai,2025-12-15,12000.0
"Mutton, kg",Govi-Altai,2025-12-08,12000.0
"Mutton, kg",Govi-Altai,2025-12-01,12000.0
"Mutton, kg",Govi-Altai,2025-11-24,12000.0
"Mutton, kg",Govi-Altai,2025-11-17,11000.0
"Mutton, kg",Govi-Altai,2025-11-10,11000.0
"Mutton, kg",Govi-Altai,2025-11-03,11000.0
"Mutton, kg",Govi-Altai,2025-10-27,11000.0
"Mutton, kg",Govi-Altai,2025-10-20,11000.0
"Mutton, kg",Govi-Altai,2025-10-13,11000.0
"Mutton, kg",Govi-Altai,2025-10-06,10500.0
"Mutton, kg",Govi-Altai,2025-09-29,11000.0
"Mutton, kg",Govi-Altai,2025-09-22,11000.0
"Mutton, kg",Govi-Altai,2025-09-15,11000.0
"Mutton, kg",Govi-Altai,2025-09-08,11000.0
"Mutton, kg",Govi-Altai,2025-09-01,11500.0
"Mutton, kg",Govi-Altai,2025-08-25,11500.0
"Mutton, kg",Govi-Altai,2025-08-18,11500.0
"Mutton, kg",Govi-Altai,2025-08-11,11500.0
"Mutton, kg",Govi-Altai,2025-08-04,12000.0
"Mutton, kg",Govi-Altai,2025-07-28,12000.0
"Mutton, kg",Govi-Altai,2025-07-21,12000.0
"Mutton, kg",Govi-Altai,2025-07-07,13000.0
"Mutton, kg",Govi-Altai,2025-06-30,13000.0
"Mutton, kg",Govi-Altai,2025-06-23,13000.0
"Mutton, kg",Govi-Altai,2025-06-16,13500.0
"Mutton, kg",Govi-Altai,2025-06-09,15000.0
"Mutton, kg",Govi-Altai,2025-06-02,15000.0
"Mutton, kg",Govi-Altai,2025-05-26,15000.0
"Mutton, kg",Govi-Altai,2025-05-19,15000.0
"Mutton, kg",Govi-Altai,2025-05-12,15000.0
"Mutton, kg",Govi-Altai,2025-05-05,15000.0
"Mutton, kg",Govi-Altai,2025-04-28,15000.0
"Mutton, kg",Govi-Altai,2025-04-21,15000.0
"Mutton, kg",Govi-Altai,2025-04-14,15000.0
"Mutton, kg",Govi-Altai,2025-04-07,15000.0
"Mutton, kg",Govi-Altai,2025-03-31,14500.0
"Mutton, kg",Govi-Altai,2025-03-24,14000.0
"Mutton, kg",Govi-Altai,2025-03-17,14000.0
"Mutton, kg",Govi-Altai,2025-03-10,14000.0
"Mutton, kg",Govi-Altai,2025-02-24,13500.0
"Mutton, kg",Govi-Altai,2025-02-17,13500.0
"Mutton, kg",Govi-Altai,2025-02-10,13167.0
"Mutton, kg",Govi-Altai,2025-02-03,13500.0
"Mutton, kg",Govi-Altai,2025-01-27,13500.0
"Mutton, kg",Govi-Altai,2025-01-20,13000.0
"Mutton, kg",Govi-Altai,2025-01-13,13000.0
"Mutton, kg",Govi-Altai,2025-01-06,13000.0
"Mutton, kg",Govi-Altai,2024-12-30,13000.0
"Mutton, kg",Govi-Altai,2024-12-23,12667.0
"Mutton, kg",Govi-Altai,2024-12-16,10500.0
"Mutton, kg",Govi-Altai,2024-12-09,9500.0
"Mutton, kg",Govi-Altai,2024-12-02,9500.0
"Mutton, kg",Govi-Altai,2024-11-25,8500.0
"Mutton, kg",Govi-Altai,2024-11-18,8500.0
"Mutton, kg",Govi-Altai,2024-11-12,9000.0
"Mutton, kg",Govi-Altai,2024-11-04,9000.0
"Mutton, kg",Govi-Altai,2024-10-28,9000.0
"Mutton, kg",Govi-Altai,2024-10-21,9000.0
"Mutton, kg",Govi-Altai,2024-10-14,9000.0
"Mutton, kg",Govi-Altai,2024-10-07,9500.0
"Mutton, kg",Govi-Altai,2024-09-30,9500.0
"Mutton, kg",Govi-Altai,2024-09-23,9500.0
"Mutton, kg",Govi-Altai,2024-09-16,9500.0
"Mutton, kg",Govi-Altai,2024-09-09,9500.0
"Mutton, kg",Govi-Altai,2024-09-02,10000.0
"Mutton, kg",Govi-Altai,2024-08-26,10500.0
"Mutton, kg",Govi-Altai,2024-08-19,10500.0
"Mutton, kg",Govi-Altai,2024-08-12,11000.0
"Mutton, kg",Govi-Altai,2024-08-05,10500.0
"Mutton, kg",Govi-Altai,2024-07-29,13000.0
"Mutton, kg",Govi-Altai,2024-07-22,13000.0
"Mutton, kg",Govi-Altai,2024-07-08,13500.0
"Mutton, kg",Govi-Altai,2024-07-01,13500.0
"Mutton, kg",Govi-Altai,2024-06-24,13500.0
"Mutton, kg",Govi-Altai,2024-06-17,14000.0
"Mutton, kg",Govi-Altai,2024-06-10,14500.0
"Mutton, kg",Govi-Altai,2024-06-03,15000.0
"Mutton, kg",Govi-Altai,2024-05-27,15000.0
"Mutton, kg",Govi-Altai,2024-05-20,17500.0
"Mutton, kg",Govi-Altai,2024-05-13,17500.0
"Mutton, kg",Govi-Altai,2024-05-06,16000.0
"Mutton, kg",Govi-Altai,2024-04-29,16000.0
"Mutton, kg",Govi-Altai,2024-04-22,14333.0
"Mutton, kg",Govi-Altai,2024-04-15,14000.0
"Mutton, kg",Govi-Altai,2024-04-08,14667.0
"Mutton, kg",Govi-Altai,2024-04-01,15000.0
"Mutton, kg",Govi-Altai,2024-03-25,15000.0
"Mutton, kg",Govi-Altai,2024-03-18,11000.0
"Mutton, kg",Govi-Altai,2024-03-11,10000.0
"Mutton, kg",Govi-Altai,2024-03-04,9833.0
"Mutton, kg",Govi-Altai,2024-02-26,9000.0
"Mutton, kg",Govi-Altai,2024-02-19,9000.0
"Mutton, kg",Govi-Altai,2024-02-05,9000.0
"Mutton, kg",Govi-Altai,2024-01-29,9000.0
"Mutton, kg",Govi-Altai,2024-01-22,8500.0
"Mutton, kg",Govi-Altai,2024-01-15,8500.0
"Mutton, kg",Govi-Altai,2024-01-08,8500.0
"Mutton, kg",Govi-Altai,2024-01-02,8333.0
"Mutton, kg",Zavkhan,2026-08-31,22000.0
"Mutton, kg",Zavkhan,2026-08-24,22000.0
"Mutton, kg",Zavkhan,2026-08-17,22000.0
"Mutton, kg",Zavkhan,2026-8-10,22000.0
"Mutton, kg",Zavkhan,2026-08-03,22000.0
"Mutton, kg",Zavkhan,2026-07-20,22000.0
"Mutton, kg",Zavkhan,2026-07-20,22000.0
"Mutton, kg",Zavkhan,2026-07-06,22000.0
"Mutton, kg",Zavkhan,2026-06-29,22000.0
"Mutton, kg",Zavkhan,2026-06-22,22000.0
"Mutton, kg",Zavkhan,2026-06-15,22000.0
"Mutton, kg",Zavkhan,2026-06-08,22000.0
"Mutton, kg",Zavkhan,2026-06-02,22000.0
"Mutton, kg",Zavkhan,2026-05-25,21000.0
"Mutton, kg",Zavkhan,2026-05-18,20000.0
"Mutton, kg",Zavkhan,2026-05-11,20000.0
"Mutton, kg",Zavkhan,2026-05-04,20000.0
"Mutton, kg",Zavkhan,2026-04-28,19000.0
"Mutton, kg",Zavkhan,2026-04-20,18000.0
"Mutton, kg",Zavkhan,2026-04-13,18000.0
"Mutton, kg",Zavkhan,2026-04-07,18000.0
"Mutton, kg",Zavkhan,2026-03-30,18000.0
"Mutton, kg",Zavkhan,2026-03-23,18000.0
"Mutton, kg",Zavkhan,2026-03-16,16000.0
"Mutton, kg",Zavkhan,2026-03-09,17000.0
"Mutton, kg",Zavkhan,2026-03-02,16000.0
"Mutton, kg",Zavkhan,2026-02-23,16000.0
"Mutton, kg",Zavkhan,2026-02-09,15000.0
"Mutton, kg",Zavkhan,2026-02-02,15000.0
"Mutton, kg",Zavkhan,2026-01-26,14000.0
"Mutton, kg",Zavkhan,2026-01-19,14000.0
"Mutton, kg",Zavkhan,2026-01-12,14000.0
"Mutton, kg",Zavkhan,2026-01-05,13500.0
"Mutton, kg",Zavkhan,2025-12-30,14000.0
"Mutton, kg",Zavkhan,2025-12-22,14000.0
"Mutton, kg",Zavkhan,2025-12-15,14000.0
"Mutton, kg",Zavkhan,2025-12-08,14000.0
"Mutton, kg",Zavkhan,2025-12-01,14000.0
"Mutton, kg",Zavkhan,2025-11-24,14000.0
"Mutton, kg",Zavkhan,2025-11-17,14000.0
"Mutton, kg",Zavkhan,2025-11-10,13000.0
"Mutton, kg",Zavkhan,2025-11-03,13000.0
"Mutton, kg",Zavkhan,2025-10-27,13000.0
"Mutton, kg",Zavkhan,2025-10-20,13000.0
"Mutton, kg",Zavkhan,2025-10-13,13000.0
"Mutton, kg",Zavkhan,2025-10-06,13000.0
"Mutton, kg",Zavkhan,2025-09-29,13000.0
"Mutton, kg",Zavkhan,2025-09-22,13000.0
"Mutton, kg",Zavkhan,2025-09-15,13000.0
"Mutton, kg",Zavkhan,2025-09-08,13000.0
"Mutton, kg",Zavkhan,2025-09-01,13000.0
"Mutton, kg",Zavkhan,2025-08-25,13000.0
"Mutton, kg",Zavkhan,2025-08-18,13000.0
"Mutton, kg",Zavkhan,2025-08-11,14000.0
"Mutton, kg",Zavkhan,2025-08-04,13000.0
"Mutton, kg",Zavkhan,2025-07-28,13000.0
"Mutton, kg",Zavkhan,2025-07-21,14000.0
"Mutton, kg",Zavkhan,2025-07-07,13000.0
"Mutton, kg",Zavkhan,2025-06-30,15000.0
"Mutton, kg",Zavkhan,2025-06-23,15000.0
"Mutton, kg",Zavkhan,2025-06-16,15000.0
"Mutton, kg",Zavkhan,2025-06-09,14000.0
"Mutton, kg",Zavkhan,2025-06-02,14000.0
"Mutton, kg",Zavkhan,2025-05-26,14000.0
"Mutton, kg",Zavkhan,2025-05-19,15000.0
"Mutton, kg",Zavkhan,2025-05-12,15000.0
"Mutton, kg",Zavkhan,2025-05-05,15000.0
"Mutton, kg",Zavkhan,2025-04-28,15000.0
"Mutton, kg",Zavkhan,2025-04-21,15000.0
"Mutton, kg",Zavkhan,2025-04-14,15000.0
"Mutton, kg",Zavkhan,2025-04-07,15000.0
"Mutton, kg",Zavkhan,2025-03-31,14000.0
"Mutton, kg",Zavkhan,2025-03-24,14000.0
"Mutton, kg",Zavkhan,2025-03-17,14000.0
"Mutton, kg",Zavkhan,2025-03-10,13000.0
"Mutton, kg",Zavkhan,2025-02-24,13000.0
"Mutton, kg",Zavkhan,2025-02-17,13000.0
"Mutton, kg",Zavkhan,2025-02-10,13000.0
"Mutton, kg",Zavkhan,2025-02-03,13000.0
"Mutton, kg",Zavkhan,2025-01-27,13000.0
"Mutton, kg",Zavkhan,2025-01-20,13000.0
"Mutton, kg",Zavkhan,2025-01-13,13000.0
"Mutton, kg",Zavkhan,2025-01-06,12000.0
"Mutton, kg",Zavkhan,2024-12-30,12000.0
"Mutton, kg",Zavkhan,2024-12-23,12000.0
"Mutton, kg",Zavkhan,2024-12-16,12000.0
"Mutton, kg",Zavkhan,2024-12-09,10000.0
"Mutton, kg",Zavkhan,2024-12-02,10000.0
"Mutton, kg",Zavkhan,2024-11-25,10000.0
"Mutton, kg",Zavkhan,2024-11-18,10000.0
"Mutton, kg",Zavkhan,2024-11-12,10000.0
"Mutton, kg",Zavkhan,2024-11-04,10000.0
"Mutton, kg",Zavkhan,2024-10-28,10000.0
"Mutton, kg",Zavkhan,2024-10-21,10000.0
"Mutton, kg",Zavkhan,2024-10-14,10000.0
"Mutton, kg",Zavkhan,2024-10-07,10000.0
"Mutton, kg",Zavkhan,2024-09-30,10000.0
"Mutton, kg",Zavkhan,2024-09-23,10000.0
"Mutton, kg",Zavkhan,2024-09-16,10000.0
"Mutton, kg",Zavkhan,2024-09-09,11000.0
"Mutton, kg",Zavkhan,2024-09-02,11000.0
"Mutton, kg",Zavkhan,2024-08-26,12000.0
"Mutton, kg",Zavkhan,2024-08-19,12000.0
"Mutton, kg",Zavkhan,2024-08-12,12000.0
"Mutton, kg",Zavkhan,2024-08-05,12000.0
"Mutton, kg",Zavkhan,2024-07-29,13000.0
"Mutton, kg",Zavkhan,2024-07-22,13000.0
