Products,Region,Time,value
"Milk, fresh, not pasteurised, l",Umnugovi,2025-07-07,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-06-30,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-06-23,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-06-16,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-06-09,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-06-02,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-05-26,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-05-19,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-05-12,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-05-05,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-04-28,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-04-21,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-04-14,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-04-07,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-03-31,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-03-24,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-03-17,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-03-10,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2025-02-24,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-02-17,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-02-10,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-02-03,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-01-27,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-01-20,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-01-13,
"Milk, fresh, not pasteurised, l",Umnugovi,2025-01-06,
"Milk, fresh, not pasteurised, l",Umnugovi,2024-12-30,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-12-23,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-12-16,
"Milk, fresh, not pasteurised, l",Umnugovi,2024-12-09,
"Milk, fresh, not pasteurised, l",Umnugovi,2024-12-02,
"Milk, fresh, not pasteurised, l",Umnugovi,2024-11-25,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-11-18,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-11-12,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-11-04,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-10-28,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-10-21,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-10-14,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-10-07,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-09-30,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-09-23,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-09-16,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-09-09,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-09-02,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-08-26,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-08-19,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-08-12,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-08-05,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-07-29,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-07-22,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-07-08,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-07-01,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-06-24,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-06-17,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-06-10,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-06-03,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-05-27,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-05-20,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-05-13,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-05-06,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-04-29,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-04-22,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-04-15,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-04-08,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-04-01,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-03-25,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-03-18,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-03-11,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-03-04,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-02-26,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-02-19,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-02-05,6000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-01-29,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-01-22,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-01-15,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-01-08,5000.0
"Milk, fresh, not pasteurised, l",Umnugovi,2024-01-02,5000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-08-31,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-08-24,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-08-17,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-8-10,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-08-03,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-07-20,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-07-20,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-07-06,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-06-29,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-06-22,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-06-15,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-06-08,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-06-02,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-05-25,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-05-18,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-05-11,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-05-04,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-04-28,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-04-20,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-04-13,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-04-07,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-03-30,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-03-23,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-03-16,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-03-09,4200.0
"Milk, fresh, not pasteurised, l",Selenge,2026-03-02,4500.0
"Milk, fresh, not pasteurised, l",Selenge,2026-02-23,4600.0
"Milk, fresh, not pasteurised, l",Selenge,2026-02-09,4600.0
"Milk, fresh, not pasteurised, l",Selenge,2026-02-02,4600.0
"Milk, fresh, not pasteurised, l",Selenge,2026-01-26,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-01-19,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-01-12,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2026-01-05,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-12-30,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-12-22,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-12-15,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-12-08,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-12-01,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-11-24,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-11-17,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-11-10,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-11-03,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2025-10-27,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2025-10-20,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2025-10-13,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-10-06,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-09-29,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2025-09-22,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-09-15,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-09-08,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-09-01,1300.0
"Milk, fresh, not pasteurised, l",Selenge,2025-08-25,1300.0
"Milk, fresh, not pasteurised, l",Selenge,2025-08-18,1300.0
"Milk, fresh, not pasteurised, l",Selenge,2025-08-11,1300.0
"Milk, fresh, not pasteurised, l",Selenge,2025-08-04,1500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-07-28,1500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-07-21,1500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-07-07,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-06-30,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-06-23,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-06-16,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-06-09,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-06-02,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-05-26,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-05-19,3300.0
"Milk, fresh, not pasteurised, l",Selenge,2025-05-12,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-05-05,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-04-28,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-04-21,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-04-14,3800.0
"Milk, fresh, not pasteurised, l",Selenge,2025-04-07,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-03-31,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-03-24,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-03-17,4800.0
"Milk, fresh, not pasteurised, l",Selenge,2025-03-10,4800.0
"Milk, fresh, not pasteurised, l",Selenge,2025-02-24,4500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-02-17,4500.0
"Milk, fresh, not pasteurised, l",Selenge,2025-02-10,4200.0
"Milk, fresh, not pasteurised, l",Selenge,2025-02-03,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2025-01-27,4100.0
"Milk, fresh, not pasteurised, l",Selenge,2025-01-20,4100.0
"Milk, fresh, not pasteurised, l",Selenge,2025-01-13,4200.0
"Milk, fresh, not pasteurised, l",Selenge,2025-01-06,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-12-30,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-12-23,3200.0
"Milk, fresh, not pasteurised, l",Selenge,2024-12-16,3000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-12-09,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-12-02,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-11-25,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-11-18,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-11-12,2700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-11-04,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-10-28,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-10-21,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-10-14,2500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-10-07,2200.0
"Milk, fresh, not pasteurised, l",Selenge,2024-09-30,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-09-23,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-09-16,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-09-09,1500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-09-02,1500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-08-26,1800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-08-19,1800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-08-12,1800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-08-05,
"Milk, fresh, not pasteurised, l",Selenge,2024-07-29,1800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-07-22,1800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-07-08,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-07-01,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-06-24,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-06-17,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-06-10,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-06-03,2200.0
"Milk, fresh, not pasteurised, l",Selenge,2024-05-27,2000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-05-20,3700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-05-13,3700.0
"Milk, fresh, not pasteurised, l",Selenge,2024-05-06,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-04-29,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-04-22,3800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-04-15,3800.0
"Milk, fresh, not pasteurised, l",Selenge,2024-04-08,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-04-01,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-03-25,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-03-18,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-03-11,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-03-04,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-02-26,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-02-19,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-02-05,4500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-01-29,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-01-22,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-01-15,4000.0
"Milk, fresh, not pasteurised, l",Selenge,2024-01-08,3500.0
"Milk, fresh, not pasteurised, l",Selenge,2024-01-02,3700.0
"Milk, fresh, not pasteurised, l",Tuv,2026-08-31,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2026-08-24,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2026-08-17,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2026-8-10,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2026-08-03,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2026-07-20,2657.0
"Milk, fresh, not pasteurised, l",Tuv,2026-07-20,2739.0
"Milk, fresh, not pasteurised, l",Tuv,2026-07-06,2739.0
"Milk, fresh, not pasteurised, l",Tuv,2026-06-29,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-06-22,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-06-15,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-06-08,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-06-02,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-05-25,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-05-18,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-05-11,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-05-04,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-04-28,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-04-20,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-04-13,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-04-07,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-03-30,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-03-23,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-03-16,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-03-09,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-03-02,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-02-23,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-02-09,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-02-02,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-01-26,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-01-19,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-01-12,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2026-01-05,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-12-30,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-12-22,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-12-15,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-12-08,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-12-01,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-11-24,3800.0
"Milk, fresh, not pasteurised, l",Tuv,2025-11-17,3800.0
"Milk, fresh, not pasteurised, l",Tuv,2025-11-10,3800.0
"Milk, fresh, not pasteurised, l",Tuv,2025-11-03,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-10-27,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-10-20,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-10-13,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-10-06,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-09-29,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-09-22,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-09-15,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-09-08,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-09-01,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-08-25,2300.0
"Milk, fresh, not pasteurised, l",Tuv,2025-08-18,2300.0
"Milk, fresh, not pasteurised, l",Tuv,2025-08-11,2300.0
"Milk, fresh, not pasteurised, l",Tuv,2025-08-04,2300.0
"Milk, fresh, not pasteurised, l",Tuv,2025-07-28,2300.0
"Milk, fresh, not pasteurised, l",Tuv,2025-07-21,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-07-07,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-06-30,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-06-23,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-06-16,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-06-09,2750.0
"Milk, fresh, not pasteurised, l",Tuv,2025-06-02,2750.0
"Milk, fresh, not pasteurised, l",Tuv,2025-05-26,2750.0
"Milk, fresh, not pasteurised, l",Tuv,2025-05-19,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-05-12,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-05-05,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-04-28,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-04-21,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-04-14,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-04-07,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-03-31,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-03-24,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2025-03-17,3750.0
"Milk, fresh, not pasteurised, l",Tuv,2025-03-10,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-02-24,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-02-17,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-02-10,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-02-03,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-01-27,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-01-20,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-01-13,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2025-01-06,3800.0
"Milk, fresh, not pasteurised, l",Tuv,2024-12-30,3800.0
"Milk, fresh, not pasteurised, l",Tuv,2024-12-23,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-12-16,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-12-09,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-12-02,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-11-25,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-11-18,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-11-12,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-11-04,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-10-28,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-10-21,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-10-14,2800.0
"Milk, fresh, not pasteurised, l",Tuv,2024-10-07,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-09-30,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-09-23,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-09-16,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-09-09,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-09-02,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-08-26,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-08-19,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-08-12,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-08-05,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-07-29,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-07-22,2200.0
"Milk, fresh, not pasteurised, l",Tuv,2024-07-08,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-07-01,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-06-24,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-06-17,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-06-10,2500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-06-03,2800.0
"Milk, fresh, not pasteurised, l",Tuv,2024-05-27,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-05-20,3000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-05-13,3250.0
"Milk, fresh, not pasteurised, l",Tuv,2024-05-06,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-04-29,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-04-22,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-04-15,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-04-08,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-04-01,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-03-25,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-03-18,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-03-11,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-03-04,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-02-26,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-02-19,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-02-05,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-01-29,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-01-22,4000.0
"Milk, fresh, not pasteurised, l",Tuv,2024-01-15,3900.0
"Milk, fresh, not pasteurised, l",Tuv,2024-01-08,3500.0
"Milk, fresh, not pasteurised, l",Tuv,2024-01-02,3500.0
"Milk, fresh, not pasteurised, l",Eastern region,2026-08-31,
"Milk, fresh, not pasteurised, l",Eastern region,2026-08-24,
"Milk, fresh, not pasteurised, l",Eastern region,2026-08-17,
"Milk, fresh, not pasteurised, l",Eastern region,2026-8-10,
"Milk, fresh, not pasteurised, l",Eastern region,2026-08-03,
"Milk, fresh, not pasteurised, l",Eastern region,2026-07-20,
"Milk, fresh, not pasteurised, l",Eastern region,2026-07-20,
"Milk, fresh, not pasteurised, l",Eastern region,2026-07-06,
"Milk, fresh, not pasteurised, l",Eastern region,2026-06-29,
"Milk, fresh, not pasteurised, l",Eastern region,2026-06-22,
"Milk, fresh, not pasteurised, l",Eastern region,2026-06-15,
"Milk, fresh, not pasteurised, l",Eastern region,2026-06-08,
"Milk, fresh, not pasteurised, l",Eastern region,2026-06-02,
"Milk, fresh, not pasteurised, l",Eastern region,2026-05-25,
"Milk, fresh, not pasteurised, l",Eastern region,2026-05-18,
"Milk, fresh, not pasteurised, l",Eastern region,2026-05-11,
"Milk, fresh, not pasteurised, l",Eastern region,2026-05-04,
"Milk, fresh, not pasteurised, l",Eastern region,2026-04-28,
"Milk, fresh, not pasteurised, l",Eastern region,2026-04-20,
"Milk, fresh, not pasteurised, l",Eastern region,2026-04-13,
"Milk, fresh, not pasteurised, l",Eastern region,2026-04-07,
"Milk, fresh, not pasteurised, l",Eastern region,2026-03-30,
"Milk, fresh, not pasteurised, l",Eastern region,2026-03-23,
"Milk, fresh, not pasteurised, l",Eastern region,2026-03-16,
"Milk, fresh, not pasteurised, l",Eastern region,2026-03-09,
"Milk, fresh, not pasteurised, l",Eastern region,2026-03-02,
"Milk, fresh, not pasteurised, l",Eastern region,2026-02-23,
"Milk, fresh, not pasteurised, l",Eastern region,2026-02-09,
"Milk, fresh, not pasteurised, l",Eastern region,2026-02-02,
"Milk, fresh, not pasteurised, l",Eastern region,2026-01-26,
"Milk, fresh, not pasteurised, l",Eastern region,2026-01-19,
"Milk, fresh, not pasteurised, l",Eastern region,2026-01-12,
"Milk, fresh, not pasteurised, l",Eastern region,2026-01-05,
"Milk, fresh, not pasteurised, l",Eastern region,2025-12-30,
"Milk, fresh, not pasteurised, l",Eastern region,2025-12-22,
"Milk, fresh, not pasteurised, l",Eastern region,2025-12-15,
"Milk, fresh, not pasteurised, l",Eastern region,2025-12-08,
"Milk, fresh, not pasteurised, l",Eastern region,2025-12-01,
"Milk, fresh, not pasteurised, l",Eastern region,2025-11-24,
"Milk, fresh, not pasteurised, l",Eastern region,2025-11-17,
"Milk, fresh, not pasteurised, l",Eastern region,2025-11-10,
"Milk, fresh, not pasteurised, l",Eastern region,2025-11-03,
"Milk, fresh, not pasteurised, l",Eastern region,2025-10-27,
"Milk, fresh, not pasteurised, l",Eastern region,2025-10-20,
"Milk, fresh, not pasteurised, l",Eastern region,2025-10-13,
"Milk, fresh, not pasteurised, l",Eastern region,2025-10-06,
"Milk, fresh, not pasteurised, l",Eastern region,2025-09-29,
"Milk, fresh, not pasteurised, l",Eastern region,2025-09-22,
"Milk, fresh, not pasteurised, l",Eastern region,2025-09-15,
"Milk, fresh, not pasteurised, l",Eastern region,2025-09-08,
"Milk, fresh, not pasteurised, l",Eastern region,2025-09-01,
"Milk, fresh, not pasteurised, l",Eastern region,2025-08-25,
"Milk, fresh, not pasteurised, l",Eastern region,2025-08-18,
"Milk, fresh, not pasteurised, l",Eastern region,2025-08-11,
"Milk, fresh, not pasteurised, l",Eastern region,2025-08-04,
"Milk, fresh, not pasteurised, l",Eastern region,2025-07-28,
