Үзүүлэлт,Бүс,Он,value
Гэрлэлт,Өмнөговь,2023,17
Гэрлэлт,Өмнөговь,2022,12
Гэрлэлт,Өмнөговь,2021,25
Гэрлэлт,Өмнөговь,2020,26
Гэрлэлт,Өмнөговь,2019,42
Гэрлэлт,Өмнөговь,2018,26
Гэрлэлт,Өмнөговь,2017,33
Гэрлэлт,Өмнөговь,2016,18
Гэрлэлт,Өмнөговь,2015,38
Гэрлэлт,Өмнөговь,2014,31
Гэрлэлт,Өмнөговь,2013,40
Гэрлэлт,Өмнөговь,2011,17
Гэрлэлт,Өмнөговь,2010,15
Гэрлэлт,Өмнөговь,2009,34
Гэрлэлт,Өмнөговь,2008,29
Гэрлэлт,Өмнөговь,2007,43
Гэрлэлт,Өмнөговь,2006,69
Гэрлэлт,Өндөрхангай,2025,12
Гэрлэлт,Өндөрхангай,2024,8
Гэрлэлт,Өндөрхангай,2023,16
Гэрлэлт,Өндөрхангай,2022,12
Гэрлэлт,Өндөрхангай,2021,22
Гэрлэлт,Өндөрхангай,2020,26
Гэрлэлт,Өндөрхангай,2019,23
Гэрлэлт,Өндөрхангай,2018,23
Гэрлэлт,Өндөрхангай,2017,20
Гэрлэлт,Өндөрхангай,2016,23
Гэрлэлт,Өндөрхангай,2015,26
Гэрлэлт,Өндөрхангай,2014,28
Гэрлэлт,Өндөрхангай,2013,23
Гэрлэлт,Өндөрхангай,2011,4
Гэрлэлт,Өндөрхангай,2010,4
Гэрлэлт,Өндөрхангай,2009,16
Гэрлэлт,Өндөрхангай,2008,27
Гэрлэлт,Өндөрхангай,2007,69
Гэрлэлт,Өндөрхангай,2006,82
Гэрлэлт,Сагил,2025,12
Гэрлэлт,Сагил,2024,11
Гэрлэлт,Сагил,2023,10
Гэрлэлт,Сагил,2022,10
Гэрлэлт,Сагил,2021,13
Гэрлэлт,Сагил,2020,14
Гэрлэлт,Сагил,2019,19
Гэрлэлт,Сагил,2018,16
Гэрлэлт,Сагил,2017,16
Гэрлэлт,Сагил,2016,14
Гэрлэлт,Сагил,2015,21
Гэрлэлт,Сагил,2014,14
Гэрлэлт,Сагил,2013,18
Гэрлэлт,Сагил,2011,11
Гэрлэлт,Сагил,2010,3
Гэрлэлт,Сагил,2009,18
Гэрлэлт,Сагил,2008,21
Гэрлэлт,Сагил,2007,21
Гэрлэлт,Сагил,2006,50
Гэрлэлт,Тариалан,2025,21
Гэрлэлт,Тариалан,2024,23
Гэрлэлт,Тариалан,2023,22
Гэрлэлт,Тариалан,2022,19
Гэрлэлт,Тариалан,2021,33
Гэрлэлт,Тариалан,2020,23
Гэрлэлт,Тариалан,2019,18
Гэрлэлт,Тариалан,2018,22
Гэрлэлт,Тариалан,2017,27
Гэрлэлт,Тариалан,2016,27
Гэрлэлт,Тариалан,2015,30
Гэрлэлт,Тариалан,2014,38
Гэрлэлт,Тариалан,2013,33
Гэрлэлт,Тариалан,2011,27
Гэрлэлт,Тариалан,2010,24
Гэрлэлт,Тариалан,2009,29
Гэрлэлт,Тариалан,2008,26
Гэрлэлт,Тариалан,2007,36
Гэрлэлт,Тариалан,2006,78
Гэрлэлт,Түргэн,2025,8
Гэрлэлт,Түргэн,2024,5
Гэрлэлт,Түргэн,2023,7
Гэрлэлт,Түргэн,2022,3
Гэрлэлт,Түргэн,2021,13
Гэрлэлт,Түргэн,2020,7
Гэрлэлт,Түргэн,2019,6
Гэрлэлт,Түргэн,2018,15
Гэрлэлт,Түргэн,2017,13
Гэрлэлт,Түргэн,2016,13
Гэрлэлт,Түргэн,2015,13
Гэрлэлт,Түргэн,2014,17
Гэрлэлт,Түргэн,2013,19
Гэрлэлт,Түргэн,2011,5
Гэрлэлт,Түргэн,2010,3
Гэрлэлт,Түргэн,2009,15
Гэрлэлт,Түргэн,2008,14
Гэрлэлт,Түргэн,2007,25
Гэрлэлт,Түргэн,2006,32
Гэрлэлт,Тэс,2025,6
Гэрлэлт,Тэс,2024,21
Гэрлэлт,Тэс,2023,20
Гэрлэлт,Тэс,2022,43
Гэрлэлт,Тэс,2021,30
Гэрлэлт,Тэс,2020,40
Гэрлэлт,Тэс,2019,44
Гэрлэлт,Тэс,2018,32
Гэрлэлт,Тэс,2017,48
Гэрлэлт,Тэс,2016,37
Гэрлэлт,Тэс,2015,40
Гэрлэлт,Тэс,2014,33
Гэрлэлт,Тэс,2013,42
Гэрлэлт,Тэс,2011,26
Гэрлэлт,Тэс,2010,14
Гэрлэлт,Тэс,2009,53
Гэрлэлт,Тэс,2008,146
Гэрлэлт,Тэс,2007,91
Гэрлэлт,Тэс,2006,80
Гэрлэлт,Ховд,2025,7
Гэрлэлт,Ховд,2024,9
Гэрлэлт,Ховд,2023,8
Гэрлэлт,Ховд,2022,5
Гэрлэлт,Ховд,2021,16
Гэрлэлт,Ховд,2020,14
Гэрлэлт,Ховд,2019,18
Гэрлэлт,Ховд,2018,11
Гэрлэлт,Ховд,2017,23
Гэрлэлт,Ховд,2016,21
Гэрлэлт,Ховд,2015,12
Гэрлэлт,Ховд,2014,11
Гэрлэлт,Ховд,2013,20
Гэрлэлт,Ховд,2011,4
Гэрлэлт,Ховд,2010,2
Гэрлэлт,Ховд,2009,19
Гэрлэлт,Ховд,2008,36
Гэрлэлт,Ховд,2007,47
Гэрлэлт,Ховд,2006,56
Гэрлэлт,Хяргас,2025,7
Гэрлэлт,Хяргас,2024,9
Гэрлэлт,Хяргас,2023,7
Гэрлэлт,Хяргас,2022,12
Гэрлэлт,Хяргас,2021,19
Гэрлэлт,Хяргас,2020,19
Гэрлэлт,Хяргас,2019,12
Гэрлэлт,Хяргас,2018,9
Гэрлэлт,Хяргас,2017,19
Гэрлэлт,Хяргас,2016,19
Гэрлэлт,Хяргас,2015,14
Гэрлэлт,Хяргас,2014,16
Гэрлэлт,Хяргас,2013,10
Гэрлэлт,Хяргас,2011,20
Гэрлэлт,Хяргас,2010,5
Гэрлэлт,Хяргас,2009,22
Гэрлэлт,Хяргас,2008,16
Гэрлэлт,Хяргас,2007,24
Гэрлэлт,Хяргас,2006,32
Гэрлэлт,Цагаанхайрхан,2025,10
Гэрлэлт,Цагаанхайрхан,2024,9
Гэрлэлт,Цагаанхайрхан,2023,9
Гэрлэлт,Цагаанхайрхан,2022,13
Гэрлэлт,Цагаанхайрхан,2021,10
Гэрлэлт,Цагаанхайрхан,2020,16
Гэрлэлт,Цагаанхайрхан,2019,8
Гэрлэлт,Цагаанхайрхан,2018,17
Гэрлэлт,Цагаанхайрхан,2017,12
Гэрлэлт,Цагаанхайрхан,2016,12
Гэрлэлт,Цагаанхайрхан,2015,5
Гэрлэлт,Цагаанхайрхан,2014,16
Гэрлэлт,Цагаанхайрхан,2013,18
Гэрлэлт,Цагаанхайрхан,2011,12
Гэрлэлт,Цагаанхайрхан,2010,5
Гэрлэлт,Цагаанхайрхан,2009,26
Гэрлэлт,Цагаанхайрхан,2008,20
Гэрлэлт,Цагаанхайрхан,2007,31
Гэрлэлт,Цагаанхайрхан,2006,54
Гэрлэлт,Ховд,2025,353
Гэрлэлт,Ховд,2024,403
Гэрлэлт,Ховд,2023,471
Гэрлэлт,Ховд,2022,407
Гэрлэлт,Ховд,2021,627
Гэрлэлт,Ховд,2020,567
Гэрлэлт,Ховд,2019,615
Гэрлэлт,Ховд,2018,587
Гэрлэлт,Ховд,2017,654
Гэрлэлт,Ховд,2016,470
Гэрлэлт,Ховд,2015,586
Гэрлэлт,Ховд,2014,703
Гэрлэлт,Ховд,2013,709
Гэрлэлт,Ховд,2011,508
Гэрлэлт,Ховд,2010,396
Гэрлэлт,Ховд,2009,702
Гэрлэлт,Ховд,2008,761
Гэрлэлт,Ховд,2007,869
Гэрлэлт,Ховд,2006,1335
Гэрлэлт,Жаргалант,2025,164
Гэрлэлт,Жаргалант,2024,204
Гэрлэлт,Жаргалант,2023,204
Гэрлэлт,Жаргалант,2022,159
Гэрлэлт,Жаргалант,2021,311
Гэрлэлт,Жаргалант,2020,261
Гэрлэлт,Жаргалант,2019,289
Гэрлэлт,Жаргалант,2018,235
Гэрлэлт,Жаргалант,2017,236
Гэрлэлт,Жаргалант,2016,164
Гэрлэлт,Жаргалант,2015,227
Гэрлэлт,Жаргалант,2014,273
Гэрлэлт,Жаргалант,2013,317
Гэрлэлт,Жаргалант,2011,194
Гэрлэлт,Жаргалант,2010,161
Гэрлэлт,Жаргалант,2009,265
Гэрлэлт,Жаргалант,2008,259
Гэрлэлт,Жаргалант,2007,274
Гэрлэлт,Жаргалант,2006,459
Гэрлэлт,Алтай,2025,16
Гэрлэлт,Алтай,2024,8
Гэрлэлт,Алтай,2023,26
Гэрлэлт,Алтай,2022,20
Гэрлэлт,Алтай,2021,22
Гэрлэлт,Алтай,2020,23
Гэрлэлт,Алтай,2019,29
Гэрлэлт,Алтай,2018,20
Гэрлэлт,Алтай,2017,24
Гэрлэлт,Алтай,2016,21
Гэрлэлт,Алтай,2015,16
Гэрлэлт,Алтай,2014,14
Гэрлэлт,Алтай,2013,19
Гэрлэлт,Алтай,2011,12
Гэрлэлт,Алтай,2010,15
Гэрлэлт,Алтай,2009,30
Гэрлэлт,Алтай,2008,26
Гэрлэлт,Алтай,2007,38
Гэрлэлт,Алтай,2006,30
Гэрлэлт,Булган,2025,39
Гэрлэлт,Булган,2024,43
Гэрлэлт,Булган,2023,42
Гэрлэлт,Булган,2022,50
Гэрлэлт,Булган,2021,71
Гэрлэлт,Булган,2020,69
Гэрлэлт,Булган,2019,68
Гэрлэлт,Булган,2018,84
Гэрлэлт,Булган,2017,85
Гэрлэлт,Булган,2016,60
Гэрлэлт,Булган,2015,69
Гэрлэлт,Булган,2014,67
Гэрлэлт,Булган,2013,63
Гэрлэлт,Булган,2011,42
Гэрлэлт,Булган,2010,44
Гэрлэлт,Булган,2009,65
Гэрлэлт,Булган,2008,94
Гэрлэлт,Булган,2007,78
Гэрлэлт,Булган,2006,120
Гэрлэлт,Буянт,2025,17
Гэрлэлт,Буянт,2024,14
Гэрлэлт,Буянт,2023,19
Гэрлэлт,Буянт,2022,6
Гэрлэлт,Буянт,2021,19
Гэрлэлт,Буянт,2020,15
Гэрлэлт,Буянт,2019,19
Гэрлэлт,Буянт,2018,21
Гэрлэлт,Буянт,2017,27
Гэрлэлт,Буянт,2016,13
Гэрлэлт,Буянт,2015,23
Гэрлэлт,Буянт,2014,29
Гэрлэлт,Буянт,2013,24
Гэрлэлт,Буянт,2011,26
Гэрлэлт,Буянт,2010,8
Гэрлэлт,Буянт,2009,31
Гэрлэлт,Буянт,2008,22
Гэрлэлт,Буянт,2007,38
Гэрлэлт,Буянт,2006,61
Гэрлэлт,Дарви,2025,9
Гэрлэлт,Дарви,2024,10
Гэрлэлт,Дарви,2023,12
Гэрлэлт,Дарви,2022,8
Гэрлэлт,Дарви,2021,27
Гэрлэлт,Дарви,2020,14
Гэрлэлт,Дарви,2019,18
Гэрлэлт,Дарви,2018,12
Гэрлэлт,Дарви,2017,11
Гэрлэлт,Дарви,2016,18
Гэрлэлт,Дарви,2015,12
Гэрлэлт,Дарви,2014,23
Гэрлэлт,Дарви,2013,20
Гэрлэлт,Дарви,2011,14
Гэрлэлт,Дарви,2010,16
Гэрлэлт,Дарви,2009,21
Гэрлэлт,Дарви,2008,19
Гэрлэлт,Дарви,2007,27
Гэрлэлт,Дарви,2006,43
Гэрлэлт,Дөргөн,2025,14
Гэрлэлт,Дөргөн,2024,9
Гэрлэлт,Дөргөн,2023,19
Гэрлэлт,Дөргөн,2022,17
Гэрлэлт,Дөргөн,2021,9
Гэрлэлт,Дөргөн,2020,23
Гэрлэлт,Дөргөн,2019,18
Гэрлэлт,Дөргөн,2018,17
Гэрлэлт,Дөргөн,2017,23
Гэрлэлт,Дөргөн,2016,14
Гэрлэлт,Дөргөн,2015,20
Гэрлэлт,Дөргөн,2014,37
Гэрлэлт,Дөргөн,2013,15
Гэрлэлт,Дөргөн,2011,7
Гэрлэлт,Дөргөн,2010,12
Гэрлэлт,Дөргөн,2009,21
Гэрлэлт,Дөргөн,2008,14
Гэрлэлт,Дөргөн,2007,29
Гэрлэлт,Дөргөн,2006,38
Гэрлэлт,Дуут,2025,3
Гэрлэлт,Дуут,2024,2
Гэрлэлт,Дуут,2023,7
Гэрлэлт,Дуут,2022,4
Гэрлэлт,Дуут,2021,7
Гэрлэлт,Дуут,2020,5
Гэрлэлт,Дуут,2019,6
Гэрлэлт,Дуут,2018,6
Гэрлэлт,Дуут,2017,13
Гэрлэлт,Дуут,2016,8
Гэрлэлт,Дуут,2015,18
Гэрлэлт,Дуут,2014,7
Гэрлэлт,Дуут,2013,9
Гэрлэлт,Дуут,2011,30
Гэрлэлт,Дуут,2010,12
Гэрлэлт,Дуут,2009,33
Гэрлэлт,Дуут,2008,35
Гэрлэлт,Дуут,2007,25
Гэрлэлт,Дуут,2006,33
Гэрлэлт,Зэрэг,2025,7
Гэрлэлт,Зэрэг,2024,11
Гэрлэлт,Зэрэг,2023,16
Гэрлэлт,Зэрэг,2022,6
Гэрлэлт,Зэрэг,2021,9
Гэрлэлт,Зэрэг,2020,16
Гэрлэлт,Зэрэг,2019,10
Гэрлэлт,Зэрэг,2018,20
Гэрлэлт,Зэрэг,2017,22
Гэрлэлт,Зэрэг,2016,17
Гэрлэлт,Зэрэг,2015,30
Гэрлэлт,Зэрэг,2014,21
Гэрлэлт,Зэрэг,2013,16
Гэрлэлт,Зэрэг,2011,34
Гэрлэлт,Зэрэг,2010,21
Гэрлэлт,Зэрэг,2009,29
Гэрлэлт,Зэрэг,2008,29
Гэрлэлт,Зэрэг,2007,30
Гэрлэлт,Зэрэг,2006,79
Гэрлэлт,Манхан,2025,8
Гэрлэлт,Манхан,2024,10
Гэрлэлт,Манхан,2023,11
Гэрлэлт,Манхан,2022,21
Гэрлэлт,Манхан,2021,19
Гэрлэлт,Манхан,2020,18
Гэрлэлт,Манхан,2019,27
Гэрлэлт,Манхан,2018,29
Гэрлэлт,Манхан,2017,36
Гэрлэлт,Манхан,2016,16
Гэрлэлт,Манхан,2015,27
Гэрлэлт,Манхан,2014,28
Гэрлэлт,Манхан,2013,28
Гэрлэлт,Манхан,2011,19
Гэрлэлт,Манхан,2010,12
Гэрлэлт,Манхан,2009,19
Гэрлэлт,Манхан,2008,31
Гэрлэлт,Манхан,2007,36
Гэрлэлт,Манхан,2006,36
Гэрлэлт,Мөнххайрхан,2025,10
Гэрлэлт,Мөнххайрхан,2024,3
Гэрлэлт,Мөнххайрхан,2023,12
Гэрлэлт,Мөнххайрхан,2022,12
Гэрлэлт,Мөнххайрхан,2021,3
Гэрлэлт,Мөнххайрхан,2020,11
Гэрлэлт,Мөнххайрхан,2019,11
Гэрлэлт,Мөнххайрхан,2018,13
Гэрлэлт,Мөнххайрхан,2017,10
Гэрлэлт,Мөнххайрхан,2016,13
Гэрлэлт,Мөнххайрхан,2015,4
Гэрлэлт,Мөнххайрхан,2014,19
Гэрлэлт,Мөнххайрхан,2013,17
Гэрлэлт,Мөнххайрхан,2011,21
Гэрлэлт,Мөнххайрхан,2010,18
Гэрлэлт,Мөнххайрхан,2009,24
Гэрлэлт,Мөнххайрхан,2008,43
Гэрлэлт,Мөнххайрхан,2007,38
Гэрлэлт,Мөнххайрхан,2006,78
Гэрлэлт,Мөст,2025,10
Гэрлэлт,Мөст,2024,11
Гэрлэлт,Мөст,2023,15
Гэрлэлт,Мөст,2022,12
Гэрлэлт,Мөст,2021,13
Гэрлэлт,Мөст,2020,19
Гэрлэлт,Мөст,2019,19
Гэрлэлт,Мөст,2018,20
Гэрлэлт,Мөст,2017,26
Гэрлэлт,Мөст,2016,19
Гэрлэлт,Мөст,2015,11
Гэрлэлт,Мөст,2014,14
Гэрлэлт,Мөст,2013,26
Гэрлэлт,Мөст,2011,8
Гэрлэлт,Мөст,2010,11
Гэрлэлт,Мөст,2009,22
Гэрлэлт,Мөст,2008,34
Гэрлэлт,Мөст,2007,31
Гэрлэлт,Мөст,2006,46
Гэрлэлт,Мянгад,2025,7
Гэрлэлт,Мянгад,2024,14
Гэрлэлт,Мянгад,2023,21
Гэрлэлт,Мянгад,2022,35
Гэрлэлт,Мянгад,2021,14
Гэрлэлт,Мянгад,2020,15
Гэрлэлт,Мянгад,2019,24
Гэрлэлт,Мянгад,2018,19
Гэрлэлт,Мянгад,2017,27
Гэрлэлт,Мянгад,2016,21
Гэрлэлт,Мянгад,2015,22
Гэрлэлт,Мянгад,2014,19
Гэрлэлт,Мянгад,2013,31
Гэрлэлт,Мянгад,2011,12
Гэрлэлт,Мянгад,2010,2
Гэрлэлт,Мянгад,2009,20
Гэрлэлт,Мянгад,2008,17
Гэрлэлт,Мянгад,2007,23
Гэрлэлт,Мянгад,2006,48
Гэрлэлт,Үенч,2025,13
Гэрлэлт,Үенч,2024,27
Гэрлэлт,Үенч,2023,16
Гэрлэлт,Үенч,2022,10
Гэрлэлт,Үенч,2021,30
Гэрлэлт,Үенч,2020,21
Гэрлэлт,Үенч,2019,15
Гэрлэлт,Үенч,2018,13
Гэрлэлт,Үенч,2017,20
Гэрлэлт,Үенч,2016,19
Гэрлэлт,Үенч,2015,24
Гэрлэлт,Үенч,2014,51
Гэрлэлт,Үенч,2013,38
Гэрлэлт,Үенч,2011,22
Гэрлэлт,Үенч,2010,17
Гэрлэлт,Үенч,2009,18
Гэрлэлт,Үенч,2008,41
Гэрлэлт,Үенч,2007,45
Гэрлэлт,Үенч,2006,67
Гэрлэлт,Ховд сум,2025,7
Гэрлэлт,Ховд сум,2024,12
Гэрлэлт,Ховд сум,2023,10
Гэрлэлт,Ховд сум,2022,23
Гэрлэлт,Ховд сум,2021,25
Гэрлэлт,Ховд сум,2020,15
Гэрлэлт,Ховд сум,2019,14
Гэрлэлт,Ховд сум,2018,28
Гэрлэлт,Ховд сум,2017,31
Гэрлэлт,Ховд сум,2016,25
Гэрлэлт,Ховд сум,2015,25
Гэрлэлт,Ховд сум,2014,21
Гэрлэлт,Ховд сум,2013,26
Гэрлэлт,Ховд сум,2011,36
Гэрлэлт,Ховд сум,2010,15
Гэрлэлт,Ховд сум,2009,19
Гэрлэлт,Ховд сум,2008,26
Гэрлэлт,Ховд сум,2007,62
Гэрлэлт,Ховд сум,2006,104
Гэрлэлт,Цэцэг,2025,16
Гэрлэлт,Цэцэг,2024,9
Гэрлэлт,Цэцэг,2023,19
Гэрлэлт,Цэцэг,2022,10
Гэрлэлт,Цэцэг,2021,14
Гэрлэлт,Цэцэг,2020,19
Гэрлэлт,Цэцэг,2019,22
Гэрлэлт,Цэцэг,2018,22
Гэрлэлт,Цэцэг,2017,24
Гэрлэлт,Цэцэг,2016,24
Гэрлэлт,Цэцэг,2015,23
Гэрлэлт,Цэцэг,2014,31
Гэрлэлт,Цэцэг,2013,17
Гэрлэлт,Цэцэг,2011,4
Гэрлэлт,Цэцэг,2010,11
Гэрлэлт,Цэцэг,2009,35
Гэрлэлт,Цэцэг,2008,25
Гэрлэлт,Цэцэг,2007,33
Гэрлэлт,Цэцэг,2006,25
Гэрлэлт,Чандмань,2025,10
Гэрлэлт,Чандмань,2024,9
Гэрлэлт,Чандмань,2023,16
Гэрлэлт,Чандмань,2022,6
Гэрлэлт,Чандмань,2021,21
Гэрлэлт,Чандмань,2020,14
Гэрлэлт,Чандмань,2019,13
Гэрлэлт,Чандмань,2018,11
Гэрлэлт,Чандмань,2017,21
Гэрлэлт,Чандмань,2016,8
Гэрлэлт,Чандмань,2015,17
Гэрлэлт,Чандмань,2014,28
Гэрлэлт,Чандмань,2013,26
Гэрлэлт,Чандмань,2011,16
Гэрлэлт,Чандмань,2010,11
Гэрлэлт,Чандмань,2009,25
Гэрлэлт,Чандмань,2008,22
Гэрлэлт,Чандмань,2007,41
Гэрлэлт,Чандмань,2006,30
Гэрлэлт,Эрдэнэбүрэн,2025,3
Гэрлэлт,Эрдэнэбүрэн,2024,7
Гэрлэлт,Эрдэнэбүрэн,2023,6
Гэрлэлт,Эрдэнэбүрэн,2022,8
Гэрлэлт,Эрдэнэбүрэн,2021,13
Гэрлэлт,Эрдэнэбүрэн,2020,9
Гэрлэлт,Эрдэнэбүрэн,2019,13
Гэрлэлт,Эрдэнэбүрэн,2018,17
Гэрлэлт,Эрдэнэбүрэн,2017,18
Гэрлэлт,Эрдэнэбүрэн,2016,10
Гэрлэлт,Эрдэнэбүрэн,2015,18
Гэрлэлт,Эрдэнэбүрэн,2014,21
Гэрлэлт,Эрдэнэбүрэн,2013,17
Гэрлэлт,Эрдэнэбүрэн,2011,11
Гэрлэлт,Эрдэнэбүрэн,2010,10
Гэрлэлт,Эрдэнэбүрэн,2009,25
Гэрлэлт,Эрдэнэбүрэн,2008,24
Гэрлэлт,Эрдэнэбүрэн,2007,21
Гэрлэлт,Эрдэнэбүрэн,2006,38
Гэрлэлт,Хангайн бүс,2025,1681
Гэрлэлт,Хангайн бүс,2024,2003
Гэрлэлт,Хангайн бүс,2023,2386
Гэрлэлт,Хангайн бүс,2022,2252
Гэрлэлт,Хангайн бүс,2021,3362
Гэрлэлт,Хангайн бүс,2020,2515
Гэрлэлт,Хангайн бүс,2019,3141
Гэрлэлт,Хангайн бүс,2018,3344
Гэрлэлт,Хангайн бүс,2017,3406
Гэрлэлт,Хангайн бүс,2016,2696
Гэрлэлт,Хангайн бүс,2015,2915
Гэрлэлт,Хангайн бүс,2014,2847
Гэрлэлт,Хангайн бүс,2013,2683
Гэрлэлт,Хангайн бүс,2011,2075
Гэрлэлт,Хангайн бүс,2010,2003
Гэрлэлт,Хангайн бүс,2009,6221
Гэрлэлт,Хангайн бүс,2008,6097
Гэрлэлт,Хангайн бүс,2007,9188
Гэрлэлт,Хангайн бүс,2006,11833
Гэрлэлт,Архангай,2025,229
Гэрлэлт,Архангай,2024,286
Гэрлэлт,Архангай,2023,296
Гэрлэлт,Архангай,2022,269
Гэрлэлт,Архангай,2021,554
Гэрлэлт,Архангай,2020,359
Гэрлэлт,Архангай,2019,462
Гэрлэлт,Архангай,2018,469
Гэрлэлт,Архангай,2017,440
Гэрлэлт,Архангай,2016,311
Гэрлэлт,Архангай,2015,433
Гэрлэлт,Архангай,2014,456
Гэрлэлт,Архангай,2013,391
Гэрлэлт,Архангай,2011,374
Гэрлэлт,Архангай,2010,426
Гэрлэлт,Архангай,2009,999
Гэрлэлт,Архангай,2008,907
Гэрлэлт,Архангай,2007,1949
Гэрлэлт,Архангай,2006,1804
Гэрлэлт,Эрдэнэбулган,2025,72
Гэрлэлт,Эрдэнэбулган,2024,73
Гэрлэлт,Эрдэнэбулган,2023,96
Гэрлэлт,Эрдэнэбулган,2022,53
Гэрлэлт,Эрдэнэбулган,2021,165
Гэрлэлт,Эрдэнэбулган,2020,83
Гэрлэлт,Эрдэнэбулган,2019,116
Гэрлэлт,Эрдэнэбулган,2018,120
Гэрлэлт,Эрдэнэбулган,2017,113
Гэрлэлт,Эрдэнэбулган,2016,80
Гэрлэлт,Эрдэнэбулган,2015,113
Гэрлэлт,Эрдэнэбулган,2014,85
Гэрлэлт,Эрдэнэбулган,2013,69
Гэрлэлт,Эрдэнэбулган,2011,114
Гэрлэлт,Эрдэнэбулган,2010,149
Гэрлэлт,Эрдэнэбулган,2009,317
Гэрлэлт,Эрдэнэбулган,2008,229
Гэрлэлт,Эрдэнэбулган,2007,333
Гэрлэлт,Эрдэнэбулган,2006,507
Гэрлэлт,Батцэнгэл,2025,12
Гэрлэлт,Батцэнгэл,2024,11
Гэрлэлт,Батцэнгэл,2023,11
Гэрлэлт,Батцэнгэл,2022,13
Гэрлэлт,Батцэнгэл,2021,9
Гэрлэлт,Батцэнгэл,2020,24
Гэрлэлт,Батцэнгэл,2019,28
Гэрлэлт,Батцэнгэл,2018,20
Гэрлэлт,Батцэнгэл,2017,31
Гэрлэлт,Батцэнгэл,2016,15
Гэрлэлт,Батцэнгэл,2015,26
Гэрлэлт,Батцэнгэл,2014,13
Гэрлэлт,Батцэнгэл,2013,9
Гэрлэлт,Батцэнгэл,2011,4
Гэрлэлт,Батцэнгэл,2010,11
Гэрлэлт,Батцэнгэл,2009,50
Гэрлэлт,Батцэнгэл,2008,39
Гэрлэлт,Батцэнгэл,2007,73
Гэрлэлт,Батцэнгэл,2006,70
Гэрлэлт,Булган,2025,2
Гэрлэлт,Булган,2024,4
Гэрлэлт,Булган,2023,18
Гэрлэлт,Булган,2022,4
Гэрлэлт,Булган,2021,7
Гэрлэлт,Булган,2020,9
Гэрлэлт,Булган,2019,11
Гэрлэлт,Булган,2018,17
Гэрлэлт,Булган,2017,8
Гэрлэлт,Булган,2016,4
Гэрлэлт,Булган,2015,8
Гэрлэлт,Булган,2014,6
Гэрлэлт,Булган,2013,7
Гэрлэлт,Булган,2011,7
Гэрлэлт,Булган,2010,8
Гэрлэлт,Булган,2009,16
Гэрлэлт,Булган,2008,22
Гэрлэлт,Булган,2007,53
Гэрлэлт,Булган,2006,32
Гэрлэлт,Жаргалант,2025,10
Гэрлэлт,Жаргалант,2024,7
Гэрлэлт,Жаргалант,2023,0
Гэрлэлт,Жаргалант,2022,1
Гэрлэлт,Жаргалант,2021,14
Гэрлэлт,Жаргалант,2020,11
Гэрлэлт,Жаргалант,2019,10
Гэрлэлт,Жаргалант,2018,20
Гэрлэлт,Жаргалант,2017,15
Гэрлэлт,Жаргалант,2016,12
Гэрлэлт,Жаргалант,2015,20
Гэрлэлт,Жаргалант,2014,36
Гэрлэлт,Жаргалант,2013,31
Гэрлэлт,Жаргалант,2011,19
Гэрлэлт,Жаргалант,2010,26
Гэрлэлт,Жаргалант,2009,57
Гэрлэлт,Жаргалант,2008,50
Гэрлэлт,Жаргалант,2007,59
Гэрлэлт,Жаргалант,2006,75
Гэрлэлт,Их тамир,2025,10
Гэрлэлт,Их тамир,2024,21
Гэрлэлт,Их тамир,2023,6
Гэрлэлт,Их тамир,2022,17
Гэрлэлт,Их тамир,2021,22
Гэрлэлт,Их тамир,2020,37
Гэрлэлт,Их тамир,2019,43
Гэрлэлт,Их тамир,2018,29
Гэрлэлт,Их тамир,2017,19
Гэрлэлт,Их тамир,2016,18
Гэрлэлт,Их тамир,2015,39
Гэрлэлт,Их тамир,2014,44
Гэрлэлт,Их тамир,2013,53
Гэрлэлт,Их тамир,2011,19
Гэрлэлт,Их тамир,2010,28
Гэрлэлт,Их тамир,2009,48
Гэрлэлт,Их тамир,2008,49
Гэрлэлт,Их тамир,2007,91
Гэрлэлт,Их тамир,2006,111
Гэрлэлт,Өгийнуур,2025,9
Гэрлэлт,Өгийнуур,2024,6
Гэрлэлт,Өгийнуур,2023,7
Гэрлэлт,Өгийнуур,2022,4
Гэрлэлт,Өгийнуур,2021,21
Гэрлэлт,Өгийнуур,2020,23
Гэрлэлт,Өгийнуур,2019,19
Гэрлэлт,Өгийнуур,2018,18
Гэрлэлт,Өгийнуур,2017,13
Гэрлэлт,Өгийнуур,2016,9
Гэрлэлт,Өгийнуур,2015,7
Гэрлэлт,Өгийнуур,2014,15
Гэрлэлт,Өгийнуур,2013,10
Гэрлэлт,Өгийнуур,2011,2
Гэрлэлт,Өгийнуур,2010,0
Гэрлэлт,Өгийнуур,2009,16
Гэрлэлт,Өгийнуур,2008,29
Гэрлэлт,Өгийнуур,2007,77
Гэрлэлт,Өгийнуур,2006,39
Гэрлэлт,Өлзийт,2025,8
Гэрлэлт,Өлзийт,2024,10
Гэрлэлт,Өлзийт,2023,25
Гэрлэлт,Өлзийт,2022,19
Гэрлэлт,Өлзийт,2021,16
Гэрлэлт,Өлзийт,2020,16
Гэрлэлт,Өлзийт,2019,14
Гэрлэлт,Өлзийт,2018,16
Гэрлэлт,Өлзийт,2017,19
Гэрлэлт,Өлзийт,2016,10
Гэрлэлт,Өлзийт,2015,13
