Indicator,Region,Year,value
Divorces,Altantsugts,2020,2
Divorces,Altantsugts,2019,0
Divorces,Altantsugts,2018,0
Divorces,Altantsugts,2017,0
Divorces,Altantsugts,2016,0
Divorces,Altantsugts,2015,0
Divorces,Altantsugts,2014,0
Divorces,Altantsugts,2013,2
Divorces,Altantsugts,2011,0
Divorces,Altantsugts,2010,0
Divorces,Altantsugts,2009,0
Divorces,Altantsugts,2008,0
Divorces,Altantsugts,2007,0
Divorces,Altantsugts,2006,0
Divorces,Bayannuur,2025,0
Divorces,Bayannuur,2024,0
Divorces,Bayannuur,2023,1
Divorces,Bayannuur,2022,3
Divorces,Bayannuur,2021,3
Divorces,Bayannuur,2020,0
Divorces,Bayannuur,2019,0
Divorces,Bayannuur,2018,1
Divorces,Bayannuur,2017,0
Divorces,Bayannuur,2016,1
Divorces,Bayannuur,2015,0
Divorces,Bayannuur,2014,4
Divorces,Bayannuur,2013,0
Divorces,Bayannuur,2011,2
Divorces,Bayannuur,2010,2
Divorces,Bayannuur,2009,0
Divorces,Bayannuur,2008,0
Divorces,Bayannuur,2007,0
Divorces,Bayannuur,2006,2
Divorces,Bugat,2025,1
Divorces,Bugat,2024,4
Divorces,Bugat,2023,4
Divorces,Bugat,2022,0
Divorces,Bugat,2021,2
Divorces,Bugat,2020,2
Divorces,Bugat,2019,1
Divorces,Bugat,2018,1
Divorces,Bugat,2017,2
Divorces,Bugat,2016,1
Divorces,Bugat,2015,1
Divorces,Bugat,2014,1
Divorces,Bugat,2013,3
Divorces,Bugat,2011,2
Divorces,Bugat,2010,0
Divorces,Bugat,2009,0
Divorces,Bugat,2008,0
Divorces,Bugat,2007,0
Divorces,Bugat,2006,1
Divorces,Bulgan,2025,1
Divorces,Bulgan,2024,0
Divorces,Bulgan,2023,0
Divorces,Bulgan,2022,1
Divorces,Bulgan,2021,2
Divorces,Bulgan,2020,1
Divorces,Bulgan,2019,2
Divorces,Bulgan,2018,1
Divorces,Bulgan,2017,1
Divorces,Bulgan,2016,3
Divorces,Bulgan,2015,0
Divorces,Bulgan,2014,2
Divorces,Bulgan,2013,0
Divorces,Bulgan,2011,1
Divorces,Bulgan,2010,2
Divorces,Bulgan,2009,0
Divorces,Bulgan,2008,1
Divorces,Bulgan,2007,0
Divorces,Bulgan,2006,1
Divorces,Buyant,2025,1
Divorces,Buyant,2024,1
Divorces,Buyant,2023,0
Divorces,Buyant,2022,0
Divorces,Buyant,2021,0
Divorces,Buyant,2020,2
Divorces,Buyant,2019,0
Divorces,Buyant,2018,1
Divorces,Buyant,2017,1
Divorces,Buyant,2016,0
Divorces,Buyant,2015,0
Divorces,Buyant,2014,0
Divorces,Buyant,2013,2
Divorces,Buyant,2011,0
Divorces,Buyant,2010,0
Divorces,Buyant,2009,0
Divorces,Buyant,2008,0
Divorces,Buyant,2007,0
Divorces,Buyant,2006,0
Divorces,Deluun,2025,2
Divorces,Deluun,2024,0
Divorces,Deluun,2023,0
Divorces,Deluun,2022,2
Divorces,Deluun,2021,1
Divorces,Deluun,2020,0
Divorces,Deluun,2019,1
Divorces,Deluun,2018,1
Divorces,Deluun,2017,1
Divorces,Deluun,2016,0
Divorces,Deluun,2015,0
Divorces,Deluun,2014,0
Divorces,Deluun,2013,5
Divorces,Deluun,2011,6
Divorces,Deluun,2010,0
Divorces,Deluun,2009,0
Divorces,Deluun,2008,1
Divorces,Deluun,2007,0
Divorces,Deluun,2006,0
Divorces,Nogoonnuur,2025,1
Divorces,Nogoonnuur,2024,1
Divorces,Nogoonnuur,2023,3
Divorces,Nogoonnuur,2022,0
Divorces,Nogoonnuur,2021,0
Divorces,Nogoonnuur,2020,3
Divorces,Nogoonnuur,2019,1
Divorces,Nogoonnuur,2018,1
Divorces,Nogoonnuur,2017,0
Divorces,Nogoonnuur,2016,2
Divorces,Nogoonnuur,2015,0
Divorces,Nogoonnuur,2014,2
Divorces,Nogoonnuur,2013,3
Divorces,Nogoonnuur,2011,2
Divorces,Nogoonnuur,2010,3
Divorces,Nogoonnuur,2009,0
Divorces,Nogoonnuur,2008,0
Divorces,Nogoonnuur,2007,0
Divorces,Nogoonnuur,2006,0
Divorces,Sagsai,2025,2
Divorces,Sagsai,2024,1
Divorces,Sagsai,2023,1
Divorces,Sagsai,2022,0
Divorces,Sagsai,2021,5
Divorces,Sagsai,2020,1
Divorces,Sagsai,2019,0
Divorces,Sagsai,2018,1
Divorces,Sagsai,2017,2
Divorces,Sagsai,2016,3
Divorces,Sagsai,2015,4
Divorces,Sagsai,2014,5
Divorces,Sagsai,2013,3
Divorces,Sagsai,2011,0
Divorces,Sagsai,2010,0
Divorces,Sagsai,2009,0
Divorces,Sagsai,2008,0
Divorces,Sagsai,2007,0
Divorces,Sagsai,2006,0
Divorces,Tolbo,2025,1
Divorces,Tolbo,2024,0
Divorces,Tolbo,2023,0
Divorces,Tolbo,2022,0
Divorces,Tolbo,2021,2
Divorces,Tolbo,2020,1
Divorces,Tolbo,2019,0
Divorces,Tolbo,2018,0
Divorces,Tolbo,2017,1
Divorces,Tolbo,2016,1
Divorces,Tolbo,2015,3
Divorces,Tolbo,2014,0
Divorces,Tolbo,2013,1
Divorces,Tolbo,2011,3
Divorces,Tolbo,2010,0
Divorces,Tolbo,2009,0
Divorces,Tolbo,2008,0
Divorces,Tolbo,2007,0
Divorces,Tolbo,2006,0
Divorces,Ulaankhus,2025,0
Divorces,Ulaankhus,2024,0
Divorces,Ulaankhus,2023,1
Divorces,Ulaankhus,2022,1
Divorces,Ulaankhus,2021,0
Divorces,Ulaankhus,2020,1
Divorces,Ulaankhus,2019,1
Divorces,Ulaankhus,2018,1
Divorces,Ulaankhus,2017,3
Divorces,Ulaankhus,2016,1
Divorces,Ulaankhus,2015,1
Divorces,Ulaankhus,2014,1
Divorces,Ulaankhus,2013,6
Divorces,Ulaankhus,2011,0
Divorces,Ulaankhus,2010,0
Divorces,Ulaankhus,2009,0
Divorces,Ulaankhus,2008,0
Divorces,Ulaankhus,2007,0
Divorces,Ulaankhus,2006,0
Divorces,Tsengel,2025,3
Divorces,Tsengel,2024,1
Divorces,Tsengel,2023,6
Divorces,Tsengel,2022,1
Divorces,Tsengel,2021,1
Divorces,Tsengel,2020,2
Divorces,Tsengel,2019,0
Divorces,Tsengel,2018,2
Divorces,Tsengel,2017,2
Divorces,Tsengel,2016,3
Divorces,Tsengel,2015,0
Divorces,Tsengel,2014,0
Divorces,Tsengel,2013,5
Divorces,Tsengel,2011,2
Divorces,Tsengel,2010,2
Divorces,Tsengel,2009,0
Divorces,Tsengel,2008,0
Divorces,Tsengel,2007,0
Divorces,Tsengel,2006,0
Divorces,Govi-Altai,2025,26
Divorces,Govi-Altai,2024,28
Divorces,Govi-Altai,2023,24
Divorces,Govi-Altai,2022,16
Divorces,Govi-Altai,2021,12
Divorces,Govi-Altai,2020,32
Divorces,Govi-Altai,2019,19
Divorces,Govi-Altai,2018,15
Divorces,Govi-Altai,2017,25
Divorces,Govi-Altai,2016,20
Divorces,Govi-Altai,2015,14
Divorces,Govi-Altai,2014,24
Divorces,Govi-Altai,2013,19
Divorces,Govi-Altai,2011,27
Divorces,Govi-Altai,2010,12
Divorces,Govi-Altai,2009,10
Divorces,Govi-Altai,2008,13
Divorces,Govi-Altai,2007,9
Divorces,Govi-Altai,2006,4
Divorces,Yesunbulag,2025,21
Divorces,Yesunbulag,2024,17
Divorces,Yesunbulag,2023,18
Divorces,Yesunbulag,2022,7
Divorces,Yesunbulag,2021,6
Divorces,Yesunbulag,2020,22
Divorces,Yesunbulag,2019,13
Divorces,Yesunbulag,2018,5
Divorces,Yesunbulag,2017,18
Divorces,Yesunbulag,2016,8
Divorces,Yesunbulag,2015,10
Divorces,Yesunbulag,2014,18
Divorces,Yesunbulag,2013,8
Divorces,Yesunbulag,2011,9
Divorces,Yesunbulag,2010,7
Divorces,Yesunbulag,2009,9
Divorces,Yesunbulag,2008,7
Divorces,Yesunbulag,2007,5
Divorces,Yesunbulag,2006,3
Divorces,Altai,2025,0
Divorces,Altai,2024,1
Divorces,Altai,2023,0
Divorces,Altai,2022,0
Divorces,Altai,2021,1
Divorces,Altai,2020,1
Divorces,Altai,2019,1
Divorces,Altai,2018,0
Divorces,Altai,2017,0
Divorces,Altai,2016,0
Divorces,Altai,2015,0
Divorces,Altai,2014,0
Divorces,Altai,2013,0
Divorces,Altai,2011,1
Divorces,Altai,2010,0
Divorces,Altai,2009,1
Divorces,Altai,2008,0
Divorces,Altai,2007,0
Divorces,Altai,2006,1
Divorces,Bayan-Uul,2025,0
Divorces,Bayan-Uul,2024,2
Divorces,Bayan-Uul,2023,2
Divorces,Bayan-Uul,2022,0
Divorces,Bayan-Uul,2021,0
Divorces,Bayan-Uul,2020,1
Divorces,Bayan-Uul,2019,0
Divorces,Bayan-Uul,2018,0
Divorces,Bayan-Uul,2017,0
Divorces,Bayan-Uul,2016,0
Divorces,Bayan-Uul,2015,0
Divorces,Bayan-Uul,2014,1
Divorces,Bayan-Uul,2013,0
Divorces,Bayan-Uul,2011,1
Divorces,Bayan-Uul,2010,0
Divorces,Bayan-Uul,2009,0
Divorces,Bayan-Uul,2008,0
Divorces,Bayan-Uul,2007,1
Divorces,Bayan-Uul,2006,0
Divorces,Biger,2025,1
Divorces,Biger,2024,1
Divorces,Biger,2023,0
Divorces,Biger,2022,0
Divorces,Biger,2021,0
Divorces,Biger,2020,0
Divorces,Biger,2019,1
Divorces,Biger,2018,0
Divorces,Biger,2017,0
Divorces,Biger,2016,1
Divorces,Biger,2015,1
Divorces,Biger,2014,0
Divorces,Biger,2013,0
Divorces,Biger,2011,1
Divorces,Biger,2010,0
Divorces,Biger,2009,0
Divorces,Biger,2008,1
Divorces,Biger,2007,0
Divorces,Biger,2006,0
Divorces,Bugat,2025,0
Divorces,Bugat,2024,0
Divorces,Bugat,2023,0
Divorces,Bugat,2022,0
Divorces,Bugat,2021,1
Divorces,Bugat,2020,1
Divorces,Bugat,2019,0
Divorces,Bugat,2018,0
Divorces,Bugat,2017,1
Divorces,Bugat,2016,1
Divorces,Bugat,2015,0
Divorces,Bugat,2014,1
Divorces,Bugat,2013,1
Divorces,Bugat,2011,1
Divorces,Bugat,2010,0
Divorces,Bugat,2009,0
Divorces,Bugat,2008,0
Divorces,Bugat,2007,0
Divorces,Bugat,2006,0
Divorces,Dariv,2025,0
Divorces,Dariv,2024,0
Divorces,Dariv,2023,0
Divorces,Dariv,2022,0
Divorces,Dariv,2021,0
Divorces,Dariv,2020,0
Divorces,Dariv,2019,0
Divorces,Dariv,2018,1
Divorces,Dariv,2017,1
Divorces,Dariv,2016,0
Divorces,Dariv,2015,0
Divorces,Dariv,2014,0
Divorces,Dariv,2013,0
Divorces,Dariv,2011,0
Divorces,Dariv,2010,0
Divorces,Dariv,2009,0
Divorces,Dariv,2008,0
Divorces,Dariv,2007,0
Divorces,Dariv,2006,0
Divorces,Delger,2025,1
Divorces,Delger,2024,0
Divorces,Delger,2023,2
Divorces,Delger,2022,0
Divorces,Delger,2021,1
Divorces,Delger,2020,1
Divorces,Delger,2019,1
Divorces,Delger,2018,2
Divorces,Delger,2017,1
Divorces,Delger,2016,1
Divorces,Delger,2015,0
Divorces,Delger,2014,0
Divorces,Delger,2013,0
Divorces,Delger,2011,5
Divorces,Delger,2010,0
Divorces,Delger,2009,0
Divorces,Delger,2008,0
Divorces,Delger,2007,0
Divorces,Delger,2006,0
Divorces,Jargalan,2025,0
Divorces,Jargalan,2024,0
Divorces,Jargalan,2023,0
Divorces,Jargalan,2022,0
Divorces,Jargalan,2021,1
Divorces,Jargalan,2020,0
Divorces,Jargalan,2019,0
Divorces,Jargalan,2018,0
Divorces,Jargalan,2017,1
Divorces,Jargalan,2016,0
Divorces,Jargalan,2015,1
Divorces,Jargalan,2014,0
Divorces,Jargalan,2013,0
Divorces,Jargalan,2011,1
Divorces,Jargalan,2010,1
Divorces,Jargalan,2009,0
Divorces,Jargalan,2008,0
Divorces,Jargalan,2007,0
Divorces,Jargalan,2006,0
Divorces,Taishir,2025,0
Divorces,Taishir,2024,0
Divorces,Taishir,2023,2
Divorces,Taishir,2022,1
Divorces,Taishir,2021,0
Divorces,Taishir,2020,0
Divorces,Taishir,2019,0
Divorces,Taishir,2018,2
Divorces,Taishir,2017,0
Divorces,Taishir,2016,0
Divorces,Taishir,2015,0
Divorces,Taishir,2014,0
Divorces,Taishir,2013,1
Divorces,Taishir,2011,0
Divorces,Taishir,2010,1
Divorces,Taishir,2009,0
Divorces,Taishir,2008,0
Divorces,Taishir,2007,0
Divorces,Taishir,2006,0
Divorces,Tonkhil,2025,0
Divorces,Tonkhil,2024,1
Divorces,Tonkhil,2023,0
Divorces,Tonkhil,2022,1
Divorces,Tonkhil,2021,0
Divorces,Tonkhil,2020,1
Divorces,Tonkhil,2019,0
Divorces,Tonkhil,2018,1
Divorces,Tonkhil,2017,1
Divorces,Tonkhil,2016,2
Divorces,Tonkhil,2015,1
Divorces,Tonkhil,2014,0
Divorces,Tonkhil,2013,1
Divorces,Tonkhil,2011,2
Divorces,Tonkhil,2010,0
Divorces,Tonkhil,2009,0
Divorces,Tonkhil,2008,1
Divorces,Tonkhil,2007,0
Divorces,Tonkhil,2006,0
Divorces,Tugrug,2025,1
Divorces,Tugrug,2024,0
Divorces,Tugrug,2023,0
Divorces,Tugrug,2022,0
Divorces,Tugrug,2021,0
Divorces,Tugrug,2020,2
Divorces,Tugrug,2019,1
Divorces,Tugrug,2018,0
Divorces,Tugrug,2017,0
Divorces,Tugrug,2016,0
Divorces,Tugrug,2015,0
Divorces,Tugrug,2014,1
Divorces,Tugrug,2013,1
Divorces,Tugrug,2011,0
Divorces,Tugrug,2010,0
Divorces,Tugrug,2009,0
Divorces,Tugrug,2008,2
Divorces,Tugrug,2007,1
Divorces,Tugrug,2006,0
Divorces,Khaliun,2025,0
Divorces,Khaliun,2024,0
Divorces,Khaliun,2023,0
Divorces,Khaliun,2022,0
Divorces,Khaliun,2021,0
Divorces,Khaliun,2020,1
Divorces,Khaliun,2019,0
Divorces,Khaliun,2018,0
Divorces,Khaliun,2017,1
Divorces,Khaliun,2016,0
Divorces,Khaliun,2015,1
Divorces,Khaliun,2014,0
Divorces,Khaliun,2013,0
Divorces,Khaliun,2011,2
Divorces,Khaliun,2010,0
Divorces,Khaliun,2009,0
Divorces,Khaliun,2008,2
Divorces,Khaliun,2007,0
Divorces,Khaliun,2006,0
Divorces,Khukhmorit,2025,0
Divorces,Khukhmorit,2024,1
Divorces,Khukhmorit,2023,0
Divorces,Khukhmorit,2022,1
Divorces,Khukhmorit,2021,0
Divorces,Khukhmorit,2020,0
Divorces,Khukhmorit,2019,0
Divorces,Khukhmorit,2018,0
Divorces,Khukhmorit,2017,0
Divorces,Khukhmorit,2016,2
Divorces,Khukhmorit,2015,0
Divorces,Khukhmorit,2014,0
Divorces,Khukhmorit,2013,0
Divorces,Khukhmorit,2011,0
Divorces,Khukhmorit,2010,0
Divorces,Khukhmorit,2009,0
Divorces,Khukhmorit,2008,0
Divorces,Khukhmorit,2007,0
Divorces,Khukhmorit,2006,0
Divorces,Tsogt,2025,0
Divorces,Tsogt,2024,4
Divorces,Tsogt,2023,0
Divorces,Tsogt,2022,5
Divorces,Tsogt,2021,1
Divorces,Tsogt,2020,2
Divorces,Tsogt,2019,1
Divorces,Tsogt,2018,1
Divorces,Tsogt,2017,1
Divorces,Tsogt,2016,2
Divorces,Tsogt,2015,0
Divorces,Tsogt,2014,2
Divorces,Tsogt,2013,2
Divorces,Tsogt,2011,2
Divorces,Tsogt,2010,0
Divorces,Tsogt,2009,0
Divorces,Tsogt,2008,0
Divorces,Tsogt,2007,1
Divorces,Tsogt,2006,0
Divorces,Tseel,2025,1
Divorces,Tseel,2024,0
Divorces,Tseel,2023,0
Divorces,Tseel,2022,0
Divorces,Tseel,2021,0
Divorces,Tseel,2020,0
Divorces,Tseel,2019,0
Divorces,Tseel,2018,1
Divorces,Tseel,2017,0
Divorces,Tseel,2016,0
Divorces,Tseel,2015,0
Divorces,Tseel,2014,0
Divorces,Tseel,2013,0
Divorces,Tseel,2011,1
Divorces,Tseel,2010,0
Divorces,Tseel,2009,0
Divorces,Tseel,2008,0
Divorces,Tseel,2007,0
Divorces,Tseel,2006,0
Divorces,Chandmani,2025,1
Divorces,Chandmani,2024,0
Divorces,Chandmani,2023,0
Divorces,Chandmani,2022,1
Divorces,Chandmani,2021,1
Divorces,Chandmani,2020,0
Divorces,Chandmani,2019,0
Divorces,Chandmani,2018,0
Divorces,Chandmani,2017,0
Divorces,Chandmani,2016,1
Divorces,Chandmani,2015,0
Divorces,Chandmani,2014,1
Divorces,Chandmani,2013,1
Divorces,Chandmani,2011,1
Divorces,Chandmani,2010,0
Divorces,Chandmani,2009,0
Divorces,Chandmani,2008,0
Divorces,Chandmani,2007,1
Divorces,Chandmani,2006,0
Divorces,Sharga,2025,0
Divorces,Sharga,2024,0
Divorces,Sharga,2023,0
Divorces,Sharga,2022,0
Divorces,Sharga,2021,0
Divorces,Sharga,2020,0
Divorces,Sharga,2019,0
Divorces,Sharga,2018,1
Divorces,Sharga,2017,0
Divorces,Sharga,2016,1
Divorces,Sharga,2015,0
Divorces,Sharga,2014,0
Divorces,Sharga,2013,1
Divorces,Sharga,2011,0
Divorces,Sharga,2010,1
Divorces,Sharga,2009,0
Divorces,Sharga,2008,0
Divorces,Sharga,2007,0
Divorces,Sharga,2006,0
Divorces,Erdene,2025,0
Divorces,Erdene,2024,1
Divorces,Erdene,2023,0
Divorces,Erdene,2022,0
Divorces,Erdene,2021,0
Divorces,Erdene,2020,0
Divorces,Erdene,2019,1
Divorces,Erdene,2018,1
Divorces,Erdene,2017,0
Divorces,Erdene,2016,1
Divorces,Erdene,2015,0
Divorces,Erdene,2014,0
Divorces,Erdene,2013,3
Divorces,Erdene,2011,0
Divorces,Erdene,2010,2
Divorces,Erdene,2009,0
Divorces,Erdene,2008,0
Divorces,Erdene,2007,0
Divorces,Erdene,2006,0
Divorces,Zavkhan,2025,28
Divorces,Zavkhan,2024,31
Divorces,Zavkhan,2023,35
Divorces,Zavkhan,2022,35
Divorces,Zavkhan,2021,27
Divorces,Zavkhan,2020,28
Divorces,Zavkhan,2019,27
Divorces,Zavkhan,2018,32
Divorces,Zavkhan,2017,25
Divorces,Zavkhan,2016,38
Divorces,Zavkhan,2015,29
Divorces,Zavkhan,2014,31
Divorces,Zavkhan,2013,24
Divorces,Zavkhan,2011,19
Divorces,Zavkhan,2010,23
Divorces,Zavkhan,2009,27
Divorces,Zavkhan,2008,11
Divorces,Zavkhan,2007,8
Divorces,Zavkhan,2006,9
Divorces,Uliastai,2025,10
Divorces,Uliastai,2024,19
Divorces,Uliastai,2023,17
Divorces,Uliastai,2022,11
Divorces,Uliastai,2021,14
Divorces,Uliastai,2020,13
Divorces,Uliastai,2019,14
Divorces,Uliastai,2018,19
Divorces,Uliastai,2017,9
Divorces,Uliastai,2016,12
Divorces,Uliastai,2015,11
Divorces,Uliastai,2014,18
Divorces,Uliastai,2013,9
Divorces,Uliastai,2011,8
Divorces,Uliastai,2010,15
Divorces,Uliastai,2009,12
Divorces,Uliastai,2008,6
Divorces,Uliastai,2007,5
Divorces,Uliastai,2006,3
Divorces,Aldarkhaan,2025,0
Divorces,Aldarkhaan,2024,0
Divorces,Aldarkhaan,2023,1
Divorces,Aldarkhaan,2022,0
Divorces,Aldarkhaan,2021,0
Divorces,Aldarkhaan,2020,0
Divorces,Aldarkhaan,2019,0
Divorces,Aldarkhaan,2018,0
Divorces,Aldarkhaan,2017,0
Divorces,Aldarkhaan,2016,1
Divorces,Aldarkhaan,2015,0
Divorces,Aldarkhaan,2014,2
Divorces,Aldarkhaan,2013,0
Divorces,Aldarkhaan,2011,0
Divorces,Aldarkhaan,2010,0
Divorces,Aldarkhaan,2009,0
Divorces,Aldarkhaan,2008,0
Divorces,Aldarkhaan,2007,0
Divorces,Aldarkhaan,2006,0
Divorces,Asgat,2025,0
Divorces,Asgat,2024,0
Divorces,Asgat,2023,0
Divorces,Asgat,2022,0
Divorces,Asgat,2021,0
Divorces,Asgat,2020,0
Divorces,Asgat,2019,0
Divorces,Asgat,2018,0
Divorces,Asgat,2017,0
Divorces,Asgat,2016,1
Divorces,Asgat,2015,2
Divorces,Asgat,2014,0
Divorces,Asgat,2013,0
Divorces,Asgat,2011,0
Divorces,Asgat,2010,0
Divorces,Asgat,2009,0
Divorces,Asgat,2008,0
Divorces,Asgat,2007,0
Divorces,Asgat,2006,0
Divorces,Bayantes,2025,1
Divorces,Bayantes,2024,1
Divorces,Bayantes,2023,2
Divorces,Bayantes,2022,2
Divorces,Bayantes,2021,0
Divorces,Bayantes,2020,0
Divorces,Bayantes,2019,1
Divorces,Bayantes,2018,1
Divorces,Bayantes,2017,1
Divorces,Bayantes,2016,3
Divorces,Bayantes,2015,0
Divorces,Bayantes,2014,0
Divorces,Bayantes,2013,1
Divorces,Bayantes,2011,0
Divorces,Bayantes,2010,0
Divorces,Bayantes,2009,1
Divorces,Bayantes,2008,0
Divorces,Bayantes,2007,0
Divorces,Bayantes,2006,0
Divorces,Bayankhairkhan,2025,0
Divorces,Bayankhairkhan,2024,0
Divorces,Bayankhairkhan,2023,0
Divorces,Bayankhairkhan,2022,0
Divorces,Bayankhairkhan,2021,2
Divorces,Bayankhairkhan,2020,0
Divorces,Bayankhairkhan,2019,0
Divorces,Bayankhairkhan,2018,0
Divorces,Bayankhairkhan,2017,0
Divorces,Bayankhairkhan,2016,0
Divorces,Bayankhairkhan,2015,1
Divorces,Bayankhairkhan,2014,0
Divorces,Bayankhairkhan,2013,0
Divorces,Bayankhairkhan,2011,0
Divorces,Bayankhairkhan,2010,1
Divorces,Bayankhairkhan,2009,0
Divorces,Bayankhairkhan,2008,0
Divorces,Bayankhairkhan,2007,0
Divorces,Bayankhairkhan,2006,0
Divorces,Durvuljin,2025,0
Divorces,Durvuljin,2024,0
Divorces,Durvuljin,2023,0
Divorces,Durvuljin,2022,1
Divorces,Durvuljin,2021,3
Divorces,Durvuljin,2020,2
Divorces,Durvuljin,2019,0
Divorces,Durvuljin,2018,1
Divorces,Durvuljin,2017,1
Divorces,Durvuljin,2016,0
Divorces,Durvuljin,2015,1
Divorces,Durvuljin,2014,0
Divorces,Durvuljin,2013,0
Divorces,Durvuljin,2011,0
Divorces,Durvuljin,2010,0
Divorces,Durvuljin,2009,0
Divorces,Durvuljin,2008,0
Divorces,Durvuljin,2007,0
Divorces,Durvuljin,2006,0
Divorces,Zavkhanmandal,2025,0
Divorces,Zavkhanmandal,2024,0
Divorces,Zavkhanmandal,2023,0
Divorces,Zavkhanmandal,2022,0
Divorces,Zavkhanmandal,2021,0
Divorces,Zavkhanmandal,2020,0
Divorces,Zavkhanmandal,2019,0
Divorces,Zavkhanmandal,2018,0
Divorces,Zavkhanmandal,2017,1
Divorces,Zavkhanmandal,2016,0
Divorces,Zavkhanmandal,2015,0
Divorces,Zavkhanmandal,2014,1
Divorces,Zavkhanmandal,2013,0
Divorces,Zavkhanmandal,2011,1
Divorces,Zavkhanmandal,2010,0
Divorces,Zavkhanmandal,2009,0
Divorces,Zavkhanmandal,2008,0
Divorces,Zavkhanmandal,2007,0
Divorces,Zavkhanmandal,2006,1
Divorces,Ider,2025,0
Divorces,Ider,2024,2
Divorces,Ider,2023,1
Divorces,Ider,2022,1
Divorces,Ider,2021,1
Divorces,Ider,2020,2
Divorces,Ider,2019,2
Divorces,Ider,2018,0
Divorces,Ider,2017,1
Divorces,Ider,2016,4
Divorces,Ider,2015,0
Divorces,Ider,2014,1
Divorces,Ider,2013,3
Divorces,Ider,2011,0
Divorces,Ider,2010,2
Divorces,Ider,2009,4
Divorces,Ider,2008,0
Divorces,Ider,2007,0
Divorces,Ider,2006,0
Divorces,Ikh-Uul,2025,1
Divorces,Ikh-Uul,2024,2
Divorces,Ikh-Uul,2023,1
Divorces,Ikh-Uul,2022,3
Divorces,Ikh-Uul,2021,1
Divorces,Ikh-Uul,2020,2
Divorces,Ikh-Uul,2019,1
Divorces,Ikh-Uul,2018,1
Divorces,Ikh-Uul,2017,0
Divorces,Ikh-Uul,2016,2
Divorces,Ikh-Uul,2015,0
Divorces,Ikh-Uul,2014,0
Divorces,Ikh-Uul,2013,1
Divorces,Ikh-Uul,2011,2
Divorces,Ikh-Uul,2010,2
Divorces,Ikh-Uul,2009,1
Divorces,Ikh-Uul,2008,1
Divorces,Ikh-Uul,2007,0
Divorces,Ikh-Uul,2006,0
Divorces,Numrug,2025,0
Divorces,Numrug,2024,0
Divorces,Numrug,2023,0
Divorces,Numrug,2022,0
Divorces,Numrug,2021,0
Divorces,Numrug,2020,0
Divorces,Numrug,2019,1
Divorces,Numrug,2018,0
Divorces,Numrug,2017,0
Divorces,Numrug,2016,0
Divorces,Numrug,2015,1
Divorces,Numrug,2014,0
Divorces,Numrug,2013,0
Divorces,Numrug,2011,1
Divorces,Numrug,2010,0
Divorces,Numrug,2009,0
Divorces,Numrug,2008,0
Divorces,Numrug,2007,0
Divorces,Numrug,2006,0
Divorces,Otgon,2025,0
Divorces,Otgon,2024,0
Divorces,Otgon,2023,0
Divorces,Otgon,2022,0
Divorces,Otgon,2021,1
Divorces,Otgon,2020,0
Divorces,Otgon,2019,1
Divorces,Otgon,2018,0
Divorces,Otgon,2017,0
Divorces,Otgon,2016,1
Divorces,Otgon,2015,1
Divorces,Otgon,2014,2
Divorces,Otgon,2013,0
Divorces,Otgon,2011,0
Divorces,Otgon,2010,0
Divorces,Otgon,2009,0
Divorces,Otgon,2008,0
Divorces,Otgon,2007,0
Divorces,Otgon,2006,0
Divorces,Santmargats,2025,0
Divorces,Santmargats,2024,0
Divorces,Santmargats,2023,0
Divorces,Santmargats,2022,1
Divorces,Santmargats,2021,0
Divorces,Santmargats,2020,0
Divorces,Santmargats,2019,0
Divorces,Santmargats,2018,2
Divorces,Santmargats,2017,1
Divorces,Santmargats,2016,1
Divorces,Santmargats,2015,1
Divorces,Santmargats,2014,1
Divorces,Santmargats,2013,0
Divorces,Santmargats,2011,0
Divorces,Santmargats,2010,1
Divorces,Santmargats,2009,3
Divorces,Santmargats,2008,0
Divorces,Santmargats,2007,0
Divorces,Santmargats,2006,0
Divorces,Songino,2025,0
Divorces,Songino,2024,0
Divorces,Songino,2023,0
Divorces,Songino,2022,0
Divorces,Songino,2021,0
Divorces,Songino,2020,0
Divorces,Songino,2019,0
Divorces,Songino,2018,1
Divorces,Songino,2017,0
Divorces,Songino,2016,0
Divorces,Songino,2015,2
Divorces,Songino,2014,2
Divorces,Songino,2013,0
Divorces,Songino,2011,1
Divorces,Songino,2010,0
Divorces,Songino,2009,0
Divorces,Songino,2008,0
Divorces,Songino,2007,1
Divorces,Songino,2006,0
Divorces,Tosontsengel,2025,8
Divorces,Tosontsengel,2024,4
Divorces,Tosontsengel,2023,6
Divorces,Tosontsengel,2022,9
Divorces,Tosontsengel,2021,3
Divorces,Tosontsengel,2020,4
Divorces,Tosontsengel,2019,4
Divorces,Tosontsengel,2018,4
Divorces,Tosontsengel,2017,4
Divorces,Tosontsengel,2016,7
Divorces,Tosontsengel,2015,7
Divorces,Tosontsengel,2014,0
Divorces,Tosontsengel,2013,3
Divorces,Tosontsengel,2011,3
Divorces,Tosontsengel,2010,0
Divorces,Tosontsengel,2009,3
Divorces,Tosontsengel,2008,1
Divorces,Tosontsengel,2007,0
Divorces,Tosontsengel,2006,2
Divorces,Tudevtei,2025,1
Divorces,Tudevtei,2024,1
Divorces,Tudevtei,2023,3
Divorces,Tudevtei,2022,0
Divorces,Tudevtei,2021,0
Divorces,Tudevtei,2020,0
Divorces,Tudevtei,2019,0
Divorces,Tudevtei,2018,0
