unit_code,unit_name,Cultural_heritage_building,built_building,d902_as,data_auto_service,data_auto_shts,data_clinic_gov,data_clinic_pharmacy,data_cul_entertainment,data_cul_statue,data_edu_kindergarten,data_edu_private_kinder,data_edu_school,data_edu_university,data_gam_nuulgeh,data_gam_turtsuglarah_2023_58,data_gam_turtsuglarah_old_192sh,data_gov_org,data_pub_atm,data_pub_bank,data_pub_camp_resorts,data_pub_hotel,data_pub_restaurant,data_pub_shopping,data_pub_supermarket,data_pub_toilet,data_pz_cemetry,data_solidwaste,data_sport_complex,data_sport_halls,data_sport_org,data_street_name,data_trans_bus_route,data_trans_bus_station,ddp_boundary,ddp_build_bound,ddp_daguul_haya_hot,ddp_dahin_tolovlolt_block,ddp_heating_line,ddp_het_buschlel,ddp_hunam_nygtral_bairshil,ddp_road,ddt_aoz_tuluvlult_2030,ddt_plan_units_2030,ddt_road_2030,map_office_khoroo,map_road,plan_building,plan_dedbutets,plan_landscaping,plan_road,plannig_road,planning_area,planning_landscaping,pz_air_strip,pz_bulag_200m,pz_city_line,pz_city_substation,pz_comm_atc,pz_land_using,pz_nuur_200m,pz_solid_waste,pz_yer_drainage,special_economic_zone_border,special_economic_zone_road,special_economic_zoning,sub_center_border,technological_park_planning_road,technological_park_zoning,technological_planning_border,town_2023,zoning,built_area_m2
1515,15-р хороо,0,4012,0,0,0,0,4,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,1,4,18,0,1,19,1,7,1,7,25,0,5,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154275
1328,28-р хороо,0,2591,0,1,1,0,2,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,18,0,0,0,0,1,0,1,0,14,1,0,0,0,1,1,0,0,140,1,73,1,13,24,0,19,10,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179219
1310,10-р хороо,0,1939,0,1,0,0,3,0,0,2,1,0,0,0,4,3,0,2,1,0,0,0,0,25,0,0,0,0,0,0,0,1,4,0,0,0,0,9,39,0,7,40,0,52,0,33,107,14,11,20,2,55,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,84,309394
1302,2-р хороо,0,3339,0,3,2,0,6,0,0,1,3,0,1,0,2,1,1,1,2,0,2,1,0,33,0,0,0,0,1,0,0,1,2,0,0,0,3,3,45,0,2,44,0,15,1,30,91,3,11,16,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,201884
1607,7-р хороо,0,217,0,0,0,0,8,0,0,2,1,4,0,0,1,1,0,0,0,0,1,0,0,10,0,0,0,2,1,1,3,0,0,0,0,0,0,41,3,1,0,3,0,4,1,15,4,1,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41575
1337,37-р хороо,0,3325,0,0,2,0,5,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,3,24,0,0,0,0,0,0,1,0,2,1,0,0,4,3,15,0,1,28,1,13,0,27,97,3,16,17,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190600
1606,6-р хороо,0,515,0,0,1,0,5,1,0,1,1,3,0,0,2,2,0,3,1,0,2,0,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,1,9,0,8,1,32,15,1,6,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,137357
1412,12-р хороо,0,2524,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,1,4,19,0,21,24,0,18,1,2,12,2,16,3,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127494
1505,5-р хороо,1,328,0,0,4,0,6,3,6,0,4,4,2,0,1,1,2,7,5,0,1,0,4,5,0,0,0,1,1,0,1,1,4,1,0,0,0,6,0,2,2,14,1,14,1,26,21,2,13,7,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81942
1326,26-р хороо,0,198,0,0,0,0,9,1,0,0,12,5,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,3,1,0,3,1,0,2,0,0,0,0,1,3,2,11,0,12,1,72,104,3,20,15,0,28,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,184972
1320,20-р хороо,0,1872,158,0,0,1,2,0,29,1,1,1,0,2,2,0,0,0,0,7,0,0,0,8,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,1,61,0,21,1,9,145,5,13,8,0,54,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207357
1511,11-р хороо,0,2488,0,0,1,0,2,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,0,0,6,22,0,14,1,24,10,4,7,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,116666
1523,23-р хороо,0,1931,6,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,3,39,0,2,59,1,2,0,12,5,0,25,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78678
1516,16-р хороо,0,2935,4,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,65,0,2,35,0,0,1,32,9,1,6,7,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111963
1510,10-р хороо,0,2943,0,2,1,0,3,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,2,20,1,20,1,14,102,6,15,3,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123037
1518,18-р хороо,0,4107,0,1,0,0,5,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,1,8,25,0,3,20,0,6,1,5,62,12,8,5,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154072
1520,20-р хороо,0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,15,0,2,0,19,13,2,5,7,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71766
1514,14-р хороо,0,3450,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,27,0,4,15,0,9,1,8,16,2,5,7,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,125220
1508,8-р хороо,0,2078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,14,0,0,0,11,0,9,1,1,23,5,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80482
1513,13-р хороо,0,3741,0,1,0,0,5,0,0,2,3,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,8,39,0,1,21,0,16,1,10,18,1,14,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146860
1324,24-р хороо,0,3334,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,1,0,1,2,0,0,0,3,52,0,4,40,2,24,1,22,23,5,11,18,0,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172484
