unit_code,unit_name,Cultural_heritage_building,built_building,d902_as,data_auto_service,data_auto_shts,data_clinic_gov,data_clinic_pharmacy,data_cul_entertainment,data_cul_statue,data_edu_kindergarten,data_edu_private_kinder,data_edu_school,data_edu_university,data_gam_nuulgeh,data_gam_turtsuglarah_2023_58,data_gam_turtsuglarah_old_192sh,data_gov_org,data_pub_atm,data_pub_bank,data_pub_camp_resorts,data_pub_hotel,data_pub_restaurant,data_pub_shopping,data_pub_supermarket,data_pub_toilet,data_pz_cemetry,data_solidwaste,data_sport_complex,data_sport_halls,data_sport_org,data_street_name,data_trans_bus_route,data_trans_bus_station,ddp_boundary,ddp_build_bound,ddp_daguul_haya_hot,ddp_dahin_tolovlolt_block,ddp_heating_line,ddp_het_buschlel,ddp_hunam_nygtral_bairshil,ddp_road,ddt_aoz_tuluvlult_2030,ddt_plan_units_2030,ddt_road_2030,map_office_khoroo,map_road,plan_building,plan_dedbutets,plan_landscaping,plan_road,plannig_road,planning_area,planning_landscaping,pz_air_strip,pz_bulag_200m,pz_city_line,pz_city_substation,pz_comm_atc,pz_land_using,pz_nuur_200m,pz_solid_waste,pz_yer_drainage,special_economic_zone_border,special_economic_zone_road,special_economic_zoning,sub_center_border,technological_park_planning_road,technological_park_zoning,technological_planning_border,town_2023,zoning,built_area_m2
1415,15-р хороо,0,3516,3,0,2,0,2,0,1,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,3,7,0,7,32,0,10,1,4,23,2,25,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163891
1418,18-р хороо,0,4975,6,0,0,0,3,0,0,1,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,79,51,0,8,52,0,2,1,10,17,2,18,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197123
1420,20-р хороо,0,4617,39,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,9,37,0,2,1,112,130,1,42,8,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,346209
1411,11-р хороо,0,2546,0,0,0,3,14,0,1,2,1,5,1,0,1,1,2,2,1,0,1,0,0,0,1,0,0,0,3,0,4,0,5,1,0,0,12,128,26,6,31,38,1,19,1,41,236,3,32,23,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255656
1402,2-р хороо,1,172,0,0,0,0,8,2,3,0,3,8,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,1,18,19,0,14,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68694
1619,19-р хороо,0,361,0,0,2,1,7,0,1,1,6,1,1,0,2,2,1,1,0,0,4,0,1,11,0,0,0,1,1,1,1,1,2,0,0,0,0,6,4,2,0,7,0,3,1,12,28,0,12,2,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60821
1342,42-р хороо,0,1938,0,0,2,0,13,0,0,0,8,0,1,0,1,1,0,12,6,0,1,0,3,28,0,0,0,1,1,0,0,2,5,1,0,0,2,1,13,1,2,11,1,5,0,52,111,7,16,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,198249
1612,12-р хороо,0,113,0,0,0,0,8,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,13,2,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28743
1616,16-р хороо,1,2596,0,1,0,0,2,1,1,0,1,0,2,0,1,1,0,3,2,0,3,1,1,23,1,0,0,2,1,0,2,1,4,1,0,0,1,1101,164,0,32,18,1,12,1,9,112,3,10,3,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148214
1409,9-р хороо,0,1969,0,1,1,0,2,0,0,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0,8,41,22,1,37,18,0,22,1,27,223,10,12,14,0,81,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,150572
1413,13-р хороо,0,2335,0,3,1,0,5,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,6,48,0,19,43,1,38,1,52,45,7,22,12,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107090
1617,17-р хороо,0,176,0,0,0,0,9,0,0,1,2,2,1,0,0,0,0,1,0,0,3,0,1,9,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,2,0,1,0,0,1,11,10,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38703
1614,14-р хороо,0,188,0,0,0,0,6,0,1,1,1,0,0,0,2,0,0,7,2,0,2,2,2,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,6,18,1,11,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46256
1618,18-р хороо,0,350,0,0,0,1,11,0,0,4,2,4,0,0,1,1,1,4,2,0,2,2,1,13,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,3,0,2,0,3,1,17,19,0,24,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72261
1602,2-р хороо,1,382,0,1,1,0,8,2,1,2,2,3,1,0,2,2,4,7,5,0,4,3,2,15,0,0,0,0,1,0,0,2,3,0,0,0,0,50,11,0,1,13,0,5,1,28,37,4,11,14,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93027
1410,10-р хороо,0,475,0,0,1,0,13,0,0,6,2,6,1,0,2,1,2,4,3,1,4,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,30,7,2,9,8,0,5,1,33,52,4,41,9,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102147
1303,3-р хороо,0,430,0,0,0,2,14,0,5,2,4,4,4,0,3,2,4,10,4,0,9,3,4,16,1,0,0,3,3,0,2,1,3,0,0,0,0,0,0,1,0,21,1,3,1,75,101,1,24,9,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,140515
1401,1-р хороо,6,845,0,0,4,4,28,13,31,3,5,6,5,0,3,4,15,15,11,0,20,6,5,2,0,0,0,0,3,0,14,2,6,0,0,0,0,1,0,1,0,38,0,44,1,133,153,1,60,105,0,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,301299
1615,15-р хороо,0,137,0,0,0,0,5,0,1,2,2,1,0,0,3,1,0,6,3,0,0,0,3,15,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,17,5,1,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37137
1620,20-р хороо,0,3336,0,2,10,1,2,0,0,3,0,2,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,4,0,3,1,7,1,0,0,0,27,497,0,7,98,1,127,1,68,360,11,57,90,0,126,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,911687
1319,19-р хороо,0,3474,0,4,1,0,0,0,0,2,4,1,1,0,1,1,1,1,1,0,1,0,0,38,0,0,0,0,1,0,0,0,1,0,0,0,0,6,54,0,0,37,0,24,1,35,67,3,12,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,210776
1313,13-р хороо,0,2160,0,0,2,1,4,1,2,1,8,4,9,0,2,2,8,1,1,0,2,1,1,23,0,0,0,2,3,0,0,1,5,0,0,0,4,1,19,0,1,20,0,13,1,61,120,8,30,11,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,189778
1419,19-р хороо,0,3348,10,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,11,8,0,0,0,0,0,0,8,0,0,0,1,48,179,1,32,19,0,19,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,319098
1343,43-р хороо,0,438,0,0,3,0,10,0,0,1,11,1,0,0,0,0,0,2,0,0,1,0,2,14,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,6,1,2,0,12,39,2,19,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,98589
1504,4-р хороо,2,467,0,1,0,3,10,5,14,4,1,4,2,0,6,3,46,5,9,0,4,3,3,6,0,0,0,1,3,3,9,1,3,1,0,0,0,0,0,1,1,18,0,9,1,23,45,1,13,11,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118700
1315,15-р хороо,1,215,0,0,1,0,8,2,2,1,5,3,0,0,1,2,2,3,4,0,2,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,10,18,0,28,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48862
1311,11-р хороо,1,1652,85,0,6,1,5,0,3,3,2,2,0,1,0,0,0,0,0,5,0,0,2,23,0,0,0,1,2,0,1,4,9,2,0,1,0,12,288,0,155,222,1,156,1,84,2812,5,100,69,1,431,1,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,3,13,384550
