Төрөл,Улс,Жил,value
Суудлын автомашин,Шинэ Зеланд,2020,
Суудлын автомашин,Шинэ Зеланд,2019,
Суудлын автомашин,Шинэ Зеланд,2018,
Суудлын автомашин,Шинэ Зеланд,2017,
Суудлын автомашин,Шинэ Зеланд,2016,
Суудлын автомашин,Шинэ Зеланд,2015,
Суудлын автомашин,Шинэ Зеланд,2014,
Суудлын автомашин,Шинэ Зеланд,2013,
Суудлын автомашин,Шинэ Зеланд,2012,
Суудлын автомашин,Шинэ Зеланд,2011,
Суудлын автомашин,Шинэ Зеланд,2010,
Суудлын автомашин,Шинэ Зеланд,2009,
Суудлын автомашин,Шинэ Зеланд,2008,
Суудлын автомашин,Шинэ Зеланд,2007,
Суудлын автомашин,Энэтхэг,2025,47.0
Суудлын автомашин,Энэтхэг,2024,268.0
Суудлын автомашин,Энэтхэг,2023,4.0
Суудлын автомашин,Энэтхэг,2022,3.0
Суудлын автомашин,Энэтхэг,2021,6.0
Суудлын автомашин,Энэтхэг,2020,12.0
Суудлын автомашин,Энэтхэг,2019,9.0
Суудлын автомашин,Энэтхэг,2018,16.0
Суудлын автомашин,Энэтхэг,2017,8.0
Суудлын автомашин,Энэтхэг,2016,11.0
Суудлын автомашин,Энэтхэг,2015,19.0
Суудлын автомашин,Энэтхэг,2014,28.0
Суудлын автомашин,Энэтхэг,2013,
Суудлын автомашин,Энэтхэг,2012,12.0
Суудлын автомашин,Энэтхэг,2011,
Суудлын автомашин,Энэтхэг,2010,
Суудлын автомашин,Энэтхэг,2009,1.0
Суудлын автомашин,Энэтхэг,2008,
Суудлын автомашин,Энэтхэг,2007,
Суудлын автомашин,Япон,2025,82811.0
Суудлын автомашин,Япон,2024,114780.0
Суудлын автомашин,Япон,2023,67843.0
Суудлын автомашин,Япон,2022,60160.0
Суудлын автомашин,Япон,2021,52014.0
Суудлын автомашин,Япон,2020,49779.0
Суудлын автомашин,Япон,2019,65372.0
Суудлын автомашин,Япон,2018,59918.0
Суудлын автомашин,Япон,2017,45050.0
Суудлын автомашин,Япон,2016,33038.0
Суудлын автомашин,Япон,2015,33825.0
Суудлын автомашин,Япон,2014,37783.0
Суудлын автомашин,Япон,2013,37275.0
Суудлын автомашин,Япон,2012,34942.0
Суудлын автомашин,Япон,2011,44011.0
Суудлын автомашин,Япон,2010,22233.0
Суудлын автомашин,Япон,2009,9047.0
Суудлын автомашин,Япон,2008,31167.0
Суудлын автомашин,Япон,2007,18857.0
Суудлын автомашин,Бусад,2025,1.0
Суудлын автомашин,Бусад,2024,
Суудлын автомашин,Бусад,2023,
Суудлын автомашин,Бусад,2022,
Суудлын автомашин,Бусад,2021,
Суудлын автомашин,Бусад,2020,84.0
Суудлын автомашин,Бусад,2019,5.0
Суудлын автомашин,Бусад,2018,1.0
Суудлын автомашин,Бусад,2017,2.0
Суудлын автомашин,Бусад,2016,2.0
Суудлын автомашин,Бусад,2015,
Суудлын автомашин,Бусад,2014,
Суудлын автомашин,Бусад,2013,
Суудлын автомашин,Бусад,2012,4.0
Суудлын автомашин,Бусад,2011,4.0
Суудлын автомашин,Бусад,2010,5.0
Суудлын автомашин,Бусад,2009,
Суудлын автомашин,Бусад,2008,
Суудлын автомашин,Бусад,2007,
Ачааны автомашин,Бүгд,2025,21031.0
Ачааны автомашин,Бүгд,2024,28822.0
Ачааны автомашин,Бүгд,2023,21363.0
Ачааны автомашин,Бүгд,2022,22369.0
Ачааны автомашин,Бүгд,2021,26526.0
Ачааны автомашин,Бүгд,2020,20982.0
Ачааны автомашин,Бүгд,2019,23050.0
Ачааны автомашин,Бүгд,2018,22256.0
Ачааны автомашин,Бүгд,2017,14155.0
Ачааны автомашин,Бүгд,2016,6836.0
Ачааны автомашин,Бүгд,2015,7675.0
Ачааны автомашин,Бүгд,2014,12500.0
Ачааны автомашин,Бүгд,2013,17995.0
Ачааны автомашин,Бүгд,2012,22438.0
Ачааны автомашин,Бүгд,2011,24853.0
Ачааны автомашин,Бүгд,2010,12221.0
Ачааны автомашин,Бүгд,2009,4557.0
Ачааны автомашин,Бүгд,2008,17733.0
Ачааны автомашин,Бүгд,2007,13114.0
Ачааны автомашин,Австрали,2025,5.0
Ачааны автомашин,Австрали,2024,8.0
Ачааны автомашин,Австрали,2023,50.0
Ачааны автомашин,Австрали,2022,4.0
Ачааны автомашин,Австрали,2021,
Ачааны автомашин,Австрали,2020,
Ачааны автомашин,Австрали,2019,
Ачааны автомашин,Австрали,2018,
Ачааны автомашин,Австрали,2017,
Ачааны автомашин,Австрали,2016,
Ачааны автомашин,Австрали,2015,
Ачааны автомашин,Австрали,2014,
Ачааны автомашин,Австрали,2013,
Ачааны автомашин,Австрали,2012,
Ачааны автомашин,Австрали,2011,6.0
Ачааны автомашин,Австрали,2010,
Ачааны автомашин,Австрали,2009,
Ачааны автомашин,Австрали,2008,
Ачааны автомашин,Австрали,2007,
Ачааны автомашин,Австри,2025,
Ачааны автомашин,Австри,2024,
Ачааны автомашин,Австри,2023,
Ачааны автомашин,Австри,2022,
Ачааны автомашин,Австри,2021,
Ачааны автомашин,Австри,2020,
Ачааны автомашин,Австри,2019,
Ачааны автомашин,Австри,2018,
Ачааны автомашин,Австри,2017,
Ачааны автомашин,Австри,2016,
Ачааны автомашин,Австри,2015,
Ачааны автомашин,Австри,2014,6.0
Ачааны автомашин,Австри,2013,1.0
Ачааны автомашин,Австри,2012,157.0
Ачааны автомашин,Австри,2011,
Ачааны автомашин,Австри,2010,
Ачааны автомашин,Австри,2009,
Ачааны автомашин,Австри,2008,
Ачааны автомашин,Австри,2007,
Ачааны автомашин,Америк,2025,580.0
Ачааны автомашин,Америк,2024,442.0
Ачааны автомашин,Америк,2023,263.0
Ачааны автомашин,Америк,2022,385.0
Ачааны автомашин,Америк,2021,193.0
Ачааны автомашин,Америк,2020,208.0
Ачааны автомашин,Америк,2019,196.0
Ачааны автомашин,Америк,2018,178.0
Ачааны автомашин,Америк,2017,125.0
Ачааны автомашин,Америк,2016,36.0
Ачааны автомашин,Америк,2015,61.0
Ачааны автомашин,Америк,2014,83.0
Ачааны автомашин,Америк,2013,218.0
Ачааны автомашин,Америк,2012,37.0
Ачааны автомашин,Америк,2011,137.0
Ачааны автомашин,Америк,2010,70.0
Ачааны автомашин,Америк,2009,41.0
Ачааны автомашин,Америк,2008,65.0
Ачааны автомашин,Америк,2007,30.0
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2025,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2024,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2023,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2022,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2021,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2020,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2019,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2018,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2017,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2016,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2015,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2014,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2013,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2012,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2011,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2010,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2009,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2008,
Ачааны автомашин,Арабын Нэгдсэн Эмират Улс,2007,
Ачааны автомашин,Беларусь,2025,
Ачааны автомашин,Беларусь,2024,
Ачааны автомашин,Беларусь,2023,
Ачааны автомашин,Беларусь,2022,8.0
Ачааны автомашин,Беларусь,2021,5.0
Ачааны автомашин,Беларусь,2020,26.0
Ачааны автомашин,Беларусь,2019,35.0
Ачааны автомашин,Беларусь,2018,11.0
Ачааны автомашин,Беларусь,2017,17.0
Ачааны автомашин,Беларусь,2016,11.0
Ачааны автомашин,Беларусь,2015,12.0
Ачааны автомашин,Беларусь,2014,7.0
Ачааны автомашин,Беларусь,2013,23.0
Ачааны автомашин,Беларусь,2012,15449.0
Ачааны автомашин,Беларусь,2011,30.0
Ачааны автомашин,Беларусь,2010,14.0
Ачааны автомашин,Беларусь,2009,7.0
Ачааны автомашин,Беларусь,2008,16.0
Ачааны автомашин,Беларусь,2007,13.0
Ачааны автомашин,Бельги,2025,4.0
Ачааны автомашин,Бельги,2024,9.0
Ачааны автомашин,Бельги,2023,10.0
Ачааны автомашин,Бельги,2022,
Ачааны автомашин,Бельги,2021,
Ачааны автомашин,Бельги,2020,
Ачааны автомашин,Бельги,2019,
Ачааны автомашин,Бельги,2018,
Ачааны автомашин,Бельги,2017,
Ачааны автомашин,Бельги,2016,
Ачааны автомашин,Бельги,2015,
Ачааны автомашин,Бельги,2014,
Ачааны автомашин,Бельги,2013,
Ачааны автомашин,Бельги,2012,
Ачааны автомашин,Бельги,2011,
Ачааны автомашин,Бельги,2010,
Ачааны автомашин,Бельги,2009,
Ачааны автомашин,Бельги,2008,2.0
Ачааны автомашин,Бельги,2007,
Ачааны автомашин,БНСУ,2025,8905.0
Ачааны автомашин,БНСУ,2024,12854.0
Ачааны автомашин,БНСУ,2023,8836.0
Ачааны автомашин,БНСУ,2022,10571.0
Ачааны автомашин,БНСУ,2021,10661.0
Ачааны автомашин,БНСУ,2020,10585.0
Ачааны автомашин,БНСУ,2019,13021.0
Ачааны автомашин,БНСУ,2018,10720.0
Ачааны автомашин,БНСУ,2017,7149.0
Ачааны автомашин,БНСУ,2016,4809.0
Ачааны автомашин,БНСУ,2015,5293.0
Ачааны автомашин,БНСУ,2014,8287.0
Ачааны автомашин,БНСУ,2013,11783.0
Ачааны автомашин,БНСУ,2012,2867.0
Ачааны автомашин,БНСУ,2011,14381.0
Ачааны автомашин,БНСУ,2010,7656.0
Ачааны автомашин,БНСУ,2009,3017.0
Ачааны автомашин,БНСУ,2008,11934.0
Ачааны автомашин,БНСУ,2007,8237.0
Ачааны автомашин,БНХАУ,2025,5893.0
Ачааны автомашин,БНХАУ,2024,9125.0
Ачааны автомашин,БНХАУ,2023,8446.0
Ачааны автомашин,БНХАУ,2022,6529.0
Ачааны автомашин,БНХАУ,2021,7904.0
Ачааны автомашин,БНХАУ,2020,4100.0
Ачааны автомашин,БНХАУ,2019,3742.0
Ачааны автомашин,БНХАУ,2018,6140.0
Ачааны автомашин,БНХАУ,2017,3972.0
Ачааны автомашин,БНХАУ,2016,323.0
Ачааны автомашин,БНХАУ,2015,386.0
Ачааны автомашин,БНХАУ,2014,1035.0
Ачааны автомашин,БНХАУ,2013,1875.0
Ачааны автомашин,БНХАУ,2012,
Ачааны автомашин,БНХАУ,2011,7246.0
Ачааны автомашин,БНХАУ,2010,2858.0
Ачааны автомашин,БНХАУ,2009,554.0
Ачааны автомашин,БНХАУ,2008,1846.0
Ачааны автомашин,БНХАУ,2007,1060.0
Ачааны автомашин,Бразил,2025,1.0
Ачааны автомашин,Бразил,2024,
Ачааны автомашин,Бразил,2023,
Ачааны автомашин,Бразил,2022,2.0
Ачааны автомашин,Бразил,2021,21.0
Ачааны автомашин,Бразил,2020,2.0
Ачааны автомашин,Бразил,2019,
Ачааны автомашин,Бразил,2018,1.0
Ачааны автомашин,Бразил,2017,
Ачааны автомашин,Бразил,2016,
Ачааны автомашин,Бразил,2015,
Ачааны автомашин,Бразил,2014,
Ачааны автомашин,Бразил,2013,
Ачааны автомашин,Бразил,2012,
Ачааны автомашин,Бразил,2011,
Ачааны автомашин,Бразил,2010,
Ачааны автомашин,Бразил,2009,
Ачааны автомашин,Бразил,2008,
Ачааны автомашин,Бразил,2007,
Ачааны автомашин,Вьетнам,2025,
Ачааны автомашин,Вьетнам,2024,2.0
Ачааны автомашин,Вьетнам,2023,
Ачааны автомашин,Вьетнам,2022,
Ачааны автомашин,Вьетнам,2021,
Ачааны автомашин,Вьетнам,2020,
Ачааны автомашин,Вьетнам,2019,
Ачааны автомашин,Вьетнам,2018,
Ачааны автомашин,Вьетнам,2017,
Ачааны автомашин,Вьетнам,2016,
Ачааны автомашин,Вьетнам,2015,
Ачааны автомашин,Вьетнам,2014,
Ачааны автомашин,Вьетнам,2013,
Ачааны автомашин,Вьетнам,2012,
Ачааны автомашин,Вьетнам,2011,
Ачааны автомашин,Вьетнам,2010,
Ачааны автомашин,Вьетнам,2009,
Ачааны автомашин,Вьетнам,2008,
Ачааны автомашин,Вьетнам,2007,
Ачааны автомашин,Индонез,2025,
Ачааны автомашин,Индонез,2024,2.0
Ачааны автомашин,Индонез,2023,
Ачааны автомашин,Индонез,2022,
Ачааны автомашин,Индонез,2021,3.0
Ачааны автомашин,Индонез,2020,
Ачааны автомашин,Индонез,2019,
Ачааны автомашин,Индонез,2018,
Ачааны автомашин,Индонез,2017,
Ачааны автомашин,Индонез,2016,
Ачааны автомашин,Индонез,2015,2.0
Ачааны автомашин,Индонез,2014,
Ачааны автомашин,Индонез,2013,
Ачааны автомашин,Индонез,2012,
Ачааны автомашин,Индонез,2011,
Ачааны автомашин,Индонез,2010,
Ачааны автомашин,Индонез,2009,
Ачааны автомашин,Индонез,2008,
Ачааны автомашин,Индонез,2007,
Ачааны автомашин,Ирланд,2025,
Ачааны автомашин,Ирланд,2024,
Ачааны автомашин,Ирланд,2023,
Ачааны автомашин,Ирланд,2022,1.0
Ачааны автомашин,Ирланд,2021,
Ачааны автомашин,Ирланд,2020,
Ачааны автомашин,Ирланд,2019,
Ачааны автомашин,Ирланд,2018,
Ачааны автомашин,Ирланд,2017,
Ачааны автомашин,Ирланд,2016,
Ачааны автомашин,Ирланд,2015,
Ачааны автомашин,Ирланд,2014,
Ачааны автомашин,Ирланд,2013,3.0
Ачааны автомашин,Ирланд,2012,1.0
Ачааны автомашин,Ирланд,2011,
Ачааны автомашин,Ирланд,2010,
Ачааны автомашин,Ирланд,2009,
Ачааны автомашин,Ирланд,2008,
Ачааны автомашин,Ирланд,2007,
Ачааны автомашин,Испани,2025,11.0
Ачааны автомашин,Испани,2024,16.0
Ачааны автомашин,Испани,2023,9.0
Ачааны автомашин,Испани,2022,33.0
Ачааны автомашин,Испани,2021,9.0
Ачааны автомашин,Испани,2020,22.0
Ачааны автомашин,Испани,2019,24.0
Ачааны автомашин,Испани,2018,11.0
Ачааны автомашин,Испани,2017,
Ачааны автомашин,Испани,2016,5.0
Ачааны автомашин,Испани,2015,1.0
Ачааны автомашин,Испани,2014,
Ачааны автомашин,Испани,2013,
Ачааны автомашин,Испани,2012,
Ачааны автомашин,Испани,2011,
Ачааны автомашин,Испани,2010,
Ачааны автомашин,Испани,2009,
Ачааны автомашин,Испани,2008,
Ачааны автомашин,Испани,2007,
Ачааны автомашин,Итали,2025,
Ачааны автомашин,Итали,2024,2.0
Ачааны автомашин,Итали,2023,
Ачааны автомашин,Итали,2022,5.0
Ачааны автомашин,Итали,2021,1.0
Ачааны автомашин,Итали,2020,7.0
Ачааны автомашин,Итали,2019,15.0
Ачааны автомашин,Итали,2018,3.0
Ачааны автомашин,Итали,2017,1.0
Ачааны автомашин,Итали,2016,4.0
Ачааны автомашин,Итали,2015,3.0
Ачааны автомашин,Итали,2014,3.0
Ачааны автомашин,Итали,2013,13.0
Ачааны автомашин,Итали,2012,21.0
Ачааны автомашин,Итали,2011,1.0
Ачааны автомашин,Итали,2010,1.0
Ачааны автомашин,Итали,2009,
Ачааны автомашин,Итали,2008,2.0
Ачааны автомашин,Итали,2007,
Ачааны автомашин,Их Британи,2025,
Ачааны автомашин,Их Британи,2024,
Ачааны автомашин,Их Британи,2023,
Ачааны автомашин,Их Британи,2022,2.0
Ачааны автомашин,Их Британи,2021,1.0
Ачааны автомашин,Их Британи,2020,
Ачааны автомашин,Их Британи,2019,3.0
Ачааны автомашин,Их Британи,2018,4.0
Ачааны автомашин,Их Британи,2017,6.0
Ачааны автомашин,Их Британи,2016,7.0
Ачааны автомашин,Их Британи,2015,4.0
Ачааны автомашин,Их Британи,2014,2.0
Ачааны автомашин,Их Британи,2013,5.0
Ачааны автомашин,Их Британи,2012,5.0
Ачааны автомашин,Их Британи,2011,2.0
Ачааны автомашин,Их Британи,2010,6.0
Ачааны автомашин,Их Британи,2009,16.0
Ачааны автомашин,Их Британи,2008,7.0
Ачааны автомашин,Их Британи,2007,4.0
Ачааны автомашин,Канад,2025,1.0
Ачааны автомашин,Канад,2024,2.0
Ачааны автомашин,Канад,2023,1.0
Ачааны автомашин,Канад,2022,
Ачааны автомашин,Канад,2021,6.0
Ачааны автомашин,Канад,2020,1.0
Ачааны автомашин,Канад,2019,3.0
Ачааны автомашин,Канад,2018,5.0
Ачааны автомашин,Канад,2017,4.0
Ачааны автомашин,Канад,2016,1.0
Ачааны автомашин,Канад,2015,
Ачааны автомашин,Канад,2014,
Ачааны автомашин,Канад,2013,10.0
Ачааны автомашин,Канад,2012,
Ачааны автомашин,Канад,2011,1.0
Ачааны автомашин,Канад,2010,3.0
Ачааны автомашин,Канад,2009,1.0
Ачааны автомашин,Канад,2008,11.0
Ачааны автомашин,Канад,2007,7.0
Ачааны автомашин,Киргизстан,2025,
Ачааны автомашин,Киргизстан,2024,
Ачааны автомашин,Киргизстан,2023,
Ачааны автомашин,Киргизстан,2022,
Ачааны автомашин,Киргизстан,2021,
Ачааны автомашин,Киргизстан,2020,
Ачааны автомашин,Киргизстан,2019,
Ачааны автомашин,Киргизстан,2018,
Ачааны автомашин,Киргизстан,2017,
Ачааны автомашин,Киргизстан,2016,
Ачааны автомашин,Киргизстан,2015,
Ачааны автомашин,Киргизстан,2014,
Ачааны автомашин,Киргизстан,2013,
Ачааны автомашин,Киргизстан,2012,
Ачааны автомашин,Киргизстан,2011,
Ачааны автомашин,Киргизстан,2010,
Ачааны автомашин,Киргизстан,2009,
Ачааны автомашин,Киргизстан,2008,1.0
Ачааны автомашин,Киргизстан,2007,
Ачааны автомашин,Литва,2025,1.0
Ачааны автомашин,Литва,2024,
Ачааны автомашин,Литва,2023,
Ачааны автомашин,Литва,2022,
Ачааны автомашин,Литва,2021,
Ачааны автомашин,Литва,2020,
Ачааны автомашин,Литва,2019,
Ачааны автомашин,Литва,2018,
Ачааны автомашин,Литва,2017,
Ачааны автомашин,Литва,2016,
Ачааны автомашин,Литва,2015,
Ачааны автомашин,Литва,2014,
Ачааны автомашин,Литва,2013,
Ачааны автомашин,Литва,2012,
Ачааны автомашин,Литва,2011,
Ачааны автомашин,Литва,2010,
Ачааны автомашин,Литва,2009,
Ачааны автомашин,Литва,2008,
Ачааны автомашин,Литва,2007,
Ачааны автомашин,Мексик,2025,49.0
Ачааны автомашин,Мексик,2024,34.0
Ачааны автомашин,Мексик,2023,17.0
Ачааны автомашин,Мексик,2022,24.0
Ачааны автомашин,Мексик,2021,25.0
Ачааны автомашин,Мексик,2020,17.0
Ачааны автомашин,Мексик,2019,24.0
Ачааны автомашин,Мексик,2018,9.0
Ачааны автомашин,Мексик,2017,2.0
Ачааны автомашин,Мексик,2016,2.0
Ачааны автомашин,Мексик,2015,2.0
Ачааны автомашин,Мексик,2014,
Ачааны автомашин,Мексик,2013,5.0
Ачааны автомашин,Мексик,2012,
Ачааны автомашин,Мексик,2011,
Ачааны автомашин,Мексик,2010,
Ачааны автомашин,Мексик,2009,
Ачааны автомашин,Мексик,2008,
Ачааны автомашин,Мексик,2007,
Ачааны автомашин,Нидерланд,2025,49.0
Ачааны автомашин,Нидерланд,2024,58.0
Ачааны автомашин,Нидерланд,2023,67.0
Ачааны автомашин,Нидерланд,2022,44.0
Ачааны автомашин,Нидерланд,2021,154.0
Ачааны автомашин,Нидерланд,2020,19.0
Ачааны автомашин,Нидерланд,2019,33.0
Ачааны автомашин,Нидерланд,2018,37.0
Ачааны автомашин,Нидерланд,2017,19.0
Ачааны автомашин,Нидерланд,2016,3.0
Ачааны автомашин,Нидерланд,2015,16.0
Ачааны автомашин,Нидерланд,2014,
Ачааны автомашин,Нидерланд,2013,9.0
Ачааны автомашин,Нидерланд,2012,7.0
Ачааны автомашин,Нидерланд,2011,
Ачааны автомашин,Нидерланд,2010,
Ачааны автомашин,Нидерланд,2009,
Ачааны автомашин,Нидерланд,2008,
Ачааны автомашин,Нидерланд,2007,1.0
Ачааны автомашин,ОХУ,2025,58.0
Ачааны автомашин,ОХУ,2024,121.0
Ачааны автомашин,ОХУ,2023,71.0
Ачааны автомашин,ОХУ,2022,146.0
Ачааны автомашин,ОХУ,2021,530.0
Ачааны автомашин,ОХУ,2020,255.0
Ачааны автомашин,ОХУ,2019,206.0
Ачааны автомашин,ОХУ,2018,242.0
Ачааны автомашин,ОХУ,2017,141.0
Ачааны автомашин,ОХУ,2016,133.0
Ачааны автомашин,ОХУ,2015,128.0
Ачааны автомашин,ОХУ,2014,79.0
Ачааны автомашин,ОХУ,2013,113.0
Ачааны автомашин,ОХУ,2012,386.0
Ачааны автомашин,ОХУ,2011,462.0
Ачааны автомашин,ОХУ,2010,115.0
Ачааны автомашин,ОХУ,2009,81.0
Ачааны автомашин,ОХУ,2008,
Ачааны автомашин,ОХУ,2007,529.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2025,6.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2024,5.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2023,8.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2022,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2021,3.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2020,5.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2019,1.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2018,2.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2017,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2016,1.0
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2015,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2014,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2013,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2012,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2011,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2010,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2009,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2008,
Ачааны автомашин,Өмнөд Африкийн Бүгд Hайрамдах Улс,2007,
Ачааны автомашин,Польш,2025,
Ачааны автомашин,Польш,2024,
Ачааны автомашин,Польш,2023,
Ачааны автомашин,Польш,2022,1.0
Ачааны автомашин,Польш,2021,
Ачааны автомашин,Польш,2020,
Ачааны автомашин,Польш,2019,
Ачааны автомашин,Польш,2018,
Ачааны автомашин,Польш,2017,
Ачааны автомашин,Польш,2016,
Ачааны автомашин,Польш,2015,
Ачааны автомашин,Польш,2014,1.0
Ачааны автомашин,Польш,2013,1.0
Ачааны автомашин,Польш,2012,
Ачааны автомашин,Польш,2011,3.0
Ачааны автомашин,Польш,2010,
Ачааны автомашин,Польш,2009,
Ачааны автомашин,Польш,2008,
Ачааны автомашин,Польш,2007,
Ачааны автомашин,Румын,2025,
Ачааны автомашин,Румын,2024,
Ачааны автомашин,Румын,2023,
Ачааны автомашин,Румын,2022,
Ачааны автомашин,Румын,2021,
Ачааны автомашин,Румын,2020,
Ачааны автомашин,Румын,2019,
Ачааны автомашин,Румын,2018,
Ачааны автомашин,Румын,2017,
Ачааны автомашин,Румын,2016,
Ачааны автомашин,Румын,2015,
Ачааны автомашин,Румын,2014,
Ачааны автомашин,Румын,2013,2.0
Ачааны автомашин,Румын,2012,
Ачааны автомашин,Румын,2011,
Ачааны автомашин,Румын,2010,
Ачааны автомашин,Румын,2009,
Ачааны автомашин,Румын,2008,
Ачааны автомашин,Румын,2007,
Ачааны автомашин,Словак,2025,
Ачааны автомашин,Словак,2024,
Ачааны автомашин,Словак,2023,
Ачааны автомашин,Словак,2022,
Ачааны автомашин,Словак,2021,
Ачааны автомашин,Словак,2020,
Ачааны автомашин,Словак,2019,
Ачааны автомашин,Словак,2018,
Ачааны автомашин,Словак,2017,
Ачааны автомашин,Словак,2016,
Ачааны автомашин,Словак,2015,
Ачааны автомашин,Словак,2014,
Ачааны автомашин,Словак,2013,
Ачааны автомашин,Словак,2012,
Ачааны автомашин,Словак,2011,
Ачааны автомашин,Словак,2010,
Ачааны автомашин,Словак,2009,
Ачааны автомашин,Словак,2008,
Ачааны автомашин,Словак,2007,
Ачааны автомашин,Тайвань,2025,
Ачааны автомашин,Тайвань,2024,3.0
Ачааны автомашин,Тайвань,2023,3.0
Ачааны автомашин,Тайвань,2022,2.0
Ачааны автомашин,Тайвань,2021,
Ачааны автомашин,Тайвань,2020,
Ачааны автомашин,Тайвань,2019,
Ачааны автомашин,Тайвань,2018,
Ачааны автомашин,Тайвань,2017,
Ачааны автомашин,Тайвань,2016,
Ачааны автомашин,Тайвань,2015,
Ачааны автомашин,Тайвань,2014,
Ачааны автомашин,Тайвань,2013,
Ачааны автомашин,Тайвань,2012,
Ачааны автомашин,Тайвань,2011,
Ачааны автомашин,Тайвань,2010,
Ачааны автомашин,Тайвань,2009,
Ачааны автомашин,Тайвань,2008,
Ачааны автомашин,Тайвань,2007,
Ачааны автомашин,Тайланд,2025,422.0
Ачааны автомашин,Тайланд,2024,317.0
Ачааны автомашин,Тайланд,2023,284.0
Ачааны автомашин,Тайланд,2022,314.0
Ачааны автомашин,Тайланд,2021,267.0
Ачааны автомашин,Тайланд,2020,451.0
Ачааны автомашин,Тайланд,2019,597.0
Ачааны автомашин,Тайланд,2018,531.0
Ачааны автомашин,Тайланд,2017,308.0
Ачааны автомашин,Тайланд,2016,134.0
Ачааны автомашин,Тайланд,2015,100.0
Ачааны автомашин,Тайланд,2014,84.0
Ачааны автомашин,Тайланд,2013,53.0
Ачааны автомашин,Тайланд,2012,84.0
Ачааны автомашин,Тайланд,2011,92.0
Ачааны автомашин,Тайланд,2010,75.0
Ачааны автомашин,Тайланд,2009,12.0
Ачааны автомашин,Тайланд,2008,34.0
Ачааны автомашин,Тайланд,2007,17.0
Ачааны автомашин,Турк,2025,
Ачааны автомашин,Турк,2024,16.0
Ачааны автомашин,Турк,2023,7.0
Ачааны автомашин,Турк,2022,5.0
Ачааны автомашин,Турк,2021,7.0
Ачааны автомашин,Турк,2020,11.0
Ачааны автомашин,Турк,2019,10.0
Ачааны автомашин,Турк,2018,5.0
Ачааны автомашин,Турк,2017,
Ачааны автомашин,Турк,2016,2.0
Ачааны автомашин,Турк,2015,4.0
Ачааны автомашин,Турк,2014,5.0
Ачааны автомашин,Турк,2013,1.0
Ачааны автомашин,Турк,2012,12.0
Ачааны автомашин,Турк,2011,2.0
Ачааны автомашин,Турк,2010,
Ачааны автомашин,Турк,2009,6.0
Ачааны автомашин,Турк,2008,14.0
Ачааны автомашин,Турк,2007,
Ачааны автомашин,Узбекистан,2025,
Ачааны автомашин,Узбекистан,2024,1.0
Ачааны автомашин,Узбекистан,2023,4.0
Ачааны автомашин,Узбекистан,2022,
Ачааны автомашин,Узбекистан,2021,
Ачааны автомашин,Узбекистан,2020,
Ачааны автомашин,Узбекистан,2019,
Ачааны автомашин,Узбекистан,2018,
Ачааны автомашин,Узбекистан,2017,
Ачааны автомашин,Узбекистан,2016,
