year,region_code,region_en,region_mn,animal_code,animal_en,animal_mn,losses_thousand,starting_herd_thousand,loss_rate_percent,loss_status,herd_status
2012,184,Khovd,Ховд,0,Total,Бүгд,23.9,1771.3,1.349291,,
2012,184,Khovd,Ховд,1,Horse,Адуу,1.1,68.2,1.612903,,
2012,184,Khovd,Ховд,2,Cattle,Үхэр,1.4,87.6,1.598174,,
2012,184,Khovd,Ховд,3,Camel,Тэмээ,0.2,16.8,1.190476,,
2012,184,Khovd,Ховд,4,Sheep,Хонь,6.8,615,1.105691,,
2012,184,Khovd,Ховд,5,Goat,Ямаа,14.5,983.7,1.474027,,
2012,185,Uvs,Увс,0,Total,Бүгд,49,1831.8,2.674965,,
2012,185,Uvs,Увс,1,Horse,Адуу,1.5,64,2.34375,,
2012,185,Uvs,Увс,2,Cattle,Үхэр,2.5,95.7,2.61233,,
2012,185,Uvs,Увс,3,Camel,Тэмээ,0.1,15.5,0.645161,,
2012,185,Uvs,Увс,4,Sheep,Хонь,24,851.5,2.818555,,
2012,185,Uvs,Увс,5,Goat,Ямаа,20.9,805.3,2.595306,,
2012,261,Orkhon,Орхон,0,Total,Бүгд,1.8,168.3,1.069519,,
2012,261,Orkhon,Орхон,1,Horse,Адуу,0.1,11.8,0.847458,,
2012,261,Orkhon,Орхон,2,Cattle,Үхэр,0.1,18.8,0.531915,,
2012,261,Orkhon,Орхон,3,Camel,Тэмээ,0,0.2,0.0,,
2012,261,Orkhon,Орхон,4,Sheep,Хонь,1.2,68.6,1.749271,,
2012,261,Orkhon,Орхон,5,Goat,Ямаа,0.5,69,0.724638,,
2012,262,Uvurkhangai,Өвөрхангай,0,Total,Бүгд,8.1,2425.7,0.333924,,
2012,262,Uvurkhangai,Өвөрхангай,1,Horse,Адуу,0.4,141.1,0.283487,,
2012,262,Uvurkhangai,Өвөрхангай,2,Cattle,Үхэр,1.3,90.6,1.434879,,
2012,262,Uvurkhangai,Өвөрхангай,3,Camel,Тэмээ,0,15.9,0.0,,
2012,262,Uvurkhangai,Өвөрхангай,4,Sheep,Хонь,2.7,1051.8,0.256703,,
2012,262,Uvurkhangai,Өвөрхангай,5,Goat,Ямаа,3.7,1126.4,0.32848,,
2012,263,Bulgan,Булган,0,Total,Бүгд,26.2,2340.8,1.119275,,
2012,263,Bulgan,Булган,1,Horse,Адуу,2.6,186,1.397849,,
2012,263,Bulgan,Булган,2,Cattle,Үхэр,2.7,180.9,1.492537,,
2012,263,Bulgan,Булган,3,Camel,Тэмээ,0,1,0.0,,
2012,263,Bulgan,Булган,4,Sheep,Хонь,12.2,1188,1.026936,,
2012,263,Bulgan,Булган,5,Goat,Ямаа,8.8,785,1.121019,,
2012,264,Bayankhongor,Баянхонгор,0,Total,Бүгд,18.1,2237.8,0.80883,,
2012,264,Bayankhongor,Баянхонгор,1,Horse,Адуу,0.9,82.1,1.096224,,
2012,264,Bayankhongor,Баянхонгор,2,Cattle,Үхэр,3,110.9,2.70514,,
2012,264,Bayankhongor,Баянхонгор,3,Camel,Тэмээ,0.1,30.3,0.330033,,
2012,264,Bayankhongor,Баянхонгор,4,Sheep,Хонь,4.9,617.6,0.793394,,
2012,264,Bayankhongor,Баянхонгор,5,Goat,Ямаа,9.2,1397,0.658554,,
2012,265,Arkhangai,Архангай,0,Total,Бүгд,59.7,2984.3,2.000469,,
2012,265,Arkhangai,Архангай,1,Horse,Адуу,3.2,218.7,1.463192,,
2012,265,Arkhangai,Архангай,2,Cattle,Үхэр,9.3,335.9,2.768681,,
2012,265,Arkhangai,Архангай,3,Camel,Тэмээ,0,0.9,0.0,,
2012,265,Arkhangai,Архангай,4,Sheep,Хонь,27.7,1464.6,1.891301,,
2012,265,Arkhangai,Архангай,5,Goat,Ямаа,19.5,964.2,2.022402,,
2012,267,Khuvsgul,Хөвсгөл,0,Total,Бүгд,44.5,3315.5,1.342181,,
2012,267,Khuvsgul,Хөвсгөл,1,Horse,Адуу,2,155.3,1.28783,,
2012,267,Khuvsgul,Хөвсгөл,2,Cattle,Үхэр,5.2,313.8,1.657106,,
2012,267,Khuvsgul,Хөвсгөл,3,Camel,Тэмээ,0,2.1,0.0,,
2012,267,Khuvsgul,Хөвсгөл,4,Sheep,Хонь,17.4,1457.5,1.193825,,
2012,267,Khuvsgul,Хөвсгөл,5,Goat,Ямаа,19.9,1386.8,1.434958,,
2012,341,Tuv,Төв,0,Total,Бүгд,22.1,2962,0.746117,,
2012,341,Tuv,Төв,1,Horse,Адуу,1.7,223,0.762332,,
2012,341,Tuv,Төв,2,Cattle,Үхэр,2.1,185,1.135135,,
2012,341,Tuv,Төв,3,Camel,Тэмээ,0,2.9,0.0,,
2012,341,Tuv,Төв,4,Sheep,Хонь,9.5,1462.3,0.649661,,
2012,341,Tuv,Төв,5,Goat,Ямаа,8.8,1088.9,0.808155,,
2012,342,Govisumber,Говьсүмбэр,0,Total,Бүгд,0.9,189.7,0.474433,,
2012,342,Govisumber,Говьсүмбэр,1,Horse,Адуу,0,8.6,0.0,,
2012,342,Govisumber,Говьсүмбэр,2,Cattle,Үхэр,0,4.3,0.0,,
2012,342,Govisumber,Говьсүмбэр,3,Camel,Тэмээ,0,0.6,0.0,,
2012,342,Govisumber,Говьсүмбэр,4,Sheep,Хонь,0.3,79,0.379747,,
2012,342,Govisumber,Говьсүмбэр,5,Goat,Ямаа,0.5,97.1,0.514933,,
2012,343,Selenge,Сэлэнгэ,0,Total,Бүгд,9.3,1260.9,0.737568,,
2012,343,Selenge,Сэлэнгэ,1,Horse,Адуу,0.4,65.3,0.612557,,
2012,343,Selenge,Сэлэнгэ,2,Cattle,Үхэр,0.7,151.9,0.460829,,
2012,343,Selenge,Сэлэнгэ,3,Camel,Тэмээ,0,0.6,0.0,,
2012,343,Selenge,Сэлэнгэ,4,Sheep,Хонь,5.8,581.7,0.997078,,
2012,343,Selenge,Сэлэнгэ,5,Goat,Ямаа,2.3,461.4,0.498483,,
2012,344,Dornogovi,Дорноговь,0,Total,Бүгд,12.2,1207.4,1.010436,,
2012,344,Dornogovi,Дорноговь,1,Horse,Адуу,0.4,86.5,0.462428,,
2012,344,Dornogovi,Дорноговь,2,Cattle,Үхэр,0.4,45.7,0.875274,,
2012,344,Dornogovi,Дорноговь,3,Camel,Тэмээ,0.2,30,0.666667,,
2012,344,Dornogovi,Дорноговь,4,Sheep,Хонь,3.6,477.3,0.754243,,
2012,344,Dornogovi,Дорноговь,5,Goat,Ямаа,7.6,568,1.338028,,
2012,345,Darkhan-Uul,Дархан-Уул,0,Total,Бүгд,2.1,256.8,0.817757,,
2012,345,Darkhan-Uul,Дархан-Уул,1,Horse,Адуу,0.2,11,1.818182,,
2012,345,Darkhan-Uul,Дархан-Уул,2,Cattle,Үхэр,0.4,33.9,1.179941,,
2012,345,Darkhan-Uul,Дархан-Уул,3,Camel,Тэмээ,0,0.5,0.0,,
2012,345,Darkhan-Uul,Дархан-Уул,4,Sheep,Хонь,0.9,125,0.72,,
2012,345,Darkhan-Uul,Дархан-Уул,5,Goat,Ямаа,0.7,86.5,0.809249,,
2012,346,Umnugovi,Өмнөговь,0,Total,Бүгд,8.8,1223.5,0.719248,,
2012,346,Umnugovi,Өмнөговь,1,Horse,Адуу,0.2,43.4,0.460829,,
2012,346,Umnugovi,Өмнөговь,2,Cattle,Үхэр,0.1,8.7,1.149425,,
2012,346,Umnugovi,Өмнөговь,3,Camel,Тэмээ,0.3,87.8,0.341686,,
2012,346,Umnugovi,Өмнөговь,4,Sheep,Хонь,2.2,257.4,0.854701,,
2012,346,Umnugovi,Өмнөговь,5,Goat,Ямаа,6.1,826.1,0.738409,,
2012,348,Dundgovi,Дундговь,0,Total,Бүгд,3.5,1348.7,0.259509,,
2012,348,Dundgovi,Дундговь,1,Horse,Адуу,0.1,59.7,0.167504,,
2012,348,Dundgovi,Дундговь,2,Cattle,Үхэр,0.1,21,0.47619,,
2012,348,Dundgovi,Дундговь,3,Camel,Тэмээ,0,19.7,0.0,,
2012,348,Dundgovi,Дундговь,4,Sheep,Хонь,1.6,623.5,0.256616,,
2012,348,Dundgovi,Дундговь,5,Goat,Ямаа,1.7,624.8,0.272087,,
2012,421,Dornod,Дорнод,0,Total,Бүгд,14.2,1149.8,1.234997,,
2012,421,Dornod,Дорнод,1,Horse,Адуу,1,144.1,0.693963,,
2012,421,Dornod,Дорнод,2,Cattle,Үхэр,0.8,109.7,0.729262,,
2012,421,Dornod,Дорнод,3,Camel,Тэмээ,0,5.6,0.0,,
2012,421,Dornod,Дорнод,4,Sheep,Хонь,5.9,555.4,1.062297,,
2012,421,Dornod,Дорнод,5,Goat,Ямаа,6.4,335.1,1.909878,,
2012,422,Sukhbaatar,Сүхбаатар,0,Total,Бүгд,20.9,2081.4,1.004132,,
2012,422,Sukhbaatar,Сүхбаатар,1,Horse,Адуу,0.8,164.9,0.485143,,
2012,422,Sukhbaatar,Сүхбаатар,2,Cattle,Үхэр,1.1,136.7,0.804682,,
2012,422,Sukhbaatar,Сүхбаатар,3,Camel,Тэмээ,0.1,10.7,0.934579,,
2012,422,Sukhbaatar,Сүхбаатар,4,Sheep,Хонь,8.9,992,0.897177,,
2012,422,Sukhbaatar,Сүхбаатар,5,Goat,Ямаа,10.1,777.2,1.299537,,
2012,423,Khentii,Хэнтий,0,Total,Бүгд,38,2379.1,1.597243,,
2012,423,Khentii,Хэнтий,1,Horse,Адуу,1.8,156.5,1.15016,,
2012,423,Khentii,Хэнтий,2,Cattle,Үхэр,2.7,165.7,1.629451,,
2012,423,Khentii,Хэнтий,3,Camel,Тэмээ,0,3.7,0.0,,
2012,423,Khentii,Хэнтий,4,Sheep,Хонь,17.8,1146.5,1.552551,,
2012,423,Khentii,Хэнтий,5,Goat,Ямаа,15.7,906.7,1.731554,,
2012,511,Ulaanbaatar,Улаанбаатар,0,Total,Бүгд,2.1,278.9,0.752958,,
2012,511,Ulaanbaatar,Улаанбаатар,1,Horse,Адуу,0.2,22.5,0.888889,,
2012,511,Ulaanbaatar,Улаанбаатар,2,Cattle,Үхэр,0.5,56.9,0.878735,,
2012,511,Ulaanbaatar,Улаанбаатар,3,Camel,Тэмээ,0,0.2,0.0,,
2012,511,Ulaanbaatar,Улаанбаатар,4,Sheep,Хонь,0.8,105.8,0.756144,,
2012,511,Ulaanbaatar,Улаанбаатар,5,Goat,Ямаа,0.7,93.6,0.747863,,
2013,0,Total,Улсын дүн,0,Total,Бүгд,792.6,40920.9,1.936908,,
2013,0,Total,Улсын дүн,1,Horse,Адуу,35.9,2330.4,1.540508,,
2013,0,Total,Улсын дүн,2,Cattle,Үхэр,75,2584.6,2.901803,,
2013,0,Total,Улсын дүн,3,Camel,Тэмээ,1.8,305.8,0.58862,,
2013,0,Total,Улсын дүн,4,Sheep,Хонь,347.2,18141.4,1.913854,,
2013,0,Total,Улсын дүн,5,Goat,Ямаа,332.7,17558.7,1.894787,,
2013,181,Zavkhan,Завхан,0,Total,Бүгд,60.4,2280,2.649123,,
2013,181,Zavkhan,Завхан,1,Horse,Адуу,3,116.8,2.568493,,
2013,181,Zavkhan,Завхан,2,Cattle,Үхэр,3,98.4,3.04878,,
2013,181,Zavkhan,Завхан,3,Camel,Тэмээ,0.1,6.4,1.5625,,
2013,181,Zavkhan,Завхан,4,Sheep,Хонь,28.4,1147.9,2.474083,,
2013,181,Zavkhan,Завхан,5,Goat,Ямаа,25.9,910.7,2.843966,,
2013,182,Govi-Altai,Говь-Алтай,0,Total,Бүгд,36.8,1911.1,1.925593,,
2013,182,Govi-Altai,Говь-Алтай,1,Horse,Адуу,0.7,55,1.272727,,
2013,182,Govi-Altai,Говь-Алтай,2,Cattle,Үхэр,0.4,29.5,1.355932,,
2013,182,Govi-Altai,Говь-Алтай,3,Camel,Тэмээ,0.3,28.2,1.06383,,
2013,182,Govi-Altai,Говь-Алтай,4,Sheep,Хонь,10.1,578.1,1.747103,,
2013,182,Govi-Altai,Говь-Алтай,5,Goat,Ямаа,25.4,1220.3,2.081455,,
2013,183,Bayan-Ulgii,Баян-Өлгий,0,Total,Бүгд,11.1,1410.6,0.786899,,
2013,183,Bayan-Ulgii,Баян-Өлгий,1,Horse,Адуу,1.1,51.7,2.12766,,
2013,183,Bayan-Ulgii,Баян-Өлгий,2,Cattle,Үхэр,1.7,87.2,1.949541,,
2013,183,Bayan-Ulgii,Баян-Өлгий,3,Camel,Тэмээ,0,4.2,0.0,,
2013,183,Bayan-Ulgii,Баян-Өлгий,4,Sheep,Хонь,3.3,574.4,0.574513,,
2013,183,Bayan-Ulgii,Баян-Өлгий,5,Goat,Ямаа,5,693.1,0.721397,,
2013,184,Khovd,Ховд,0,Total,Бүгд,23.4,2038.5,1.147903,,
2013,184,Khovd,Ховд,1,Horse,Адуу,1.2,75.5,1.589404,,
2013,184,Khovd,Ховд,2,Cattle,Үхэр,1.9,100.7,1.886792,,
2013,184,Khovd,Ховд,3,Camel,Тэмээ,0.2,18.6,1.075269,,
2013,184,Khovd,Ховд,4,Sheep,Хонь,7.8,758.2,1.028752,,
2013,184,Khovd,Ховд,5,Goat,Ямаа,12.3,1085.4,1.133223,,
2013,185,Uvs,Увс,0,Total,Бүгд,35.7,2030.7,1.758014,,
2013,185,Uvs,Увс,1,Horse,Адуу,1.4,70.4,1.988636,,
2013,185,Uvs,Увс,2,Cattle,Үхэр,2.2,108,2.037037,,
2013,185,Uvs,Увс,3,Camel,Тэмээ,0.2,16.9,1.183432,,
2013,185,Uvs,Увс,4,Sheep,Хонь,15.5,976,1.588115,,
2013,185,Uvs,Увс,5,Goat,Ямаа,16.6,859.3,1.931805,,
2013,261,Orkhon,Орхон,0,Total,Бүгд,2.1,184.5,1.138211,,
2013,261,Orkhon,Орхон,1,Horse,Адуу,0.1,11.8,0.847458,,
2013,261,Orkhon,Орхон,2,Cattle,Үхэр,0.2,20.6,0.970874,,
2013,261,Orkhon,Орхон,3,Camel,Тэмээ,,0.2,,..,
2013,261,Orkhon,Орхон,4,Sheep,Хонь,1.1,80.2,1.371571,,
2013,261,Orkhon,Орхон,5,Goat,Ямаа,0.7,71.8,0.97493,,
2013,262,Uvurkhangai,Өвөрхангай,0,Total,Бүгд,19.7,2970.7,0.663143,,
2013,262,Uvurkhangai,Өвөрхангай,1,Horse,Адуу,0.8,170.5,0.469208,,
2013,262,Uvurkhangai,Өвөрхангай,2,Cattle,Үхэр,0.8,114,0.701754,,
2013,262,Uvurkhangai,Өвөрхангай,3,Camel,Тэмээ,0,18.1,0.0,,
2013,262,Uvurkhangai,Өвөрхангай,4,Sheep,Хонь,8.2,1310.9,0.625524,,
2013,262,Uvurkhangai,Өвөрхангай,5,Goat,Ямаа,9.9,1357.2,0.729443,,
2013,263,Bulgan,Булган,0,Total,Бүгд,37,2578.6,1.434887,,
2013,263,Bulgan,Булган,1,Horse,Адуу,1.9,199.3,0.953337,,
2013,263,Bulgan,Булган,2,Cattle,Үхэр,2.5,195.1,1.281394,,
2013,263,Bulgan,Булган,3,Camel,Тэмээ,0,1,0.0,,
2013,263,Bulgan,Булган,4,Sheep,Хонь,18.5,1340.8,1.379773,,
2013,263,Bulgan,Булган,5,Goat,Ямаа,14.1,842.3,1.673988,,
2013,264,Bayankhongor,Баянхонгор,0,Total,Бүгд,59.4,2640.8,2.249318,,
2013,264,Bayankhongor,Баянхонгор,1,Horse,Адуу,1.6,93.5,1.71123,,
2013,264,Bayankhongor,Баянхонгор,2,Cattle,Үхэр,8.4,127.9,6.567631,,
2013,264,Bayankhongor,Баянхонгор,3,Camel,Тэмээ,0.1,34.6,0.289017,,
2013,264,Bayankhongor,Баянхонгор,4,Sheep,Хонь,15.5,788.6,1.965508,,
2013,264,Bayankhongor,Баянхонгор,5,Goat,Ямаа,33.8,1596.3,2.117396,,
2013,265,Arkhangai,Архангай,0,Total,Бүгд,196.2,3403.2,5.765162,,
2013,265,Arkhangai,Архангай,1,Horse,Адуу,12.3,238.6,5.155071,,
2013,265,Arkhangai,Архангай,2,Cattle,Үхэр,18.1,371.1,4.877392,,
2013,265,Arkhangai,Архангай,3,Camel,Тэмээ,0,1.1,0.0,,
2013,265,Arkhangai,Архангай,4,Sheep,Хонь,105.2,1746.8,6.022441,,
2013,265,Arkhangai,Архангай,5,Goat,Ямаа,60.5,1045.7,5.785598,,
2013,267,Khuvsgul,Хөвсгөл,0,Total,Бүгд,117.5,3601.7,3.262348,,
2013,267,Khuvsgul,Хөвсгөл,1,Horse,Адуу,3.7,161.2,2.295285,,
2013,267,Khuvsgul,Хөвсгөл,2,Cattle,Үхэр,19.3,322.1,5.991928,,
2013,267,Khuvsgul,Хөвсгөл,3,Camel,Тэмээ,0,2.1,0.0,,
2013,267,Khuvsgul,Хөвсгөл,4,Sheep,Хонь,47.9,1673.1,2.862949,,
2013,267,Khuvsgul,Хөвсгөл,5,Goat,Ямаа,46.5,1443.2,3.222007,,
2013,341,Tuv,Төв,0,Total,Бүгд,42.1,3244.7,1.297501,,
2013,341,Tuv,Төв,1,Horse,Адуу,2.3,246.7,0.932306,,
2013,341,Tuv,Төв,2,Cattle,Үхэр,2.8,206.5,1.355932,,
2013,341,Tuv,Төв,3,Camel,Тэмээ,0,2.4,0.0,,
2013,341,Tuv,Төв,4,Sheep,Хонь,18.6,1633.7,1.13852,,
2013,341,Tuv,Төв,5,Goat,Ямаа,18.4,1155.4,1.592522,,
2013,342,Govisumber,Говьсүмбэр,0,Total,Бүгд,1.8,226.1,0.796108,,
2013,342,Govisumber,Говьсүмбэр,1,Horse,Адуу,0,9.6,0.0,,
2013,342,Govisumber,Говьсүмбэр,2,Cattle,Үхэр,0,5.6,0.0,,
2013,342,Govisumber,Говьсүмбэр,3,Camel,Тэмээ,0,0.6,0.0,,
2013,342,Govisumber,Говьсүмбэр,4,Sheep,Хонь,0.7,99.4,0.704225,,
2013,342,Govisumber,Говьсүмбэр,5,Goat,Ямаа,1.1,110.9,0.991885,,
2013,343,Selenge,Сэлэнгэ,0,Total,Бүгд,6.5,1305.6,0.497855,,
2013,343,Selenge,Сэлэнгэ,1,Horse,Адуу,0.5,68.1,0.734214,,
2013,343,Selenge,Сэлэнгэ,2,Cattle,Үхэр,1,159.6,0.626566,,
2013,343,Selenge,Сэлэнгэ,3,Camel,Тэмээ,0,0.6,0.0,,
2013,343,Selenge,Сэлэнгэ,4,Sheep,Хонь,2.5,612.1,0.40843,,
2013,343,Selenge,Сэлэнгэ,5,Goat,Ямаа,2.5,465.2,0.537403,,
2013,344,Dornogovi,Дорноговь,0,Total,Бүгд,9.2,1327.9,0.692823,,
2013,344,Dornogovi,Дорноговь,1,Horse,Адуу,0.4,95.6,0.41841,,
2013,344,Dornogovi,Дорноговь,2,Cattle,Үхэр,0.3,50.3,0.596421,,
2013,344,Dornogovi,Дорноговь,3,Camel,Тэмээ,0.2,31.5,0.634921,,
2013,344,Dornogovi,Дорноговь,4,Sheep,Хонь,3.6,531.5,0.677328,,
2013,344,Dornogovi,Дорноговь,5,Goat,Ямаа,4.8,619.1,0.775319,,
2013,345,Darkhan-Uul,Дархан-Уул,0,Total,Бүгд,3.4,268.4,1.266766,,
2013,345,Darkhan-Uul,Дархан-Уул,1,Horse,Адуу,0.2,11.3,1.769912,,
2013,345,Darkhan-Uul,Дархан-Уул,2,Cattle,Үхэр,0.5,35.6,1.404494,,
2013,345,Darkhan-Uul,Дархан-Уул,3,Camel,Тэмээ,0,0.4,0.0,,
2013,345,Darkhan-Uul,Дархан-Уул,4,Sheep,Хонь,1.5,136,1.102941,,
2013,345,Darkhan-Uul,Дархан-Уул,5,Goat,Ямаа,1.2,85.1,1.410106,,
2013,346,Umnugovi,Өмнөговь,0,Total,Бүгд,9.8,1419.3,0.690481,,
2013,346,Umnugovi,Өмнөговь,1,Horse,Адуу,0.2,50.1,0.399202,,
2013,346,Umnugovi,Өмнөговь,2,Cattle,Үхэр,0.1,10.8,0.925926,,
2013,346,Umnugovi,Өмнөговь,3,Camel,Тэмээ,0.4,97.3,0.4111,,
2013,346,Umnugovi,Өмнөговь,4,Sheep,Хонь,2.5,299.8,0.833889,,
2013,346,Umnugovi,Өмнөговь,5,Goat,Ямаа,6.7,961.3,0.696973,,
2013,348,Dundgovi,Дундговь,0,Total,Бүгд,4.3,1672,0.257177,,
2013,348,Dundgovi,Дундговь,1,Horse,Адуу,0.1,72,0.138889,,
2013,348,Dundgovi,Дундговь,2,Cattle,Үхэр,0.1,27.6,0.362319,,
2013,348,Dundgovi,Дундговь,3,Camel,Тэмээ,0,23,0.0,,
2013,348,Dundgovi,Дундговь,4,Sheep,Хонь,1.9,775.8,0.244908,,
2013,348,Dundgovi,Дундговь,5,Goat,Ямаа,2.3,773.6,0.297311,,
2013,421,Dornod,Дорнод,0,Total,Бүгд,47.9,1207.3,3.967531,,
2013,421,Dornod,Дорнод,1,Horse,Адуу,1.5,150.9,0.994036,,
2013,421,Dornod,Дорнод,2,Cattle,Үхэр,6.9,119.7,5.764411,,
2013,421,Dornod,Дорнод,3,Camel,Тэмээ,0.1,5,2.0,,
2013,421,Dornod,Дорнод,4,Sheep,Хонь,23.3,584.8,3.984268,,
2013,421,Dornod,Дорнод,5,Goat,Ямаа,16.1,346.9,4.641107,,
2013,422,Sukhbaatar,Сүхбаатар,0,Total,Бүгд,26,2280.6,1.140051,,
2013,422,Sukhbaatar,Сүхбаатар,1,Horse,Адуу,1,183.6,0.544662,,
2013,422,Sukhbaatar,Сүхбаатар,2,Cattle,Үхэр,1.6,151.1,1.058901,,
2013,422,Sukhbaatar,Сүхбаатар,3,Camel,Тэмээ,0.1,9.8,1.020408,,
2013,422,Sukhbaatar,Сүхбаатар,4,Sheep,Хонь,11.1,1090.8,1.017602,,
2013,422,Sukhbaatar,Сүхбаатар,5,Goat,Ямаа,12.2,845.3,1.443275,,
2013,423,Khentii,Хэнтий,0,Total,Бүгд,38.5,2610.4,1.47487,,
2013,423,Khentii,Хэнтий,1,Horse,Адуу,1.7,172.6,0.984936,,
2013,423,Khentii,Хэнтий,2,Cattle,Үхэр,2.6,182.7,1.423098,,
2013,423,Khentii,Хэнтий,3,Camel,Тэмээ,0.1,3.7,2.702703,,
2013,423,Khentii,Хэнтий,4,Sheep,Хонь,18.7,1277.8,1.463453,,
2013,423,Khentii,Хэнтий,5,Goat,Ямаа,15.4,973.7,1.581596,,
2013,511,Ulaanbaatar,Улаанбаатар,0,Total,Бүгд,3.6,308.5,1.166937,,
2013,511,Ulaanbaatar,Улаанбаатар,1,Horse,Адуу,0.3,25.8,1.162791,,
2013,511,Ulaanbaatar,Улаанбаатар,2,Cattle,Үхэр,0.6,60.6,0.990099,,
2013,511,Ulaanbaatar,Улаанбаатар,3,Camel,Тэмээ,0,0.2,0.0,,
2013,511,Ulaanbaatar,Улаанбаатар,4,Sheep,Хонь,1.4,124.7,1.122694,,
2013,511,Ulaanbaatar,Улаанбаатар,5,Goat,Ямаа,1.3,97.2,1.337449,,
2014,0,Total,Улсын дүн,0,Total,Бүгд,401.37,45144.3,0.889082,,
2014,0,Total,Улсын дүн,1,Horse,Адуу,23.321,2619.4,0.890318,,
2014,0,Total,Улсын дүн,2,Cattle,Үхэр,34.032,2909.5,1.169686,,
2014,0,Total,Улсын дүн,3,Camel,Тэмээ,1.504,321.5,0.467807,,
2014,0,Total,Улсын дүн,4,Sheep,Хонь,155.605,20066.4,0.775451,,
2014,0,Total,Улсын дүн,5,Goat,Ямаа,186.908,19227.6,0.972082,,
2014,181,Zavkhan,Завхан,0,Total,Бүгд,25.479,2539,1.003505,,
2014,181,Zavkhan,Завхан,1,Horse,Адуу,0.981,130.1,0.754035,,
2014,181,Zavkhan,Завхан,2,Cattle,Үхэр,0.947,115.3,0.821336,,
2014,181,Zavkhan,Завхан,3,Camel,Тэмээ,0.023,6.3,0.365079,,
2014,181,Zavkhan,Завхан,4,Sheep,Хонь,11.382,1280,0.889219,,
2014,181,Zavkhan,Завхан,5,Goat,Ямаа,12.146,1007.3,1.205798,,
2014,182,Govi-Altai,Говь-Алтай,0,Total,Бүгд,35.093,2223.2,1.57849,,
2014,182,Govi-Altai,Говь-Алтай,1,Horse,Адуу,0.54,65.3,0.826953,,
2014,182,Govi-Altai,Говь-Алтай,2,Cattle,Үхэр,0.391,39.4,0.992386,,
2014,182,Govi-Altai,Говь-Алтай,3,Camel,Тэмээ,0.201,30.4,0.661184,,
2014,182,Govi-Altai,Говь-Алтай,4,Sheep,Хонь,8.196,679.1,1.206891,,
2014,182,Govi-Altai,Говь-Алтай,5,Goat,Ямаа,25.765,1409.1,1.828472,,
2014,183,Bayan-Ulgii,Баян-Өлгий,0,Total,Бүгд,5.164,1604.1,0.321925,,
2014,183,Bayan-Ulgii,Баян-Өлгий,1,Horse,Адуу,0.412,58.4,0.705479,,
2014,183,Bayan-Ulgii,Баян-Өлгий,2,Cattle,Үхэр,0.615,105.1,0.585157,,
2014,183,Bayan-Ulgii,Баян-Өлгий,3,Camel,Тэмээ,0.032,4.4,0.727273,,
2014,183,Bayan-Ulgii,Баян-Өлгий,4,Sheep,Хонь,1.617,662.8,0.243965,,
2014,183,Bayan-Ulgii,Баян-Өлгий,5,Goat,Ямаа,2.488,773.4,0.321696,,
2014,184,Khovd,Ховд,0,Total,Бүгд,27.288,2241.3,1.217508,,
2014,184,Khovd,Ховд,1,Horse,Адуу,1.034,83.8,1.23389,,
2014,184,Khovd,Ховд,2,Cattle,Үхэр,1.395,115.1,1.21199,,
2014,184,Khovd,Ховд,3,Camel,Тэмээ,0.134,18.9,0.708995,,
2014,184,Khovd,Ховд,4,Sheep,Хонь,9.001,846.2,1.063697,,
2014,184,Khovd,Ховд,5,Goat,Ямаа,15.724,1177.4,1.335485,,
2014,185,Uvs,Увс,0,Total,Бүгд,13.964,2225.1,0.627567,,
2014,185,Uvs,Увс,1,Horse,Адуу,0.709,77,0.920779,,
2014,185,Uvs,Увс,2,Cattle,Үхэр,1.083,122.6,0.883361,,
2014,185,Uvs,Увс,3,Camel,Тэмээ,0.083,17.9,0.463687,,
2014,185,Uvs,Увс,4,Sheep,Хонь,5.152,1081.3,0.476464,,
2014,185,Uvs,Увс,5,Goat,Ямаа,6.937,926.4,0.748813,,
2014,261,Orkhon,Орхон,0,Total,Бүгд,0.631,179,0.352514,,
2014,261,Orkhon,Орхон,1,Horse,Адуу,0.077,11.6,0.663793,,
2014,261,Orkhon,Орхон,2,Cattle,Үхэр,0.109,21.6,0.50463,,
2014,261,Orkhon,Орхон,3,Camel,Тэмээ,0.001,0.2,0.5,,
2014,261,Orkhon,Орхон,4,Sheep,Хонь,0.241,79.9,0.301627,,
2014,261,Orkhon,Орхон,5,Goat,Ямаа,0.203,65.8,0.308511,,
2014,262,Uvurkhangai,Өвөрхангай,0,Total,Бүгд,8.863,3486,0.254246,,
2014,262,Uvurkhangai,Өвөрхангай,1,Horse,Адуу,0.414,205.9,0.201068,,
2014,262,Uvurkhangai,Өвөрхангай,2,Cattle,Үхэр,0.357,144.9,0.246377,,
2014,262,Uvurkhangai,Өвөрхангай,3,Camel,Тэмээ,0.03,19.7,0.152284,,
2014,262,Uvurkhangai,Өвөрхангай,4,Sheep,Хонь,3.423,1541.3,0.222085,,
2014,262,Uvurkhangai,Өвөрхангай,5,Goat,Ямаа,4.639,1574.2,0.294689,,
2014,263,Bulgan,Булган,0,Total,Бүгд,16.271,2757.2,0.590128,,
2014,263,Bulgan,Булган,1,Horse,Адуу,1.714,225.7,0.759415,,
2014,263,Bulgan,Булган,2,Cattle,Үхэр,1.265,221,0.572398,,
2014,263,Bulgan,Булган,3,Camel,Тэмээ,0.002,1.1,0.181818,,
2014,263,Bulgan,Булган,4,Sheep,Хонь,8.33,1449.6,0.574641,,
2014,263,Bulgan,Булган,5,Goat,Ямаа,4.96,859.8,0.576878,,
