Бүс,Он,value
            Сүхбаатар,2006,98.0
            Сүхбаатар,2005,96.0
            Сүхбаатар,2004,93.0
            Сүхбаатар,2003,97.0
            Сүхбаатар,2002,95.0
            Сүхбаатар,2001,97.0
            Сүхбаатар,2000,100.0
            Сүхбаатар,1999,100.0
            Сүхбаатар,1998,99.0
            Сүхбаатар,1997,99.0
            Сүхбаатар,1996,99.0
            Сүхбаатар,1995,90.0
            Сүхбаатар,1994,89.0
            Сүхбаатар,1993,97.0
            Сүхбаатар,1992,101.0
            Сүхбаатар,1991,104.0
            Сүхбаатар,1990,101.0
            Сүхбаатар,1989,98.0
            Хэнтий,2025,212.0
            Хэнтий,2024,209.0
            Хэнтий,2023,215.0
            Хэнтий,2022,211.0
            Хэнтий,2021,209.0
            Хэнтий,2020,207.0
            Хэнтий,2019,193.0
            Хэнтий,2018,180.0
            Хэнтий,2017,180.0
            Хэнтий,2016,165.0
            Хэнтий,2015,155.0
            Хэнтий,2014,151.0
            Хэнтий,2013,153.0
            Хэнтий,2012,152.0
            Хэнтий,2011,144.0
            Хэнтий,2010,141.0
            Хэнтий,2009,146.0
            Хэнтий,2008,150.0
            Хэнтий,2007,141.0
            Хэнтий,2006,126.0
            Хэнтий,2005,111.0
            Хэнтий,2004,113.0
            Хэнтий,2003,108.0
            Хэнтий,2002,116.0
            Хэнтий,2001,126.0
            Хэнтий,2000,116.0
            Хэнтий,1999,114.0
            Хэнтий,1998,111.0
            Хэнтий,1997,107.0
            Хэнтий,1996,111.0
            Хэнтий,1995,109.0
            Хэнтий,1994,112.0
            Хэнтий,1993,108.0
            Хэнтий,1992,117.0
            Хэнтий,1991,120.0
            Хэнтий,1990,129.0
            Хэнтий,1989,130.0
    Улаанбаатар,2025,10639.0
    Улаанбаатар,2024,10624.0
    Улаанбаатар,2023,9856.0
    Улаанбаатар,2022,9112.0
    Улаанбаатар,2021,8239.0
    Улаанбаатар,2020,7762.0
    Улаанбаатар,2019,7263.0
    Улаанбаатар,2018,6895.0
    Улаанбаатар,2017,6429.0
    Улаанбаатар,2016,5986.0
    Улаанбаатар,2015,5834.0
    Улаанбаатар,2014,5793.0
    Улаанбаатар,2013,5495.0
    Улаанбаатар,2012,5359.0
    Улаанбаатар,2011,4907.0
    Улаанбаатар,2010,4565.0
    Улаанбаатар,2009,4328.0
    Улаанбаатар,2008,4562.0
    Улаанбаатар,2007,4472.0
    Улаанбаатар,2006,4322.0
    Улаанбаатар,2005,4073.0
    Улаанбаатар,2004,3904.0
    Улаанбаатар,2003,3832.0
    Улаанбаатар,2002,3971.0
    Улаанбаатар,2001,3760.0
    Улаанбаатар,2000,3680.0
    Улаанбаатар,1999,3375.0
    Улаанбаатар,1998,3100.0
    Улаанбаатар,1997,3174.0
    Улаанбаатар,1996,3215.0
    Улаанбаатар,1995,2850.0
    Улаанбаатар,1994,3085.0
    Улаанбаатар,1993,2649.0
    Улаанбаатар,1992,2726.0
    Улаанбаатар,1991,3139.0
    Улаанбаатар,1990,3125.0
    Улаанбаатар,1989,2820.0
     Улаанбаатар,2025,10639.0
     Улаанбаатар,2024,10624.0
     Улаанбаатар,2023,9856.0
     Улаанбаатар,2022,9112.0
     Улаанбаатар,2021,8239.0
     Улаанбаатар,2020,7762.0
     Улаанбаатар,2019,7263.0
     Улаанбаатар,2018,6895.0
     Улаанбаатар,2017,6429.0
     Улаанбаатар,2016,5986.0
     Улаанбаатар,2015,5834.0
     Улаанбаатар,2014,5793.0
     Улаанбаатар,2013,5495.0
     Улаанбаатар,2012,5359.0
     Улаанбаатар,2011,4907.0
     Улаанбаатар,2010,4565.0
     Улаанбаатар,2009,4328.0
     Улаанбаатар,2008,4562.0
     Улаанбаатар,2007,4472.0
     Улаанбаатар,2006,4322.0
     Улаанбаатар,2005,4073.0
     Улаанбаатар,2004,3904.0
     Улаанбаатар,2003,3832.0
     Улаанбаатар,2002,3971.0
     Улаанбаатар,2001,3760.0
     Улаанбаатар,2000,3680.0
     Улаанбаатар,1999,3375.0
     Улаанбаатар,1998,3100.0
     Улаанбаатар,1997,3174.0
     Улаанбаатар,1996,3215.0
     Улаанбаатар,1995,2850.0
     Улаанбаатар,1994,3085.0
     Улаанбаатар,1993,2649.0
     Улаанбаатар,1992,2726.0
     Улаанбаатар,1991,3139.0
     Улаанбаатар,1990,3125.0
     Улаанбаатар,1989,2820.0
