name,price
Arkhangai,3360.0
Bayan-Ulgii,3610.0
Bayankhongor,3490.0
Bulgan,3330.0
Darkhan-Uul,3238.0
Dornod,3304.0
Dornogovi,3403.0
Dundgovi,3350.0
Govi-Altai,3725.0
Govisumber,3333.0
Khentii,3350.0
Khovd,3760.0
Khuvsgul,3360.0
Orkhon,3200.0
Selenge,3230.0
Sukhbaatar,3613.0
Tuv,3147.0
Umnugovi,3350.0
Uvs,3690.0
Uvurkhangai,3343.0
Zavkhan,3860.0
