name,price
Arkhangai,19661.0
Bayan-Ulgii,25000.0
Bayankhongor,19328.0
Bulgan,22249.0
Darkhan-Uul,24000.0
Dornod,23000.0
Dornogovi,19983.0
Dundgovi,18000.0
Govi-Altai,18000.0
Govisumber,18248.0
Khentii,23607.0
Khovd,24000.0
Khuvsgul,22000.0
Orkhon,22500.0
Selenge,22000.0
Sukhbaatar,22000.0
Tuv,22978.0
Umnugovi,20000.0
Uvs,21000.0
Uvurkhangai,20000.0
Zavkhan,22000.0
