name,price
Arkhangai,17833.0
Bayan-Ulgii,16000.0
Bayankhongor,18000.0
Bulgan,17000.0
Darkhan-Uul,18000.0
Dornod,18000.0
Dornogovi,21000.0
Dundgovi,19000.0
Govi-Altai,18000.0
Govisumber,18500.0
Khentii,18000.0
Khovd,18000.0
Khuvsgul,17000.0
Orkhon,17000.0
Selenge,15500.0
Sukhbaatar,18000.0
Tuv,17000.0
Uvs,15000.0
Uvurkhangai,20667.0
Zavkhan,18000.0
