month,station,temperature
2022-06,Choibalsan,19.3
2022-06,Dalanzadgad,21.8
2022-06,Darkhan,19.5
2022-06,Khovd,20.6
2022-06,Ulaanbaatar,17.1
2022-07,Choibalsan,21.5
2022-07,Dalanzadgad,22.7
2022-07,Darkhan,19.5
2022-07,Khovd,20.0
2022-07,Ulaanbaatar,17.6
2022-08,Choibalsan,17.1
2022-08,Dalanzadgad,21.8
2022-08,Darkhan,17.1
2022-08,Khovd,18.2
2022-08,Ulaanbaatar,14.7
2022-09,Choibalsan,13.4
2022-09,Dalanzadgad,17.0
2022-09,Darkhan,12.6
2022-09,Khovd,14.6
2022-09,Ulaanbaatar,11.8
2022-10,Choibalsan,2.2
2022-10,Dalanzadgad,4.3
2022-10,Darkhan,2.6
2022-10,Khovd,1.2
2022-10,Ulaanbaatar,0.4
2022-11,Choibalsan,-10.0
2022-11,Dalanzadgad,-3.5
2022-11,Darkhan,-7.1
2022-11,Khovd,-6.5
2022-11,Ulaanbaatar,-10.6
2022-12,Choibalsan,-19.4
2022-12,Dalanzadgad,-13.8
2022-12,Darkhan,-19.0
2022-12,Ulaanbaatar,-20.6
2023-01,Choibalsan,-20.5
2023-01,Dalanzadgad,-12.6
2023-01,Darkhan,-21.0
2023-01,Khovd,-19.0
2023-01,Ulaanbaatar,-21.0
2023-02,Choibalsan,-13.8
2023-02,Dalanzadgad,-6.6
2023-02,Darkhan,-16.6
2023-02,Khovd,-15.4
2023-02,Ulaanbaatar,-13.3
2023-03,Choibalsan,-2.9
2023-03,Dalanzadgad,2.1
2023-03,Darkhan,-1.3
2023-03,Khovd,-0.6
2023-03,Ulaanbaatar,-3.9
2023-04,Choibalsan,2.7
2023-04,Dalanzadgad,5.7
2023-04,Darkhan,2.4
2023-04,Khovd,2.9
2023-04,Ulaanbaatar,0.0
2023-05,Choibalsan,13.0
2023-05,Dalanzadgad,13.6
2023-05,Darkhan,10.7
2023-05,Khovd,9.5
2023-05,Ulaanbaatar,8.8
2023-06,Choibalsan,19.5
2023-06,Dalanzadgad,22.1
2023-06,Darkhan,19.1
2023-06,Khovd,19.7
2023-06,Ulaanbaatar,17.3
2023-07,Choibalsan,21.6
2023-07,Dalanzadgad,23.1
2023-07,Darkhan,20.6
2023-07,Khovd,21.5
2023-07,Ulaanbaatar,17.9
2023-08,Choibalsan,19.1
2023-08,Dalanzadgad,22.5
2023-08,Darkhan,19.4
2023-08,Khovd,20.4
2023-08,Ulaanbaatar,17.0
2023-09,Choibalsan,14.1
2023-09,Dalanzadgad,16.0
2023-09,Darkhan,13.3
2023-09,Khovd,11.7
2023-09,Ulaanbaatar,11.5
2023-10,Choibalsan,6.3
2023-10,Dalanzadgad,9.3
2023-10,Darkhan,6.1
2023-10,Khovd,6.7
2023-10,Ulaanbaatar,4.3
2023-11,Choibalsan,-12.3
2023-11,Dalanzadgad,-4.9
2023-11,Darkhan,-9.8
2023-11,Khovd,-7.4
2023-11,Ulaanbaatar,-11.5
2023-12,Choibalsan,-19.3
2023-12,Dalanzadgad,-12.6
2023-12,Darkhan,-22.3
2023-12,Khovd,-18.3
2023-12,Ulaanbaatar,-19.1
2024-01,Choibalsan,-19.4
2024-01,Dalanzadgad,-14.0
2024-01,Darkhan,-19.7
2024-01,Khovd,-18.3
2024-01,Ulaanbaatar,-19.1
2024-02,Choibalsan,-19.0
2024-02,Dalanzadgad,-11.0
2024-02,Darkhan,-19.2
2024-02,Khovd,-17.5
2024-02,Ulaanbaatar,-18.8
2024-03,Choibalsan,-7.1
2024-03,Dalanzadgad,1.2
2024-03,Darkhan,-4.5
2024-03,Khovd,-1.8
2024-03,Ulaanbaatar,-6.4
2024-04,Choibalsan,6.8
2024-04,Dalanzadgad,9.4
2024-04,Darkhan,7.1
2024-04,Khovd,6.5
2024-04,Ulaanbaatar,4.9
2024-05,Choibalsan,13.9
2024-05,Dalanzadgad,18.7
2024-05,Darkhan,14.8
2024-05,Khovd,17.0
2024-05,Ulaanbaatar,13.2
2024-06,Choibalsan,20.0
2024-06,Dalanzadgad,21.2
2024-06,Darkhan,18.9
2024-06,Khovd,20.0
2024-06,Ulaanbaatar,16.1
2024-07,Choibalsan,23.2
2024-07,Dalanzadgad,23.3
2024-07,Darkhan,24.1
2024-07,Khovd,22.2
2024-07,Ulaanbaatar,20.1
2024-08,Choibalsan,21.1
2024-08,Dalanzadgad,20.5
2024-08,Darkhan,20.5
2024-08,Khovd,21.4
2024-08,Ulaanbaatar,18.4
2024-09,Choibalsan,13.3
2024-09,Dalanzadgad,13.6
2024-09,Darkhan,12.0
2024-09,Khovd,11.8
2024-09,Ulaanbaatar,10.6
2024-10,Choibalsan,3.2
2024-10,Dalanzadgad,6.6
2024-10,Darkhan,3.4
2024-10,Khovd,5.6
2024-10,Ulaanbaatar,2.0
2024-11,Choibalsan,-5.3
2024-11,Dalanzadgad,-1.7
2024-11,Darkhan,-5.9
2024-11,Khovd,-5.5
2024-11,Ulaanbaatar,-5.4
2024-12,Choibalsan,-13.5
2024-12,Dalanzadgad,-11.9
2024-12,Darkhan,-19.3
2024-12,Khovd,-21.9
2024-12,Ulaanbaatar,-16.7
2025-06,Choibalsan,19.8
2025-06,Dalanzadgad,20.2
2025-06,Darkhan,20.6
2025-06,Khovd,20.9
2025-06,Ulaanbaatar,17.7
2025-07,Choibalsan,22.1
2025-07,Dalanzadgad,24.2
2025-07,Darkhan,22.7
2025-07,Khovd,22.8
2025-07,Ulaanbaatar,20.2
2025-08,Choibalsan,18.8
2025-08,Dalanzadgad,21.3
2025-08,Darkhan,18.8
2025-08,Khovd,19.5
2025-08,Ulaanbaatar,16.6
2025-09,Choibalsan,13.5
2025-09,Dalanzadgad,14.9
2025-09,Darkhan,12.7
2025-09,Khovd,12.9
2025-09,Ulaanbaatar,10.7
2025-1,Choibalsan,-15.2
2025-1,Dalanzadgad,-11.0
2025-1,Darkhan,-20.4
2025-1,Khovd,-23.4
2025-1,Ulaanbaatar,-17.4
2025-10,Choibalsan,0.8
2025-10,Dalanzadgad,3.4
2025-10,Darkhan,-1.0
2025-10,Khovd,-0.1
2025-10,Ulaanbaatar,-1.8
2025-11,Choibalsan,-6.3
2025-11,Dalanzadgad,-3.3
2025-11,Darkhan,-6.5
2025-11,Khovd,-6.1
2025-11,Ulaanbaatar,-8.8
2025-2,Choibalsan,-15.0
2025-2,Dalanzadgad,-10.2
2025-2,Darkhan,-17.1
2025-2,Khovd,-18.3
2025-2,Ulaanbaatar,-16.4
2025-3,Choibalsan,-2.8
2025-3,Dalanzadgad,-0.3
2025-3,Darkhan,-1.8
2025-3,Khovd,-6.9
2025-3,Ulaanbaatar,-4.1
2025-4,Choibalsan,6.1
2025-4,Dalanzadgad,9.5
2025-4,Darkhan,7.5
2025-4,Khovd,9.0
2025-4,Ulaanbaatar,4.7
2025-5,Choibalsan,12.8
2025-5,Dalanzadgad,14.2
2025-5,Darkhan,13.6
2025-5,Khovd,14.1
2025-5,Ulaanbaatar,10.9
