сар,аймаг_үзүүлэлт,утга
2021-08,Ховд — Хайгуулын талбай (мян.га),202.4
2021-08,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),126.0
2021-08,Хэнтий — Ашиглалтын талбай (мян.га),55.2
2021-08,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),295.0
2021-08,Хэнтий — Нийт зөвшөөрөл (тоо),211.0
2021-08,Хэнтий — Хайгуулын зөвшөөрөл (тоо),85.0
2021-08,Хэнтий — Хайгуулын талбай (мян.га),239.7
2021-08,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2021-08,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2021-08,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2021-08,Хөвсгөл — Нийт зөвшөөрөл (тоо),22.0
2021-08,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),1.0
2021-08,Хөвсгөл — Хайгуулын талбай (мян.га),0.3
2021-08,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),27.0
2021-08,Өвөрхангай — Ашиглалтын талбай (мян.га),15.3
2021-08,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),114.8
2021-08,Өвөрхангай — Нийт зөвшөөрөл (тоо),47.0
2021-08,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),20.0
2021-08,Өвөрхангай — Хайгуулын талбай (мян.га),99.5
2021-08,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),105.0
2021-08,Өмнөговь — Ашиглалтын талбай (мян.га),480.9
2021-08,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),930.2
2021-08,Өмнөговь — Нийт зөвшөөрөл (тоо),158.0
2021-08,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),53.0
2021-08,Өмнөговь — Хайгуулын талбай (мян.га),449.2
2021-09,Архангай — Ашиглалтын зөвшөөрөл (тоо),21.0
2021-09,Архангай — Ашиглалтын талбай (мян.га),11.8
2021-09,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),31.7
2021-09,Архангай — Нийт зөвшөөрөл (тоо),31.0
2021-09,Архангай — Хайгуулын зөвшөөрөл (тоо),10.0
2021-09,Архангай — Хайгуулын талбай (мян.га),19.8
2021-09,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),29.0
2021-09,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.4
2021-09,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),150.2
2021-09,Баян-Өлгий — Нийт зөвшөөрөл (тоо),59.0
2021-09,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),30.0
2021-09,Баян-Өлгий — Хайгуулын талбай (мян.га),133.8
2021-09,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),92.0
2021-09,Баянхонгор — Ашиглалтын талбай (мян.га),136.5
2021-09,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),344.7
2021-09,Баянхонгор — Нийт зөвшөөрөл (тоо),136.0
2021-09,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),44.0
2021-09,Баянхонгор — Хайгуулын талбай (мян.га),208.2
2021-09,Булган — Ашиглалтын зөвшөөрөл (тоо),81.0
2021-09,Булган — Ашиглалтын талбай (мян.га),41.6
2021-09,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),90.2
2021-09,Булган — Нийт зөвшөөрөл (тоо),106.0
2021-09,Булган — Хайгуулын зөвшөөрөл (тоо),25.0
2021-09,Булган — Хайгуулын талбай (мян.га),48.6
2021-09,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),55.0
2021-09,Говь-Алтай — Ашиглалтын талбай (мян.га),92.2
2021-09,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),564.6
2021-09,Говь-Алтай — Нийт зөвшөөрөл (тоо),131.0
2021-09,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),76.0
2021-09,Говь-Алтай — Хайгуулын талбай (мян.га),472.4
2021-09,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),13.0
2021-09,Говьсүмбэр — Ашиглалтын талбай (мян.га),38.9
2021-09,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),44.6
2021-09,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2021-09,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2021-09,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2021-09,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2021-09,Дархан-Уул — Ашиглалтын талбай (мян.га),7.4
2021-09,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),12.7
2021-09,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2021-09,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2021-09,Дархан-Уул — Хайгуулын талбай (мян.га),5.3
2021-09,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),206.0
2021-09,Дорноговь — Ашиглалтын талбай (мян.га),263.7
2021-09,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1104.0
2021-09,Дорноговь — Нийт зөвшөөрөл (тоо),339.0
2021-09,Дорноговь — Хайгуулын зөвшөөрөл (тоо),133.0
2021-09,Дорноговь — Хайгуулын талбай (мян.га),840.3
2021-09,Дорнод — Ашиглалтын зөвшөөрөл (тоо),74.0
2021-09,Дорнод — Ашиглалтын талбай (мян.га),68.9
2021-09,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),538.2
2021-09,Дорнод — Нийт зөвшөөрөл (тоо),155.0
2021-09,Дорнод — Хайгуулын зөвшөөрөл (тоо),81.0
2021-09,Дорнод — Хайгуулын талбай (мян.га),469.3
2021-09,Дундговь — Ашиглалтын зөвшөөрөл (тоо),114.0
2021-09,Дундговь — Ашиглалтын талбай (мян.га),176.0
2021-09,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),609.9
2021-09,Дундговь — Нийт зөвшөөрөл (тоо),194.0
2021-09,Дундговь — Хайгуулын зөвшөөрөл (тоо),80.0
2021-09,Дундговь — Хайгуулын талбай (мян.га),434.0
2021-09,Завхан — Ашиглалтын зөвшөөрөл (тоо),12.0
2021-09,Завхан — Ашиглалтын талбай (мян.га),18.6
2021-09,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),186.0
2021-09,Завхан — Нийт зөвшөөрөл (тоо),51.0
2021-09,Завхан — Хайгуулын зөвшөөрөл (тоо),39.0
2021-09,Завхан — Хайгуулын талбай (мян.га),167.5
2021-09,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2021-09,Орхон — Ашиглалтын талбай (мян.га),11.1
2021-09,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),11.1
2021-09,Орхон — Нийт зөвшөөрөл (тоо),9.0
2021-09,Орхон — Хайгуулын зөвшөөрөл (тоо),0.0
2021-09,Орхон — Хайгуулын талбай (мян.га),0.0
2021-09,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),138.0
2021-09,Сэлэнгэ — Ашиглалтын талбай (мян.га),42.1
2021-09,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),85.2
2021-09,Сэлэнгэ — Нийт зөвшөөрөл (тоо),173.0
2021-09,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),35.0
2021-09,Сэлэнгэ — Хайгуулын талбай (мян.га),43.1
2021-09,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2021-09,Сүхбаатар — Ашиглалтын талбай (мян.га),68.2
2021-09,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),244.4
2021-09,Сүхбаатар — Нийт зөвшөөрөл (тоо),90.0
2021-09,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),18.0
2021-09,Сүхбаатар — Хайгуулын талбай (мян.га),176.2
2021-09,Төв — Ашиглалтын зөвшөөрөл (тоо),309.0
2021-09,Төв — Ашиглалтын талбай (мян.га),159.4
2021-09,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),375.5
2021-09,Төв — Нийт зөвшөөрөл (тоо),390.0
2021-09,Төв — Хайгуулын зөвшөөрөл (тоо),81.0
2021-09,Төв — Хайгуулын талбай (мян.га),216.2
2021-09,Увс — Ашиглалтын зөвшөөрөл (тоо),45.0
2021-09,Увс — Ашиглалтын талбай (мян.га),20.1
2021-09,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),277.7
2021-09,Увс — Нийт зөвшөөрөл (тоо),110.0
2021-09,Увс — Хайгуулын зөвшөөрөл (тоо),65.0
2021-09,Увс — Хайгуулын талбай (мян.га),257.6
2021-09,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),150.0
2021-09,Улаанбаатар — Ашиглалтын талбай (мян.га),13.1
2021-09,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),13.3
2021-09,Улаанбаатар — Нийт зөвшөөрөл (тоо),155.0
2021-09,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),5.0
2021-09,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2021-09,Ховд — Ашиглалтын зөвшөөрөл (тоо),36.0
2021-09,Ховд — Ашиглалтын талбай (мян.га),17.1
2021-09,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),222.6
2021-09,Ховд — Нийт зөвшөөрөл (тоо),90.0
2021-09,Ховд — Хайгуулын зөвшөөрөл (тоо),54.0
2021-09,Ховд — Хайгуулын талбай (мян.га),205.4
2021-09,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),127.0
2021-09,Хэнтий — Ашиглалтын талбай (мян.га),56.2
2021-09,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),295.2
2021-09,Хэнтий — Нийт зөвшөөрөл (тоо),213.0
2021-09,Хэнтий — Хайгуулын зөвшөөрөл (тоо),86.0
2021-09,Хэнтий — Хайгуулын талбай (мян.га),239.0
2021-09,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2021-09,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2021-09,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2021-09,Хөвсгөл — Нийт зөвшөөрөл (тоо),22.0
2021-09,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),1.0
2021-09,Хөвсгөл — Хайгуулын талбай (мян.га),0.3
2021-09,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),27.0
2021-09,Өвөрхангай — Ашиглалтын талбай (мян.га),15.3
2021-09,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),123.7
2021-09,Өвөрхангай — Нийт зөвшөөрөл (тоо),48.0
2021-09,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),21.0
2021-09,Өвөрхангай — Хайгуулын талбай (мян.га),108.3
2021-09,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),105.0
2021-09,Өмнөговь — Ашиглалтын талбай (мян.га),480.9
2021-09,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),930.2
2021-09,Өмнөговь — Нийт зөвшөөрөл (тоо),158.0
2021-09,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),53.0
2021-09,Өмнөговь — Хайгуулын талбай (мян.га),449.2
2021-10,Архангай — Ашиглалтын зөвшөөрөл (тоо),21.0
2021-10,Архангай — Ашиглалтын талбай (мян.га),11.8
2021-10,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),31.7
2021-10,Архангай — Нийт зөвшөөрөл (тоо),31.0
2021-10,Архангай — Хайгуулын зөвшөөрөл (тоо),10.0
2021-10,Архангай — Хайгуулын талбай (мян.га),19.8
2021-10,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),29.0
2021-10,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.4
2021-10,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),155.0
