улс,он,экспорт_сая_ам_дол
Эквадор,2013,0.0
Энэтхэг,2013,827.5
Эстон,2013,0.0
Этиоп,2013,0.0
Япон,2013,10534.3
Өмнөд Африкийн Бүгд Найрамдах Улс,2013,2561.0
АНУ,2014,15362.8
Австрали,2014,2328.4
Австри,2014,1206.6
Азербайжан,2014,0.0
Америкийн Самао,2014,0.0
Ангол,2014,3.1
Арабын Нэгдсэн Эмират,2014,20486.1
Аргентин,2014,0.0
Армен,2014,0.0
Аруба,2014,0.0
БНАСAУ,2014,8.1
БНСУ,2014,13496.5
БНХАУ,2014,5073398.8
Балба,2014,81.1
Бангладеш,2014,57.9
Беларусь,2014,4.0
Бельги,2014,417.9
Болгар,2014,4.9
Боливи,2014,0.0
Бразил,2014,0.0
Буркина-Фасо,2014,105.4
Вануату,2014,0.0
Вьетнам,2014,3622.3
Грек,2014,0.0
Гренланд,2014,0.0
Гүрж,2014,0.0
Дани,2014,23972.1
Дүн,2014,5774330.9
Европын холбоо,2014,104767.6
Египет,2014,0.0
Зүүн Хойд Ази,2014,5111354.5
Зүүн Өмнөд Ази,2014,20199.4
Израиль,2014,94.7
Индонез,2014,138.3
Иордан,2014,0.0
Иран,2014,0.0
Ирланд,2014,13.2
Испани,2014,448.9
Итали,2014,51412.5
Их Британи,2014,398740.2
Казакстан,2014,4855.7
Камбож,2014,1.4
Канад,2014,1172.4
Катар,2014,34.7
Кени,2014,0.9
Кипр,2014,0.0
Киргиз,2014,1013.5
Колумби,2014,0.0
Кот д Ивуар,2014,826.3
Куба,2014,0.0
Кувейт,2014,69.2
Лаос,2014,0.0
Латви,2014,84.5
Ливан,2014,93.0
Литва,2014,0.0
Лихтенштейн Вант улс,2014,19.6
Люксембург,2014,0.0
Малайз,2014,1216.8
Мальта,2014,0.0
Марокко,2014,0.0
Мексик,2014,10.5
Молдав,2014,0.0
Монако,2014,3.5
Мьянмар,2014,0.0
Нигери,2014,52.8
Нидерланд,2014,1774.3
Норвеги,2014,378.9
ОХУ,2014,61607.3
Пакистан,2014,61.8
Панам,2014,0.0
Папуа Шинэ Гвиней,2014,0.0
Перу,2014,0.0
Польш,2014,124.2
Португаль,2014,72.8
Пуэрто-Рико,2014,0.0
Румын,2014,5.3
Саудын Араб,2014,0.0
Свазиленд,2014,0.5
Серби,2014,0.0
Сингапур,2014,14159.3
Сири,2014,0.0
Словак,2014,0.0
Словени,2014,0.8
Соломоновын арал,2014,0.0
Судан,2014,0.0
Суринам,2014,0.0
Тажикстан,2014,0.0
Тайвань,2014,199.6
Тайланд,2014,301.2
Танзани,2014,0.0
Турк,2014,169.7
Туркменистан,2014,0.0
Уганда,2014,0.0
Узбикистан,2014,368.9
Украйн,2014,57.7
Унгар,2014,187.4
Уругвай,2014,0.0
Фижи,2014,0.7
Филиппин,2014,760.0
Финлянд,2014,201.2
Франц,2014,9304.7
ХБНГУ,2014,15020.6
Хорват,2014,0.0
Чад,2014,0.0
Чехийн БНУ,2014,132.1
Чили,2014,3.3
Швед,2014,383.7
Швейцарь,2014,28052.0
Шинэ Зеланд,2014,5.8
Шри Ланк,2014,0.0
Эквадор,2014,0.0
Энэтхэг,2014,2995.0
Эстон,2014,0.0
Этиоп,2014,0.0
Япон,2014,24451.2
Өмнөд Африкийн Бүгд Найрамдах Улс,2014,57.3
АНУ,2015,18732.3
Австрали,2015,5978.5
Австри,2015,1047.6
Азербайжан,2015,0.0
Америкийн Самао,2015,0.0
Ангол,2015,0.0
Арабын Нэгдсэн Эмират,2015,14749.5
Аргентин,2015,0.0
Армен,2015,0.0
Аруба,2015,0.0
БНАСAУ,2015,691.8
БНСУ,2015,66571.9
БНХАУ,2015,3910120.6
Балба,2015,46.9
Бангладеш,2015,0.0
Беларусь,2015,73.5
Бельги,2015,347.7
Болгар,2015,0.2
Боливи,2015,22.8
Бразил,2015,0.0
Буркина-Фасо,2015,0.0
Вануату,2015,143.5
Вьетнам,2015,4707.2
Грек,2015,0.0
Гренланд,2015,0.0
Гүрж,2015,0.0
Дани,2015,55.2
Дүн,2015,4669280.5
Европын холбоо,2015,65871.5
Египет,2015,4.8
Зүүн Хойд Ази,2015,3997699.5
Зүүн Өмнөд Ази,2015,34524.8
Израиль,2015,13.4
Индонез,2015,1696.1
Иордан,2015,0.9
Иран,2015,0.0
Ирланд,2015,3.1
Испани,2015,847.0
Итали,2015,43401.1
Их Британи,2015,337679.6
Казакстан,2015,2064.3
Камбож,2015,0.0
Канад,2015,1628.7
Катар,2015,328.5
Кени,2015,0.0
Кипр,2015,0.0
Киргиз,2015,1633.0
Колумби,2015,0.0
Кот д Ивуар,2015,0.0
Куба,2015,0.0
Кувейт,2015,102.7
Лаос,2015,0.0
Латви,2015,7.5
Ливан,2015,15.0
Литва,2015,26.2
Лихтенштейн Вант улс,2015,0.0
Люксембург,2015,0.0
Малайз,2015,145.0
Мальта,2015,1.8
Марокко,2015,0.0
Мексик,2015,7.0
Молдав,2015,0.0
Монако,2015,0.0
Мьянмар,2015,24.2
Нигери,2015,0.0
Нидерланд,2015,482.6
Норвеги,2015,567.8
ОХУ,2015,76871.7
Пакистан,2015,1.0
Панам,2015,0.0
Папуа Шинэ Гвиней,2015,0.0
Перу,2015,0.0
Польш,2015,60.2
Португаль,2015,7.6
Пуэрто-Рико,2015,0.0
Румын,2015,27.9
Саудын Араб,2015,48.2
Свазиленд,2015,2.9
Серби,2015,1.5
Сингапур,2015,26649.8
Сири,2015,0.0
Словак,2015,1.9
Словени,2015,0.0
Соломоновын арал,2015,0.0
Судан,2015,0.0
Суринам,2015,0.0
Тажикстан,2015,0.0
Тайвань,2015,894.3
Тайланд,2015,384.6
Танзани,2015,0.0
Турк,2015,419.0
Туркменистан,2015,0.0
Уганда,2015,3.5
Узбикистан,2015,37.2
Украйн,2015,37.3
Унгар,2015,78.5
Уругвай,2015,0.0
Фижи,2015,0.0
Филиппин,2015,917.8
Финлянд,2015,360.0
Франц,2015,7337.7
ХБНГУ,2015,10810.0
Хорват,2015,0.0
Чад,2015,0.0
Чехийн БНУ,2015,198.8
Чили,2015,24.8
Швед,2015,768.9
Швейцарь,2015,109167.6
Шинэ Зеланд,2015,52.6
Шри Ланк,2015,0.2
Эквадор,2015,0.0
Энэтхэг,2015,3797.2
Эстон,2015,0.0
Этиоп,2015,0.0
Япон,2015,20315.3
Өмнөд Африкийн Бүгд Найрамдах Улс,2015,14.7
АНУ,2016,10461.5
Австрали,2016,2508.8
Австри,2016,816.4
Азербайжан,2016,1.0
Америкийн Самао,2016,0.0
Ангол,2016,280.1
Арабын Нэгдсэн Эмират,2016,3164.7
Аргентин,2016,0.0
Армен,2016,0.0
Аруба,2016,106.9
БНАСAУ,2016,1725.1
БНСУ,2016,8470.4
БНХАУ,2016,3901611.3
Балба,2016,12.1
Бангладеш,2016,0.0
Беларусь,2016,79.7
Бельги,2016,244.1
Болгар,2016,0.2
Боливи,2016,0.0
Бразил,2016,0.0
Буркина-Фасо,2016,0.0
Вануату,2016,0.0
Вьетнам,2016,2856.7
Грек,2016,0.0
Гренланд,2016,0.0
Гүрж,2016,2.7
Дани,2016,41.4
Дүн,2016,4916326.5
Европын холбоо,2016,88381.8
Египет,2016,0.5
Зүүн Хойд Ази,2016,3925838.5
Зүүн Өмнөд Ази,2016,28703.9
Израиль,2016,1.3
Индонез,2016,3847.7
Иордан,2016,0.9
Иран,2016,55.4
Ирланд,2016,6.6
Испани,2016,334.0
Итали,2016,33579.3
Их Британи,2016,786875.7
Казакстан,2016,709.4
Камбож,2016,14.2
Канад,2016,3718.9
Катар,2016,266.2
Кени,2016,604.3
Кипр,2016,0.0
Киргиз,2016,157.6
Колумби,2016,22.1
Кот д Ивуар,2016,0.0
Куба,2016,0.0
Кувейт,2016,138.1
Лаос,2016,2.0
Латви,2016,32.8
Ливан,2016,0.0
Литва,2016,215.1
Лихтенштейн Вант улс,2016,0.0
Люксембург,2016,0.0
Малайз,2016,2027.5
Мальта,2016,0.0
Марокко,2016,0.0
Мексик,2016,38.0
Молдав,2016,0.0
Монако,2016,6.0
Мьянмар,2016,18.8
Нигери,2016,0.0
Нидерланд,2016,1777.5
Норвеги,2016,341.8
ОХУ,2016,55769.1
Пакистан,2016,92.0
Панам,2016,0.0
Папуа Шинэ Гвиней,2016,0.0
Перу,2016,14.5
Польш,2016,299.6
Португаль,2016,19.0
Пуэрто-Рико,2016,0.0
Румын,2016,2.5
Саудын Араб,2016,3994.6
Свазиленд,2016,0.0
Серби,2016,0.0
Сингапур,2016,16913.2
Сири,2016,0.0
Словак,2016,0.0
Словени,2016,0.2
Соломоновын арал,2016,0.0
Судан,2016,0.0
Суринам,2016,0.0
Тажикстан,2016,0.0
Тайвань,2016,8000.3
Тайланд,2016,2785.7
Танзани,2016,0.0
Турк,2016,1758.7
Туркменистан,2016,0.0
Уганда,2016,0.0
Узбикистан,2016,4.4
Украйн,2016,45.3
Унгар,2016,67.2
Уругвай,2016,0.0
Фижи,2016,0.0
Филиппин,2016,238.0
Финлянд,2016,111.5
Франц,2016,6933.9
ХБНГУ,2016,43386.5
Хорват,2016,0.0
Чад,2016,0.0
Чехийн БНУ,2016,204.6
Чили,2016,0.0
Швед,2016,308.2
Швейцарь,2016,1013.8
Шинэ Зеланд,2016,19.1
Шри Ланк,2016,0.2
Эквадор,2016,0.0
Энэтхэг,2016,2231.9
Эстон,2016,1.1
Этиоп,2016,106.2
Япон,2016,14031.7
Өмнөд Африкийн Бүгд Найрамдах Улс,2016,62.7
АНУ,2017,8299.1
Австрали,2017,6940.4
Австри,2017,1276.2
Азербайжан,2017,0.0
Америкийн Самао,2017,0.0
Ангол,2017,0.0
Арабын Нэгдсэн Эмират,2017,2927.5
Аргентин,2017,312.8
Армен,2017,0.0
Аруба,2017,0.0
БНАСAУ,2017,1977.5
БНСУ,2017,11617.8
БНХАУ,2017,5307431.8
Балба,2017,35.1
Бангладеш,2017,0.0
Беларусь,2017,159.3
Бельги,2017,1301.1
Болгар,2017,2.1
Боливи,2017,0.0
Бразил,2017,15.7
Буркина-Фасо,2017,0.0
Вануату,2017,0.0
Вьетнам,2017,1651.4
Грек,2017,0.0
Гренланд,2017,0.0
Гүрж,2017,0.0
Дани,2017,83.2
Дүн,2017,6200593.0
Европын холбоо,2017,66627.4
Египет,2017,437.2
Зүүн Хойд Ази,2017,5335843.6
Зүүн Өмнөд Ази,2017,34014.6
Израиль,2017,140.9
Индонез,2017,3341.4
Иордан,2017,0.0
Иран,2017,8266.3
Ирланд,2017,16.2
Испани,2017,628.6
Итали,2017,43299.9
Их Британи,2017,660535.7
Казакстан,2017,2437.1
Камбож,2017,1005.1
Канад,2017,2358.8
Катар,2017,253.7
Кени,2017,0.0
Кипр,2017,0.0
Киргиз,2017,268.6
Колумби,2017,0.0
Кот д Ивуар,2017,0.0
Куба,2017,0.0
Кувейт,2017,104.5
Лаос,2017,0.0
Латви,2017,0.0
Ливан,2017,0.0
Литва,2017,289.6
Лихтенштейн Вант улс,2017,0.0
Люксембург,2017,4.8
Малайз,2017,110.7
Мальта,2017,8.0
Марокко,2017,0.0
Мексик,2017,14.3
Молдав,2017,0.0
Монако,2017,0.0
Мьянмар,2017,100.0
Нигери,2017,0.0
Нидерланд,2017,875.3
Норвеги,2017,382.9
ОХУ,2017,67661.1
Пакистан,2017,216.2
Панам,2017,0.0
Папуа Шинэ Гвиней,2017,0.0
Перу,2017,0.0
Польш,2017,212.1
Португаль,2017,24.4
Пуэрто-Рико,2017,0.0
Румын,2017,0.0
Саудын Араб,2017,190.8
Свазиленд,2017,0.0
Серби,2017,0.0
Сингапур,2017,26119.5
Сири,2017,0.0
Словак,2017,0.5
Словени,2017,0.0
Соломоновын арал,2017,0.0
Судан,2017,0.0
Суринам,2017,0.0
Тажикстан,2017,0.0
Тайвань,2017,26216.0
Тайланд,2017,1683.5
Танзани,2017,0.0
Турк,2017,2777.1
Туркменистан,2017,0.0
Уганда,2017,9.6
Узбикистан,2017,31.0
Украйн,2017,98.4
Унгар,2017,129.4
Уругвай,2017,0.0
Фижи,2017,0.0
Филиппин,2017,3.1
Финлянд,2017,242.0
Франц,2017,5735.8
ХБНГУ,2017,11648.0
Хорват,2017,0.0
Чад,2017,0.0
Чехийн БНУ,2017,222.0
Чили,2017,0.0
Швед,2017,628.2
Швейцарь,2017,658.3
Шинэ Зеланд,2017,23.8
Шри Ланк,2017,0.0
Эквадор,2017,0.0
Энэтхэг,2017,1787.9
Эстон,2017,0.0
Этиоп,2017,109.8
Япон,2017,14816.5
Өмнөд Африкийн Бүгд Найрамдах Улс,2017,1.2
АНУ,2018,7603.3
Австрали,2018,2572.3
Австри,2018,4356.8
Азербайжан,2018,135.9
Америкийн Самао,2018,0.0
Ангол,2018,0.0
Арабын Нэгдсэн Эмират,2018,473.4
Аргентин,2018,0.0
Армен,2018,1557.8
Аруба,2018,0.0
БНАСAУ,2018,1046.8
БНСУ,2018,21200.4
БНХАУ,2018,6542824.8
Балба,2018,23.0
Бангладеш,2018,47.1
Беларусь,2018,222.0
Бельги,2018,341.8
Болгар,2018,140.8
Боливи,2018,0.0
Бразил,2018,291.1
Буркина-Фасо,2018,0.0
Вануату,2018,0.0
Вьетнам,2018,9648.3
Грек,2018,0.0
Гренланд,2018,0.0
Гүрж,2018,0.0
Дани,2018,31.1
Дүн,2018,7011757.8
Европын холбоо,2018,80102.8
Египет,2018,235.5
Зүүн Хойд Ази,2018,6591540.5
Зүүн Өмнөд Ази,2018,45389.4
Израиль,2018,59.3
Индонез,2018,168.2
Иордан,2018,1.9
Иран,2018,9022.3
Ирланд,2018,12.6
Испани,2018,502.8
Итали,2018,54078.1
Их Британи,2018,172856.0
Казакстан,2018,3527.1
Камбож,2018,929.3
Канад,2018,2313.4
Катар,2018,419.6
Кени,2018,0.0
Кипр,2018,0.0
Киргиз,2018,173.2
Колумби,2018,0.0
Кот д Ивуар,2018,0.0
Куба,2018,0.0
Кувейт,2018,113.3
Лаос,2018,40.7
Латви,2018,0.0
Ливан,2018,471.5
Литва,2018,163.5
Лихтенштейн Вант улс,2018,0.0
Люксембург,2018,27.6
Малайз,2018,1658.0
Мальта,2018,0.0
Марокко,2018,0.0
Мексик,2018,2.3
Молдав,2018,0.0
Монако,2018,3.0
Мьянмар,2018,0.0
Нигери,2018,0.0
Нидерланд,2018,1330.3
Норвеги,2018,507.0
ОХУ,2018,85936.0
Пакистан,2018,0.0
Панам,2018,0.0
Папуа Шинэ Гвиней,2018,0.0
Перу,2018,44.7
Польш,2018,332.2
Португаль,2018,14.6
Пуэрто-Рико,2018,0.0
Румын,2018,0.5
Саудын Араб,2018,321.4
Свазиленд,2018,0.0
Серби,2018,0.0
Сингапур,2018,30008.4
Сири,2018,0.0
Словак,2018,13.9
Словени,2018,6.5
Соломоновын арал,2018,0.0
Судан,2018,64.8
Суринам,2018,0.0
Тажикстан,2018,0.0
Тайвань,2018,25471.5
Тайланд,2018,708.1
Танзани,2018,0.0
Турк,2018,4474.8
Туркменистан,2018,0.0
Уганда,2018,0.0
Узбикистан,2018,409.9
Украйн,2018,59.9
Унгар,2018,502.7
Уругвай,2018,0.0
Фижи,2018,0.0
Филиппин,2018,2228.5
Финлянд,2018,159.3
Франц,2018,5396.6
ХБНГУ,2018,12280.7
Хорват,2018,0.0
Чад,2018,0.0
Чехийн БНУ,2018,273.5
Чили,2018,152.4
Швед,2018,130.3
Швейцарь,2018,738.7
Шинэ Зеланд,2018,24.5
Шри Ланк,2018,1.0
Эквадор,2018,0.0
Энэтхэг,2018,995.1
Эстон,2018,6.8
Этиоп,2018,0.0
Япон,2018,26468.5
Өмнөд Африкийн Бүгд Найрамдах Улс,2018,3.2
АНУ,2019,25997.5
Австрали,2019,79277.4
Австри,2019,3685.4
Азербайжан,2019,33.9
Америкийн Самао,2019,0.0
Ангол,2019,0.0
Арабын Нэгдсэн Эмират,2019,1095.9
Аргентин,2019,0.0
Армен,2019,4.0
Аруба,2019,0.0
БНАСAУ,2019,3191.2
БНСУ,2019,27799.0
БНХАУ,2019,6789726.9
Балба,2019,0.3
Бангладеш,2019,0.6
Беларусь,2019,0.0
Бельги,2019,487.2
Болгар,2019,0.0
Боливи,2019,0.0
Бразил,2019,126.3
Буркина-Фасо,2019,0.0
Вануату,2019,0.0
Вьетнам,2019,9436.9
Грек,2019,0.0
Гренланд,2019,0.0
Гүрж,2019,0.1
Дани,2019,56.6
Дүн,2019,7619632.9
Европын холбоо,2019,71458.6
Египет,2019,193.8
Зүүн Хойд Ази,2019,6836234.2
Зүүн Өмнөд Ази,2019,172699.9
Израиль,2019,18.5
Индонез,2019,47.1
Иордан,2019,0.0
Иран,2019,21137.9
Ирланд,2019,91.6
Испани,2019,732.5
Итали,2019,45298.8
Их Британи,2019,291092.2
Казакстан,2019,6234.6
Камбож,2019,3118.1
Канад,2019,1443.5
Катар,2019,897.4
Кени,2019,0.3
Кипр,2019,1.5
Киргиз,2019,413.2
Колумби,2019,4.0
Кот д Ивуар,2019,0.0
Куба,2019,0.0
Кувейт,2019,34.6
Лаос,2019,2.6
Латви,2019,0.0
Ливан,2019,376.9
Литва,2019,0.0
Лихтенштейн Вант улс,2019,0.0
Люксембург,2019,43.8
Малайз,2019,340.1
Мальта,2019,0.0
Марокко,2019,191.4
Мексик,2019,0.6
Молдав,2019,228.9
Монако,2019,0.0
Мьянмар,2019,3.2
Нигери,2019,0.0
Нидерланд,2019,753.5
Норвеги,2019,511.7
ОХУ,2019,68093.3
Пакистан,2019,0.0
Панам,2019,0.0
Папуа Шинэ Гвиней,2019,20.1
Перу,2019,0.0
Польш,2019,490.6
Португаль,2019,11.3
Пуэрто-Рико,2019,0.0
Румын,2019,0.0
Саудын Араб,2019,59.7
Свазиленд,2019,0.0
Серби,2019,0.0
Сингапур,2019,154513.9
Сири,2019,39.3
Словак,2019,38.4
Словени,2019,0.0
Соломоновын арал,2019,0.0
Судан,2019,79.4
Суринам,2019,0.0
Тажикстан,2019,0.0
Тайвань,2019,10320.0
Тайланд,2019,5235.9
Танзани,2019,0.0
Турк,2019,2421.3
Туркменистан,2019,0.0
Уганда,2019,0.0
Узбикистан,2019,58.6
Украйн,2019,187.5
Унгар,2019,104.1
Уругвай,2019,0.0
Фижи,2019,0.0
Филиппин,2019,1.9
Финлянд,2019,189.0
Франц,2019,5056.3
ХБНГУ,2019,13460.3
Хорват,2019,0.0
Чад,2019,0.0
Чехийн БНУ,2019,134.8
Чили,2019,153.4
Швед,2019,820.4
Швейцарь,2019,74986.3
Шинэ Зеланд,2019,32.1
Шри Ланк,2019,0.0
Эквадор,2019,0.0
Энэтхэг,2019,1153.5
Эстон,2019,2.4
Этиоп,2019,0.0
Япон,2019,15517.0
Өмнөд Африкийн Бүгд Найрамдах Улс,2019,2.6
АНУ,2020,10824.3
Австрали,2020,2566.1
Австри,2020,1184.2
Азербайжан,2020,0.1
Америкийн Самао,2020,0.0
Ангол,2020,0.0
Арабын Нэгдсэн Эмират,2020,1932.3
Аргентин,2020,0.0
Армен,2020,0.0
Аруба,2020,0.0
БНАСAУ,2020,130.0
БНСУ,2020,21421.4
БНХАУ,2020,5493619.0
Балба,2020,37.3
Бангладеш,2020,0.0
Беларусь,2020,4.0
Бельги,2020,639.1
Болгар,2020,0.0
Боливи,2020,0.0
Бразил,2020,13.1
Буркина-Фасо,2020,45.3
Вануату,2020,0.1
Вьетнам,2020,2180.7
Грек,2020,2.0
Гренланд,2020,0.0
Гүрж,2020,0.0
Дани,2020,36.2
Дүн,2020,7576310.9
Европын холбоо,2020,42639.5
Египет,2020,499.4
Зүүн Хойд Ази,2020,5524799.1
Зүүн Өмнөд Ази,2020,160808.9
Израиль,2020,14.6
Индонез,2020,4.1
Иордан,2020,0.0
Иран,2020,1917.2
Ирланд,2020,10.7
Испани,2020,736.0
Итали,2020,19403.4
Их Британи,2020,84071.3
Казакстан,2020,1391.2
Камбож,2020,412.0
Канад,2020,657.3
Катар,2020,54.7
Кени,2020,0.0
Кипр,2020,0.0
Киргиз,2020,0.0
Колумби,2020,0.0
Кот д Ивуар,2020,0.0
Куба,2020,0.0
Кувейт,2020,2.1
Лаос,2020,50.3
Латви,2020,0.0
Ливан,2020,921.0
Литва,2020,0.0
Лихтенштейн Вант улс,2020,0.0
Люксембург,2020,0.0
Малайз,2020,6516.2
Мальта,2020,1.2
Марокко,2020,11.9
Мексик,2020,0.0
Молдав,2020,4.9
Монако,2020,46.3
Мьянмар,2020,0.0
Нигери,2020,0.0
Нидерланд,2020,1874.4
Норвеги,2020,221.6
ОХУ,2020,57274.8
Пакистан,2020,0.0
Панам,2020,1.0
Папуа Шинэ Гвиней,2020,84.9
Перу,2020,0.0
Польш,2020,436.6
Португаль,2020,4.9
Пуэрто-Рико,2020,0.0
Румын,2020,22.9
Саудын Араб,2020,101.1
Свазиленд,2020,0.0
Серби,2020,0.0
Сингапур,2020,151251.4
Сири,2020,0.0
Словак,2020,1.4
Словени,2020,6.0
Соломоновын арал,2020,0.0
Судан,2020,149.2
Суринам,2020,9.0
Тажикстан,2020,5.8
Тайвань,2020,470.6
Тайланд,2020,394.2
Танзани,2020,0.0
Турк,2020,2516.7
Туркменистан,2020,0.0
Уганда,2020,0.0
Узбикистан,2020,98.4
Украйн,2020,54.4
Унгар,2020,49.4
Уругвай,2020,0.0
Фижи,2020,0.0
Филиппин,2020,0.0
Финлянд,2020,25.7
Франц,2020,5087.7
ХБНГУ,2020,11588.6
Хорват,2020,0.0
Чад,2020,0.0
Чехийн БНУ,2020,135.3
Чили,2020,1.4
Швед,2020,1348.5
Швейцарь,2020,1681588.9
Шинэ Зеланд,2020,311.0
Шри Ланк,2020,0.0
Эквадор,2020,0.0
Энэтхэг,2020,740.6
Эстон,2020,45.2
Этиоп,2020,98.0
Япон,2020,9628.7
Өмнөд Африкийн Бүгд Найрамдах Улс,2020,132.9
АНУ,2021,31029.8
Австрали,2021,1383.1
Австри,2021,3681.4
Азербайжан,2021,0.0
Америкийн Самао,2021,0.0
Ангол,2021,0.0
Арабын Нэгдсэн Эмират,2021,1225.9
Аргентин,2021,0.0
Армен,2021,0.0
Аруба,2021,0.0
БНАСAУ,2021,0.0
БНСУ,2021,223303.2
БНХАУ,2021,7638572.5
Балба,2021,113.0
Бангладеш,2021,0.0
Беларусь,2021,2.3
Бельги,2021,524.3
Болгар,2021,0.0
Боливи,2021,0.0
Бразил,2021,0.0
Буркина-Фасо,2021,0.0
Вануату,2021,0.0
Вьетнам,2021,484.9
Грек,2021,0.0
Гренланд,2021,0.0
Гүрж,2021,0.0
Дани,2021,73.6
Дүн,2021,9241123.2
Европын холбоо,2021,65497.3
Египет,2021,523.7
Зүүн Хойд Ази,2021,7879608.4
Зүүн Өмнөд Ази,2021,256443.2
Израиль,2021,4.8
Индонез,2021,203.7
Иордан,2021,0.0
Иран,2021,1728.2
Ирланд,2021,31.2
Испани,2021,1576.5
Итали,2021,35559.6
Их Британи,2021,10137.0
Казакстан,2021,2174.1
Камбож,2021,545.6
Канад,2021,759.9
Катар,2021,2048.1
Кени,2021,6.0
Кипр,2021,0.0
Киргиз,2021,237.6
Колумби,2021,0.0
Кот д Ивуар,2021,0.0
Куба,2021,0.0
Кувейт,2021,0.3
Лаос,2021,1.8
Латви,2021,0.0
Ливан,2021,307.3
Литва,2021,14.7
Лихтенштейн Вант улс,2021,0.0
Люксембург,2021,4.4
Малайз,2021,677.0
Мальта,2021,0.0
Марокко,2021,0.0
Мексик,2021,0.0
Молдав,2021,0.0
Монако,2021,0.0
Мьянмар,2021,0.0
Нигери,2021,0.0
Нидерланд,2021,3657.4
Норвеги,2021,385.3
ОХУ,2021,112783.9
Пакистан,2021,0.0
Панам,2021,0.0
Папуа Шинэ Гвиней,2021,1.6
Перу,2021,0.0
Польш,2021,1020.7
Португаль,2021,122.3
Пуэрто-Рико,2021,0.0
Румын,2021,9.2
Саудын Араб,2021,816.0
Свазиленд,2021,0.0
Серби,2021,0.0
Сингапур,2021,254091.3
Сири,2021,0.0
Словак,2021,0.0
Словени,2021,1.1
Соломоновын арал,2021,0.0
Судан,2021,1139.9
Суринам,2021,0.0
Тажикстан,2021,0.0
Тайвань,2021,253.9
Тайланд,2021,436.9
Танзани,2021,5.9
Турк,2021,2864.5
Туркменистан,2021,0.0
Уганда,2021,29.3
Узбикистан,2021,376.5
Украйн,2021,122.0
Унгар,2021,203.0
Уругвай,2021,0.0
Фижи,2021,0.0
Филиппин,2021,2.0
Финлянд,2021,0.0
Франц,2021,4967.1
ХБНГУ,2021,12188.1
Хорват,2021,0.0
Чад,2021,0.0
Чехийн БНУ,2021,528.8
Чили,2021,27.3
Швед,2021,581.5
Швейцарь,2021,869738.5
Шинэ Зеланд,2021,35.5
Шри Ланк,2021,0.0
Эквадор,2021,0.0
Энэтхэг,2021,275.3
Эстон,2021,752.4
Этиоп,2021,0.0
Япон,2021,17732.6
Өмнөд Африкийн Бүгд Найрамдах Улс,2021,1.7
АНУ,2022,9895.4
Австрали,2022,2060.8999999999996
Австри,2022,6664.5
Азербайжан,2022,165.6
Америкийн Самао,2022,0.0
Ангол,2022,0.0
Арабын Нэгдсэн Эмират,2022,1329.4
Аргентин,2022,0.0
Армен,2022,40.8
Аруба,2022,0.0
БНАСAУ,2022,0.0
БНСУ,2022,127495.3
БНХАУ,2022,11061576.4
Балба,2022,285.0
Бангладеш,2022,0.0
Беларусь,2022,374.6
Бельги,2022,506.0
Болгар,2022,0.0
Боливи,2022,0.0
Бразил,2022,0.0
Буркина-Фасо,2022,0.0
Вануату,2022,0.0
Вьетнам,2022,581.3
Грек,2022,1.3
Гренланд,2022,0.0
Гүрж,2022,0.0
Дани,2022,50.8
Дүн,2022,12538588.9
Европын холбоо,2022,138498.2
Египет,2022,491.4
Зүүн Хойд Ази,2022,11204299.9
Зүүн Өмнөд Ази,2022,12942.5
Израиль,2022,3.2
Индонез,2022,24.8
Иордан,2022,0.0
Иран,2022,7995.5
Ирланд,2022,62.0
Испани,2022,4678.9
Итали,2022,88058.0
Их Британи,2022,12398.6
Казакстан,2022,7823.4
Камбож,2022,954.3
Канад,2022,1399.8
Катар,2022,2844.6
Кени,2022,0.0
Кипр,2022,0.0
Киргиз,2022,2243.7
Колумби,2022,0.0
Кот д Ивуар,2022,0.0
Куба,2022,0.0
Кувейт,2022,1.0
Лаос,2022,0.0
Латви,2022,48.2
Ливан,2022,0.0
Литва,2022,2.6
Лихтенштейн Вант улс,2022,0.0
Люксембург,2022,388.0
Малайз,2022,1384.7
Мальта,2022,0.0
Марокко,2022,0.0
Мексик,2022,0.0
Молдав,2022,1.8
Монако,2022,0.0
Мьянмар,2022,0.0
Нигери,2022,0.0
Нидерланд,2022,3224.5
Норвеги,2022,418.7
ОХУ,2022,93365.8
Пакистан,2022,0.0
Панам,2022,0.0
Папуа Шинэ Гвиней,2022,12.5
Перу,2022,0.4
Польш,2022,599.9
Португаль,2022,238.1
Пуэрто-Рико,2022,0.0
Румын,2022,11.5
Саудын Араб,2022,672.0
Свазиленд,2022,0.0
Серби,2022,5.0
Сингапур,2022,9020.8
Сири,2022,0.0
Словак,2022,22.6
Словени,2022,0.1
Соломоновын арал,2022,0.0
Судан,2022,418.6
Суринам,2022,1.5
Тажикстан,2022,0.0
Тайвань,2022,326.8
Тайланд,2022,976.6
Танзани,2022,0.0
Турк,2022,2087.0
Туркменистан,2022,0.0
Уганда,2022,0.0
Узбикистан,2022,4193.8
Украйн,2022,35.9
Унгар,2022,57.5
Уругвай,2022,0.0
Фижи,2022,0.0
Филиппин,2022,0.0
Финлянд,2022,3.9
Франц,2022,6903.4
ХБНГУ,2022,25976.4
Хорват,2022,0.2
Чад,2022,0.0
Чехийн БНУ,2022,352.6
Чили,2022,28.8
Швед,2022,212.8
