region,date,price
Darkhan-Uul,2024-01-02,13000.0
Khovd,2024-01-02,13000.0
Orkhon,2024-01-02,14000.0
Umnugovi,2024-01-02,15000.0
Darkhan-Uul,2024-01-08,13667.0
Khovd,2024-01-08,13000.0
Orkhon,2024-01-08,14100.0
Umnugovi,2024-01-08,15000.0
Darkhan-Uul,2024-01-15,13833.0
Khovd,2024-01-15,13000.0
Orkhon,2024-01-15,13833.0
Umnugovi,2024-01-15,15500.0
Darkhan-Uul,2024-01-22,14667.0
Khovd,2024-01-22,13000.0
Orkhon,2024-01-22,13833.0
Umnugovi,2024-01-22,15500.0
Darkhan-Uul,2024-01-29,14500.0
Khovd,2024-01-29,15000.0
Orkhon,2024-01-29,13833.0
Umnugovi,2024-01-29,17000.0
Darkhan-Uul,2024-02-05,15500.0
Khovd,2024-02-05,14000.0
Orkhon,2024-02-05,15000.0
Umnugovi,2024-02-05,17000.0
Darkhan-Uul,2024-02-19,14667.0
Khovd,2024-02-19,15000.0
Orkhon,2024-02-19,14500.0
Umnugovi,2024-02-19,17000.0
Darkhan-Uul,2024-02-26,16000.0
Khovd,2024-02-26,15000.0
Orkhon,2024-02-26,15833.0
Umnugovi,2024-02-26,17000.0
Darkhan-Uul,2024-03-04,17000.0
Khovd,2024-03-04,15000.0
Orkhon,2024-03-04,15833.0
Umnugovi,2024-03-04,17000.0
Darkhan-Uul,2024-03-11,16833.0
Khovd,2024-03-11,14000.0
Orkhon,2024-03-11,16500.0
Umnugovi,2024-03-11,17000.0
Darkhan-Uul,2024-03-18,16833.0
Khovd,2024-03-18,14000.0
Orkhon,2024-03-18,16400.0
Umnugovi,2024-03-18,17000.0
Darkhan-Uul,2024-03-25,16833.0
Khovd,2024-03-25,15000.0
Orkhon,2024-03-25,16167.0
Umnugovi,2024-03-25,18000.0
Darkhan-Uul,2024-04-01,17167.0
Khovd,2024-04-01,15000.0
Orkhon,2024-04-01,16167.0
Umnugovi,2024-04-01,18000.0
Darkhan-Uul,2024-04-08,17167.0
Khovd,2024-04-08,15000.0
Orkhon,2024-04-08,16667.0
Umnugovi,2024-04-08,18000.0
Darkhan-Uul,2024-04-15,18833.0
Khovd,2024-04-15,15000.0
Orkhon,2024-04-15,16833.0
Umnugovi,2024-04-15,18000.0
Darkhan-Uul,2024-04-22,18333.0
Khovd,2024-04-22,15000.0
Orkhon,2024-04-22,16833.0
Umnugovi,2024-04-22,18000.0
Darkhan-Uul,2024-04-29,18333.0
Khovd,2024-04-29,16000.0
Orkhon,2024-04-29,16833.0
Umnugovi,2024-04-29,20000.0
Darkhan-Uul,2024-05-06,17667.0
Khovd,2024-05-06,16000.0
Orkhon,2024-05-06,16667.0
Umnugovi,2024-05-06,20000.0
Darkhan-Uul,2024-05-13,17667.0
Khovd,2024-05-13,16000.0
Orkhon,2024-05-13,16833.0
Umnugovi,2024-05-13,20000.0
Darkhan-Uul,2024-05-20,17500.0
Khovd,2024-05-20,16000.0
Orkhon,2024-05-20,17333.0
Umnugovi,2024-05-20,20000.0
Darkhan-Uul,2024-05-27,18333.0
Khovd,2024-05-27,16000.0
Orkhon,2024-05-27,17333.0
Umnugovi,2024-05-27,20000.0
Darkhan-Uul,2024-06-03,17833.0
Khovd,2024-06-03,16000.0
Orkhon,2024-06-03,17333.0
Umnugovi,2024-06-03,20000.0
Darkhan-Uul,2024-06-10,17500.0
Khovd,2024-06-10,16000.0
Orkhon,2024-06-10,17333.0
Umnugovi,2024-06-10,20000.0
