хүйс,салбар,жил,цалин_мнт
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2004,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2005,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2006,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2007,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2008,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2009,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2010,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2011,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2012,..
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2013,560.2
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2014,609.1
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2015,634.9
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2016,646.7
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2017,678.0
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2018,726.8
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2019,830.2
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2020,977.1
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2021,1019.3
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2022,1183.6
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2023,1530.9
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2024,2101.8
Бүгд,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2025,2711.5
Бүгд,"Уул уурхай, олборлолт",2001,57.3
Бүгд,"Уул уурхай, олборлолт",2002,77.4
Бүгд,"Уул уурхай, олборлолт",2003,88.7
Бүгд,"Уул уурхай, олборлолт",2004,89.7
Бүгд,"Уул уурхай, олборлолт",2005,122.8
Бүгд,"Уул уурхай, олборлолт",2006,147.7
Бүгд,"Уул уурхай, олборлолт",2007,219.7
Бүгд,"Уул уурхай, олборлолт",2008,328.6
Бүгд,"Уул уурхай, олборлолт",2009,405.4
Бүгд,"Уул уурхай, олборлолт",2010,572.2
Бүгд,"Уул уурхай, олборлолт",2011,732.8
Бүгд,"Уул уурхай, олборлолт",2012,814.5
Бүгд,"Уул уурхай, олборлолт",2013,1418.4
Бүгд,"Уул уурхай, олборлолт",2014,1550.8
Бүгд,"Уул уурхай, олборлолт",2015,1895.4
Бүгд,"Уул уурхай, олборлолт",2016,1989.4
Бүгд,"Уул уурхай, олборлолт",2017,2119.1
Бүгд,"Уул уурхай, олборлолт",2018,2221.4
Бүгд,"Уул уурхай, олборлолт",2019,2590.0
Бүгд,"Уул уурхай, олборлолт",2020,2877.4
Бүгд,"Уул уурхай, олборлолт",2021,2997.8
Бүгд,"Уул уурхай, олборлолт",2022,3601.9
Бүгд,"Уул уурхай, олборлолт",2023,4587.2
Бүгд,"Уул уурхай, олборлолт",2024,4935.9
Бүгд,"Уул уурхай, олборлолт",2025,5273.9
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2001,0.0
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2002,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2003,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2004,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2005,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2006,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2007,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2008,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2009,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2010,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2011,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2012,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2013,..
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2014,486.5
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2015,561.3
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2016,560.9
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2017,594.4
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2018,672.9
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2019,799.3
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2020,906.8
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2021,1042.9
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2022,1205.0
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2023,1743.3
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2024,2194.2
Бүгд,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2025,3013.8
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2001,48.4
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2002,51.5
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2003,60.8
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2004,79.9
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2005,84.6
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2006,120.1
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2007,166.0
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2008,295.8
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2009,298.5
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2010,319.1
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2011,382.4
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2012,553.7
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2013,708.6
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2014,725.0
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2015,776.4
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2016,739.6
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2017,767.1
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2018,800.4
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2019,940.7
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2020,1108.6
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2021,1277.5
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2022,1474.6
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2023,1786.9
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2024,2249.1
Бүгд,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2025,2498.1
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2001,50.3
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2002,46.2
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2003,48.0
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2004,52.6
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2005,52.8
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2006,72.6
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2007,90.5
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2008,158.1
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2009,174.6
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2010,172.5
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2011,203.1
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2012,244.5
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2013,324.7
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2014,752.9
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2015,643.9
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2016,631.5
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2017,681.5
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2018,736.4
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2019,833.1
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2020,949.6
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2021,1002.8
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2022,1152.3
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2023,1463.9
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2024,1929.8
Бүгд,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2025,2190.1
Бүгд,"Цахилгаан, хий, агааржуулалт",2001,77.5
Бүгд,"Цахилгаан, хий, агааржуулалт",2002,81.0
Бүгд,"Цахилгаан, хий, агааржуулалт",2003,97.1
Бүгд,"Цахилгаан, хий, агааржуулалт",2004,111.8
Бүгд,"Цахилгаан, хий, агааржуулалт",2005,119.6
Бүгд,"Цахилгаан, хий, агааржуулалт",2006,139.3
Бүгд,"Цахилгаан, хий, агааржуулалт",2007,165.7
Бүгд,"Цахилгаан, хий, агааржуулалт",2008,240.9
Бүгд,"Цахилгаан, хий, агааржуулалт",2009,296.0
Бүгд,"Цахилгаан, хий, агааржуулалт",2010,337.5
Бүгд,"Цахилгаан, хий, агааржуулалт",2011,411.3
Бүгд,"Цахилгаан, хий, агааржуулалт",2012,540.8
Бүгд,"Цахилгаан, хий, агааржуулалт",2013,933.1
Бүгд,"Цахилгаан, хий, агааржуулалт",2014,1133.0
Бүгд,"Цахилгаан, хий, агааржуулалт",2015,1137.3
Бүгд,"Цахилгаан, хий, агааржуулалт",2016,1213.4
Бүгд,"Цахилгаан, хий, агааржуулалт",2017,1334.2
Бүгд,"Цахилгаан, хий, агааржуулалт",2018,1403.3
Бүгд,"Цахилгаан, хий, агааржуулалт",2019,1452.0
Бүгд,"Цахилгаан, хий, агааржуулалт",2020,1558.9
Бүгд,"Цахилгаан, хий, агааржуулалт",2021,1603.3
Бүгд,"Цахилгаан, хий, агааржуулалт",2022,1815.2
Бүгд,"Цахилгаан, хий, агааржуулалт",2023,2245.1
Бүгд,"Цахилгаан, хий, агааржуулалт",2024,2923.7
Бүгд,"Цахилгаан, хий, агааржуулалт",2025,3596.8
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2001,47.9
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2002,50.7
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2003,53.7
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2004,62.4
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2005,68.4
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2006,91.3
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2007,147.1
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2008,213.9
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2009,264.9
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2010,257.6
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2011,305.3
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2012,436.3
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2013,446.6
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2014,601.2
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2015,722.0
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2016,724.3
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2017,751.1
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2018,809.8
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2019,910.7
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2020,1019.1
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2021,1098.0
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2022,1278.3
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2023,1567.8
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2024,1955.2
Бүгд,Үйлчилгээний бусад үйл ажиллагаа,2025,2196.9
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2001,58.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2002,55.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2003,65.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2004,66.0
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2005,68.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2006,93.0
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2007,132.4
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2008,251.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2009,264.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2010,277.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2011,330.1
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2012,490.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2013,593.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2014,769.9
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2015,810.9
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2016,815.2
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2017,870.1
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2018,1022.8
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2019,1197.7
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2020,1378.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2021,1401.4
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2022,1743.6
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2023,2072.5
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2024,2461.3
Бүгд,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2025,2389.7
Эмэгтэй,Барилга,2001,67.0
Эмэгтэй,Барилга,2002,82.9
Эмэгтэй,Барилга,2003,80.2
Эмэгтэй,Барилга,2004,87.5
Эмэгтэй,Барилга,2005,105.2
Эмэгтэй,Барилга,2006,127.9
Эмэгтэй,Барилга,2007,156.6
Эмэгтэй,Барилга,2008,230.7
Эмэгтэй,Барилга,2009,231.6
Эмэгтэй,Барилга,2010,235.1
Эмэгтэй,Барилга,2011,304.7
Эмэгтэй,Барилга,2012,401.4
Эмэгтэй,Барилга,2013,665.0
Эмэгтэй,Барилга,2014,629.9
Эмэгтэй,Барилга,2015,612.6
Эмэгтэй,Барилга,2016,679.9
Эмэгтэй,Барилга,2017,822.2
Эмэгтэй,Барилга,2018,1056.5
Эмэгтэй,Барилга,2019,1188.8
Эмэгтэй,Барилга,2020,1332.3
Эмэгтэй,Барилга,2021,1179.2
Эмэгтэй,Барилга,2022,1423.9
Эмэгтэй,Барилга,2023,1641.0
Эмэгтэй,Барилга,2024,1865.6
Эмэгтэй,Барилга,2025,2162.6
Эмэгтэй,Боловсрол,2001,61.1
Эмэгтэй,Боловсрол,2002,65.5
Эмэгтэй,Боловсрол,2003,76.7
Эмэгтэй,Боловсрол,2004,86.9
Эмэгтэй,Боловсрол,2005,93.3
Эмэгтэй,Боловсрол,2006,120.9
Эмэгтэй,Боловсрол,2007,172.6
Эмэгтэй,Боловсрол,2008,280.6
Эмэгтэй,Боловсрол,2009,290.5
Эмэгтэй,Боловсрол,2010,308.6
Эмэгтэй,Боловсрол,2011,362.0
Эмэгтэй,Боловсрол,2012,534.2
Эмэгтэй,Боловсрол,2013,638.0
Эмэгтэй,Боловсрол,2014,695.9
Эмэгтэй,Боловсрол,2015,726.3
Эмэгтэй,Боловсрол,2016,708.0
Эмэгтэй,Боловсрол,2017,712.1
Эмэгтэй,Боловсрол,2018,751.4
Эмэгтэй,Боловсрол,2019,899.1
Эмэгтэй,Боловсрол,2020,1004.2
Эмэгтэй,Боловсрол,2021,1034.6
Эмэгтэй,Боловсрол,2022,1207.6
Эмэгтэй,Боловсрол,2023,1498.3
Эмэгтэй,Боловсрол,2024,2010.0
Эмэгтэй,Боловсрол,2025,2357.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2001,64.8
Эмэгтэй,Боловсруулах үйлдвэрлэл,2002,68.2
Эмэгтэй,Боловсруулах үйлдвэрлэл,2003,79.6
Эмэгтэй,Боловсруулах үйлдвэрлэл,2004,89.1
Эмэгтэй,Боловсруулах үйлдвэрлэл,2005,88.1
Эмэгтэй,Боловсруулах үйлдвэрлэл,2006,105.2
Эмэгтэй,Боловсруулах үйлдвэрлэл,2007,135.6
Эмэгтэй,Боловсруулах үйлдвэрлэл,2008,225.2
Эмэгтэй,Боловсруулах үйлдвэрлэл,2009,243.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2010,276.5
Эмэгтэй,Боловсруулах үйлдвэрлэл,2011,339.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2012,424.3
Эмэгтэй,Боловсруулах үйлдвэрлэл,2013,575.6
Эмэгтэй,Боловсруулах үйлдвэрлэл,2014,737.7
Эмэгтэй,Боловсруулах үйлдвэрлэл,2015,744.0
Эмэгтэй,Боловсруулах үйлдвэрлэл,2016,850.3
Эмэгтэй,Боловсруулах үйлдвэрлэл,2017,1011.0
Эмэгтэй,Боловсруулах үйлдвэрлэл,2018,1047.8
Эмэгтэй,Боловсруулах үйлдвэрлэл,2019,1060.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2020,1031.7
Эмэгтэй,Боловсруулах үйлдвэрлэл,2021,1096.0
Эмэгтэй,Боловсруулах үйлдвэрлэл,2022,1306.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2023,1510.4
Эмэгтэй,Боловсруулах үйлдвэрлэл,2024,1858.8
Эмэгтэй,Боловсруулах үйлдвэрлэл,2025,2353.3
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2001,53.4
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2002,52.1
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2003,58.6
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2004,72.2
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2005,80.8
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2006,81.4
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2007,121.7
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2008,190.8
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2009,201.3
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2010,220.9
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2011,254.2
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2012,318.1
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2013,661.8
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2014,680.5
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2015,652.2
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2016,690.5
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2017,748.2
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2018,752.3
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2019,841.1
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2020,918.1
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2021,967.0
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2022,1139.1
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2023,1339.9
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2024,1639.8
Эмэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2025,1953.0
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2001,67.7
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2002,76.7
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2003,83.9
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2004,101.9
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2005,128.4
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2006,125.3
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2007,151.1
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2008,197.5
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2009,235.1
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2010,260.3
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2011,291.3
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2012,370.4
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2013,561.9
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2014,510.3
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2015,513.2
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2016,538.1
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2017,561.5
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2018,604.5
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2019,676.3
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2020,712.1
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2021,784.6
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2022,942.9
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2023,1142.7
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2024,1400.2
Эмэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2025,1778.6
Эмэгтэй,"Мэдээлэл, холбоо",2001,..
Эмэгтэй,"Мэдээлэл, холбоо",2002,..
Эмэгтэй,"Мэдээлэл, холбоо",2003,..
Эмэгтэй,"Мэдээлэл, холбоо",2004,..
Эмэгтэй,"Мэдээлэл, холбоо",2005,..
Эмэгтэй,"Мэдээлэл, холбоо",2006,..
Эмэгтэй,"Мэдээлэл, холбоо",2007,..
Эмэгтэй,"Мэдээлэл, холбоо",2008,..
Эмэгтэй,"Мэдээлэл, холбоо",2009,..
Эмэгтэй,"Мэдээлэл, холбоо",2010,..
Эмэгтэй,"Мэдээлэл, холбоо",2011,..
Эмэгтэй,"Мэдээлэл, холбоо",2012,..
Эмэгтэй,"Мэдээлэл, холбоо",2013,726.8
Эмэгтэй,"Мэдээлэл, холбоо",2014,726.1
Эмэгтэй,"Мэдээлэл, холбоо",2015,747.7
Эмэгтэй,"Мэдээлэл, холбоо",2016,757.6
Эмэгтэй,"Мэдээлэл, холбоо",2017,785.7
Эмэгтэй,"Мэдээлэл, холбоо",2018,883.6
Эмэгтэй,"Мэдээлэл, холбоо",2019,978.3
Эмэгтэй,"Мэдээлэл, холбоо",2020,1075.6
Эмэгтэй,"Мэдээлэл, холбоо",2021,1179.0
Эмэгтэй,"Мэдээлэл, холбоо",2022,1538.0
