хүйс,салбар,жил,цалин_мнт
Эмэгтэй,"Мэдээлэл, холбоо",2023,1790.4
Эмэгтэй,"Мэдээлэл, холбоо",2024,2304.4
Эмэгтэй,"Мэдээлэл, холбоо",2025,2638.0
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2001,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2002,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2003,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2004,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2005,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2006,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2007,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2008,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2009,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2010,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2011,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2012,..
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2013,689.1
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2014,1129.1
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2015,1154.3
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2016,1309.7
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2017,1529.3
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2018,1469.7
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2019,1476.6
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2020,1608.0
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2021,1626.0
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2022,1598.6
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2023,1986.1
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2024,2608.8
Эмэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2025,2872.1
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2001,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2002,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2003,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2004,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2005,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2006,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2007,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2008,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2009,146.8
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2010,149.4
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2011,139.4
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2012,..
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2013,1232.9
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2014,1384.3
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2015,1377.9
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2016,1556.1
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2017,1773.6
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2018,1483.4
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2019,1797.8
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2020,1816.6
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2021,2077.0
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2022,4597.7
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2023,3101.5
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2024,3196.3
Эмэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2025,3613.5
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2001,63.7
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2002,85.0
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2003,103.9
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2004,128.4
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2005,139.4
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2006,247.2
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2007,334.3
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2008,442.7
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2009,556.8
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2010,644.3
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2011,820.9
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2012,972.2
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2013,1049.9
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2014,951.7
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2015,943.3
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2016,988.6
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2017,1010.9
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2018,1035.5
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2019,1193.2
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2020,1291.4
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2021,1345.2
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2022,1689.2
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2023,2068.5
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2024,2640.1
Эмэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2025,2992.2
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2001,78.8
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2002,86.7
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2003,103.3
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2004,109.4
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2005,110.0
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2006,121.4
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2007,157.9
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2008,228.6
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2009,273.2
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2010,344.0
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2011,411.7
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2012,495.8
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2013,633.1
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2014,832.3
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2015,806.0
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2016,913.3
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2017,1020.6
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2018,1074.8
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2019,1220.1
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2020,1291.6
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2021,1332.0
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2022,1566.6
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2023,1970.3
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2024,2415.1
Эмэгтэй,Тээвэр ба агуулахын үйл ажиллагаа,2025,2730.4
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2001,57.0
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2002,63.8
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2003,73.6
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2004,88.4
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2005,100.2
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2006,134.9
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2007,180.7
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2008,322.2
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2009,316.9
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2010,335.9
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2011,422.0
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2012,592.2
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2013,680.2
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2014,750.7
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2015,748.9
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2016,722.9
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2017,769.5
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2018,828.4
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2019,947.8
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2020,1014.6
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2021,1068.7
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2022,1219.6
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2023,1702.0
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2024,2294.1
Эмэгтэй,"Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2025,2696.6
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2001,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2002,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2003,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2004,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2005,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2006,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2007,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2008,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2009,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2010,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2011,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2012,..
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2013,650.8
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2014,643.4
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2015,677.1
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2016,705.4
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2017,775.1
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2018,838.8
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2019,1045.6
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2020,1086.6
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2021,1170.7
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2022,1273.3
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2023,1511.0
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2024,1887.1
Эмэгтэй,Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2025,2342.4
Эмэгтэй,Улсын дундаж,2001,61.0
Эмэгтэй,Улсын дундаж,2002,65.9
Эмэгтэй,Улсын дундаж,2003,76.0
Эмэгтэй,Улсын дундаж,2004,88.0
Эмэгтэй,Улсын дундаж,2005,92.3
Эмэгтэй,Улсын дундаж,2006,117.3
Эмэгтэй,Улсын дундаж,2007,159.3
Эмэгтэй,Улсын дундаж,2008,258.1
Эмэгтэй,Улсын дундаж,2009,279.9
Эмэгтэй,Улсын дундаж,2010,314.5
Эмэгтэй,Улсын дундаж,2011,381.3
Эмэгтэй,Улсын дундаж,2012,524.3
Эмэгтэй,Улсын дундаж,2013,688.5
Эмэгтэй,Улсын дундаж,2014,733.3
Эмэгтэй,Улсын дундаж,2015,760.7
Эмэгтэй,Улсын дундаж,2016,811.0
Эмэгтэй,Улсын дундаж,2017,860.4
Эмэгтэй,Улсын дундаж,2018,903.3
Эмэгтэй,Улсын дундаж,2019,1021.3
Эмэгтэй,Улсын дундаж,2020,1109.6
Эмэгтэй,Улсын дундаж,2021,1163.1
Эмэгтэй,Улсын дундаж,2022,1360.5
Эмэгтэй,Улсын дундаж,2023,1651.9
Эмэгтэй,Улсын дундаж,2024,2077.1
Эмэгтэй,Улсын дундаж,2025,2429.7
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2001,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2002,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2003,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2004,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2005,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2006,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2007,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2008,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2009,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2010,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2011,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2012,..
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2013,527.5
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2014,596.3
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2015,613.7
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2016,591.8
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2017,612.1
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2018,624.3
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2019,739.3
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2020,839.2
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2021,869.0
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2022,963.5
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2023,1337.9
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2024,1808.6
Эмэгтэй,"Урлаг, үзвэр, тоглоом, наадам",2025,2203.3
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2001,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2002,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2003,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2004,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2005,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2006,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2007,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2008,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2009,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2010,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2011,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2012,..
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2013,539.6
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2014,562.9
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2015,596.3
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2016,613.1
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2017,644.7
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2018,687.1
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2019,809.2
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2020,936.1
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2021,970.8
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2022,1169.6
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2023,1500.8
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2024,2033.6
Эмэгтэй,"Ус хангамж; бохир ус зайлуулах систем, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2025,2582.1
Эмэгтэй,"Уул уурхай, олборлолт",2001,49.4
Эмэгтэй,"Уул уурхай, олборлолт",2002,69.3
Эмэгтэй,"Уул уурхай, олборлолт",2003,79.8
Эмэгтэй,"Уул уурхай, олборлолт",2004,71.3
Эмэгтэй,"Уул уурхай, олборлолт",2005,106.1
Эмэгтэй,"Уул уурхай, олборлолт",2006,111.1
Эмэгтэй,"Уул уурхай, олборлолт",2007,178.0
Эмэгтэй,"Уул уурхай, олборлолт",2008,271.2
Эмэгтэй,"Уул уурхай, олборлолт",2009,331.3
Эмэгтэй,"Уул уурхай, олборлолт",2010,509.9
Эмэгтэй,"Уул уурхай, олборлолт",2011,557.3
Эмэгтэй,"Уул уурхай, олборлолт",2012,747.9
Эмэгтэй,"Уул уурхай, олборлолт",2013,1349.0
Эмэгтэй,"Уул уурхай, олборлолт",2014,1549.7
Эмэгтэй,"Уул уурхай, олборлолт",2015,2197.6
Эмэгтэй,"Уул уурхай, олборлолт",2016,2577.6
Эмэгтэй,"Уул уурхай, олборлолт",2017,2277.2
Эмэгтэй,"Уул уурхай, олборлолт",2018,2397.0
Эмэгтэй,"Уул уурхай, олборлолт",2019,2772.3
Эмэгтэй,"Уул уурхай, олборлолт",2020,2949.7
Эмэгтэй,"Уул уурхай, олборлолт",2021,3025.2
Эмэгтэй,"Уул уурхай, олборлолт",2022,3597.2
Эмэгтэй,"Уул уурхай, олборлолт",2023,4102.0
Эмэгтэй,"Уул уурхай, олборлолт",2024,4481.6
Эмэгтэй,"Уул уурхай, олборлолт",2025,5018.8
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2001,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2002,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2003,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2004,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2005,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2006,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2007,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2008,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2009,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2010,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2011,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2012,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2013,..
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2014,470.4
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2015,572.7
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2016,588.4
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2017,640.6
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2018,674.0
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2019,765.9
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2020,882.3
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2021,928.5
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2022,1097.6
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2023,1323.9
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2024,1632.7
Эмэгтэй,Хүн хөлслөн ажиллуулдаг өрхийн үйл ажиллагаа,2025,2499.3
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2001,46.8
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2002,51.0
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2003,59.7
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2004,78.5
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2005,80.0
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2006,110.8
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2007,155.4
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2008,284.3
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2009,294.5
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2010,316.7
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2011,376.7
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2012,548.5
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2013,674.7
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2014,715.2
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2015,749.8
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2016,733.6
