sex,region,year,students
Female,Selenge,2025,2359.0
Female,Sukhbaatar,2025,1748.0
Female,Total,2025,99483.0
Female,Tuv,2025,2359.0
Female,Ulaanbaatar,2025,47342.0
Female,Ulaanbaatar,2025,47342.0
Female,Umnugovi,2025,2994.0
Female,Uvs,2025,2918.0
Female,Uvurkhangai,2025,3360.0
Female,Western region,2025,12440.0
Female,Zavkhan,2025,2441.0
Male,Arkhangai,2025,1539.0
Male,Bayan-Ulgii,2025,1111.0
Male,Bayankhongor,2025,1159.0
Male,Bulgan,2025,888.0
Male,Central region,2025,8253.0
Male,Darkhan-Uul,2025,1919.0
Male,Dornod,2025,1176.0
Male,Dornogovi,2025,1034.0
Male,Dundgovi,2025,678.0
Male,Eastern region,2025,3372.0
Male,Govi-Altai,2025,1117.0
Male,Govisumber,2025,298.0
Male,Khangai region,2025,9548.0
Male,Khentii,2025,1300.0
Male,Khovd,2025,1649.0
Male,Khuvsgul,2025,2028.0
Male,Orkhon,2025,2034.0
Male,Selenge,2025,1702.0
Male,Sukhbaatar,2025,896.0
Male,Total,2025,62408.0
Male,Tuv,2025,1448.0
Male,Ulaanbaatar,2025,31989.0
Male,Ulaanbaatar,2025,31989.0
Male,Umnugovi,2025,1174.0
Male,Uvs,2025,1649.0
Male,Uvurkhangai,2025,1900.0
Male,Western region,2025,6985.0
Male,Zavkhan,2025,1459.0
