огноо,чуулган,товлосон_цаг,эхэлсэн_цаг,цагийн_мэдээллийн_төлөв,өгөгдлийн_төлөв,эх_сурвалжийн_нийтлэл,эх_файлын_холбоос,үзүүлэлт,утга,нэгж
2025-04-11,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74479/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,74.2,хувь
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Хэлэлцэх асуудал,1,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Албан ёсоор цагтаа ирсэн,83,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Албан ёсоор хоцорсон,26,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Чөлөөтэй,7,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Эмнэлгийн чөлөө,4,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Орон нутгийн томилолт,3,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Гадаад томилолт,2,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Тайлбаргүй тасалсан,1,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Биеэр оролцсон,109,тоо
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Биеэр оролцсон хувь,86.5,хувь
2025-04-17,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74521/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,76.1,хувь
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Хэлэлцэх асуудал,2,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Албан ёсоор цагтаа ирсэн,81,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Албан ёсоор хоцорсон,25,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Чөлөөтэй,9,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Эмнэлгийн чөлөө,5,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Орон нутгийн томилолт,3,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Гадаад томилолт,2,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Тайлбаргүй тасалсан,1,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Биеэр оролцсон,106,тоо
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Биеэр оролцсон хувь,84.1,хувь
2025-04-18,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74529/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,76.4,хувь
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Хэлэлцэх асуудал,3,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Албан ёсоор цагтаа ирсэн,83,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Албан ёсоор хоцорсон,24,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Чөлөөтэй,7,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Эмнэлгийн чөлөө,1,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Орон нутгийн томилолт,0,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Гадаад томилолт,11,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Тайлбаргүй тасалсан,0,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Биеэр оролцсон,107,тоо
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Биеэр оролцсон хувь,84.9,хувь
2025-04-24,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74573/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,77.6,хувь
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Хэлэлцэх асуудал,2,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Хуралдаан эхэлсэн хоцролт,3,минут
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Албан ёсоор цагтаа ирсэн,93,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Албан ёсоор хоцорсон,14,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Чөлөөтэй,6,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Эмнэлгийн чөлөө,3,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Орон нутгийн томилолт,0,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Гадаад томилолт,7,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Тайлбаргүй тасалсан,3,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Биеэр оролцсон,107,тоо
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Биеэр оролцсон хувь,84.9,хувь
2025-04-25,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74606/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,86.9,хувь
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Хэлэлцэх асуудал,3,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Албан ёсоор цагтаа ирсэн,77,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Албан ёсоор хоцорсон,23,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Чөлөөтэй,4,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Эмнэлгийн чөлөө,6,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Орон нутгийн томилолт,2,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Гадаад томилолт,8,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Тайлбаргүй тасалсан,6,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Биеэр оролцсон,100,тоо
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Биеэр оролцсон хувь,79.4,хувь
2025-05-01,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74668/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,77.0,хувь
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Хэлэлцэх асуудал,2,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Албан ёсоор цагтаа ирсэн,77,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Албан ёсоор хоцорсон,18,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Чөлөөтэй,4,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Эмнэлгийн чөлөө,6,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Орон нутгийн томилолт,4,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Гадаад томилолт,5,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Тайлбаргүй тасалсан,12,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Биеэр оролцсон,95,тоо
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Биеэр оролцсон хувь,75.4,хувь
2025-05-02,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74688/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,81.1,хувь
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Хэлэлцэх асуудал,2,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Албан ёсоор цагтаа ирсэн,69,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Албан ёсоор хоцорсон,27,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Чөлөөтэй,2,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Эмнэлгийн чөлөө,4,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Орон нутгийн томилолт,1,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Гадаад томилолт,18,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Тайлбаргүй тасалсан,5,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Биеэр оролцсон,96,тоо
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Биеэр оролцсон хувь,76.2,хувь
2025-05-08,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74750/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.9,хувь
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Хэлэлцэх асуудал,2,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Хуралдаан эхэлсэн хоцролт,1,минут
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Албан ёсоор цагтаа ирсэн,77,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Албан ёсоор хоцорсон,20,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Чөлөөтэй,1,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Эмнэлгийн чөлөө,4,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Орон нутгийн томилолт,2,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Гадаад томилолт,18,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Тайлбаргүй тасалсан,4,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Биеэр оролцсон,97,тоо
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Биеэр оролцсон хувь,77.0,хувь
2025-05-09,Хаврын ээлжит чуулган,10:00,10:01,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74754/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,79.4,хувь
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Хэлэлцэх асуудал,2,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Хуралдаан эхэлсэн хоцролт,5,минут
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Албан ёсоор цагтаа ирсэн,68,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Албан ёсоор хоцорсон,18,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Чөлөөтэй,1,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Эмнэлгийн чөлөө,1,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Орон нутгийн томилолт,9,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Гадаад томилолт,26,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Тайлбаргүй тасалсан,3,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Биеэр оролцсон,86,тоо
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Биеэр оролцсон хувь,68.3,хувь
2025-05-15,Хаврын ээлжит чуулган,10:00,10:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74797/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,79.1,хувь
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Хэлэлцэх асуудал,3,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Албан ёсоор цагтаа ирсэн,66,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Албан ёсоор хоцорсон,26,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Чөлөөтэй,2,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Эмнэлгийн чөлөө,4,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Орон нутгийн томилолт,4,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Гадаад томилолт,24,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Тайлбаргүй тасалсан,0,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Биеэр оролцсон,92,тоо
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Биеэр оролцсон хувь,73.0,хувь
2025-05-16,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74804/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.7,хувь
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Хэлэлцэх асуудал,3,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Хуралдаан эхэлсэн хоцролт,25,минут
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Албан ёсоор цагтаа ирсэн,68,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Албан ёсоор хоцорсон,24,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Чөлөөтэй,6,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Эмнэлгийн чөлөө,3,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Орон нутгийн томилолт,2,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Гадаад томилолт,9,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Тайлбаргүй тасалсан,14,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Биеэр оролцсон,92,тоо
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Биеэр оролцсон хувь,73.0,хувь
2025-05-22,Хаврын ээлжит чуулган,10:00,10:25,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74848/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,73.9,хувь
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Хэлэлцэх асуудал,2,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Албан ёсоор цагтаа ирсэн,65,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Албан ёсоор хоцорсон,32,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Чөлөөтэй,5,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Эмнэлгийн чөлөө,3,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Орон нутгийн томилолт,5,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Гадаад томилолт,6,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Тайлбаргүй тасалсан,10,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Биеэр оролцсон,97,тоо
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Биеэр оролцсон хувь,77.0,хувь
2025-05-23,Хаврын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/74860/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,67.0,хувь
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Хэлэлцэх асуудал,1,тоо
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Хуралдаан эхэлсэн хоцролт,20,минут
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Албан ёсоор цагтаа ирсэн,100,тоо
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Албан ёсоор хоцорсон,13,тоо
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Чөлөөтэй,3,тоо
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Эмнэлгийн чөлөө,2,тоо
2025-05-26,Хаврын ээлжит чуулган,11:00,11:20,Бүрэн,Эцсийн,https://www.parliament.mn/nn/74871/,,Орон нутгийн томилолт,0,тоо
