огноо,чуулган,товлосон_цаг,эхэлсэн_цаг,цагийн_мэдээллийн_төлөв,өгөгдлийн_төлөв,эх_сурвалжийн_нийтлэл,эх_файлын_холбоос,үзүүлэлт,утга,нэгж
2025-09-18,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75694/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,72.3,хувь
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Хэлэлцэх асуудал,2,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Албан ёсоор цагтаа ирсэн,66,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Албан ёсоор хоцорсон,41,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Чөлөөтэй,3,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Эмнэлгийн чөлөө,4,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Орон нутгийн томилолт,5,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Гадаад томилолт,6,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Тайлбаргүй тасалсан,1,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Биеэр оролцсон,107,тоо
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Биеэр оролцсон хувь,84.9,хувь
2025-09-19,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75698/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,61.7,хувь
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Хэлэлцэх асуудал,2,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Хуралдаан эхэлсэн хоцролт,2,минут
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Албан ёсоор цагтаа ирсэн,71,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Албан ёсоор хоцорсон,32,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Чөлөөтэй,3,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Эмнэлгийн чөлөө,3,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Орон нутгийн томилолт,2,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Гадаад томилолт,11,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Тайлбаргүй тасалсан,4,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Биеэр оролцсон,103,тоо
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Биеэр оролцсон хувь,81.7,хувь
2025-09-23,Намрын ээлжит чуулган,14:00,14:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75711/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,68.9,хувь
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Хэлэлцэх асуудал,2,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Хуралдаан эхэлсэн хоцролт,2,минут
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Албан ёсоор цагтаа ирсэн,70,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Албан ёсоор хоцорсон,38,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Чөлөөтэй,2,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Эмнэлгийн чөлөө,3,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Орон нутгийн томилолт,3,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Гадаад томилолт,6,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Тайлбаргүй тасалсан,4,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Биеэр оролцсон,108,тоо
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Биеэр оролцсон хувь,85.7,хувь
2025-09-24,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75722/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,64.8,хувь
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Хэлэлцэх асуудал,1,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Хуралдаан эхэлсэн хоцролт,2,минут
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Албан ёсоор цагтаа ирсэн,79,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Албан ёсоор хоцорсон,24,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Чөлөөтэй,3,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Эмнэлгийн чөлөө,4,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Орон нутгийн томилолт,7,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Гадаад томилолт,6,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Тайлбаргүй тасалсан,3,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Биеэр оролцсон,103,тоо
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Биеэр оролцсон хувь,81.7,хувь
2025-09-26,Намрын ээлжит чуулган,10:00,10:02,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75743/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,76.7,хувь
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Хэлэлцэх асуудал,2,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Албан ёсоор цагтаа ирсэн,74,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Албан ёсоор хоцорсон,24,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Чөлөөтэй,3,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Эмнэлгийн чөлөө,3,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Орон нутгийн томилолт,8,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Гадаад томилолт,5,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Тайлбаргүй тасалсан,9,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Биеэр оролцсон,98,тоо
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Биеэр оролцсон хувь,77.8,хувь
2025-10-02,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/75791/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,75.5,хувь
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Хэлэлцэх асуудал,4,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Хуралдаан эхэлсэн хоцролт,3,минут
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Албан ёсоор цагтаа ирсэн,80,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Албан ёсоор хоцорсон,28,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Чөлөөтэй,2,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Эмнэлгийн чөлөө,5,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Орон нутгийн томилолт,1,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Гадаад томилолт,0,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Тайлбаргүй тасалсан,10,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Биеэр оролцсон,108,тоо
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Биеэр оролцсон хувь,85.7,хувь
2025-10-09,Намрын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75823/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,74.1,хувь
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Хэлэлцэх асуудал,3,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Албан ёсоор цагтаа ирсэн,21,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Албан ёсоор хоцорсон,94,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Чөлөөтэй,0,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Эмнэлгийн чөлөө,1,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Орон нутгийн томилолт,0,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Гадаад томилолт,3,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Тайлбаргүй тасалсан,7,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Биеэр оролцсон,115,тоо
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Биеэр оролцсон хувь,91.3,хувь
2025-10-16,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/75895/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,18.3,хувь
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Хэлэлцэх асуудал,3,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Хуралдаан эхэлсэн хоцролт,32,минут
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Албан ёсоор цагтаа ирсэн,91,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Албан ёсоор хоцорсон,11,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Чөлөөтэй,1,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Эмнэлгийн чөлөө,9,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Орон нутгийн томилолт,0,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Гадаад томилолт,4,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Тайлбаргүй тасалсан,10,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Биеэр оролцсон,102,тоо
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Биеэр оролцсон хувь,81.0,хувь
2025-10-24,Намрын ээлжит чуулган,10:00,10:32,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75965/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,89.2,хувь
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Хэлэлцэх асуудал,3,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Хуралдаан эхэлсэн хоцролт,4,минут
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Албан ёсоор цагтаа ирсэн,69,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Албан ёсоор хоцорсон,12,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Чөлөөтэй,6,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Эмнэлгийн чөлөө,7,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Орон нутгийн томилолт,2,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Гадаад томилолт,3,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Тайлбаргүй тасалсан,27,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Биеэр оролцсон,81,тоо
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Биеэр оролцсон хувь,64.3,хувь
2025-10-30,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/75995/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,85.2,хувь
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Хэлэлцэх асуудал,1,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Хуралдаан эхэлсэн хоцролт,,минут
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Албан ёсоор цагтаа ирсэн,67,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Албан ёсоор хоцорсон,34,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Чөлөөтэй,7,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Эмнэлгийн чөлөө,9,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Орон нутгийн томилолт,1,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Гадаад томилолт,1,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Тайлбаргүй тасалсан,7,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Биеэр оролцсон,101,тоо
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Биеэр оролцсон хувь,80.2,хувь
2025-10-31,Намрын ээлжит чуулган,,14:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/76000/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,66.3,хувь
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Хэлэлцэх асуудал,4,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Хуралдаан эхэлсэн хоцролт,3,минут
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Албан ёсоор цагтаа ирсэн,77,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Албан ёсоор хоцорсон,24,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Чөлөөтэй,6,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Эмнэлгийн чөлөө,3,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Орон нутгийн томилолт,0,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Гадаад томилолт,8,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Тайлбаргүй тасалсан,8,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Биеэр оролцсон,101,тоо
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Биеэр оролцсон хувь,80.2,хувь
2025-11-05,Намрын ээлжит чуулган,14:00,14:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76027/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,76.2,хувь
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Хэлэлцэх асуудал,2,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Хуралдаан эхэлсэн хоцролт,4,минут
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Албан ёсоор цагтаа ирсэн,72,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Албан ёсоор хоцорсон,33,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Чөлөөтэй,7,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Эмнэлгийн чөлөө,4,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Орон нутгийн томилолт,0,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Гадаад томилолт,8,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Тайлбаргүй тасалсан,2,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Биеэр оролцсон,105,тоо
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Биеэр оролцсон хувь,83.3,хувь
2025-11-06,Намрын ээлжит чуулган,10:00,10:04,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76033/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,68.6,хувь
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Хэлэлцэх асуудал,2,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Хуралдаан эхэлсэн хоцролт,33,минут
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Албан ёсоор цагтаа ирсэн,66,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Албан ёсоор хоцорсон,34,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Чөлөөтэй,5,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Эмнэлгийн чөлөө,10,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Орон нутгийн томилолт,1,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Гадаад томилолт,7,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Тайлбаргүй тасалсан,3,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Биеэр оролцсон,100,тоо
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Биеэр оролцсон хувь,79.4,хувь
2025-11-07,Намрын ээлжит чуулган,10:00,10:33,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76037/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,66.0,хувь
2025-11-10,Намрын ээлжит чуулган,16:00,16:19,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76054/,,Хэлэлцэх асуудал,2,тоо
2025-11-10,Намрын ээлжит чуулган,16:00,16:19,Бүрэн,Эцсийн,https://www.parliament.mn/nn/76054/,,Хуралдаан эхэлсэн хоцролт,19,минут
