region,month,deaths
Arkhangai,2019-10,48
Bayan-Ulgii,2019-10,48
Bayankhongor,2019-10,46
Bulgan,2019-10,24
Darkhan-Uul,2019-10,48
Dornod,2019-10,33
Dornogovi,2019-10,38
Dundgovi,2019-10,12
Govi-Altai,2019-10,21
Govisumber,2019-10,13
Khentii,2019-10,33
Khovd,2019-10,27
Khuvsgul,2019-10,83
Orkhon,2019-10,41
Selenge,2019-10,57
Sukhbaatar,2019-10,29
Tuv,2019-10,45
Ulaanbaatar,2019-10,758
Umnugovi,2019-10,29
Uvs,2019-10,33
Uvurkhangai,2019-10,46
Zavkhan,2019-10,30
Arkhangai,2019-11,43
Bayan-Ulgii,2019-11,37
Bayankhongor,2019-11,29
Bulgan,2019-11,26
Darkhan-Uul,2019-11,41
Dornod,2019-11,35
Dornogovi,2019-11,39
Dundgovi,2019-11,25
Govi-Altai,2019-11,20
Govisumber,2019-11,5
Khentii,2019-11,25
Khovd,2019-11,33
Khuvsgul,2019-11,41
Orkhon,2019-11,33
Selenge,2019-11,25
Sukhbaatar,2019-11,25
Tuv,2019-11,36
Ulaanbaatar,2019-11,643
Umnugovi,2019-11,24
Uvs,2019-11,22
Uvurkhangai,2019-11,33
Zavkhan,2019-11,26
Arkhangai,2019-12,37
Bayan-Ulgii,2019-12,48
Bayankhongor,2019-12,36
Bulgan,2019-12,31
Darkhan-Uul,2019-12,45
Dornod,2019-12,45
Dornogovi,2019-12,32
Dundgovi,2019-12,22
Govi-Altai,2019-12,30
Govisumber,2019-12,2
Khentii,2019-12,34
Khovd,2019-12,41
Khuvsgul,2019-12,75
Orkhon,2019-12,58
Selenge,2019-12,33
Sukhbaatar,2019-12,27
Tuv,2019-12,30
Ulaanbaatar,2019-12,895
Umnugovi,2019-12,32
Uvs,2019-12,40
Uvurkhangai,2019-12,50
Zavkhan,2019-12,31
Arkhangai,2020-01,47
Bayan-Ulgii,2020-01,46
Bayankhongor,2020-01,34
Bulgan,2020-01,25
Darkhan-Uul,2020-01,30
Dornod,2020-01,31
Dornogovi,2020-01,35
Dundgovi,2020-01,16
Govi-Altai,2020-01,19
Govisumber,2020-01,5
Khentii,2020-01,30
Khovd,2020-01,33
Khuvsgul,2020-01,62
Orkhon,2020-01,50
Selenge,2020-01,45
Sukhbaatar,2020-01,32
Tuv,2020-01,20
Ulaanbaatar,2020-01,684
Umnugovi,2020-01,25
Uvs,2020-01,33
Uvurkhangai,2020-01,36
Zavkhan,2020-01,28
Arkhangai,2020-02,35
Bayan-Ulgii,2020-02,40
Bayankhongor,2020-02,39
Bulgan,2020-02,21
Darkhan-Uul,2020-02,39
Dornod,2020-02,30
Dornogovi,2020-02,32
Dundgovi,2020-02,19
Govi-Altai,2020-02,29
Govisumber,2020-02,5
Khentii,2020-02,14
Khovd,2020-02,28
Khuvsgul,2020-02,65
Orkhon,2020-02,35
Selenge,2020-02,43
Sukhbaatar,2020-02,38
Tuv,2020-02,27
Ulaanbaatar,2020-02,613
Umnugovi,2020-02,34
Uvs,2020-02,40
Uvurkhangai,2020-02,45
Zavkhan,2020-02,27
Arkhangai,2020-03,34
Bayan-Ulgii,2020-03,30
Bayankhongor,2020-03,27
Bulgan,2020-03,26
Darkhan-Uul,2020-03,45
Dornod,2020-03,30
Dornogovi,2020-03,22
Dundgovi,2020-03,21
Govi-Altai,2020-03,26
Govisumber,2020-03,7
Khentii,2020-03,28
Khovd,2020-03,26
Khuvsgul,2020-03,53
Orkhon,2020-03,39
Selenge,2020-03,38
Sukhbaatar,2020-03,33
Tuv,2020-03,45
Ulaanbaatar,2020-03,652
Umnugovi,2020-03,18
Uvs,2020-03,27
Uvurkhangai,2020-03,38
Zavkhan,2020-03,27
Arkhangai,2020-04,35
Bayan-Ulgii,2020-04,53
Bayankhongor,2020-04,34
Bulgan,2020-04,21
Darkhan-Uul,2020-04,36
Dornod,2020-04,32
Dornogovi,2020-04,25
Dundgovi,2020-04,21
Govi-Altai,2020-04,18
Govisumber,2020-04,6
Khentii,2020-04,36
Khovd,2020-04,36
Khuvsgul,2020-04,67
Orkhon,2020-04,42
Selenge,2020-04,43
Sukhbaatar,2020-04,24
Tuv,2020-04,33
Ulaanbaatar,2020-04,639
Umnugovi,2020-04,18
Uvs,2020-04,37
Uvurkhangai,2020-04,27
Zavkhan,2020-04,27
Arkhangai,2020-05,42
Bayan-Ulgii,2020-05,44
Bayankhongor,2020-05,24
Bulgan,2020-05,30
Darkhan-Uul,2020-05,30
Dornod,2020-05,31
Dornogovi,2020-05,23
Dundgovi,2020-05,18
Govi-Altai,2020-05,18
Govisumber,2020-05,7
Khentii,2020-05,19
Khovd,2020-05,25
Khuvsgul,2020-05,46
Orkhon,2020-05,41
Selenge,2020-05,46
Sukhbaatar,2020-05,31
Tuv,2020-05,32
Ulaanbaatar,2020-05,645
Umnugovi,2020-05,25
Uvs,2020-05,35
Uvurkhangai,2020-05,46
Zavkhan,2020-05,30
Arkhangai,2020-06,38
Bayan-Ulgii,2020-06,42
Bayankhongor,2020-06,31
Bulgan,2020-06,13
Darkhan-Uul,2020-06,33
Dornod,2020-06,42
Dornogovi,2020-06,28
Dundgovi,2020-06,22
Govi-Altai,2020-06,29
Govisumber,2020-06,6
Khentii,2020-06,28
Khovd,2020-06,29
Khuvsgul,2020-06,80
Orkhon,2020-06,49
Selenge,2020-06,37
Sukhbaatar,2020-06,31
Tuv,2020-06,34
Ulaanbaatar,2020-06,608
Umnugovi,2020-06,21
Uvs,2020-06,44
Uvurkhangai,2020-06,38
Zavkhan,2020-06,23
Arkhangai,2020-07,48
Bayan-Ulgii,2020-07,40
Bayankhongor,2020-07,36
Bulgan,2020-07,26
Darkhan-Uul,2020-07,37
Dornod,2020-07,38
Dornogovi,2020-07,29
Dundgovi,2020-07,19
Govi-Altai,2020-07,33
Govisumber,2020-07,9
Khentii,2020-07,40
Khovd,2020-07,25
Khuvsgul,2020-07,84
Orkhon,2020-07,31
Selenge,2020-07,44
Sukhbaatar,2020-07,29
Tuv,2020-07,49
Ulaanbaatar,2020-07,608
Umnugovi,2020-07,41
Uvs,2020-07,35
Uvurkhangai,2020-07,57
Zavkhan,2020-07,44
Arkhangai,2020-08,32
Bayan-Ulgii,2020-08,46
Bayankhongor,2020-08,46
Bulgan,2020-08,31
Darkhan-Uul,2020-08,36
Dornod,2020-08,34
Dornogovi,2020-08,29
Dundgovi,2020-08,22
Govi-Altai,2020-08,26
Govisumber,2020-08,6
Khentii,2020-08,32
Khovd,2020-08,34
Khuvsgul,2020-08,65
Orkhon,2020-08,38
Selenge,2020-08,33
Sukhbaatar,2020-08,35
Tuv,2020-08,30
Ulaanbaatar,2020-08,624
Umnugovi,2020-08,29
Uvs,2020-08,30
Uvurkhangai,2020-08,41
Zavkhan,2020-08,32
Arkhangai,2020-09,48
Bayan-Ulgii,2020-09,23
Bayankhongor,2020-09,34
Bulgan,2020-09,24
Darkhan-Uul,2020-09,35
Dornod,2020-09,29
Dornogovi,2020-09,33
Dundgovi,2020-09,24
Govi-Altai,2020-09,22
Govisumber,2020-09,3
Khentii,2020-09,20
Khovd,2020-09,30
Khuvsgul,2020-09,68
Orkhon,2020-09,46
Selenge,2020-09,36
Sukhbaatar,2020-09,28
Tuv,2020-09,31
Ulaanbaatar,2020-09,729
Umnugovi,2020-09,25
Uvs,2020-09,44
Uvurkhangai,2020-09,45
Zavkhan,2020-09,28
Arkhangai,2020-10,48
Bayan-Ulgii,2020-10,26
Bayankhongor,2020-10,35
Bulgan,2020-10,28
Darkhan-Uul,2020-10,35
Dornod,2020-10,37
Dornogovi,2020-10,27
Dundgovi,2020-10,20
Govi-Altai,2020-10,14
Govisumber,2020-10,11
Khentii,2020-10,32
Khovd,2020-10,42
Khuvsgul,2020-10,68
Orkhon,2020-10,37
Selenge,2020-10,47
Sukhbaatar,2020-10,25
Tuv,2020-10,42
Ulaanbaatar,2020-10,726
Umnugovi,2020-10,20
Uvs,2020-10,37
Uvurkhangai,2020-10,37
Zavkhan,2020-10,33
Arkhangai,2020-11,39
Bayan-Ulgii,2020-11,38
Bayankhongor,2020-11,29
Bulgan,2020-11,20
Darkhan-Uul,2020-11,31
Dornod,2020-11,36
Dornogovi,2020-11,28
Dundgovi,2020-11,18
Govi-Altai,2020-11,23
Govisumber,2020-11,9
Khentii,2020-11,13
Khovd,2020-11,31
Khuvsgul,2020-11,55
Orkhon,2020-11,38
Selenge,2020-11,35
Sukhbaatar,2020-11,37
Tuv,2020-11,22
Ulaanbaatar,2020-11,671
Umnugovi,2020-11,20
Uvs,2020-11,22
Uvurkhangai,2020-11,37
Zavkhan,2020-11,26
Arkhangai,2020-12,34
Bayan-Ulgii,2020-12,39
Bayankhongor,2020-12,30
Bulgan,2020-12,26
Darkhan-Uul,2020-12,37
Dornod,2020-12,34
Dornogovi,2020-12,22
Dundgovi,2020-12,13
Govi-Altai,2020-12,25
Govisumber,2020-12,2
Khentii,2020-12,27
Khovd,2020-12,34
Khuvsgul,2020-12,62
Orkhon,2020-12,44
Selenge,2020-12,44
Sukhbaatar,2020-12,22
Tuv,2020-12,26
Ulaanbaatar,2020-12,596
Umnugovi,2020-12,14
Uvs,2020-12,28
Uvurkhangai,2020-12,36
Zavkhan,2020-12,24
Arkhangai,2021-01,30
Bayan-Ulgii,2021-01,31
Bayankhongor,2021-01,25
Bulgan,2021-01,27
Darkhan-Uul,2021-01,37
Dornod,2021-01,39
Dornogovi,2021-01,26
Dundgovi,2021-01,14
Govi-Altai,2021-01,21
Govisumber,2021-01,10
Khentii,2021-01,35
Khovd,2021-01,29
Khuvsgul,2021-01,51
Orkhon,2021-01,33
Selenge,2021-01,40
Sukhbaatar,2021-01,24
Tuv,2021-01,23
Ulaanbaatar,2021-01,540
Umnugovi,2021-01,22
Uvs,2021-01,18
Uvurkhangai,2021-01,38
Zavkhan,2021-01,38
Arkhangai,2021-02,31
Bayan-Ulgii,2021-02,28
Bayankhongor,2021-02,34
Bulgan,2021-02,30
Darkhan-Uul,2021-02,42
Dornod,2021-02,36
Dornogovi,2021-02,37
Dundgovi,2021-02,17
Govi-Altai,2021-02,28
Govisumber,2021-02,4
Khentii,2021-02,28
Khovd,2021-02,30
Khuvsgul,2021-02,52
Orkhon,2021-02,42
Selenge,2021-02,33
Sukhbaatar,2021-02,24
Tuv,2021-02,33
Ulaanbaatar,2021-02,588
Umnugovi,2021-02,11
Uvs,2021-02,40
Uvurkhangai,2021-02,45
Zavkhan,2021-02,24
Arkhangai,2021-03,45
Bayan-Ulgii,2021-03,34
Bayankhongor,2021-03,26
Bulgan,2021-03,19
Darkhan-Uul,2021-03,41
Dornod,2021-03,30
Dornogovi,2021-03,32
Dundgovi,2021-03,28
Govi-Altai,2021-03,22
Govisumber,2021-03,7
Khentii,2021-03,35
Khovd,2021-03,34
Khuvsgul,2021-03,57
Orkhon,2021-03,43
Selenge,2021-03,37
Sukhbaatar,2021-03,38
Tuv,2021-03,33
Ulaanbaatar,2021-03,700
Umnugovi,2021-03,20
Uvs,2021-03,27
Uvurkhangai,2021-03,45
Zavkhan,2021-03,28
Arkhangai,2021-04,30
Bayan-Ulgii,2021-04,28
Bayankhongor,2021-04,40
Bulgan,2021-04,22
Darkhan-Uul,2021-04,35
Dornod,2021-04,23
Dornogovi,2021-04,20
Dundgovi,2021-04,22
Govi-Altai,2021-04,21
Govisumber,2021-04,6
Khentii,2021-04,28
Khovd,2021-04,32
Khuvsgul,2021-04,64
Orkhon,2021-04,39
Selenge,2021-04,57
Sukhbaatar,2021-04,23
Tuv,2021-04,43
Ulaanbaatar,2021-04,826
Umnugovi,2021-04,22
Uvs,2021-04,27
Uvurkhangai,2021-04,38
Zavkhan,2021-04,38
Arkhangai,2021-05,25
Bayan-Ulgii,2021-05,39
Bayankhongor,2021-05,36
Bulgan,2021-05,25
Darkhan-Uul,2021-05,34
Dornod,2021-05,31
Dornogovi,2021-05,27
Dundgovi,2021-05,9
Govi-Altai,2021-05,31
Govisumber,2021-05,3
Khentii,2021-05,30
Khovd,2021-05,29
Khuvsgul,2021-05,66
Orkhon,2021-05,29
Selenge,2021-05,44
Sukhbaatar,2021-05,23
Tuv,2021-05,35
Ulaanbaatar,2021-05,735
Umnugovi,2021-05,34
Uvs,2021-05,46
Uvurkhangai,2021-05,40
Zavkhan,2021-05,32
Arkhangai,2021-06,38
Bayan-Ulgii,2021-06,44
Bayankhongor,2021-06,44
Bulgan,2021-06,29
Darkhan-Uul,2021-06,30
Dornod,2021-06,29
Dornogovi,2021-06,27
Dundgovi,2021-06,18
Govi-Altai,2021-06,18
Govisumber,2021-06,6
Khentii,2021-06,26
Khovd,2021-06,19
Khuvsgul,2021-06,63
Orkhon,2021-06,50
Selenge,2021-06,41
Sukhbaatar,2021-06,35
Tuv,2021-06,36
Ulaanbaatar,2021-06,1008
Umnugovi,2021-06,32
Uvs,2021-06,36
Uvurkhangai,2021-06,51
Zavkhan,2021-06,35
Arkhangai,2021-07,37
Bayan-Ulgii,2021-07,38
Bayankhongor,2021-07,48
Bulgan,2021-07,21
Darkhan-Uul,2021-07,42
Dornod,2021-07,42
Dornogovi,2021-07,28
Dundgovi,2021-07,32
Govi-Altai,2021-07,39
Govisumber,2021-07,12
Khentii,2021-07,32
Khovd,2021-07,41
Khuvsgul,2021-07,53
Orkhon,2021-07,61
Selenge,2021-07,43
Sukhbaatar,2021-07,32
Tuv,2021-07,69
Ulaanbaatar,2021-07,989
Umnugovi,2021-07,26
Uvs,2021-07,39
Uvurkhangai,2021-07,60
Zavkhan,2021-07,35
Arkhangai,2021-08,72
Bayan-Ulgii,2021-08,51
Bayankhongor,2021-08,52
Bulgan,2021-08,32
Darkhan-Uul,2021-08,38
Dornod,2021-08,33
Dornogovi,2021-08,25
Dundgovi,2021-08,30
Govi-Altai,2021-08,19
Govisumber,2021-08,5
Khentii,2021-08,26
Khovd,2021-08,41
Khuvsgul,2021-08,70
Orkhon,2021-08,69
Selenge,2021-08,52
Sukhbaatar,2021-08,31
Tuv,2021-08,45
Ulaanbaatar,2021-08,811
Umnugovi,2021-08,29
Uvs,2021-08,41
Uvurkhangai,2021-08,61
Zavkhan,2021-08,45
Arkhangai,2021-09,70
Bayan-Ulgii,2021-09,61
Bayankhongor,2021-09,65
Bulgan,2021-09,31
Darkhan-Uul,2021-09,49
Dornod,2021-09,90
Dornogovi,2021-09,26
Dundgovi,2021-09,20
Govi-Altai,2021-09,37
Govisumber,2021-09,11
Khentii,2021-09,34
Khovd,2021-09,55
Khuvsgul,2021-09,86
Orkhon,2021-09,70
Selenge,2021-09,58
Sukhbaatar,2021-09,41
Tuv,2021-09,52
Ulaanbaatar,2021-09,973
Umnugovi,2021-09,35
Uvs,2021-09,52
Uvurkhangai,2021-09,73
Zavkhan,2021-09,37
Arkhangai,2021-10,52
Bayan-Ulgii,2021-10,42
Bayankhongor,2021-10,57
Bulgan,2021-10,40
Darkhan-Uul,2021-10,65
Dornod,2021-10,78
Dornogovi,2021-10,77
Dundgovi,2021-10,36
Govi-Altai,2021-10,30
Govisumber,2021-10,7
Khentii,2021-10,51
Khovd,2021-10,44
Khuvsgul,2021-10,95
Orkhon,2021-10,81
Selenge,2021-10,63
Sukhbaatar,2021-10,35
Tuv,2021-10,53
Ulaanbaatar,2021-10,1194
Umnugovi,2021-10,34
Uvs,2021-10,55
Uvurkhangai,2021-10,69
Zavkhan,2021-10,44
Arkhangai,2021-11,43
Bayan-Ulgii,2021-11,54
Bayankhongor,2021-11,40
Bulgan,2021-11,39
Darkhan-Uul,2021-11,75
Dornod,2021-11,42
Dornogovi,2021-11,49
Dundgovi,2021-11,27
Govi-Altai,2021-11,23
Govisumber,2021-11,15
Khentii,2021-11,39
Khovd,2021-11,33
Khuvsgul,2021-11,82
Orkhon,2021-11,50
Selenge,2021-11,67
Sukhbaatar,2021-11,33
Tuv,2021-11,51
Ulaanbaatar,2021-11,1007
Umnugovi,2021-11,44
Uvs,2021-11,39
Uvurkhangai,2021-11,59
Zavkhan,2021-11,39
Arkhangai,2021-12,40
Bayan-Ulgii,2021-12,51
Bayankhongor,2021-12,39
Bulgan,2021-12,22
Darkhan-Uul,2021-12,49
Dornod,2021-12,26
Dornogovi,2021-12,25
Dundgovi,2021-12,17
Govi-Altai,2021-12,30
Govisumber,2021-12,11
Khentii,2021-12,32
Khovd,2021-12,29
Khuvsgul,2021-12,60
Orkhon,2021-12,57
Selenge,2021-12,66
Sukhbaatar,2021-12,41
Tuv,2021-12,49
Ulaanbaatar,2021-12,962
Umnugovi,2021-12,40
Uvs,2021-12,60
Uvurkhangai,2021-12,52
Zavkhan,2021-12,27
Arkhangai,2022-01,38
Bayan-Ulgii,2022-01,41
Bayankhongor,2022-01,38
Bulgan,2022-01,20
Darkhan-Uul,2022-01,46
Dornod,2022-01,33
Dornogovi,2022-01,31
Dundgovi,2022-01,22
Govi-Altai,2022-01,30
Govisumber,2022-01,6
Khentii,2022-01,28
Khovd,2022-01,27
Khuvsgul,2022-01,56
Orkhon,2022-01,44
Selenge,2022-01,42
Sukhbaatar,2022-01,30
Tuv,2022-01,44
Ulaanbaatar,2022-01,634
Umnugovi,2022-01,36
Uvs,2022-01,27
Uvurkhangai,2022-01,38
Zavkhan,2022-01,34
Arkhangai,2022-02,47
Bayan-Ulgii,2022-02,41
Bayankhongor,2022-02,31
Bulgan,2022-02,21
Darkhan-Uul,2022-02,44
Dornod,2022-02,36
Dornogovi,2022-02,46
Dundgovi,2022-02,18
Govi-Altai,2022-02,20
Govisumber,2022-02,11
Khentii,2022-02,37
Khovd,2022-02,23
Khuvsgul,2022-02,61
Orkhon,2022-02,42
Selenge,2022-02,45
Sukhbaatar,2022-02,28
Tuv,2022-02,53
Ulaanbaatar,2022-02,733
Umnugovi,2022-02,23
Uvs,2022-02,32
Uvurkhangai,2022-02,64
Zavkhan,2022-02,31
Arkhangai,2022-03,42
Bayan-Ulgii,2022-03,38
Bayankhongor,2022-03,44
Bulgan,2022-03,25
Darkhan-Uul,2022-03,55
Dornod,2022-03,22
Dornogovi,2022-03,29
Dundgovi,2022-03,21
Govi-Altai,2022-03,27
Govisumber,2022-03,10
Khentii,2022-03,34
Khovd,2022-03,34
Khuvsgul,2022-03,69
Orkhon,2022-03,58
Selenge,2022-03,37
Sukhbaatar,2022-03,18
Tuv,2022-03,42
Ulaanbaatar,2022-03,763
Umnugovi,2022-03,18
Uvs,2022-03,39
Uvurkhangai,2022-03,49
Zavkhan,2022-03,22
Arkhangai,2022-04,36
Bayan-Ulgii,2022-04,44
Bayankhongor,2022-04,44
Bulgan,2022-04,27
Darkhan-Uul,2022-04,36
Dornod,2022-04,23
Dornogovi,2022-04,35
Dundgovi,2022-04,19
Govi-Altai,2022-04,31
Govisumber,2022-04,4
Khentii,2022-04,23
Khovd,2022-04,38
Khuvsgul,2022-04,74
Orkhon,2022-04,42
Selenge,2022-04,46
Sukhbaatar,2022-04,36
Tuv,2022-04,39
Ulaanbaatar,2022-04,821
Umnugovi,2022-04,23
Uvs,2022-04,29
Uvurkhangai,2022-04,58
Zavkhan,2022-04,30
Arkhangai,2022-05,49
Bayan-Ulgii,2022-05,50
Bayankhongor,2022-05,41
Bulgan,2022-05,25
Darkhan-Uul,2022-05,33
Dornod,2022-05,22
Dornogovi,2022-05,36
Dundgovi,2022-05,14
Govi-Altai,2022-05,31
Govisumber,2022-05,5
Khentii,2022-05,31
Khovd,2022-05,34
Khuvsgul,2022-05,60
Orkhon,2022-05,51
Selenge,2022-05,48
Sukhbaatar,2022-05,23
Tuv,2022-05,45
Ulaanbaatar,2022-05,768
Umnugovi,2022-05,28
Uvs,2022-05,34
Uvurkhangai,2022-05,49
Zavkhan,2022-05,29
Arkhangai,2022-06,28
Bayan-Ulgii,2022-06,36
Bayankhongor,2022-06,37
Bulgan,2022-06,35
Darkhan-Uul,2022-06,41
Dornod,2022-06,32
Dornogovi,2022-06,30
Dundgovi,2022-06,24
Govi-Altai,2022-06,26
Govisumber,2022-06,6
Khentii,2022-06,32
Khovd,2022-06,26
Khuvsgul,2022-06,62
Orkhon,2022-06,45
Selenge,2022-06,43
Sukhbaatar,2022-06,17
Tuv,2022-06,57
Ulaanbaatar,2022-06,708
Umnugovi,2022-06,26
Uvs,2022-06,34
Uvurkhangai,2022-06,51
Zavkhan,2022-06,28
Arkhangai,2022-07,50
Bayan-Ulgii,2022-07,42
Bayankhongor,2022-07,36
Bulgan,2022-07,34
Darkhan-Uul,2022-07,48
Dornod,2022-07,36
Dornogovi,2022-07,30
Dundgovi,2022-07,15
Govi-Altai,2022-07,19
Govisumber,2022-07,10
Khentii,2022-07,27
Khovd,2022-07,38
Khuvsgul,2022-07,74
Orkhon,2022-07,41
Selenge,2022-07,51
Sukhbaatar,2022-07,29
Tuv,2022-07,42
Ulaanbaatar,2022-07,661
Umnugovi,2022-07,26
Uvs,2022-07,39
Uvurkhangai,2022-07,62
Zavkhan,2022-07,28
Arkhangai,2022-08,47
Bayan-Ulgii,2022-08,44
Bayankhongor,2022-08,43
Bulgan,2022-08,28
Darkhan-Uul,2022-08,49
Dornod,2022-08,45
Dornogovi,2022-08,30
Dundgovi,2022-08,26
Govi-Altai,2022-08,28
Govisumber,2022-08,5
Khentii,2022-08,31
Khovd,2022-08,50
Khuvsgul,2022-08,69
Orkhon,2022-08,47
Selenge,2022-08,34
Sukhbaatar,2022-08,29
Tuv,2022-08,36
Ulaanbaatar,2022-08,834
Umnugovi,2022-08,32
Uvs,2022-08,24
Uvurkhangai,2022-08,41
Zavkhan,2022-08,37
Arkhangai,2022-09,34
Bayan-Ulgii,2022-09,38
Bayankhongor,2022-09,39
Bulgan,2022-09,25
Darkhan-Uul,2022-09,39
Dornod,2022-09,30
Dornogovi,2022-09,26
Dundgovi,2022-09,27
Govi-Altai,2022-09,14
Govisumber,2022-09,10
Khentii,2022-09,22
Khovd,2022-09,36
Khuvsgul,2022-09,55
Orkhon,2022-09,55
Selenge,2022-09,47
Sukhbaatar,2022-09,26
Tuv,2022-09,40
Ulaanbaatar,2022-09,799
Umnugovi,2022-09,30
Uvs,2022-09,31
Uvurkhangai,2022-09,37
Zavkhan,2022-09,30
Arkhangai,2022-10,28
Bayan-Ulgii,2022-10,38
Bayankhongor,2022-10,34
Bulgan,2022-10,40
Darkhan-Uul,2022-10,37
Dornod,2022-10,42
Dornogovi,2022-10,32
Dundgovi,2022-10,19
Govi-Altai,2022-10,31
Govisumber,2022-10,8
Khentii,2022-10,28
Khovd,2022-10,34
Khuvsgul,2022-10,71
Orkhon,2022-10,42
Selenge,2022-10,42
Sukhbaatar,2022-10,14
Tuv,2022-10,43
Ulaanbaatar,2022-10,772
Umnugovi,2022-10,23
Uvs,2022-10,39
Uvurkhangai,2022-10,46
Zavkhan,2022-10,22
Arkhangai,2022-11,48
Bayan-Ulgii,2022-11,35
Bayankhongor,2022-11,28
Bulgan,2022-11,27
Darkhan-Uul,2022-11,46
Dornod,2022-11,36
Dornogovi,2022-11,30
Dundgovi,2022-11,11
Govi-Altai,2022-11,17
Govisumber,2022-11,4
Khentii,2022-11,28
Khovd,2022-11,32
Khuvsgul,2022-11,61
Orkhon,2022-11,27
Selenge,2022-11,34
Sukhbaatar,2022-11,19
Tuv,2022-11,46
Ulaanbaatar,2022-11,788
Umnugovi,2022-11,33
Uvs,2022-11,43
Uvurkhangai,2022-11,46
Zavkhan,2022-11,33
Arkhangai,2022-12,41
Bayan-Ulgii,2022-12,54
Bayankhongor,2022-12,31
Bulgan,2022-12,31
Darkhan-Uul,2022-12,43
Dornod,2022-12,42
Dornogovi,2022-12,32
Dundgovi,2022-12,21
Govi-Altai,2022-12,21
Govisumber,2022-12,5
Khentii,2022-12,30
Khovd,2022-12,27
Khuvsgul,2022-12,53
Orkhon,2022-12,47
Selenge,2022-12,56
Sukhbaatar,2022-12,25
Tuv,2022-12,32
Ulaanbaatar,2022-12,949
Umnugovi,2022-12,29
Uvs,2022-12,31
Uvurkhangai,2022-12,44
Zavkhan,2022-12,27
Arkhangai,2023-01,41
Bayan-Ulgii,2023-01,37
Bayankhongor,2023-01,37
Bulgan,2023-01,36
Darkhan-Uul,2023-01,44
Dornod,2023-01,30
Dornogovi,2023-01,30
Dundgovi,2023-01,12
Govi-Altai,2023-01,24
Govisumber,2023-01,5
Khentii,2023-01,37
Khovd,2023-01,30
Khuvsgul,2023-01,53
Orkhon,2023-01,45
Selenge,2023-01,42
Sukhbaatar,2023-01,25
Tuv,2023-01,32
Ulaanbaatar,2023-01,736
Umnugovi,2023-01,21
Uvs,2023-01,31
Uvurkhangai,2023-01,53
Zavkhan,2023-01,29
Arkhangai,2023-02,53
Bayan-Ulgii,2023-02,52
Bayankhongor,2023-02,40
Bulgan,2023-02,27
Darkhan-Uul,2023-02,42
Dornod,2023-02,21
Dornogovi,2023-02,27
Dundgovi,2023-02,13
Govi-Altai,2023-02,19
Govisumber,2023-02,6
Khentii,2023-02,29
Khovd,2023-02,36
Khuvsgul,2023-02,53
Orkhon,2023-02,30
Selenge,2023-02,46
Sukhbaatar,2023-02,33
Tuv,2023-02,49
Ulaanbaatar,2023-02,628
Umnugovi,2023-02,30
Uvs,2023-02,34
Uvurkhangai,2023-02,35
Zavkhan,2023-02,33
Arkhangai,2023-03,49
Bayan-Ulgii,2023-03,51
Bayankhongor,2023-03,45
Bulgan,2023-03,32
Darkhan-Uul,2023-03,40
Dornod,2023-03,37
Dornogovi,2023-03,35
Dundgovi,2023-03,22
Govi-Altai,2023-03,30
Govisumber,2023-03,5
Khentii,2023-03,25
Khovd,2023-03,33
Khuvsgul,2023-03,84
Orkhon,2023-03,46
Selenge,2023-03,37
Sukhbaatar,2023-03,25
Tuv,2023-03,33
Ulaanbaatar,2023-03,799
Umnugovi,2023-03,27
Uvs,2023-03,37
Uvurkhangai,2023-03,57
Zavkhan,2023-03,38
Arkhangai,2023-04,31
Bayan-Ulgii,2023-04,39
Bayankhongor,2023-04,41
Bulgan,2023-04,23
Darkhan-Uul,2023-04,39
Dornod,2023-04,21
Dornogovi,2023-04,36
Dundgovi,2023-04,20
Govi-Altai,2023-04,18
Govisumber,2023-04,5
Khentii,2023-04,21
Khovd,2023-04,26
Khuvsgul,2023-04,40
Orkhon,2023-04,26
Selenge,2023-04,35
Sukhbaatar,2023-04,33
Tuv,2023-04,50
Ulaanbaatar,2023-04,699
Umnugovi,2023-04,25
Uvs,2023-04,34
Uvurkhangai,2023-04,49
Zavkhan,2023-04,33
Arkhangai,2023-05,46
Bayan-Ulgii,2023-05,50
Bayankhongor,2023-05,30
Bulgan,2023-05,40
Darkhan-Uul,2023-05,49
Dornod,2023-05,26
Dornogovi,2023-05,39
Dundgovi,2023-05,19
Govi-Altai,2023-05,19
Govisumber,2023-05,11
Khentii,2023-05,26
Khovd,2023-05,38
Khuvsgul,2023-05,71
Orkhon,2023-05,51
Selenge,2023-05,39
Sukhbaatar,2023-05,26
Tuv,2023-05,42
Ulaanbaatar,2023-05,558
Umnugovi,2023-05,29
Uvs,2023-05,37
Uvurkhangai,2023-05,46
Zavkhan,2023-05,31
Arkhangai,2023-06,38
Bayan-Ulgii,2023-06,39
Bayankhongor,2023-06,34
Bulgan,2023-06,32
Darkhan-Uul,2023-06,45
Dornod,2023-06,30
Dornogovi,2023-06,21
Dundgovi,2023-06,18
Govi-Altai,2023-06,19
Govisumber,2023-06,11
Khentii,2023-06,27
Khovd,2023-06,24
Khuvsgul,2023-06,61
Orkhon,2023-06,36
Selenge,2023-06,38
Sukhbaatar,2023-06,21
Tuv,2023-06,44
Ulaanbaatar,2023-06,926
Umnugovi,2023-06,22
Uvs,2023-06,32
Uvurkhangai,2023-06,44
Zavkhan,2023-06,31
Arkhangai,2023-07,49
Bayan-Ulgii,2023-07,50
