member_id,member,party,mandate,committee,metric,value,unit
m57,П.Наранбаяр,HUN Party,District 8,Standing Committee on Security and Foreign Policy,Foreign official assignments,9,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Sittings,146,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Physically attended,120,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Physical attendance rate,82.2,percent
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Officially on time,98,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Officially late,22,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,81.7,percent
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,82,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,46,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,36,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,56.1,percent
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,11.5,minutes
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,72.2,minutes
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Unexplained absences,9,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Unexplained absence rate,6.2,percent
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,General leave,5,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Medical leave,8,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Domestic official assignments,0,count
m58,Э.Бат-Амгалан,Mongolian People’s Party,District 8,Standing Committee on Security and Foreign Policy,Foreign official assignments,4,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Sittings,146,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Physically attended,104,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Physical attendance rate,71.2,percent
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Officially on time,55,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Officially late,49,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Official on-time rate among appearances,52.9,percent
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Arrivals with a published scheduled start,62,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Arrived by scheduled start,28,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Arrived after scheduled start,34,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Scheduled-start on-time rate,45.2,percent
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Median minutes late after actual start,8.0,minutes
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Average minutes late after actual start,18.2,minutes
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Unexplained absences,5,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Unexplained absence rate,3.4,percent
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,General leave,16,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Medical leave,10,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Domestic official assignments,0,count
m59,Х.Булгантуяа,Mongolian People’s Party,District 8,Standing Committee on Budget,Foreign official assignments,11,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Sittings,146,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Physically attended,134,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Physical attendance rate,91.8,percent
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Officially on time,89,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Officially late,45,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Official on-time rate among appearances,66.4,percent
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Arrivals with a published scheduled start,91,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Arrived by scheduled start,48,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Arrived after scheduled start,43,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Scheduled-start on-time rate,52.7,percent
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Median minutes late after actual start,7,minutes
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Average minutes late after actual start,32.0,minutes
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Unexplained absences,1,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Unexplained absence rate,0.7,percent
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,General leave,3,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Medical leave,1,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Domestic official assignments,1,count
m60,Ж.Золжаргал,HUN Party,District 9,Standing Committee on Petitions,Foreign official assignments,6,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Sittings,146,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Physically attended,115,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Physical attendance rate,78.8,percent
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Officially on time,92,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Officially late,23,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Official on-time rate among appearances,80.0,percent
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Arrivals with a published scheduled start,74,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Arrived by scheduled start,47,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Arrived after scheduled start,27,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Scheduled-start on-time rate,63.5,percent
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Median minutes late after actual start,20.0,minutes
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Average minutes late after actual start,58.7,minutes
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Unexplained absences,6,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Unexplained absence rate,4.1,percent
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",General leave,7,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Medical leave,7,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Domestic official assignments,0,count
m61,Х.Ганхуяг,Mongolian People’s Party,District 9,"Standing Committee on Environment, Food and Agriculture",Foreign official assignments,11,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Sittings,146,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Physically attended,83,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Physical attendance rate,56.8,percent
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Officially on time,82,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Officially late,1,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Official on-time rate among appearances,98.8,percent
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Arrivals with a published scheduled start,50,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Arrived by scheduled start,47,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Arrived after scheduled start,3,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Scheduled-start on-time rate,94.0,percent
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Median minutes late after actual start,3,minutes
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Average minutes late after actual start,3,minutes
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Unexplained absences,10,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Unexplained absence rate,6.8,percent
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,General leave,5,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Medical leave,40,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Domestic official assignments,5,count
m62,Ж.Ганбаатар,Mongolian People’s Party,District 9,Standing Committee on Budget,Foreign official assignments,3,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Sittings,146,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Physically attended,118,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Physical attendance rate,80.8,percent
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Officially on time,44,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Officially late,74,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Official on-time rate among appearances,37.3,percent
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Arrivals with a published scheduled start,82,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Arrived by scheduled start,16,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Arrived after scheduled start,66,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Scheduled-start on-time rate,19.5,percent
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Median minutes late after actual start,18,minutes
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Average minutes late after actual start,65.1,minutes
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Unexplained absences,9,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Unexplained absence rate,6.2,percent
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,General leave,14,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Medical leave,0,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Domestic official assignments,0,count
m63,Н.Учрал,Mongolian People’s Party,District 10,Standing Committee on State Structure,Foreign official assignments,5,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Sittings,146,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Physically attended,128,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Physical attendance rate,87.7,percent
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Officially on time,115,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Officially late,13,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Official on-time rate among appearances,89.8,percent
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Arrivals with a published scheduled start,82,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Arrived by scheduled start,61,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Arrived after scheduled start,21,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Scheduled-start on-time rate,74.4,percent
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Median minutes late after actual start,31.5,minutes
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Average minutes late after actual start,94.2,minutes
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Unexplained absences,6,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Unexplained absence rate,4.1,percent
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,General leave,3,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Medical leave,0,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Domestic official assignments,0,count
m64,О.Батнайрамдал,Mongolian People’s Party,District 10,Standing Committee on Human Development and Social Policy,Foreign official assignments,9,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Sittings,146,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Physically attended,126,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Physical attendance rate,86.3,percent
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Officially on time,80,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Officially late,46,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Official on-time rate among appearances,63.5,percent
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Arrivals with a published scheduled start,80,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Arrived by scheduled start,34,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Arrived after scheduled start,46,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Scheduled-start on-time rate,42.5,percent
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Median minutes late after actual start,15,minutes
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Average minutes late after actual start,22.7,minutes
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Unexplained absences,5,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Unexplained absence rate,3.4,percent
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,General leave,2,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Medical leave,7,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Domestic official assignments,0,count
m65,Ц.Баатархүү,Democratic Party,District 10,Standing Committee on Human Development and Social Policy,Foreign official assignments,6,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Sittings,146,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Physically attended,125,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Physical attendance rate,85.6,percent
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Officially on time,97,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Officially late,28,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,77.6,percent
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,81,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,56,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,25,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,69.1,percent
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,16.5,minutes
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,58.3,minutes
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Unexplained absences,1,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Unexplained absence rate,0.7,percent
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,General leave,2,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Medical leave,3,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Domestic official assignments,3,count
m66,Н.Батсүмбэрэл,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Foreign official assignments,12,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Sittings,146,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Physically attended,106,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Physical attendance rate,72.6,percent
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Officially on time,30,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Officially late,76,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,28.3,percent
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,65,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,13,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,52,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,20.0,percent
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,34.0,minutes
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,71.5,minutes
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Unexplained absences,9,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Unexplained absence rate,6.2,percent
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,General leave,4,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Medical leave,2,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Domestic official assignments,0,count
m67,Д.Цогтбаатар,Mongolian People’s Party,District 10,Standing Committee on Security and Foreign Policy,Foreign official assignments,25,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Sittings,146,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Physically attended,90,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Physical attendance rate,61.6,percent
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Officially on time,61,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Officially late,29,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Official on-time rate among appearances,67.8,percent
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Arrivals with a published scheduled start,56,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Arrived by scheduled start,27,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Arrived after scheduled start,29,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Scheduled-start on-time rate,48.2,percent
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Median minutes late after actual start,3.0,minutes
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Average minutes late after actual start,22.2,minutes
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Unexplained absences,11,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Unexplained absence rate,7.5,percent
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,General leave,1,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Medical leave,41,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Domestic official assignments,0,count
m68,Х.Болормаа,Democratic Party,District 10,Standing Committee on Budget,Foreign official assignments,3,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Sittings,146,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Physically attended,132,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Physical attendance rate,90.4,percent
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Officially on time,93,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Officially late,39,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Official on-time rate among appearances,70.5,percent
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Arrivals with a published scheduled start,87,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Arrived by scheduled start,45,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Arrived after scheduled start,42,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Scheduled-start on-time rate,51.7,percent
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Median minutes late after actual start,10.0,minutes
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Average minutes late after actual start,34.1,minutes
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Unexplained absences,4,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Unexplained absence rate,2.7,percent
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,General leave,5,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Medical leave,2,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Domestic official assignments,0,count
m69,Э.Батшугар,Mongolian People’s Party,District 11,Standing Committee on Legal Affairs,Foreign official assignments,3,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Sittings,146,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Physically attended,100,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Physical attendance rate,68.5,percent
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Officially on time,75,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Officially late,25,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Official on-time rate among appearances,75.0,percent
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Arrivals with a published scheduled start,60,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Arrived by scheduled start,48,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Arrived after scheduled start,12,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Scheduled-start on-time rate,80.0,percent
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Median minutes late after actual start,5,minutes
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Average minutes late after actual start,7.0,minutes
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Unexplained absences,20,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Unexplained absence rate,13.7,percent
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,General leave,5,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Medical leave,20,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Domestic official assignments,1,count
m70,Н.Алтанхуяг,Democratic Party,District 11,Standing Committee on Budget,Foreign official assignments,0,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Sittings,146,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Physically attended,133,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Physical attendance rate,91.1,percent
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Officially on time,92,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Officially late,41,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Official on-time rate among appearances,69.2,percent
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Arrivals with a published scheduled start,87,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Arrived by scheduled start,49,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Arrived after scheduled start,38,count
m71,Н.Алтаншагай,Mongolian People’s Party,District 11,"Standing Committee on Environment, Food and Agriculture",Scheduled-start on-time rate,56.3,percent
