id,сургууль,хаяг,дүүргийн_код,дүүрэг,хорооны_код,хороо,lon,lat
5278,48-р сургууль,"БЗД 1-р хороо,Токиогийн гудамж С48",13,Баянзүрх,1301,1-р хороо,106.936613,47.925682
5054,33-р сургууль,"БЗД 3-р хороо, сансарын түнел дээр",13,Баянзүрх,1303,3-р хороо,106.940167,47.922347
5232,Эрхэм баян эрдэм сургууль,БЗД 1-р хороо СЭЗИС-ийн С байр 2 давхарт,13,Баянзүрх,1303,3-р хороо,106.930873,47.919146
5277,33-р сургууль,"БЗД 3-р хороо, Их тойруу С33/2",13,Баянзүрх,1303,3-р хороо,106.940018,47.92197
5289,Шилдэг сургууль,"БЗД 3-р хороо, Цэнд гүний гудамж 31",13,Баянзүрх,1303,3-р хороо,106.939372,47.921921
4990,Русский лицей сургууль,"БЗД 4-р хороо, Хилийн цэргийн ангийн урд",13,Баянзүрх,1304,4-р хороо,106.949563,47.920236
5006,97-р сургууль,БЗД 4-р хороо 15-р хороолол Сэлэнгэ зочид буудын хажууд,13,Баянзүрх,1304,4-р хороо,106.947018,47.923506
5031,Шавь цогцолбор сургууль /69-р сургууль/,БЗД 5-р хороо,13,Баянзүрх,1305,5-р хороо,106.961587,47.920481
5004,21-р сургууль,"БЗД 6-р хороо,Сэлбэ голын зүүн талд",13,Баянзүрх,1306,6-р хороо,106.931872,47.914998
5288,Арвис сургууль,"БЗД 6-р хороо, Сангийн хорооны гудамж 50",13,Баянзүрх,1306,6-р хороо,106.934838,47.915063
5035,92-р сургууль,БЗД 8-р хороо Эрдэнэтолгойд,13,Баянзүрх,1308,8-р хороо,106.996667,47.919111
