name,price
Arkhangai,2905.0
Bayan-Ulgii,2195.0
Bayankhongor,2800.0
Bulgan,2700.0
Darkhan-Uul,2393.0
Dornod,3063.0
Dornogovi,2783.0
Dundgovi,3067.0
Govi-Altai,3000.0
Govisumber,2483.0
Khentii,2574.0
Khovd,3000.0
Khuvsgul,2800.0
Orkhon,2367.0
Selenge,2500.0
Sukhbaatar,2600.0
Tuv,2600.0
Umnugovi,2780.0
Uvs,3667.0
Uvurkhangai,2867.0
Zavkhan,2900.0
