огноо,бүтээгдэхүүн_бүс,үнэ
2025-01,"Хивэг,25кг — Говь-Алтай",24417.0
2025-01,"Хивэг,25кг — Говьсүмбэр",25000.0
2025-01,"Хивэг,25кг — Хөвсгөл",22000.0
2025-01,"Хивэг,25кг — Орхон",23000.0
2025-01,"Хивэг,25кг — Сэлэнгэ",24333.0
2025-01,"Хивэг,25кг — Сүхбаатар",26600.0
2025-01,"Хивэг,25кг — Төв",21875.0
2025-01,"Хивэг,25кг — Өмнөговь",25000.0
2025-01,"Хивэг,25кг — Увс",19400.0
2025-01,"Хивэг,25кг — Өвөрхангай",25000.0
2025-01,"Хивэг,25кг — Завхан",20500.0
2025-01,"Хивэг,50кг — Архангай",39000.0
2025-01,"Хивэг,50кг — Баян-Өлгий",33500.0
2025-01,"Хивэг,50кг — Булган",55000.0
2025-01,"Хивэг,50кг — Дундговь",39000.0
2025-01,"Хивэг,50кг — Говь-Алтай",25000.0
2025-01,"Хивэг,50кг — Хөвсгөл",45000.0
2025-01,"Хивэг,50кг — Орхон",42000.0
2025-01,"Хивэг,50кг — Сэлэнгэ",25500.0
2025-01,"Хивэг,50кг — Сүхбаатар",50000.0
2025-01,"Хивэг,50кг — Төв",32667.0
2025-01,"Хивэг,50кг — Өвөрхангай",49500.0
2025-02,"Хивэг,25кг — Баян-Өлгий",18000.0
2025-02,"Хивэг,25кг — Баянхонгор",22250.0
2025-02,"Хивэг,25кг — Булган",22625.0
2025-02,"Хивэг,25кг — Дорнод",22200.0
2025-02,"Хивэг,25кг — Дорноговь",22500.0
2025-02,"Хивэг,25кг — Дундговь",26500.0
2025-02,"Хивэг,25кг — Говь-Алтай",18000.0
2025-02,"Хивэг,25кг — Хөвсгөл",22000.0
2025-02,"Хивэг,25кг — Орхон",25000.0
2025-02,"Хивэг,25кг — Сэлэнгэ",26500.0
2025-02,"Хивэг,25кг — Сүхбаатар",26333.0
2025-02,"Хивэг,25кг — Төв",21333.0
2025-02,"Хивэг,25кг — Улаанбаатар",20000.0
2025-02,"Хивэг,25кг — Өмнөговь",27333.0
2025-02,"Хивэг,25кг — Увс",17400.0
2025-02,"Хивэг,25кг — Өвөрхангай",24000.0
2025-02,"Хивэг,25кг — Завхан",20675.0
2025-02,"Хивэг,50кг — Архангай",30000.0
2025-02,"Хивэг,50кг — Баян-Өлгий",32000.0
2025-02,"Хивэг,50кг — Булган",25000.0
2025-02,"Хивэг,50кг — Дундговь",39500.0
2025-02,"Хивэг,50кг — Хөвсгөл",45000.0
2025-02,"Хивэг,50кг — Орхон",43000.0
2025-02,"Хивэг,50кг — Сэлэнгэ",25750.0
2025-02,"Хивэг,50кг — Сүхбаатар",50000.0
2025-02,"Хивэг,50кг — Төв",30000.0
2025-02,"Хивэг,50кг — Улаанбаатар",40000.0
2025-02,"Хивэг,50кг — Увс",35000.0
2025-02,"Хивэг,50кг — Өвөрхангай",46000.0
2025-02,"Хивэг,50кг — Завхан",40000.0
2025-03,"Хивэг,25кг — Баян-Өлгий",17500.0
2025-03,"Хивэг,25кг — Баянхонгор",24625.0
2025-03,"Хивэг,25кг — Булган",22300.0
2025-03,"Хивэг,25кг — Дархан-Уул",17000.0
2025-03,"Хивэг,25кг — Дорнод",22000.0
2025-03,"Хивэг,25кг — Дорноговь",22500.0
2025-03,"Хивэг,25кг — Дундговь",25667.0
2025-03,"Хивэг,25кг — Говь-Алтай",24000.0
2025-03,"Хивэг,25кг — Ховд",22000.0
2025-03,"Хивэг,25кг — Хөвсгөл",22000.0
2025-03,"Хивэг,25кг — Орхон",21000.0
2025-03,"Хивэг,25кг — Сэлэнгэ",22000.0
2025-03,"Хивэг,25кг — Сүхбаатар",26333.0
2025-03,"Хивэг,25кг — Төв",21500.0
2025-03,"Хивэг,25кг — Улаанбаатар",23000.0
2025-03,"Хивэг,25кг — Өмнөговь",23800.0
2025-03,"Хивэг,25кг — Увс",16400.0
2025-03,"Хивэг,25кг — Өвөрхангай",22000.0
2025-03,"Хивэг,25кг — Завхан",20471.0
2025-03,"Хивэг,50кг — Баян-Өлгий",32200.0
2025-03,"Хивэг,50кг — Баянхонгор",50000.0
2025-03,"Хивэг,50кг — Дорнод",46000.0
2025-03,"Хивэг,50кг — Дундговь",38000.0
2025-03,"Хивэг,50кг — Ховд",28667.0
2025-03,"Хивэг,50кг — Хөвсгөл",42000.0
2025-03,"Хивэг,50кг — Орхон",42000.0
2025-03,"Хивэг,50кг — Сэлэнгэ",32333.0
2025-03,"Хивэг,50кг — Сүхбаатар",47500.0
2025-03,"Хивэг,50кг — Төв",55000.0
2025-03,"Хивэг,50кг — Улаанбаатар",40000.0
2025-03,"Хивэг,50кг — Увс",15000.0
2025-03,"Хивэг,50кг — Өвөрхангай",44000.0
2025-04,"Хивэг,25кг — Архангай",28000.0
2025-04,"Хивэг,25кг — Баян-Өлгий",19000.0
2025-04,"Хивэг,25кг — Баянхонгор",22167.0
2025-04,"Хивэг,25кг — Булган",24750.0
2025-04,"Хивэг,25кг — Дархан-Уул",26000.0
2025-04,"Хивэг,25кг — Дорнод",23000.0
2025-04,"Хивэг,25кг — Дорноговь",23000.0
2025-04,"Хивэг,25кг — Дундговь",22000.0
2025-04,"Хивэг,25кг — Говь-Алтай",26000.0
2025-04,"Хивэг,25кг — Говьсүмбэр",19667.0
2025-04,"Хивэг,25кг — Ховд",26500.0
2025-04,"Хивэг,25кг — Орхон",23750.0
2025-04,"Хивэг,25кг — Сэлэнгэ",23000.0
2025-04,"Хивэг,25кг — Сүхбаатар",26500.0
2025-04,"Хивэг,25кг — Төв",27500.0
2025-04,"Хивэг,25кг — Улаанбаатар",21000.0
2025-04,"Хивэг,25кг — Өмнөговь",24250.0
2025-04,"Хивэг,25кг — Увс",21400.0
2025-04,"Хивэг,25кг — Өвөрхангай",24000.0
2025-04,"Хивэг,25кг — Завхан",22500.0
2025-04,"Хивэг,50кг — Баян-Өлгий",20500.0
2025-04,"Хивэг,50кг — Булган",27000.0
2025-04,"Хивэг,50кг — Дархан-Уул",39000.0
2025-04,"Хивэг,50кг — Дорнод",40000.0
2025-04,"Хивэг,50кг — Дорноговь",21000.0
2025-04,"Хивэг,50кг — Дундговь",27167.0
2025-04,"Хивэг,50кг — Говь-Алтай",25000.0
2025-04,"Хивэг,50кг — Ховд",34000.0
2025-04,"Хивэг,50кг — Орхон",28000.0
2025-04,"Хивэг,50кг — Сүхбаатар",35000.0
2025-04,"Хивэг,50кг — Улаанбаатар",35000.0
2025-04,"Хивэг,50кг — Өмнөговь",40000.0
2025-04,"Хивэг,50кг — Өвөрхангай",20000.0
2025-05,"Хивэг,25кг — Архангай",20000.0
2025-05,"Хивэг,25кг — Баян-Өлгий",16000.0
2025-05,"Хивэг,25кг — Баянхонгор",22750.0
2025-05,"Хивэг,25кг — Булган",23250.0
2025-05,"Хивэг,25кг — Дорнод",21667.0
2025-05,"Хивэг,25кг — Дорноговь",20417.0
2025-05,"Хивэг,25кг — Дундговь",25000.0
2025-05,"Хивэг,25кг — Говь-Алтай",24667.0
2025-05,"Хивэг,25кг — Ховд",23000.0
2025-05,"Хивэг,25кг — Орхон",20000.0
2025-05,"Хивэг,25кг — Сэлэнгэ",18000.0
2025-05,"Хивэг,25кг — Сүхбаатар",25500.0
2025-05,"Хивэг,25кг — Төв",21900.0
2025-05,"Хивэг,25кг — Улаанбаатар",19000.0
2025-05,"Хивэг,25кг — Өмнөговь",24250.0
2025-05,"Хивэг,25кг — Увс",19000.0
2025-05,"Хивэг,25кг — Өвөрхангай",22000.0
2025-05,"Хивэг,25кг — Завхан",25000.0
2025-05,"Хивэг,50кг — Архангай",40000.0
2025-05,"Хивэг,50кг — Баян-Өлгий",31600.0
2025-05,"Хивэг,50кг — Дорнод",40000.0
2025-05,"Хивэг,50кг — Дундговь",39000.0
2025-05,"Хивэг,50кг — Говь-Алтай",48000.0
2025-05,"Хивэг,50кг — Ховд",30000.0
2025-05,"Хивэг,50кг — Орхон",40000.0
2025-05,"Хивэг,50кг — Сэлэнгэ",25000.0
2025-05,"Хивэг,50кг — Сүхбаатар",35000.0
2025-05,"Хивэг,50кг — Төв",55000.0
2025-05,"Хивэг,50кг — Улаанбаатар",37000.0
2025-05,"Хивэг,50кг — Өмнөговь",10000.0
2025-05,"Хивэг,50кг — Өвөрхангай",44000.0
2025-06,"Хивэг,25кг — Баян-Өлгий",15000.0
2025-06,"Хивэг,25кг — Булган",20000.0
2025-06,"Хивэг,25кг — Дорнод",22500.0
2025-06,"Хивэг,25кг — Дорноговь",25417.0
2025-06,"Хивэг,25кг — Говь-Алтай",25167.0
2025-06,"Хивэг,25кг — Говьсүмбэр",20417.0
2025-06,"Хивэг,25кг — Ховд",26500.0
2025-06,"Хивэг,25кг — Хөвсгөл",20000.0
2025-06,"Хивэг,25кг — Орхон",22000.0
2025-06,"Хивэг,25кг — Сүхбаатар",25750.0
2025-06,"Хивэг,25кг — Улаанбаатар",19000.0
2025-06,"Хивэг,25кг — Өмнөговь",21900.0
2025-06,"Хивэг,25кг — Увс",19000.0
2025-06,"Хивэг,25кг — Өвөрхангай",20000.0
2025-06,"Хивэг,25кг — Завхан",18000.0
2025-06,"Хивэг,50кг — Баян-Өлгий",32200.0
2025-06,"Хивэг,50кг — Дархан-Уул",39000.0
2025-06,"Хивэг,50кг — Дорнод",40000.0
2025-06,"Хивэг,50кг — Дорноговь",10000.0
2025-06,"Хивэг,50кг — Дундговь",25000.0
2025-06,"Хивэг,50кг — Говь-Алтай",48000.0
2025-06,"Хивэг,50кг — Ховд",40000.0
2025-06,"Хивэг,50кг — Хөвсгөл",40000.0
2025-06,"Хивэг,50кг — Орхон",42000.0
2025-06,"Хивэг,50кг — Сүхбаатар",35000.0
2025-06,"Хивэг,50кг — Улаанбаатар",37000.0
2025-06,"Хивэг,50кг — Өмнөговь",50000.0
2025-06,"Хивэг,50кг — Увс",23000.0
2025-06,"Хивэг,50кг — Өвөрхангай",40000.0
2025-07,"Хивэг,25кг — Баян-Өлгий",16000.0
2025-07,"Хивэг,25кг — Булган",20000.0
2025-07,"Хивэг,25кг — Дорнод",22500.0
2025-07,"Хивэг,25кг — Дорноговь",25417.0
2025-07,"Хивэг,25кг — Дундговь",22000.0
2025-07,"Хивэг,25кг — Говьсүмбэр",20417.0
2025-07,"Хивэг,25кг — Хөвсгөл",20000.0
2025-07,"Хивэг,25кг — Орхон",20000.0
2025-07,"Хивэг,25кг — Сэлэнгэ",21000.0
2025-07,"Хивэг,25кг — Сүхбаатар",25750.0
2025-07,"Хивэг,25кг — Улаанбаатар",19000.0
2025-07,"Хивэг,25кг — Өмнөговь",22500.0
2025-07,"Хивэг,25кг — Увс",19000.0
2025-07,"Хивэг,25кг — Өвөрхангай",20000.0
2025-07,"Хивэг,50кг — Баян-Өлгий",32750.0
2025-07,"Хивэг,50кг — Дархан-Уул",39000.0
2025-07,"Хивэг,50кг — Дорнод",40000.0
2025-07,"Хивэг,50кг — Дорноговь",10000.0
2025-07,"Хивэг,50кг — Дундговь",25000.0
2025-07,"Хивэг,50кг — Хөвсгөл",40000.0
2025-07,"Хивэг,50кг — Орхон",40000.0
2025-07,"Хивэг,50кг — Сүхбаатар",35000.0
2025-07,"Хивэг,50кг — Улаанбаатар",40000.0
2025-07,"Хивэг,50кг — Өвөрхангай",40000.0
2025-08,"Хивэг,25кг — Баян-Өлгий",17500.0
2025-08,"Хивэг,25кг — Булган",24000.0
2025-08,"Хивэг,25кг — Дорнод",22500.0
2025-08,"Хивэг,25кг — Дорноговь",26000.0
2025-08,"Хивэг,25кг — Дундговь",22000.0
2025-08,"Хивэг,25кг — Говьсүмбэр",20750.0
2025-08,"Хивэг,25кг — Орхон",22000.0
2025-08,"Хивэг,25кг — Сэлэнгэ",21000.0
2025-08,"Хивэг,25кг — Сүхбаатар",25000.0
2025-08,"Хивэг,25кг — Улаанбаатар",20000.0
2025-08,"Хивэг,25кг — Өмнөговь",22600.0
2025-08,"Хивэг,25кг — Увс",22000.0
2025-08,"Хивэг,25кг — Өвөрхангай",20000.0
2025-08,"Хивэг,25кг — Завхан",20000.0
2025-08,"Хивэг,50кг — Баян-Өлгий",36400.0
2025-08,"Хивэг,50кг — Булган",55000.0
2025-08,"Хивэг,50кг — Дархан-Уул",39000.0
2025-08,"Хивэг,50кг — Дорнод",40000.0
2025-08,"Хивэг,50кг — Дорноговь",10000.0
2025-08,"Хивэг,50кг — Дундговь",25750.0
2025-08,"Хивэг,50кг — Орхон",40000.0
2025-08,"Хивэг,50кг — Сүхбаатар",35000.0
2025-08,"Хивэг,50кг — Улаанбаатар",40000.0
2025-08,"Хивэг,50кг — Өвөрхангай",40000.0
2025-09,"Хивэг,25кг — Баян-Өлгий",18000.0
2025-09,"Хивэг,25кг — Баянхонгор",22250.0
2025-09,"Хивэг,25кг — Булган",24333.0
2025-09,"Хивэг,25кг — Дорнод",23000.0
2025-09,"Хивэг,25кг — Дорноговь",23000.0
2025-09,"Хивэг,25кг — Дундговь",22000.0
2025-09,"Хивэг,25кг — Говь-Алтай",22000.0
2025-09,"Хивэг,25кг — Говьсүмбэр",22167.0
2025-09,"Хивэг,25кг — Ховд",26333.0
2025-09,"Хивэг,25кг — Хөвсгөл",23000.0
2025-09,"Хивэг,25кг — Орхон",22500.0
2025-09,"Хивэг,25кг — Сэлэнгэ",22000.0
2025-09,"Хивэг,25кг — Сүхбаатар",25500.0
2025-09,"Хивэг,25кг — Төв",27000.0
2025-09,"Хивэг,25кг — Улаанбаатар",23000.0
2025-09,"Хивэг,25кг — Өмнөговь",23571.0
2025-09,"Хивэг,25кг — Увс",20400.0
2025-09,"Хивэг,25кг — Өвөрхангай",20000.0
2025-09,"Хивэг,25кг — Завхан",22500.0
2025-09,"Хивэг,50кг — Баян-Өлгий",37600.0
2025-09,"Хивэг,50кг — Булган",57000.0
2025-09,"Хивэг,50кг — Дархан-Уул",39000.0
2025-09,"Хивэг,50кг — Дорнод",40000.0
2025-09,"Хивэг,50кг — Дорноговь",30000.0
2025-09,"Хивэг,50кг — Дундговь",30000.0
2025-09,"Хивэг,50кг — Говь-Алтай",30000.0
2025-09,"Хивэг,50кг — Ховд",34000.0
2025-09,"Хивэг,50кг — Хөвсгөл",46000.0
2025-09,"Хивэг,50кг — Орхон",42000.0
2025-09,"Хивэг,50кг — Сүхбаатар",35000.0
2025-09,"Хивэг,50кг — Улаанбаатар",43000.0
2025-09,"Хивэг,50кг — Өвөрхангай",50000.0
2025-10,"Хивэг,25кг — Дорнод",23000.0
2025-10,"Хивэг,25кг — Сэлэнгэ",22000.0
2025-10,"Хивэг,25кг — Сүхбаатар",26500.0
2025-10,"Хивэг,25кг — Төв",24250.0
2025-10,"Хивэг,25кг — Улаанбаатар",21000.0
2025-10,"Хивэг,50кг — Баян-Өлгий",20500.0
2025-10,"Хивэг,50кг — Булган",27000.0
2025-10,"Хивэг,50кг — Дорнод",40000.0
2025-10,"Хивэг,50кг — Дундговь",39000.0
2025-10,"Хивэг,50кг — Говь-Алтай",25000.0
2025-10,"Хивэг,50кг — Ховд",34000.0
2025-10,"Хивэг,50кг — Хөвсгөл",20000.0
2025-10,"Хивэг,50кг — Сэлэнгэ",27167.0
2025-10,"Хивэг,50кг — Сүхбаатар",35000.0
2025-10,"Хивэг,50кг — Төв",40000.0
2025-10,"Хивэг,50кг — Улаанбаатар",35000.0
2025-10,"Хивэг,50кг — Өмнөговь",21000.0
2025-10,"Хивэг,50кг — Өвөрхангай",28000.0
2025-11,"Хивэг,25кг — Баян-Өлгий",21000.0
2025-11,"Хивэг,25кг — Баянхонгор",24625.0
2025-11,"Хивэг,25кг — Булган",26333.0
2025-11,"Хивэг,25кг — Дархан-Уул",24500.0
2025-11,"Хивэг,25кг — Дорнод",23000.0
2025-11,"Хивэг,25кг — Дорноговь",20750.0
2025-11,"Хивэг,25кг — Дундговь",27750.0
2025-11,"Хивэг,25кг — Говь-Алтай",24500.0
2025-11,"Хивэг,25кг — Говьсүмбэр",30000.0
2025-11,"Хивэг,25кг — Ховд",21000.0
2025-11,"Хивэг,25кг — Хөвсгөл",24000.0
2025-11,"Хивэг,25кг — Сэлэнгэ",25667.0
2025-11,"Хивэг,25кг — Сүхбаатар",27750.0
2025-11,"Хивэг,25кг — Төв",25350.0
2025-11,"Хивэг,25кг — Улаанбаатар",24000.0
2025-11,"Хивэг,25кг — Увс",21857.0
2025-11,"Хивэг,25кг — Өвөрхангай",25600.0
2025-11,"Хивэг,25кг — Завхан",22889.0
2025-11,"Хивэг,50кг — Баян-Өлгий",44200.0
2025-11,"Хивэг,50кг — Булган",61000.0
2025-11,"Хивэг,50кг — Дорнод",40000.0
2025-11,"Хивэг,50кг — Говь-Алтай",23500.0
2025-11,"Хивэг,50кг — Ховд",38000.0
2025-11,"Хивэг,50кг — Сэлэнгэ",26625.0
2025-11,"Хивэг,50кг — Сүхбаатар",35000.0
2025-11,"Хивэг,50кг — Төв",50500.0
2025-11,"Хивэг,50кг — Улаанбаатар",40000.0
2025-11,"Хивэг,50кг — Өмнөговь",11000.0
2025-11,"Хивэг,50кг — Өвөрхангай",50000.0
2025-12,"Хивэг,25кг — Баян-Өлгий",22500.0
2025-12,"Хивэг,25кг — Баянхонгор",24950.0
2025-12,"Хивэг,25кг — Булган",26143.0
2025-12,"Хивэг,25кг — Дархан-Уул",25750.0
2025-12,"Хивэг,25кг — Дорнод",22000.0
2025-12,"Хивэг,25кг — Дорноговь",20750.0
2025-12,"Хивэг,25кг — Дундговь",27000.0
2025-12,"Хивэг,25кг — Говь-Алтай",28500.0
2025-12,"Хивэг,25кг — Говьсүмбэр",35000.0
2025-12,"Хивэг,25кг — Ховд",23250.0
2025-12,"Хивэг,25кг — Хөвсгөл",25000.0
2025-12,"Хивэг,25кг — Сэлэнгэ",30600.0
2025-12,"Хивэг,25кг — Сүхбаатар",29000.0
2025-12,"Хивэг,25кг — Төв",26450.0
2025-12,"Хивэг,25кг — Улаанбаатар",26000.0
2025-12,"Хивэг,25кг — Өмнөговь",30667.0
2025-12,"Хивэг,25кг — Увс",22333.0
2025-12,"Хивэг,25кг — Өвөрхангай",27833.0
2025-12,"Хивэг,25кг — Завхан",24625.0
2025-12,"Хивэг,50кг — Баян-Өлгий",44600.0
2025-12,"Хивэг,50кг — Дорнод",40000.0
2025-12,"Хивэг,50кг — Говь-Алтай",26500.0
2025-12,"Хивэг,50кг — Ховд",43000.0
2025-12,"Хивэг,50кг — Хөвсгөл",50000.0
2025-12,"Хивэг,50кг — Сэлэнгэ",26667.0
2025-12,"Хивэг,50кг — Сүхбаатар",35000.0
2025-12,"Хивэг,50кг — Төв",51000.0
2025-12,"Хивэг,50кг — Улаанбаатар",44000.0
2025-12,"Хивэг,50кг — Өмнөговь",27000.0
2025-12,"Хивэг,50кг — Өвөрхангай",54667.0
