region,date,price
Darkhan-Uul,2024-01-02,11000.0
Khovd,2024-01-02,12000.0
Orkhon,2024-01-02,10333.0
Umnugovi,2024-01-02,9250.0
Darkhan-Uul,2024-01-08,11500.0
Khovd,2024-01-08,12000.0
Orkhon,2024-01-08,10833.0
Umnugovi,2024-01-08,9250.0
Darkhan-Uul,2024-01-15,11833.0
Khovd,2024-01-15,13000.0
Orkhon,2024-01-15,10833.0
Umnugovi,2024-01-15,10000.0
Darkhan-Uul,2024-01-22,12167.0
Khovd,2024-01-22,13000.0
Orkhon,2024-01-22,11000.0
Umnugovi,2024-01-22,10000.0
Darkhan-Uul,2024-01-29,12333.0
Khovd,2024-01-29,13000.0
Orkhon,2024-01-29,11333.0
Umnugovi,2024-01-29,11000.0
Darkhan-Uul,2024-02-05,12833.0
Khovd,2024-02-05,13000.0
Orkhon,2024-02-05,12167.0
Umnugovi,2024-02-05,11000.0
Darkhan-Uul,2024-02-19,12833.0
Khovd,2024-02-19,14000.0
Orkhon,2024-02-19,12000.0
Umnugovi,2024-02-19,12000.0
Darkhan-Uul,2024-02-26,12667.0
Khovd,2024-02-26,14000.0
Orkhon,2024-02-26,12167.0
Umnugovi,2024-02-26,12000.0
Darkhan-Uul,2024-03-04,13667.0
Khovd,2024-03-04,14000.0
Orkhon,2024-03-04,13833.0
Umnugovi,2024-03-04,12500.0
Darkhan-Uul,2024-03-11,12833.0
Khovd,2024-03-11,13000.0
Orkhon,2024-03-11,12833.0
Umnugovi,2024-03-11,12500.0
Darkhan-Uul,2024-03-18,13000.0
Khovd,2024-03-18,14000.0
Orkhon,2024-03-18,13833.0
Umnugovi,2024-03-18,14500.0
Darkhan-Uul,2024-03-25,14000.0
Khovd,2024-03-25,16000.0
Orkhon,2024-03-25,13833.0
Umnugovi,2024-03-25,14500.0
Darkhan-Uul,2024-04-01,13500.0
Khovd,2024-04-01,16000.0
Orkhon,2024-04-01,14000.0
Umnugovi,2024-04-01,14500.0
Darkhan-Uul,2024-04-08,13833.0
Khovd,2024-04-08,16000.0
Orkhon,2024-04-08,13167.0
Umnugovi,2024-04-08,15000.0
Darkhan-Uul,2024-04-15,14333.0
Khovd,2024-04-15,16000.0
Orkhon,2024-04-15,13333.0
Umnugovi,2024-04-15,16000.0
