year,month,province,total_count,total_area_kha,extraction_count,extraction_area_kha,exploration_count,exploration_area_kha
2022,9,Umnugovi,158,825.5,107,486.1,51,339.4
2022,9,Uvs,99,225.0,46,21.2,53,203.9
2022,9,Uvurkhangai,54,150.9,30,18.1,24,132.8
2022,9,Zavkhan,43,161.9,13,21.3,30,140.6
2022,10,Arkhangai,32,31.6,21,11.8,11,19.8
2022,10,Bayan-Ulgii,68,220.1,30,16.7,38,203.4
2022,10,Bayankhongor,143,324.2,100,167.3,43,156.9
2022,10,Bulgan,106,95.7,82,41.9,24,53.8
2022,10,Darkhan-Uul,65,13.7,61,8.3,4,5.3
2022,10,Dornod,149,525.8,73,68.2,76,457.6
2022,10,Dornogovi,345,1012.4,212,267.5,133,744.9
2022,10,Dundgovi,189,553.7,122,182.8,67,370.9
2022,10,Govi-Altai,137,527.7,60,105.3,77,422.4
2022,10,Govisumber,16,44.6,13,38.9,3,5.8
2022,10,Khentii,207,263.9,128,56.5,79,207.5
2022,10,Khovd,24,10.6,21,10.3,3,0.3
2022,10,Khuvsgul,83,195.2,36,29.5,47,165.7
2022,10,Orkhon,9,10.7,9,10.7,0,0.0
2022,10,Selenge,175,90.6,139,46.8,36,43.8
2022,10,Sukhbaatar,92,282.6,67,56.0,25,226.5
2022,10,Tuv,386,351.8,304,160.7,82,191.1
2022,10,Ulaanbaatar,97,10.0,92,9.8,5,0.2
2022,10,Umnugovi,161,825.5,107,486.1,54,339.4
2022,10,Uvs,103,249.8,46,21.2,57,228.7
2022,10,Uvurkhangai,55,150.9,30,18.1,25,132.8
2022,10,Zavkhan,43,156.5,13,21.3,30,135.2
2022,11,Arkhangai,30,29.9,21,11.8,9,18.0
2022,11,Bayan-Ulgii,68,220.1,30,16.7,38,203.4
2022,11,Bayankhongor,133,308.7,100,167.3,33,141.4
2022,11,Bulgan,110,187.9,82,41.9,28,145.9
2022,11,Darkhan-Uul,64,13.6,61,8.3,3,5.3
2022,11,Dornod,149,525.8,73,68.2,76,457.6
2022,11,Dornogovi,336,1002.3,212,267.5,124,734.8
2022,11,Dundgovi,188,552.6,122,182.8,66,369.8
2022,11,Govi-Altai,122,527.7,60,105.3,62,422.4
2022,11,Govisumber,16,44.6,13,38.9,3,5.8
2022,11,Khentii,204,260.2,128,56.5,76,203.8
2022,11,Khovd,78,195.2,36,29.5,42,165.7
2022,11,Khuvsgul,22,10.6,21,10.3,1,0.3
2022,11,Orkhon,14,17.6,9,10.7,5,6.9
2022,11,Selenge,172,90.5,139,47.0,33,43.5
2022,11,Sukhbaatar,86,247.7,67,56.0,19,191.7
2022,11,Tuv,381,351.8,304,160.7,77,191.1
2022,11,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2022,11,Umnugovi,156,820.5,107,486.1,49,334.4
2022,11,Uvs,98,248.9,46,21.2,52,227.7
2022,11,Uvurkhangai,54,150.9,30,18.1,24,132.8
2022,11,Zavkhan,42,156.5,13,21.3,29,135.2
2022,12,Arkhangai,30,29.9,21,11.8,9,18.0
2022,12,Bayan-Ulgii,68,214.7,30,16.7,38,198.0
2022,12,Bayankhongor,133,308.7,100,167.3,33,141.4
2022,12,Bulgan,110,187.9,82,41.9,28,145.9
2022,12,Darkhan-Uul,64,13.6,61,8.3,3,5.3
2022,12,Dornod,151,526.2,73,68.2,78,458.0
2022,12,Dornogovi,338,999.9,213,268.1,125,731.8
2022,12,Dundgovi,188,547.9,122,182.8,66,365.1
2022,12,Govi-Altai,123,527.7,60,105.3,63,422.4
2022,12,Govisumber,16,44.6,13,38.9,3,5.8
2022,12,Khentii,203,257.7,128,56.5,75,201.3
2022,12,Khovd,78,192.0,36,29.5,42,162.5
2022,12,Khuvsgul,21,10.3,21,10.3,0,0.0
2022,12,Orkhon,14,17.6,9,10.7,5,6.9
2022,12,Selenge,172,90.5,139,47.0,33,43.5
2022,12,Sukhbaatar,87,247.8,68,56.1,19,191.7
2022,12,Tuv,380,349.0,304,160.7,76,188.3
2022,12,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2022,12,Umnugovi,156,820.5,107,486.1,49,334.4
2022,12,Uvs,98,248.9,46,21.2,52,227.7
2022,12,Uvurkhangai,54,150.9,30,18.1,24,132.8
2022,12,Zavkhan,41,154.3,13,21.3,28,133.0
2023,1,Arkhangai,30,29.9,21,11.8,9,18.0
2023,1,Bayan-Ulgii,68,214.7,30,16.7,38,198.0
2023,1,Bayankhongor,133,308.7,100,167.3,33,141.4
2023,1,Bulgan,111,188.3,82,41.9,29,146.3
2023,1,Darkhan-Uul,64,13.4,61,8.1,3,5.3
2023,1,Dornod,150,539.0,73,68.2,77,470.8
2023,1,Dornogovi,339,984.1,213,268.1,126,716.1
2023,1,Dundgovi,189,550.1,123,191.3,66,358.8
2023,1,Govi-Altai,122,527.4,60,105.3,62,422.2
2023,1,Govisumber,16,44.6,13,38.9,3,5.8
2023,1,Khentii,203,257.5,128,56.5,75,201.0
2023,1,Khovd,21,10.3,21,10.3,0,0.0
2023,1,Khuvsgul,81,204.2,36,29.5,45,174.7
2023,1,Orkhon,14,17.6,9,10.7,5,6.9
2023,1,Selenge,171,90.4,138,46.9,33,43.5
2023,1,Sukhbaatar,90,250.9,68,56.1,22,194.8
2023,1,Tuv,381,354.7,304,160.8,77,193.9
2023,1,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2023,1,Umnugovi,156,816.8,108,484.2,48,332.5
2023,1,Uvs,100,249.9,46,21.2,54,228.7
2023,1,Uvurkhangai,54,150.9,30,18.1,24,132.8
2023,1,Zavkhan,41,154.3,13,21.3,28,133.0
2023,2,Arkhangai,29,29.7,19,11.2,10,18.5
2023,2,Bayan-Ulgii,71,223.7,30,16.7,41,207.0
2023,2,Bayankhongor,133,308.7,100,167.3,33,141.4
2023,2,Bulgan,111,188.3,82,41.9,29,146.3
2023,2,Darkhan-Uul,66,14.4,61,8.1,5,6.3
2023,2,Dornod,151,568.9,73,68.2,78,500.7
2023,2,Dornogovi,342,999.2,214,269.6,128,729.7
2023,2,Dundgovi,191,554.2,123,191.3,68,362.8
2023,2,Govi-Altai,122,539.0,60,105.3,62,433.7
2023,2,Govisumber,16,44.6,13,38.9,3,5.8
2023,2,Khentii,207,262.0,128,56.5,79,205.5
2023,2,Khovd,23,11.6,21,10.3,2,1.3
2023,2,Khuvsgul,85,232.2,36,29.5,49,202.7
2023,2,Orkhon,14,17.6,9,10.7,5,6.9
2023,2,Selenge,172,90.7,138,46.9,34,43.8
2023,2,Sukhbaatar,90,250.9,68,56.1,22,194.8
2023,2,Tuv,383,362.1,304,160.8,79,201.3
2023,2,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2023,2,Umnugovi,158,855.8,108,484.2,50,371.6
2023,2,Uvs,104,256.2,46,21.2,58,235.0
2023,2,Uvurkhangai,54,150.9,30,18.1,24,132.8
2023,2,Zavkhan,40,141.2,13,21.3,27,119.9
2023,3,Arkhangai,29,29.7,19,11.2,10,18.5
2023,3,Bayan-Ulgii,71,223.7,30,16.7,41,207.0
2023,3,Bayankhongor,133,308.7,100,167.3,33,141.4
2023,3,Bulgan,111,188.3,82,41.9,29,146.3
2023,3,Darkhan-Uul,66,14.4,61,8.1,5,6.3
2023,3,Dornod,152,579.0,73,68.2,79,510.7
2023,3,Dornogovi,342,999.2,214,269.6,128,729.6
2023,3,Dundgovi,192,554.2,123,191.3,69,362.9
2023,3,Govi-Altai,122,539.0,60,105.3,62,433.7
2023,3,Govisumber,16,44.6,13,38.9,3,5.8
2023,3,Khentii,207,262.0,128,56.5,79,205.5
2023,3,Khovd,23,11.6,21,10.3,2,1.3
2023,3,Khuvsgul,86,240.3,36,29.5,50,210.8
2023,3,Orkhon,14,17.6,9,10.7,5,6.9
2023,3,Selenge,172,90.7,138,46.9,34,43.8
2023,3,Sukhbaatar,90,250.9,68,56.1,22,194.8
2023,3,Tuv,384,362.1,305,160.7,79,201.3
2023,3,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2023,3,Umnugovi,159,882.9,108,484.2,51,398.7
2023,3,Uvs,104,256.2,46,21.2,58,235.0
2023,3,Uvurkhangai,54,150.9,30,18.1,24,132.8
2023,3,Zavkhan,40,141.2,13,21.3,27,119.9
2023,4,Arkhangai,29,29.7,19,11.2,10,18.5
2023,4,Bayan-Ulgii,71,218.3,30,16.5,41,201.8
2023,4,Bayankhongor,134,310.9,100,167.3,34,143.6
2023,4,Bulgan,111,188.3,81,41.9,30,146.4
2023,4,Darkhan-Uul,66,14.4,61,8.1,5,6.3
2023,4,Dornod,153,579.5,73,68.2,80,511.3
2023,4,Dornogovi,347,1009.7,214,269.6,133,740.2
2023,4,Dundgovi,194,556.1,123,191.3,71,364.8
2023,4,Govi-Altai,127,551.1,61,105.5,66,445.6
2023,4,Govisumber,16,44.6,13,38.9,3,5.8
2023,4,Khentii,208,262.6,128,56.5,80,206.2
2023,4,Khovd,23,11.6,21,10.3,2,1.3
2023,4,Khuvsgul,89,249.7,36,29.5,53,220.2
2023,4,Orkhon,14,17.6,9,10.7,5,6.9
2023,4,Selenge,172,90.7,138,46.9,34,43.8
2023,4,Sukhbaatar,91,250.9,69,56.2,22,194.7
2023,4,Tuv,383,362.0,304,160.7,79,201.3
2023,4,Ulaanbaatar,95,10.0,91,9.8,4,0.2
2023,4,Umnugovi,160,889.6,108,484.2,52,405.4
2023,4,Uvs,105,259.2,46,21.2,59,238.0
2023,4,Uvurkhangai,52,146.7,30,18.1,22,128.6
2023,4,Zavkhan,40,141.2,13,21.3,27,119.9
2023,5,Arkhangai,29,29.7,19,11.2,10,18.5
2023,5,Bayan-Ulgii,71,218.3,30,16.5,41,201.8
2023,5,Bayankhongor,134,310.9,100,167.3,34,143.6
2023,5,Bulgan,112,190.3,81,41.9,31,148.4
2023,5,Darkhan-Uul,67,14.6,61,8.1,6,6.5
2023,5,Dornod,154,578.6,72,63.7,82,514.8
2023,5,Dornogovi,346,987.8,214,269.6,132,718.3
2023,5,Dundgovi,195,556.1,124,191.6,71,364.5
2023,5,Govi-Altai,129,553.7,61,105.5,68,448.2
2023,5,Govisumber,16,44.6,13,38.9,3,5.8
2023,5,Khentii,213,270.3,128,56.5,85,213.8
2023,5,Khovd,23,11.6,21,10.3,2,1.3
2023,5,Khuvsgul,92,276.7,36,29.5,56,247.2
2023,5,Orkhon,14,17.6,9,10.7,5,6.9
2023,5,Selenge,174,101.9,138,46.9,36,55.0
2023,5,Sukhbaatar,91,250.9,69,56.2,22,194.7
2023,5,Tuv,385,362.2,305,160.8,80,201.4
2023,5,Ulaanbaatar,94,9.9,90,9.7,4,0.2
2023,5,Umnugovi,162,895.7,108,484.2,54,411.5
2023,5,Uvs,106,258.1,46,21.2,60,236.9
2023,5,Uvurkhangai,52,146.7,30,18.1,22,128.6
2023,5,Zavkhan,42,151.9,13,21.3,29,130.6
2023,6,Arkhangai,29,29.7,19,11.2,10,18.5
2023,6,Bayan-Ulgii,72,219.4,30,16.5,42,202.9
2023,6,Bayankhongor,135,317.6,100,167.3,35,150.3
2023,6,Bulgan,109,190.3,78,41.9,31,148.4
2023,6,Darkhan-Uul,69,16.0,61,8.1,8,7.9
2023,6,Dornod,162,606.3,72,63.7,90,542.6
2023,6,Dornogovi,353,1007.8,214,269.6,139,738.2
2023,6,Dundgovi,195,556.1,124,191.6,71,364.5
2023,6,Govi-Altai,133,576.3,61,105.5,72,470.8
2023,6,Govisumber,16,44.6,13,38.9,3,5.8
2023,6,Khentii,215,271.2,128,56.5,87,214.7
2023,6,Khovd,23,11.6,21,10.3,2,1.3
2023,6,Khuvsgul,94,287.5,36,29.5,58,258.0
2023,6,Orkhon,14,17.6,9,10.7,5,6.9
2023,6,Selenge,177,104.4,138,46.9,39,57.5
2023,6,Sukhbaatar,93,319.7,69,56.2,24,263.4
2023,6,Tuv,386,362.2,306,162.9,80,199.3
2023,6,Ulaanbaatar,94,9.9,90,9.7,4,0.2
2023,6,Umnugovi,162,895.7,108,484.2,54,411.5
2023,6,Uvs,106,258.1,46,21.2,60,236.9
2023,6,Uvurkhangai,53,147.3,30,18.1,23,129.2
2023,6,Zavkhan,43,155.7,13,21.3,30,134.3
2023,7,Arkhangai,29,29.7,19,11.2,10,18.5
2023,7,Bayan-Ulgii,73,228.2,30,16.5,43,211.7
2023,7,Bayankhongor,134,315.7,100,167.3,34,148.4
2023,7,Bulgan,111,203.6,78,41.2,33,162.4
2023,7,Darkhan-Uul,69,16.0,61,8.1,8,7.9
2023,7,Dornod,164,632.2,73,63.9,91,568.4
2023,7,Dornogovi,351,1004.9,212,266.7,139,738.2
2023,7,Dundgovi,195,556.1,124,191.6,71,364.5
2023,7,Govi-Altai,133,576.3,61,105.5,72,470.8
2023,7,Govisumber,16,44.6,13,38.9,3,5.8
2023,7,Khentii,216,272.3,128,56.5,88,215.9
2023,7,Khovd,23,11.6,21,10.3,2,1.3
2023,7,Khuvsgul,96,297.0,38,32.4,58,264.6
2023,7,Orkhon,14,17.6,9,10.7,5,6.9
2023,7,Selenge,179,105.5,140,48.0,39,57.4
2023,7,Sukhbaatar,93,319.7,69,56.2,24,263.4
2023,7,Tuv,385,360.5,306,162.9,79,197.6
2023,7,Ulaanbaatar,94,9.9,90,9.7,4,0.2
2023,7,Umnugovi,162,895.7,108,484.2,54,411.5
2023,7,Uvs,105,253.4,46,21.2,59,232.2
2023,7,Uvurkhangai,55,169.3,29,16.7,26,152.6
2023,7,Zavkhan,45,173.9,13,21.3,32,152.5
2023,8,Arkhangai,28,29.7,18,11.2,10,18.5
2023,8,Bayan-Ulgii,76,246.9,30,16.5,46,230.3
2023,8,Bayankhongor,137,346.7,100,167.3,37,179.5
2023,8,Bulgan,111,203.6,78,41.2,33,162.4
2023,8,Darkhan-Uul,69,16.0,61,8.1,8,7.9
2023,8,Dornod,162,632.0,72,63.7,90,568.3
2023,8,Dornogovi,352,1008.6,212,266.7,140,741.8
2023,8,Dundgovi,195,556.1,124,191.6,71,364.5
2023,8,Govi-Altai,132,570.1,61,105.5,71,464.6
2023,8,Govisumber,16,44.6,13,38.9,3,5.8
2023,8,Khentii,221,275.1,131,57.5,90,217.5
2023,8,Khovd,23,11.6,21,10.3,2,1.3
2023,8,Khuvsgul,98,304.8,38,32.4,60,272.4
2023,8,Orkhon,14,17.6,9,10.7,5,6.9
2023,8,Selenge,179,105.5,140,48.0,39,57.4
2023,8,Sukhbaatar,96,348.9,69,56.2,27,292.7
2023,8,Tuv,387,368.6,306,165.2,81,203.4
2023,8,Ulaanbaatar,94,9.9,90,9.7,4,0.2
2023,8,Umnugovi,162,895.7,108,484.2,54,411.5
2023,8,Uvs,105,253.4,46,21.2,59,232.2
2023,8,Uvurkhangai,55,173.6,28,16.6,27,157.0
2023,8,Zavkhan,47,179.9,13,21.3,34,158.6
2023,9,Arkhangai,28,29.7,18,11.2,10,18.5
2023,9,Bayan-Ulgii,78,267.4,30,16.5,48,250.9
2023,9,Bayankhongor,137,346.7,100,167.3,37,179.5
2023,9,Bulgan,110,201.0,78,41.2,32,159.8
2023,9,Darkhan-Uul,69,16.0,61,8.1,8,7.9
2023,9,Dornod,164,679.6,71,63.2,93,616.4
2023,9,Dornogovi,352,1008.6,212,266.7,140,741.8
2023,9,Dundgovi,196,556.1,125,196.7,71,359.4
2023,9,Govi-Altai,132,570.1,61,105.5,71,464.6
2023,9,Govisumber,16,44.6,13,38.9,3,5.8
2023,9,Khentii,221,275.1,131,57.5,90,217.5
2023,9,Khovd,23,11.6,21,10.3,2,1.3
2023,9,Khuvsgul,98,304.8,38,32.4,60,272.4
2023,9,Orkhon,14,17.6,9,10.7,5,6.9
2023,9,Selenge,180,107.0,140,48.0,40,59.0
2023,9,Sukhbaatar,98,371.2,69,56.2,29,315.0
2023,9,Tuv,388,369.6,306,165.2,82,204.5
2023,9,Ulaanbaatar,94,9.9,90,9.7,4,0.2
2023,9,Umnugovi,162,895.7,108,484.2,54,411.5
2023,9,Uvs,105,253.4,46,21.2,59,232.2
2023,9,Uvurkhangai,56,173.6,29,20.7,27,152.9
2023,9,Zavkhan,48,195.2,13,21.3,35,173.9
2023,10,Arkhangai,29,29.7,19,11.2,10,18.5
2023,10,Bayan-Ulgii,82,289.4,30,16.5,52,272.9
2023,10,Bayankhongor,139,370.9,101,168.3,38,202.7
2023,10,Bulgan,110,208.6,77,40.0,33,168.6
2023,10,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2023,10,Dornod,164,679.6,72,63.9,92,615.7
2023,10,Dornogovi,353,1009.6,212,266.7,141,742.9
2023,10,Dundgovi,195,560.3,125,196.7,70,363.6
2023,10,Govi-Altai,133,546.5,63,82.6,70,463.9
2023,10,Govisumber,16,44.6,13,38.9,3,5.8
2023,10,Khentii,222,283.1,130,57.3,92,225.8
2023,10,Khovd,97,298.8,38,32.4,59,266.4
2023,10,Khuvsgul,23,11.6,21,10.3,2,1.3
2023,10,Orkhon,14,17.6,9,10.7,5,6.9
2023,10,Selenge,180,107.0,140,48.0,40,59.0
2023,10,Sukhbaatar,100,379.2,69,56.2,31,323.0
2023,10,Tuv,386,369.0,304,164.5,82,204.5
2023,10,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2023,10,Umnugovi,162,895.7,108,484.2,54,411.5
2023,10,Uvs,106,255.1,46,21.2,60,233.9
2023,10,Uvurkhangai,56,173.6,29,20.7,27,152.9
2023,10,Zavkhan,49,209.4,13,21.3,36,188.1
2023,11,Arkhangai,28,29.7,18,11.2,10,18.5
2023,11,Bayan-Ulgii,85,302.2,30,16.5,55,285.7
2023,11,Bayankhongor,139,370.9,101,168.3,38,202.7
2023,11,Bulgan,110,208.6,77,40.0,33,168.6
2023,11,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2023,11,Dornod,165,693.2,72,63.9,93,629.3
2023,11,Dornogovi,354,1007.2,213,269.0,141,738.1
2023,11,Dundgovi,196,567.4,126,196.9,70,370.6
2023,11,Govi-Altai,136,578.8,63,82.6,73,496.1
2023,11,Govisumber,16,44.6,13,38.9,3,5.8
2023,11,Khentii,218,282.1,129,57.1,89,225.0
2023,11,Khovd,98,302.6,38,32.4,60,270.1
2023,11,Khuvsgul,23,11.6,21,10.3,2,1.3
2023,11,Orkhon,14,17.6,9,10.7,5,6.9
2023,11,Selenge,179,107.0,140,48.0,39,58.9
2023,11,Sukhbaatar,101,379.2,69,56.2,32,323.0
2023,11,Tuv,386,369.0,304,164.5,82,204.5
2023,11,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2023,11,Umnugovi,162,895.7,108,484.2,54,411.5
2023,11,Uvs,104,238.9,46,21.2,58,217.8
2023,11,Uvurkhangai,59,188.6,29,20.7,30,168.0
2023,11,Zavkhan,49,209.4,13,21.3,36,188.1
2023,12,Arkhangai,28,29.7,18,11.2,10,18.5
2023,12,Bayan-Ulgii,85,302.2,30,16.5,55,285.7
2023,12,Bayankhongor,138,371.3,99,167.9,39,203.4
2023,12,Bulgan,112,212.6,79,40.7,33,171.8
2023,12,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2023,12,Dornod,168,702.7,72,63.9,96,638.7
2023,12,Dornogovi,356,1010.2,214,270.0,142,740.2
2023,12,Dundgovi,197,570.4,127,199.8,70,370.6
2023,12,Govi-Altai,137,568.9,63,82.6,74,486.3
2023,12,Govisumber,16,44.6,13,38.9,3,5.8
2023,12,Khentii,220,290.2,129,56.9,91,233.3
2023,12,Khovd,98,302.6,38,32.4,60,270.1
2023,12,Khuvsgul,23,11.6,21,10.3,2,1.3
2023,12,Orkhon,14,17.6,9,10.7,5,6.9
2023,12,Selenge,180,107.2,141,48.3,39,58.9
2023,12,Sukhbaatar,104,393.3,69,56.2,35,337.1
2023,12,Tuv,387,375.3,304,164.5,83,210.8
2023,12,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2023,12,Umnugovi,162,895.7,108,484.2,54,411.5
2023,12,Uvs,104,238.9,46,21.2,58,217.8
2023,12,Uvurkhangai,63,218.0,29,20.7,34,197.4
2023,12,Zavkhan,50,214.1,13,21.3,37,192.8
2024,1,Arkhangai,27,29.4,18,11.2,9,18.2
2024,1,Bayan-Ulgii,94,358.2,30,16.5,64,341.7
2024,1,Bayankhongor,137,370.1,99,167.9,38,202.1
2024,1,Bulgan,112,212.6,79,40.7,33,171.8
2024,1,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2024,1,Dornod,169,723.8,73,64.3,96,659.5
2024,1,Dornogovi,356,1010.2,214,270.0,142,740.2
2024,1,Dundgovi,196,569.8,128,200.2,68,369.5
2024,1,Govi-Altai,138,569.3,63,82.6,75,486.7
2024,1,Govisumber,16,44.6,13,38.9,3,5.8
2024,1,Khentii,221,299.8,129,56.9,92,242.9
2024,1,Khovd,100,308.6,38,32.4,62,276.2
2024,1,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,1,Orkhon,14,17.6,9,10.7,5,6.9
2024,1,Selenge,180,107.1,141,48.2,39,58.9
2024,1,Sukhbaatar,104,386.9,69,56.2,35,330.7
2024,1,Tuv,388,375.3,305,164.5,83,210.8
2024,1,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,1,Umnugovi,161,893.3,108,484.2,53,409.1
2024,1,Uvs,109,255.6,46,21.2,63,234.5
2024,1,Uvurkhangai,62,193.2,29,20.7,33,172.6
2024,1,Zavkhan,51,215.4,13,21.3,38,194.1
2024,2,Arkhangai,27,29.4,18,11.2,9,18.2
2024,2,Bayan-Ulgii,94,358.2,30,16.5,64,341.7
2024,2,Bayankhongor,137,368.7,99,167.9,38,200.7
2024,2,Bulgan,112,212.6,79,40.7,33,171.8
2024,2,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2024,2,Dornod,169,723.4,73,64.3,96,659.1
2024,2,Dornogovi,353,979.1,215,271.0,138,708.1
2024,2,Dundgovi,196,562.5,130,201.7,66,360.8
2024,2,Govi-Altai,138,569.3,63,82.6,75,486.7
2024,2,Govisumber,16,44.6,13,38.9,3,5.8
2024,2,Khentii,221,299.8,129,56.9,92,242.9
2024,2,Khovd,102,315.1,38,32.4,64,282.6
2024,2,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,2,Orkhon,14,17.6,9,10.7,5,6.9
2024,2,Selenge,178,105.5,141,48.2,37,57.3
2024,2,Sukhbaatar,103,386.9,68,56.2,35,330.7
2024,2,Tuv,387,374.5,305,164.5,82,210.0
2024,2,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,2,Umnugovi,160,881.6,108,484.2,52,397.3
2024,2,Uvs,109,255.6,46,21.2,63,234.5
2024,2,Uvurkhangai,62,193.2,29,20.7,33,172.6
2024,2,Zavkhan,51,215.4,13,21.3,38,194.1
2024,3,Arkhangai,27,29.4,18,11.2,9,18.2
2024,3,Bayan-Ulgii,95,364.3,30,16.5,65,347.7
2024,3,Bayankhongor,139,379.2,99,167.9,40,211.3
2024,3,Bulgan,115,215.0,79,40.7,36,174.2
2024,3,Darkhan-Uul,69,16.0,62,8.6,7,7.4
2024,3,Dornod,169,732.1,73,64.3,96,667.8
2024,3,Dornogovi,355,993.1,215,271.0,140,722.1
2024,3,Dundgovi,196,563.6,130,201.7,66,361.9
2024,3,Govi-Altai,139,571.8,64,82.8,75,489.0
2024,3,Govisumber,16,44.6,13,38.9,3,5.8
2024,3,Khentii,220,291.5,130,57.3,90,234.1
2024,3,Khovd,105,323.5,38,32.4,67,291.0
2024,3,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,3,Orkhon,14,17.6,9,10.7,5,6.9
2024,3,Selenge,178,104.4,141,48.2,37,56.2
2024,3,Sukhbaatar,105,393.3,68,56.2,37,337.1
2024,3,Tuv,390,364.1,306,164.7,84,199.4
2024,3,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,3,Umnugovi,160,881.6,108,484.2,52,397.3
2024,3,Uvs,111,256.9,46,21.2,65,235.7
2024,3,Uvurkhangai,64,196.0,29,20.7,35,175.3
2024,3,Zavkhan,51,215.4,13,21.3,38,194.1
2024,4,Arkhangai,27,29.4,18,11.2,9,18.2
2024,4,Bayan-Ulgii,97,365.2,30,16.5,67,348.6
2024,4,Bayankhongor,137,379.0,99,167.9,38,211.1
2024,4,Bulgan,113,213.9,79,40.7,34,173.2
2024,4,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,4,Dornod,170,729.0,75,67.2,95,661.8
2024,4,Dornogovi,358,996.6,215,271.0,143,725.6
2024,4,Dundgovi,196,563.4,131,202.5,65,360.9
2024,4,Govi-Altai,140,572.3,64,82.8,76,489.5
2024,4,Govisumber,17,43.4,14,37.7,3,5.8
2024,4,Khentii,218,276.6,130,57.3,88,219.2
2024,4,Khovd,108,332.5,38,32.4,70,300.1
2024,4,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,4,Orkhon,14,17.6,9,10.7,5,6.9
2024,4,Selenge,178,104.4,141,48.2,37,56.2
2024,4,Sukhbaatar,104,393.3,68,56.2,36,337.1
2024,4,Tuv,392,367.1,306,164.7,86,202.4
2024,4,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,4,Umnugovi,160,881.6,108,484.2,52,397.3
2024,4,Uvs,114,262.1,46,21.2,68,240.9
2024,4,Uvurkhangai,63,194.3,29,20.7,34,173.7
2024,4,Zavkhan,49,207.3,13,21.3,36,185.9
2024,5,Arkhangai,27,29.4,18,11.2,9,18.2
2024,5,Bayan-Ulgii,97,365.2,30,16.5,67,348.6
2024,5,Bayankhongor,137,379.0,99,167.9,38,211.1
2024,5,Bulgan,112,213.5,79,40.7,33,172.8
2024,5,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,5,Dornod,168,727.1,74,67.2,94,659.9
2024,5,Dornogovi,358,996.6,215,271.0,143,725.6
2024,5,Dundgovi,196,563.4,131,202.5,65,360.9
2024,5,Govi-Altai,138,565.9,64,82.8,74,483.2
2024,5,Govisumber,17,43.4,14,37.7,3,5.8
2024,5,Khentii,218,276.6,130,57.3,88,219.2
2024,5,Khovd,107,331.2,38,32.4,69,298.8
2024,5,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,5,Orkhon,14,17.6,9,10.7,5,6.9
2024,5,Selenge,178,104.4,141,48.2,37,56.2
2024,5,Sukhbaatar,104,393.3,68,56.2,36,337.1
2024,5,Tuv,392,367.1,306,164.7,86,202.4
2024,5,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,5,Umnugovi,160,881.6,108,484.2,52,397.3
2024,5,Uvs,112,258.6,46,21.2,66,237.4
2024,5,Uvurkhangai,64,194.3,30,20.8,34,173.5
2024,5,Zavkhan,48,203.3,13,21.3,35,182.0
2024,6,Arkhangai,27,29.4,18,11.2,9,18.2
2024,6,Bayan-Ulgii,95,341.1,30,16.5,65,324.6
2024,6,Bayankhongor,136,378.7,98,167.6,38,211.1
2024,6,Bulgan,111,212.9,78,40.7,33,172.3
2024,6,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,6,Dornod,168,727.1,74,67.2,94,659.9
2024,6,Dornogovi,358,996.6,215,271.0,143,725.6
2024,6,Dundgovi,195,561.9,130,201.1,65,360.9
2024,6,Govi-Altai,136,553.4,64,82.8,72,470.6
2024,6,Govisumber,17,43.4,14,37.7,3,5.8
2024,6,Khentii,217,274.3,130,57.3,87,216.9
2024,6,Khovd,107,331.2,38,32.4,69,298.8
2024,6,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,6,Orkhon,14,17.6,9,10.7,5,6.9
2024,6,Selenge,178,104.4,141,48.2,37,56.2
2024,6,Sukhbaatar,104,393.3,68,56.2,36,337.1
2024,6,Tuv,391,367.1,305,164.7,86,202.4
2024,6,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,6,Umnugovi,160,881.6,108,484.2,52,397.3
