year,month,province,total_count,total_area_kha,extraction_count,extraction_area_kha,exploration_count,exploration_area_kha
2024,6,Uvs,110,230.6,46,21.2,64,209.4
2024,6,Uvurkhangai,64,194.3,30,20.8,34,173.5
2024,6,Zavkhan,48,203.3,13,21.3,35,182.0
2024,7,Arkhangai,27,29.4,18,11.2,9,18.2
2024,7,Bayan-Ulgii,95,341.1,30,16.5,64,323.0
2024,7,Bayankhongor,136,378.7,98,167.6,38,211.1
2024,7,Bulgan,111,212.9,78,40.7,33,172.3
2024,7,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,7,Dornod,168,727.1,74,67.2,94,659.9
2024,7,Dornogovi,358,996.6,215,271.0,144,829.3
2024,7,Dundgovi,195,561.9,130,201.1,65,360.9
2024,7,Govi-Altai,136,553.4,64,82.8,70,464.5
2024,7,Govisumber,17,43.4,14,37.7,3,5.8
2024,7,Khentii,217,274.3,130,57.3,88,217.3
2024,7,Khovd,107,331.2,38,32.4,69,298.8
2024,7,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,7,Orkhon,14,17.6,9,10.7,5,6.9
2024,7,Selenge,178,104.4,139,47.9,36,55.8
2024,7,Sukhbaatar,104,393.3,69,56.2,36,337.1
2024,7,Tuv,391,367.1,304,164.6,85,202.2
2024,7,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,7,Umnugovi,160,881.6,108,484.2,51,395.8
2024,7,Uvs,110,230.6,46,21.2,62,203.9
2024,7,Uvurkhangai,64,194.3,30,20.8,34,173.5
2024,7,Zavkhan,48,203.3,13,21.3,34,178.2
2024,8,Arkhangai,27,29.4,18,11.2,9,18.2
2024,8,Bayan-Ulgii,95,341.1,30,16.5,64,323.0
2024,8,Bayankhongor,136,378.7,98,167.6,38,211.1
2024,8,Bulgan,111,212.9,78,40.8,33,172.3
2024,8,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,8,Dornod,168,727.1,75,67.2,93,654.7
2024,8,Dornogovi,358,996.6,215,271.0,144,829.3
2024,8,Dundgovi,195,561.9,130,201.1,64,348.6
2024,8,Govi-Altai,136,553.4,64,82.8,69,462.8
2024,8,Govisumber,17,43.4,14,37.7,3,5.8
2024,8,Khentii,217,274.3,130,57.3,88,217.3
2024,8,Khovd,107,331.2,38,32.4,69,298.8
2024,8,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,8,Orkhon,14,17.6,9,10.7,5,6.9
2024,8,Selenge,178,104.4,135,47.6,36,55.8
2024,8,Sukhbaatar,104,393.3,71,57.0,36,337.1
2024,8,Tuv,391,367.1,304,164.6,85,202.2
2024,8,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,8,Umnugovi,160,881.6,108,484.2,51,395.8
2024,8,Uvs,110,230.6,46,21.2,62,203.9
2024,8,Uvurkhangai,64,194.3,30,20.8,34,173.5
2024,8,Zavkhan,48,203.3,13,21.3,34,178.2
2024,9,Arkhangai,28,29.9,19,11.8,9,18.2
2024,9,Bayan-Ulgii,94,339.5,30,16.5,64,323.0
2024,9,Bayankhongor,138,378.7,99,168.5,39,210.2
2024,9,Bulgan,110,207.5,78,40.8,32,166.8
2024,9,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,9,Dornod,170,721.9,77,70.8,93,651.1
2024,9,Dornogovi,361,1100.3,217,273.5,144,826.8
2024,9,Dundgovi,194,549.6,130,201.1,64,348.6
2024,9,Govi-Altai,134,545.3,65,82.5,69,462.8
2024,9,Govisumber,17,43.4,14,37.7,3,5.8
2024,9,Khentii,219,274.6,131,57.7,88,216.9
2024,9,Khovd,106,330.5,38,32.4,68,298.1
2024,9,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,9,Orkhon,14,17.6,9,10.7,5,6.9
2024,9,Selenge,171,103.5,135,47.6,36,55.8
2024,9,Sukhbaatar,107,394.1,71,57.0,36,337.1
2024,9,Tuv,389,365.6,304,164.6,85,201.0
2024,9,Ulaanbaatar,95,9.9,91,9.7,4,0.2
2024,9,Umnugovi,159,880.0,108,484.2,51,395.8
2024,9,Uvs,107,218.2,46,21.2,61,197.0
2024,9,Uvurkhangai,64,194.3,30,20.8,34,173.5
2024,9,Zavkhan,47,199.5,13,21.3,34,178.2
2024,10,Arkhangai,29,36.5,19,11.8,10,24.7
2024,10,Bayan-Ulgii,93,338.9,30,16.5,63,322.4
2024,10,Bayankhongor,139,378.7,100,169.2,39,209.5
2024,10,Bulgan,109,207.5,77,40.7,32,166.8
2024,10,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,10,Dornod,170,721.9,78,72.8,92,649.1
2024,10,Dornogovi,364,1098.5,221,275.4,143,823.1
2024,10,Dundgovi,195,549.6,131,201.3,64,348.3
2024,10,Govi-Altai,131,538.9,65,82.5,66,456.5
2024,10,Govisumber,17,43.4,14,37.7,3,5.8
2024,10,Khentii,218,274.6,132,58.0,86,216.5
2024,10,Khovd,104,323.4,38,32.4,66,291.0
2024,10,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,10,Orkhon,14,17.6,9,10.7,5,6.9
2024,10,Selenge,170,99.7,136,47.7,34,52.0
2024,10,Sukhbaatar,107,394.1,71,57.0,36,337.1
2024,10,Tuv,389,365.6,305,166.5,84,199.1
2024,10,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2024,10,Umnugovi,158,874.3,108,484.2,50,390.1
2024,10,Uvs,107,218.2,46,21.2,61,197.0
2024,10,Uvurkhangai,63,185.2,30,20.8,33,164.3
2024,10,Zavkhan,46,193.4,13,21.3,33,172.1
2024,11,Arkhangai,29,36.5,19,11.8,10,24.7
2024,11,Bayan-Ulgii,93,338.9,30,16.5,63,322.4
2024,11,Bayankhongor,139,378.7,100,169.2,39,209.5
2024,11,Bulgan,110,208.7,78,41.9,32,166.8
2024,11,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,11,Dornod,169,719.8,78,72.8,91,647.0
2024,11,Dornogovi,364,1098.5,221,275.4,143,823.1
2024,11,Dundgovi,193,545.8,131,201.3,62,344.4
2024,11,Govi-Altai,131,538.9,65,82.5,66,456.5
2024,11,Govisumber,17,43.4,14,37.7,3,5.8
2024,11,Khentii,217,274.2,131,57.6,86,216.5
2024,11,Khovd,104,323.4,38,32.4,66,291.0
2024,11,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,11,Orkhon,14,17.6,9,10.7,5,6.9
2024,11,Selenge,170,99.7,136,47.7,34,52.0
2024,11,Sukhbaatar,107,394.1,71,57.0,36,337.1
2024,11,Tuv,390,366.5,305,166.5,85,199.9
2024,11,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2024,11,Umnugovi,158,874.3,108,484.2,50,390.1
2024,11,Uvs,107,218.2,46,21.2,61,197.0
2024,11,Uvurkhangai,63,185.2,30,20.8,33,164.3
2024,11,Zavkhan,46,193.4,13,21.3,33,172.1
2024,12,Arkhangai,29,36.5,19,11.8,10,24.7
2024,12,Bayan-Ulgii,93,338.9,30,16.5,63,322.4
2024,12,Bayankhongor,140,378.7,101,169.2,39,209.5
2024,12,Bulgan,110,208.7,78,41.9,32,166.8
2024,12,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2024,12,Dornod,170,714.6,79,74.9,91,639.7
2024,12,Dornogovi,367,1096.6,225,278.1,142,818.5
2024,12,Dundgovi,192,520.6,132,203.8,60,316.9
2024,12,Govi-Altai,132,538.8,65,82.5,67,456.4
2024,12,Govisumber,17,43.4,14,37.7,3,5.8
2024,12,Khentii,218,268.8,134,59.2,84,209.5
2024,12,Khovd,104,312.3,38,32.4,66,279.8
2024,12,Khuvsgul,23,11.6,21,10.3,2,1.3
2024,12,Orkhon,14,17.6,9,10.7,5,6.9
2024,12,Selenge,170,99.7,137,48.6,33,51.1
2024,12,Sukhbaatar,108,394.8,72,57.7,36,337.1
2024,12,Tuv,392,366.5,306,169.1,86,197.4
2024,12,Ulaanbaatar,96,10.0,92,9.8,4,0.2
2024,12,Umnugovi,160,874.3,110,486.3,50,388.0
2024,12,Uvs,107,217.1,46,21.2,61,195.9
2024,12,Uvurkhangai,63,185.2,30,20.8,33,164.3
2024,12,Zavkhan,47,193.8,13,21.3,34,172.5
2025,1,Arkhangai,29,36.5,19,11.8,10,24.7
2025,1,Bayan-Ulgii,92,338.8,30,16.5,62,322.3
2025,1,Bayankhongor,141,378.7,102,169.2,39,209.5
2025,1,Bulgan,110,208.7,78,41.9,32,166.8
2025,1,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2025,1,Dornod,168,713.9,80,75.0,88,638.9
2025,1,Dornogovi,361,1077.8,225,278.1,136,799.7
2025,1,Dundgovi,192,520.6,132,203.8,60,316.9
2025,1,Govi-Altai,130,528.0,65,82.5,65,445.5
2025,1,Govisumber,17,43.4,14,37.7,3,5.8
2025,1,Khentii,217,266.2,133,59.0,84,207.3
2025,1,Khovd,104,312.3,38,32.4,66,279.8
2025,1,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,1,Orkhon,14,17.6,9,10.7,5,6.9
2025,1,Selenge,170,99.7,137,48.6,33,51.1
2025,1,Sukhbaatar,107,387.2,72,57.7,35,329.5
2025,1,Tuv,387,362.1,307,169.1,80,193.0
2025,1,Ulaanbaatar,95,10.0,92,9.7,3,0.2
2025,1,Umnugovi,159,872.5,110,486.3,49,386.3
2025,1,Uvs,107,217.1,46,21.2,61,195.9
2025,1,Uvurkhangai,62,185.0,29,20.7,33,164.3
2025,1,Zavkhan,45,190.3,13,21.3,32,169.0
2025,2,Arkhangai,29,36.5,19,11.8,10,24.7
2025,2,Bayan-Ulgii,92,338.8,30,16.5,62,322.3
2025,2,Bayankhongor,141,378.7,102,169.2,39,209.5
2025,2,Bulgan,109,208.4,77,41.7,32,166.8
2025,2,Darkhan-Uul,68,15.8,61,8.4,7,7.4
2025,2,Dornod,167,713.8,80,75.0,87,638.9
2025,2,Dornogovi,360,1077.7,225,278.1,135,799.6
2025,2,Dundgovi,193,497.3,133,204.2,60,293.1
2025,2,Govi-Altai,129,516.6,65,82.5,64,434.2
2025,2,Govisumber,16,41.7,14,37.7,2,4.0
2025,2,Khentii,218,264.4,133,59.0,85,205.4
2025,2,Khovd,104,312.1,38,32.3,66,279.8
2025,2,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,2,Orkhon,14,17.6,9,10.7,5,6.9
2025,2,Selenge,170,99.7,137,48.6,33,51.1
2025,2,Sukhbaatar,107,387.2,72,57.7,35,329.5
2025,2,Tuv,385,361.2,307,169.1,78,192.0
2025,2,Ulaanbaatar,95,10.0,92,9.7,3,0.2
2025,2,Umnugovi,157,861.7,110,486.3,47,375.4
2025,2,Uvs,106,215.0,46,21.2,60,193.9
2025,2,Uvurkhangai,62,185.0,29,20.7,33,164.3
2025,2,Zavkhan,45,190.3,13,21.3,32,169.0
2025,3,Arkhangai,29,36.5,19,11.8,10,24.7
2025,3,Bayan-Ulgii,91,333.3,30,16.4,61,316.9
2025,3,Bayankhongor,141,378.7,102,169.2,39,209.5
2025,3,Bulgan,109,208.4,77,41.6,32,166.8
2025,3,Darkhan-Uul,67,14.8,61,8.4,6,6.3
2025,3,Dornod,166,698.9,80,75.0,86,623.9
2025,3,Dornogovi,356,1056.4,225,278.1,131,778.3
2025,3,Dundgovi,191,452.3,133,204.2,58,248.1
2025,3,Govi-Altai,129,516.6,65,82.5,64,434.2
2025,3,Govisumber,16,41.7,14,37.7,2,4.0
2025,3,Khentii,217,263.6,133,59.0,84,204.7
2025,3,Khovd,104,312.1,38,32.3,66,279.8
2025,3,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,3,Orkhon,14,17.6,9,10.7,5,6.9
2025,3,Selenge,170,99.7,137,48.6,33,51.1
2025,3,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,3,Tuv,382,360.7,305,169.0,77,191.7
2025,3,Ulaanbaatar,95,10.0,92,9.7,3,0.2
2025,3,Umnugovi,156,854.2,110,486.3,46,368.0
2025,3,Uvs,107,218.0,46,21.2,61,196.9
2025,3,Uvurkhangai,60,175.4,29,20.7,31,154.8
2025,3,Zavkhan,44,189.3,13,21.3,31,168.0
2025,4,Arkhangai,29,36.5,19,11.8,10,24.7
2025,4,Bayan-Ulgii,91,333.3,30,16.4,61,316.9
2025,4,Bayankhongor,142,379.0,103,169.5,39,209.5
2025,4,Bulgan,109,208.4,77,41.6,32,166.8
2025,4,Darkhan-Uul,67,14.8,61,8.4,6,6.3
2025,4,Dornod,166,698.9,80,75.0,86,623.9
2025,4,Dornogovi,353,1056.4,223,277.6,130,778.7
2025,4,Dundgovi,190,444.2,133,204.2,57,240.0
2025,4,Govi-Altai,129,516.6,65,82.5,64,434.2
2025,4,Govisumber,16,41.7,14,37.7,2,4.0
2025,4,Khentii,216,263.0,133,59.0,83,204.0
2025,4,Khovd,103,307.5,38,32.3,65,275.2
2025,4,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,4,Orkhon,14,17.6,9,10.7,5,6.9
2025,4,Selenge,170,99.7,137,48.6,33,51.1
2025,4,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,4,Tuv,382,360.7,305,169.0,77,191.7
2025,4,Ulaanbaatar,95,10.0,92,9.7,3,0.2
2025,4,Umnugovi,154,853.8,110,486.3,44,367.5
2025,4,Uvs,107,215.3,46,21.2,61,194.1
2025,4,Uvurkhangai,60,175.4,29,20.7,31,154.8
2025,4,Zavkhan,44,189.3,13,21.3,31,168.0
2025,5,Arkhangai,30,37.7,19,11.8,11,26.0
2025,5,Bayan-Ulgii,94,367.6,30,16.4,64,351.2
2025,5,Bayankhongor,142,379.0,103,169.5,39,209.5
2025,5,Bulgan,112,208.5,79,41.6,33,166.9
2025,5,Darkhan-Uul,67,14.8,61,8.4,6,6.3
2025,5,Dornod,166,698.9,80,75.0,86,623.9
2025,5,Dornogovi,353,1051.0,224,277.6,129,773.4
2025,5,Dundgovi,191,456.7,133,204.2,58,252.5
2025,5,Govi-Altai,132,536.6,65,82.5,67,454.2
2025,5,Govisumber,16,41.5,14,37.5,2,4.0
2025,5,Khentii,216,263.0,133,59.0,83,204.0
2025,5,Khovd,104,343.3,38,32.3,66,311.0
2025,5,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,5,Orkhon,14,17.6,9,10.7,5,6.9
2025,5,Selenge,170,99.7,137,48.6,33,51.1
2025,5,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,5,Tuv,384,360.7,307,169.0,77,191.7
2025,5,Ulaanbaatar,95,10.0,92,9.7,3,0.2
2025,5,Umnugovi,151,792.2,110,486.3,41,306.0
2025,5,Uvs,107,215.3,46,21.2,61,194.1
2025,5,Uvurkhangai,60,175.8,29,20.7,31,155.1
2025,5,Zavkhan,45,189.7,13,21.3,32,168.4
2025,6,Arkhangai,30,37.7,19,11.8,11,26.0
2025,6,Bayan-Ulgii,97,375.4,30,16.4,67,359.0
2025,6,Bayankhongor,143,381.2,103,169.5,40,211.7
2025,6,Bulgan,113,209.9,79,41.6,34,168.3
2025,6,Darkhan-Uul,67,14.8,61,8.4,6,6.3
2025,6,Dornod,167,703.0,80,75.0,87,628.1
2025,6,Dornogovi,357,1072.5,224,277.6,133,794.8
2025,6,Dundgovi,193,459.3,133,204.2,60,255.1
2025,6,Govi-Altai,132,538.1,64,78.3,68,459.8
2025,6,Govisumber,16,41.5,14,37.5,2,4.0
2025,6,Khentii,217,264.4,133,59.0,84,205.4
2025,6,Khovd,106,359.2,38,32.3,68,326.9
2025,6,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,6,Orkhon,14,17.6,9,10.7,5,6.9
2025,6,Selenge,173,104.3,137,48.6,36,55.7
2025,6,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,6,Tuv,382,363.8,304,168.8,78,195.0
2025,6,Ulaanbaatar,96,10.0,93,9.8,3,0.2
2025,6,Umnugovi,151,792.2,110,486.3,41,306.0
2025,6,Uvs,108,215.1,46,21.2,62,193.9
2025,6,Uvurkhangai,60,180.2,28,20.6,32,159.6
2025,6,Zavkhan,45,189.7,13,21.3,32,168.4
2025,7,Arkhangai,30,37.7,19,11.8,11,26.0
2025,7,Bayan-Ulgii,98,377.0,30,16.4,68,360.6
2025,7,Bayankhongor,144,404.2,103,169.5,41,234.7
2025,7,Bulgan,113,210.0,79,41.6,34,168.3
2025,7,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,7,Dornod,167,703.0,80,75.0,87,628.1
2025,7,Dornogovi,361,1066.0,229,284.6,132,781.5
2025,7,Dundgovi,193,459.3,133,204.2,60,255.1
2025,7,Govi-Altai,132,532.2,64,78.3,68,453.9
2025,7,Govisumber,16,41.5,14,37.5,2,4.0
2025,7,Khentii,223,265.5,136,60.0,87,205.5
2025,7,Khovd,108,360.8,38,32.3,70,328.5
2025,7,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,7,Orkhon,14,17.6,9,10.7,5,6.9
2025,7,Selenge,171,104.3,135,48.6,36,55.7
2025,7,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,7,Tuv,384,363.9,307,172.0,77,191.9
2025,7,Ulaanbaatar,96,10.0,93,9.8,3,0.2
2025,7,Umnugovi,153,815.2,110,486.3,43,329.0
2025,7,Uvs,110,218.9,47,21.7,63,197.2
2025,7,Uvurkhangai,61,180.4,28,20.6,33,159.8
2025,7,Zavkhan,48,193.5,14,22.2,34,171.3
2025,8,Arkhangai,30,37.7,19,11.8,11,26.0
2025,8,Bayan-Ulgii,102,392.9,31,20.3,71,372.5
2025,8,Bayankhongor,142,407.1,99,166.7,43,240.4
2025,8,Bulgan,116,208.8,79,40.3,37,168.5
2025,8,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,8,Dornod,169,706.1,82,76.5,87,629.6
2025,8,Dornogovi,361,1070.0,228,285.5,133,784.5
2025,8,Dundgovi,193,457.9,132,202.7,61,255.2
2025,8,Govi-Altai,137,569.5,64,78.3,73,491.3
2025,8,Govisumber,16,41.5,14,37.5,2,4.0
2025,8,Khentii,225,266.7,136,60.0,89,206.6
2025,8,Khovd,111,378.0,38,32.3,73,345.7
2025,8,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,8,Orkhon,14,17.6,9,10.7,5,6.9
2025,8,Selenge,170,104.5,135,50.1,35,54.4
2025,8,Sukhbaatar,106,368.7,72,57.7,34,311.0
2025,8,Tuv,380,362.8,303,171.8,77,191.0
2025,8,Ulaanbaatar,97,10.6,93,9.8,4,0.8
2025,8,Umnugovi,152,814.9,109,485.9,43,329.0
2025,8,Uvs,112,219.0,49,26.7,63,192.3
2025,8,Uvurkhangai,64,180.5,29,23.1,35,157.3
2025,8,Zavkhan,48,193.5,14,22.2,34,171.3
2025,9,Arkhangai,30,37.7,19,11.8,11,26.0
2025,9,Bayan-Ulgii,102,392.9,31,20.3,71,372.5
2025,9,Bayankhongor,141,406.9,98,166.5,43,240.4
2025,9,Bulgan,117,209.1,79,40.3,38,168.8
2025,9,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,9,Dornod,169,707.6,82,76.5,87,631.1
2025,9,Dornogovi,361,1098.4,227,285.4,134,813.0
2025,9,Dundgovi,193,457.9,133,208.9,60,249.0
2025,9,Govi-Altai,138,580.8,64,78.3,74,502.5
2025,9,Govisumber,16,41.5,14,37.5,2,4.0
2025,9,Khentii,227,266.7,137,61.1,90,205.6
2025,9,Khovd,111,378.0,38,32.3,73,345.7
2025,9,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,9,Orkhon,14,17.6,9,10.7,5,6.9
2025,9,Selenge,170,104.5,135,50.1,35,54.4
2025,9,Sukhbaatar,106,368.6,72,57.7,34,311.0
2025,9,Tuv,382,362.8,305,172.4,77,190.4
2025,9,Ulaanbaatar,97,10.6,93,9.8,4,0.8
2025,9,Umnugovi,152,814.9,109,485.9,43,329.0
2025,9,Uvs,114,225.3,49,26.7,65,198.7
2025,9,Uvurkhangai,65,180.5,30,23.2,35,157.3
2025,9,Zavkhan,48,193.5,14,22.2,34,171.3
2025,10,Arkhangai,32,38.3,21,12.3,11,26.0
2025,10,Bayan-Ulgii,102,392.9,31,20.3,71,372.5
2025,10,Bayankhongor,141,406.9,98,166.5,43,240.4
2025,10,Bulgan,117,209.1,79,40.3,38,168.8
2025,10,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,10,Dornod,169,707.6,82,76.5,87,631.1
2025,10,Dornogovi,363,1105.3,230,292.0,133,813.3
2025,10,Dundgovi,194,457.9,133,208.9,61,249.0
2025,10,Govi-Altai,138,581.1,64,78.5,74,502.5
2025,10,Govisumber,16,41.5,14,37.5,2,4.0
2025,10,Khentii,227,266.7,137,61.1,90,205.6
2025,10,Khovd,112,378.5,38,32.3,74,346.2
2025,10,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,10,Orkhon,14,17.6,9,10.7,5,6.9
2025,10,Selenge,170,104.5,135,50.1,35,54.4
2025,10,Sukhbaatar,106,368.6,72,57.7,34,311.0
2025,10,Tuv,383,365.3,305,172.4,78,192.8
2025,10,Ulaanbaatar,97,10.6,93,9.8,4,0.8
2025,10,Umnugovi,153,814.9,110,488.8,43,326.0
2025,10,Uvs,114,225.3,49,26.7,65,198.7
2025,10,Uvurkhangai,65,180.5,30,23.2,35,157.3
2025,10,Zavkhan,49,193.5,14,22.2,35,171.3
2025,11,Arkhangai,32,38.3,21,12.3,11,26.0
2025,11,Bayan-Ulgii,103,395.4,31,20.3,72,375.0
2025,11,Bayankhongor,141,406.9,97,166.4,44,240.5
2025,11,Bulgan,116,207.6,79,40.3,37,167.3
2025,11,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,11,Dornod,169,717.5,82,76.5,87,641.0
2025,11,Dornogovi,363,1105.3,230,292.0,133,813.3
2025,11,Dundgovi,195,484.8,133,208.9,62,275.9
2025,11,Govi-Altai,138,577.2,64,78.5,74,498.7
2025,11,Govisumber,17,42.1,14,37.5,3,4.6
2025,11,Khentii,227,266.7,137,61.1,90,205.6
2025,11,Khovd,112,378.5,38,32.3,74,346.2
2025,11,Khuvsgul,23,11.6,21,10.3,2,1.3
2025,11,Orkhon,14,17.6,9,10.7,5,6.9
2025,11,Selenge,168,104.4,133,50.0,35,54.4
2025,11,Sukhbaatar,106,368.6,72,57.7,34,311.0
2025,11,Tuv,381,365.3,303,172.4,78,192.9
2025,11,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2025,11,Umnugovi,153,814.9,110,488.8,43,326.0
2025,11,Uvs,115,227.5,49,26.7,66,200.8
2025,11,Uvurkhangai,65,180.5,30,23.2,35,157.3
2025,11,Zavkhan,49,193.5,14,22.2,35,171.3
2025,12,Arkhangai,32,38.2,21,12.3,11,26.0
2025,12,Bayan-Ulgii,105,400.2,31,20.3,74,379.9
2025,12,Bayankhongor,144,433.5,97,166.4,47,267.0
2025,12,Bulgan,116,207.6,79,40.3,37,167.3
2025,12,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2025,12,Dornod,170,703.5,82,78.6,88,624.9
2025,12,Dornogovi,366,1117.5,230,291.1,136,826.4
2025,12,Dundgovi,196,477.7,135,209.5,61,268.2
2025,12,Govi-Altai,141,606.3,64,78.5,77,527.8
2025,12,Govisumber,17,42.1,14,37.5,3,4.6
2025,12,Khentii,229,262.4,138,62.1,91,200.3
2025,12,Khovd,114,391.4,38,32.3,76,359.1
2025,12,Khuvsgul,24,17.5,21,10.3,3,7.2
2025,12,Orkhon,14,17.6,9,10.7,5,6.9
2025,12,Selenge,169,105.5,133,50.0,36,55.5
2025,12,Sukhbaatar,108,374.4,72,57.7,36,316.7
2025,12,Tuv,384,366.8,302,173.4,82,193.4
2025,12,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2025,12,Umnugovi,154,817.2,110,488.8,44,328.4
2025,12,Uvs,120,250.1,50,27.0,70,223.1
2025,12,Uvurkhangai,65,180.5,30,23.2,35,157.3
2025,12,Zavkhan,49,193.5,14,22.2,35,171.3
2026,1,Arkhangai,32,38.2,21,12.3,11,26.0
2026,1,Bayan-Ulgii,105,400.2,31,20.3,74,379.9
2026,1,Bayankhongor,145,436.1,97,166.4,48,269.6
2026,1,Bulgan,116,207.5,79,40.2,37,167.3
2026,1,Darkhan-Uul,65,14.7,59,8.4,6,6.3
2026,1,Dornod,171,686.3,83,78.9,88,607.4
2026,1,Dornogovi,366,1116.4,231,293.9,135,822.6
2026,1,Dundgovi,193,475.2,135,209.5,58,265.8
2026,1,Govi-Altai,145,663.2,64,78.5,81,584.7
2026,1,Govisumber,17,42.1,14,37.5,3,4.6
2026,1,Khentii,230,261.0,138,62.1,92,198.9
2026,1,Khovd,116,404.0,38,32.3,78,371.7
2026,1,Khuvsgul,24,17.5,21,10.3,3,7.2
2026,1,Orkhon,14,17.6,9,10.7,5,6.9
2026,1,Selenge,170,105.5,134,50.2,36,55.2
2026,1,Sukhbaatar,110,381.4,73,61.7,37,319.7
2026,1,Tuv,385,386.1,302,173.2,83,213.0
2026,1,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2026,1,Umnugovi,155,823.8,110,488.8,45,335.0
2026,1,Uvs,120,250.0,50,27.0,70,222.9
2026,1,Uvurkhangai,65,180.5,30,23.2,35,157.3
2026,1,Zavkhan,49,193.5,14,22.2,35,171.3
2026,2,Arkhangai,32,38.2,21,12.3,11,26.0
2026,2,Bayan-Ulgii,106,401.9,31,20.3,75,381.6
2026,2,Bayankhongor,148,478.9,97,166.4,51,312.5
2026,2,Bulgan,116,207.5,79,40.2,37,167.3
2026,2,Darkhan-Uul,65,14.7,59,8.4,6,6.3
2026,2,Dornod,169,682.4,83,78.9,86,603.5
2026,2,Dornogovi,365,1107.3,231,293.9,134,813.4
2026,2,Dundgovi,192,464.9,135,209.5,57,255.4
2026,2,Govi-Altai,146,667.0,64,78.5,82,588.5
2026,2,Govisumber,17,42.1,14,37.5,3,4.6
2026,2,Khentii,230,261.0,138,62.1,92,198.9
2026,2,Khovd,117,418.7,38,32.3,79,386.4
2026,2,Khuvsgul,23,17.4,21,10.3,2,7.2
2026,2,Orkhon,14,17.6,9,10.7,5,6.9
2026,2,Selenge,171,105.2,136,50.3,35,54.9
2026,2,Sukhbaatar,109,373.9,73,61.7,36,312.3
2026,2,Tuv,388,386.6,303,173.9,85,212.8
2026,2,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2026,2,Umnugovi,155,812.9,111,488.8,44,324.1
2026,2,Uvs,121,249.5,50,27.0,71,222.5
2026,2,Uvurkhangai,65,180.5,30,23.2,35,157.3
2026,2,Zavkhan,50,194.5,14,22.2,36,172.3
2026,3,Arkhangai,32,38.2,21,12.3,11,26.0
2026,3,Bayan-Ulgii,113,421.2,31,20.3,82,400.9
2026,3,Bayankhongor,149,480.3,97,166.4,52,313.8
2026,3,Bulgan,113,206.5,76,39.2,37,167.3
2026,3,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2026,3,Dornod,169,672.3,83,78.9,86,593.4
2026,3,Dornogovi,366,1157.4,228,293.0,138,864.4
2026,3,Dundgovi,192,464.8,134,209.4,58,255.4
2026,3,Govi-Altai,147,667.1,64,78.5,83,588.6
2026,3,Govisumber,17,42.1,14,37.5,3,4.6
2026,3,Khentii,229,260.8,136,61.8,93,198.9
2026,3,Khovd,119,420.6,38,32.3,81,388.3
2026,3,Khuvsgul,23,17.4,21,10.3,2,7.2
2026,3,Orkhon,14,17.6,9,10.7,5,6.9
2026,3,Selenge,173,107.4,136,50.3,37,57.1
2026,3,Sukhbaatar,108,371.3,73,61.7,35,309.6
2026,3,Tuv,390,388.7,300,173.8,90,214.9
2026,3,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2026,3,Umnugovi,156,813.5,111,488.5,45,325.0
2026,3,Uvs,122,252.3,50,27.0,72,225.3
