огноо,үзүүлэлт,утга
2019-10-01,Өөрийн хөрөнгө,3716.936
2019-11-01,Нийт хөрөнгө,34792.688
2019-11-01,Нийт өр төлбөр,31069.197
2019-11-01,Өөрийн хөрөнгө,3723.491
2019-12-01,Нийт хөрөнгө,35718.271
2019-12-01,Нийт өр төлбөр,32021.036
2019-12-01,Өөрийн хөрөнгө,3697.235
2020-01-01,Нийт хөрөнгө,35080.846
2020-01-01,Нийт өр төлбөр,31365.309
2020-01-01,Өөрийн хөрөнгө,3715.538
2020-02-01,Нийт хөрөнгө,35007.582
2020-02-01,Нийт өр төлбөр,31297.002
2020-02-01,Өөрийн хөрөнгө,3710.579
2020-03-01,Нийт хөрөнгө,34853.715
2020-03-01,Нийт өр төлбөр,31209.828
2020-03-01,Өөрийн хөрөнгө,3643.887
2020-04-01,Нийт хөрөнгө,34573.438
2020-04-01,Нийт өр төлбөр,30948.792
2020-04-01,Өөрийн хөрөнгө,3624.646
2020-05-01,Нийт хөрөнгө,33276.848
2020-05-01,Нийт өр төлбөр,29606.504
2020-05-01,Өөрийн хөрөнгө,3670.345
2020-06-01,Нийт хөрөнгө,34203.081
2020-06-01,Нийт өр төлбөр,30454.487
2020-06-01,Өөрийн хөрөнгө,3748.594
2020-07-01,Нийт хөрөнгө,34315.574
2020-07-01,Нийт өр төлбөр,30535.492
2020-07-01,Өөрийн хөрөнгө,3780.082
2020-08-01,Нийт хөрөнгө,34384.31
2020-08-01,Нийт өр төлбөр,30595.476
2020-08-01,Өөрийн хөрөнгө,3788.834
2020-09-01,Нийт хөрөнгө,35262.79
2020-09-01,Нийт өр төлбөр,31583.506
2020-09-01,Өөрийн хөрөнгө,3679.284
2020-10-01,Нийт хөрөнгө,34920.345
2020-10-01,Нийт өр төлбөр,31237.882
2020-10-01,Өөрийн хөрөнгө,3682.463
2020-11-01,Нийт хөрөнгө,35810.451
2020-11-01,Нийт өр төлбөр,32065.193
2020-11-01,Өөрийн хөрөнгө,3745.258
2020-12-01,Нийт хөрөнгө,36587.143
2020-12-01,Нийт өр төлбөр,32837.74
2020-12-01,Өөрийн хөрөнгө,3749.402
2021-01-01,Нийт хөрөнгө,36386.914
2021-01-01,Нийт өр төлбөр,32616.631
2021-01-01,Өөрийн хөрөнгө,3770.283
2021-02-01,Нийт хөрөнгө,37102.462
2021-02-01,Нийт өр төлбөр,33300.909
2021-02-01,Өөрийн хөрөнгө,3801.554
2021-03-01,Нийт хөрөнгө,37237.767
2021-03-01,Нийт өр төлбөр,33396.668
2021-03-01,Өөрийн хөрөнгө,3841.099
2021-04-01,Нийт хөрөнгө,38643.413
2021-04-01,Нийт өр төлбөр,34788.396
2021-04-01,Өөрийн хөрөнгө,3855.017
2021-05-01,Нийт хөрөнгө,39063.452
2021-05-01,Нийт өр төлбөр,35148.272
2021-05-01,Өөрийн хөрөнгө,3915.181
2021-06-01,Нийт хөрөнгө,39986.402
2021-06-01,Нийт өр төлбөр,36157.946
2021-06-01,Өөрийн хөрөнгө,3828.456
2021-07-01,Нийт хөрөнгө,39649.724
2021-07-01,Нийт өр төлбөр,35849.312
2021-07-01,Өөрийн хөрөнгө,3800.412
2021-08-01,Нийт хөрөнгө,39802.171
2021-08-01,Нийт өр төлбөр,35973.223
2021-08-01,Өөрийн хөрөнгө,3828.949
2021-09-01,Нийт хөрөнгө,39604.229
2021-09-01,Нийт өр төлбөр,35723.082
2021-09-01,Өөрийн хөрөнгө,3881.147
2021-10-01,Нийт хөрөнгө,39801.546
2021-10-01,Нийт өр төлбөр,35964.437
2021-10-01,Өөрийн хөрөнгө,3837.108
2021-11-01,Нийт хөрөнгө,40032.107
2021-11-01,Нийт өр төлбөр,36170.55
2021-11-01,Өөрийн хөрөнгө,3861.557
2021-12-01,Нийт хөрөнгө,40935.606
2021-12-01,Нийт өр төлбөр,36922.914
2021-12-01,Өөрийн хөрөнгө,4012.693
2022-01-01,Нийт хөрөнгө,39947.538
2022-01-01,Нийт өр төлбөр,35943.141
2022-01-01,Өөрийн хөрөнгө,4004.397
2022-02-01,Нийт хөрөнгө,44123.519
2022-02-01,Нийт өр төлбөр,39229.287
2022-02-01,Өөрийн хөрөнгө,4894.232
2022-03-01,Нийт хөрөнгө,40012.379
2022-03-01,Нийт өр төлбөр,35696.092
2022-03-01,Өөрийн хөрөнгө,4316.287
2022-04-01,Нийт хөрөнгө,41293.336
2022-04-01,Нийт өр төлбөр,36898.303
2022-04-01,Өөрийн хөрөнгө,4395.033
2022-05-01,Нийт хөрөнгө,41797.074
2022-05-01,Нийт өр төлбөр,37293.283
2022-05-01,Өөрийн хөрөнгө,4503.791
2022-06-01,Нийт хөрөнгө,42108.061
2022-06-01,Нийт өр төлбөр,37452.981
2022-06-01,Өөрийн хөрөнгө,4655.079
2022-07-01,Нийт хөрөнгө,41310.116
2022-07-01,Нийт өр төлбөр,36843.222
2022-07-01,Өөрийн хөрөнгө,4466.895
2022-08-01,Нийт хөрөнгө,40194.69
2022-08-01,Нийт өр төлбөр,35787.064
2022-08-01,Өөрийн хөрөнгө,4407.627
2022-09-01,Нийт хөрөнгө,41406.591
2022-09-01,Нийт өр төлбөр,36887.694
2022-09-01,Өөрийн хөрөнгө,4518.897
2022-10-01,Нийт хөрөнгө,41769.785
2022-10-01,Нийт өр төлбөр,37211.837
2022-10-01,Өөрийн хөрөнгө,4557.948
2022-11-01,Нийт хөрөнгө,41766.33
2022-11-01,Нийт өр төлбөр,37107.673
2022-11-01,Өөрийн хөрөнгө,4658.657
2022-12-01,Нийт хөрөнгө,45955.646
2022-12-01,Нийт өр төлбөр,40976.596
2022-12-01,Өөрийн хөрөнгө,4979.05
2023-01-01,Нийт хөрөнгө,45398.376
2023-01-01,Нийт өр төлбөр,40282.168
2023-01-01,Өөрийн хөрөнгө,5116.207
2023-02-01,Нийт хөрөнгө,45189.528
2023-02-01,Нийт өр төлбөр,40014.588
2023-02-01,Өөрийн хөрөнгө,5174.94
2023-03-01,Нийт хөрөнгө,46402.517
2023-03-01,Нийт өр төлбөр,41373.824
2023-03-01,Өөрийн хөрөнгө,5028.693
2023-04-01,Нийт хөрөнгө,46173.887
2023-04-01,Нийт өр төлбөр,40994.054
2023-04-01,Өөрийн хөрөнгө,5179.834
2023-05-01,Нийт хөрөнгө,46713.994
2023-05-01,Нийт өр төлбөр,41590.866
2023-05-01,Өөрийн хөрөнгө,5123.128
2023-06-01,Нийт хөрөнгө,47997.948
2023-06-01,Нийт өр төлбөр,42470.161
2023-06-01,Өөрийн хөрөнгө,5527.787
2023-07-01,Нийт хөрөнгө,48001.574
2023-07-01,Нийт өр төлбөр,42386.251
2023-07-01,Өөрийн хөрөнгө,5615.323
2023-08-01,Нийт хөрөнгө,48911.183
2023-08-01,Нийт өр төлбөр,43245.045
2023-08-01,Өөрийн хөрөнгө,5666.138
2023-09-01,Нийт хөрөнгө,49551.861
2023-09-01,Нийт өр төлбөр,43747.525
2023-09-01,Өөрийн хөрөнгө,5804.336
2023-10-01,Нийт хөрөнгө,49877.147
2023-10-01,Нийт өр төлбөр,43998.988
2023-10-01,Өөрийн хөрөнгө,5878.159
2023-11-01,Нийт хөрөнгө,52290.293
2023-11-01,Нийт өр төлбөр,46297.863
2023-11-01,Өөрийн хөрөнгө,5992.43
2023-12-01,Нийт хөрөнгө,57069.692
2023-12-01,Нийт өр төлбөр,50887.379
2023-12-01,Өөрийн хөрөнгө,6182.314
2024-01-01,Нийт хөрөнгө,54201.928
2024-01-01,Нийт өр төлбөр,47896.471
2024-01-01,Өөрийн хөрөнгө,6305.457
2024-02-01,Нийт хөрөнгө,54295.895
2024-02-01,Нийт өр төлбөр,47932.908
2024-02-01,Өөрийн хөрөнгө,6362.987
2024-03-01,Нийт хөрөнгө,54981.789
2024-03-01,Нийт өр төлбөр,48515.198
2024-03-01,Өөрийн хөрөнгө,6466.591
2024-04-01,Нийт хөрөнгө,55008.464
2024-04-01,Нийт өр төлбөр,48902.813
2024-04-01,Өөрийн хөрөнгө,6105.65
2024-05-01,Нийт хөрөнгө,57565.936
2024-05-01,Нийт өр төлбөр,51185.228
2024-05-01,Өөрийн хөрөнгө,6380.708
2024-06-01,Нийт хөрөнгө,62184.86
2024-06-01,Нийт өр төлбөр,55661.398
2024-06-01,Өөрийн хөрөнгө,6523.462
2024-07-01,Нийт хөрөнгө,61135.613
2024-07-01,Нийт өр төлбөр,54484.114
2024-07-01,Өөрийн хөрөнгө,6651.499
2024-08-01,Нийт хөрөнгө,61433.45
2024-08-01,Нийт өр төлбөр,54564.164
2024-08-01,Өөрийн хөрөнгө,6869.286
2024-09-01,Нийт хөрөнгө,62687.276
2024-09-01,Нийт өр төлбөр,55728.468
2024-09-01,Өөрийн хөрөнгө,6958.808
2024-10-01,Нийт хөрөнгө,62889.773
2024-10-01,Нийт өр төлбөр,55872.176
2024-10-01,Өөрийн хөрөнгө,7017.597
2024-11-01,Нийт хөрөнгө,62490.329
2024-11-01,Нийт өр төлбөр,55393.386
2024-11-01,Өөрийн хөрөнгө,7096.943
2024-12-01,Нийт хөрөнгө,71238.146
2024-12-01,Нийт өр төлбөр,63899.262
2024-12-01,Өөрийн хөрөнгө,7338.884
2025-01-01,Нийт хөрөнгө,65895.936
2025-01-01,Нийт өр төлбөр,58435.994
2025-01-01,Өөрийн хөрөнгө,7459.942
2025-02-01,Нийт хөрөнгө,66241.998
2025-02-01,Нийт өр төлбөр,58664.501
2025-02-01,Өөрийн хөрөнгө,7577.497
2025-03-01,Нийт хөрөнгө,69989.442
2025-03-01,Нийт өр төлбөр,62246.857
2025-03-01,Өөрийн хөрөнгө,7742.584
2025-04-01,Нийт хөрөнгө,67244.459
2025-04-01,Нийт өр төлбөр,59847.277
2025-04-01,Өөрийн хөрөнгө,7397.183
2025-05-01,Нийт хөрөнгө,68207.173
2025-05-01,Нийт өр төлбөр,60724.699
2025-05-01,Өөрийн хөрөнгө,7482.474
2025-06-01,Нийт хөрөнгө,72599.608
2025-06-01,Нийт өр төлбөр,64994.154
2025-06-01,Өөрийн хөрөнгө,7605.455
2025-07-01,Нийт хөрөнгө,70133.414
2025-07-01,Нийт өр төлбөр,62423.613
2025-07-01,Өөрийн хөрөнгө,7709.801
2025-08-01,Нийт хөрөнгө,72123.542
2025-08-01,Нийт өр төлбөр,64325.688
2025-08-01,Өөрийн хөрөнгө,7797.854
2025-09-01,Нийт хөрөнгө,75584.329
2025-09-01,Нийт өр төлбөр,67626.799
2025-09-01,Өөрийн хөрөнгө,7957.531
2025-10-01,Нийт хөрөнгө,73718.637
2025-10-01,Нийт өр төлбөр,65696.025
2025-10-01,Өөрийн хөрөнгө,8022.612
2025-11-01,Нийт хөрөнгө,74392.734
2025-11-01,Нийт өр төлбөр,66265.379
2025-11-01,Өөрийн хөрөнгө,8127.354
2025-12-01,Нийт хөрөнгө,85425.638
2025-12-01,Нийт өр төлбөр,76970.509
2025-12-01,Өөрийн хөрөнгө,8455.13
2026-01-01,Нийт хөрөнгө,78700.696
2026-01-01,Нийт өр төлбөр,70167.047
2026-01-01,Өөрийн хөрөнгө,8533.649
2026-02-01,Нийт хөрөнгө,80068.135
2026-02-01,Нийт өр төлбөр,71455.8
2026-02-01,Өөрийн хөрөнгө,8612.336
2026-03-01,Нийт хөрөнгө,85039.788
2026-03-01,Нийт өр төлбөр,76687.49
2026-03-01,Өөрийн хөрөнгө,8352.298
2026-04-01,Нийт хөрөнгө,84174.837
2026-04-01,Нийт өр төлбөр,75875.38
2026-04-01,Өөрийн хөрөнгө,8299.457
2026-05-01,Нийт хөрөнгө,86616.011
2026-05-01,Нийт өр төлбөр,78200.937
2026-05-01,Өөрийн хөрөнгө,8415.074
2026-06-01,Нийт хөрөнгө,92008.677
2026-06-01,Нийт өр төлбөр,83366.928
2026-06-01,Өөрийн хөрөнгө,8641.749
2026-07-01,Нийт хөрөнгө,88314.736
2026-07-01,Нийт өр төлбөр,79538.707
2026-07-01,Өөрийн хөрөнгө,8776.029
