date,category,cpi_index
2015-02,Communication,101.8
2015-02,Restaurants and hotels,77.5
2015-02,Health,74.3
2015-02,Education,64.1
2015-02,Food and non-alcoholic beverages,76.5
2015-02,"Alcoholic beverages, tobacco",82.6
2015-02,Transport,86.7
2015-02,Recreation and culture,76.8
2015-02,"Furnishings, household equipment",81.5
2015-02,Miscellaneous goods and services,77.8
2015-03,"Alcoholic beverages, tobacco",82.8
2015-03,Recreation and culture,77.1
2015-03,Communication,101.7
2015-03,Miscellaneous goods and services,78.4
2015-03,Transport,86.8
2015-03,"Clothing, footwear and cloth",79.6
2015-03,"Housing, water, electricity and fuels",74.8
2015-03,Health,74.4
2015-03,Food and non-alcoholic beverages,78.5
2015-03,Education,64.1
2015-03,"Furnishings, household equipment",82.0
2015-03,Restaurants and hotels,78.4
2015-04,Miscellaneous goods and services,78.7
2015-04,"Alcoholic beverages, tobacco",83.0
2015-04,Education,64.1
2015-04,Food and non-alcoholic beverages,80.6
2015-04,Recreation and culture,77.9
2015-04,"Housing, water, electricity and fuels",74.0
2015-04,Health,74.8
2015-04,Transport,86.9
2015-04,"Furnishings, household equipment",82.8
2015-04,Communication,101.8
2015-04,"Clothing, footwear and cloth",80.2
2015-04,Restaurants and hotels,78.5
2015-05,"Housing, water, electricity and fuels",73.7
2015-05,"Alcoholic beverages, tobacco",83.2
2015-05,"Furnishings, household equipment",83.2
2015-05,Health,75.1
2015-05,Transport,86.7
2015-05,Miscellaneous goods and services,79.3
2015-05,"Clothing, footwear and cloth",80.6
2015-05,Restaurants and hotels,79.3
2015-05,Communication,101.8
2015-05,Recreation and culture,78.2
2015-05,Food and non-alcoholic beverages,81.2
2015-05,Education,64.1
2015-06,Health,75.0
2015-06,Food and non-alcoholic beverages,80.9
2015-06,Transport,86.8
2015-06,Education,64.1
2015-06,Miscellaneous goods and services,79.8
2015-06,Restaurants and hotels,79.7
2015-06,"Clothing, footwear and cloth",80.8
2015-06,Recreation and culture,77.6
2015-06,"Housing, water, electricity and fuels",73.5
2015-06,"Alcoholic beverages, tobacco",83.5
2015-06,"Furnishings, household equipment",83.5
2015-06,Communication,101.4
2015-07,Recreation and culture,77.7
2015-07,"Clothing, footwear and cloth",80.8
2015-07,Food and non-alcoholic beverages,80.8
2015-07,Miscellaneous goods and services,80.6
2015-07,Communication,101.2
2015-07,Health,75.4
2015-07,Transport,86.9
2015-07,"Alcoholic beverages, tobacco",83.6
2015-07,"Housing, water, electricity and fuels",73.3
2015-07,Education,64.1
2015-07,Restaurants and hotels,79.8
2015-07,"Furnishings, household equipment",83.7
2015-08,Restaurants and hotels,79.9
2015-08,"Clothing, footwear and cloth",81.0
2015-08,"Furnishings, household equipment",84.0
2015-08,Food and non-alcoholic beverages,77.3
2015-08,Recreation and culture,77.9
2015-08,Education,78.8
2015-08,Transport,86.8
2015-08,Health,75.5
2015-08,Communication,101.2
2015-08,"Housing, water, electricity and fuels",73.7
2015-08,"Alcoholic beverages, tobacco",83.6
2015-08,Miscellaneous goods and services,80.8
2015-09,Transport,86.9
2015-09,"Housing, water, electricity and fuels",74.4
2015-09,Miscellaneous goods and services,81.0
2015-09,Communication,101.2
2015-09,"Clothing, footwear and cloth",81.2
2015-09,"Furnishings, household equipment",84.4
2015-09,"Alcoholic beverages, tobacco",83.6
2015-09,Education,78.8
2015-09,Health,76.1
2015-09,Recreation and culture,78.0
2015-09,Restaurants and hotels,80.4
2015-09,Food and non-alcoholic beverages,74.6
2015-10,Restaurants and hotels,80.3
2015-10,Education,78.8
2015-10,Health,76.3
2015-10,Food and non-alcoholic beverages,72.1
2015-10,Transport,86.9
2015-10,Communication,101.1
2015-10,Miscellaneous goods and services,80.9
2015-10,"Housing, water, electricity and fuels",75.3
2015-10,"Furnishings, household equipment",84.5
2015-10,Recreation and culture,77.9
2015-10,"Alcoholic beverages, tobacco",83.4
2015-10,"Clothing, footwear and cloth",81.7
2015-11,Restaurants and hotels,80.1
2015-11,"Alcoholic beverages, tobacco",83.4
2015-11,Communication,101.1
2015-11,Miscellaneous goods and services,81.1
2015-11,"Clothing, footwear and cloth",82.3
2015-11,"Housing, water, electricity and fuels",78.4
2015-11,"Furnishings, household equipment",84.8
2015-11,Health,76.2
2015-11,Transport,87.2
2015-11,Food and non-alcoholic beverages,71.0
2015-11,Education,78.8
2015-11,Recreation and culture,78.0
2015-12,Education,78.8
2015-12,"Clothing, footwear and cloth",82.5
2015-12,Recreation and culture,78.2
2015-12,"Furnishings, household equipment",84.9
2015-12,Food and non-alcoholic beverages,70.6
2015-12,"Alcoholic beverages, tobacco",83.4
2015-12,Restaurants and hotels,80.6
2015-12,Miscellaneous goods and services,81.3
2015-12,Communication,101.1
2015-12,"Housing, water, electricity and fuels",77.4
2015-12,Transport,87.0
2015-12,Health,76.7
2016-01,Communication,100.8
2016-01,Transport,85.4
2016-01,Health,76.9
2016-01,Miscellaneous goods and services,80.4
2016-01,"Clothing, footwear and cloth",82.1
2016-01,Food and non-alcoholic beverages,72.2
2016-01,"Furnishings, household equipment",84.9
2016-01,"Housing, water, electricity and fuels",77.1
2016-01,Education,79.5
2016-01,Recreation and culture,78.3
2016-01,"Alcoholic beverages, tobacco",83.3
2016-01,Restaurants and hotels,79.9
2016-02,"Furnishings, household equipment",85.0
2016-02,Education,79.5
2016-02,Recreation and culture,78.4
2016-02,"Alcoholic beverages, tobacco",83.2
2016-02,Communication,100.8
2016-02,Transport,84.9
2016-02,Miscellaneous goods and services,80.6
2016-02,Health,76.9
2016-02,"Housing, water, electricity and fuels",76.3
2016-02,Food and non-alcoholic beverages,74.0
2016-02,"Clothing, footwear and cloth",82.4
2016-02,Restaurants and hotels,79.9
2016-03,Miscellaneous goods and services,80.7
2016-03,Restaurants and hotels,79.9
2016-03,Transport,84.9
2016-03,"Furnishings, household equipment",85.1
2016-03,"Alcoholic beverages, tobacco",83.2
2016-03,Food and non-alcoholic beverages,75.3
2016-03,Communication,100.8
2016-03,"Housing, water, electricity and fuels",75.8
2016-03,Health,76.9
2016-03,"Clothing, footwear and cloth",82.5
2016-03,Education,79.5
2016-03,Recreation and culture,78.4
2016-04,"Alcoholic beverages, tobacco",83.2
2016-04,"Housing, water, electricity and fuels",75.8
2016-04,Transport,84.8
2016-04,"Clothing, footwear and cloth",82.7
2016-04,Recreation and culture,78.5
2016-04,Communication,100.7
2016-04,Miscellaneous goods and services,80.6
2016-04,Education,79.5
2016-04,Restaurants and hotels,79.9
2016-04,Health,77.0
2016-04,Food and non-alcoholic beverages,78.5
2016-04,"Furnishings, household equipment",85.2
2016-05,Recreation and culture,78.5
2016-05,"Housing, water, electricity and fuels",75.6
2016-05,Miscellaneous goods and services,80.7
2016-05,Restaurants and hotels,80.4
2016-05,Health,77.0
2016-05,Food and non-alcoholic beverages,78.8
2016-05,Communication,100.6
2016-05,Transport,84.8
2016-05,"Clothing, footwear and cloth",82.7
2016-05,"Furnishings, household equipment",85.3
2016-05,"Alcoholic beverages, tobacco",83.2
2016-05,Education,79.5
2016-06,Communication,100.3
2016-06,Health,77.1
2016-06,"Furnishings, household equipment",85.4
2016-06,Education,79.5
2016-06,Restaurants and hotels,80.4
2016-06,Miscellaneous goods and services,80.8
2016-06,"Alcoholic beverages, tobacco",83.7
2016-06,"Clothing, footwear and cloth",82.8
2016-06,Recreation and culture,78.5
2016-06,"Housing, water, electricity and fuels",75.1
2016-06,Transport,84.5
2016-06,Food and non-alcoholic beverages,78.2
2016-07,Miscellaneous goods and services,81.0
2016-07,"Alcoholic beverages, tobacco",83.8
2016-07,Education,79.5
2016-07,"Furnishings, household equipment",85.8
2016-07,Recreation and culture,78.8
2016-07,Health,77.7
2016-07,"Clothing, footwear and cloth",83.4
2016-07,Communication,100.3
2016-07,Restaurants and hotels,80.9
2016-07,"Housing, water, electricity and fuels",75.8
2016-07,Food and non-alcoholic beverages,77.4
2016-07,Transport,84.6
2016-08,Restaurants and hotels,80.9
2016-08,"Housing, water, electricity and fuels",75.9
2016-08,Recreation and culture,78.9
2016-08,Food and non-alcoholic beverages,74.3
2016-08,Transport,85.4
2016-08,Health,78.0
2016-08,"Alcoholic beverages, tobacco",83.6
2016-08,Education,82.4
2016-08,"Furnishings, household equipment",86.1
2016-08,Communication,100.0
2016-08,"Clothing, footwear and cloth",83.1
2016-08,Miscellaneous goods and services,81.8
2016-09,Recreation and culture,78.9
2016-09,"Alcoholic beverages, tobacco",84.0
2016-09,Education,82.4
2016-09,"Furnishings, household equipment",86.1
2016-09,Communication,100.0
2016-09,Transport,85.2
2016-09,"Clothing, footwear and cloth",83.2
2016-09,Restaurants and hotels,80.9
2016-09,Miscellaneous goods and services,82.2
2016-09,Health,78.1
2016-09,Food and non-alcoholic beverages,72.5
2016-09,"Housing, water, electricity and fuels",76.1
2016-10,Miscellaneous goods and services,81.9
2016-10,"Housing, water, electricity and fuels",76.8
2016-10,"Furnishings, household equipment",85.8
2016-10,Education,82.3
2016-10,Communication,99.9
2016-10,"Alcoholic beverages, tobacco",83.9
2016-10,"Clothing, footwear and cloth",83.2
2016-10,Recreation and culture,78.0
2016-10,Health,77.9
2016-10,Restaurants and hotels,80.9
2016-10,Transport,85.3
2016-10,Food and non-alcoholic beverages,70.7
2016-11,Recreation and culture,78.0
2016-11,Miscellaneous goods and services,82.5
2016-11,"Housing, water, electricity and fuels",78.7
2016-11,"Furnishings, household equipment",86.1
2016-11,Education,82.3
2016-11,Health,78.4
2016-11,"Clothing, footwear and cloth",84.0
2016-11,Communication,99.9
2016-11,Food and non-alcoholic beverages,70.6
2016-11,Transport,85.5
2016-11,Restaurants and hotels,81.0
2016-11,"Alcoholic beverages, tobacco",84.0
2016-12,Recreation and culture,78.1
2016-12,"Housing, water, electricity and fuels",78.7
2016-12,Miscellaneous goods and services,83.1
2016-12,"Furnishings, household equipment",86.3
2016-12,Education,82.3
2016-12,"Alcoholic beverages, tobacco",84.1
2016-12,Health,78.7
2016-12,Restaurants and hotels,81.3
2016-12,Transport,85.5
2016-12,Communication,99.9
2016-12,"Clothing, footwear and cloth",84.4
2016-12,Food and non-alcoholic beverages,71.8
2017-01,Health,78.6
2017-01,Communication,99.8
2017-01,"Alcoholic beverages, tobacco",84.4
2017-01,Restaurants and hotels,80.8
2017-01,"Furnishings, household equipment",86.2
2017-01,Recreation and culture,79.0
2017-01,Miscellaneous goods and services,83.5
2017-01,Food and non-alcoholic beverages,75.1
2017-01,"Clothing, footwear and cloth",84.4
2017-01,Transport,85.5
2017-01,Education,81.7
2017-01,"Housing, water, electricity and fuels",77.2
2017-02,"Furnishings, household equipment",86.4
2017-02,Restaurants and hotels,80.9
2017-02,"Clothing, footwear and cloth",83.8
2017-02,Health,78.8
2017-02,"Housing, water, electricity and fuels",77.2
2017-02,Food and non-alcoholic beverages,77.2
2017-02,Miscellaneous goods and services,83.7
2017-02,Recreation and culture,79.0
2017-02,"Alcoholic beverages, tobacco",84.5
2017-02,Communication,99.8
2017-02,Transport,86.6
2017-02,Education,81.7
2017-03,Health,79.4
2017-03,Food and non-alcoholic beverages,79.2
2017-03,Education,81.7
2017-03,Miscellaneous goods and services,83.9
2017-03,"Housing, water, electricity and fuels",77.3
2017-03,Restaurants and hotels,79.2
2017-03,Transport,88.7
2017-03,"Furnishings, household equipment",86.7
2017-03,"Clothing, footwear and cloth",84.2
2017-03,Communication,100.4
2017-03,"Alcoholic beverages, tobacco",85.4
2017-03,Recreation and culture,79.3
2017-04,Recreation and culture,80.3
2017-04,"Furnishings, household equipment",86.9
2017-04,Miscellaneous goods and services,84.6
2017-04,"Alcoholic beverages, tobacco",85.2
2017-04,Transport,91.2
2017-04,Restaurants and hotels,79.7
2017-04,Food and non-alcoholic beverages,81.1
2017-04,"Housing, water, electricity and fuels",76.9
2017-04,Health,80.4
2017-04,"Clothing, footwear and cloth",84.6
2017-04,Communication,100.4
2017-04,Education,81.7
2017-05,"Housing, water, electricity and fuels",76.5
2017-05,"Furnishings, household equipment",87.4
2017-05,Health,80.7
2017-05,"Clothing, footwear and cloth",84.7
2017-05,Recreation and culture,80.3
2017-05,Education,81.7
2017-05,"Alcoholic beverages, tobacco",85.4
2017-05,Restaurants and hotels,79.8
2017-05,Communication,100.3
2017-05,Miscellaneous goods and services,85.3
2017-05,Transport,92.9
2017-05,Food and non-alcoholic beverages,81.6
2017-06,Restaurants and hotels,80.8
2017-06,Health,80.8
2017-06,Transport,93.0
2017-06,"Housing, water, electricity and fuels",76.0
2017-06,Food and non-alcoholic beverages,79.7
2017-06,"Furnishings, household equipment",87.6
2017-06,"Clothing, footwear and cloth",84.8
2017-06,Recreation and culture,80.3
2017-06,Communication,100.2
2017-06,Miscellaneous goods and services,85.6
2017-06,"Alcoholic beverages, tobacco",85.8
2017-06,Education,81.7
2017-07,"Clothing, footwear and cloth",84.9
2017-07,"Furnishings, household equipment",87.8
2017-07,Transport,93.1
2017-07,Food and non-alcoholic beverages,79.8
2017-07,"Alcoholic beverages, tobacco",85.8
2017-07,Education,81.7
2017-07,Miscellaneous goods and services,85.7
2017-07,Health,80.8
2017-07,Communication,100.2
2017-07,"Housing, water, electricity and fuels",76.0
2017-07,Restaurants and hotels,80.9
2017-07,Recreation and culture,80.2
2017-08,Health,81.3
2017-08,Education,86.2
2017-08,"Housing, water, electricity and fuels",78.9
2017-08,"Furnishings, household equipment",87.9
2017-08,Food and non-alcoholic beverages,79.8
2017-08,Restaurants and hotels,81.1
2017-08,Miscellaneous goods and services,86.2
2017-08,Transport,93.2
2017-08,Recreation and culture,80.4
2017-08,"Clothing, footwear and cloth",85.1
2017-08,Communication,100.2
2017-08,"Alcoholic beverages, tobacco",85.8
2017-09,Transport,93.9
2017-09,Restaurants and hotels,82.1
2017-09,Education,86.2
2017-09,Communication,100.1
2017-09,"Housing, water, electricity and fuels",80.2
2017-09,Recreation and culture,80.6
2017-09,Health,81.5
2017-09,"Furnishings, household equipment",88.1
2017-09,Miscellaneous goods and services,86.3
2017-09,"Alcoholic beverages, tobacco",85.9
2017-09,Food and non-alcoholic beverages,79.0
2017-09,"Clothing, footwear and cloth",86.0
2017-10,Health,82.9
2017-10,Transport,94.3
2017-10,"Clothing, footwear and cloth",86.9
2017-10,Education,86.2
2017-10,Communication,100.0
2017-10,Miscellaneous goods and services,87.2
2017-10,"Housing, water, electricity and fuels",82.3
2017-10,"Furnishings, household equipment",89.0
2017-10,Restaurants and hotels,82.5
2017-10,"Alcoholic beverages, tobacco",86.8
2017-10,Recreation and culture,81.4
2017-10,Food and non-alcoholic beverages,78.0
2017-11,Restaurants and hotels,81.5
2017-11,Recreation and culture,81.7
2017-11,Miscellaneous goods and services,88.7
2017-11,"Furnishings, household equipment",89.8
2017-11,Transport,93.6
2017-11,Education,86.2
2017-11,"Alcoholic beverages, tobacco",87.1
2017-11,"Housing, water, electricity and fuels",82.3
2017-11,Health,84.0
2017-11,Communication,99.8
2017-11,"Clothing, footwear and cloth",87.5
2017-11,Food and non-alcoholic beverages,77.7
2017-12,Restaurants and hotels,83.2
2017-12,"Housing, water, electricity and fuels",82.9
2017-12,Recreation and culture,82.0
2017-12,Health,85.4
2017-12,"Clothing, footwear and cloth",87.8
2017-12,Food and non-alcoholic beverages,78.1
2017-12,Miscellaneous goods and services,89.1
2017-12,"Alcoholic beverages, tobacco",87.4
2017-12,Transport,94.3
2017-12,Communication,99.6
2017-12,Education,86.2
2017-12,"Furnishings, household equipment",90.5
2018-01,Health,86.3
2018-01,Recreation and culture,81.9
2018-01,"Housing, water, electricity and fuels",85.9
2018-01,Miscellaneous goods and services,89.7
2018-01,"Alcoholic beverages, tobacco",91.4
2018-01,Education,86.2
2018-01,Communication,99.5
2018-01,Food and non-alcoholic beverages,79.5
2018-01,Restaurants and hotels,83.2
2018-01,Transport,95.4
2018-01,"Clothing, footwear and cloth",88.2
2018-01,"Furnishings, household equipment",91.4
2018-02,Education,86.2
2018-02,Food and non-alcoholic beverages,81.8
2018-02,Communication,99.5
2018-02,Recreation and culture,82.0
2018-02,"Housing, water, electricity and fuels",85.9
2018-02,"Clothing, footwear and cloth",87.6
2018-02,Restaurants and hotels,83.7
2018-02,"Furnishings, household equipment",91.6
2018-02,Transport,96.6
2018-02,"Alcoholic beverages, tobacco",92.1
2018-02,Miscellaneous goods and services,89.7
2018-02,Health,86.5
2018-03,Education,86.2
2018-03,Food and non-alcoholic beverages,83.9
2018-03,"Furnishings, household equipment",91.9
2018-03,Communication,99.4
2018-03,Miscellaneous goods and services,90.2
2018-03,Health,87.5
2018-03,"Alcoholic beverages, tobacco",91.9
2018-03,Recreation and culture,82.3
2018-03,Restaurants and hotels,84.0
2018-03,Transport,96.8
2018-03,"Clothing, footwear and cloth",87.4
2018-03,"Housing, water, electricity and fuels",87.6
2018-04,"Alcoholic beverages, tobacco",92.5
2018-04,Recreation and culture,82.5
2018-04,Restaurants and hotels,84.1
2018-04,Food and non-alcoholic beverages,86.1
2018-04,Miscellaneous goods and services,90.2
2018-04,Transport,96.8
2018-04,"Furnishings, household equipment",92.3
2018-04,Education,86.2
2018-04,Health,88.2
2018-04,"Clothing, footwear and cloth",87.1
2018-04,"Housing, water, electricity and fuels",86.9
2018-04,Communication,99.2
2018-05,"Housing, water, electricity and fuels",87.0
2018-05,"Furnishings, household equipment",92.6
2018-05,Education,86.2
2018-05,Recreation and culture,83.4
2018-05,Health,88.5
2018-05,"Clothing, footwear and cloth",87.4
2018-05,Restaurants and hotels,84.4
2018-05,Transport,97.5
2018-05,Communication,99.3
2018-05,Miscellaneous goods and services,89.4
2018-05,Food and non-alcoholic beverages,87.3
2018-05,"Alcoholic beverages, tobacco",92.6
2018-06,Recreation and culture,85.5
2018-06,Health,89.5
2018-06,Communication,99.0
2018-06,Education,86.2
2018-06,"Clothing, footwear and cloth",87.1
2018-06,Restaurants and hotels,85.0
2018-06,"Alcoholic beverages, tobacco",92.9
2018-06,"Furnishings, household equipment",92.8
2018-06,"Housing, water, electricity and fuels",87.4
2018-06,Miscellaneous goods and services,90.2
2018-06,Transport,97.6
2018-06,Food and non-alcoholic beverages,88.3
2018-07,Restaurants and hotels,85.6
2018-07,"Clothing, footwear and cloth",87.5
2018-07,Transport,99.0
2018-07,Communication,99.0
2018-07,Health,90.3
2018-07,Education,86.2
2018-07,Recreation and culture,86.8
2018-07,"Housing, water, electricity and fuels",87.3
2018-07,Food and non-alcoholic beverages,88.6
2018-07,"Furnishings, household equipment",93.1
2018-07,"Alcoholic beverages, tobacco",93.8
2018-07,Miscellaneous goods and services,90.3
2018-08,Recreation and culture,87.9
2018-08,"Alcoholic beverages, tobacco",92.7
2018-08,"Housing, water, electricity and fuels",87.6
2018-08,"Furnishings, household equipment",93.3
2018-08,Restaurants and hotels,86.2
2018-08,"Clothing, footwear and cloth",88.2
2018-08,Health,91.7
2018-08,Miscellaneous goods and services,90.3
2018-08,Education,91.1
2018-08,Transport,98.5
2018-08,Food and non-alcoholic beverages,84.3
2018-08,Communication,99.6
2018-09,"Housing, water, electricity and fuels",88.9
2018-09,Miscellaneous goods and services,90.8
2018-09,Health,92.8
2018-09,"Furnishings, household equipment",93.5
2018-09,Education,91.1
2018-09,"Alcoholic beverages, tobacco",93.4
2018-09,Communication,99.8
2018-09,"Clothing, footwear and cloth",88.7
2018-09,Transport,99.6
2018-09,Restaurants and hotels,85.3
2018-09,Food and non-alcoholic beverages,82.3
2018-09,Recreation and culture,89.0
2018-10,Food and non-alcoholic beverages,82.2
2018-10,"Clothing, footwear and cloth",89.9
2018-10,"Furnishings, household equipment",93.9
2018-10,Miscellaneous goods and services,91.3
2018-10,Health,93.4
2018-10,Restaurants and hotels,85.6
2018-10,Education,91.1
2018-10,"Housing, water, electricity and fuels",91.4
2018-10,"Alcoholic beverages, tobacco",93.8
2018-10,Communication,99.9
2018-10,Transport,102.1
2018-10,Recreation and culture,89.5
2018-11,Food and non-alcoholic beverages,83.7
2018-11,Education,91.1
2018-11,"Alcoholic beverages, tobacco",94.1
2018-11,Transport,104.0
2018-11,Communication,100.0
2018-11,Miscellaneous goods and services,92.3
2018-11,"Housing, water, electricity and fuels",95.5
2018-11,"Clothing, footwear and cloth",91.8
2018-11,Restaurants and hotels,87.4
2018-11,Recreation and culture,90.5
2018-11,"Furnishings, household equipment",94.8
2018-11,Health,94.6
2018-12,Restaurants and hotels,87.4
2018-12,"Clothing, footwear and cloth",92.3
2018-12,Education,91.1
2018-12,"Alcoholic beverages, tobacco",94.4
2018-12,Miscellaneous goods and services,92.5
2018-12,"Furnishings, household equipment",95.1
2018-12,"Housing, water, electricity and fuels",96.5
2018-12,Health,95.1
2018-12,Communication,100.0
2018-12,Transport,103.4
2018-12,Recreation and culture,90.8
2018-12,Food and non-alcoholic beverages,85.2
2019-01,Restaurants and hotels,88.1
2019-01,Transport,101.1
2019-01,"Clothing, footwear and cloth",92.9
2019-01,Communication,100.0
2019-01,"Furnishings, household equipment",95.3
2019-01,Miscellaneous goods and services,92.9
2019-01,"Housing, water, electricity and fuels",95.0
2019-01,Health,95.4
2019-01,Recreation and culture,90.9
2019-01,Education,91.0
2019-01,"Alcoholic beverages, tobacco",95.1
2019-01,Food and non-alcoholic beverages,88.1
2019-02,Health,95.8
2019-02,Restaurants and hotels,88.6
2019-02,Recreation and culture,91.1
2019-02,Communication,100.0
2019-02,Food and non-alcoholic beverages,89.0
2019-02,Transport,101.3
2019-02,Miscellaneous goods and services,93.3
2019-02,"Alcoholic beverages, tobacco",95.4
2019-02,"Clothing, footwear and cloth",93.2
2019-02,Education,91.0
2019-02,"Housing, water, electricity and fuels",95.3
2019-02,"Furnishings, household equipment",95.6
2019-03,"Furnishings, household equipment",95.8
2019-03,"Housing, water, electricity and fuels",95.3
2019-03,"Alcoholic beverages, tobacco",95.6
2019-03,Food and non-alcoholic beverages,90.7
2019-03,"Clothing, footwear and cloth",93.8
2019-03,Recreation and culture,91.2
2019-03,Transport,101.5
2019-03,Restaurants and hotels,89.6
2019-03,Education,91.1
2019-03,Miscellaneous goods and services,93.7
2019-03,Communication,99.9
2019-03,Health,96.2
2019-04,"Furnishings, household equipment",96.1
2019-04,"Clothing, footwear and cloth",94.5
2019-04,Education,91.1
2019-04,Miscellaneous goods and services,94.2
2019-04,"Alcoholic beverages, tobacco",95.9
2019-04,"Housing, water, electricity and fuels",94.6
2019-04,Communication,100.0
2019-04,Restaurants and hotels,89.6
2019-04,Food and non-alcoholic beverages,93.2
2019-04,Recreation and culture,91.7
2019-04,Health,96.5
2019-04,Transport,102.1
2019-05,Recreation and culture,92.1
2019-05,"Housing, water, electricity and fuels",95.6
2019-05,Miscellaneous goods and services,94.9
2019-05,Transport,102.6
2019-05,"Furnishings, household equipment",96.4
2019-05,Health,96.9
2019-05,"Clothing, footwear and cloth",94.9
2019-05,Communication,100.0
2019-05,Education,91.1
2019-05,Restaurants and hotels,90.9
2019-05,Food and non-alcoholic beverages,97.2
2019-05,"Alcoholic beverages, tobacco",96.2
2019-06,"Alcoholic beverages, tobacco",96.5
2019-06,Restaurants and hotels,92.5
2019-06,Miscellaneous goods and services,95.4
2019-06,Recreation and culture,100.3
2019-06,Transport,102.2
2019-06,Communication,100.0
2019-06,"Housing, water, electricity and fuels",97.0
2019-06,"Furnishings, household equipment",96.8
2019-06,Health,97.1
2019-06,Education,91.1
2019-06,Food and non-alcoholic beverages,97.8
2019-06,"Clothing, footwear and cloth",95.6
2019-07,Communication,100.0
2019-07,Restaurants and hotels,93.7
2019-07,Recreation and culture,100.4
2019-07,Health,97.5
2019-07,Food and non-alcoholic beverages,97.0
2019-07,"Clothing, footwear and cloth",95.9
2019-07,Transport,101.9
2019-07,Miscellaneous goods and services,95.6
2019-07,"Alcoholic beverages, tobacco",96.6
2019-07,"Housing, water, electricity and fuels",97.9
2019-07,"Furnishings, household equipment",97.0
2019-07,Education,91.1
2019-08,Food and non-alcoholic beverages,95.5
2019-08,Health,97.7
2019-08,"Housing, water, electricity and fuels",98.4
2019-08,"Alcoholic beverages, tobacco",96.6
2019-08,Recreation and culture,100.5
2019-08,Education,99.8
2019-08,Communication,100.0
2019-08,"Clothing, footwear and cloth",96.3
2019-08,"Furnishings, household equipment",97.3
2019-08,Transport,101.9
2019-08,Miscellaneous goods and services,95.9
2019-08,Restaurants and hotels,95.7
2019-09,Education,99.8
2019-09,"Furnishings, household equipment",97.8
2019-09,Food and non-alcoholic beverages,95.2
2019-09,"Clothing, footwear and cloth",96.6
2019-09,Restaurants and hotels,95.8
2019-09,Communication,100.0
2019-09,"Housing, water, electricity and fuels",98.9
2019-09,Transport,101.7
2019-09,Health,97.8
2019-09,Miscellaneous goods and services,96.2
2019-09,Recreation and culture,100.6
2019-09,"Alcoholic beverages, tobacco",96.8
2019-10,"Housing, water, electricity and fuels",99.2
2019-10,Communication,100.0
2019-10,Education,99.8
2019-10,Restaurants and hotels,95.8
2019-10,Health,97.9
2019-10,"Clothing, footwear and cloth",97.2
2019-10,Recreation and culture,99.1
2019-10,"Alcoholic beverages, tobacco",96.9
2019-10,Transport,101.3
2019-10,Miscellaneous goods and services,96.4
2019-10,Food and non-alcoholic beverages,93.7
2019-10,"Furnishings, household equipment",98.0
2019-11,Food and non-alcoholic beverages,91.6
2019-11,Recreation and culture,99.2
2019-11,"Clothing, footwear and cloth",97.8
2019-11,Transport,101.3
2019-11,Health,98.0
2019-11,Communication,100.0
2019-11,"Housing, water, electricity and fuels",99.3
2019-11,Miscellaneous goods and services,96.5
2019-11,Education,99.8
2019-11,"Furnishings, household equipment",98.1
2019-11,Restaurants and hotels,95.9
2019-11,"Alcoholic beverages, tobacco",97.0
2019-12,Recreation and culture,99.3
2019-12,Transport,101.9
2019-12,Education,99.8
2019-12,"Furnishings, household equipment",98.8
2019-12,"Housing, water, electricity and fuels",99.5
2019-12,"Clothing, footwear and cloth",98.8
2019-12,Health,98.3
2019-12,Miscellaneous goods and services,97.8
2019-12,Food and non-alcoholic beverages,92.3
2019-12,Restaurants and hotels,96.0
2019-12,Communication,100.0
2019-12,"Alcoholic beverages, tobacco",97.5
2020-01,Communication,100.1
2020-01,Food and non-alcoholic beverages,94.9
2020-01,Recreation and culture,99.2
2020-01,"Housing, water, electricity and fuels",99.9
2020-01,Health,98.6
2020-01,Miscellaneous goods and services,98.2
2020-01,Restaurants and hotels,96.3
2020-01,Education,99.8
2020-01,"Alcoholic beverages, tobacco",97.7
2020-01,Transport,102.2
2020-01,"Furnishings, household equipment",99.1
2020-01,"Clothing, footwear and cloth",99.2
2020-01,Insurance and financial services,100.0
2020-02,Restaurants and hotels,97.7
2020-02,Food and non-alcoholic beverages,98.2
2020-02,Health,99.0
2020-02,Recreation and culture,99.2
2020-02,"Clothing, footwear and cloth",99.3
2020-02,"Furnishings, household equipment",99.4
2020-02,"Housing, water, electricity and fuels",100.2
2020-02,Miscellaneous goods and services,98.6
2020-02,Transport,103.2
2020-02,Insurance and financial services,100.0
2020-02,"Alcoholic beverages, tobacco",98.5
2020-02,Communication,100.1
2020-02,Education,99.8
2020-03,Education,99.8
2020-03,Recreation and culture,99.4
2020-03,Transport,104.4
2020-03,"Furnishings, household equipment",99.6
2020-03,Insurance and financial services,100.0
2020-03,Restaurants and hotels,98.9
2020-03,Food and non-alcoholic beverages,100.3
2020-03,Health,99.2
2020-03,"Alcoholic beverages, tobacco",99.4
2020-03,Miscellaneous goods and services,98.8
2020-03,"Housing, water, electricity and fuels",100.2
2020-03,Communication,100.1
2020-03,"Clothing, footwear and cloth",99.4
2020-04,"Alcoholic beverages, tobacco",100.0
2020-04,Health,99.4
2020-04,Communication,100.0
2020-04,Education,99.8
2020-04,Restaurants and hotels,98.9
2020-04,"Housing, water, electricity and fuels",99.9
2020-04,Recreation and culture,99.1
2020-04,Insurance and financial services,100.0
