region,year,sown_area
Ulaanbaatar,2003,1.66
Ulaanbaatar,2004,1.09
Ulaanbaatar,2005,1.11
Ulaanbaatar,2006,1.27
Ulaanbaatar,2007,1.19
Ulaanbaatar,2008,1.15
Ulaanbaatar,2009,1.13
Ulaanbaatar,2010,1.16
Ulaanbaatar,2011,0.99
Ulaanbaatar,2012,1.51
Ulaanbaatar,2013,1.36
Ulaanbaatar,2014,1.4
Ulaanbaatar,2015,1.51
Ulaanbaatar,2016,1.03
Ulaanbaatar,2017,1.08
Ulaanbaatar,2018,1.05
Ulaanbaatar,2019,1.14
Ulaanbaatar,2020,1.87
Ulaanbaatar,2021,1.71
Ulaanbaatar,2022,2.15
Ulaanbaatar,2023,2.36
Ulaanbaatar,2024,1.42
Ulaanbaatar,2025,1.3
Umnugovi,1960,0.5
Umnugovi,1961,1.06
Umnugovi,1962,0.52
Umnugovi,1963,0.19
Umnugovi,1964,0.08
Umnugovi,1965,0.06
Umnugovi,1966,0.04
Umnugovi,1967,0.04
Umnugovi,1968,0.04
Umnugovi,1969,0.07
Umnugovi,1970,0.06
Umnugovi,1971,0.05
Umnugovi,1972,0.09
Umnugovi,1973,0.17
Umnugovi,1974,0.2
Umnugovi,1975,0.28
Umnugovi,1976,0.28
Umnugovi,1977,0.32
Umnugovi,1978,0.34
Umnugovi,1979,0.33
Umnugovi,1980,0.39
Umnugovi,1981,0.42
Umnugovi,1982,0.5
Umnugovi,1983,0.51
Umnugovi,1984,0.48
Umnugovi,1985,0.57
Umnugovi,1986,0.47
Umnugovi,1987,0.43
Umnugovi,1988,0.41
Umnugovi,1989,0.3
Umnugovi,1990,0.14
Umnugovi,1991,0.1
Umnugovi,1992,0.08
Umnugovi,1993,0.16
Umnugovi,1994,0.15
Umnugovi,1995,0.12
Umnugovi,1996,0.11
Umnugovi,1997,0.13
Umnugovi,1998,0.14
Umnugovi,1999,0.16
Umnugovi,2000,0.17
Umnugovi,2001,0.14
Umnugovi,2002,0.19
Umnugovi,2003,0.22
Umnugovi,2004,0.23
Umnugovi,2005,0.23
Umnugovi,2006,0.22
Umnugovi,2007,0.23
Umnugovi,2008,0.2
Umnugovi,2009,0.18
Umnugovi,2010,0.16
Umnugovi,2011,0.17
Umnugovi,2012,0.22
Umnugovi,2013,0.16
Umnugovi,2014,0.2
Umnugovi,2015,0.2
Umnugovi,2016,0.25
Umnugovi,2017,0.2
Umnugovi,2018,0.28
Umnugovi,2019,0.28
Umnugovi,2020,0.28
Umnugovi,2021,0.23
Umnugovi,2022,0.19
Umnugovi,2023,0.19
Umnugovi,2024,0.18
Umnugovi,2025,0.19
Uvs,1960,15.34
Uvs,1961,21.01
Uvs,1962,24.3
Uvs,1963,21.1
Uvs,1964,18.44
Uvs,1965,21.48
Uvs,1966,18.54
Uvs,1967,23.3
Uvs,1968,25.74
Uvs,1969,24.1
Uvs,1970,20.06
Uvs,1971,19.91
Uvs,1972,22.16
Uvs,1973,21.73
Uvs,1974,22.01
Uvs,1975,25.67
Uvs,1976,28.89
Uvs,1977,38.4
Uvs,1978,37.48
Uvs,1979,33.77
Uvs,1980,35.08
Uvs,1981,34.92
Uvs,1982,34.68
Uvs,1983,38.43
Uvs,1984,38.97
Uvs,1985,38.67
Uvs,1986,35.72
Uvs,1987,37.54
Uvs,1988,37.35
Uvs,1989,37.37
Uvs,1990,31.08
Uvs,1991,32.59
Uvs,1992,30.91
Uvs,1993,28.11
Uvs,1994,25.12
Uvs,1995,17.66
Uvs,1996,15.28
Uvs,1997,15.22
Uvs,1998,16.66
Uvs,1999,14.61
Uvs,2000,8.95
Uvs,2001,4.36
Uvs,2002,9.22
Uvs,2003,4.61
Uvs,2004,7.24
Uvs,2005,3.58
Uvs,2006,2.03
Uvs,2007,3.39
Uvs,2008,2.97
Uvs,2009,3.55
Uvs,2010,5.97
Uvs,2011,8.37
Uvs,2012,10.79
Uvs,2013,11.88
Uvs,2014,10.31
Uvs,2015,8.67
Uvs,2016,8.11
Uvs,2017,12.28
Uvs,2018,18.11
Uvs,2019,20.92
Uvs,2020,30.18
Uvs,2021,42.14
Uvs,2022,36.29
Uvs,2023,32.12
Uvs,2024,21.58
Uvs,2025,23.01
Uvurkhangai,1960,18.58
Uvurkhangai,1961,23.25
Uvurkhangai,1962,21.6
Uvurkhangai,1963,22.48
Uvurkhangai,1964,18.95
Uvurkhangai,1965,24.26
Uvurkhangai,1966,22.38
Uvurkhangai,1967,25.6
Uvurkhangai,1968,26.16
Uvurkhangai,1969,27.04
Uvurkhangai,1970,21.54
Uvurkhangai,1971,23.61
Uvurkhangai,1972,25.31
Uvurkhangai,1973,25.19
Uvurkhangai,1974,25.5
Uvurkhangai,1975,25.27
Uvurkhangai,1976,25.67
Uvurkhangai,1977,26.35
Uvurkhangai,1978,26.92
Uvurkhangai,1979,29.55
Uvurkhangai,1980,29.74
Uvurkhangai,1981,28.91
Uvurkhangai,1982,26.37
Uvurkhangai,1983,29.5
Uvurkhangai,1984,29.37
Uvurkhangai,1985,29.11
Uvurkhangai,1986,28.73
Uvurkhangai,1987,27.09
Uvurkhangai,1988,26.49
Uvurkhangai,1989,29.57
Uvurkhangai,1990,27.19
Uvurkhangai,1991,26.97
Uvurkhangai,1992,23.6
Uvurkhangai,1993,19.17
Uvurkhangai,1994,17.41
Uvurkhangai,1995,13.66
Uvurkhangai,1996,10.84
Uvurkhangai,1997,9.94
Uvurkhangai,1998,3.63
Uvurkhangai,1999,1.77
Uvurkhangai,2000,2.94
Uvurkhangai,2001,2.77
Uvurkhangai,2002,3.51
Uvurkhangai,2003,2.41
Uvurkhangai,2004,4.03
Uvurkhangai,2005,3.0
Uvurkhangai,2006,2.2
Uvurkhangai,2007,2.35
Uvurkhangai,2008,1.22
Uvurkhangai,2009,1.64
Uvurkhangai,2010,3.05
Uvurkhangai,2011,3.58
Uvurkhangai,2012,5.48
Uvurkhangai,2013,4.34
Uvurkhangai,2014,4.53
Uvurkhangai,2015,7.28
Uvurkhangai,2016,11.52
Uvurkhangai,2017,10.97
Uvurkhangai,2018,9.99
Uvurkhangai,2019,10.91
Uvurkhangai,2020,11.38
Uvurkhangai,2021,16.81
Uvurkhangai,2022,18.45
Uvurkhangai,2023,15.11
Uvurkhangai,2024,19.68
Uvurkhangai,2025,18.22
Zavkhan,1960,2.65
Zavkhan,1961,4.77
Zavkhan,1962,5.94
Zavkhan,1963,8.05
Zavkhan,1964,9.9
Zavkhan,1965,13.56
Zavkhan,1966,12.88
Zavkhan,1967,17.3
Zavkhan,1968,14.88
Zavkhan,1969,15.82
Zavkhan,1970,17.79
Zavkhan,1971,18.54
Zavkhan,1972,25.81
Zavkhan,1973,25.91
Zavkhan,1974,26.12
Zavkhan,1975,22.84
Zavkhan,1976,23.81
Zavkhan,1977,26.24
Zavkhan,1978,29.57
Zavkhan,1979,30.29
Zavkhan,1980,31.85
Zavkhan,1981,34.17
Zavkhan,1982,25.86
Zavkhan,1983,33.12
Zavkhan,1984,35.97
Zavkhan,1985,45.1
Zavkhan,1986,52.84
Zavkhan,1987,54.18
Zavkhan,1988,52.98
Zavkhan,1989,45.17
Zavkhan,1990,47.42
Zavkhan,1991,37.82
Zavkhan,1992,33.58
Zavkhan,1993,16.88
Zavkhan,1994,6.6
Zavkhan,1995,0.99
Zavkhan,1996,1.17
Zavkhan,1997,0.71
Zavkhan,1998,1.09
Zavkhan,1999,0.72
Zavkhan,2000,0.71
Zavkhan,2001,0.37
Zavkhan,2002,0.61
Zavkhan,2003,0.69
Zavkhan,2004,0.62
Zavkhan,2005,0.67
Zavkhan,2006,0.61
Zavkhan,2007,0.61
Zavkhan,2008,0.6
Zavkhan,2009,0.87
Zavkhan,2010,1.52
Zavkhan,2011,2.52
Zavkhan,2012,4.11
Zavkhan,2013,3.31
Zavkhan,2014,2.87
Zavkhan,2015,2.47
Zavkhan,2016,2.04
Zavkhan,2017,1.95
Zavkhan,2018,2.83
Zavkhan,2019,3.44
Zavkhan,2020,5.48
Zavkhan,2021,8.11
Zavkhan,2022,7.86
Zavkhan,2023,10.83
Zavkhan,2024,8.2
Zavkhan,2025,9.84
