product,date,price
"Beef, without bones, kg",2025-06-16,24577.0
"Horse meat, kg",2025-06-16,13313.0
"Mutton, kg",2025-06-16,17080.0
"Beef, without bones, kg",2025-06-09,24322.0
"Mutton, kg",2025-06-09,17163.0
"Beef, kg",2025-06-09,21418.0
"Horse meat, kg",2025-06-09,13479.0
"Goat meat, kg",2025-06-09,13127.0
"Goat meat, kg",2025-06-02,13127.0
"Beef, without bones, kg",2025-06-02,23686.0
"Beef, kg",2025-06-02,20716.0
"Mutton, kg",2025-06-02,17357.0
"Horse meat, kg",2025-06-02,13717.0
"Mutton, kg",2025-05-26,17143.0
"Goat meat, kg",2025-05-26,13307.0
"Beef, kg",2025-05-26,20482.0
"Beef, without bones, kg",2025-05-26,23424.0
"Horse meat, kg",2025-05-26,13717.0
"Horse meat, kg",2025-05-19,13717.0
"Goat meat, kg",2025-05-19,13982.0
"Beef, kg",2025-05-19,20195.0
"Mutton, kg",2025-05-19,17188.0
"Beef, without bones, kg",2025-05-19,23364.0
"Horse meat, kg",2025-05-12,13792.0
"Beef, without bones, kg",2025-05-12,23405.0
"Mutton, kg",2025-05-12,17274.0
"Beef, kg",2025-05-12,20243.0
"Goat meat, kg",2025-05-12,13127.0
"Goat meat, kg",2025-05-05,13455.0
"Beef, kg",2025-05-05,20203.0
"Mutton, kg",2025-05-05,17477.0
"Horse meat, kg",2025-05-05,13621.0
"Beef, without bones, kg",2025-05-05,23325.0
"Horse meat, kg",2025-04-28,13621.0
"Goat meat, kg",2025-04-28,12806.0
"Beef, kg",2025-04-28,20203.0
"Mutton, kg",2025-04-28,17477.0
"Beef, without bones, kg",2025-04-28,23204.0
"Beef, without bones, kg",2025-04-21,22940.0
"Goat meat, kg",2025-04-21,12806.0
"Horse meat, kg",2025-04-21,13872.0
"Mutton, kg",2025-04-21,17481.0
"Beef, kg",2025-04-21,20153.0
"Beef, without bones, kg",2025-04-14,22947.0
"Mutton, kg",2025-04-14,17498.0
"Beef, kg",2025-04-14,19990.0
"Goat meat, kg",2025-04-14,12164.0
"Horse meat, kg",2025-04-14,13792.0
"Goat meat, kg",2025-04-07,11831.0
"Horse meat, kg",2025-04-07,13792.0
"Beef, without bones, kg",2025-04-07,22628.0
"Mutton, kg",2025-04-07,17375.0
"Beef, kg",2025-04-07,19911.0
"Beef, kg",2025-03-31,19919.0
"Beef, without bones, kg",2025-03-31,22394.0
"Mutton, kg",2025-03-31,17351.0
"Goat meat, kg",2025-03-31,11831.0
"Horse meat, kg",2025-03-31,13792.0
"Beef, without bones, kg",2025-03-24,22438.0
"Horse meat, kg",2025-03-24,13950.0
"Goat meat, kg",2025-03-24,11831.0
"Mutton, kg",2025-03-24,17263.0
"Beef, kg",2025-03-24,19887.0
"Mutton, kg",2025-03-17,17115.0
"Beef, kg",2025-03-17,19931.0
"Horse meat, kg",2025-03-17,13394.0
"Goat meat, kg",2025-03-17,11133.0
"Beef, without bones, kg",2025-03-17,22632.0
"Goat meat, kg",2025-03-10,11133.0
"Beef, kg",2025-03-10,19992.0
"Horse meat, kg",2025-03-10,13394.0
"Beef, without bones, kg",2025-03-10,22666.0
"Mutton, kg",2025-03-10,16981.0
"Horse meat, kg",2025-02-24,13405.0
"Beef, without bones, kg",2025-02-24,22653.0
"Beef, kg",2025-02-24,19820.0
"Mutton, kg",2025-02-24,16802.0
"Goat meat, kg",2025-02-24,11447.0
"Beef, kg",2025-02-17,19680.0
"Goat meat, kg",2025-02-17,11253.0
"Horse meat, kg",2025-02-17,13246.0
"Mutton, kg",2025-02-17,16511.0
"Beef, without bones, kg",2025-02-17,22570.0
"Goat meat, kg",2025-02-10,11253.0
"Horse meat, kg",2025-02-10,13331.0
"Beef, kg",2025-02-10,19598.0
"Mutton, kg",2025-02-10,16523.0
"Beef, without bones, kg",2025-02-10,22585.0
"Horse meat, kg",2025-02-03,13246.0
"Mutton, kg",2025-02-03,16153.0
"Goat meat, kg",2025-02-03,11253.0
"Beef, without bones, kg",2025-02-03,22223.0
"Beef, kg",2025-02-03,19450.0
"Mutton, kg",2025-01-27,15836.0
"Beef, kg",2025-01-27,19220.0
"Horse meat, kg",2025-01-27,13009.0
"Goat meat, kg",2025-01-27,11253.0
"Beef, without bones, kg",2025-01-27,21876.0
"Mutton, kg",2025-01-20,15642.0
"Goat meat, kg",2025-01-20,11253.0
"Horse meat, kg",2025-01-20,12752.0
"Beef, without bones, kg",2025-01-20,21880.0
"Beef, kg",2025-01-20,19008.0
"Mutton, kg",2025-01-13,15490.0
"Beef, without bones, kg",2025-01-13,21687.0
"Goat meat, kg",2025-01-13,11253.0
"Beef, kg",2025-01-13,19073.0
"Horse meat, kg",2025-01-13,13052.0
"Beef, without bones, kg",2025-01-06,21099.0
"Goat meat, kg",2025-01-06,11253.0
"Mutton, kg",2025-01-06,15276.0
"Horse meat, kg",2025-01-06,12775.0
"Beef, kg",2025-01-06,18991.0
"Horse meat, kg",2024-12-30,12604.0
"Goat meat, kg",2024-12-30,11101.0
"Beef, kg",2024-12-30,18914.0
"Mutton, kg",2024-12-30,15211.0
"Beef, without bones, kg",2024-12-30,21099.0
"Horse meat, kg",2024-12-23,12347.0
"Beef, without bones, kg",2024-12-23,20904.0
"Beef, kg",2024-12-23,18450.0
"Goat meat, kg",2024-12-23,11101.0
"Mutton, kg",2024-12-23,14989.0
"Goat meat, kg",2024-12-16,10632.0
"Horse meat, kg",2024-12-16,11829.0
"Beef, without bones, kg",2024-12-16,20399.0
"Mutton, kg",2024-12-16,14581.0
"Beef, kg",2024-12-16,17919.0
"Beef, without bones, kg",2024-12-09,20492.0
"Beef, kg",2024-12-09,17971.0
"Goat meat, kg",2024-12-09,10475.0
"Horse meat, kg",2024-12-09,11945.0
"Mutton, kg",2024-12-09,14442.0
"Goat meat, kg",2024-12-02,10475.0
"Mutton, kg",2024-12-02,14282.0
"Horse meat, kg",2024-12-02,11816.0
"Beef, without bones, kg",2024-12-02,20449.0
"Beef, kg",2024-12-02,18068.0
"Beef, without bones, kg",2024-11-25,20312.0
"Horse meat, kg",2024-11-25,12068.0
"Goat meat, kg",2024-11-25,10656.0
"Beef, kg",2024-11-25,17735.0
"Mutton, kg",2024-11-25,13998.0
"Horse meat, kg",2024-11-18,11951.0
"Beef, kg",2024-11-18,17899.0
"Goat meat, kg",2024-11-18,10656.0
"Mutton, kg",2024-11-18,14168.0
"Beef, without bones, kg",2024-11-18,20264.0
"Horse meat, kg",2024-11-12,11951.0
"Beef, kg",2024-11-12,17762.0
"Beef, without bones, kg",2024-11-12,20408.0
"Goat meat, kg",2024-11-12,10656.0
"Mutton, kg",2024-11-12,14093.0
"Mutton, kg",2024-11-04,14093.0
"Beef, without bones, kg",2024-11-04,20446.0
"Horse meat, kg",2024-11-04,12068.0
"Beef, kg",2024-11-04,17736.0
"Goat meat, kg",2024-11-04,10656.0
"Goat meat, kg",2024-10-28,10656.0
"Beef, kg",2024-10-28,17711.0
"Beef, without bones, kg",2024-10-28,20334.0
"Mutton, kg",2024-10-28,14159.0
"Horse meat, kg",2024-10-28,12300.0
"Beef, without bones, kg",2024-10-21,20334.0
"Horse meat, kg",2024-10-21,12526.0
"Mutton, kg",2024-10-21,14255.0
"Beef, kg",2024-10-21,17727.0
"Goat meat, kg",2024-10-21,10970.0
"Horse meat, kg",2024-10-14,12415.0
"Mutton, kg",2024-10-14,14287.0
"Beef, kg",2024-10-14,17984.0
"Goat meat, kg",2024-10-14,10970.0
"Beef, without bones, kg",2024-10-14,20443.0
"Beef, kg",2024-10-07,18039.0
"Beef, without bones, kg",2024-10-07,20421.0
"Horse meat, kg",2024-10-07,12415.0
"Goat meat, kg",2024-10-07,10970.0
"Mutton, kg",2024-10-07,14281.0
"Mutton, kg",2024-09-30,14448.0
"Beef, kg",2024-09-30,18141.0
"Beef, without bones, kg",2024-09-30,20594.0
"Goat meat, kg",2024-09-30,10323.0
"Horse meat, kg",2024-09-30,12526.0
"Goat meat, kg",2024-09-23,10323.0
"Mutton, kg",2024-09-23,14603.0
"Beef, without bones, kg",2024-09-23,20599.0
"Horse meat, kg",2024-09-23,12526.0
"Beef, kg",2024-09-23,18188.0
"Mutton, kg",2024-09-16,14594.0
"Beef, without bones, kg",2024-09-16,20689.0
"Beef, kg",2024-09-16,18241.0
"Horse meat, kg",2024-09-16,12526.0
"Goat meat, kg",2024-09-16,10323.0
"Mutton, kg",2024-09-09,14496.0
"Horse meat, kg",2024-09-09,12526.0
"Goat meat, kg",2024-09-09,10323.0
"Beef, kg",2024-09-09,18188.0
"Beef, without bones, kg",2024-09-09,20689.0
"Goat meat, kg",2024-09-02,10492.0
"Beef, without bones, kg",2024-09-02,20439.0
"Mutton, kg",2024-09-02,14408.0
"Horse meat, kg",2024-09-02,12633.0
"Beef, kg",2024-09-02,17931.0
"Goat meat, kg",2024-08-26,10492.0
"Horse meat, kg",2024-08-26,12181.0
"Beef, without bones, kg",2024-08-26,20253.0
"Mutton, kg",2024-08-26,14451.0
"Beef, kg",2024-08-26,17721.0
"Horse meat, kg",2024-08-19,12735.0
"Beef, without bones, kg",2024-08-19,20295.0
"Mutton, kg",2024-08-19,14616.0
"Goat meat, kg",2024-08-19,10664.0
"Beef, kg",2024-08-19,17513.0
"Beef, without bones, kg",2024-08-12,20434.0
"Goat meat, kg",2024-08-12,10492.0
"Beef, kg",2024-08-12,17787.0
"Horse meat, kg",2024-08-12,12958.0
"Mutton, kg",2024-08-12,14934.0
"Goat meat, kg",2024-08-05,10815.0
"Beef, kg",2024-08-05,17920.0
"Mutton, kg",2024-08-05,14984.0
"Horse meat, kg",2024-08-05,13550.0
"Beef, without bones, kg",2024-08-05,20733.0
"Horse meat, kg",2024-07-29,13385.0
"Mutton, kg",2024-07-29,14917.0
"Beef, kg",2024-07-29,18318.0
"Beef, without bones, kg",2024-07-29,20589.0
"Goat meat, kg",2024-07-29,10323.0
"Beef, kg",2024-07-22,18611.0
"Beef, without bones, kg",2024-07-22,20717.0
"Goat meat, kg",2024-07-22,10323.0
"Mutton, kg",2024-07-22,15276.0
"Horse meat, kg",2024-07-22,13385.0
"Mutton, kg",2024-07-08,15409.0
"Horse meat, kg",2024-07-08,13620.0
"Beef, without bones, kg",2024-07-08,20660.0
"Beef, kg",2024-07-08,18722.0
"Goat meat, kg",2024-07-08,9967.0
"Horse meat, kg",2024-07-01,13601.0
"Beef, kg",2024-07-01,18485.0
"Goat meat, kg",2024-07-01,9976.0
"Beef, without bones, kg",2024-07-01,20561.0
"Mutton, kg",2024-07-01,15582.0
"Beef, kg",2024-06-24,18064.0
"Goat meat, kg",2024-06-24,10080.0
"Beef, without bones, kg",2024-06-24,20239.0
"Mutton, kg",2024-06-24,15885.0
"Horse meat, kg",2024-06-24,13996.0
"Mutton, kg",2024-06-17,16008.0
"Beef, without bones, kg",2024-06-17,20549.0
"Beef, kg",2024-06-17,18273.0
"Horse meat, kg",2024-06-17,13790.0
"Goat meat, kg",2024-06-17,10314.0
"Mutton, kg",2024-06-10,16711.0
"Horse meat, kg",2024-06-10,14191.0
"Goat meat, kg",2024-06-10,10314.0
"Beef, without bones, kg",2024-06-10,21640.0
"Beef, kg",2024-06-10,19675.0
"Mutton, kg",2024-06-03,16838.0
"Horse meat, kg",2024-06-03,14562.0
"Beef, without bones, kg",2024-06-03,21626.0
"Beef, kg",2024-06-03,19625.0
"Goat meat, kg",2024-06-03,10475.0
"Beef, without bones, kg",2024-05-27,21469.0
"Beef, kg",2024-05-27,19723.0
"Goat meat, kg",2024-05-27,10475.0
"Horse meat, kg",2024-05-27,14362.0
"Mutton, kg",2024-05-27,16556.0
"Goat meat, kg",2024-05-20,10475.0
"Beef, kg",2024-05-20,19730.0
"Horse meat, kg",2024-05-20,13692.0
"Mutton, kg",2024-05-20,16409.0
"Beef, without bones, kg",2024-05-20,21488.0
"Beef, kg",2024-05-13,19599.0
"Beef, without bones, kg",2024-05-13,21446.0
"Mutton, kg",2024-05-13,15802.0
"Horse meat, kg",2024-05-13,13692.0
"Goat meat, kg",2024-05-13,10475.0
"Horse meat, kg",2024-05-06,13932.0
"Mutton, kg",2024-05-06,15474.0
"Beef, without bones, kg",2024-05-06,21230.0
"Goat meat, kg",2024-05-06,10475.0
"Beef, kg",2024-05-06,19081.0
"Goat meat, kg",2024-04-29,10656.0
"Beef, kg",2024-04-29,18865.0
"Horse meat, kg",2024-04-29,13931.0
"Mutton, kg",2024-04-29,15328.0
"Beef, without bones, kg",2024-04-29,20277.0
"Horse meat, kg",2024-04-22,13701.0
"Beef, without bones, kg",2024-04-22,20174.0
"Mutton, kg",2024-04-22,14628.0
"Beef, kg",2024-04-22,18123.0
"Goat meat, kg",2024-04-22,10656.0
"Mutton, kg",2024-04-15,14563.0
"Beef, without bones, kg",2024-04-15,19997.0
"Beef, kg",2024-04-15,18122.0
"Goat meat, kg",2024-04-15,10323.0
"Horse meat, kg",2024-04-15,13978.0
"Horse meat, kg",2024-04-08,13331.0
"Beef, kg",2024-04-08,18036.0
"Mutton, kg",2024-04-08,14385.0
"Goat meat, kg",2024-04-08,10656.0
"Beef, without bones, kg",2024-04-08,19881.0
"Horse meat, kg",2024-04-01,13076.0
"Beef, kg",2024-04-01,17897.0
"Beef, without bones, kg",2024-04-01,19753.0
"Goat meat, kg",2024-04-01,9664.0
"Mutton, kg",2024-04-01,14257.0
"Goat meat, kg",2024-03-25,9664.0
"Beef, kg",2024-03-25,17831.0
"Beef, without bones, kg",2024-03-25,19780.0
"Horse meat, kg",2024-03-25,12734.0
"Mutton, kg",2024-03-25,13867.0
"Mutton, kg",2024-03-18,13902.0
"Beef, kg",2024-03-18,17565.0
"Goat meat, kg",2024-03-18,9664.0
"Beef, without bones, kg",2024-03-18,19743.0
"Horse meat, kg",2024-03-18,12290.0
"Horse meat, kg",2024-03-11,12290.0
"Beef, without bones, kg",2024-03-11,19642.0
"Beef, kg",2024-03-11,17655.0
"Goat meat, kg",2024-03-11,9664.0
"Mutton, kg",2024-03-11,13933.0
"Horse meat, kg",2024-03-04,12290.0
"Goat meat, kg",2024-03-04,9664.0
"Beef, without bones, kg",2024-03-04,19528.0
"Beef, kg",2024-03-04,17445.0
"Mutton, kg",2024-03-04,13966.0
"Beef, kg",2024-02-26,17254.0
"Mutton, kg",2024-02-26,13852.0
"Horse meat, kg",2024-02-26,12290.0
"Beef, without bones, kg",2024-02-26,19170.0
"Goat meat, kg",2024-02-26,9664.0
"Horse meat, kg",2024-02-19,11906.0
"Beef, without bones, kg",2024-02-19,19224.0
"Goat meat, kg",2024-02-19,9322.0
"Beef, kg",2024-02-19,17105.0
"Mutton, kg",2024-02-19,13688.0
"Goat meat, kg",2024-02-05,9664.0
"Beef, kg",2024-02-05,17091.0
"Mutton, kg",2024-02-05,13788.0
"Horse meat, kg",2024-02-05,12133.0
"Beef, without bones, kg",2024-02-05,19225.0
"Goat meat, kg",2024-01-29,9664.0
"Beef, without bones, kg",2024-01-29,18836.0
"Mutton, kg",2024-01-29,13259.0
"Beef, kg",2024-01-29,16768.0
"Horse meat, kg",2024-01-29,12133.0
"Horse meat, kg",2024-01-22,12057.0
"Beef, kg",2024-01-22,16465.0
"Beef, without bones, kg",2024-01-22,18679.0
"Mutton, kg",2024-01-22,13180.0
"Goat meat, kg",2024-01-22,9664.0
"Beef, kg",2024-01-15,16309.0
"Beef, without bones, kg",2024-01-15,18660.0
"Mutton, kg",2024-01-15,12845.0
"Horse meat, kg",2024-01-15,12147.0
"Goat meat, kg",2024-01-15,9664.0
"Beef, without bones, kg",2024-01-08,18595.0
"Mutton, kg",2024-01-08,12739.0
"Goat meat, kg",2024-01-08,9664.0
"Beef, kg",2024-01-08,16297.0
"Horse meat, kg",2024-01-08,12157.0
"Mutton, kg",2024-01-02,12605.0
"Beef, without bones, kg",2024-01-02,18277.0
"Beef, kg",2024-01-02,16346.0
"Horse meat, kg",2024-01-02,11993.0
"Goat meat, kg",2024-01-02,9664.0
"Mutton, kg",2023-12-25,12385.0
"Goat meat, kg",2023-12-25,9664.0
"Beef, without bones, kg",2023-12-25,18317.0
"Horse meat, kg",2023-12-25,11737.0
"Beef, kg",2023-12-25,16271.0
"Horse meat, kg",2023-12-18,11297.0
"Goat meat, kg",2023-12-18,9000.0
"Mutton, kg",2023-12-18,12152.0
"Beef, kg",2023-12-18,16070.0
"Beef, without bones, kg",2023-12-18,18223.0
"Beef, kg",2023-12-11,15579.0
"Beef, without bones, kg",2023-12-11,18216.0
"Goat meat, kg",2023-12-11,9000.0
"Mutton, kg",2023-12-11,11941.0
"Horse meat, kg",2023-12-11,10917.0
"Horse meat, kg",2023-12-04,10917.0
"Beef, without bones, kg",2023-12-04,18116.0
"Mutton, kg",2023-12-04,11839.0
"Beef, kg",2023-12-04,15462.0
"Goat meat, kg",2023-12-04,9000.0
"Horse meat, kg",2023-11-27,10917.0
"Beef, kg",2023-11-27,15554.0
"Goat meat, kg",2023-11-27,9000.0
"Mutton, kg",2023-11-27,11767.0
"Beef, without bones, kg",2023-11-27,17989.0
"Horse meat, kg",2023-11-20,10917.0
"Beef, kg",2023-11-20,15595.0
"Mutton, kg",2023-11-20,11767.0
"Beef, without bones, kg",2023-11-20,18057.0
"Goat meat, kg",2023-11-20,9000.0
"Beef, without bones, kg",2023-11-13,18034.0
"Beef, kg",2023-11-13,15453.0
"Horse meat, kg",2023-11-13,10917.0
"Mutton, kg",2023-11-13,11890.0
"Goat meat, kg",2023-11-13,9000.0
"Horse meat, kg",2023-11-06,10766.0
"Mutton, kg",2023-11-06,11911.0
"Goat meat, kg",2023-11-06,9000.0
"Beef, without bones, kg",2023-11-06,18049.0
"Beef, kg",2023-11-06,15564.0
"Goat meat, kg",2023-10-30,9164.0
"Beef, without bones, kg",2023-10-30,18003.0
"Horse meat, kg",2023-10-30,10700.0
"Beef, kg",2023-10-30,15414.0
"Mutton, kg",2023-10-30,11810.0
"Beef, kg",2023-10-23,15414.0
"Mutton, kg",2023-10-23,11716.0
"Beef, without bones, kg",2023-10-23,18003.0
"Goat meat, kg",2023-10-23,9164.0
"Horse meat, kg",2023-10-23,10700.0
"Horse meat, kg",2023-10-16,10751.0
"Beef, without bones, kg",2023-10-16,18258.0
"Goat meat, kg",2023-10-16,9164.0
"Mutton, kg",2023-10-16,11776.0
"Beef, kg",2023-10-16,15640.0
"Goat meat, kg",2023-10-09,9164.0
"Beef, without bones, kg",2023-10-09,18387.0
"Beef, kg",2023-10-09,15791.0
"Mutton, kg",2023-10-09,12314.0
"Horse meat, kg",2023-10-09,11016.0
"Beef, without bones, kg",2023-10-02,18689.0
"Goat meat, kg",2023-10-02,9164.0
"Horse meat, kg",2023-10-02,11016.0
"Mutton, kg",2023-10-02,12432.0
"Beef, kg",2023-10-02,16193.0
"Horse meat, kg",2023-09-25,11016.0
"Mutton, kg",2023-09-25,12514.0
"Goat meat, kg",2023-09-25,9164.0
"Beef, kg",2023-09-25,16234.0
"Beef, without bones, kg",2023-09-25,18773.0
"Beef, kg",2023-09-18,16234.0
"Goat meat, kg",2023-09-18,9322.0
"Beef, without bones, kg",2023-09-18,18821.0
"Horse meat, kg",2023-09-18,11016.0
"Mutton, kg",2023-09-18,12614.0
"Mutton, kg",2023-09-11,12761.0
"Goat meat, kg",2023-09-11,9322.0
"Beef, kg",2023-09-11,16319.0
"Beef, without bones, kg",2023-09-11,18668.0
"Horse meat, kg",2023-09-11,11016.0
"Horse meat, kg",2023-09-04,11016.0
"Beef, kg",2023-09-04,16319.0
"Beef, without bones, kg",2023-09-04,18894.0
"Goat meat, kg",2023-09-04,9322.0
"Mutton, kg",2023-09-04,12924.0
"Mutton, kg",2023-08-28,12868.0
"Beef, without bones, kg",2023-08-28,18814.0
"Goat meat, kg",2023-08-28,9322.0
"Beef, kg",2023-08-28,16242.0
"Horse meat, kg",2023-08-28,11088.0
"Beef, kg",2023-08-21,15992.0
"Horse meat, kg",2023-08-21,11874.0
"Beef, without bones, kg",2023-08-21,19014.0
"Goat meat, kg",2023-08-21,9322.0
"Mutton, kg",2023-08-21,13052.0
"Horse meat, kg",2023-08-14,11874.0
"Mutton, kg",2023-08-14,13101.0
"Goat meat, kg",2023-08-14,9322.0
"Beef, without bones, kg",2023-08-14,19003.0
"Beef, kg",2023-08-14,16065.0
"Goat meat, kg",2023-08-07,9967.0
"Beef, without bones, kg",2023-08-07,20475.0
"Horse meat, kg",2023-08-07,12559.0
"Mutton, kg",2023-08-07,13952.0
"Beef, kg",2023-08-07,17488.0
"Beef, kg",2023-07-31,17826.0
"Beef, without bones, kg",2023-07-31,20845.0
"Mutton, kg",2023-07-31,13964.0
"Goat meat, kg",2023-07-31,9906.0
"Horse meat, kg",2023-07-31,12361.0
"Goat meat, kg",2023-07-24,11324.0
"Mutton, kg",2023-07-24,15057.0
"Beef, without bones, kg",2023-07-24,21649.0
"Beef, kg",2023-07-24,18937.0
"Horse meat, kg",2023-07-24,13043.0
"Beef, without bones, kg",2023-07-17,22115.0
"Mutton, kg",2023-07-17,15905.0
"Beef, kg",2023-07-17,19726.0
"Goat meat, kg",2023-07-17,11817.0
"Horse meat, kg",2023-07-17,13453.0
"Beef, kg",2023-07-03,19736.0
"Beef, without bones, kg",2023-07-03,22115.0
"Horse meat, kg",2023-07-03,13453.0
"Goat meat, kg",2023-07-03,11817.0
"Mutton, kg",2023-07-03,16337.0
"Goat meat, kg",2023-06-26,11979.0
"Beef, without bones, kg",2023-06-26,22193.0
"Beef, kg",2023-06-26,19935.0
"Mutton, kg",2023-06-26,16295.0
"Horse meat, kg",2023-06-26,13349.0
"Horse meat, kg",2023-06-19,13883.0
"Goat meat, kg",2023-06-19,12331.0
"Mutton, kg",2023-06-19,16637.0
"Beef, kg",2023-06-19,20152.0
"Beef, without bones, kg",2023-06-19,22610.0
"Mutton, kg",2023-06-12,16679.0
"Horse meat, kg",2023-06-12,14182.0
"Beef, kg",2023-06-12,20209.0
"Goat meat, kg",2023-06-12,12651.0
"Beef, without bones, kg",2023-06-12,22633.0
"Goat meat, kg",2023-06-05,12980.0
"Beef, without bones, kg",2023-06-05,22264.0
"Horse meat, kg",2023-06-05,14902.0
"Mutton, kg",2023-06-05,16783.0
"Beef, kg",2023-06-05,20104.0
"Goat meat, kg",2023-05-29,12658.0
"Horse meat, kg",2023-05-29,13981.0
"Beef, without bones, kg",2023-05-29,21852.0
"Beef, kg",2023-05-29,19526.0
"Mutton, kg",2023-05-29,16533.0
"Goat meat, kg",2023-05-23,11664.0
