region,date,price
Bulgan,2024-04-15,2800.0
Darkhan-Uul,2024-04-15,2516.0
Dornod,2024-04-15,2579.0
Dornogovi,2024-04-15,2767.0
Dundgovi,2024-04-15,2932.0
Govi-Altai,2024-04-15,2800.0
Govisumber,2024-04-15,2800.0
Khentii,2024-04-15,2483.0
Khovd,2024-04-15,2800.0
Khuvsgul,2024-04-15,2640.0
Orkhon,2024-04-15,2567.0
Selenge,2024-04-15,2417.0
Sukhbaatar,2024-04-15,2617.0
Tuv,2024-04-15,2600.0
Umnugovi,2024-04-15,3010.0
Uvs,2024-04-15,2900.0
Uvurkhangai,2024-04-15,2633.0
Zavkhan,2024-04-15,2600.0
Arkhangai,2024-04-22,2657.0
Bayankhongor,2024-04-22,2700.0
Bulgan,2024-04-22,2800.0
Darkhan-Uul,2024-04-22,2516.0
Dornod,2024-04-22,2579.0
Dornogovi,2024-04-22,2767.0
Dundgovi,2024-04-22,2932.0
Govi-Altai,2024-04-22,2800.0
Govisumber,2024-04-22,2800.0
Khentii,2024-04-22,2483.0
Khovd,2024-04-22,2800.0
Khuvsgul,2024-04-22,2640.0
Orkhon,2024-04-22,2567.0
Selenge,2024-04-22,2467.0
Sukhbaatar,2024-04-22,2617.0
Tuv,2024-04-22,2600.0
Umnugovi,2024-04-22,3010.0
Uvs,2024-04-22,2900.0
Uvurkhangai,2024-04-22,2633.0
Zavkhan,2024-04-22,2600.0
Arkhangai,2024-04-29,2657.0
Bayankhongor,2024-04-29,2700.0
Bulgan,2024-04-29,2800.0
Darkhan-Uul,2024-04-29,2516.0
Dornod,2024-04-29,2579.0
Dornogovi,2024-04-29,2767.0
Dundgovi,2024-04-29,2932.0
Govi-Altai,2024-04-29,2800.0
Govisumber,2024-04-29,2700.0
Khentii,2024-04-29,2483.0
Khovd,2024-04-29,2800.0
Khuvsgul,2024-04-29,2640.0
Orkhon,2024-04-29,2567.0
Selenge,2024-04-29,2467.0
Sukhbaatar,2024-04-29,2617.0
Tuv,2024-04-29,2600.0
Umnugovi,2024-04-29,3010.0
Uvs,2024-04-29,2900.0
Uvurkhangai,2024-04-29,2633.0
Zavkhan,2024-04-29,2500.0
Arkhangai,2024-05-06,2640.0
Bayankhongor,2024-05-06,2700.0
Bulgan,2024-05-06,2800.0
Darkhan-Uul,2024-05-06,2516.0
Dornod,2024-05-06,2579.0
Dornogovi,2024-05-06,2767.0
Dundgovi,2024-05-06,2932.0
Govi-Altai,2024-05-06,2800.0
Govisumber,2024-05-06,2700.0
Khentii,2024-05-06,2483.0
Khovd,2024-05-06,2800.0
Khuvsgul,2024-05-06,2640.0
Orkhon,2024-05-06,2567.0
Selenge,2024-05-06,2467.0
Sukhbaatar,2024-05-06,2617.0
Tuv,2024-05-06,2600.0
Umnugovi,2024-05-06,2927.0
Uvs,2024-05-06,2900.0
Uvurkhangai,2024-05-06,2633.0
Zavkhan,2024-05-06,2600.0
Arkhangai,2024-05-13,2640.0
Bayankhongor,2024-05-13,2700.0
Bulgan,2024-05-13,2800.0
Darkhan-Uul,2024-05-13,2516.0
Dornod,2024-05-13,2579.0
Dornogovi,2024-05-13,2767.0
Dundgovi,2024-05-13,2932.0
Govi-Altai,2024-05-13,2800.0
