сар,үзүүлэлт,утга
2023-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),29.5
2023-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,872.5
2023-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),73.8
2023-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,21923.7
2023-08,Бусад орлого | Биелэлт (%),120.7
2023-08,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-08,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3774.7
2023-08,БҮГД | Биелэлт (%),52.6
2023-08,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-08,БҮГД | Өссөн дүнгийн гүйцэтгэл,255752.9
2023-08,Газрын тосны экспорт | Биелэлт (%),47.1
2023-08,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-08,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,199997.9
2023-08,Сонгон шалгаруулалт | Биелэлт (%),116.6
2023-08,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-08,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,29142.9
2023-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),30.8
2023-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,913.7
2023-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),95.5
2023-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,28389.3
2023-09,Бусад орлого | Биелэлт (%),122.9
2023-09,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-09,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3842.2
2023-09,БҮГД | Биелэлт (%),58.3
2023-09,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-09,БҮГД | Өссөн дүнгийн гүйцэтгэл,283343.3
2023-09,Газрын тосны экспорт | Биелэлт (%),50.3
2023-09,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-09,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,213602.1
2023-09,Сонгон шалгаруулалт | Биелэлт (%),145.9
2023-09,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-09,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,36467.1
2023-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),35.2
2023-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1042.7
2023-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),107.3
2023-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,31890.6
2023-10,Бусад орлого | Биелэлт (%),147.9
2023-10,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-10,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,4624.1
2023-10,БҮГД | Биелэлт (%),67.9
2023-10,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-10,БҮГД | Өссөн дүнгийн гүйцэтгэл,329756.7
2023-10,Газрын тосны экспорт | Биелэлт (%),59.3
2023-10,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-10,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,252002.5
2023-10,Сонгон шалгаруулалт | Биелэлт (%),160.0
2023-10,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-10,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,40000.0
2023-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),41.8
2023-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1239.6
2023-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),115.7
2023-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,34391.1
2023-11,Бусад орлого | Биелэлт (%),150.8
2023-11,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-11,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,4713.2
2023-11,БҮГД | Биелэлт (%),74.5
2023-11,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-11,БҮГД | Өссөн дүнгийн гүйцэтгэл,362090.6
2023-11,Газрын тосны экспорт | Биелэлт (%),66.2
2023-11,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-11,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,281416.9
2023-11,Сонгон шалгаруулалт | Биелэлт (%),160.0
2023-11,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-11,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,40000.0
2023-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),53.0
2023-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1569.4
2023-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),123.5
2023-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,36691.5
2023-12,Бусад орлого | Биелэлт (%),155.6
2023-12,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-12,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,4863.4
2023-12,БҮГД | Биелэлт (%),82.7
2023-12,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-12,БҮГД | Өссөн дүнгийн гүйцэтгэл,401948.5
2023-12,Газрын тосны экспорт | Биелэлт (%),71.6
2023-12,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-12,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,304157.6
2023-12,Сонгон шалгаруулалт | Биелэлт (%),214.9
2023-12,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-12,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,53729.5
2023-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),84.6
2023-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,2506.5
2024-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),9.6
2024-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,2847.4
2024-01,Бусад орлого | Биелэлт (%),22.4
2024-01,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-01,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,693.0
2024-01,БҮГД | Биелэлт (%),8.8
2024-01,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-01,БҮГД | Өссөн дүнгийн гүйцэтгэл,36957.1
2024-01,Газрын тосны экспорт | Биелэлт (%),9.2
2024-01,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-01,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,33253.5
2024-01,Сонгон шалгаруулалт | Биелэлт (%),0.2
2024-01,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-01,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,51.3
2024-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),4.2
2024-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,111.9
2024-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),16.6
2024-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,4904.5
2024-02,Бусад орлого | Биелэлт (%),44.0
2024-02,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-02,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1362.5
2024-02,БҮГД | Биелэлт (%),14.5
2024-02,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-02,БҮГД | Өссөн дүнгийн гүйцэтгэл,61169.0
2024-02,Газрын тосны экспорт | Биелэлт (%),15.1
2024-02,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-02,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,54591.2
2024-02,Сонгон шалгаруулалт | Биелэлт (%),0.2
2024-02,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-02,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,51.3
2024-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),9.7
2024-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,259.5
2024-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),23.8
2024-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,7058.9
2024-03,Бусад орлого | Биелэлт (%),47.5
2024-03,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-03,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1472.2
2024-03,БҮГД | Биелэлт (%),25.2
2024-03,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-03,БҮГД | Өссөн дүнгийн гүйцэтгэл,106210.8
2024-03,Газрын тосны экспорт | Биелэлт (%),21.0
2024-03,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-03,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,76004.7
2024-03,Сонгон шалгаруулалт | Биелэлт (%),83.6
2024-03,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-03,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,20908.0
2024-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),28.6
2024-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,767.0
2024-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),34.0
2024-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,10082.8
2024-04,Бусад орлого | Биелэлт (%),52.2
2024-04,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-04,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1617.0
2024-04,БҮГД | Биелэлт (%),35.0
2024-04,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-04,БҮГД | Өссөн дүнгийн гүйцэтгэл,147504.1
2024-04,Газрын тосны экспорт | Биелэлт (%),27.5
2024-04,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-04,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,99526.1
2024-04,Сонгон шалгаруулалт | Биелэлт (%),141.2
2024-04,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-04,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35291.9
2024-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),36.7
2024-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,986.3
2024-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),47.9
2024-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,14194.9
2024-05,Бусад орлого | Биелэлт (%),54.3
2024-05,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-05,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1683.0
2024-05,БҮГД | Биелэлт (%),42.2
2024-05,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-05,БҮГД | Өссөн дүнгийн гүйцэтгэл,178017.6
2024-05,Газрын тосны экспорт | Биелэлт (%),34.8
2024-05,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-05,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,125695.2
2024-05,Сонгон шалгаруулалт | Биелэлт (%),141.2
2024-05,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-05,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35292.0
2024-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),42.9
2024-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1152.5
2024-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),57.6
2024-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,17079.4
2024-06,Бусад орлого | Биелэлт (%),57.0
2024-06,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-06,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1765.9
2024-06,БҮГД | Биелэлт (%),43.5
2024-06,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-06,БҮГД | Өссөн дүнгийн гүйцэтгэл,183348.5
2024-06,Газрын тосны экспорт | Биелэлт (%),35.4
2024-06,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-06,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,128046.9
2024-06,Сонгон шалгаруулалт | Биелэлт (%),141.2
2024-06,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-06,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35292.0
2024-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),43.4
2024-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1164.3
2024-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),70.9
2024-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,21017.3
2024-07,Бусад орлого | Биелэлт (%),61.9
2024-07,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-07,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1920.3
2024-07,БҮГД | Биелэлт (%),44.7
2024-07,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-07,БҮГД | Өссөн дүнгийн гүйцэтгэл,188500.8
2024-07,Газрын тосны экспорт | Биелэлт (%),35.7
2024-07,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-07,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,129106.4
2024-07,Сонгон шалгаруулалт | Биелэлт (%),141.2
2024-07,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-07,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35292.0
2024-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),43.4
2024-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1164.8
2024-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),79.7
2024-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,23600.2
2024-08,Бусад орлого | Биелэлт (%),64.6
2024-08,Бусад орлого | Жилийн төлөвлөгөө,3100.0
2024-08,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2001.5
2024-08,БҮГД | Биелэлт (%),45.8
2024-08,БҮГД | Жилийн төлөвлөгөө,421903.2
2024-08,БҮГД | Өссөн дүнгийн гүйцэтгэл,193249.3
2024-08,Газрын тосны экспорт | Биелэлт (%),36.3
2024-08,Газрын тосны экспорт | Жилийн төлөвлөгөө,361492.4
2024-08,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,131161.5
2024-08,Сонгон шалгаруулалт | Биелэлт (%),141.2
2024-08,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2024-08,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35292.0
2024-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),44.5
2024-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1194.1
2024-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),102.3
2024-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,30321.8
2024-09,Бусад орлого | Биелэлт (%),82.1
2024-09,Бусад орлого | Жилийн төлөвлөгөө,2744.0
2024-09,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2251.7
2024-09,БҮГД | Биелэлт (%),56.6
2024-09,БҮГД | Жилийн төлөвлөгөө,355971.5
2024-09,БҮГД | Өссөн дүнгийн гүйцэтгэл,201359.9
2024-09,Газрын тосны экспорт | Биелэлт (%),46.4
2024-09,Газрын тосны экспорт | Жилийн төлөвлөгөө,284916.7
2024-09,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,132099.3
2024-09,Сонгон шалгаруулалт | Биелэлт (%),98.0
2024-09,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,36000.0
2024-09,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35292.0
2024-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),52.0
2024-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1395.1
2024-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),116.5
2024-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,34524.1
2024-10,Бусад орлого | Биелэлт (%),84.2
2024-10,Бусад орлого | Жилийн төлөвлөгөө,2744.0
2024-10,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2309.9
2024-10,БҮГД | Биелэлт (%),64.2
2024-10,БҮГД | Жилийн төлөвлөгөө,355971.5
2024-10,БҮГД | Өссөн дүнгийн гүйцэтгэл,228557.7
2024-10,Газрын тосны экспорт | Биелэлт (%),54.4
2024-10,Газрын тосны экспорт | Жилийн төлөвлөгөө,284916.7
2024-10,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,154943.7
2024-10,Сонгон шалгаруулалт | Биелэлт (%),98.0
2024-10,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,36000.0
2024-10,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35291.9
2024-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),55.4
2024-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1488.1
2024-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),127.9
2024-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,37892.6
2024-11,Бусад орлого | Биелэлт (%),98.0
2024-11,Бусад орлого | Жилийн төлөвлөгөө,2744.0
2024-11,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2689.3
2024-11,БҮГД | Биелэлт (%),77.1
2024-11,БҮГД | Жилийн төлөвлөгөө,355971.5
2024-11,БҮГД | Өссөн дүнгийн гүйцэтгэл,274316.0
2024-11,Газрын тосны экспорт | Биелэлт (%),68.7
2024-11,Газрын тосны экспорт | Жилийн төлөвлөгөө,284916.7
2024-11,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,195742.8
2024-11,Сонгон шалгаруулалт | Биелэлт (%),98.0
2024-11,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,36000.0
2024-11,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35291.9
2024-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),100.6
2024-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,2699.4
2024-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),141.3
2024-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29626.4
2024-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,41864.5
2024-12,Бусад орлого | Биелэлт (%),118.9
2024-12,Бусад орлого | Жилийн төлөвлөгөө,2744.0
2024-12,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3261.7
2024-12,БҮГД | Биелэлт (%),90.5
2024-12,БҮГД | Жилийн төлөвлөгөө,355971.5
2024-12,БҮГД | Өссөн дүнгийн гүйцэтгэл,322217.0
2024-12,Газрын тосны экспорт | Биелэлт (%),83.5
2024-12,Газрын тосны экспорт | Жилийн төлөвлөгөө,284916.7
2024-12,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,237846.2
2024-12,Сонгон шалгаруулалт | Биелэлт (%),98.1
2024-12,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,36000.0
2024-12,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,35299.2
2024-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),147.0
2024-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2684.4
2024-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,3945.4
2025-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),10.7
2025-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,3201.7
2025-01,Бусад орлого | Биелэлт (%),35.6
2025-01,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-01,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,811.5
2025-01,БҮГД | Биелэлт (%),10.4
2025-01,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-01,БҮГД | Өссөн дүнгийн гүйцэтгэл,42230.0
2025-01,Газрын тосны экспорт | Биелэлт (%),11.0
2025-01,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-01,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,38118.7
2025-01,Сонгон шалгаруулалт | Биелэлт (%),0.0
2025-01,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
