сар,үзүүлэлт,утга
2022-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,197.0
2022-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),25.9
2022-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,8138.3
2022-04,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),91.1
2022-04,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,910.0
2022-04,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,829.1
2022-04,БҮГД | Биелэлт (%),7.4
2022-04,БҮГД | Жилийн төлөвлөгөө,354050.0
2022-04,БҮГД | Өссөн дүнгийн гүйцэтгэл,26276.3
2022-04,Газрын тосны экспорт | Биелэлт (%),0.6
2022-04,Газрын тосны экспорт | Жилийн төлөвлөгөө,277500.0
2022-04,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,1774.9
2022-04,Газрын тосны үйлчилгээний орлого | Биелэлт (%),65.8
2022-04,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1740.0
2022-04,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1144.3
2022-04,Сонгон шалгаруулалт | Биелэлт (%),56.6
2022-04,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-04,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14143.2
2022-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),1.4
2022-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,246.6
2022-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),39.9
2022-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,12518.9
2022-05,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),89.8
2022-05,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-05,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,915.6
2022-05,БҮГД | Биелэлт (%),10.8
2022-05,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-05,БҮГД | Өссөн дүнгийн гүйцэтгэл,31496.3
2022-05,Газрын тосны экспорт | Биелэлт (%),0.8
2022-05,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-05,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,1774.9
2022-05,Газрын тосны үйлчилгээний орлого | Биелэлт (%),100.1
2022-05,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-05,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1632.3
2022-05,Сонгон шалгаруулалт | Биелэлт (%),56.6
2022-05,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-05,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14143.2
2022-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),2.9
2022-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,511.5
2022-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),48.2
2022-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,15126.7
2022-06,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),97.9
2022-06,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-06,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,998.6
2022-06,БҮГД | Биелэлт (%),11.9
2022-06,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-06,БҮГД | Өссөн дүнгийн гүйцэтгэл,34696.0
2022-06,Газрын тосны экспорт | Биелэлт (%),0.8
2022-06,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-06,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,1774.9
2022-06,Газрын тосны үйлчилгээний орлого | Биелэлт (%),100.1
2022-06,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-06,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1632.3
2022-06,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-06,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-06,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),3.5
2022-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,620.6
2022-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),59.8
2022-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,18776.7
2022-07,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),104.2
2022-07,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-07,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1062.9
2022-07,БҮГД | Биелэлт (%),13.2
2022-07,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-07,БҮГД | Өссөн дүнгийн гүйцэтгэл,38484.2
2022-07,Газрын тосны экспорт | Биелэлт (%),0.8
2022-07,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-07,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,1774.9
2022-07,Газрын тосны үйлчилгээний орлого | Биелэлт (%),100.1
2022-07,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-07,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1632.3
2022-07,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-07,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-07,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),4.0
2022-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,694.4
2022-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),77.3
2022-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,24263.0
2022-08,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),108.6
2022-08,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-08,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1108.2
2022-08,БҮГД | Биелэлт (%),26.9
2022-08,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-08,БҮГД | Өссөн дүнгийн гүйцэтгэл,78426.7
2022-08,Газрын тосны экспорт | Биелэлт (%),16.8
2022-08,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-08,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,36161.3
2022-08,Газрын тосны үйлчилгээний орлого | Биелэлт (%),100.1
2022-08,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-08,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1632.3
2022-08,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-08,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-08,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),4.1
2022-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,718.8
2022-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),86.2
2022-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,27069.4
2022-09,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),111.3
2022-09,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-09,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1135.5
2022-09,БҮГД | Биелэлт (%),40.4
2022-09,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-09,БҮГД | Өссөн дүнгийн гүйцэтгэл,118056.5
2022-09,Газрын тосны экспорт | Биелэлт (%),33.6
2022-09,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-09,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,72448.7
2022-09,Газрын тосны үйлчилгээний орлого | Биелэлт (%),110.1
2022-09,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-09,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1794.1
2022-09,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-09,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-09,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),6.1
2022-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1065.7
2022-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),96.6
2022-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,30329.5
2022-10,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),119.2
2022-10,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-10,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1215.4
2022-10,БҮГД | Биелэлт (%),52.4
2022-10,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-10,БҮГД | Өссөн дүнгийн гүйцэтгэл,153134.8
2022-10,Газрын тосны экспорт | Биелэлт (%),48.1
2022-10,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-10,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,103737.3
2022-10,Газрын тосны үйлчилгээний орлого | Биелэлт (%),125.2
2022-10,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-10,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,2041.3
2022-10,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-10,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-10,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),7.2
2022-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1268.2
2022-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),104.7
2022-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,32862.9
2022-11,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),126.9
2022-11,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-11,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1294.2
2022-11,БҮГД | Биелэлт (%),62.4
2022-11,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-11,БҮГД | Өссөн дүнгийн гүйцэтгэл,182144.3
2022-11,Газрын тосны экспорт | Биелэлт (%),60.2
2022-11,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-11,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,129688.6
2022-11,Газрын тосны үйлчилгээний орлого | Биелэлт (%),138.5
2022-11,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-11,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,2257.8
2022-11,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-11,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-11,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),8.6
2022-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1497.9
2022-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),113.4
2022-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,31400.0
2022-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,35598.5
2022-12,Ашигт малтмалын үйлчилгээний орлого | Биелэлт (%),135.6
2022-12,Ашигт малтмалын үйлчилгээний орлого | Жилийн төлөвлөгөө,1020.0
2022-12,Ашигт малтмалын үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,1383.0
2022-12,БҮГД | Биелэлт (%),74.2
2022-12,БҮГД | Жилийн төлөвлөгөө,291997.0
2022-12,БҮГД | Өссөн дүнгийн гүйцэтгэл,216745.2
2022-12,Газрын тосны экспорт | Биелэлт (%),74.7
2022-12,Газрын тосны экспорт | Жилийн төлөвлөгөө,215447.0
2022-12,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,160996.1
2022-12,Газрын тосны үйлчилгээний орлого | Биелэлт (%),138.5
2022-12,Газрын тосны үйлчилгээний орлого | Жилийн төлөвлөгөө,1630.0
2022-12,Газрын тосны үйлчилгээний орлого | Өссөн дүнгийн гүйцэтгэл,2257.8
2022-12,Сонгон шалгаруулалт | Биелэлт (%),58.2
2022-12,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2022-12,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,14543.0
2022-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),11.2
2022-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,17500.0
2022-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1966.8
2023-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),5.9
2023-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,1759.8
2023-01,Бусад орлого | Биелэлт (%),4.0
2023-01,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-01,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,124.9
2023-01,БҮГД | Биелэлт (%),5.6
2023-01,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-01,БҮГД | Өссөн дүнгийн гүйцэтгэл,27424.1
2023-01,Газрын тосны экспорт | Биелэлт (%),6.0
2023-01,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-01,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,25499.0
2023-01,Сонгон шалгаруулалт | Биелэлт (%),0.0
2023-01,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-01,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,0.0
2023-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),1.4
2023-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,40.4
2023-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),15.0
2023-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,4471.1
2023-02,Бусад орлого | Биелэлт (%),70.0
2023-02,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-02,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2188.8
2023-02,БҮГД | Биелэлт (%),14.0
2023-02,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-02,БҮГД | Өссөн дүнгийн гүйцэтгэл,68154.8
2023-02,Газрын тосны экспорт | Биелэлт (%),11.9
2023-02,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-02,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,50424.7
2023-02,Сонгон шалгаруулалт | Биелэлт (%),44.0
2023-02,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-02,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,11000.0
2023-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),2.4
2023-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,70.2
2023-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),20.1
2023-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,5988.5
2023-03,Бусад орлого | Биелэлт (%),77.7
2023-03,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-03,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2427.6
2023-03,БҮГД | Биелэлт (%),14.7
2023-03,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-03,БҮГД | Өссөн дүнгийн гүйцэтгэл,71578.0
2023-03,Газрын тосны экспорт | Биелэлт (%),12.2
2023-03,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-03,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,51835.2
2023-03,Сонгон шалгаруулалт | Биелэлт (%),44.0
2023-03,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-03,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,11000.0
2023-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),11.0
2023-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,326.7
2023-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),28.4
2023-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,8442.7
2023-04,Бусад орлого | Биелэлт (%),85.9
2023-04,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-04,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2686.4
2023-04,БҮГД | Биелэлт (%),16.4
2023-04,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-04,БҮГД | Өссөн дүнгийн гүйцэтгэл,79754.0
2023-04,Газрын тосны экспорт | Биелэлт (%),12.5
2023-04,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-04,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,53165.8
2023-04,Сонгон шалгаруулалт | Биелэлт (%),60.0
2023-04,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-04,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,15000.0
2023-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),15.5
2023-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,459.1
2023-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),42.2
2023-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,12542.3
2023-05,Бусад орлого | Биелэлт (%),99.7
2023-05,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-05,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3116.8
2023-05,БҮГД | Биелэлт (%),18.2
2023-05,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-05,БҮГД | Өссөн дүнгийн гүйцэтгэл,88555.6
2023-05,Газрын тосны экспорт | Биелэлт (%),12.5
2023-05,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-05,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,53165.8
2023-05,Сонгон шалгаруулалт | Биелэлт (%),76.0
2023-05,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-05,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,19000.0
2023-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),24.7
2023-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,730.7
2023-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),52.8
2023-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,15682.7
2023-06,Бусад орлого | Биелэлт (%),111.9
2023-06,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-06,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3498.0
2023-06,БҮГД | Биелэлт (%),38.8
2023-06,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-06,БҮГД | Өссөн дүнгийн гүйцэтгэл,188326.2
2023-06,Газрын тосны экспорт | Биелэлт (%),33.8
2023-06,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-06,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,143667.1
2023-06,Сонгон шалгаруулалт | Биелэлт (%),98.6
2023-06,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-06,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,24642.4
2023-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),28.2
2023-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2962.6
2023-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,836.0
2023-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),65.3
2023-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29720.9
2023-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,19396.5
2023-07,Бусад орлого | Биелэлт (%),118.1
2023-07,Бусад орлого | Жилийн төлөвлөгөө,3126.2
2023-07,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3691.8
2023-07,БҮГД | Биелэлт (%),46.4
2023-07,БҮГД | Жилийн төлөвлөгөө,485780.9
2023-07,БҮГД | Өссөн дүнгийн гүйцэтгэл,225331.4
2023-07,Газрын тосны экспорт | Биелэлт (%),40.5
2023-07,Газрын тосны экспорт | Жилийн төлөвлөгөө,424971.2
2023-07,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,172227.7
2023-07,Сонгон шалгаруулалт | Биелэлт (%),116.6
2023-07,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2023-07,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,29142.9
