name,price
Arkhangai,2700.0
Bayan-Ulgii,3248.0
Bayankhongor,2730.0
Bulgan,2720.0
Darkhan-Uul,2645.0
Dornod,2727.0
Dornogovi,2720.0
Dundgovi,2730.0
Govi-Altai,2998.0
Govisumber,2678.0
Khentii,2720.0
Khovd,3350.0
Khuvsgul,2790.0
Orkhon,2690.0
Selenge,2700.0
Sukhbaatar,2768.0
Tuv,2613.0
Umnugovi,2748.0
Uvs,3183.0
Uvurkhangai,2670.0
Zavkhan,3290.0
