month,commodity,price
2024-02,Zinc (USD/tonne),2363.9
2024-03,Copper (USD/tonne),8675.1
2024-03,Fluorspar concentrate FF-97 (USD/tonne),415.0
2024-03,Fluorspar ore FK-85 (USD/tonne),365.0
2024-03,Gold (USD/troy oz),2158.0
2024-03,"Iron concentrate, 60% (USD/tonne)",94.8
2024-03,"Iron ore, 56% (USD/tonne)",79.9
2024-03,Lead (USD/tonne),2056.4
2024-03,"Manganese, 36% (USD/tonne)",162.4
2024-03,Molybdenum (USD/tonne),44234.6
2024-03,Silver (USD/troy oz),24.5
2024-03,Tin (USD/tonne),27430.9
2024-03,"Tungsten, 65% (USD/tonne)",17476.4
2024-03,"Tungsten, 99% (USD/tonne)",39919.1
2024-03,Uranium (USD/kg),193.5
2024-03,Zinc (USD/tonne),2461.9
2024-04,Copper (USD/tonne),9481.5
2024-04,Fluorspar concentrate FF-97 (USD/tonne),495.0
2024-04,Fluorspar ore FK-85 (USD/tonne),365.0
2024-04,Gold (USD/troy oz),2335.5
2024-04,"Iron concentrate, 60% (USD/tonne)",96.7
2024-04,"Iron ore, 56% (USD/tonne)",75.7
2024-04,Lead (USD/tonne),2129.2
2024-04,"Manganese, 36% (USD/tonne)",171.7
2024-04,Molybdenum (USD/tonne),43920.2
2024-04,Silver (USD/troy oz),27.6
2024-04,Tin (USD/tonne),31829.0
2024-04,"Tungsten, 65% (USD/tonne)",18379.1
2024-04,"Tungsten, 99% (USD/tonne)",40972.7
2024-04,Uranium (USD/kg),196.2
2024-04,Zinc (USD/tonne),2730.1
2024-05,Copper (USD/tonne),10128.4
2024-05,Fluorspar concentrate FF-97 (USD/tonne),470.0
2024-05,Fluorspar ore FK-85 (USD/tonne),370.0
2024-05,Gold (USD/troy oz),2352.1
2024-05,"Iron concentrate, 60% (USD/tonne)",104.4
2024-05,"Iron ore, 56% (USD/tonne)",82.9
2024-05,Lead (USD/tonne),2220.6
2024-05,"Manganese, 36% (USD/tonne)",253.0
2024-05,Molybdenum (USD/tonne),48150.0
2024-05,Silver (USD/troy oz),29.4
2024-05,Tin (USD/tonne),33139.8
2024-05,"Tungsten, 65% (USD/tonne)",20975.1
2024-05,"Tungsten, 99% (USD/tonne)",46761.9
2024-05,Uranium (USD/kg),199.3
2024-05,Zinc (USD/tonne),2955.1
2024-06,Copper (USD/tonne),9640.7
2024-06,Fluorspar concentrate FF-97 (USD/tonne),470.0
2024-06,Fluorspar ore FK-85 (USD/tonne),370.0
2024-06,Gold (USD/troy oz),2326.3
2024-06,"Iron concentrate, 60% (USD/tonne)",93.7
2024-06,"Iron ore, 56% (USD/tonne)",74.1
2024-06,Lead (USD/tonne),2147.2
2024-06,"Manganese, 36% (USD/tonne)",263.9
2024-06,Molybdenum (USD/tonne),51330.2
2024-06,Silver (USD/troy oz),29.6
2024-06,Tin (USD/tonne),32216.4
2024-06,"Tungsten, 65% (USD/tonne)",20407.5
2024-06,"Tungsten, 99% (USD/tonne)",48184.2
2024-06,Uranium (USD/kg),185.7
2024-06,Zinc (USD/tonne),2812.4
2024-07,Copper (USD/tonne),9393.2
2024-07,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-07,Fluorspar ore FK-85 (USD/tonne),372.5
2024-07,Gold (USD/troy oz),2395.3
2024-07,"Iron concentrate, 60% (USD/tonne)",92.9
2024-07,"Iron ore, 56% (USD/tonne)",73.6
2024-07,Lead (USD/tonne),2113.8
2024-07,"Manganese, 36% (USD/tonne)",214.0
2024-07,Molybdenum (USD/tonne),50047.7
2024-07,Silver (USD/troy oz),29.7
2024-07,Tin (USD/tonne),31987.4
2024-07,"Tungsten, 65% (USD/tonne)",18266.4
2024-07,"Tungsten, 99% (USD/tonne)",46160.9
2024-07,Uranium (USD/kg),185.7
2024-07,Zinc (USD/tonne),2784.7
2024-08,Copper (USD/tonne),8963.2
2024-08,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-08,Fluorspar ore FK-85 (USD/tonne),372.5
2024-08,Gold (USD/troy oz),2468.0
2024-08,"Iron concentrate, 60% (USD/tonne)",86.0
2024-08,"Iron ore, 56% (USD/tonne)",68.8
2024-08,Lead (USD/tonne),2001.8
2024-08,"Manganese, 36% (USD/tonne)",174.9
2024-08,Molybdenum (USD/tonne),46563.7
2024-08,Silver (USD/troy oz),28.5
2024-08,Tin (USD/tonne),31499.8
2024-08,"Tungsten, 65% (USD/tonne)",18905.9
2024-08,"Tungsten, 99% (USD/tonne)",45331.8
2024-08,Uranium (USD/kg),173.1
2024-08,Zinc (USD/tonne),2709.2
2024-09,Copper (USD/tonne),9253.9
2024-09,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-09,Fluorspar ore FK-85 (USD/tonne),372.5
2024-09,Gold (USD/troy oz),2567.1
2024-09,"Iron concentrate, 60% (USD/tonne)",79.9
2024-09,"Iron ore, 56% (USD/tonne)",64.4
2024-09,Lead (USD/tonne),2006.7
2024-09,"Manganese, 36% (USD/tonne)",164.0
2024-09,Molybdenum (USD/tonne),47532.7
2024-09,Silver (USD/troy oz),30.0
2024-09,Tin (USD/tonne),31625.1
2024-09,"Tungsten, 65% (USD/tonne)",19518.5
2024-09,"Tungsten, 99% (USD/tonne)",46473.7
2024-09,Uranium (USD/kg),180.8
2024-09,Zinc (USD/tonne),2840.3
2024-10,Copper (USD/tonne),9538.8
2024-10,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-10,Fluorspar ore FK-85 (USD/tonne),372.5
2024-10,Gold (USD/troy oz),2690.1
2024-10,"Iron concentrate, 60% (USD/tonne)",90.9
2024-10,"Iron ore, 56% (USD/tonne)",74.6
2024-10,Lead (USD/tonne),2035.2
2024-10,"Manganese, 36% (USD/tonne)",156.5
2024-10,Molybdenum (USD/tonne),48252.4
2024-10,Silver (USD/troy oz),32.4
2024-10,Tin (USD/tonne),32201.6
2024-10,"Tungsten, 65% (USD/tonne)",19821.9
2024-10,"Tungsten, 99% (USD/tonne)",46973.7
2024-10,Uranium (USD/kg),177.5
2024-10,Zinc (USD/tonne),3102.5
2024-11,Copper (USD/tonne),9074.3
2024-11,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-11,Fluorspar ore FK-85 (USD/tonne),372.5
2024-11,Gold (USD/troy oz),2650.7
2024-11,"Iron concentrate, 60% (USD/tonne)",89.4
2024-11,"Iron ore, 56% (USD/tonne)",73.9
2024-11,Lead (USD/tonne),1987.8
2024-11,"Manganese, 36% (USD/tonne)",158.8
2024-11,Molybdenum (USD/tonne),48185.6
2024-11,Silver (USD/troy oz),31.1
2024-11,Tin (USD/tonne),29753.0
2024-11,"Tungsten, 65% (USD/tonne)",19766.9
2024-11,"Tungsten, 99% (USD/tonne)",47171.4
2024-11,Uranium (USD/kg),170.0
2024-11,Zinc (USD/tonne),2998.6
2024-12,Copper (USD/tonne),8919.2
2024-12,Fluorspar concentrate FF-97 (USD/tonne),472.5
2024-12,Fluorspar ore FK-85 (USD/tonne),372.5
2024-12,Gold (USD/troy oz),2644.1
2024-12,"Iron concentrate, 60% (USD/tonne)",93.2
2024-12,"Iron ore, 56% (USD/tonne)",76.7
2024-12,Lead (USD/tonne),1993.5
2024-12,"Manganese, 36% (USD/tonne)",163.0
2024-12,Molybdenum (USD/tonne),47260.4
2024-12,Silver (USD/troy oz),30.5
2024-12,Tin (USD/tonne),28861.3
2024-12,"Tungsten, 65% (USD/tonne)",19534.6
2024-12,"Tungsten, 99% (USD/tonne)",47000.0
2024-12,Uranium (USD/kg),160.1
2024-12,Zinc (USD/tonne),3042.5
2025-01,Copper (USD/tonne),8977.2
2025-01,Fluorspar concentrate FF-97 (USD/tonne),472.5
2025-01,Fluorspar ore FK-85 (USD/tonne),372.5
2025-01,Gold (USD/troy oz),2709.7
2025-01,"Iron concentrate, 60% (USD/tonne)",91.3
2025-01,"Iron ore, 56% (USD/tonne)",75.6
2025-01,Lead (USD/tonne),1921.2
2025-01,"Manganese, 36% (USD/tonne)",170.2
2025-01,Molybdenum (USD/tonne),45966.3
2025-01,Silver (USD/troy oz),30.4
2025-01,Tin (USD/tonne),29603.9
2025-01,"Tungsten, 65% (USD/tonne)",19702.3
2025-01,"Tungsten, 99% (USD/tonne)",47035.2
2025-01,Uranium (USD/kg),152.7
2025-01,Zinc (USD/tonne),2824.8
2025-02,Copper (USD/tonne),9328.7
2025-02,Fluorspar concentrate FF-97 (USD/tonne),472.5
2025-02,Fluorspar ore FK-85 (USD/tonne),372.5
2025-02,Gold (USD/troy oz),2894.7
2025-02,"Iron concentrate, 60% (USD/tonne)",96.3
2025-02,"Iron ore, 56% (USD/tonne)",79.6
2025-02,Lead (USD/tonne),1954.7
2025-02,"Manganese, 36% (USD/tonne)",192.3
2025-02,Molybdenum (USD/tonne),45517.7
2025-02,Silver (USD/troy oz),32.2
2025-02,Tin (USD/tonne),31860.5
2025-02,"Tungsten, 65% (USD/tonne)",19766.3
2025-02,"Tungsten, 99% (USD/tonne)",47200.0
2025-02,Uranium (USD/kg),143.4
2025-02,Zinc (USD/tonne),2799.2
2025-03,Copper (USD/tonne),9730.6
2025-03,Fluorspar concentrate FF-97 (USD/tonne),472.5
2025-03,Fluorspar ore FK-85 (USD/tonne),372.5
2025-03,Gold (USD/troy oz),2983.3
2025-03,"Iron concentrate, 60% (USD/tonne)",89.2
2025-03,"Iron ore, 56% (USD/tonne)",71.8
2025-03,Lead (USD/tonne),2033.1
2025-03,"Manganese, 36% (USD/tonne)",187.8
2025-03,Molybdenum (USD/tonne),44654.1
2025-03,Silver (USD/troy oz),33.2
2025-03,Tin (USD/tonne),34012.5
2025-03,"Tungsten, 65% (USD/tonne)",19357.7
2025-03,"Tungsten, 99% (USD/tonne)",47200.0
2025-03,Uranium (USD/kg),141.6
2025-03,Zinc (USD/tonne),2887.4
2025-04,Copper (USD/tonne),9191.5
2025-04,Fluorspar concentrate FF-97 (USD/tonne),470.0
2025-04,Fluorspar ore FK-85 (USD/tonne),372.5
2025-04,Gold (USD/troy oz),3207.5
2025-04,"Iron concentrate, 60% (USD/tonne)",88.9
2025-04,"Iron ore, 56% (USD/tonne)",70.0
2025-04,Lead (USD/tonne),1908.5
2025-04,"Manganese, 36% (USD/tonne)",169.2
2025-04,Molybdenum (USD/tonne),43891.8
2025-04,Silver (USD/troy oz),32.3
2025-04,Tin (USD/tonne),32670.9
2025-04,"Tungsten, 65% (USD/tonne)",19888.6
2025-04,"Tungsten, 99% (USD/tonne)",47750.0
2025-04,Uranium (USD/kg),149.3
2025-04,Zinc (USD/tonne),2624.8
2025-05,Copper (USD/tonne),9529.1
2025-05,Fluorspar concentrate FF-97 (USD/tonne),490.0
2025-05,Fluorspar ore FK-85 (USD/tonne),410.0
2025-05,Gold (USD/troy oz),3278.0
2025-05,"Iron concentrate, 60% (USD/tonne)",88.4
2025-05,"Iron ore, 56% (USD/tonne)",70.1
2025-05,Lead (USD/tonne),1957.6
2025-05,"Manganese, 36% (USD/tonne)",164.5
2025-05,Molybdenum (USD/tonne),44329.4
2025-05,Silver (USD/troy oz),32.7
2025-05,Tin (USD/tonne),32126.0
2025-05,"Tungsten, 65% (USD/tonne)",22445.2
2025-05,"Tungsten, 99% (USD/tonne)",51347.4
2025-05,Uranium (USD/kg),157.7
2025-05,Zinc (USD/tonne),2645.7
2025-06,Copper (USD/tonne),9833.0
2025-06,Fluorspar concentrate FF-97 (USD/tonne),490.0
2025-06,Fluorspar ore FK-85 (USD/tonne),410.0
2025-06,Gold (USD/troy oz),3352.0
2025-06,"Iron concentrate, 60% (USD/tonne)",82.9
2025-06,"Iron ore, 56% (USD/tonne)",66.1
2025-06,Lead (USD/tonne),1972.3
2025-06,"Manganese, 36% (USD/tonne)",164.3
2025-06,Molybdenum (USD/tonne),48125.8
2025-06,Silver (USD/troy oz),35.9
2025-06,Tin (USD/tonne),32462.4
2025-06,"Tungsten, 65% (USD/tonne)",24024.7
2025-06,"Tungsten, 99% (USD/tonne)",55275.0
2025-06,Uranium (USD/kg),173.5
2025-06,Zinc (USD/tonne),2650.4
2025-07,Copper (USD/tonne),9777.7
2025-07,Fluorspar concentrate FF-97 (USD/tonne),560.0
2025-07,Fluorspar ore FK-85 (USD/tonne),410.0
2025-07,Gold (USD/troy oz),3338.3
2025-07,"Iron concentrate, 60% (USD/tonne)",88.6
2025-07,"Iron ore, 56% (USD/tonne)",71.7
2025-07,Lead (USD/tonne),1994.3
2025-07,"Manganese, 36% (USD/tonne)",168.0
2025-07,Molybdenum (USD/tonne),50225.1
2025-07,Silver (USD/troy oz),37.7
2025-07,Tin (USD/tonne),33676.6
2025-07,"Tungsten, 65% (USD/tonne)",25266.0
2025-07,"Tungsten, 99% (USD/tonne)",58391.3
2025-07,Uranium (USD/kg),156.7
2025-07,Zinc (USD/tonne),2758.4
2025-08,Copper (USD/tonne),9645.5
2025-08,Fluorspar concentrate FF-97 (USD/tonne),520.0
2025-08,Fluorspar ore FK-85 (USD/tonne),410.0
2025-08,Gold (USD/troy oz),3363.0
2025-08,"Iron concentrate, 60% (USD/tonne)",89.9
2025-08,"Iron ore, 56% (USD/tonne)",72.3
2025-08,Lead (USD/tonne),1944.6
2025-08,"Manganese, 36% (USD/tonne)",175.6
2025-08,Molybdenum (USD/tonne),53940.4
2025-08,Silver (USD/troy oz),37.9
2025-08,Tin (USD/tonne),33854.6
2025-08,"Tungsten, 65% (USD/tonne)",29515.2
2025-08,"Tungsten, 99% (USD/tonne)",68738.1
2025-08,Uranium (USD/kg),165.6
2025-08,Zinc (USD/tonne),2783.9
2025-09,Copper (USD/tonne),9952.09
2025-09,Fluorspar concentrate FF-97 (USD/tonne),520.0
2025-09,Fluorspar ore FK-85 (USD/tonne),410.0
2025-09,Gold (USD/troy oz),3665.2
2025-09,"Iron concentrate, 60% (USD/tonne)",93.12
2025-09,"Iron ore, 56% (USD/tonne)",75.19
2025-09,Lead (USD/tonne),1953.95
2025-09,"Manganese, 36% (USD/tonne)",174.78
2025-09,Molybdenum (USD/tonne),56161.69
2025-09,Silver (USD/troy oz),42.54
2025-09,Tin (USD/tonne),34517.27
2025-09,"Tungsten, 65% (USD/tonne)",38935.15
2025-09,"Tungsten, 99% (USD/tonne)",90750.0
2025-09,Uranium (USD/kg),82.17
2025-09,Zinc (USD/tonne),2929.48
2025-10,Copper (USD/tonne),10695.6
2025-10,Fluorspar concentrate FF-97 (USD/tonne),520.0
2025-10,Fluorspar ore FK-85 (USD/tonne),410.0
2025-10,Gold (USD/troy oz),4053.3
2025-10,"Iron concentrate, 60% (USD/tonne)",93.6
2025-10,"Iron ore, 56% (USD/tonne)",75.7
2025-10,Lead (USD/tonne),1967.7
2025-10,"Manganese, 36% (USD/tonne)",174.0
2025-10,Molybdenum (USD/tonne),54827.9
2025-10,Silver (USD/troy oz),49.4
2025-10,Tin (USD/tonne),36033.6
2025-10,"Tungsten, 65% (USD/tonne)",38865.0
2025-10,"Tungsten, 99% (USD/tonne)",92527.8
2025-10,Uranium (USD/kg),176.4
2025-10,Zinc (USD/tonne),3148.5
2025-11,Copper (USD/tonne),10800.0
2025-11,Fluorspar concentrate FF-97 (USD/tonne),520.0
2025-11,Fluorspar ore FK-85 (USD/tonne),420.0
2025-11,Gold (USD/troy oz),4083.0
2025-11,"Iron concentrate, 60% (USD/tonne)",92.9
2025-11,"Iron ore, 56% (USD/tonne)",75.0
2025-11,Lead (USD/tonne),2001.2
2025-11,"Manganese, 36% (USD/tonne)",173.3
2025-11,Molybdenum (USD/tonne),49878.4
2025-11,Silver (USD/troy oz),50.7
2025-11,Tin (USD/tonne),37003.6
2025-11,"Tungsten, 65% (USD/tonne)",45304.8
2025-11,"Tungsten, 99% (USD/tonne)",105575.0
2025-11,Uranium (USD/kg),167.1
2025-11,Zinc (USD/tonne),3186.7
2025-12,Copper (USD/tonne),11802.8
2025-12,Fluorspar concentrate FF-97 (USD/tonne),520.0
2025-12,Fluorspar ore FK-85 (USD/tonne),420.0
2025-12,Gold (USD/troy oz),4300.0
2025-12,"Iron concentrate, 60% (USD/tonne)",94.3
2025-12,"Iron ore, 56% (USD/tonne)",73.8
2025-12,Lead (USD/tonne),1941.8
2025-12,"Manganese, 36% (USD/tonne)",176.3
2025-12,Molybdenum (USD/tonne),47192.5
2025-12,Silver (USD/troy oz),64.3
2025-12,Tin (USD/tonne),41334.4
2025-12,"Tungsten, 65% (USD/tonne)",57063.3
2025-12,"Tungsten, 99% (USD/tonne)",132804.4
2025-12,Uranium (USD/kg),179.8
2025-12,Zinc (USD/tonne),3159.2
2026-01,Copper (USD/tonne),13088.1
2026-01,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-01,Fluorspar ore FK-85 (USD/tonne),420.0
2026-01,Gold (USD/troy oz),4717.6
2026-01,"Iron concentrate, 60% (USD/tonne)",96.7
2026-01,"Iron ore, 56% (USD/tonne)",76.3
2026-01,Lead (USD/tonne),1997.5
2026-01,"Manganese, 36% (USD/tonne)",179.0
2026-01,Molybdenum (USD/tonne),51270.0
2026-01,Silver (USD/troy oz),90.1
2026-01,Tin (USD/tonne),49884.1
2026-01,"Tungsten, 65% (USD/tonne)",73474.3
2026-01,"Tungsten, 99% (USD/tonne)",183833.3
2026-01,Uranium (USD/kg),207.9
2026-01,Zinc (USD/tonne),3219.8
2026-02,Copper (USD/tonne),12967.2
2026-02,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-02,Fluorspar ore FK-85 (USD/tonne),420.0
2026-02,Gold (USD/troy oz),5028.6
2026-02,"Iron concentrate, 60% (USD/tonne)",90.4
2026-02,"Iron ore, 56% (USD/tonne)",71.5
2026-02,Lead (USD/tonne),1915.6
2026-02,"Manganese, 36% (USD/tonne)",185.7
2026-02,Molybdenum (USD/tonne),58218.5
2026-02,Silver (USD/troy oz),81.9
2026-02,Tin (USD/tonne),48649.0
2026-02,"Tungsten, 65% (USD/tonne)",101906.1
2026-02,"Tungsten, 99% (USD/tonne)",248892.9
2026-02,Uranium (USD/kg),191.7
2026-02,Zinc (USD/tonne),3320.1
2026-03,Copper (USD/tonne),12498.35
2026-03,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-03,Fluorspar ore FK-85 (USD/tonne),420.0
2026-03,Gold (USD/troy oz),4868.73
2026-03,"Iron concentrate, 60% (USD/tonne)",94.0
2026-03,"Iron ore, 56% (USD/tonne)",73.51
2026-03,Lead (USD/tonne),1879.3
2026-03,"Manganese, 36% (USD/tonne)",203.57
2026-03,Molybdenum (USD/tonne),59257.18
2026-03,Silver (USD/troy oz),78.29
2026-03,Tin (USD/tonne),47494.32
2026-03,"Tungsten, 65% (USD/tonne)",139968.32
2026-03,"Tungsten, 99% (USD/tonne)",343954.55
2026-03,Uranium (USD/kg),185.74
2026-03,Zinc (USD/tonne),3187.34
2026-04,Copper (USD/tonne),12890.73
2026-04,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-04,Fluorspar ore FK-85 (USD/tonne),425.0
2026-04,Gold (USD/troy oz),4724.95
2026-04,"Iron concentrate, 60% (USD/tonne)",94.16
2026-04,"Iron ore, 56% (USD/tonne)",70.22
2026-04,Lead (USD/tonne),1922.18
2026-04,"Manganese, 36% (USD/tonne)",223.32
2026-04,Molybdenum (USD/tonne),60017.47
2026-04,Silver (USD/troy oz),75.88
2026-04,Tin (USD/tonne),48924.38
2026-04,"Tungsten, 65% (USD/tonne)",128963.55
2026-04,"Tungsten, 99% (USD/tonne)",364350.0
2026-04,Uranium (USD/kg),190.37
2026-04,Zinc (USD/tonne),3360.36
2026-05,Copper (USD/tonne),13506.29
2026-05,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-05,Fluorspar ore FK-85 (USD/tonne),425.0
2026-05,Gold (USD/troy oz),4590.66
2026-05,"Iron concentrate, 60% (USD/tonne)",93.12
2026-05,"Iron ore, 56% (USD/tonne)",67.91
2026-05,Lead (USD/tonne),1990.47
2026-05,"Manganese, 36% (USD/tonne)",206.06
2026-05,Molybdenum (USD/tonne),65694.2
2026-05,Silver (USD/troy oz),77.76
2026-05,Tin (USD/tonne),53670.92
2026-05,"Tungsten, 65% (USD/tonne)",75989.56
2026-05,"Tungsten, 99% (USD/tonne)",274473.68
2026-05,Uranium (USD/kg),185.58
2026-05,Zinc (USD/tonne),3487.55
2026-06,Copper (USD/tonne),13573.81
2026-06,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-06,Fluorspar ore FK-85 (USD/tonne),425.0
2026-06,Gold (USD/troy oz),4219.03
2026-06,"Iron concentrate, 60% (USD/tonne)",87.63
2026-06,"Iron ore, 56% (USD/tonne)",62.02
2026-06,Lead (USD/tonne),1950.59
2026-06,"Manganese, 36% (USD/tonne)",198.99
2026-06,Molybdenum (USD/tonne),68391.32
2026-06,Silver (USD/troy oz),65.77
2026-06,Tin (USD/tonne),53331.7
2026-06,"Tungsten, 65% (USD/tonne)",70928.66
2026-06,"Tungsten, 99% (USD/tonne)",218047.62
2026-06,Uranium (USD/kg),187.39
2026-06,Zinc (USD/tonne),3539.93
2026-07,Copper (USD/tonne),13524.52
2026-07,Fluorspar concentrate FF-97 (USD/tonne),520.0
2026-07,Fluorspar ore FK-85 (USD/tonne),425.0
2026-07,Gold (USD/troy oz),4077.8
2026-07,"Iron concentrate, 60% (USD/tonne)",86.21
2026-07,"Iron ore, 56% (USD/tonne)",59.67
2026-07,Lead (USD/tonne),1843.55
2026-07,"Manganese, 36% (USD/tonne)",193.9
2026-07,Molybdenum (USD/tonne),70211.4
2026-07,Silver (USD/troy oz),58.8
2026-07,Tin (USD/tonne),53088.8
2026-07,"Tungsten, 65% (USD/tonne)",62943.87
2026-07,"Tungsten, 99% (USD/tonne)",205652.17
2026-07,Uranium (USD/kg),190.43
2026-07,Zinc (USD/tonne),3595.53
