name,price
Arkhangai,5000.0
Bayan-Ulgii,3897.0
Bayankhongor,6000.0
Bulgan,3000.0
Darkhan-Uul,2657.0
Dornod,2280.0
Dornogovi,3659.0
Dundgovi,4366.0
Govi-Altai,4000.0
Govisumber,3500.0
Khentii,2500.0
Khovd,4000.0
Khuvsgul,3464.0
Orkhon,3000.0
Selenge,2500.0
Sukhbaatar,2449.0
Tuv,2500.0
Umnugovi,6500.0
Uvs,2823.0
Uvurkhangai,4500.0
Zavkhan,5000.0
