date,product_region,price
2023-03,Wheat — Bulgan,850000.0
2023-03,Wheat — Dornod,850000.0
2023-03,Wheat — Orkhon,1200000.0
2023-03,Wheat — Selenge,583333.0
2023-03,Wheat — Tuv,908000.0
2023-03,Wheat — Uvs,1000000.0
2023-03,Wheat — Uvurkhangai,900000.0
2023-04,Wheat seed — Bulgan,1147500.0
2023-04,Wheat seed — Dornod,1100000.0
2023-04,Wheat seed — Orkhon,1200000.0
2023-04,Wheat seed — Selenge,875000.0
2023-04,Wheat seed — Tuv,1250000.0
2023-04,Wheat seed — Uvurkhangai,995000.0
2023-04,Wheat seed — Zavkhan,1200000.0
2023-04,Wheat — Bulgan,850000.0
2023-04,Wheat — Dornod,850000.0
2023-04,Wheat — Orkhon,1200000.0
2023-04,Wheat — Selenge,725000.0
2023-04,Wheat — Tuv,798000.0
2023-04,Wheat — Uvurkhangai,900000.0
2023-05,Wheat seed — Bulgan,995000.0
2023-05,Wheat seed — Dornod,1100000.0
2023-05,Wheat seed — Orkhon,1200000.0
2023-05,Wheat seed — Selenge,916667.0
2023-05,Wheat seed — Tuv,1337500.0
2023-05,Wheat seed — Uvs,1250000.0
2023-05,Wheat seed — Uvurkhangai,1200000.0
2023-05,Wheat — Bulgan,850000.0
2023-05,Wheat — Dornod,850000.0
2023-05,Wheat — Orkhon,1100000.0
2023-05,Wheat — Selenge,600000.0
2023-05,Wheat — Tuv,898000.0
2023-06,Wheat seed — Dornod,1100000.0
2023-06,Wheat seed — Orkhon,1200000.0
2023-06,Wheat seed — Selenge,875000.0
2023-06,Wheat seed — Tuv,1225000.0
2023-06,Wheat seed — Uvs,2000000.0
2023-06,Wheat seed — Uvurkhangai,1200000.0
2023-06,Wheat — Dornod,850000.0
2023-06,Wheat — Orkhon,1100000.0
2023-06,Wheat — Selenge,600000.0
2023-06,Wheat — Tuv,1002667.0
2023-07,Wheat seed — Dornod,1100000.0
2023-07,Wheat seed — Orkhon,1200000.0
2023-07,Wheat seed — Selenge,950000.0
2023-07,Wheat seed — Tuv,1250000.0
2023-07,Wheat — Dornod,850000.0
2023-07,Wheat — Orkhon,1100000.0
2023-07,Wheat — Tuv,1033333.0
2023-08,Wheat seed — Dornod,1100000.0
2023-08,Wheat seed — Orkhon,1200000.0
2023-08,Wheat seed — Tuv,1500000.0
2023-08,Wheat seed — Uvs,2000000.0
2023-08,Wheat — Dornod,850000.0
2023-08,Wheat — Orkhon,1100000.0
2023-08,Wheat — Tuv,1200000.0
2023-09,Wheat seed — Bulgan,995000.0
2023-09,Wheat seed — Dornod,1100000.0
2023-09,Wheat seed — Orkhon,1200000.0
2023-09,Wheat seed — Selenge,925000.0
2023-09,Wheat seed — Tuv,1200000.0
2023-09,Wheat seed — Uvs,2200000.0
2023-09,Wheat seed — Zavkhan,1000000.0
2023-09,Wheat — Bulgan,925000.0
2023-09,Wheat — Dornod,850000.0
2023-09,Wheat — Orkhon,1000000.0
2023-09,Wheat — Selenge,1050000.0
2023-09,Wheat — Tuv,1033333.0
2023-09,Wheat — Uvs,1200000.0
2023-10,Wheat seed — Bulgan,995000.0
2023-10,Wheat seed — Darkhan-Uul,800000.0
2023-10,Wheat seed — Dornod,1100000.0
2023-10,Wheat seed — Orkhon,1000000.0
2023-10,Wheat seed — Selenge,1020000.0
2023-10,Wheat seed — Tuv,1266667.0
2023-10,Wheat seed — Uvs,1800000.0
2023-10,Wheat seed — Uvurkhangai,1200000.0
2023-10,Wheat seed — Zavkhan,1000000.0
2023-10,Wheat — Bulgan,885000.0
2023-10,Wheat — Darkhan-Uul,900000.0
2023-10,Wheat — Dornod,850000.0
2023-10,Wheat — Orkhon,1000000.0
2023-10,Wheat — Selenge,750000.0
2023-10,Wheat — Tuv,910000.0
2023-10,Wheat — Uvs,1200000.0
2023-10,Wheat — Uvurkhangai,900000.0
2023-10,Wheat — Zavkhan,1200000.0
2023-11,Wheat seed — Arkhangai,1000000.0
2023-11,Wheat seed — Bulgan,995000.0
2023-11,Wheat seed — Dornod,1100000.0
2023-11,Wheat seed — Orkhon,1100000.0
2023-11,Wheat seed — Selenge,1112500.0
2023-11,Wheat seed — Tuv,1300000.0
2023-11,Wheat seed — Uvs,1500000.0
2023-11,Wheat seed — Uvurkhangai,1200000.0
2023-11,Wheat — Bulgan,935000.0
2023-11,Wheat — Dornod,850000.0
2023-11,Wheat — Orkhon,1100000.0
2023-11,Wheat — Selenge,980000.0
2023-11,Wheat — Tuv,910000.0
2023-11,Wheat — Uvurkhangai,900000.0
2023-11,Wheat — Zavkhan,1000000.0
2023-12,Wheat seed — Dornod,1100000.0
2023-12,Wheat seed — Orkhon,1400000.0
2023-12,Wheat seed — Selenge,1300000.0
2023-12,Wheat seed — Tuv,1350000.0
2023-12,Wheat seed — Uvs,1500000.0
2023-12,Wheat seed — Uvurkhangai,1100000.0
2023-12,Wheat seed — Zavkhan,1200000.0
2023-12,Wheat — Bulgan,920000.0
2023-12,Wheat — Dornod,850000.0
2023-12,Wheat — Orkhon,1100000.0
2023-12,Wheat — Tuv,866667.0
2023-12,Wheat — Uvs,1150000.0
2023-12,Wheat — Uvurkhangai,1000000.0
2023-12,Wheat — Zavkhan,1500000.0
2024-01,Wheat seed — Bulgan,1200000.0
2024-01,Wheat seed — Dornod,1100000.0
2024-01,Wheat seed — Orkhon,1400000.0
2024-01,Wheat seed — Selenge,1500000.0
2024-01,Wheat seed — Tuv,1066667.0
2024-01,Wheat seed — Uvs,1700000.0
2024-01,Wheat seed — Uvurkhangai,1100000.0
2024-01,Wheat seed — Zavkhan,1200000.0
2024-01,Wheat — Arkhangai,1000000.0
2024-01,Wheat — Bulgan,950000.0
2024-01,Wheat — Dornod,850000.0
2024-01,Wheat — Orkhon,1100000.0
2024-01,Wheat — Selenge,800000.0
2024-01,Wheat — Tuv,1030000.0
2024-01,Wheat — Uvs,1300000.0
2024-01,Wheat — Uvurkhangai,1000000.0
2024-02,Wheat seed — Bulgan,995000.0
2024-02,Wheat seed — Dornod,1100000.0
2024-02,Wheat seed — Orkhon,1300000.0
2024-02,Wheat seed — Selenge,1400000.0
2024-02,Wheat seed — Tuv,937500.0
2024-02,Wheat seed — Uvs,1800000.0
2024-02,Wheat seed — Zavkhan,1500000.0
2024-02,Wheat — Arkhangai,1200000.0
2024-02,Wheat — Bulgan,950000.0
2024-02,Wheat — Dornod,850000.0
2024-02,Wheat — Orkhon,1000000.0
2024-02,Wheat — Selenge,750000.0
2024-02,Wheat — Tuv,972500.0
2024-02,Wheat — Uvs,1300000.0
2024-02,Wheat — Zavkhan,1500000.0
2024-03,Wheat seed — Orkhon,1325000.0
2024-03,Wheat seed — Selenge,1000000.0
2024-03,Wheat seed — Tuv,1100000.0
2024-03,Wheat seed — Uvs,1800000.0
2024-03,Wheat seed — Zavkhan,1500000.0
2024-03,Wheat — Arkhangai,1200000.0
2024-03,Wheat — Orkhon,1025000.0
2024-03,Wheat — Tuv,1022500.0
2024-03,Wheat — Uvs,1300000.0
2024-03,Wheat — Zavkhan,1500000.0
2024-04,Wheat seed — Arkhangai,1300000.0
2024-04,Wheat seed — Dornod,1100000.0
2024-04,Wheat seed — Orkhon,1400000.0
2024-04,Wheat seed — Selenge,950000.0
2024-04,Wheat seed — Tuv,1225000.0
2024-04,Wheat seed — Uvs,1550000.0
2024-04,Wheat seed — Zavkhan,1500000.0
2024-04,Wheat — Dornod,850000.0
2024-04,Wheat — Tuv,1100000.0
2024-05,Wheat seed — Arkhangai,1300000.0
2024-05,Wheat seed — Dornod,1100000.0
2024-05,Wheat seed — Orkhon,1100000.0
2024-05,Wheat seed — Selenge,950000.0
2024-05,Wheat seed — Tuv,1175000.0
2024-05,Wheat seed — Uvs,1500000.0
2024-05,Wheat seed — Uvurkhangai,1250000.0
2024-05,Wheat — Dornod,850000.0
2024-05,Wheat — Tuv,1166667.0
2024-05,Wheat — Uvs,1200000.0
2024-06,Wheat seed — Arkhangai,1300000.0
2024-06,Wheat seed — Dornod,1100000.0
2024-06,Wheat seed — Orkhon,1100000.0
2024-06,Wheat seed — Selenge,950000.0
2024-06,Wheat seed — Tuv,1175000.0
2024-06,Wheat seed — Uvs,1700000.0
2024-06,Wheat seed — Uvurkhangai,1200000.0
2024-06,Wheat — Dornod,850000.0
2024-06,Wheat — Tuv,1047000.0
2024-07,Wheat seed — Arkhangai,1300000.0
2024-07,Wheat seed — Dornod,1100000.0
2024-07,Wheat seed — Orkhon,1150000.0
2024-07,Wheat seed — Selenge,950000.0
2024-07,Wheat seed — Tuv,1100000.0
2024-07,Wheat seed — Uvs,1500000.0
2024-07,Wheat seed — Uvurkhangai,1100000.0
2024-07,Wheat seed — Zavkhan,1200000.0
2024-07,Wheat — Dornod,850000.0
2024-07,Wheat — Tuv,920000.0
2024-08,Wheat seed — Dornod,1000000.0
2024-08,Wheat seed — Orkhon,1200000.0
2024-08,Wheat seed — Selenge,950000.0
2024-08,Wheat seed — Tuv,1100000.0
2024-08,Wheat seed — Uvs,1800000.0
2024-08,Wheat seed — Zavkhan,1200000.0
2024-08,Wheat — Dornod,880000.0
2024-08,Wheat — Tuv,1046660.0
2024-08,Wheat — Uvs,1200000.0
2024-08,Wheat — Uvurkhangai,1200000.0
2024-09,Wheat seed — Dornod,1000000.0
2024-09,Wheat seed — Orkhon,1350000.0
2024-09,Wheat seed — Selenge,966667.0
2024-09,Wheat seed — Tuv,1125000.0
2024-09,Wheat seed — Uvs,1500000.0
2024-09,Wheat seed — Zavkhan,1000000.0
2024-09,Wheat — Arkhangai,1000000.0
2024-09,Wheat — Dornod,880000.0
2024-09,Wheat — Orkhon,1000000.0
2024-09,Wheat — Selenge,900000.0
2024-09,Wheat — Tuv,933333.0
2024-09,Wheat — Uvs,1100000.0
2024-09,Wheat — Uvurkhangai,1200000.0
2024-10,Wheat seed — Dornod,1000000.0
2024-10,Wheat seed — Orkhon,1350000.0
2024-10,Wheat seed — Tuv,962500.0
2024-10,Wheat seed — Uvs,1500000.0
2024-10,Wheat seed — Zavkhan,1000000.0
2024-10,Wheat — Arkhangai,1000000.0
2024-10,Wheat — Orkhon,1000000.0
2024-10,Wheat — Selenge,900000.0
2024-10,Wheat — Sukhbaatar,880000.0
2024-10,Wheat — Tuv,922500.0
2024-10,Wheat — Uvs,1100000.0
2024-11,Wheat seed — Dornod,1000000.0
2024-11,Wheat seed — Orkhon,1350000.0
2024-11,Wheat seed — Selenge,950000.0
2024-11,Wheat seed — Tuv,1050000.0
2024-11,Wheat seed — Uvs,1500000.0
2024-11,Wheat seed — Uvurkhangai,1450000.0
2024-11,Wheat seed — Zavkhan,1000000.0
2024-11,Wheat — Arkhangai,1000000.0
2024-11,Wheat — Dornod,880000.0
2024-11,Wheat — Orkhon,1000000.0
2024-11,Wheat — Selenge,937500.0
2024-11,Wheat — Tuv,937500.0
2024-11,Wheat — Uvs,1000000.0
2024-11,Wheat — Uvurkhangai,1100000.0
2024-12,Wheat seed — Dornod,1000000.0
2024-12,Wheat seed — Orkhon,1350000.0
2024-12,Wheat seed — Selenge,950000.0
2024-12,Wheat seed — Tuv,1000000.0
2024-12,Wheat seed — Uvurkhangai,1300000.0
2024-12,Wheat seed — Zavkhan,1000000.0
2024-12,Wheat — Dornod,880000.0
2024-12,Wheat — Orkhon,1000000.0
2024-12,Wheat — Selenge,816667.0
2024-12,Wheat — Tuv,825000.0
2025-01,Wheat seed — Dornod,1000000.0
2025-01,Wheat seed — Orkhon,1300000.0
2025-01,Wheat seed — Tuv,1050000.0
2025-01,Wheat seed — Uvs,1700000.0
2025-01,Wheat seed — Uvurkhangai,1200000.0
2025-01,Wheat seed — Zavkhan,1200000.0
2025-01,Wheat — Dornod,880000.0
2025-01,Wheat — Orkhon,950000.0
2025-01,Wheat — Selenge,966667.0
2025-01,Wheat — Tuv,966667.0
2025-01,Wheat — Uvs,1000000.0
2025-02,Wheat seed — Dornod,1000000.0
2025-02,Wheat seed — Orkhon,1350000.0
2025-02,Wheat seed — Tuv,1050000.0
2025-02,Wheat seed — Uvs,1800000.0
2025-02,Wheat seed — Uvurkhangai,1200000.0
2025-02,Wheat — Dornod,880000.0
2025-02,Wheat — Orkhon,1000000.0
2025-02,Wheat — Selenge,1000000.0
2025-02,Wheat — Tuv,966667.0
2025-03,Wheat seed — Dornod,1000000.0
2025-03,Wheat seed — Orkhon,1500000.0
2025-03,Wheat seed — Tuv,1250000.0
2025-03,Wheat seed — Uvs,1600000.0
2025-03,Wheat seed — Uvurkhangai,1200000.0
2025-03,Wheat — Dornod,880000.0
2025-03,Wheat — Orkhon,1100000.0
2025-03,Wheat — Selenge,1100000.0
2025-03,Wheat — Tuv,900000.0
2025-04,Wheat seed — Bayan-Ulgii,1100000.0
2025-04,Wheat seed — Dornod,1000000.0
2025-04,Wheat seed — Dundgovi,1050000.0
2025-04,Wheat seed — Govi-Altai,1500000.0
2025-04,Wheat seed — Khuvsgul,1200000.0
2025-04,Wheat seed — Umnugovi,1500000.0
2025-04,Wheat — Bulgan,1000000.0
2025-04,Wheat — Dornod,1000000.0
2025-04,Wheat — Dundgovi,1130000.0
2025-04,Wheat — Khuvsgul,1320000.0
2025-04,Wheat — Orkhon,1400000.0
2025-04,Wheat — Umnugovi,1150000.0
2025-04,Wheat — Uvs,1200000.0
2025-05,Wheat seed — Dornod,1000000.0
2025-05,Wheat seed — Orkhon,1450000.0
2025-05,Wheat seed — Selenge,1200000.0
2025-05,Wheat seed — Tuv,1212500.0
2025-05,Wheat seed — Uvs,1600000.0
2025-05,Wheat — Arkhangai,1200000.0
2025-05,Wheat — Dornod,880000.0
2025-05,Wheat — Tuv,1033333.0
2025-06,Wheat seed — Dornod,1000000.0
2025-06,Wheat seed — Khuvsgul,1450000.0
2025-06,Wheat seed — Umnugovi,1250000.0
2025-06,Wheat seed — Uvs,1800000.0
2025-06,Wheat — Dornod,880000.0
2025-06,Wheat — Dundgovi,1100000.0
2025-06,Wheat — Umnugovi,600000.0
2025-07,Wheat seed — Dornod,1000000.0
2025-07,Wheat seed — Umnugovi,1250000.0
2025-07,Wheat seed — Uvs,1800000.0
2025-07,Wheat — Dornod,880000.0
2025-07,Wheat — Dundgovi,1100000.0
2025-07,Wheat — Umnugovi,1033333.0
2025-08,Wheat seed — Dornod,1000000.0
2025-08,Wheat seed — Dundgovi,1100000.0
2025-08,Wheat seed — Umnugovi,1250000.0
2025-08,Wheat seed — Uvs,2000000.0
2025-08,Wheat — Dornod,880000.0
2025-08,Wheat — Dundgovi,1100000.0
2025-08,Wheat — Orkhon,1300000.0
2025-08,Wheat — Umnugovi,1050000.0
2025-08,Wheat — Uvs,1200000.0
2025-09,Wheat seed — Dornod,1000000.0
2025-09,Wheat seed — Dundgovi,1100000.0
2025-09,Wheat seed — Umnugovi,1233333.0
2025-09,Wheat seed — Uvs,1500000.0
2025-09,Wheat seed — Zavkhan,1100000.0
2025-09,Wheat — Dornod,1000000.0
2025-09,Wheat — Dundgovi,1100000.0
2025-09,Wheat — Khuvsgul,1320000.0
2025-09,Wheat — Orkhon,1350000.0
2025-09,Wheat — Umnugovi,1050000.0
2025-09,Wheat — Uvs,1200000.0
2025-11,Wheat seed — Dornod,1000000.0
2025-11,Wheat seed — Orkhon,1300000.0
2025-11,Wheat seed — Selenge,1066667.0
2025-11,Wheat seed — Tuv,1500000.0
2025-11,Wheat seed — Uvs,2000000.0
2025-11,Wheat seed — Zavkhan,1100000.0
2025-11,Wheat — Bulgan,1100000.0
2025-11,Wheat — Orkhon,1400000.0
2025-11,Wheat — Selenge,1130000.0
2025-11,Wheat — Tuv,1150000.0
2025-11,Wheat — Uvs,1200000.0
2025-11,Wheat — Uvurkhangai,1400000.0
2025-12,Wheat seed — Dornod,1000000.0
2025-12,Wheat seed — Orkhon,1300000.0
2025-12,Wheat seed — Selenge,1150000.0
2025-12,Wheat seed — Tuv,1500000.0
2025-12,Wheat seed — Zavkhan,1200000.0
2025-12,Wheat — Bulgan,1200000.0
2025-12,Wheat — Dornod,880000.0
2025-12,Wheat — Orkhon,1400000.0
2025-12,Wheat — Selenge,1100000.0
2025-12,Wheat — Tuv,1150000.0
2025-12,Wheat — Uvs,1200000.0
2025-12,Wheat — Uvurkhangai,1400000.0
