Region,Month,value
 Khovd,2024-01,15.0
 Khovd,2024-02,17.0
 Khovd,2024-03,6.0
 Khovd,2024-04,10.0
 Khovd,2024-05,32.0
 Khovd,2024-06,27.0
 Khovd,2024-07,6.0
 Khovd,2024-08,6.0
 Khovd,2024-09,26.0
 Khovd,2024-10,5.0
 Khovd,2024-11,11.0
 Khovd,2024-12,40.0
 Khovd,2025-01,18.0
 Khovd,2025-02,5.0
 Khovd,2025-03,19.0
 Khovd,2025-04,19.0
 Khovd,2025-05,16.0
 Khovd,2025-06,25.0
 Khovd,2025-07,35.0
 Khangai region,2026-07,11.0
 Khangai region,2026-06,15.0
 Khangai region,2026-05,16.0
 Khangai region,2026-04,16.0
 Khangai region,2026-03,9.0
 Khangai region,2026-02,16.0
 Khangai region,2026-01,17.0
 Khangai region,2025-12,17.0
 Khangai region,2025-11,9.0
 Khangai region,2025-10,10.0
 Khangai region,2025-09,16.0
 Khangai region,2025-08,11.0
 Khangai region,2016-01,10.0
 Khangai region,2016-02,21.0
 Khangai region,2016-03,19.0
 Khangai region,2016-04,12.0
 Khangai region,2016-05,13.0
 Khangai region,2016-06,17.0
 Khangai region,2016-07,4.0
 Khangai region,2016-08,22.0
 Khangai region,2016-09,8.0
 Khangai region,2016-10,20.0
 Khangai region,2016-11,10.0
 Khangai region,2016-12,14.0
 Khangai region,2017-01,13.0
 Khangai region,2017-02,9.0
 Khangai region,2017-03,14.0
 Khangai region,2017-04,21.0
 Khangai region,2017-05,14.0
 Khangai region,2017-06,7.0
 Khangai region,2017-07,14.0
 Khangai region,2017-08,6.0
 Khangai region,2017-09,10.0
 Khangai region,2017-10,10.0
 Khangai region,2017-11,21.0
 Khangai region,2017-12,7.0
 Khangai region,2018-01,8.0
 Khangai region,2018-02,11.0
 Khangai region,2018-03,7.0
 Khangai region,2018-04,14.0
 Khangai region,2018-05,5.0
 Khangai region,2018-06,14.0
 Khangai region,2018-07,17.0
 Khangai region,2018-08,15.0
 Khangai region,2018-09,10.0
 Khangai region,2018-10,10.0
 Khangai region,2018-11,18.0
 Khangai region,2018-12,16.0
 Khangai region,2019-01,10.0
 Khangai region,2019-02,15.0
 Khangai region,2019-03,7.0
 Khangai region,2019-04,13.0
 Khangai region,2019-05,8.0
 Khangai region,2019-06,15.0
 Khangai region,2019-07,8.0
 Khangai region,2019-08,12.0
 Khangai region,2019-09,6.0
 Khangai region,2019-10,9.0
 Khangai region,2019-11,12.0
 Khangai region,2019-12,11.0
 Khangai region,2020-01,14.0
 Khangai region,2020-02,10.0
 Khangai region,2020-03,15.0
 Khangai region,2020-04,14.0
 Khangai region,2020-05,10.0
 Khangai region,2020-06,15.0
 Khangai region,2020-07,10.0
 Khangai region,2020-08,12.0
 Khangai region,2020-09,14.0
 Khangai region,2020-10,18.0
 Khangai region,2020-11,7.0
 Khangai region,2020-12,5.0
 Khangai region,2021-01,10.0
 Khangai region,2021-02,8.0
 Khangai region,2021-03,10.0
 Khangai region,2021-04,9.0
 Khangai region,2021-05,15.0
 Khangai region,2021-06,11.0
 Khangai region,2021-07,10.0
 Khangai region,2021-08,9.0
 Khangai region,2021-09,10.0
 Khangai region,2021-10,21.0
 Khangai region,2021-11,21.0
 Khangai region,2021-12,11.0
 Khangai region,2022-01,12.0
 Khangai region,2022-02,12.0
 Khangai region,2022-03,13.0
 Khangai region,2022-04,7.0
 Khangai region,2022-05,15.0
 Khangai region,2022-06,19.0
 Khangai region,2022-07,21.0
 Khangai region,2022-08,16.0
 Khangai region,2022-09,15.0
 Khangai region,2022-10,16.0
 Khangai region,2022-11,13.0
 Khangai region,2022-12,10.0
 Khangai region,2023-01,10.0
 Khangai region,2023-02,16.0
 Khangai region,2023-03,14.0
 Khangai region,2023-04,14.0
 Khangai region,2023-05,10.0
 Khangai region,2023-06,16.0
 Khangai region,2023-07,18.0
 Khangai region,2023-08,11.0
 Khangai region,2023-09,14.0
 Khangai region,2023-10,23.0
 Khangai region,2023-11,9.0
 Khangai region,2023-12,10.0
 Khangai region,2024-01,16.0
 Khangai region,2024-02,17.0
 Khangai region,2024-03,17.0
 Khangai region,2024-04,15.0
 Khangai region,2024-05,16.0
 Khangai region,2024-06,16.0
 Khangai region,2024-07,15.0
 Khangai region,2024-08,31.0
 Khangai region,2024-09,38.0
 Khangai region,2024-10,24.0
 Khangai region,2024-11,22.0
 Khangai region,2024-12,17.0
 Khangai region,2025-01,15.0
 Khangai region,2025-02,13.0
 Khangai region,2025-03,9.0
 Khangai region,2025-04,13.0
 Khangai region,2025-05,21.0
 Khangai region,2025-06,20.0
 Khangai region,2025-07,24.0
 Arkhangai,2026-07,0.0
 Arkhangai,2026-06,35.0
 Arkhangai,2026-05,28.0
 Arkhangai,2026-04,0.0
 Arkhangai,2026-03,32.0
 Arkhangai,2026-02,45.0
 Arkhangai,2026-01,11.0
 Arkhangai,2025-12,39.0
 Arkhangai,2025-11,14.0
 Arkhangai,2025-10,13.0
 Arkhangai,2025-09,22.0
 Arkhangai,2025-08,41.0
 Arkhangai,2016-01,0.0
 Arkhangai,2016-02,24.0
 Arkhangai,2016-03,0.0
 Arkhangai,2016-04,12.0
 Arkhangai,2016-05,10.0
 Arkhangai,2016-06,24.0
 Arkhangai,2016-07,0.0
 Arkhangai,2016-08,12.0
 Arkhangai,2016-09,27.0
 Arkhangai,2016-10,30.0
 Arkhangai,2016-11,11.0
 Arkhangai,2016-12,26.0
 Arkhangai,2017-01,21.0
 Arkhangai,2017-02,0.0
 Arkhangai,2017-03,0.0
 Arkhangai,2017-04,29.0
 Arkhangai,2017-05,31.0
 Arkhangai,2017-06,13.0
 Arkhangai,2017-07,22.0
 Arkhangai,2017-08,7.0
 Arkhangai,2017-09,0.0
 Arkhangai,2017-10,9.0
 Arkhangai,2017-11,13.0
 Arkhangai,2017-12,20.0
 Arkhangai,2018-01,21.0
 Arkhangai,2018-02,9.0
 Arkhangai,2018-03,9.0
 Arkhangai,2018-04,27.0
 Arkhangai,2018-05,0.0
 Arkhangai,2018-06,0.0
 Arkhangai,2018-07,16.0
 Arkhangai,2018-08,33.0
 Arkhangai,2018-09,9.0
 Arkhangai,2018-10,21.0
 Arkhangai,2018-11,23.0
 Arkhangai,2018-12,18.0
 Arkhangai,2019-01,0.0
 Arkhangai,2019-02,9.0
 Arkhangai,2019-03,17.0
 Arkhangai,2019-04,9.0
 Arkhangai,2019-05,0.0
 Arkhangai,2019-06,8.0
 Arkhangai,2019-07,10.0
 Arkhangai,2019-08,7.0
 Arkhangai,2019-09,16.0
 Arkhangai,2019-10,6.0
 Arkhangai,2019-11,31.0
 Arkhangai,2019-12,9.0
 Arkhangai,2020-01,0.0
 Arkhangai,2020-02,9.0
 Arkhangai,2020-03,8.0
 Arkhangai,2020-04,19.0
 Arkhangai,2020-05,13.0
 Arkhangai,2020-06,6.0
 Arkhangai,2020-07,0.0
 Arkhangai,2020-08,19.0
 Arkhangai,2020-09,24.0
 Arkhangai,2020-10,8.0
 Arkhangai,2020-11,22.0
 Arkhangai,2020-12,0.0
 Arkhangai,2021-01,16.0
 Arkhangai,2021-02,7.0
 Arkhangai,2021-03,15.0
 Arkhangai,2021-04,14.0
 Arkhangai,2021-05,7.0
 Arkhangai,2021-06,0.0
 Arkhangai,2021-07,26.0
 Arkhangai,2021-08,0.0
 Arkhangai,2021-09,7.0
 Arkhangai,2021-10,8.0
 Arkhangai,2021-11,7.0
 Arkhangai,2021-12,25.0
 Arkhangai,2022-01,0.0
 Arkhangai,2022-02,22.0
 Arkhangai,2022-03,12.0
 Arkhangai,2022-04,13.0
 Arkhangai,2022-05,34.0
 Arkhangai,2022-06,28.0
 Arkhangai,2022-07,30.0
 Arkhangai,2022-08,28.0
 Arkhangai,2022-09,6.0
 Arkhangai,2022-10,24.0
 Arkhangai,2022-11,28.0
 Arkhangai,2022-12,0.0
 Arkhangai,2023-01,13.0
 Arkhangai,2023-02,22.0
 Arkhangai,2023-03,17.0
 Arkhangai,2023-04,25.0
 Arkhangai,2023-05,13.0
 Arkhangai,2023-06,31.0
 Arkhangai,2023-07,29.0
 Arkhangai,2023-08,6.0
 Arkhangai,2023-09,16.0
 Arkhangai,2023-10,22.0
 Arkhangai,2023-11,8.0
 Arkhangai,2023-12,10.0
 Arkhangai,2024-01,8.0
 Arkhangai,2024-02,24.0
 Arkhangai,2024-03,13.0
 Arkhangai,2024-04,16.0
 Arkhangai,2024-05,40.0
 Arkhangai,2024-06,34.0
 Arkhangai,2024-07,6.0
 Arkhangai,2024-08,33.0
 Arkhangai,2024-09,68.0
 Arkhangai,2024-10,13.0
 Arkhangai,2024-11,31.0
 Arkhangai,2024-12,12.0
 Arkhangai,2025-01,23.0
 Arkhangai,2025-02,0.0
 Arkhangai,2025-03,6.0
 Arkhangai,2025-04,5.0
 Arkhangai,2025-05,11.0
 Arkhangai,2025-06,6.0
 Arkhangai,2025-07,26.0
 Bayankhongor,2026-07,0.0
 Bayankhongor,2026-06,24.0
 Bayankhongor,2026-05,0.0
 Bayankhongor,2026-04,11.0
 Bayankhongor,2026-03,20.0
 Bayankhongor,2026-02,19.0
 Bayankhongor,2026-01,20.0
 Bayankhongor,2025-12,21.0
 Bayankhongor,2025-11,0.0
 Bayankhongor,2025-10,0.0
 Bayankhongor,2025-09,9.0
 Bayankhongor,2025-08,0.0
 Bayankhongor,2016-01,22.0
 Bayankhongor,2016-02,0.0
 Bayankhongor,2016-03,11.0
 Bayankhongor,2016-04,9.0
 Bayankhongor,2016-05,0.0
 Bayankhongor,2016-06,9.0
 Bayankhongor,2016-07,0.0
 Bayankhongor,2016-08,18.0
 Bayankhongor,2016-09,0.0
 Bayankhongor,2016-10,8.0
 Bayankhongor,2016-11,8.0
 Bayankhongor,2016-12,29.0
 Bayankhongor,2017-01,17.0
 Bayankhongor,2017-02,17.0
 Bayankhongor,2017-03,25.0
 Bayankhongor,2017-04,8.0
 Bayankhongor,2017-05,8.0
 Bayankhongor,2017-06,0.0
 Bayankhongor,2017-07,10.0
 Bayankhongor,2017-08,16.0
 Bayankhongor,2017-09,13.0
 Bayankhongor,2017-10,8.0
 Bayankhongor,2017-11,16.0
 Bayankhongor,2017-12,0.0
 Bayankhongor,2018-01,9.0
 Bayankhongor,2018-02,0.0
 Bayankhongor,2018-03,0.0
 Bayankhongor,2018-04,13.0
 Bayankhongor,2018-05,0.0
 Bayankhongor,2018-06,7.0
 Bayankhongor,2018-07,14.0
 Bayankhongor,2018-08,24.0
 Bayankhongor,2018-09,0.0
 Bayankhongor,2018-10,0.0
 Bayankhongor,2018-11,0.0
 Bayankhongor,2018-12,8.0
 Bayankhongor,2019-01,6.0
 Bayankhongor,2019-02,13.0
 Bayankhongor,2019-03,11.0
 Bayankhongor,2019-04,6.0
 Bayankhongor,2019-05,8.0
 Bayankhongor,2019-06,31.0
 Bayankhongor,2019-07,9.0
 Bayankhongor,2019-08,0.0
 Bayankhongor,2019-09,0.0
 Bayankhongor,2019-10,7.0
 Bayankhongor,2019-11,14.0
 Bayankhongor,2019-12,7.0
 Bayankhongor,2020-01,31.0
 Bayankhongor,2020-02,11.0
 Bayankhongor,2020-03,0.0
 Bayankhongor,2020-04,0.0
 Bayankhongor,2020-05,14.0
 Bayankhongor,2020-06,18.0
 Bayankhongor,2020-07,8.0
 Bayankhongor,2020-08,6.0
 Bayankhongor,2020-09,16.0
 Bayankhongor,2020-10,20.0
 Bayankhongor,2020-11,6.0
 Bayankhongor,2020-12,0.0
 Bayankhongor,2021-01,0.0
 Bayankhongor,2021-02,6.0
 Bayankhongor,2021-03,5.0
 Bayankhongor,2021-04,12.0
 Bayankhongor,2021-05,11.0
 Bayankhongor,2021-06,6.0
 Bayankhongor,2021-07,19.0
 Bayankhongor,2021-08,6.0
 Bayankhongor,2021-09,28.0
 Bayankhongor,2021-10,14.0
 Bayankhongor,2021-11,5.0
 Bayankhongor,2021-12,0.0
 Bayankhongor,2022-01,11.0
 Bayankhongor,2022-02,20.0
 Bayankhongor,2022-03,41.0
 Bayankhongor,2022-04,0.0
 Bayankhongor,2022-05,0.0
 Bayankhongor,2022-06,24.0
 Bayankhongor,2022-07,7.0
 Bayankhongor,2022-08,10.0
 Bayankhongor,2022-09,12.0
 Bayankhongor,2022-10,15.0
 Bayankhongor,2022-11,5.0
 Bayankhongor,2022-12,10.0
 Bayankhongor,2023-01,13.0
 Bayankhongor,2023-02,26.0
 Bayankhongor,2023-03,5.0
 Bayankhongor,2023-04,6.0
 Bayankhongor,2023-05,12.0
 Bayankhongor,2023-06,6.0
 Bayankhongor,2023-07,22.0
 Bayankhongor,2023-08,13.0
 Bayankhongor,2023-09,28.0
 Bayankhongor,2023-10,22.0
 Bayankhongor,2023-11,21.0
 Bayankhongor,2023-12,10.0
 Bayankhongor,2024-01,17.0
 Bayankhongor,2024-02,12.0
 Bayankhongor,2024-03,0.0
 Bayankhongor,2024-04,12.0
 Bayankhongor,2024-05,18.0
 Bayankhongor,2024-06,11.0
 Bayankhongor,2024-07,23.0
 Bayankhongor,2024-08,46.0
 Bayankhongor,2024-09,52.0
 Bayankhongor,2024-10,28.0
 Bayankhongor,2024-11,14.0
 Bayankhongor,2024-12,26.0
 Bayankhongor,2025-01,0.0
 Bayankhongor,2025-02,24.0
 Bayankhongor,2025-03,5.0
 Bayankhongor,2025-04,13.0
 Bayankhongor,2025-05,11.0
 Bayankhongor,2025-06,32.0
 Bayankhongor,2025-07,38.0
 Bulgan,2026-07,26.0
 Bulgan,2026-06,0.0
 Bulgan,2026-05,0.0
 Bulgan,2026-04,29.0
 Bulgan,2026-03,0.0
 Bulgan,2026-02,0.0
 Bulgan,2026-01,34.0
 Bulgan,2025-12,0.0
 Bulgan,2025-11,0.0
 Bulgan,2025-10,21.0
 Bulgan,2025-09,28.0
 Bulgan,2025-08,0.0
 Bulgan,2016-01,0.0
 Bulgan,2016-02,63.0
 Bulgan,2016-03,26.0
 Bulgan,2016-04,0.0
 Bulgan,2016-05,24.0
 Bulgan,2016-06,0.0
 Bulgan,2016-07,24.0
 Bulgan,2016-08,22.0
 Bulgan,2016-09,29.0
 Bulgan,2016-10,0.0
 Bulgan,2016-11,0.0
 Bulgan,2016-12,20.0
 Bulgan,2017-01,0.0
 Bulgan,2017-02,0.0
 Bulgan,2017-03,0.0
 Bulgan,2017-04,0.0
 Bulgan,2017-05,0.0
 Bulgan,2017-06,28.0
 Bulgan,2017-07,22.0
 Bulgan,2017-08,0.0
 Bulgan,2017-09,17.0
 Bulgan,2017-10,18.0
 Bulgan,2017-11,23.0
 Bulgan,2017-12,0.0
 Bulgan,2018-01,27.0
 Bulgan,2018-02,0.0
 Bulgan,2018-03,20.0
 Bulgan,2018-04,43.0
 Bulgan,2018-05,0.0
 Bulgan,2018-06,58.0
 Bulgan,2018-07,19.0
 Bulgan,2018-08,0.0
 Bulgan,2018-09,42.0
 Bulgan,2018-10,0.0
 Bulgan,2018-11,13.0
 Bulgan,2018-12,60.0
 Bulgan,2019-01,14.0
 Bulgan,2019-02,20.0
 Bulgan,2019-03,0.0
 Bulgan,2019-04,18.0
 Bulgan,2019-05,16.0
 Bulgan,2019-06,0.0
 Bulgan,2019-07,0.0
 Bulgan,2019-08,44.0
 Bulgan,2019-09,0.0
 Bulgan,2019-10,0.0
 Bulgan,2019-11,32.0
 Bulgan,2019-12,21.0
 Bulgan,2020-01,0.0
 Bulgan,2020-02,0.0
 Bulgan,2020-03,14.0
 Bulgan,2020-04,40.0
 Bulgan,2020-05,0.0
 Bulgan,2020-06,24.0
 Bulgan,2020-07,0.0
 Bulgan,2020-08,26.0
 Bulgan,2020-09,0.0
 Bulgan,2020-10,32.0
 Bulgan,2020-11,0.0
 Bulgan,2020-12,20.0
 Bulgan,2021-01,0.0
 Bulgan,2021-02,37.0
 Bulgan,2021-03,18.0
 Bulgan,2021-04,14.0
 Bulgan,2021-05,16.0
 Bulgan,2021-06,15.0
 Bulgan,2021-07,0.0
 Bulgan,2021-08,14.0
 Bulgan,2021-09,0.0
 Bulgan,2021-10,52.0
 Bulgan,2021-11,38.0
 Bulgan,2021-12,21.0
 Bulgan,2022-01,0.0
 Bulgan,2022-02,0.0
 Bulgan,2022-03,30.0
 Bulgan,2022-04,0.0
 Bulgan,2022-05,0.0
 Bulgan,2022-06,18.0
 Bulgan,2022-07,45.0
 Bulgan,2022-08,45.0
 Bulgan,2022-09,19.0
 Bulgan,2022-10,36.0
 Bulgan,2022-11,21.0
 Bulgan,2022-12,0.0
 Bulgan,2023-01,0.0
 Bulgan,2023-02,0.0
 Bulgan,2023-03,0.0
 Bulgan,2023-04,42.0
 Bulgan,2023-05,16.0
 Bulgan,2023-06,0.0
 Bulgan,2023-07,16.0
 Bulgan,2023-08,14.0
 Bulgan,2023-09,17.0
 Bulgan,2023-10,14.0
 Bulgan,2023-11,0.0
 Bulgan,2023-12,13.0
 Bulgan,2024-01,27.0
 Bulgan,2024-02,18.0
 Bulgan,2024-03,0.0
 Bulgan,2024-04,14.0
 Bulgan,2024-05,14.0
 Bulgan,2024-06,0.0
 Bulgan,2024-07,0.0
 Bulgan,2024-08,15.0
 Bulgan,2024-09,26.0
 Bulgan,2024-10,0.0
 Bulgan,2024-11,31.0
 Bulgan,2024-12,48.0
 Bulgan,2025-01,0.0
 Bulgan,2025-02,0.0
 Bulgan,2025-03,0.0
 Bulgan,2025-04,22.0
 Bulgan,2025-05,0.0
 Bulgan,2025-06,13.0
 Bulgan,2025-07,14.0
 Orkhon,2026-07,6.0
 Orkhon,2026-06,13.0
 Orkhon,2026-05,7.0
 Orkhon,2026-04,38.0
 Orkhon,2026-03,0.0
 Orkhon,2026-02,7.0
 Orkhon,2026-01,14.0
 Orkhon,2025-12,19.0
 Orkhon,2025-11,0.0
 Orkhon,2025-10,6.0
 Orkhon,2025-09,0.0
 Orkhon,2025-08,0.0
 Orkhon,2016-01,6.0
 Orkhon,2016-02,12.0
 Orkhon,2016-03,0.0
 Orkhon,2016-04,20.0
 Orkhon,2016-05,12.0
 Orkhon,2016-06,20.0
 Orkhon,2016-07,0.0
 Orkhon,2016-08,11.0
 Orkhon,2016-09,6.0
 Orkhon,2016-10,22.0
 Orkhon,2016-11,12.0
 Orkhon,2016-12,5.0
 Orkhon,2017-01,6.0
 Orkhon,2017-02,13.0
 Orkhon,2017-03,13.0
 Orkhon,2017-04,13.0
 Orkhon,2017-05,11.0
 Orkhon,2017-06,6.0
 Orkhon,2017-07,0.0
 Orkhon,2017-08,6.0
 Orkhon,2017-09,4.0
 Orkhon,2017-10,0.0
 Orkhon,2017-11,7.0
 Orkhon,2017-12,0.0
 Orkhon,2018-01,6.0
 Orkhon,2018-02,16.0
 Orkhon,2018-03,10.0
 Orkhon,2018-04,5.0
 Orkhon,2018-05,0.0
 Orkhon,2018-06,10.0
 Orkhon,2018-07,31.0
 Orkhon,2018-08,0.0
 Orkhon,2018-09,6.0
 Orkhon,2018-10,0.0
 Orkhon,2018-11,29.0
 Orkhon,2018-12,5.0
 Orkhon,2019-01,9.0
 Orkhon,2019-02,5.0
 Orkhon,2019-03,0.0
 Orkhon,2019-04,10.0
 Orkhon,2019-05,11.0
 Orkhon,2019-06,0.0
 Orkhon,2019-07,0.0
 Orkhon,2019-08,4.0
 Orkhon,2019-09,4.0
 Orkhon,2019-10,11.0
 Orkhon,2019-11,11.0
 Orkhon,2019-12,10.0
 Orkhon,2020-01,24.0
 Orkhon,2020-02,18.0
 Orkhon,2020-03,30.0
 Orkhon,2020-04,24.0
 Orkhon,2020-05,5.0
 Orkhon,2020-06,0.0
 Orkhon,2020-07,5.0
 Orkhon,2020-08,9.0
 Orkhon,2020-09,13.0
 Orkhon,2020-10,16.0
 Orkhon,2020-11,0.0
 Orkhon,2020-12,5.0
 Orkhon,2021-01,9.0
 Orkhon,2021-02,10.0
 Orkhon,2021-03,9.0
 Orkhon,2021-04,4.0
 Orkhon,2021-05,10.0
 Orkhon,2021-06,14.0
 Orkhon,2021-07,5.0
 Orkhon,2021-08,4.0
 Orkhon,2021-09,9.0
 Orkhon,2021-10,10.0
 Orkhon,2021-11,4.0
 Orkhon,2021-12,4.0
 Orkhon,2022-01,9.0
 Orkhon,2022-02,9.0
 Orkhon,2022-03,0.0
 Orkhon,2022-04,9.0
 Orkhon,2022-05,17.0
 Orkhon,2022-06,13.0
 Orkhon,2022-07,15.0
 Orkhon,2022-08,13.0
 Orkhon,2022-09,12.0
 Orkhon,2022-10,4.0
 Orkhon,2022-11,0.0
 Orkhon,2022-12,5.0
 Orkhon,2023-01,8.0
 Orkhon,2023-02,15.0
 Orkhon,2023-03,4.0
 Orkhon,2023-04,8.0
 Orkhon,2023-05,5.0
 Orkhon,2023-06,0.0
 Orkhon,2023-07,5.0
 Orkhon,2023-08,5.0
 Orkhon,2023-09,5.0
 Orkhon,2023-10,7.0
 Orkhon,2023-11,9.0
 Orkhon,2023-12,4.0
 Orkhon,2024-01,5.0
 Orkhon,2024-02,0.0
 Orkhon,2024-03,9.0
 Orkhon,2024-04,7.0
 Orkhon,2024-05,5.0
 Orkhon,2024-06,0.0
 Orkhon,2024-07,5.0
 Orkhon,2024-08,0.0
 Orkhon,2024-09,9.0
 Orkhon,2024-10,16.0
 Orkhon,2024-11,20.0
 Orkhon,2024-12,9.0
 Orkhon,2025-01,0.0
 Orkhon,2025-02,13.0
 Orkhon,2025-03,12.0
 Orkhon,2025-04,9.0
 Orkhon,2025-05,13.0
 Orkhon,2025-06,21.0
 Orkhon,2025-07,30.0
 Uvurkhangai,2026-07,31.0
 Uvurkhangai,2026-06,7.0
 Uvurkhangai,2026-05,0.0
 Uvurkhangai,2026-04,9.0
 Uvurkhangai,2026-03,0.0
 Uvurkhangai,2026-02,9.0
 Uvurkhangai,2026-01,0.0
 Uvurkhangai,2025-12,7.0
 Uvurkhangai,2025-11,23.0
 Uvurkhangai,2025-10,8.0
 Uvurkhangai,2025-09,15.0
 Uvurkhangai,2025-08,9.0
 Uvurkhangai,2016-01,14.0
 Uvurkhangai,2016-02,37.0
 Uvurkhangai,2016-03,34.0
 Uvurkhangai,2016-04,14.0
 Uvurkhangai,2016-05,7.0
 Uvurkhangai,2016-06,26.0
 Uvurkhangai,2016-07,14.0
 Uvurkhangai,2016-08,15.0
 Uvurkhangai,2016-09,6.0
 Uvurkhangai,2016-10,24.0
 Uvurkhangai,2016-11,7.0
 Uvurkhangai,2016-12,14.0
 Uvurkhangai,2017-01,0.0
 Uvurkhangai,2017-02,0.0
 Uvurkhangai,2017-03,13.0
 Uvurkhangai,2017-04,21.0
 Uvurkhangai,2017-05,14.0
 Uvurkhangai,2017-06,14.0
 Uvurkhangai,2017-07,26.0
 Uvurkhangai,2017-08,6.0
 Uvurkhangai,2017-09,10.0
 Uvurkhangai,2017-10,24.0
 Uvurkhangai,2017-11,22.0
 Uvurkhangai,2017-12,19.0
 Uvurkhangai,2018-01,6.0
 Uvurkhangai,2018-02,13.0
 Uvurkhangai,2018-03,6.0
 Uvurkhangai,2018-04,12.0
 Uvurkhangai,2018-05,30.0
 Uvurkhangai,2018-06,24.0
 Uvurkhangai,2018-07,6.0
 Uvurkhangai,2018-08,19.0
 Uvurkhangai,2018-09,13.0
 Uvurkhangai,2018-10,22.0
 Uvurkhangai,2018-11,24.0
 Uvurkhangai,2018-12,12.0
 Uvurkhangai,2019-01,10.0
 Uvurkhangai,2019-02,15.0
 Uvurkhangai,2019-03,5.0
 Uvurkhangai,2019-04,16.0
 Uvurkhangai,2019-05,7.0
 Uvurkhangai,2019-06,19.0
 Uvurkhangai,2019-07,14.0
 Uvurkhangai,2019-08,12.0
 Uvurkhangai,2019-09,5.0
 Uvurkhangai,2019-10,6.0
 Uvurkhangai,2019-11,7.0
 Uvurkhangai,2019-12,10.0
 Uvurkhangai,2020-01,5.0
 Uvurkhangai,2020-02,10.0
 Uvurkhangai,2020-03,16.0
 Uvurkhangai,2020-04,14.0
 Uvurkhangai,2020-05,11.0
 Uvurkhangai,2020-06,11.0
 Uvurkhangai,2020-07,25.0
 Uvurkhangai,2020-08,9.0
 Uvurkhangai,2020-09,5.0
 Uvurkhangai,2020-10,16.0
 Uvurkhangai,2020-11,10.0
 Uvurkhangai,2020-12,5.0
 Uvurkhangai,2021-01,6.0
 Uvurkhangai,2021-02,0.0
 Uvurkhangai,2021-03,15.0
 Uvurkhangai,2021-04,0.0
 Uvurkhangai,2021-05,23.0
 Uvurkhangai,2021-06,15.0
 Uvurkhangai,2021-07,0.0
 Uvurkhangai,2021-08,19.0
 Uvurkhangai,2021-09,5.0
 Uvurkhangai,2021-10,28.0
 Uvurkhangai,2021-11,31.0
 Uvurkhangai,2021-12,15.0
 Uvurkhangai,2022-01,15.0
 Uvurkhangai,2022-02,0.0
 Uvurkhangai,2022-03,8.0
 Uvurkhangai,2022-04,0.0
 Uvurkhangai,2022-05,22.0
 Uvurkhangai,2022-06,15.0
 Uvurkhangai,2022-07,27.0
 Uvurkhangai,2022-08,17.0
 Uvurkhangai,2022-09,23.0
 Uvurkhangai,2022-10,19.0
 Uvurkhangai,2022-11,5.0
 Uvurkhangai,2022-12,9.0
 Uvurkhangai,2023-01,10.0
 Uvurkhangai,2023-02,21.0
 Uvurkhangai,2023-03,17.0
 Uvurkhangai,2023-04,5.0
 Uvurkhangai,2023-05,0.0
 Uvurkhangai,2023-06,25.0
 Uvurkhangai,2023-07,31.0
 Uvurkhangai,2023-08,20.0
 Uvurkhangai,2023-09,15.0
 Uvurkhangai,2023-10,13.0
 Uvurkhangai,2023-11,0.0
 Uvurkhangai,2023-12,9.0
 Uvurkhangai,2024-01,19.0
 Uvurkhangai,2024-02,25.0
 Uvurkhangai,2024-03,17.0
 Uvurkhangai,2024-04,17.0
 Uvurkhangai,2024-05,11.0
 Uvurkhangai,2024-06,28.0
 Uvurkhangai,2024-07,21.0
 Uvurkhangai,2024-08,45.0
 Uvurkhangai,2024-09,40.0
 Uvurkhangai,2024-10,30.0
 Uvurkhangai,2024-11,15.0
 Uvurkhangai,2024-12,19.0
 Uvurkhangai,2025-01,18.0
 Uvurkhangai,2025-02,17.0
 Uvurkhangai,2025-03,9.0
 Uvurkhangai,2025-04,12.0
 Uvurkhangai,2025-05,33.0
 Uvurkhangai,2025-06,8.0
 Uvurkhangai,2025-07,4.0
 Khuvsgul,2026-07,7.0
 Khuvsgul,2026-06,15.0
 Khuvsgul,2026-05,55.0
 Khuvsgul,2026-04,7.0
 Khuvsgul,2026-03,7.0
 Khuvsgul,2026-02,17.0
 Khuvsgul,2026-01,30.0
 Khuvsgul,2025-12,15.0
 Khuvsgul,2025-11,14.0
 Khuvsgul,2025-10,22.0
 Khuvsgul,2025-09,36.0
 Khuvsgul,2025-08,20.0
 Khuvsgul,2016-01,14.0
 Khuvsgul,2016-02,21.0
 Khuvsgul,2016-03,36.0
 Khuvsgul,2016-04,6.0
 Khuvsgul,2016-05,28.0
 Khuvsgul,2016-06,14.0
 Khuvsgul,2016-07,0.0
 Khuvsgul,2016-08,48.0
 Khuvsgul,2016-09,7.0
 Khuvsgul,2016-10,19.0
 Khuvsgul,2016-11,13.0
 Khuvsgul,2016-12,7.0
 Khuvsgul,2017-01,26.0
 Khuvsgul,2017-02,12.0
 Khuvsgul,2017-03,19.0
 Khuvsgul,2017-04,41.0
 Khuvsgul,2017-05,15.0
 Khuvsgul,2017-06,0.0
 Khuvsgul,2017-07,12.0
 Khuvsgul,2017-08,0.0
 Khuvsgul,2017-09,20.0
 Khuvsgul,2017-10,6.0
 Khuvsgul,2017-11,43.0
 Khuvsgul,2017-12,6.0
 Khuvsgul,2018-01,0.0
 Khuvsgul,2018-02,16.0
 Khuvsgul,2018-03,5.0
 Khuvsgul,2018-04,11.0
 Khuvsgul,2018-05,0.0
